QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CLEVELAND_ACTION,PHILADELPHIA_SCORE,CLEVELAND_SCORE
1,1:13.0,Shooting foul by L. Nance (drawn by J. Embiid),,25,26
1,1:13.0,J. Embiid misses free throw 1 of 2,,25,26
1,1:13.0,Offensive rebound by Team,,25,26
1,1:13.0,L. Shamet enters the game for J. Redick,,25,26
1,1:13.0,,A. Žižić enters the game for L. Nance,25,26
1,1:13.0,J. Embiid makes free throw 2 of 2,,26,26
1,1:00.0,,M. Dellavedova makes 2-pt jump shot from 9 ft,26,28
1,0:51.0,Personal foul by A. Žižić (drawn by J. Embiid),,26,28
1,0:51.0,J. Embiid makes free throw 1 of 2,,27,28
1,0:51.0,J. Embiid makes free throw 2 of 2,,28,28
1,0:41.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,28,28
1,0:41.0,,Offensive rebound by Team,28,28
1,0:41.0,Loose ball foul by F. Korkmaz (drawn by C. Osman),,28,28
1,0:41.0,,C. Osman makes free throw 1 of 2,28,29
1,0:41.0,,C. Frye enters the game for A. Žižić,28,29
1,0:41.0,,C. Osman makes free throw 2 of 2,28,30
1,0:33.0,Turnover by J. Embiid (lost ball; steal by M. Dellavedova),,28,30
1,0:30.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),28,33
1,0:14.0,Shooting foul by D. Nwaba (drawn by J. Embiid),,28,33
1,0:14.0,J. Embiid misses free throw 1 of 2,,28,33
1,0:14.0,Offensive rebound by Team,,28,33
1,0:14.0,J. Embiid makes free throw 2 of 2,,29,33
1,0:00.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),29,36
2,11:50.0,,Turnover by J. Clarkson (bad pass; steal by T. McConnell),29,36
2,11:47.0,J. Butler makes 2-pt jump shot from 8 ft (assist by T. McConnell),,31,36
2,11:47.0,Shooting foul by J. Blossomgame (drawn by J. Butler),,31,36
2,11:47.0,J. Butler makes free throw 1 of 1,,32,36
2,11:35.0,,M. Dellavedova misses 2-pt layup from 1 ft,32,36
2,11:34.0,,Offensive rebound by J. Blossomgame,32,36
2,11:34.0,,J. Blossomgame misses 2-pt layup from 1 ft,32,36
2,11:32.0,Defensive rebound by J. Embiid,,32,36
2,11:17.0,J. Embiid misses 2-pt jump shot from 20 ft,,32,36
2,11:13.0,,Defensive rebound by J. Blossomgame,32,36
2,11:07.0,,Shooting foul by S. Milton (drawn by J. Clarkson),32,36
2,11:07.0,,J. Clarkson makes free throw 1 of 2,32,37
2,11:07.0,,J. Clarkson makes free throw 2 of 2,32,38
2,10:47.0,Turnover by J. Embiid (lost ball; steal by C. Frye),,32,38
2,10:42.0,,C. Osman makes 2-pt layup from 1 ft,32,40
2,10:42.0,Philadelphia full timeout,,32,40
2,10:31.0,J. Butler misses 2-pt jump shot from 8 ft,,32,40
2,10:29.0,,Defensive rebound by C. Frye,32,40
2,10:25.0,,C. Osman makes 2-pt layup from 4 ft,32,42
2,10:25.0,,Shooting foul by W. Chandler (drawn by C. Osman),32,42
2,10:25.0,,C. Osman misses free throw 1 of 1,32,42
2,10:21.0,,Offensive rebound by C. Osman,32,42
2,10:20.0,,Turnover by C. Frye (bad pass),32,42
2,10:10.0,T. McConnell makes 2-pt jump shot from 17 ft (assist by J. Embiid),,34,42
2,9:52.0,,C. Osman makes 2-pt layup from 1 ft (assist by M. Dellavedova),34,44
2,9:35.0,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),,36,44
2,9:18.0,,J. Blossomgame misses 2-pt jump shot from 8 ft (block by W. Chandler),36,44
2,9:14.0,Defensive rebound by W. Chandler,,36,44
2,9:05.0,Turnover by W. Chandler (lost ball; steal by C. Osman),,36,44
2,9:00.0,,J. Clarkson misses 3-pt jump shot from 24 ft,36,44
2,8:55.0,Defensive rebound by J. Butler,,36,44
2,8:45.0,J. Embiid makes 2-pt layup from 2 ft,,38,44
2,8:26.0,,M. Dellavedova misses 2-pt layup from 4 ft,38,44
2,8:25.0,,Offensive rebound by J. Clarkson,38,44
2,8:25.0,,J. Clarkson misses 2-pt layup from 1 ft,38,44
2,8:23.0,Defensive rebound by J. Embiid,,38,44
2,8:15.0,T. McConnell makes 2-pt jump shot from 14 ft,,40,44
2,8:15.0,,Cleveland full timeout,40,44
2,8:15.0,M. Muscala enters the game for J. Embiid,,40,44
2,8:15.0,J. Redick enters the game for T. McConnell,,40,44
2,8:15.0,B. Simmons enters the game for S. Milton,,40,44
2,8:15.0,,R. Hood enters the game for J. Clarkson,40,44
2,8:15.0,,C. Sexton enters the game for M. Dellavedova,40,44
2,8:02.0,,C. Frye misses 3-pt jump shot from 25 ft,40,44
2,7:58.0,Defensive rebound by W. Chandler,,40,44
2,7:54.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by B. Simmons),,43,44
2,7:28.0,,R. Hood makes 2-pt jump shot from 15 ft,43,46
2,7:18.0,Shooting foul by J. Blossomgame (drawn by J. Butler),,43,46
2,7:18.0,J. Butler makes free throw 1 of 2,,44,46
2,7:18.0,,A. Burks enters the game for J. Blossomgame,44,46
2,7:18.0,,L. Nance enters the game for C. Frye,44,46
2,7:18.0,J. Butler misses free throw 2 of 2,,44,46
2,7:15.0,,Defensive rebound by L. Nance,44,46
2,7:02.0,,C. Osman makes 2-pt jump shot from 15 ft,44,48
2,6:44.0,J. Butler misses 2-pt layup from 2 ft,,44,48
2,6:44.0,Offensive rebound by Team,,44,48
2,6:44.0,Personal foul by C. Osman (drawn by J. Butler),,44,48
2,6:33.0,M. Muscala makes 2-pt layup from 1 ft (assist by J. Butler),,46,48
2,6:17.0,,C. Sexton misses 2-pt jump shot from 21 ft,46,48
2,6:16.0,Defensive rebound by J. Redick,,46,48
2,6:09.0,W. Chandler misses 3-pt jump shot from 26 ft,,46,48
2,6:08.0,Offensive rebound by B. Simmons,,46,48
2,6:08.0,B. Simmons misses 2-pt layup from 4 ft,,46,48
2,6:07.0,Offensive rebound by M. Muscala,,46,48
2,6:07.0,M. Muscala misses 2-pt layup at rim,,46,48
2,6:05.0,,Defensive rebound by C. Sexton,46,48
2,5:53.0,,Turnover by A. Burks (bad pass),46,48
2,5:44.0,J. Butler makes 3-pt jump shot from 25 ft (assist by B. Simmons),,49,48
2,5:30.0,,R. Hood misses 2-pt jump shot from 15 ft,49,48
2,5:28.0,Defensive rebound by W. Chandler,,49,48
2,5:23.0,J. Butler misses 3-pt jump shot from 27 ft,,49,48
2,5:19.0,Offensive rebound by W. Chandler,,49,48
2,5:17.0,Turnover by W. Chandler (lost ball; steal by R. Hood),,49,48
2,5:16.0,,Personal take foul by B. Simmons (drawn by R. Hood),49,48
2,5:16.0,F. Korkmaz enters the game for J. Butler,,49,48
2,5:09.0,,L. Nance misses 2-pt layup from 3 ft (block by M. Muscala),49,48
2,5:05.0,Defensive rebound by B. Simmons,,49,48
2,4:56.0,J. Redick makes 2-pt layup from 2 ft (assist by B. Simmons),,51,48
2,4:43.0,,A. Burks misses 2-pt jump shot from 17 ft,51,48
2,4:43.0,Defensive rebound by F. Korkmaz,,51,48
2,4:39.0,M. Muscala makes 2-pt layup from 3 ft (assist by B. Simmons),,53,48
2,4:11.0,,A. Burks makes 3-pt jump shot from 25 ft,53,51
2,3:54.0,F. Korkmaz misses 2-pt layup from 2 ft,,53,51
2,3:51.0,,Defensive rebound by L. Nance,53,51
2,3:45.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by L. Nance),53,54
2,3:28.0,J. Redick makes 2-pt jump shot from 18 ft (assist by B. Simmons),,55,54
2,3:09.0,,A. Burks misses 2-pt layup from 1 ft,55,54
2,3:05.0,Defensive rebound by M. Muscala,,55,54
2,3:03.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,55,54
2,2:59.0,Offensive rebound by W. Chandler,,55,54
2,2:46.0,B. Simmons misses 2-pt jump shot from 13 ft,,55,54
2,2:44.0,,Defensive rebound by R. Hood,55,54
2,2:38.0,,C. Sexton misses 2-pt jump shot from 18 ft,55,54
2,2:35.0,Defensive rebound by M. Muscala,,55,54
2,2:20.0,B. Simmons makes 2-pt dunk from 1 ft,,57,54
2,1:58.0,,C. Osman misses 3-pt jump shot from 23 ft,57,54
2,1:58.0,Defensive rebound by M. Muscala,,57,54
2,1:53.0,Personal foul by C. Sexton (drawn by W. Chandler),,57,54
2,1:53.0,J. Embiid enters the game for M. Muscala,,57,54
2,1:53.0,L. Shamet enters the game for J. Redick,,57,54
2,1:53.0,,J. Clarkson enters the game for L. Nance,57,54
2,1:53.0,,M. Dellavedova enters the game for C. Osman,57,54
2,1:53.0,,A. Žižić enters the game for C. Sexton,57,54
2,1:42.0,W. Chandler misses 2-pt layup from 3 ft,,57,54
2,1:41.0,Offensive rebound by W. Chandler,,57,54
2,1:40.0,W. Chandler misses 2-pt layup at rim,,57,54
2,1:38.0,Offensive rebound by B. Simmons,,57,54
2,1:33.0,W. Chandler makes 2-pt layup from 1 ft (assist by B. Simmons),,59,54
2,1:18.0,,A. Žižić misses 2-pt layup from 2 ft (block by J. Embiid),59,54
2,1:18.0,,Offensive rebound by Team,59,54
2,1:18.0,M. Muscala enters the game for W. Chandler,,59,54
2,1:11.0,,Shooting foul by M. Muscala (drawn by J. Clarkson),59,54
2,1:11.0,,J. Clarkson makes free throw 1 of 2,59,55
2,1:11.0,,J. Clarkson makes free throw 2 of 2,59,56
2,0:52.0,J. Embiid makes 2-pt jump shot from 13 ft,,61,56
2,0:45.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by M. Dellavedova),61,58
2,0:31.0,B. Simmons makes 2-pt hook shot from 8 ft,,63,58
2,0:22.0,,J. Clarkson misses 2-pt layup from 5 ft (block by L. Shamet),63,58
2,0:22.0,,Offensive rebound by Team,63,58
2,0:08.0,,A. Burks misses 2-pt layup from 2 ft (block by M. Muscala),63,58
2,0:06.0,Defensive rebound by F. Korkmaz,,63,58
2,0:05.0,L. Shamet makes 2-pt dunk from 2 ft (assist by F. Korkmaz),,65,58
2,0:01.0,,A. Burks misses 3-pt jump shot from 25 ft,65,58
2,0:00.0,,Offensive rebound by J. Clarkson,65,58
3,11:35.0,,R. Hood makes 2-pt jump shot from 22 ft (assist by C. Sexton),65,60
3,11:22.0,J. Embiid misses 3-pt jump shot from 26 ft,,65,60
3,11:19.0,Offensive rebound by B. Simmons,,65,60
3,11:17.0,J. Butler misses 2-pt jump shot from 12 ft,,65,60
3,11:17.0,,Defensive rebound by C. Osman,65,60
3,11:03.0,,Shooting foul by J. Butler (drawn by A. Žižić),65,60
3,11:03.0,,A. Žižić makes free throw 1 of 2,65,61
3,11:03.0,,A. Žižić misses free throw 2 of 2,65,61
3,11:01.0,Defensive rebound by J. Embiid,,65,61
3,10:49.0,J. Butler makes 3-pt jump shot from 24 ft (assist by J. Redick),,68,61
3,10:23.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by R. Hood),68,64
3,10:05.0,J. Embiid makes 2-pt dunk at rim (assist by J. Redick),,70,64
3,9:53.0,,Turnover by C. Sexton (bad pass; steal by B. Simmons),70,64
3,9:50.0,J. Butler makes 2-pt dunk from 1 ft (assist by B. Simmons),,72,64
3,9:22.0,,C. Sexton makes 2-pt jump shot from 20 ft,72,66
3,9:02.0,J. Redick misses 3-pt jump shot from 29 ft,,72,66
3,9:02.0,Offensive rebound by Team,,72,66
3,9:02.0,,Loose ball foul by C. Sexton (drawn by W. Chandler),72,66
3,8:49.0,W. Chandler misses 3-pt jump shot from 26 ft,,72,66
3,8:45.0,,Defensive rebound by R. Hood,72,66
3,8:30.0,,Turnover by A. Burks (bad pass; steal by J. Butler),72,66
3,8:28.0,W. Chandler makes 2-pt layup at rim (assist by J. Butler),,74,66
3,8:28.0,Shooting foul by C. Osman (drawn by W. Chandler),,74,66
3,8:28.0,W. Chandler makes free throw 1 of 1,,75,66
3,8:05.0,,R. Hood misses 3-pt jump shot from 25 ft,75,66
3,8:03.0,Defensive rebound by J. Redick,,75,66
3,8:00.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Redick),,77,66
3,8:00.0,,Cleveland full timeout,77,66
3,8:00.0,L. Shamet enters the game for J. Redick,,77,66
3,7:44.0,,A. Burks makes 2-pt jump shot from 20 ft (assist by A. Žižić),77,68
3,7:19.0,W. Chandler misses 3-pt jump shot from 23 ft,,77,68
3,7:14.0,,Defensive rebound by C. Osman,77,68
3,7:09.0,,A. Burks misses 3-pt jump shot from 27 ft,77,68
3,7:08.0,,Offensive rebound by Team,77,68
3,7:08.0,Loose ball foul by L. Shamet (drawn by A. Žižić),,77,68
3,7:01.0,,C. Sexton misses 2-pt layup from 2 ft (block by J. Butler),77,68
3,7:01.0,,Offensive rebound by Team,77,68
3,6:58.0,,Shooting foul by B. Simmons (drawn by C. Osman),77,68
3,6:58.0,,C. Osman misses free throw 1 of 2,77,68
3,6:58.0,,Offensive rebound by Team,77,68
3,6:58.0,T. McConnell enters the game for W. Chandler,,77,68
3,6:58.0,,C. Osman makes free throw 2 of 2,77,69
3,6:46.0,Personal foul by C. Osman (drawn by B. Simmons),,77,69
3,6:46.0,M. Muscala enters the game for J. Embiid,,77,69
3,6:46.0,,L. Nance enters the game for A. Žižić,77,69
3,6:30.0,M. Muscala makes 2-pt jump shot from 13 ft,,79,69
3,6:09.0,,L. Nance misses 2-pt jump shot from 12 ft,79,69
3,6:06.0,Defensive rebound by B. Simmons,,79,69
3,6:00.0,B. Simmons makes 2-pt layup at rim,,81,69
3,5:54.0,,Personal foul by L. Shamet (drawn by C. Osman),81,69
3,5:54.0,,J. Clarkson enters the game for A. Burks,81,69
3,5:45.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by L. Nance),81,71
3,5:29.0,L. Shamet makes 3-pt jump shot from 29 ft (assist by B. Simmons),,84,71
3,5:13.0,,C. Osman misses 2-pt jump shot from 2 ft,84,71
3,5:11.0,,Offensive rebound by C. Osman,84,71
3,5:00.0,,R. Hood makes 2-pt jump shot from 11 ft,84,73
3,4:47.0,Shooting foul by C. Sexton (drawn by J. Butler),,84,73
3,4:47.0,J. Butler makes free throw 1 of 2,,85,73
3,4:47.0,,D. Nwaba enters the game for C. Osman,85,73
3,4:47.0,J. Butler makes free throw 2 of 2,,86,73
3,4:34.0,,Shooting foul by M. Muscala (drawn by R. Hood),86,73
3,4:34.0,,R. Hood makes free throw 1 of 2,86,74
3,4:34.0,F. Korkmaz enters the game for J. Butler,,86,74
3,4:34.0,,R. Hood misses free throw 2 of 2,86,74
3,4:32.0,Defensive rebound by B. Simmons,,86,74
3,4:17.0,Turnover by F. Korkmaz (lost ball; steal by C. Sexton),,86,74
3,4:10.0,,R. Hood misses 3-pt jump shot from 23 ft,86,74
3,4:07.0,,Offensive rebound by D. Nwaba,86,74
3,4:05.0,,C. Sexton misses 3-pt jump shot from 26 ft,86,74
3,4:01.0,Defensive rebound by B. Simmons,,86,74
3,3:56.0,M. Muscala misses 3-pt jump shot from 25 ft,,86,74
3,3:52.0,,Defensive rebound by D. Nwaba,86,74
3,3:46.0,,D. Nwaba makes 2-pt jump shot from 6 ft,86,76
3,3:16.0,Turnover by Team (shot clock),,86,76
3,3:16.0,W. Chandler enters the game for M. Muscala,,86,76
3,3:16.0,J. Embiid enters the game for L. Shamet,,86,76
3,3:16.0,J. Redick enters the game for B. Simmons,,86,76
3,3:16.0,,J. Blossomgame enters the game for R. Hood,86,76
3,3:16.0,,M. Dellavedova enters the game for C. Sexton,86,76
3,3:00.0,,Shooting foul by J. Embiid (drawn by L. Nance),86,76
3,3:00.0,,L. Nance misses free throw 1 of 2,86,76
3,3:00.0,,Offensive rebound by Team,86,76
3,3:00.0,,L. Nance makes free throw 2 of 2,86,77
3,2:46.0,J. Redick misses 3-pt jump shot from 26 ft,,86,77
3,2:43.0,,Defensive rebound by M. Dellavedova,86,77
3,2:37.0,,J. Clarkson misses 3-pt jump shot from 26 ft,86,77
3,2:34.0,Defensive rebound by J. Embiid,,86,77
3,2:32.0,Philadelphia full timeout,,86,77
3,2:20.0,J. Embiid misses 2-pt jump shot from 22 ft,,86,77
3,2:17.0,,Defensive rebound by J. Blossomgame,86,77
3,2:01.0,,D. Nwaba makes 3-pt jump shot from 27 ft (assist by J. Blossomgame),86,80
3,1:47.0,J. Redick misses 2-pt jump shot from 18 ft,,86,80
3,1:44.0,,Defensive rebound by D. Nwaba,86,80
3,1:42.0,,J. Clarkson misses 2-pt layup from 2 ft (block by W. Chandler),86,80
3,1:41.0,Defensive rebound by W. Chandler,,86,80
3,1:40.0,Turnover by W. Chandler (bad pass; steal by L. Nance),,86,80
3,1:33.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by L. Nance),86,83
3,1:07.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,86,83
3,1:03.0,,Defensive rebound by J. Clarkson,86,83
3,0:53.0,,Offensive foul by J. Clarkson (drawn by T. McConnell),86,83
3,0:53.0,,Turnover by J. Clarkson (offensive foul),86,83
3,0:36.0,J. Redick misses 2-pt jump shot from 21 ft,,86,83
3,0:30.0,,Defensive rebound by J. Blossomgame,86,83
3,0:29.0,,L. Nance makes 2-pt dunk from 1 ft (assist by M. Dellavedova),86,85
3,0:08.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by T. McConnell),,89,85
3,0:01.0,,L. Nance misses 2-pt jump shot from 19 ft (block by F. Korkmaz),89,85
3,0:00.0,,Offensive rebound by Team,89,85
4,11:48.0,Personal foul by L. Nance (drawn by J. Embiid),,89,85
4,11:40.0,M. Muscala makes 2-pt layup at rim (assist by T. McConnell),,91,85
4,11:26.0,,J. Clarkson misses 3-pt jump shot from 27 ft,91,85
4,11:23.0,Defensive rebound by F. Korkmaz,,91,85
4,11:05.0,J. Embiid makes 2-pt layup from 1 ft,,93,85
4,10:50.0,,D. Nwaba misses 2-pt layup from 2 ft (block by M. Muscala),93,85
4,10:46.0,Defensive rebound by J. Redick,,93,85
4,10:39.0,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),,95,85
4,10:39.0,,Cleveland full timeout,95,85
4,10:39.0,,C. Osman enters the game for J. Blossomgame,95,85
4,10:39.0,,A. Žižić enters the game for L. Nance,95,85
4,10:27.0,,J. Clarkson misses 2-pt jump shot from 10 ft,95,85
4,10:24.0,Defensive rebound by M. Muscala,,95,85
4,10:13.0,T. McConnell makes 2-pt jump shot from 17 ft,,97,85
4,9:50.0,,Turnover by C. Osman (lost ball; steal by M. Muscala),97,85
4,9:37.0,J. Embiid misses 2-pt jump shot from 17 ft,,97,85
4,9:35.0,Offensive rebound by M. Muscala,,97,85
4,9:32.0,F. Korkmaz misses 3-pt jump shot from 32 ft,,97,85
4,9:29.0,,Defensive rebound by D. Nwaba,97,85
4,9:27.0,,Turnover by D. Nwaba (bad pass),97,85
4,9:09.0,J. Redick makes 3-pt jump shot from 28 ft (assist by F. Korkmaz),,100,85
4,8:50.0,,J. Clarkson makes 2-pt jump shot from 7 ft (assist by D. Nwaba),100,87
4,8:49.0,Philadelphia full timeout,,100,87
4,8:49.0,,R. Hood enters the game for D. Nwaba,100,87
4,8:26.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,100,87
4,8:23.0,Offensive rebound by J. Embiid,,100,87
4,8:20.0,J. Redick misses 2-pt jump shot from 21 ft,,100,87
4,8:20.0,,Defensive rebound by J. Clarkson,100,87
4,8:13.0,,M. Dellavedova makes 3-pt jump shot from 29 ft (assist by J. Clarkson),100,90
4,7:58.0,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Embiid),,103,90
4,7:37.0,,Turnover by A. Žižić (traveling),103,90
4,7:37.0,W. Chandler enters the game for J. Embiid,,103,90
4,7:37.0,L. Shamet enters the game for T. McConnell,,103,90
4,7:37.0,B. Simmons enters the game for J. Redick,,103,90
4,7:22.0,B. Simmons makes 2-pt hook shot from 12 ft (assist by W. Chandler),,105,90
4,7:08.0,,A. Žižić makes 2-pt dunk from 1 ft (assist by M. Dellavedova),105,92
4,6:55.0,L. Shamet makes 3-pt jump shot from 27 ft (assist by B. Simmons),,108,92
4,6:42.0,,M. Dellavedova misses 2-pt jump shot from 10 ft,108,92
4,6:42.0,Defensive rebound by Team,,108,92
4,6:42.0,J. Butler enters the game for F. Korkmaz,,108,92
4,6:42.0,,A. Burks enters the game for J. Clarkson,108,92
4,6:42.0,,L. Nance enters the game for A. Žižić,108,92
4,6:24.0,Shooting foul by A. Burks (drawn by B. Simmons),,108,92
4,6:24.0,B. Simmons misses free throw 1 of 2,,108,92
4,6:24.0,Offensive rebound by Team,,108,92
4,6:24.0,B. Simmons makes free throw 2 of 2,,109,92
4,6:13.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. Nance),109,95
4,5:51.0,L. Shamet makes 3-pt jump shot from 27 ft (assist by W. Chandler),,112,95
4,5:41.0,,Personal foul by L. Shamet (drawn by L. Nance),112,95
4,5:24.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by C. Osman),112,98
4,5:24.0,Philadelphia full timeout,,112,98
