QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
1,0:55.0,,Offensive foul by M. Plumlee (drawn by J. Poeltl),20,26
1,0:55.0,,Turnover by M. Plumlee (offensive foul),20,26
1,0:41.0,Shooting foul by T. Craig (drawn by R. Gay),,20,26
1,0:41.0,R. Gay misses free throw 1 of 2,,20,26
1,0:41.0,Offensive rebound by Team,,20,26
1,0:41.0,R. Gay makes free throw 2 of 2,,21,26
1,0:28.0,,M. Plumlee makes 2-pt jump shot from 13 ft (assist by J. Murray),21,28
1,0:08.0,R. Gay misses 2-pt jump shot from 12 ft,,21,28
1,0:05.0,Offensive rebound by J. Poeltl,,21,28
1,0:02.0,M. Belinelli misses 3-pt jump shot from 24 ft,,21,28
1,0:00.0,Offensive rebound by R. Gay,,21,28
1,0:00.0,R. Gay makes 2-pt layup at rim,,23,28
1,0:00.0,Shooting foul by M. Plumlee (drawn by R. Gay),,23,28
1,0:00.0,R. Gay makes free throw 1 of 1,,24,28
2,11:48.0,,N. Jokić makes 2-pt jump shot from 9 ft (assist by T. Craig),24,30
2,11:48.0,,Shooting foul by J. Poeltl (drawn by N. Jokić),24,30
2,11:48.0,,N. Jokić makes free throw 1 of 1,24,31
2,11:35.0,Shooting foul by J. Murray (drawn by D. DeRozan),,24,31
2,11:35.0,D. DeRozan misses free throw 1 of 2,,24,31
2,11:35.0,Offensive rebound by Team,,24,31
2,11:35.0,D. DeRozan makes free throw 2 of 2,,25,31
2,11:18.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),25,34
2,11:04.0,D. DeRozan misses 2-pt jump shot from 8 ft,,25,34
2,11:00.0,,Defensive rebound by J. Murray,25,34
2,10:53.0,,J. Murray misses 2-pt layup from 2 ft (block by J. Poeltl),25,34
2,10:53.0,,Offensive rebound by Team,25,34
2,10:48.0,,Personal foul by M. Belinelli (drawn by N. Jokić),25,34
2,10:46.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Murray),25,37
2,10:44.0,San Antonio full timeout,,25,37
2,10:25.0,D. White misses 3-pt jump shot from 25 ft,,25,37
2,10:22.0,,Defensive rebound by N. Jokić,25,37
2,10:03.0,,J. Murray misses 3-pt jump shot from 26 ft,25,37
2,10:00.0,Defensive rebound by J. Poeltl,,25,37
2,9:50.0,D. Bertāns misses 3-pt jump shot from 25 ft,,25,37
2,9:45.0,Offensive rebound by J. Poeltl,,25,37
2,9:45.0,J. Poeltl makes 2-pt layup from 4 ft,,27,37
2,9:31.0,,Personal foul by J. Poeltl (drawn by J. Murray),27,37
2,9:31.0,B. Forbes enters the game for M. Belinelli,,27,37
2,9:25.0,,Turnover by M. Morris (bad pass; steal by D. White),27,37
2,9:22.0,Shooting foul by N. Jokić (drawn by D. White),,27,37
2,9:22.0,D. White makes free throw 1 of 2,,28,37
2,9:22.0,,M. Plumlee enters the game for N. Jokić,28,37
2,9:22.0,D. White misses free throw 2 of 2,,28,37
2,9:19.0,,Defensive rebound by T. Craig,28,37
2,9:02.0,,M. Beasley makes 2-pt jump shot from 16 ft (assist by J. Murray),28,39
2,8:54.0,B. Forbes makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,31,39
2,8:53.0,,Denver full timeout,31,39
2,8:53.0,L. Aldridge enters the game for J. Poeltl,,31,39
2,8:53.0,,G. Harris enters the game for J. Murray,31,39
2,8:42.0,,G. Harris makes 2-pt jump shot from 13 ft,31,41
2,8:36.0,Turnover by D. DeRozan (out of bounds lost ball),,31,41
2,8:29.0,,M. Beasley misses 2-pt dunk from 5 ft (block by L. Aldridge),31,41
2,8:29.0,,Offensive rebound by Team,31,41
2,8:26.0,,M. Morris makes 2-pt layup from 2 ft (assist by M. Beasley),31,43
2,8:09.0,B. Forbes misses 3-pt jump shot from 24 ft,,31,43
2,8:07.0,,Defensive rebound by T. Craig,31,43
2,8:00.0,,M. Morris misses 2-pt jump shot from 8 ft,31,43
2,7:58.0,Defensive rebound by D. DeRozan,,31,43
2,7:47.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by B. Forbes),,33,43
2,7:35.0,,Turnover by M. Morris (bad pass),33,43
2,7:35.0,R. Gay enters the game for D. Bertāns,,33,43
2,7:35.0,P. Mills enters the game for D. White,,33,43
2,7:20.0,R. Gay misses 3-pt jump shot from 22 ft,,33,43
2,7:19.0,,Defensive rebound by Team,33,43
2,7:19.0,,P. Millsap enters the game for T. Craig,33,43
2,6:58.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by P. Millsap),33,46
2,6:40.0,Shooting foul by M. Plumlee (drawn by L. Aldridge),,33,46
2,6:40.0,L. Aldridge makes free throw 1 of 2,,34,46
2,6:40.0,L. Aldridge makes free throw 2 of 2,,35,46
2,6:22.0,,M. Morris makes 2-pt jump shot from 7 ft (assist by M. Plumlee),35,48
2,6:02.0,Turnover by L. Aldridge (out of bounds lost ball),,35,48
2,5:46.0,,M. Beasley misses 2-pt jump shot from 6 ft (block by L. Aldridge),35,48
2,5:43.0,,Offensive rebound by M. Plumlee,35,48
2,5:42.0,,M. Morris makes 2-pt layup from 1 ft (assist by M. Plumlee),35,50
2,5:24.0,Turnover by B. Forbes (bad pass; steal by M. Plumlee),,35,50
2,5:20.0,,G. Harris makes 2-pt layup from 1 ft (assist by M. Plumlee),35,52
2,5:12.0,San Antonio full timeout,,35,52
2,5:12.0,,W. Barton enters the game for M. Beasley,35,52
2,5:00.0,R. Gay misses 2-pt jump shot from 6 ft,,35,52
2,4:56.0,Offensive rebound by R. Gay,,35,52
2,4:56.0,R. Gay makes 2-pt layup at rim,,37,52
2,4:42.0,,G. Harris makes 2-pt jump shot from 13 ft,37,54
2,4:32.0,D. DeRozan makes 2-pt dunk from 1 ft,,39,54
2,4:11.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by P. Millsap),39,57
2,4:11.0,,N. Jokić enters the game for M. Morris,39,57
2,4:11.0,,J. Murray enters the game for M. Plumlee,39,57
2,3:45.0,R. Gay misses 3-pt jump shot from 23 ft,,39,57
2,3:42.0,,Defensive rebound by P. Millsap,39,57
2,3:35.0,,G. Harris misses 3-pt jump shot from 25 ft,39,57
2,3:31.0,Defensive rebound by L. Aldridge,,39,57
2,3:22.0,R. Gay misses 2-pt jump shot from 19 ft,,39,57
2,3:19.0,,Defensive rebound by N. Jokić,39,57
2,3:04.0,,W. Barton misses 3-pt jump shot from 25 ft,39,57
2,3:00.0,Defensive rebound by B. Forbes,,39,57
2,2:57.0,P. Mills makes 2-pt layup from 2 ft (assist by B. Forbes),,41,57
2,2:33.0,,P. Millsap misses 2-pt layup from 6 ft (block by L. Aldridge),41,57
2,2:30.0,Defensive rebound by L. Aldridge,,41,57
2,2:21.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),,43,57
2,1:57.0,,J. Murray makes 2-pt jump shot from 21 ft (assist by W. Barton),43,59
2,1:43.0,D. DeRozan misses 2-pt jump shot from 20 ft,,43,59
2,1:41.0,,Defensive rebound by W. Barton,43,59
2,1:37.0,,W. Barton misses 2-pt layup from 3 ft (block by D. DeRozan),43,59
2,1:33.0,Defensive rebound by P. Mills,,43,59
2,1:24.0,Personal foul by W. Barton (drawn by R. Gay),,43,59
2,1:24.0,M. Belinelli enters the game for D. DeRozan,,43,59
2,1:24.0,D. White enters the game for B. Forbes,,43,59
2,1:10.0,L. Aldridge misses 3-pt jump shot from 25 ft,,43,59
2,1:07.0,,Defensive rebound by P. Millsap,43,59
2,0:44.0,,G. Harris misses 3-pt jump shot from 27 ft,43,59
2,0:42.0,,Offensive rebound by J. Murray,43,59
2,0:36.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by W. Barton),43,61
2,0:31.0,M. Belinelli misses 3-pt jump shot from 24 ft,,43,61
2,0:28.0,Offensive rebound by D. White,,43,61
2,0:16.0,R. Gay misses 2-pt jump shot from 10 ft,,43,61
2,0:12.0,Offensive rebound by D. White,,43,61
2,0:01.0,L. Aldridge misses 2-pt layup from 3 ft,,43,61
2,0:01.0,,Defensive rebound by N. Jokić,43,61
2,0:00.0,,N. Jokić misses 3-pt jump shot from 53 ft,43,61
2,0:00.0,,Offensive rebound by Team,43,61
3,11:41.0,,J. Murray misses 2-pt jump shot from 7 ft,43,61
3,11:38.0,Defensive rebound by R. Gay,,43,61
3,11:32.0,D. DeRozan makes 2-pt jump shot from 5 ft,,45,61
3,11:08.0,,P. Millsap misses 3-pt jump shot from 25 ft,45,61
3,11:05.0,Defensive rebound by R. Gay,,45,61
3,10:57.0,Shooting foul by P. Millsap (drawn by R. Gay),,45,61
3,10:57.0,R. Gay misses free throw 1 of 2,,45,61
3,10:57.0,Offensive rebound by Team,,45,61
3,10:57.0,R. Gay makes free throw 2 of 2,,46,61
3,10:45.0,,J. Murray misses 3-pt jump shot from 25 ft,46,61
3,10:44.0,,Offensive rebound by Team,46,61
3,10:44.0,Loose ball foul by L. Aldridge (drawn by P. Millsap),,46,61
3,10:36.0,,W. Barton misses 3-pt jump shot from 24 ft,46,61
3,10:33.0,Defensive rebound by R. Gay,,46,61
3,10:21.0,D. White misses 3-pt jump shot from 25 ft,,46,61
3,10:18.0,,Defensive rebound by P. Millsap,46,61
3,10:00.0,,W. Barton misses 2-pt jump shot from 15 ft,46,61
3,9:56.0,Defensive rebound by L. Aldridge,,46,61
3,9:48.0,D. DeRozan misses 2-pt jump shot from 5 ft,,46,61
3,9:45.0,Offensive rebound by R. Gay,,46,61
3,9:45.0,R. Gay misses 2-pt dunk from 1 ft,,46,61
3,9:44.0,,Defensive rebound by J. Murray,46,61
3,9:40.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),46,63
3,9:40.0,,Shooting foul by D. White (drawn by N. Jokić),46,63
3,9:40.0,,N. Jokić misses free throw 1 of 1,46,63
3,9:35.0,Defensive rebound by L. Aldridge,,46,63
3,9:19.0,L. Aldridge makes 2-pt jump shot from 6 ft,,48,63
3,9:07.0,,N. Jokić makes 2-pt layup from 3 ft (assist by P. Millsap),48,65
3,8:51.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. White),,50,65
3,8:33.0,,J. Murray misses 3-pt jump shot from 25 ft,50,65
3,8:31.0,,Offensive rebound by P. Millsap,50,65
3,8:31.0,,Shooting foul by R. Gay (drawn by P. Millsap),50,65
3,8:31.0,,P. Millsap misses free throw 1 of 2,50,65
3,8:31.0,,Offensive rebound by Team,50,65
3,8:31.0,,P. Millsap makes free throw 2 of 2,50,66
3,8:17.0,R. Gay misses 2-pt hook shot from 4 ft,,50,66
3,8:15.0,,Defensive rebound by J. Murray,50,66
3,8:06.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),50,69
3,7:53.0,D. DeRozan makes 2-pt layup from 4 ft (assist by R. Gay),,52,69
3,7:53.0,Shooting foul by P. Millsap (drawn by D. DeRozan),,52,69
3,7:53.0,D. DeRozan makes free throw 1 of 1,,53,69
3,7:37.0,,Personal foul by R. Gay (drawn by P. Millsap),53,69
3,7:28.0,,Turnover by J. Murray (lost ball; steal by D. DeRozan),53,69
3,7:13.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by L. Aldridge),,55,69
3,7:11.0,,Denver full timeout,55,69
3,6:55.0,,G. Harris makes 2-pt jump shot from 10 ft (assist by N. Jokić),55,71
3,6:37.0,L. Aldridge misses 2-pt jump shot from 17 ft,,55,71
3,6:33.0,,Defensive rebound by P. Millsap,55,71
3,6:22.0,,G. Harris misses 2-pt jump shot from 11 ft,55,71
3,6:20.0,Defensive rebound by R. Gay,,55,71
3,6:15.0,Offensive foul by R. Gay (drawn by G. Harris),,55,71
3,6:15.0,Turnover by R. Gay (offensive foul),,55,71
3,6:15.0,M. Belinelli enters the game for L. Aldridge,,55,71
3,6:15.0,D. Bertāns enters the game for D. DeRozan,,55,71
3,6:15.0,J. Poeltl enters the game for R. Gay,,55,71
3,6:02.0,,N. Jokić makes 2-pt hook shot from 6 ft (assist by J. Murray),55,73
3,5:52.0,D. Bertāns misses 3-pt jump shot from 25 ft,,55,73
3,5:47.0,Offensive rebound by J. Poeltl,,55,73
3,5:47.0,J. Poeltl misses 2-pt layup from 1 ft,,55,73
3,5:46.0,,Defensive rebound by G. Harris,55,73
3,5:41.0,,Turnover by N. Jokić (bad pass),55,73
3,5:41.0,P. Mills enters the game for D. White,,55,73
3,5:41.0,,M. Morris enters the game for P. Millsap,55,73
3,5:41.0,,M. Plumlee enters the game for J. Murray,55,73
3,5:25.0,Turnover by M. Belinelli (bad pass),,55,73
3,5:14.0,,N. Jokić makes 2-pt jump shot from 13 ft (assist by M. Morris),55,75
3,5:10.0,,Violation by Team (delay of game),55,75
3,5:10.0,San Antonio full timeout,,55,75
3,4:55.0,D. Bertāns makes 2-pt dunk from 1 ft (assist by M. Belinelli),,57,75
3,4:38.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by N. Jokić),57,77
3,4:27.0,D. Bertāns makes 2-pt jump shot from 6 ft (assist by B. Forbes),,59,77
3,4:02.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by G. Harris),59,79
3,3:41.0,Shooting foul by N. Jokić (drawn by J. Poeltl),,59,79
3,3:41.0,J. Poeltl makes free throw 1 of 2,,60,79
3,3:41.0,L. Walker enters the game for B. Forbes,,60,79
3,3:41.0,,M. Beasley enters the game for W. Barton,60,79
3,3:41.0,J. Poeltl misses free throw 2 of 2,,60,79
3,3:38.0,,Defensive rebound by M. Plumlee,60,79
3,3:24.0,,Turnover by G. Harris (bad pass; steal by D. Bertāns),60,79
3,3:18.0,D. Bertāns makes 2-pt jump shot from 10 ft,,62,79
3,2:59.0,,Turnover by M. Beasley (step out of bounds),62,79
3,2:59.0,,T. Craig enters the game for G. Harris,62,79
3,2:59.0,,J. Murray enters the game for N. Jokić,62,79
3,2:47.0,M. Belinelli misses 3-pt jump shot from 26 ft,,62,79
3,2:43.0,,Defensive rebound by T. Craig,62,79
3,2:34.0,,M. Beasley misses 3-pt jump shot from 25 ft,62,79
3,2:33.0,,Offensive rebound by Team,62,79
3,2:33.0,Loose ball foul by J. Poeltl (drawn by M. Plumlee),,62,79
3,2:33.0,,M. Plumlee makes free throw 1 of 2,62,80
3,2:33.0,,M. Plumlee misses free throw 2 of 2,62,80
3,2:31.0,Defensive rebound by D. Bertāns,,62,80
3,2:21.0,P. Mills misses 2-pt jump shot from 20 ft,,62,80
3,2:17.0,Offensive rebound by J. Poeltl,,62,80
3,2:17.0,Personal foul by M. Plumlee (drawn by J. Poeltl),,62,80
3,2:13.0,P. Mills misses 2-pt jump shot from 4 ft,,62,80
3,2:12.0,Offensive rebound by J. Poeltl,,62,80
3,2:12.0,J. Poeltl misses 2-pt layup from 6 ft,,62,80
3,2:09.0,,Defensive rebound by T. Craig,62,80
3,2:04.0,,M. Morris misses 3-pt jump shot from 24 ft,62,80
3,2:02.0,,Offensive rebound by M. Plumlee,62,80
3,1:57.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Plumlee),62,83
3,1:40.0,L. Walker misses 2-pt jump shot from 17 ft,,62,83
3,1:36.0,,Defensive rebound by M. Morris,62,83
3,1:29.0,Violation by Team (kicked ball),,62,83
3,1:22.0,,M. Morris misses 2-pt layup from 3 ft (block by J. Poeltl),62,83
3,1:19.0,,Offensive rebound by M. Plumlee,62,83
3,1:15.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by T. Craig),62,85
3,0:55.0,P. Mills misses 3-pt jump shot from 23 ft,,62,85
3,0:52.0,,Defensive rebound by T. Craig,62,85
3,0:30.0,,M. Plumlee misses 3-pt jump shot from 26 ft,62,85
3,0:27.0,Defensive rebound by M. Belinelli,,62,85
3,0:08.0,Turnover by M. Belinelli (bad pass; steal by M. Beasley),,62,85
3,0:08.0,,Personal take foul by D. Bertāns (drawn by M. Beasley),62,85
3,0:08.0,,M. Beasley makes free throw 1 of 2,62,86
3,0:08.0,Q. Pondexter enters the game for M. Belinelli,,62,86
3,0:08.0,,J. Vanderbilt enters the game for M. Plumlee,62,86
3,0:08.0,,M. Beasley misses free throw 2 of 2,62,86
3,0:06.0,Defensive rebound by L. Walker,,62,86
3,0:01.0,L. Walker makes 2-pt layup from 3 ft,,64,86
4,11:49.0,Shooting foul by T. Craig (drawn by D. Bertāns),,64,86
4,11:49.0,D. Bertāns makes free throw 1 of 3,,65,86
4,11:49.0,D. Bertāns makes free throw 2 of 3,,66,86
4,11:49.0,D. Bertāns makes free throw 3 of 3,,67,86
4,11:28.0,,M. Morris misses 2-pt jump shot from 11 ft,67,86
4,11:25.0,Defensive rebound by D. Eubanks,,67,86
4,11:13.0,D. Bertāns misses 3-pt jump shot from 25 ft,,67,86
4,11:11.0,,Defensive rebound by M. Plumlee,67,86
4,11:11.0,,Denver full timeout,67,86
4,10:57.0,,M. Beasley misses 3-pt jump shot from 24 ft,67,86
4,10:54.0,Defensive rebound by L. Walker,,67,86
4,10:43.0,Turnover by Q. Pondexter (bad pass; steal by M. Morris),,67,86
4,10:40.0,,M. Beasley makes 2-pt layup from 3 ft (assist by M. Morris),67,88
4,10:40.0,,Shooting foul by D. Bertāns (drawn by M. Beasley),67,88
4,10:40.0,,M. Beasley makes free throw 1 of 1,67,89
4,10:30.0,L. Walker makes 2-pt jump shot from 11 ft,,69,89
4,10:02.0,,M. Plumlee makes 2-pt jump shot from 8 ft (assist by J. Murray),69,91
4,9:39.0,L. Walker makes 3-pt jump shot from 26 ft (assist by D. Bertāns),,72,91
4,9:20.0,,Turnover by J. Murray (bad pass; steal by D. Bertāns),72,91
4,9:20.0,Personal take foul by M. Plumlee (drawn by D. Bertāns),,72,91
4,9:01.0,Turnover by Q. Pondexter (bad pass; steal by J. Murray),,72,91
4,9:01.0,,Personal foul by Q. Pondexter (drawn by J. Murray),72,91
4,8:52.0,Violation by Team (kicked ball),,72,91
4,8:52.0,,N. Jokić enters the game for M. Plumlee,72,91
4,8:39.0,,J. Murray misses 2-pt jump shot from 6 ft,72,91
4,8:38.0,,Offensive rebound by J. Murray,72,91
4,8:38.0,,J. Murray misses 2-pt jump shot from 5 ft,72,91
4,8:38.0,,Offensive rebound by Team,72,91
4,8:33.0,,Turnover by J. Murray (bad pass; steal by D. Eubanks),72,91
4,8:25.0,L. Walker misses 2-pt layup from 2 ft,,72,91
4,8:23.0,,Defensive rebound by N. Jokić,72,91
4,8:19.0,,J. Murray makes 2-pt dunk from 2 ft (assist by M. Beasley),72,93
4,7:57.0,D. Bertāns misses 3-pt jump shot from 25 ft,,72,93
4,7:54.0,,Defensive rebound by M. Morris,72,93
4,7:52.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by M. Morris),72,96
4,7:49.0,San Antonio full timeout,,72,96
4,7:49.0,,G. Harris enters the game for J. Murray,72,96
4,7:25.0,L. Walker misses 3-pt jump shot from 33 ft,,72,96
4,7:20.0,,Defensive rebound by N. Jokić,72,96
4,7:05.0,,M. Beasley misses 3-pt jump shot from 26 ft,72,96
4,7:00.0,Defensive rebound by D. Eubanks,,72,96
4,6:46.0,D. Cunningham misses 3-pt jump shot from 23 ft (block by T. Craig),,72,96
4,6:41.0,,Defensive rebound by N. Jokić,72,96
4,6:32.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by N. Jokić),72,99
4,6:19.0,L. Walker makes 3-pt jump shot from 24 ft (assist by D. Bertāns),,75,99
4,5:53.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by N. Jokić),75,102
4,5:40.0,Personal foul by M. Morris (drawn by L. Walker),,75,102
4,5:40.0,,J. Hernangómez enters the game for G. Harris,75,102
4,5:40.0,,T. Lyles enters the game for N. Jokić,75,102
4,5:27.0,D. Eubanks misses 2-pt jump shot from 9 ft,,75,102
4,5:22.0,,Defensive rebound by T. Craig,75,102
4,5:07.0,,T. Lyles makes 2-pt layup from 2 ft,75,104
4,4:45.0,D. Bertāns makes 2-pt layup from 1 ft (assist by D. Cunningham),,77,104
4,4:38.0,,Denver full timeout,77,104
4,4:38.0,,J. Vanderbilt enters the game for M. Morris,77,104
4,4:32.0,,Turnover by M. Beasley (bad pass; steal by D. Cunningham),77,104
4,4:26.0,L. Walker makes 2-pt layup from 1 ft,,79,104
4,4:13.0,,T. Craig misses 3-pt jump shot from 24 ft,79,104
4,4:09.0,,Offensive rebound by T. Craig,79,104
4,4:06.0,,J. Vanderbilt misses 2-pt layup at rim,79,104
4,4:06.0,Defensive rebound by D. Eubanks,,79,104
4,3:58.0,Q. Pondexter misses 2-pt jump shot from 4 ft,,79,104
4,3:56.0,,Defensive rebound by Team,79,104
4,3:43.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),79,107
4,3:29.0,L. Walker misses 2-pt layup from 3 ft (block by T. Craig),,79,107
4,3:29.0,Offensive rebound by Team,,79,107
4,3:22.0,Turnover by D. Bertāns (bad pass; steal by J. Hernangómez),,79,107
4,3:17.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by J. Vanderbilt),79,109
4,2:48.0,D. Eubanks misses 2-pt hook shot from 9 ft,,79,109
4,2:45.0,,Defensive rebound by J. Vanderbilt,79,109
4,2:37.0,,T. Lyles misses 3-pt jump shot from 24 ft,79,109
4,2:34.0,Defensive rebound by D. Eubanks,,79,109
4,2:20.0,Personal foul by T. Craig (drawn by Q. Pondexter),,79,109
