QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
1,4:53.0,,C. McCollum makes 2-pt layup from 2 ft,20,15
1,4:34.0,T. Ferguson misses 2-pt jump shot from 1 ft,,20,15
1,4:33.0,Offensive rebound by R. Westbrook,,20,15
1,4:33.0,R. Westbrook misses 2-pt layup at rim,,20,15
1,4:32.0,,Defensive rebound by D. Lillard,20,15
1,4:26.0,,M. Harkless misses 2-pt jump shot from 8 ft,20,15
1,4:25.0,,Offensive rebound by M. Harkless,20,15
1,4:24.0,,M. Harkless misses 2-pt layup from 3 ft,20,15
1,4:23.0,,Offensive rebound by M. Harkless,20,15
1,4:22.0,,M. Harkless makes 2-pt layup from 1 ft,20,17
1,4:04.0,Personal foul by E. Freedom (drawn by S. Adams),,20,17
1,4:04.0,P. George enters the game for T. Ferguson,,20,17
1,4:04.0,,Z. Collins enters the game for A. Aminu,20,17
1,4:04.0,,R. Hood enters the game for M. Harkless,20,17
1,3:55.0,R. Westbrook misses 2-pt jump shot from 4 ft,,20,17
1,3:51.0,,Defensive rebound by C. McCollum,20,17
1,3:43.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by R. Hood),20,20
1,3:26.0,S. Adams misses 2-pt hook shot from 5 ft,,20,20
1,3:24.0,,Defensive rebound by E. Freedom,20,20
1,3:14.0,,C. McCollum makes 2-pt jump shot from 5 ft,20,22
1,2:59.0,Oklahoma City full timeout,,20,22
1,2:59.0,M. Morris enters the game for S. Adams,,20,22
1,2:59.0,N. Noel enters the game for J. Grant,,20,22
1,2:59.0,,S. Curry enters the game for E. Freedom,20,22
1,2:59.0,,E. Turner enters the game for C. McCollum,20,22
1,2:54.0,R. Westbrook misses 2-pt layup at rim (block by Z. Collins),,20,22
1,2:50.0,Offensive rebound by N. Noel,,20,22
1,2:49.0,N. Noel makes 2-pt layup from 1 ft,,22,22
1,2:30.0,,Z. Collins misses 2-pt layup from 3 ft,22,22
1,2:28.0,,Offensive rebound by Z. Collins,22,22
1,2:28.0,,Z. Collins makes 2-pt layup from 1 ft,22,24
1,2:16.0,Personal foul by S. Curry (drawn by D. Schröder),,22,24
1,2:16.0,R. Felton enters the game for R. Westbrook,,22,24
1,2:09.0,M. Morris makes 3-pt jump shot from 24 ft (assist by D. Schröder),,25,24
1,1:48.0,,Z. Collins misses 2-pt layup from 2 ft (block by M. Morris),25,24
1,1:48.0,,Offensive rebound by Team,25,24
1,1:46.0,,D. Lillard misses 2-pt jump shot from 19 ft,25,24
1,1:42.0,Defensive rebound by P. George,,25,24
1,1:35.0,R. Felton misses 3-pt jump shot from 23 ft,,25,24
1,1:32.0,,Defensive rebound by Z. Collins,25,24
1,1:30.0,,Turnover by E. Turner (lost ball; steal by R. Felton),25,24
1,1:21.0,D. Schröder makes 2-pt jump shot from 14 ft,,27,24
1,1:07.0,,Personal foul by D. Schröder (drawn by Z. Collins),27,24
1,0:59.0,,Turnover by D. Lillard (lost ball; steal by N. Noel),27,24
1,0:56.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,29,24
1,0:31.0,,Z. Collins makes 2-pt jump shot from 17 ft (assist by S. Curry),29,26
1,0:09.0,D. Schröder makes 2-pt jump shot from 19 ft (assist by P. George),,31,26
1,0:00.0,Technical foul by M. Morris,,31,26
1,0:00.0,,Technical foul by Z. Collins,31,26
2,11:51.0,,Personal foul by N. Noel (drawn by Z. Collins),31,26
2,11:40.0,,E. Turner misses 2-pt jump shot from 4 ft (block by N. Noel),31,26
2,11:40.0,,Offensive rebound by Team,31,26
2,11:40.0,,Offensive foul by Z. Collins (drawn by D. Schröder),31,26
2,11:40.0,,Turnover by Z. Collins (offensive foul),31,26
2,11:35.0,Personal foul by J. Layman (drawn by M. Morris),,31,26
2,11:32.0,Offensive foul by P. George (drawn by Z. Collins),,31,26
2,11:32.0,Turnover by P. George (offensive foul),,31,26
2,11:11.0,,R. Hood makes 2-pt jump shot from 20 ft,31,28
2,10:56.0,D. Schröder misses 2-pt layup from 1 ft (block by Z. Collins),,31,28
2,10:53.0,Offensive rebound by N. Noel,,31,28
2,10:52.0,N. Noel makes 2-pt jump shot from 8 ft (assist by R. Felton),,33,28
2,10:43.0,,Personal foul by R. Felton (drawn by S. Curry),33,28
2,10:36.0,,E. Turner misses 2-pt layup from 2 ft (block by R. Felton),33,28
2,10:36.0,Defensive rebound by Team,,33,28
2,10:27.0,Oklahoma City full timeout,,33,28
2,10:18.0,Shooting foul by E. Turner (drawn by D. Schröder),,33,28
2,10:18.0,D. Schröder makes free throw 1 of 2,,34,28
2,10:18.0,D. Schröder makes free throw 2 of 2,,35,28
2,9:57.0,,Turnover by Z. Collins (bad pass; steal by R. Felton),35,28
2,9:50.0,N. Noel misses 2-pt layup from 2 ft (block by Z. Collins),,35,28
2,9:48.0,,Defensive rebound by J. Layman,35,28
2,9:38.0,,R. Hood misses 3-pt jump shot from 25 ft,35,28
2,9:36.0,Defensive rebound by N. Noel,,35,28
2,9:16.0,P. George misses 2-pt jump shot from 18 ft,,35,28
2,9:15.0,,Defensive rebound by E. Turner,35,28
2,9:10.0,,Offensive foul by E. Turner (drawn by R. Felton),35,28
2,9:10.0,,Turnover by E. Turner (offensive foul),35,28
2,9:10.0,,M. Harkless enters the game for J. Layman,35,28
2,9:10.0,,C. McCollum enters the game for E. Turner,35,28
2,8:56.0,D. Schröder misses 2-pt jump shot from 17 ft,,35,28
2,8:53.0,,Defensive rebound by M. Harkless,35,28
2,8:46.0,,C. McCollum misses 2-pt layup from 1 ft,35,28
2,8:42.0,Defensive rebound by M. Morris,,35,28
2,8:29.0,P. George misses 2-pt layup from 1 ft,,35,28
2,8:27.0,Offensive rebound by N. Noel,,35,28
2,8:27.0,N. Noel misses 2-pt layup at rim,,35,28
2,8:27.0,Offensive rebound by M. Morris,,35,28
2,8:27.0,Shooting foul by R. Hood (drawn by M. Morris),,35,28
2,8:27.0,M. Morris makes free throw 1 of 2,,36,28
2,8:27.0,R. Westbrook enters the game for D. Schröder,,36,28
2,8:27.0,M. Morris makes free throw 2 of 2,,37,28
2,8:13.0,,Z. Collins makes 2-pt layup at rim (assist by C. McCollum),37,30
2,7:53.0,R. Felton misses 3-pt jump shot from 22 ft,,37,30
2,7:51.0,,Defensive rebound by C. McCollum,37,30
2,7:43.0,,Turnover by C. McCollum (bad pass; steal by R. Westbrook),37,30
2,7:32.0,Turnover by R. Westbrook (bad pass; steal by Z. Collins),,37,30
2,7:17.0,,C. McCollum misses 2-pt jump shot from 15 ft,37,30
2,7:15.0,Defensive rebound by P. George,,37,30
2,7:07.0,P. George makes 2-pt layup from 1 ft,,39,30
2,7:07.0,,Portland full timeout,39,30
2,7:07.0,S. Adams enters the game for R. Felton,,39,30
2,7:07.0,T. Ferguson enters the game for N. Noel,,39,30
2,7:07.0,,E. Freedom enters the game for Z. Collins,39,30
2,7:07.0,,D. Lillard enters the game for S. Curry,39,30
2,6:49.0,,E. Freedom misses 2-pt layup from 1 ft (block by M. Morris),39,30
2,6:47.0,Defensive rebound by S. Adams,,39,30
2,6:43.0,R. Westbrook misses 2-pt layup from 1 ft,,39,30
2,6:42.0,,Defensive rebound by E. Freedom,39,30
2,6:32.0,,E. Freedom makes 2-pt hook shot from 5 ft (assist by R. Hood),39,32
2,6:16.0,P. George makes 2-pt layup from 4 ft (assist by M. Morris),,41,32
2,6:03.0,,Personal foul by R. Westbrook (drawn by R. Hood),41,32
2,6:03.0,J. Grant enters the game for M. Morris,,41,32
2,6:03.0,,A. Aminu enters the game for R. Hood,41,32
2,5:49.0,,D. Lillard makes 3-pt jump shot from 29 ft,41,35
2,5:27.0,P. George makes 3-pt jump shot from 25 ft,,44,35
2,5:10.0,,Shooting foul by T. Ferguson (drawn by M. Harkless),44,35
2,5:10.0,,M. Harkless misses free throw 1 of 2,44,35
2,5:10.0,,Offensive rebound by Team,44,35
2,5:10.0,,M. Harkless makes free throw 2 of 2,44,36
2,5:00.0,R. Westbrook makes 2-pt layup from 1 ft,,46,36
2,4:45.0,,D. Lillard makes 2-pt layup from 1 ft,46,38
2,4:33.0,R. Westbrook misses 2-pt jump shot from 13 ft,,46,38
2,4:32.0,,Defensive rebound by A. Aminu,46,38
2,4:26.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by A. Aminu),46,41
2,4:26.0,,Shooting foul by J. Grant (drawn by D. Lillard),46,41
2,4:26.0,Oklahoma City full timeout,,46,41
2,4:26.0,,D. Lillard makes free throw 1 of 1,46,42
2,4:14.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,48,42
2,4:00.0,,Personal foul by R. Westbrook (drawn by D. Lillard),48,42
2,4:00.0,,D. Lillard misses free throw 1 of 2,48,42
2,4:00.0,,Offensive rebound by Team,48,42
2,4:00.0,,D. Lillard makes free throw 2 of 2,48,43
2,3:55.0,Personal foul by A. Aminu (drawn by P. George),,48,43
2,3:55.0,D. Schröder enters the game for T. Ferguson,,48,43
2,3:45.0,Shooting foul by A. Aminu (drawn by P. George),,48,43
2,3:45.0,P. George misses free throw 1 of 2,,48,43
2,3:45.0,Offensive rebound by Team,,48,43
2,3:45.0,P. George makes free throw 2 of 2,,49,43
2,3:32.0,,D. Lillard misses 2-pt layup from 1 ft,49,43
2,3:30.0,,Offensive rebound by A. Aminu,49,43
2,3:29.0,,A. Aminu misses 2-pt layup from 3 ft,49,43
2,3:29.0,Defensive rebound by P. George,,49,43
2,3:15.0,R. Westbrook misses 3-pt jump shot from 26 ft,,49,43
2,3:15.0,,Defensive rebound by C. McCollum,49,43
2,3:15.0,,Personal foul by D. Schröder (drawn by C. McCollum),49,43
2,3:15.0,,C. McCollum makes free throw 1 of 2,49,44
2,3:15.0,,C. McCollum makes free throw 2 of 2,49,45
2,3:06.0,P. George makes 2-pt jump shot from 17 ft,,51,45
2,2:54.0,,C. McCollum misses 2-pt jump shot from 20 ft,51,45
2,2:54.0,Defensive rebound by Team,,51,45
2,2:54.0,,Loose ball foul by A. Aminu (drawn by J. Grant),51,45
2,2:54.0,J. Grant makes free throw 1 of 2,,52,45
2,2:54.0,,R. Hood enters the game for A. Aminu,52,45
2,2:54.0,J. Grant misses free throw 2 of 2,,52,45
2,2:48.0,Offensive rebound by S. Adams,,52,45
2,2:43.0,Oklahoma City full timeout,,52,45
2,2:39.0,R. Westbrook misses 2-pt layup from 5 ft (block by D. Lillard),,52,45
2,2:39.0,,Defensive rebound by E. Freedom,52,45
2,2:39.0,,Personal foul by R. Westbrook (drawn by E. Freedom),52,45
2,2:39.0,,E. Freedom makes free throw 1 of 2,52,46
2,2:39.0,,E. Freedom makes free throw 2 of 2,52,47
2,2:27.0,P. George misses 3-pt jump shot from 24 ft,,52,47
2,2:25.0,,Defensive rebound by E. Freedom,52,47
2,2:17.0,,C. McCollum misses 2-pt jump shot from 2 ft,52,47
2,2:16.0,,Offensive rebound by C. McCollum,52,47
2,2:14.0,,R. Hood misses 3-pt jump shot from 27 ft,52,47
2,2:10.0,Defensive rebound by S. Adams,,52,47
2,2:04.0,R. Westbrook misses 3-pt jump shot from 25 ft,,52,47
2,2:02.0,,Defensive rebound by C. McCollum,52,47
2,1:54.0,,D. Lillard misses 2-pt jump shot from 22 ft,52,47
2,1:52.0,Defensive rebound by J. Grant,,52,47
2,1:42.0,P. George misses 2-pt jump shot from 10 ft,,52,47
2,1:40.0,Offensive rebound by R. Westbrook,,52,47
2,1:40.0,R. Westbrook misses 2-pt layup at rim,,52,47
2,1:39.0,,Defensive rebound by D. Lillard,52,47
2,1:34.0,,Offensive foul by E. Freedom (drawn by P. George),52,47
2,1:34.0,,Turnover by E. Freedom (offensive foul),52,47
2,1:34.0,T. Ferguson enters the game for R. Westbrook,,52,47
2,1:34.0,,M. Leonard enters the game for E. Freedom,52,47
2,1:18.0,T. Ferguson misses 3-pt jump shot from 22 ft,,52,47
2,1:18.0,Offensive rebound by Team,,52,47
2,1:18.0,,Loose ball foul by M. Leonard (drawn by S. Adams),52,47
2,1:18.0,S. Adams misses free throw 1 of 2,,52,47
2,1:18.0,Offensive rebound by Team,,52,47
2,1:18.0,S. Adams makes free throw 2 of 2,,53,47
2,1:03.0,,M. Harkless makes 2-pt jump shot from 3 ft (assist by C. McCollum),53,49
2,0:41.0,Offensive foul by T. Ferguson (drawn by D. Lillard),,53,49
2,0:41.0,Turnover by T. Ferguson (offensive foul),,53,49
2,0:31.0,,D. Lillard makes 2-pt layup from 1 ft,53,51
2,0:15.0,Shooting foul by D. Lillard (drawn by D. Schröder),,53,51
2,0:15.0,A. Nader enters the game for T. Ferguson,,53,51
2,0:15.0,D. Schröder misses free throw 1 of 2,,53,51
2,0:15.0,Offensive rebound by Team,,53,51
2,0:15.0,D. Schröder makes free throw 2 of 2,,54,51
2,0:00.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),54,54
3,11:44.0,,E. Freedom misses 2-pt jump shot from 14 ft,54,54
3,11:43.0,,Offensive rebound by Team,54,54
3,11:38.0,,Offensive foul by E. Freedom (drawn by P. George),54,54
3,11:38.0,,Turnover by E. Freedom (offensive foul),54,54
3,11:26.0,S. Adams makes 2-pt hook shot from 1 ft (assist by R. Westbrook),,56,54
3,11:16.0,,Personal foul by T. Ferguson (drawn by C. McCollum),56,54
3,11:05.0,,A. Aminu misses 2-pt layup from 2 ft,56,54
3,11:04.0,Defensive rebound by R. Westbrook,,56,54
3,11:03.0,Turnover by R. Westbrook (bad pass; steal by A. Aminu),,56,54
3,10:54.0,,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),56,56
3,10:43.0,Turnover by R. Westbrook (lost ball; steal by D. Lillard),,56,56
3,10:36.0,,C. McCollum makes 2-pt jump shot from 20 ft,56,58
3,10:27.0,Personal foul by M. Harkless (drawn by P. George),,56,58
3,10:24.0,Offensive foul by S. Adams (drawn by M. Harkless),,56,58
3,10:24.0,Turnover by S. Adams (offensive foul),,56,58
3,10:05.0,,C. McCollum makes 2-pt jump shot from 16 ft,56,60
3,9:54.0,J. Grant misses 3-pt jump shot from 26 ft,,56,60
3,9:52.0,,Defensive rebound by C. McCollum,56,60
3,9:45.0,,C. McCollum misses 3-pt jump shot from 25 ft,56,60
3,9:42.0,Defensive rebound by J. Grant,,56,60
3,9:36.0,P. George makes 2-pt layup from 1 ft,,58,60
3,9:19.0,,D. Lillard misses 3-pt jump shot from 25 ft,58,60
3,9:16.0,Defensive rebound by P. George,,58,60
3,9:10.0,Turnover by P. George (lost ball; steal by A. Aminu),,58,60
3,9:07.0,,D. Lillard makes 2-pt layup from 1 ft (assist by A. Aminu),58,62
3,8:54.0,Turnover by P. George (lost ball; steal by M. Harkless),,58,62
3,8:49.0,,M. Harkless makes 2-pt layup from 1 ft,58,64
3,8:32.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by S. Adams),,61,64
3,8:13.0,,D. Lillard misses 2-pt layup from 1 ft (block by J. Grant),61,64
3,8:13.0,Defensive rebound by T. Ferguson,,61,64
3,8:06.0,T. Ferguson misses 3-pt jump shot from 25 ft,,61,64
3,8:05.0,,Defensive rebound by M. Harkless,61,64
3,7:54.0,,C. McCollum makes 2-pt jump shot from 4 ft,61,66
3,7:47.0,Personal foul by M. Harkless (drawn by S. Adams),,61,66
3,7:38.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,63,66
3,7:17.0,,A. Aminu misses 3-pt jump shot from 25 ft,63,66
3,7:12.0,Defensive rebound by S. Adams,,63,66
3,7:02.0,R. Westbrook misses 2-pt jump shot from 14 ft (block by D. Lillard),,63,66
3,6:59.0,Offensive rebound by S. Adams,,63,66
3,6:59.0,R. Westbrook misses 3-pt jump shot from 26 ft,,63,66
3,6:57.0,,Defensive rebound by A. Aminu,63,66
3,6:50.0,,D. Lillard makes 3-pt jump shot from 30 ft,63,69
3,6:48.0,Oklahoma City full timeout,,63,69
3,6:48.0,,M. Leonard enters the game for E. Freedom,63,69
3,6:35.0,Shooting foul by M. Leonard (drawn by S. Adams),,63,69
3,6:35.0,S. Adams misses free throw 1 of 2,,63,69
3,6:35.0,Offensive rebound by Team,,63,69
3,6:35.0,D. Schröder enters the game for T. Ferguson,,63,69
3,6:35.0,S. Adams makes free throw 2 of 2,,64,69
3,6:18.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by C. McCollum),64,72
3,6:00.0,Shooting foul by M. Harkless (drawn by J. Grant),,64,72
3,6:00.0,J. Grant misses free throw 1 of 2,,64,72
3,6:00.0,Offensive rebound by Team,,64,72
3,6:00.0,,R. Hood enters the game for M. Harkless,64,72
3,6:00.0,J. Grant makes free throw 2 of 2,,65,72
3,5:44.0,,D. Lillard misses 2-pt layup from 1 ft,65,72
3,5:43.0,Defensive rebound by R. Westbrook,,65,72
3,5:43.0,T. Ferguson enters the game for J. Grant,,65,72
3,5:28.0,Turnover by R. Westbrook (bad pass; steal by C. McCollum),,65,72
3,5:09.0,,Turnover by D. Lillard (bad pass; steal by S. Adams),65,72
3,4:58.0,P. George makes 2-pt layup from 3 ft,,67,72
3,4:58.0,,Violation by Team (def goaltending),67,72
3,4:42.0,,C. McCollum makes 3-pt jump shot from 26 ft,67,75
3,4:20.0,T. Ferguson misses 3-pt jump shot from 24 ft,,67,75
3,4:18.0,,Defensive rebound by M. Leonard,67,75
3,4:03.0,,R. Hood misses 3-pt jump shot from 24 ft,67,75
3,4:01.0,Defensive rebound by R. Westbrook,,67,75
3,3:50.0,R. Westbrook makes 2-pt layup from 1 ft,,69,75
3,3:50.0,,Portland full timeout,69,75
3,3:50.0,N. Noel enters the game for S. Adams,,69,75
3,3:33.0,,Turnover by C. McCollum (bad pass; steal by P. George),69,75
3,3:28.0,D. Schröder misses 3-pt jump shot from 25 ft,,69,75
3,3:27.0,,Defensive rebound by M. Leonard,69,75
3,3:17.0,,Personal foul by N. Noel (drawn by D. Lillard),69,75
3,3:17.0,,S. Curry enters the game for C. McCollum,69,75
3,3:03.0,,A. Aminu makes 2-pt jump shot from 18 ft,69,77
3,2:47.0,N. Noel makes 2-pt dunk from 1 ft (assist by R. Westbrook),,71,77
3,2:25.0,,R. Hood makes 2-pt jump shot from 21 ft,71,79
3,2:09.0,R. Westbrook misses 2-pt jump shot from 16 ft,,71,79
3,2:09.0,,Defensive rebound by Team,71,79
3,2:09.0,Loose ball foul by N. Noel (drawn by D. Lillard),,71,79
3,2:09.0,M. Morris enters the game for P. George,,71,79
3,2:09.0,,E. Turner enters the game for A. Aminu,71,79
3,1:52.0,,R. Hood misses 3-pt jump shot from 25 ft,71,79
3,1:48.0,Defensive rebound by D. Schröder,,71,79
3,1:43.0,T. Ferguson makes 2-pt dunk from 1 ft (assist by M. Morris),,73,79
3,1:21.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Lillard),73,82
3,1:03.0,Turnover by D. Schröder (lost ball; steal by D. Lillard),,73,82
3,0:59.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Lillard),73,85
3,0:45.0,M. Morris misses 2-pt jump shot from 9 ft,,73,85
3,0:45.0,Offensive rebound by Team,,73,85
3,0:45.0,,Loose ball foul by R. Hood (drawn by R. Westbrook),73,85
3,0:45.0,R. Westbrook makes free throw 1 of 2,,74,85
3,0:45.0,R. Westbrook makes free throw 2 of 2,,75,85
3,0:35.0,,Personal foul by D. Schröder (drawn by D. Lillard),75,85
3,0:28.0,,Shooting foul by D. Schröder (drawn by D. Lillard),75,85
3,0:28.0,,D. Lillard makes free throw 1 of 3,75,86
3,0:28.0,,D. Lillard makes free throw 2 of 3,75,87
3,0:28.0,R. Felton enters the game for D. Schröder,,75,87
3,0:28.0,,Z. Collins enters the game for M. Leonard,75,87
3,0:28.0,,D. Lillard makes free throw 3 of 3,75,88
3,0:10.0,Offensive foul by R. Westbrook (drawn by R. Hood),,75,88
3,0:10.0,Turnover by R. Westbrook (offensive foul),,75,88
3,0:10.0,J. Grant enters the game for M. Morris,,75,88
3,0:10.0,,C. McCollum enters the game for Z. Collins,75,88
3,0:00.0,,D. Lillard makes 3-pt jump shot from 25 ft,75,91
4,11:48.0,J. Grant misses 2-pt jump shot from 4 ft,,75,91
4,11:46.0,,Defensive rebound by Z. Collins,75,91
4,11:35.0,,Personal foul by M. Morris (drawn by Z. Collins),75,91
4,11:27.0,,C. McCollum makes 2-pt layup from 1 ft,75,93
4,11:16.0,R. Westbrook misses 3-pt jump shot from 26 ft,,75,93
4,11:13.0,Offensive rebound by M. Morris,,75,93
4,11:10.0,J. Grant misses 3-pt jump shot from 24 ft,,75,93
4,11:07.0,,Defensive rebound by E. Turner,75,93
4,10:52.0,,Offensive foul by Z. Collins (drawn by P. George),75,93
4,10:52.0,,Turnover by Z. Collins (offensive foul),75,93
4,10:43.0,Shooting foul by E. Turner (drawn by M. Morris),,75,93
4,10:43.0,M. Morris makes free throw 1 of 2,,76,93
4,10:43.0,M. Morris makes free throw 2 of 2,,77,93
4,10:26.0,,C. McCollum misses 3-pt jump shot from 25 ft,77,93
4,10:22.0,Defensive rebound by R. Westbrook,,77,93
4,10:17.0,P. George misses 3-pt jump shot from 25 ft,,77,93
4,10:14.0,Offensive rebound by M. Morris,,77,93
4,10:14.0,M. Morris misses 2-pt layup from 1 ft,,77,93
4,10:14.0,,Defensive rebound by C. McCollum,77,93
4,10:05.0,,S. Curry misses 3-pt jump shot from 26 ft,77,93
4,10:01.0,Defensive rebound by P. George,,77,93
4,9:56.0,P. George misses 3-pt jump shot from 28 ft,,77,93
4,9:55.0,,Defensive rebound by E. Turner,77,93
4,9:36.0,Violation by Team (kicked ball),,77,93
4,9:36.0,S. Adams enters the game for M. Morris,,77,93
4,9:36.0,,M. Leonard enters the game for Z. Collins,77,93
4,9:31.0,,S. Curry misses 2-pt jump shot from 2 ft,77,93
4,9:29.0,Defensive rebound by R. Westbrook,,77,93
4,9:22.0,P. George makes 2-pt dunk from 1 ft,,79,93
4,8:57.0,,C. McCollum makes 2-pt jump shot from 14 ft,79,95
4,8:47.0,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),,81,95
4,8:47.0,T. Ferguson enters the game for R. Felton,,81,95
4,8:47.0,,D. Lillard enters the game for E. Turner,81,95
4,8:21.0,,M. Leonard misses 2-pt jump shot from 16 ft,81,95
4,8:19.0,Defensive rebound by J. Grant,,81,95
4,8:14.0,Personal foul by M. Leonard (drawn by S. Adams),,81,95
4,8:14.0,,M. Harkless enters the game for R. Hood,81,95
4,8:11.0,R. Westbrook misses 3-pt jump shot from 27 ft,,81,95
4,8:09.0,,Defensive rebound by Team,81,95
4,8:09.0,Loose ball foul by J. Grant (drawn by C. McCollum),,81,95
4,7:56.0,,C. McCollum misses 2-pt jump shot from 16 ft,81,95
4,7:55.0,,Offensive rebound by Team,81,95
4,7:55.0,Loose ball foul by P. George (drawn by M. Leonard),,81,95
4,7:55.0,,Portland full timeout,81,95
4,7:44.0,,M. Leonard misses 2-pt jump shot from 15 ft,81,95
4,7:43.0,,Offensive rebound by M. Leonard,81,95
4,7:32.0,,M. Leonard makes 2-pt hook shot from 6 ft (assist by C. McCollum),81,97
4,7:22.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,83,97
4,6:56.0,,D. Lillard misses 3-pt jump shot from 29 ft,83,97
4,6:54.0,Defensive rebound by T. Ferguson,,83,97
4,6:41.0,T. Ferguson misses 2-pt jump shot from 12 ft,,83,97
4,6:39.0,,Defensive rebound by M. Harkless,83,97
4,6:25.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by C. McCollum),83,100
4,6:11.0,P. George misses 2-pt jump shot from 12 ft,,83,100
