QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
1,5:38.0,,Shooting foul by J. Johnson (drawn by B. Griffin),11,17
1,5:38.0,,B. Griffin misses free throw 1 of 2,11,17
1,5:38.0,,Offensive rebound by Team,11,17
1,5:38.0,D. Wade enters the game for T. Johnson,,11,17
1,5:38.0,,B. Griffin makes free throw 2 of 2,11,18
1,5:28.0,R. McGruder misses 3-pt jump shot from 27 ft,,11,18
1,5:24.0,,Defensive rebound by B. Griffin,11,18
1,5:15.0,,B. Griffin makes 2-pt dunk from 1 ft,11,20
1,5:12.0,Miami full timeout,,11,20
1,5:12.0,,I. Smith enters the game for R. Jackson,11,20
1,5:08.0,Turnover by J. Winslow (bad pass),,11,20
1,4:56.0,,Turnover by B. Griffin (bad pass; steal by J. Johnson),11,20
1,4:46.0,Personal foul by B. Griffin (drawn by D. Wade),,11,20
1,4:46.0,,Z. Pachulia enters the game for A. Drummond,11,20
1,4:38.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Wade),,13,20
1,4:30.0,,Personal foul by J. Winslow (drawn by R. Bullock),13,20
1,4:17.0,,B. Brown misses 2-pt layup from 4 ft,13,20
1,4:12.0,Defensive rebound by B. Adebayo,,13,20
1,3:55.0,D. Wade misses 2-pt jump shot from 12 ft,,13,20
1,3:52.0,,Defensive rebound by B. Griffin,13,20
1,3:41.0,,B. Brown misses 2-pt layup from 5 ft,13,20
1,3:34.0,,Offensive rebound by Z. Pachulia,13,20
1,3:34.0,,Z. Pachulia misses 2-pt layup from 1 ft,13,20
1,3:34.0,Defensive rebound by J. Winslow,,13,20
1,3:33.0,Shooting foul by B. Brown (drawn by J. Winslow),,13,20
1,3:33.0,D. Waiters enters the game for R. McGruder,,13,20
1,3:33.0,,J. Calderón enters the game for B. Brown,13,20
1,3:33.0,,L. Galloway enters the game for R. Bullock,13,20
1,3:33.0,,L. Kennard enters the game for I. Smith,13,20
1,3:33.0,J. Winslow misses free throw 1 of 2,,13,20
1,3:33.0,Offensive rebound by Team,,13,20
1,3:33.0,J. Winslow misses free throw 2 of 2,,13,20
1,3:30.0,,Defensive rebound by Z. Pachulia,13,20
1,3:14.0,,B. Griffin makes 3-pt jump shot from 23 ft (assist by J. Calderón),13,23
1,2:54.0,Turnover by D. Waiters (bad pass; steal by Z. Pachulia),,13,23
1,2:47.0,,L. Kennard makes 3-pt jump shot from 23 ft (assist by J. Calderón),13,26
1,2:27.0,D. Wade misses 2-pt jump shot from 10 ft,,13,26
1,2:24.0,,Defensive rebound by Z. Pachulia,13,26
1,2:04.0,,Turnover by Team (shot clock),13,26
1,2:04.0,D. Jones enters the game for J. Johnson,,13,26
1,2:04.0,R. McGruder enters the game for J. Winslow,,13,26
1,1:49.0,D. Jones makes 2-pt layup from 4 ft (assist by D. Wade),,15,26
1,1:27.0,,L. Kennard misses 2-pt jump shot from 6 ft,15,26
1,1:23.0,Defensive rebound by D. Waiters,,15,26
1,1:20.0,D. Waiters makes 2-pt layup from 2 ft,,17,26
1,1:17.0,,Turnover by J. Calderón (bad pass),17,26
1,1:17.0,,S. Johnson enters the game for B. Griffin,17,26
1,1:05.0,Turnover by D. Wade (bad pass; steal by S. Johnson),,17,26
1,0:49.0,,Personal foul by B. Adebayo (drawn by S. Johnson),17,26
1,0:45.0,,L. Kennard makes 2-pt layup from 3 ft (assist by Z. Pachulia),17,28
1,0:30.0,Turnover by D. Jones (bad pass; steal by J. Calderón),,17,28
1,0:11.0,,L. Kennard makes 2-pt jump shot from 15 ft,17,30
1,0:04.0,Personal foul by L. Kennard (drawn by D. Wade),,17,30
1,0:01.0,R. McGruder misses 3-pt jump shot from 27 ft,,17,30
1,0:00.0,Offensive rebound by Team,,17,30
2,11:38.0,B. Adebayo makes 2-pt hook shot from 4 ft (assist by D. Waiters),,19,30
2,11:17.0,,L. Galloway misses 3-pt jump shot from 28 ft,19,30
2,11:15.0,Defensive rebound by B. Adebayo,,19,30
2,11:07.0,,Violation by Team (kicked ball),19,30
2,10:58.0,D. Wade makes 2-pt jump shot from 15 ft,,21,30
2,10:41.0,,L. Kennard misses 2-pt jump shot from 20 ft,21,30
2,10:40.0,Defensive rebound by K. Olynyk,,21,30
2,10:40.0,D. Jones misses 2-pt layup at rim (block by S. Johnson),,21,30
2,10:37.0,,Defensive rebound by Team,21,30
2,10:20.0,,Turnover by L. Kennard (traveling),21,30
2,10:08.0,Personal foul by Z. Pachulia (drawn by D. Jones),,21,30
2,10:00.0,D. Wade makes 2-pt layup from 1 ft,,23,30
2,10:00.0,Shooting foul by L. Kennard (drawn by D. Wade),,23,30
2,10:00.0,D. Wade misses free throw 1 of 1,,23,30
2,9:57.0,,Defensive rebound by S. Johnson,23,30
2,9:49.0,,L. Kennard makes 3-pt jump shot from 23 ft (assist by L. Galloway),23,33
2,9:35.0,D. Waiters misses 2-pt layup from 2 ft,,23,33
2,9:33.0,,Defensive rebound by J. Calderón,23,33
2,9:28.0,,Personal foul by D. Jones (drawn by Z. Pachulia),23,33
2,9:21.0,,L. Kennard misses 3-pt jump shot from 23 ft,23,33
2,9:18.0,Defensive rebound by B. Adebayo,,23,33
2,9:13.0,Turnover by B. Adebayo (lost ball; steal by J. Calderón),,23,33
2,9:09.0,,S. Johnson makes 2-pt layup from 2 ft (assist by J. Calderón),23,35
2,9:08.0,Miami full timeout,,23,35
2,9:01.0,Shooting foul by S. Johnson (drawn by K. Olynyk),,23,35
2,9:01.0,K. Olynyk makes free throw 1 of 2,,24,35
2,9:01.0,T. Johnson enters the game for B. Adebayo,,24,35
2,9:01.0,K. Olynyk misses free throw 2 of 2,,24,35
2,8:58.0,,Defensive rebound by S. Johnson,24,35
2,8:45.0,,Personal foul by K. Olynyk (drawn by Z. Pachulia),24,35
2,8:35.0,,S. Johnson makes 3-pt jump shot from 28 ft (assist by Z. Pachulia),24,38
2,8:26.0,Offensive foul by K. Olynyk (drawn by L. Kennard),,24,38
2,8:26.0,Turnover by K. Olynyk (offensive foul),,24,38
2,8:13.0,,J. Calderón misses 2-pt layup from 4 ft (block by D. Waiters),24,38
2,8:13.0,Defensive rebound by Team,,24,38
2,7:55.0,D. Waiters misses 3-pt jump shot from 24 ft,,24,38
2,7:51.0,,Defensive rebound by S. Johnson,24,38
2,7:44.0,,L. Galloway misses 3-pt jump shot from 29 ft,24,38
2,7:41.0,Defensive rebound by D. Wade,,24,38
2,7:37.0,Turnover by D. Wade (bad pass),,24,38
2,7:17.0,,L. Galloway misses 2-pt layup from 7 ft (block by T. Johnson),24,38
2,7:16.0,,Offensive rebound by L. Galloway,24,38
2,7:15.0,,L. Galloway misses 2-pt layup from 1 ft,24,38
2,7:15.0,Defensive rebound by T. Johnson,,24,38
2,7:03.0,D. Wade makes 2-pt layup from 3 ft,,26,38
2,6:56.0,,Detroit full timeout,26,38
2,6:56.0,W. Ellington enters the game for K. Olynyk,,26,38
2,6:56.0,H. Whiteside enters the game for D. Wade,,26,38
2,6:56.0,J. Winslow enters the game for D. Waiters,,26,38
2,6:56.0,,R. Bullock enters the game for J. Calderón,26,38
2,6:56.0,,B. Griffin enters the game for L. Galloway,26,38
2,6:56.0,,R. Jackson enters the game for Z. Pachulia,26,38
2,6:45.0,,B. Griffin makes 2-pt layup from 1 ft (assist by L. Kennard),26,40
2,6:31.0,T. Johnson misses 2-pt jump shot from 7 ft,,26,40
2,6:28.0,Offensive rebound by T. Johnson,,26,40
2,6:28.0,H. Whiteside misses 2-pt layup from 1 ft,,26,40
2,6:28.0,Offensive rebound by H. Whiteside,,26,40
2,6:28.0,Shooting foul by B. Griffin (drawn by T. Johnson),,26,40
2,6:28.0,T. Johnson makes free throw 1 of 2,,27,40
2,6:28.0,T. Johnson makes free throw 2 of 2,,28,40
2,6:10.0,,L. Kennard misses 3-pt jump shot from 27 ft,28,40
2,6:04.0,Defensive rebound by D. Jones,,28,40
2,5:56.0,Shooting foul by R. Bullock (drawn by H. Whiteside),,28,40
2,5:56.0,H. Whiteside misses free throw 1 of 2,,28,40
2,5:56.0,Offensive rebound by Team,,28,40
2,5:56.0,H. Whiteside misses free throw 2 of 2,,28,40
2,5:54.0,,Defensive rebound by B. Griffin,28,40
2,5:46.0,,Shooting foul by W. Ellington (drawn by R. Bullock),28,40
2,5:46.0,,R. Bullock makes free throw 1 of 3,28,41
2,5:46.0,,R. Bullock makes free throw 2 of 3,28,42
2,5:46.0,,R. Bullock misses free throw 3 of 3,28,42
2,5:43.0,Defensive rebound by D. Jones,,28,42
2,5:24.0,J. Winslow makes 3-pt jump shot from 28 ft (assist by W. Ellington),,31,42
2,4:58.0,,S. Johnson makes 2-pt jump shot from 7 ft (assist by L. Kennard),31,44
2,4:46.0,H. Whiteside misses 2-pt jump shot from 9 ft,,31,44
2,4:46.0,,Defensive rebound by L. Kennard,31,44
2,4:35.0,,R. Jackson misses 2-pt jump shot from 11 ft,31,44
2,4:33.0,Defensive rebound by H. Whiteside,,31,44
2,4:20.0,J. Winslow misses 2-pt hook shot from 6 ft,,31,44
2,4:18.0,,Defensive rebound by B. Griffin,31,44
2,4:16.0,,B. Griffin misses 2-pt layup from 8 ft (block by D. Jones),31,44
2,4:14.0,Defensive rebound by J. Winslow,,31,44
2,4:05.0,Personal foul by R. Jackson (drawn by T. Johnson),,31,44
2,4:05.0,T. Johnson misses free throw 1 of 2,,31,44
2,4:05.0,Offensive rebound by Team,,31,44
2,4:05.0,J. Johnson enters the game for D. Jones,,31,44
2,4:05.0,T. Johnson makes free throw 2 of 2,,32,44
2,3:48.0,,R. Bullock makes 2-pt layup from 2 ft (assist by B. Griffin),32,46
2,3:26.0,W. Ellington misses 3-pt jump shot from 27 ft,,32,46
2,3:23.0,,Defensive rebound by R. Jackson,32,46
2,3:13.0,,B. Griffin misses 3-pt jump shot from 26 ft,32,46
2,3:11.0,Defensive rebound by J. Winslow,,32,46
2,3:09.0,Turnover by J. Winslow (bad pass),,32,46
2,3:09.0,D. Wade enters the game for W. Ellington,,32,46
2,2:59.0,Violation by Team (kicked ball),,32,46
2,2:52.0,,R. Jackson makes 2-pt jump shot from 16 ft,32,48
2,2:26.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by D. Wade),,35,48
2,2:02.0,,R. Bullock misses 3-pt jump shot from 26 ft,35,48
2,1:59.0,Defensive rebound by J. Winslow,,35,48
2,1:56.0,D. Wade makes 2-pt layup from 3 ft,,37,48
2,1:39.0,,L. Kennard makes 2-pt jump shot from 19 ft (assist by B. Griffin),37,50
2,1:19.0,Personal foul by S. Johnson (drawn by H. Whiteside),,37,50
2,1:19.0,H. Whiteside misses free throw 1 of 2,,37,50
2,1:19.0,Offensive rebound by Team,,37,50
2,1:19.0,,B. Brown enters the game for R. Bullock,37,50
2,1:19.0,,Z. Pachulia enters the game for S. Johnson,37,50
2,1:19.0,H. Whiteside misses free throw 2 of 2,,37,50
2,1:13.0,,Defensive rebound by R. Jackson,37,50
2,1:07.0,,B. Griffin makes 3-pt jump shot from 27 ft,37,53
2,0:56.0,J. Johnson misses 3-pt jump shot from 23 ft,,37,53
2,0:53.0,,Defensive rebound by Z. Pachulia,37,53
2,0:43.0,,B. Griffin misses 2-pt layup from 4 ft,37,53
2,0:34.0,Defensive rebound by D. Wade,,37,53
2,0:34.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by T. Johnson),,39,53
2,0:19.0,,L. Kennard misses 3-pt jump shot from 28 ft,39,53
2,0:16.0,Defensive rebound by T. Johnson,,39,53
2,0:01.0,J. Johnson misses 2-pt jump shot from 12 ft,,39,53
2,0:00.0,,Defensive rebound by B. Griffin,39,53
3,11:42.0,J. Winslow misses 2-pt jump shot from 9 ft,,39,53
3,11:36.0,Offensive rebound by H. Whiteside,,39,53
3,11:36.0,H. Whiteside makes 2-pt layup from 1 ft,,41,53
3,11:17.0,,R. Bullock misses 3-pt jump shot from 24 ft,41,53
3,11:14.0,Defensive rebound by H. Whiteside,,41,53
3,11:08.0,J. Winslow misses 3-pt jump shot from 27 ft,,41,53
3,11:03.0,,Defensive rebound by B. Griffin,41,53
3,10:54.0,,B. Griffin makes 2-pt layup from 1 ft (assist by R. Bullock),41,55
3,10:54.0,,Shooting foul by J. Winslow (drawn by B. Griffin),41,55
3,10:54.0,,B. Griffin makes free throw 1 of 1,41,56
3,10:44.0,T. Johnson makes 2-pt layup from 2 ft (assist by J. Johnson),,43,56
3,10:41.0,,Turnover by B. Brown (bad pass; steal by R. McGruder),43,56
3,10:30.0,J. Winslow misses 2-pt jump shot from 9 ft,,43,56
3,10:27.0,,Defensive rebound by B. Brown,43,56
3,10:23.0,,Shooting foul by H. Whiteside (drawn by B. Griffin),43,56
3,10:23.0,,B. Griffin makes free throw 1 of 2,43,57
3,10:23.0,,B. Griffin makes free throw 2 of 2,43,58
3,10:09.0,T. Johnson misses 3-pt jump shot from 28 ft,,43,58
3,10:04.0,,Defensive rebound by B. Griffin,43,58
3,9:57.0,,Turnover by B. Griffin (bad pass),43,58
3,9:44.0,R. McGruder misses 2-pt jump shot from 6 ft,,43,58
3,9:42.0,Offensive rebound by H. Whiteside,,43,58
3,9:42.0,H. Whiteside makes 2-pt dunk from 1 ft,,45,58
3,9:23.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,45,58
3,9:21.0,Defensive rebound by R. McGruder,,45,58
3,9:06.0,Turnover by R. McGruder (step out of bounds),,45,58
3,8:51.0,,B. Griffin misses 2-pt jump shot from 10 ft,45,58
3,8:48.0,Defensive rebound by H. Whiteside,,45,58
3,8:34.0,J. Winslow makes 3-pt jump shot from 28 ft (assist by J. Johnson),,48,58
3,8:13.0,,B. Griffin makes 3-pt jump shot from 25 ft,48,61
3,7:52.0,Personal foul by R. Jackson (drawn by H. Whiteside),,48,61
3,7:41.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by J. Johnson),,51,61
3,7:27.0,,R. Bullock misses 2-pt layup from 5 ft (block by H. Whiteside),51,61
3,7:23.0,Defensive rebound by J. Winslow,,51,61
3,7:20.0,T. Johnson misses 3-pt jump shot from 23 ft,,51,61
3,7:20.0,Offensive rebound by Team,,51,61
3,7:20.0,,Loose ball foul by R. Bullock (drawn by J. Winslow),51,61
3,7:14.0,T. Johnson makes 3-pt jump shot from 28 ft (assist by J. Johnson),,54,61
3,7:14.0,,Detroit full timeout,54,61
3,7:14.0,,L. Kennard enters the game for B. Brown,54,61
3,6:57.0,,R. Jackson misses 3-pt jump shot from 24 ft,54,61
3,6:54.0,Defensive rebound by R. McGruder,,54,61
3,6:42.0,J. Winslow misses 2-pt layup from 5 ft,,54,61
3,6:40.0,,Defensive rebound by Z. Pachulia,54,61
3,6:35.0,,B. Griffin misses 2-pt jump shot from 22 ft,54,61
3,6:32.0,Defensive rebound by J. Johnson,,54,61
3,6:23.0,Turnover by R. McGruder (bad pass; steal by Z. Pachulia),,54,61
3,6:18.0,,Offensive foul by B. Griffin (drawn by J. Winslow),54,61
3,6:18.0,,Turnover by B. Griffin (offensive foul),54,61
3,6:07.0,J. Winslow misses 3-pt jump shot from 28 ft,,54,61
3,6:04.0,Offensive rebound by H. Whiteside,,54,61
3,6:03.0,Flagrant foul type 1 by Z. Pachulia (drawn by H. Whiteside),,54,61
3,6:03.0,H. Whiteside misses flagrant free throw 1 of 2,,54,61
3,6:03.0,Offensive rebound by Team,,54,61
3,6:03.0,H. Whiteside misses flagrant free throw 2 of 2,,54,61
3,6:01.0,Offensive rebound by Team,,54,61
3,5:53.0,Personal foul by Z. Pachulia (drawn by H. Whiteside),,54,61
3,5:47.0,Turnover by J. Johnson (lost ball; steal by B. Griffin),,54,61
3,5:41.0,,L. Kennard misses 2-pt jump shot from 17 ft,54,61
3,5:39.0,Defensive rebound by H. Whiteside,,54,61
3,5:27.0,J. Johnson makes 3-pt jump shot from 29 ft (assist by R. McGruder),,57,61
3,5:11.0,,Turnover by B. Griffin (dbl dribble),57,61
3,5:11.0,D. Wade enters the game for J. Winslow,,57,61
3,5:02.0,Turnover by J. Johnson (bad pass),,57,61
3,4:41.0,,B. Griffin misses 3-pt jump shot from 24 ft,57,61
3,4:37.0,,Offensive rebound by Z. Pachulia,57,61
3,4:29.0,,R. Jackson misses 2-pt jump shot from 8 ft,57,61
3,4:28.0,,Offensive rebound by Z. Pachulia,57,61
3,4:22.0,,L. Kennard makes 2-pt jump shot from 12 ft (assist by B. Griffin),57,63
3,4:09.0,Offensive foul by J. Johnson (drawn by R. Bullock),,57,63
3,4:09.0,Turnover by J. Johnson (offensive foul),,57,63
3,4:09.0,B. Adebayo enters the game for H. Whiteside,,57,63
3,4:09.0,,L. Galloway enters the game for R. Bullock,57,63
3,4:09.0,,S. Johnson enters the game for Z. Pachulia,57,63
3,3:49.0,,B. Griffin makes 2-pt hook shot from 4 ft,57,65
3,3:34.0,R. McGruder makes 3-pt jump shot from 29 ft (assist by D. Wade),,60,65
3,3:21.0,,Turnover by L. Kennard (traveling),60,65
3,3:12.0,Turnover by D. Wade (bad pass),,60,65
3,2:55.0,,Personal foul by R. McGruder (drawn by S. Johnson),60,65
3,2:55.0,Miami full timeout,,60,65
3,2:55.0,,J. Calderón enters the game for R. Jackson,60,65
3,2:46.0,,S. Johnson misses 3-pt jump shot from 23 ft,60,65
3,2:46.0,Defensive rebound by Team,,60,65
3,2:36.0,D. Wade makes 2-pt layup from 3 ft (assist by R. McGruder),,62,65
3,2:11.0,,L. Kennard misses 3-pt jump shot from 28 ft,62,65
3,2:08.0,Defensive rebound by B. Adebayo,,62,65
3,2:00.0,D. Wade makes 2-pt layup from 3 ft (assist by J. Johnson),,64,65
3,1:37.0,,L. Galloway misses 3-pt jump shot from 26 ft,64,65
3,1:34.0,Defensive rebound by T. Johnson,,64,65
3,1:22.0,T. Johnson makes 3-pt jump shot from 28 ft (assist by D. Wade),,67,65
3,1:04.0,,L. Kennard misses 2-pt jump shot from 13 ft,67,65
3,1:02.0,Defensive rebound by T. Johnson,,67,65
3,0:54.0,T. Johnson misses 3-pt jump shot from 26 ft,,67,65
3,0:52.0,Offensive rebound by B. Adebayo,,67,65
3,0:46.0,J. Johnson makes 2-pt dunk from 2 ft (assist by R. McGruder),,69,65
3,0:24.0,,S. Johnson misses 2-pt layup from 3 ft (block by B. Adebayo),69,65
3,0:18.0,Defensive rebound by R. McGruder,,69,65
3,0:05.0,Offensive foul by B. Adebayo (drawn by B. Griffin),,69,65
3,0:05.0,Turnover by B. Adebayo (offensive foul),,69,65
4,11:42.0,,R. Jackson misses 2-pt jump shot from 20 ft,69,65
4,11:38.0,Defensive rebound by D. Wade,,69,65
4,11:29.0,T. Johnson misses 3-pt jump shot from 27 ft,,69,65
4,11:24.0,,Defensive rebound by S. Johnson,69,65
4,11:07.0,,Personal foul by D. Wade (drawn by Z. Pachulia),69,65
4,10:54.0,,R. Bullock misses 3-pt jump shot from 27 ft,69,65
4,10:51.0,Defensive rebound by B. Adebayo,,69,65
4,10:36.0,Turnover by D. Wade (bad pass),,69,65
4,10:23.0,,Shooting foul by D. Wade (drawn by L. Kennard),69,65
4,10:23.0,,L. Kennard makes free throw 1 of 2,69,66
4,10:23.0,,L. Kennard makes free throw 2 of 2,69,67
4,10:10.0,B. Adebayo makes 2-pt layup from 2 ft (assist by T. Johnson),,71,67
4,10:10.0,Shooting foul by R. Jackson (drawn by B. Adebayo),,71,67
4,10:10.0,B. Adebayo makes free throw 1 of 1,,72,67
4,10:03.0,,Offensive foul by R. Jackson (drawn by T. Johnson),72,67
4,10:03.0,,Turnover by R. Jackson (offensive foul),72,67
4,9:46.0,Turnover by D. Wade (bad pass; steal by L. Kennard),,72,67
4,9:20.0,,L. Kennard misses 2-pt jump shot from 6 ft,72,67
4,9:19.0,,Offensive rebound by L. Kennard,72,67
4,9:16.0,,Turnover by L. Kennard (bad pass; steal by J. Winslow),72,67
4,9:12.0,J. Winslow misses 2-pt layup from 6 ft,,72,67
4,9:09.0,,Defensive rebound by R. Jackson,72,67
4,9:03.0,,L. Kennard makes 3-pt jump shot from 23 ft (assist by S. Johnson),72,70
4,9:03.0,Miami full timeout,,72,70
4,8:46.0,T. Johnson misses 2-pt hook shot from 8 ft,,72,70
4,8:42.0,,Defensive rebound by S. Johnson,72,70
4,8:40.0,,S. Johnson makes 2-pt layup from 4 ft,72,72
4,8:15.0,D. Wade makes 2-pt jump shot from 16 ft,,74,72
4,7:57.0,,S. Johnson makes 3-pt jump shot from 27 ft (assist by R. Jackson),74,75
4,7:38.0,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Wade),,76,75
4,7:38.0,Shooting foul by Z. Pachulia (drawn by K. Olynyk),,76,75
4,7:38.0,R. McGruder enters the game for D. Wade,,76,75
4,7:38.0,,B. Griffin enters the game for Z. Pachulia,76,75
4,7:38.0,K. Olynyk misses free throw 1 of 1,,76,75
4,7:35.0,,Defensive rebound by L. Kennard,76,75
4,7:16.0,,B. Griffin misses 3-pt jump shot from 23 ft,76,75
4,7:14.0,Defensive rebound by J. Winslow,,76,75
4,7:03.0,T. Johnson makes 2-pt layup from 4 ft (assist by R. McGruder),,78,75
4,6:49.0,,R. Jackson misses 2-pt layup from 1 ft,78,75
4,6:46.0,Defensive rebound by J. Winslow,,78,75
4,6:33.0,K. Olynyk misses 3-pt jump shot from 28 ft,,78,75
4,6:30.0,,Defensive rebound by S. Johnson,78,75
4,6:12.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by L. Kennard),78,78
4,5:51.0,J. Winslow misses 2-pt layup from 3 ft,,78,78
4,5:49.0,,Defensive rebound by R. Jackson,78,78
4,5:35.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by S. Johnson),78,81
4,5:10.0,K. Olynyk misses 3-pt jump shot from 27 ft,,78,81
4,5:07.0,,Defensive rebound by R. Bullock,78,81
4,5:05.0,,Detroit full timeout,78,81
4,5:05.0,J. Johnson enters the game for T. Johnson,,78,81
4,5:05.0,D. Wade enters the game for K. Olynyk,,78,81
4,5:05.0,,Z. Pachulia enters the game for S. Johnson,78,81
4,4:48.0,,B. Griffin makes 2-pt hook shot from 3 ft,78,83
4,4:30.0,B. Adebayo makes 2-pt layup from 2 ft (assist by D. Wade),,80,83
4,4:13.0,,R. Bullock makes 2-pt layup from 2 ft (assist by B. Griffin),80,85
4,3:57.0,Personal foul by Z. Pachulia (drawn by B. Adebayo),,80,85
4,3:49.0,D. Wade makes 2-pt jump shot from 11 ft (assist by B. Adebayo),,82,85
4,3:34.0,,R. Bullock makes 2-pt jump shot from 18 ft (assist by R. Jackson),82,87
4,3:11.0,J. Winslow makes 2-pt layup from 5 ft (assist by D. Wade),,84,87
4,2:44.0,,B. Griffin misses 2-pt hook shot from 6 ft,84,87
4,2:41.0,Defensive rebound by J. Winslow,,84,87
4,2:34.0,J. Winslow makes 2-pt jump shot from 9 ft,,86,87
4,2:15.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by B. Griffin),86,90
4,1:49.0,D. Wade misses 3-pt jump shot from 28 ft,,86,90
4,1:47.0,Offensive rebound by R. McGruder,,86,90
4,1:47.0,R. McGruder makes 3-pt jump shot from 24 ft,,89,90
4,1:30.0,,B. Griffin misses 3-pt jump shot from 25 ft,89,90
4,1:27.0,Defensive rebound by D. Wade,,89,90
4,1:09.0,J. Winslow misses 2-pt hook shot from 9 ft,,89,90
4,1:06.0,,Defensive rebound by Z. Pachulia,89,90
4,1:02.0,,Personal foul by J. Winslow (drawn by R. Jackson),89,90
4,0:52.0,,Personal foul by D. Wade (drawn by B. Griffin),89,90
4,0:52.0,,B. Griffin makes free throw 1 of 2,89,91
4,0:52.0,,B. Brown enters the game for L. Kennard,89,91
4,0:52.0,,B. Griffin makes free throw 2 of 2,89,92
4,0:41.0,D. Wade makes 2-pt layup from 4 ft,,91,92
4,0:41.0,,Detroit full timeout,91,92
4,0:41.0,,L. Kennard enters the game for B. Brown,91,92
4,0:31.0,,B. Griffin misses 2-pt layup from 3 ft,91,92
4,0:30.0,,Offensive rebound by B. Griffin,91,92
4,0:30.0,,B. Griffin misses 2-pt layup at rim,91,92
4,0:29.0,,Offensive rebound by B. Griffin,91,92
4,0:28.0,,B. Griffin misses 2-pt layup from 1 ft,91,92
4,0:27.0,,Offensive rebound by Z. Pachulia,91,92
4,0:26.0,,Z. Pachulia makes 2-pt layup at rim,91,94
4,0:26.0,Miami full timeout,,91,94
