QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
1,7:41.0,,R. Hood misses 3-pt jump shot from 25 ft,11,11
1,7:39.0,Defensive rebound by L. Dončić,,11,11
1,7:30.0,L. Dončić makes 2-pt layup from 1 ft,,13,11
1,7:27.0,,Personal foul by D. Finney-Smith (drawn by A. Burks),13,11
1,7:08.0,,Turnover by A. Žižić (bad pass; steal by L. Dončić),13,11
1,7:08.0,Personal take foul by A. Burks (drawn by J. Brunson),,13,11
1,6:50.0,H. Barnes misses 2-pt jump shot from 2 ft,,13,11
1,6:47.0,,Defensive rebound by A. Burks,13,11
1,6:47.0,,Personal foul by L. Dončić (drawn by A. Burks),13,11
1,6:47.0,,Cleveland full timeout,13,11
1,6:47.0,R. Broekhoff enters the game for L. Dončić,,13,11
1,6:47.0,,A. Burks makes free throw 1 of 2,13,12
1,6:47.0,,A. Burks makes free throw 2 of 2,13,13
1,6:23.0,J. Brunson misses 3-pt jump shot from 23 ft,,13,13
1,6:18.0,,Defensive rebound by A. Žižić,13,13
1,6:10.0,,C. Osman misses 3-pt jump shot from 26 ft,13,13
1,6:07.0,Defensive rebound by J. Brunson,,13,13
1,6:02.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by J. Brunson),,16,13
1,5:44.0,,C. Osman makes 2-pt layup from 1 ft,16,15
1,5:34.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),,19,15
1,5:15.0,,A. Burks misses 2-pt jump shot from 16 ft,19,15
1,5:12.0,Defensive rebound by H. Barnes,,19,15
1,5:02.0,H. Barnes misses 3-pt jump shot from 25 ft,,19,15
1,4:58.0,,Defensive rebound by C. Sexton,19,15
1,4:47.0,,A. Žižić misses 2-pt hook shot from 7 ft,19,15
1,4:45.0,Defensive rebound by M. Kleber,,19,15
1,4:38.0,Turnover by D. Finney-Smith (lost ball; steal by C. Sexton),,19,15
1,4:33.0,,C. Osman misses 2-pt layup at rim (block by M. Kleber),19,15
1,4:29.0,Defensive rebound by D. Finney-Smith,,19,15
1,4:26.0,R. Broekhoff misses 3-pt jump shot from 23 ft,,19,15
1,4:21.0,Offensive rebound by D. Finney-Smith,,19,15
1,4:21.0,Personal foul by C. Osman (drawn by J. Brunson),,19,15
1,4:21.0,,J. Clarkson enters the game for R. Hood,19,15
1,4:21.0,,L. Nance enters the game for C. Osman,19,15
1,4:21.0,,D. Nwaba enters the game for A. Žižić,19,15
1,4:14.0,H. Barnes misses 2-pt layup from 1 ft,,19,15
1,4:11.0,,Defensive rebound by L. Nance,19,15
1,4:06.0,,J. Clarkson makes 2-pt jump shot from 1 ft (assist by L. Nance),19,17
1,4:06.0,,Shooting foul by M. Kleber (drawn by J. Clarkson),19,17
1,4:06.0,L. Dončić enters the game for H. Barnes,,19,17
1,4:06.0,D. Harris enters the game for J. Brunson,,19,17
1,4:06.0,D. Nowitzki enters the game for D. Finney-Smith,,19,17
1,4:06.0,D. Powell enters the game for M. Kleber,,19,17
1,4:06.0,,J. Clarkson makes free throw 1 of 1,19,18
1,3:57.0,L. Dončić makes 2-pt layup from 1 ft,,21,18
1,3:46.0,,A. Burks makes 2-pt layup from 1 ft (assist by J. Clarkson),21,20
1,3:26.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by D. Powell),,24,20
1,3:11.0,,L. Nance makes 2-pt layup from 1 ft (assist by A. Burks),24,22
1,3:11.0,,Shooting foul by D. Nowitzki (drawn by L. Nance),24,22
1,3:11.0,,M. Dellavedova enters the game for A. Burks,24,22
1,3:11.0,,C. Osman enters the game for C. Sexton,24,22
1,3:11.0,,L. Nance makes free throw 1 of 1,24,23
1,3:00.0,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić),,26,23
1,2:38.0,,L. Nance misses 2-pt layup from 1 ft,26,23
1,2:33.0,Defensive rebound by D. Powell,,26,23
1,2:30.0,Personal foul by J. Clarkson (drawn by L. Dončić),,26,23
1,2:30.0,Dallas full timeout,,26,23
1,2:16.0,L. Dončić makes 3-pt jump shot from 26 ft,,29,23
1,2:03.0,,Personal foul by D. Nowitzki (drawn by J. Clarkson),29,23
1,2:03.0,,J. Clarkson misses free throw 1 of 2,29,23
1,2:03.0,,Offensive rebound by Team,29,23
1,2:03.0,,J. Clarkson misses free throw 2 of 2,29,23
1,2:01.0,Defensive rebound by D. Nowitzki,,29,23
1,1:44.0,D. Powell makes 2-pt dunk from 2 ft (assist by D. Harris),,31,23
1,1:27.0,,C. Osman makes 2-pt jump shot from 19 ft (assist by L. Nance),31,25
1,1:13.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by L. Dončić),,34,25
1,1:11.0,,Personal foul by D. Harris (drawn by M. Dellavedova),34,25
1,1:11.0,,M. Dellavedova makes free throw 1 of 2,34,26
1,1:11.0,H. Barnes enters the game for D. Nowitzki,,34,26
1,1:11.0,,M. Dellavedova makes free throw 2 of 2,34,27
1,0:55.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by D. Harris),,37,27
1,0:48.0,,J. Clarkson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),37,29
1,0:34.0,L. Dončić makes 3-pt jump shot from 30 ft,,40,29
1,0:14.0,,J. Clarkson makes 2-pt layup at rim (assist by M. Dellavedova),40,31
1,0:01.0,L. Dončić misses 3-pt jump shot from 27 ft,,40,31
1,0:00.0,,Defensive rebound by L. Nance,40,31
2,11:38.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Nance),40,34
2,11:19.0,R. Broekhoff misses 3-pt jump shot from 23 ft,,40,34
2,11:16.0,Offensive rebound by L. Dončić,,40,34
2,11:09.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by L. Dončić),,43,34
2,10:54.0,,Shooting foul by D. Powell (drawn by R. Hood),43,34
2,10:54.0,,R. Hood makes free throw 1 of 2,43,35
2,10:54.0,,R. Hood misses free throw 2 of 2,43,35
2,10:51.0,Defensive rebound by L. Dončić,,43,35
2,10:41.0,L. Dončić misses 2-pt jump shot from 17 ft,,43,35
2,10:39.0,,Defensive rebound by L. Nance,43,35
2,10:30.0,,L. Nance makes 2-pt dunk from 1 ft (assist by R. Hood),43,37
2,10:04.0,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by L. Dončić),,46,37
2,9:45.0,,C. Osman makes 2-pt jump shot from 5 ft,46,39
2,9:35.0,Personal foul by C. Osman (drawn by L. Dončić),,46,39
2,9:28.0,Personal foul by M. Dellavedova (drawn by D. Harris),,46,39
2,9:23.0,R. Broekhoff misses 3-pt jump shot from 28 ft,,46,39
2,9:19.0,,Defensive rebound by C. Osman,46,39
2,9:10.0,,C. Osman misses 2-pt layup at rim,46,39
2,9:07.0,,Offensive rebound by C. Osman,46,39
2,9:06.0,,C. Osman makes 2-pt layup from 1 ft,46,41
2,9:06.0,Dallas full timeout,,46,41
2,8:51.0,D. Powell misses 2-pt layup from 1 ft,,46,41
2,8:48.0,,Defensive rebound by L. Nance,46,41
2,8:31.0,,C. Osman misses 3-pt jump shot from 28 ft,46,41
2,8:30.0,Defensive rebound by L. Dončić,,46,41
2,8:23.0,Turnover by L. Dončić (bad pass; steal by R. Hood),,46,41
2,8:21.0,,Shooting foul by D. Harris (drawn by R. Hood),46,41
2,8:21.0,,R. Hood makes free throw 1 of 2,46,42
2,8:21.0,J. Brunson enters the game for L. Dončić,,46,42
2,8:21.0,D. Finney-Smith enters the game for D. Harris,,46,42
2,8:21.0,M. Kleber enters the game for D. Powell,,46,42
2,8:21.0,,A. Burks enters the game for C. Osman,46,42
2,8:21.0,,R. Hood makes free throw 2 of 2,46,43
2,8:08.0,Turnover by J. Brunson (bad pass; steal by L. Nance),,46,43
2,7:55.0,,J. Clarkson misses 3-pt jump shot from 24 ft,46,43
2,7:53.0,Defensive rebound by M. Kleber,,46,43
2,7:47.0,M. Kleber misses 3-pt jump shot from 26 ft,,46,43
2,7:45.0,,Defensive rebound by A. Burks,46,43
2,7:42.0,,Turnover by A. Burks (bad pass; steal by M. Kleber),46,43
2,7:32.0,R. Broekhoff misses 2-pt layup from 3 ft (block by J. Clarkson),,46,43
2,7:32.0,Offensive rebound by Team,,46,43
2,7:24.0,J. Brunson misses 2-pt jump shot from 20 ft,,46,43
2,7:20.0,,Defensive rebound by A. Burks,46,43
2,7:09.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,46,43
2,7:05.0,Defensive rebound by J. Brunson,,46,43
2,7:05.0,,C. Sexton enters the game for M. Dellavedova,46,43
2,6:42.0,H. Barnes misses 2-pt jump shot from 12 ft,,46,43
2,6:40.0,,Defensive rebound by L. Nance,46,43
2,6:27.0,,J. Clarkson misses 2-pt jump shot from 6 ft,46,43
2,6:27.0,Defensive rebound by Team,,46,43
2,6:12.0,M. Kleber misses 3-pt jump shot from 28 ft,,46,43
2,6:08.0,,Defensive rebound by J. Clarkson,46,43
2,6:00.0,,C. Sexton makes 2-pt jump shot from 5 ft (assist by J. Clarkson),46,45
2,5:50.0,Offensive foul by J. Brunson (drawn by C. Sexton),,46,45
2,5:50.0,Turnover by J. Brunson (offensive foul),,46,45
2,5:50.0,,D. Nwaba enters the game for R. Hood,46,45
2,5:41.0,,C. Sexton misses 3-pt jump shot from 25 ft,46,45
2,5:37.0,,Offensive rebound by J. Clarkson,46,45
2,5:35.0,,D. Nwaba misses 2-pt layup from 1 ft,46,45
2,5:33.0,,Offensive rebound by D. Nwaba,46,45
2,5:30.0,,D. Nwaba makes 2-pt layup at rim,46,47
2,5:16.0,H. Barnes misses 3-pt jump shot from 26 ft,,46,47
2,5:13.0,,Defensive rebound by L. Nance,46,47
2,4:53.0,,J. Clarkson misses 2-pt jump shot from 1 ft,46,47
2,4:50.0,,Offensive rebound by D. Nwaba,46,47
2,4:50.0,,D. Nwaba makes 2-pt layup from 2 ft,46,49
2,4:50.0,Dallas full timeout,,46,49
2,4:50.0,L. Dončić enters the game for H. Barnes,,46,49
2,4:50.0,D. Powell enters the game for R. Broekhoff,,46,49
2,4:33.0,D. Finney-Smith misses 3-pt jump shot from 28 ft,,46,49
2,4:29.0,Offensive rebound by M. Kleber,,46,49
2,4:27.0,L. Dončić misses 3-pt jump shot from 27 ft,,46,49
2,4:25.0,Offensive rebound by D. Finney-Smith,,46,49
2,4:25.0,Turnover by D. Finney-Smith (out of bounds lost ball),,46,49
2,4:12.0,,L. Nance makes 2-pt dunk from 1 ft (assist by A. Burks),46,51
2,3:56.0,L. Dončić makes 2-pt jump shot from 10 ft,,48,51
2,3:56.0,Shooting foul by A. Burks (drawn by L. Dončić),,48,51
2,3:56.0,L. Dončić makes free throw 1 of 1,,49,51
2,3:46.0,,Personal foul by J. Brunson (drawn by C. Sexton),49,51
2,3:46.0,,A. Žižić enters the game for L. Nance,49,51
2,3:34.0,,D. Nwaba makes 2-pt layup at rim,49,53
2,3:07.0,L. Dončić misses 3-pt jump shot from 27 ft,,49,53
2,3:05.0,,Defensive rebound by D. Nwaba,49,53
2,2:40.0,,J. Clarkson misses 2-pt jump shot from 9 ft (block by M. Kleber),49,53
2,2:37.0,Defensive rebound by M. Kleber,,49,53
2,2:34.0,L. Dončić makes 2-pt layup from 2 ft,,51,53
2,2:14.0,,C. Sexton misses 2-pt jump shot from 12 ft,51,53
2,2:11.0,Defensive rebound by M. Kleber,,51,53
2,1:55.0,Shooting foul by A. Žižić (drawn by L. Dončić),,51,53
2,1:55.0,L. Dončić misses free throw 1 of 2,,51,53
2,1:55.0,Offensive rebound by Team,,51,53
2,1:55.0,H. Barnes enters the game for D. Powell,,51,53
2,1:55.0,,R. Hood enters the game for J. Clarkson,51,53
2,1:55.0,L. Dončić makes free throw 2 of 2,,52,53
2,1:32.0,,C. Sexton misses 2-pt layup from 3 ft (block by H. Barnes),52,53
2,1:28.0,Defensive rebound by H. Barnes,,52,53
2,1:20.0,H. Barnes makes 2-pt layup from 2 ft,,54,53
2,1:09.0,,A. Žižić misses 2-pt hook shot from 4 ft,54,53
2,1:07.0,Defensive rebound by L. Dončić,,54,53
2,0:55.0,H. Barnes misses 2-pt jump shot from 21 ft,,54,53
2,0:53.0,,Defensive rebound by A. Burks,54,53
2,0:50.0,,C. Sexton makes 2-pt layup from 1 ft (assist by A. Burks),54,55
2,0:28.0,L. Dončić makes 2-pt jump shot from 11 ft,,56,55
2,0:07.0,,C. Sexton misses 2-pt jump shot from 1 ft,56,55
2,0:03.0,Defensive rebound by D. Finney-Smith,,56,55
2,0:00.0,L. Dončić makes 2-pt layup from 1 ft,,58,55
3,11:47.0,,C. Sexton misses 3-pt jump shot from 26 ft,58,55
3,11:40.0,Defensive rebound by L. Dončić,,58,55
3,11:35.0,L. Dončić misses 3-pt jump shot from 27 ft,,58,55
3,11:33.0,,Defensive rebound by A. Žižić,58,55
3,11:26.0,,D. Nwaba makes 2-pt jump shot from 11 ft,58,57
3,11:11.0,H. Barnes misses 3-pt jump shot from 31 ft,,58,57
3,11:08.0,,Defensive rebound by R. Hood,58,57
3,11:00.0,,R. Hood misses 2-pt jump shot from 9 ft,58,57
3,10:55.0,,Offensive rebound by A. Žižić,58,57
3,10:55.0,,A. Žižić misses 2-pt layup at rim,58,57
3,10:55.0,Defensive rebound by L. Dončić,,58,57
3,10:54.0,Shooting foul by R. Hood (drawn by M. Kleber),,58,57
3,10:54.0,M. Kleber makes free throw 1 of 2,,59,57
3,10:54.0,M. Kleber makes free throw 2 of 2,,60,57
3,10:44.0,,A. Burks misses 3-pt jump shot from 27 ft,60,57
3,10:39.0,Defensive rebound by D. Finney-Smith,,60,57
3,10:34.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,60,57
3,10:32.0,,Defensive rebound by A. Burks,60,57
3,10:22.0,,D. Nwaba makes 2-pt layup from 2 ft (assist by A. Burks),60,59
3,10:06.0,H. Barnes misses 2-pt jump shot from 11 ft,,60,59
3,10:01.0,Offensive rebound by M. Kleber,,60,59
3,9:59.0,Turnover by M. Kleber (bad pass; steal by D. Nwaba),,60,59
3,9:59.0,,Personal foul by M. Kleber (drawn by R. Hood),60,59
3,9:45.0,,Shooting foul by L. Dončić (drawn by D. Nwaba),60,59
3,9:45.0,,D. Nwaba makes free throw 1 of 2,60,60
3,9:45.0,,D. Nwaba makes free throw 2 of 2,60,61
3,9:33.0,M. Kleber makes 2-pt dunk at rim (assist by L. Dončić),,62,61
3,9:20.0,,C. Sexton misses 2-pt layup from 2 ft,62,61
3,9:17.0,,Offensive rebound by C. Sexton,62,61
3,9:16.0,,C. Sexton misses 2-pt layup from 3 ft,62,61
3,9:13.0,,Offensive rebound by A. Žižić,62,61
3,9:13.0,,A. Žižić misses 2-pt layup at rim,62,61
3,9:13.0,Defensive rebound by L. Dončić,,62,61
3,9:13.0,Personal take foul by D. Nwaba (drawn by L. Dončić),,62,61
3,9:04.0,L. Dončić makes 2-pt layup from 1 ft,,64,61
3,9:03.0,,Cleveland full timeout,64,61
3,8:54.0,,Personal foul by J. Brunson (drawn by C. Sexton),64,61
3,8:44.0,,Offensive foul by A. Žižić (drawn by H. Barnes),64,61
3,8:44.0,,Turnover by A. Žižić (offensive foul),64,61
3,8:34.0,M. Kleber misses 2-pt layup from 1 ft,,64,61
3,8:31.0,,Defensive rebound by D. Nwaba,64,61
3,8:30.0,,Shooting foul by D. Finney-Smith (drawn by C. Sexton),64,61
3,8:30.0,,C. Sexton makes free throw 1 of 2,64,62
3,8:30.0,,C. Sexton makes free throw 2 of 2,64,63
3,8:20.0,J. Brunson misses 2-pt jump shot from 21 ft,,64,63
3,8:16.0,,Defensive rebound by A. Burks,64,63
3,8:09.0,,Shooting foul by L. Dončić (drawn by D. Nwaba),64,63
3,8:09.0,,D. Nwaba misses free throw 1 of 2,64,63
3,8:09.0,,Offensive rebound by Team,64,63
3,8:09.0,,D. Nwaba misses free throw 2 of 2,64,63
3,8:06.0,Defensive rebound by M. Kleber,,64,63
3,8:01.0,Personal foul by D. Nwaba (drawn by L. Dončić),,64,63
3,7:50.0,J. Brunson misses 3-pt jump shot from 30 ft,,64,63
3,7:47.0,,Defensive rebound by A. Žižić,64,63
3,7:36.0,,R. Hood misses 2-pt jump shot from 15 ft,64,63
3,7:33.0,Defensive rebound by D. Finney-Smith,,64,63
3,7:29.0,J. Brunson makes 2-pt layup from 1 ft,,66,63
3,7:29.0,Shooting foul by A. Žižić (drawn by J. Brunson),,66,63
3,7:29.0,J. Brunson makes free throw 1 of 1,,67,63
3,7:12.0,,A. Burks makes 3-pt jump shot from 26 ft (assist by D. Nwaba),67,66
3,7:00.0,Shooting foul by D. Nwaba (drawn by L. Dončić),,67,66
3,7:00.0,L. Dončić makes free throw 1 of 2,,68,66
3,7:00.0,,D. Adel enters the game for D. Nwaba,68,66
3,7:00.0,L. Dončić makes free throw 2 of 2,,69,66
3,6:52.0,,A. Žižić makes 2-pt layup from 2 ft (assist by C. Sexton),69,68
3,6:39.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,69,68
3,6:39.0,,Defensive rebound by R. Hood,69,68
3,6:23.0,,A. Burks misses 3-pt jump shot from 26 ft,69,68
3,6:21.0,Defensive rebound by J. Brunson,,69,68
3,6:10.0,H. Barnes misses 2-pt jump shot from 15 ft,,69,68
3,6:06.0,,Defensive rebound by D. Adel,69,68
3,6:03.0,,Offensive foul by C. Sexton (drawn by J. Brunson),69,68
3,6:03.0,,Turnover by C. Sexton (offensive foul),69,68
3,6:03.0,R. Broekhoff enters the game for L. Dončić,,69,68
3,6:03.0,D. Harris enters the game for D. Finney-Smith,,69,68
3,6:03.0,,J. Clarkson enters the game for R. Hood,69,68
3,5:48.0,D. Harris makes 2-pt jump shot from 4 ft (assist by J. Brunson),,71,68
3,5:36.0,,C. Sexton makes 3-pt jump shot from 25 ft (assist by A. Burks),71,71
3,5:23.0,H. Barnes makes 2-pt dunk from 1 ft (assist by M. Kleber),,73,71
3,5:09.0,,Shooting foul by M. Kleber (drawn by D. Adel),73,71
3,5:09.0,,D. Adel makes free throw 1 of 2,73,72
3,5:09.0,D. Powell enters the game for M. Kleber,,73,72
3,5:09.0,,L. Nance enters the game for A. Žižić,73,72
3,5:09.0,,D. Adel makes free throw 2 of 2,73,73
3,4:50.0,D. Harris makes 3-pt jump shot from 23 ft (assist by H. Barnes),,76,73
3,4:29.0,,C. Sexton misses 2-pt jump shot from 3 ft,76,73
3,4:27.0,Defensive rebound by J. Brunson,,76,73
3,4:19.0,J. Brunson makes 2-pt jump shot from 8 ft,,78,73
3,3:53.0,,L. Nance makes 2-pt jump shot from 18 ft,78,75
3,3:37.0,J. Brunson makes 2-pt layup from 1 ft,,80,75
3,3:15.0,,J. Clarkson misses 3-pt jump shot from 28 ft,80,75
3,3:11.0,Defensive rebound by D. Powell,,80,75
3,3:08.0,Personal foul by A. Burks (drawn by D. Harris),,80,75
3,3:08.0,D. Harris makes free throw 1 of 2,,81,75
3,3:08.0,L. Dončić enters the game for H. Barnes,,81,75
3,3:08.0,D. Nowitzki enters the game for J. Brunson,,81,75
3,3:08.0,,M. Dellavedova enters the game for C. Sexton,81,75
3,3:08.0,D. Harris makes free throw 2 of 2,,82,75
3,3:02.0,Violation by Team (kicked ball),,82,75
3,2:56.0,,Turnover by M. Dellavedova (bad pass),82,75
3,2:56.0,Dallas full timeout,,82,75
3,2:56.0,,R. Hood enters the game for A. Burks,82,75
3,2:42.0,L. Dončić makes 2-pt jump shot from 7 ft,,84,75
3,2:42.0,,Violation by Team (def goaltending),84,75
3,2:30.0,,J. Clarkson misses 3-pt jump shot from 25 ft,84,75
3,2:27.0,Defensive rebound by D. Harris,,84,75
3,2:05.0,L. Dončić misses 3-pt jump shot from 26 ft,,84,75
3,2:02.0,,Defensive rebound by M. Dellavedova,84,75
3,1:54.0,,Personal foul by D. Harris (drawn by L. Nance),84,75
3,1:54.0,,L. Nance makes free throw 1 of 2,84,76
3,1:54.0,,L. Nance misses free throw 2 of 2,84,76
3,1:52.0,Defensive rebound by D. Nowitzki,,84,76
3,1:36.0,Shooting foul by D. Adel (drawn by D. Powell),,84,76
3,1:36.0,D. Powell makes free throw 1 of 2,,85,76
3,1:36.0,D. Powell makes free throw 2 of 2,,86,76
3,1:24.0,,Shooting foul by L. Dončić (drawn by M. Dellavedova),86,76
3,1:24.0,,M. Dellavedova makes free throw 1 of 2,86,77
3,1:24.0,,M. Dellavedova makes free throw 2 of 2,86,78
3,1:02.0,Turnover by D. Harris (out of bounds lost ball),,86,78
3,0:48.0,,Shooting foul by R. Broekhoff (drawn by J. Clarkson),86,78
3,0:48.0,,J. Clarkson makes free throw 1 of 2,86,79
3,0:48.0,,J. Clarkson makes free throw 2 of 2,86,80
3,0:27.0,L. Dončić misses 2-pt layup from 1 ft,,86,80
3,0:25.0,,Defensive rebound by L. Nance,86,80
3,0:07.0,,J. Clarkson misses 2-pt jump shot from 13 ft,86,80
3,0:05.0,Defensive rebound by D. Powell,,86,80
3,0:01.0,L. Dončić misses 3-pt jump shot from 34 ft,,86,80
3,0:01.0,Offensive rebound by Team,,86,80
4,11:46.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,86,80
4,11:43.0,,Defensive rebound by R. Hood,86,80
4,11:27.0,,R. Hood misses 2-pt jump shot from 21 ft,86,80
4,11:25.0,Defensive rebound by L. Dončić,,86,80
4,11:15.0,L. Dončić misses 2-pt layup from 1 ft,,86,80
4,11:11.0,,Defensive rebound by L. Nance,86,80
4,10:55.0,,D. Adel misses 3-pt jump shot from 25 ft,86,80
4,10:52.0,Defensive rebound by D. Nowitzki,,86,80
4,10:43.0,Turnover by D. Powell (bad pass),,86,80
4,10:37.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,86,80
4,10:34.0,Defensive rebound by D. Nowitzki,,86,80
4,10:15.0,D. Powell misses 2-pt layup from 1 ft (block by L. Nance),,86,80
4,10:12.0,,Defensive rebound by L. Nance,86,80
4,10:12.0,,Personal take foul by D. Harris (drawn by L. Nance),86,80
4,10:00.0,,D. Adel misses 3-pt jump shot from 27 ft,86,80
4,9:57.0,Defensive rebound by D. Nowitzki,,86,80
4,9:49.0,Personal foul by L. Nance (drawn by L. Dončić),,86,80
4,9:33.0,L. Dončić misses 2-pt jump shot from 13 ft,,86,80
4,9:29.0,,Defensive rebound by J. Clarkson,86,80
4,9:14.0,,M. Dellavedova misses 2-pt layup from 1 ft,86,80
4,9:12.0,Defensive rebound by L. Dončić,,86,80
4,9:12.0,H. Barnes enters the game for L. Dončić,,86,80
4,9:12.0,J. Brunson enters the game for D. Nowitzki,,86,80
4,9:12.0,,A. Burks enters the game for D. Adel,86,80
4,8:56.0,J. Brunson makes 3-pt jump shot from 27 ft,,89,80
4,8:56.0,Shooting foul by L. Nance (drawn by J. Brunson),,89,80
4,8:56.0,J. Brunson makes free throw 1 of 1,,90,80
4,8:56.0,,Cleveland full timeout,90,80
4,8:43.0,,J. Clarkson misses 3-pt jump shot from 25 ft,90,80
4,8:38.0,,Offensive rebound by L. Nance,90,80
4,8:36.0,,L. Nance misses 2-pt layup from 3 ft (block by D. Powell),90,80
4,8:31.0,Defensive rebound by J. Brunson,,90,80
4,8:28.0,Turnover by D. Powell (bad pass; steal by L. Nance),,90,80
4,8:26.0,,J. Clarkson makes 2-pt jump shot from 1 ft,90,82
4,8:26.0,,Shooting foul by D. Powell (drawn by J. Clarkson),90,82
4,8:26.0,,J. Clarkson makes free throw 1 of 1,90,83
4,8:09.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Harris),,93,83
4,7:43.0,,A. Burks misses 3-pt jump shot from 25 ft,93,83
4,7:41.0,,Offensive rebound by L. Nance,93,83
4,7:41.0,,Offensive foul by L. Nance (drawn by D. Powell),93,83
4,7:41.0,,Turnover by L. Nance (offensive foul),93,83
4,7:26.0,D. Powell makes 2-pt layup from 1 ft (assist by H. Barnes),,95,83
4,7:11.0,,J. Clarkson makes 2-pt jump shot from 9 ft,95,85
4,7:09.0,,Violation by Team (delay of game),95,85
4,6:53.0,H. Barnes makes 2-pt layup from 1 ft (assist by J. Brunson),,97,85
4,6:41.0,,J. Clarkson makes 2-pt jump shot from 2 ft (assist by M. Dellavedova),97,87
4,6:41.0,Violation by Team (def goaltending),,97,87
4,6:27.0,H. Barnes makes 3-pt jump shot from 27 ft (assist by R. Broekhoff),,100,87
4,6:26.0,,Cleveland full timeout,100,87
4,6:26.0,,D. Adel enters the game for M. Dellavedova,100,87
4,6:26.0,,C. Sexton enters the game for R. Hood,100,87
4,6:09.0,,Personal foul by R. Broekhoff (drawn by L. Nance),100,87
4,5:55.0,,D. Adel makes 2-pt jump shot from 14 ft,100,89
4,5:41.0,Shooting foul by D. Adel (drawn by J. Brunson),,100,89
4,5:41.0,J. Brunson misses free throw 1 of 2,,100,89
4,5:41.0,Offensive rebound by Team,,100,89
4,5:41.0,J. Brunson makes free throw 2 of 2,,101,89
4,5:24.0,,Shooting foul by D. Harris (drawn by A. Burks),101,89
4,5:24.0,,A. Burks makes free throw 1 of 2,101,90
4,5:24.0,,A. Burks makes free throw 2 of 2,101,91
4,5:24.0,D. Finney-Smith enters the game for D. Harris,,101,91
4,5:07.0,H. Barnes makes 2-pt jump shot from 8 ft,,103,91
4,4:46.0,,C. Sexton misses 2-pt jump shot from 19 ft,103,91
