QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
2,3:04.0,Offensive rebound by D. Miller,,61,49
2,3:02.0,J. Randle misses 2-pt jump shot from 4 ft,,61,49
2,3:02.0,,Defensive rebound by W. Cauley-Stein,61,49
2,2:54.0,,Turnover by I. Shumpert (bad pass; steal by E. Moore),61,49
2,2:47.0,J. Randle makes 2-pt jump shot from 4 ft (assist by J. Holiday),,63,49
2,2:36.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by D. Fox),63,52
2,2:11.0,J. Randle misses 2-pt jump shot from 8 ft,,63,52
2,2:08.0,,Defensive rebound by W. Cauley-Stein,63,52
2,1:59.0,,D. Fox makes 2-pt jump shot from 10 ft,63,54
2,1:44.0,J. Holiday misses 2-pt hook shot from 8 ft,,63,54
2,1:42.0,,Defensive rebound by W. Cauley-Stein,63,54
2,1:34.0,,D. Fox misses 2-pt jump shot from 16 ft,63,54
2,1:29.0,,Offensive rebound by B. Hield,63,54
2,1:28.0,,B. Hield makes 2-pt layup from 2 ft,63,56
2,1:17.0,A. Davis makes 2-pt jump shot from 9 ft,,65,56
2,1:06.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Hield),65,58
2,0:55.0,J. Holiday makes 2-pt dunk from 1 ft,,67,58
2,0:39.0,,D. Fox misses 2-pt jump shot from 10 ft,67,58
2,0:35.0,Defensive rebound by A. Davis,,67,58
2,0:23.0,J. Holiday makes 2-pt hook shot from 6 ft,,69,58
2,0:00.0,,N. Bjelica misses 2-pt jump shot from 9 ft,69,58
2,0:00.0,,Offensive rebound by N. Bjelica,69,58
2,0:00.0,,N. Bjelica misses 2-pt layup at rim,69,58
2,0:00.0,,Offensive rebound by Team,69,58
3,11:45.0,J. Randle misses 2-pt layup from 7 ft (block by N. Bjelica),,69,58
3,11:44.0,,Defensive rebound by N. Bjelica,69,58
3,11:44.0,,Personal take foul by J. Holiday (drawn by D. Fox),69,58
3,11:36.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),69,61
3,11:13.0,T. Frazier makes 3-pt jump shot from 25 ft (assist by J. Holiday),,72,61
3,11:01.0,,D. Fox misses 2-pt jump shot from 9 ft (block by A. Davis),72,61
3,10:59.0,Defensive rebound by A. Davis,,72,61
3,10:53.0,J. Randle misses 2-pt hook shot from 7 ft,,72,61
3,10:49.0,,Defensive rebound by B. Hield,72,61
3,10:36.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by I. Shumpert),72,63
3,10:36.0,,Shooting foul by J. Randle (drawn by W. Cauley-Stein),72,63
3,10:36.0,,W. Cauley-Stein misses free throw 1 of 1,72,63
3,10:33.0,Defensive rebound by J. Randle,,72,63
3,10:26.0,Personal foul by N. Bjelica (drawn by A. Davis),,72,63
3,10:20.0,J. Holiday misses 3-pt jump shot from 25 ft,,72,63
3,10:18.0,,Defensive rebound by B. Hield,72,63
3,10:12.0,,W. Cauley-Stein misses 2-pt jump shot from 17 ft,72,63
3,10:08.0,Defensive rebound by A. Davis,,72,63
3,9:58.0,Turnover by J. Randle (lost ball; steal by D. Fox),,72,63
3,9:57.0,,Personal take foul by D. Miller (drawn by W. Cauley-Stein),72,63
3,9:46.0,,D. Fox misses 2-pt layup from 3 ft (block by T. Frazier),72,63
3,9:46.0,Defensive rebound by Team,,72,63
3,9:46.0,Personal foul by D. Fox (drawn by T. Frazier),,72,63
3,9:31.0,A. Davis misses 2-pt jump shot from 11 ft,,72,63
3,9:27.0,,Defensive rebound by N. Bjelica,72,63
3,9:15.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,72,63
3,9:12.0,,Offensive rebound by I. Shumpert,72,63
3,9:09.0,,I. Shumpert misses 2-pt jump shot from 16 ft,72,63
3,9:08.0,Defensive rebound by J. Randle,,72,63
3,8:58.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Randle),,74,63
3,8:48.0,,Shooting foul by A. Davis (drawn by W. Cauley-Stein),74,63
3,8:48.0,,W. Cauley-Stein misses free throw 1 of 2,74,63
3,8:48.0,,Offensive rebound by Team,74,63
3,8:48.0,,W. Cauley-Stein makes free throw 2 of 2,74,64
3,8:36.0,A. Davis misses 3-pt jump shot from 25 ft,,74,64
3,8:33.0,Offensive rebound by T. Frazier,,74,64
3,8:29.0,D. Miller misses 3-pt jump shot from 25 ft,,74,64
3,8:25.0,,Defensive rebound by D. Fox,74,64
3,8:23.0,,Shooting foul by T. Frazier (drawn by D. Fox),74,64
3,8:23.0,,D. Fox makes free throw 1 of 2,74,65
3,8:23.0,,D. Fox makes free throw 2 of 2,74,66
3,8:15.0,Personal foul by W. Cauley-Stein (drawn by J. Holiday),,74,66
3,8:09.0,T. Frazier makes 2-pt layup from 2 ft,,76,66
3,7:50.0,,N. Bjelica misses 2-pt layup from 2 ft,76,66
3,7:47.0,,Offensive rebound by W. Cauley-Stein,76,66
3,7:47.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,76,66
3,7:46.0,Defensive rebound by J. Holiday,,76,66
3,7:43.0,Turnover by T. Frazier (bad pass; steal by D. Fox),,76,66
3,7:39.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),76,69
3,7:39.0,New Orleans full timeout,,76,69
3,7:39.0,E. Moore enters the game for T. Frazier,,76,69
3,7:39.0,,B. Bogdanović enters the game for D. Fox,76,69
3,7:26.0,A. Davis makes 2-pt jump shot from 21 ft (assist by E. Moore),,78,69
3,7:09.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by B. Bogdanović),78,71
3,6:55.0,A. Davis misses 2-pt jump shot from 21 ft,,78,71
3,6:52.0,Offensive rebound by J. Holiday,,78,71
3,6:52.0,Shooting foul by I. Shumpert (drawn by J. Holiday),,78,71
3,6:52.0,J. Holiday makes free throw 1 of 2,,79,71
3,6:52.0,J. Holiday misses free throw 2 of 2,,79,71
3,6:50.0,,Defensive rebound by W. Cauley-Stein,79,71
3,6:30.0,,B. Hield makes 3-pt jump shot from 25 ft,79,74
3,6:06.0,Shooting foul by N. Bjelica (drawn by A. Davis),,79,74
3,6:06.0,A. Davis makes free throw 1 of 2,,80,74
3,6:06.0,,H. Giles enters the game for N. Bjelica,80,74
3,6:06.0,A. Davis makes free throw 2 of 2,,81,74
3,5:46.0,,Shooting foul by D. Miller (drawn by I. Shumpert),81,74
3,5:46.0,,I. Shumpert makes free throw 1 of 2,81,75
3,5:46.0,F. Jackson enters the game for D. Miller,,81,75
3,5:46.0,J. Okafor enters the game for J. Randle,,81,75
3,5:46.0,,I. Shumpert makes free throw 2 of 2,81,76
3,5:35.0,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),,83,76
3,5:24.0,,B. Bogdanović misses 2-pt layup from 2 ft,83,76
3,5:22.0,Defensive rebound by A. Davis,,83,76
3,5:06.0,J. Okafor misses 2-pt layup from 1 ft (block by I. Shumpert),,83,76
3,5:02.0,Offensive rebound by J. Okafor,,83,76
3,5:02.0,J. Okafor misses 2-pt layup from 2 ft,,83,76
3,5:00.0,,Defensive rebound by W. Cauley-Stein,83,76
3,4:46.0,,B. Hield makes 2-pt jump shot from 6 ft,83,78
3,4:28.0,J. Holiday misses 2-pt layup from 2 ft,,83,78
3,4:28.0,Offensive rebound by A. Davis,,83,78
3,4:28.0,Shooting foul by H. Giles (drawn by A. Davis),,83,78
3,4:28.0,A. Davis makes free throw 1 of 2,,84,78
3,4:28.0,A. Davis makes free throw 2 of 2,,85,78
3,4:14.0,,I. Shumpert misses 3-pt jump shot from 25 ft,85,78
3,4:11.0,Defensive rebound by J. Okafor,,85,78
3,4:05.0,Personal foul by B. Hield (drawn by A. Davis),,85,78
3,4:05.0,A. Davis makes free throw 1 of 2,,86,78
3,4:05.0,,Y. Ferrell enters the game for W. Cauley-Stein,86,78
3,4:05.0,,K. Koufos enters the game for I. Shumpert,86,78
3,4:05.0,A. Davis misses free throw 2 of 2,,86,78
3,4:01.0,,Defensive rebound by Y. Ferrell,86,78
3,3:47.0,,B. Bogdanović makes 2-pt layup from 3 ft,86,80
3,3:32.0,J. Holiday makes 2-pt layup from 2 ft,,88,80
3,3:11.0,,B. Bogdanović misses 2-pt layup from 2 ft,88,80
3,3:06.0,,Offensive rebound by H. Giles,88,80
3,3:06.0,,H. Giles makes 2-pt dunk from 1 ft,88,82
3,3:03.0,Turnover by F. Jackson (step out of bounds),,88,82
3,3:03.0,,J. Jackson enters the game for B. Hield,88,82
3,2:56.0,,Personal foul by J. Holiday (drawn by B. Bogdanović),88,82
3,2:56.0,,Sacramento full timeout,88,82
3,2:56.0,,B. Bogdanović makes free throw 1 of 2,88,83
3,2:56.0,,B. Bogdanović makes free throw 2 of 2,88,84
3,2:40.0,A. Davis misses 2-pt jump shot from 20 ft,,88,84
3,2:35.0,,Defensive rebound by J. Jackson,88,84
3,2:27.0,,B. Bogdanović misses 2-pt layup from 6 ft,88,84
3,2:23.0,,Offensive rebound by H. Giles,88,84
3,2:23.0,,H. Giles misses 2-pt dunk from 1 ft,88,84
3,2:23.0,Defensive rebound by A. Davis,,88,84
3,2:12.0,E. Moore makes 2-pt layup from 2 ft (assist by A. Davis),,90,84
3,1:52.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,90,84
3,1:50.0,Defensive rebound by A. Davis,,90,84
3,1:43.0,J. Holiday misses 3-pt jump shot from 25 ft,,90,84
3,1:40.0,,Defensive rebound by H. Giles,90,84
3,1:34.0,,Y. Ferrell makes 2-pt jump shot from 18 ft,90,86
3,1:18.0,F. Jackson misses 3-pt jump shot from 25 ft,,90,86
3,1:16.0,,Defensive rebound by H. Giles,90,86
3,1:06.0,,H. Giles misses 2-pt layup from 3 ft (block by A. Davis),90,86
3,1:04.0,Defensive rebound by J. Okafor,,90,86
3,0:59.0,J. Okafor makes 2-pt hook shot from 6 ft,,92,86
3,0:38.0,,Shooting foul by J. Holiday (drawn by K. Koufos),92,86
3,0:38.0,,K. Koufos misses free throw 1 of 2,92,86
3,0:38.0,,Offensive rebound by Team,92,86
3,0:38.0,T. Frazier enters the game for J. Holiday,,92,86
3,0:38.0,,K. Koufos misses free throw 2 of 2,92,86
3,0:35.0,Defensive rebound by J. Okafor,,92,86
3,0:31.0,T. Frazier makes 2-pt jump shot from 15 ft,,94,86
3,0:22.0,,H. Giles misses 2-pt hook shot from 8 ft,94,86
3,0:19.0,Defensive rebound by T. Frazier,,94,86
3,0:01.0,A. Davis makes 2-pt layup from 4 ft (assist by T. Frazier),,96,86
4,11:48.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,96,86
4,11:45.0,Defensive rebound by J. Okafor,,96,86
4,11:35.0,Shooting foul by B. Bogdanović (drawn by J. Randle),,96,86
4,11:35.0,J. Randle misses free throw 1 of 2,,96,86
4,11:35.0,Offensive rebound by Team,,96,86
4,11:35.0,,B. Hield enters the game for Y. Ferrell,96,86
4,11:35.0,J. Randle makes free throw 2 of 2,,97,86
4,11:21.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,97,89
4,10:57.0,J. Okafor makes 2-pt jump shot from 20 ft,,99,89
4,10:47.0,,Personal foul by J. Randle (drawn by B. Bogdanović),99,89
4,10:47.0,S. Hill enters the game for J. Okafor,,99,89
4,10:29.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,99,89
4,10:26.0,Defensive rebound by J. Randle,,99,89
4,10:26.0,J. Randle makes 2-pt layup from 2 ft (assist by T. Frazier),,101,89
4,10:26.0,Shooting foul by B. Bogdanović (drawn by J. Randle),,101,89
4,10:26.0,,W. Cauley-Stein enters the game for N. Bjelica,101,89
4,10:26.0,,D. Fox enters the game for K. Koufos,101,89
4,10:26.0,J. Randle misses free throw 1 of 1,,101,89
4,10:22.0,,Defensive rebound by W. Cauley-Stein,101,89
4,10:19.0,,Personal foul by T. Frazier (drawn by D. Fox),101,89
4,10:10.0,,W. Cauley-Stein misses 2-pt hook shot from 7 ft,101,89
4,10:08.0,Defensive rebound by J. Randle,,101,89
4,9:57.0,D. Miller misses 3-pt jump shot from 25 ft,,101,89
4,9:53.0,,Defensive rebound by W. Cauley-Stein,101,89
4,9:45.0,,D. Fox misses 2-pt layup from 7 ft (block by D. Miller),101,89
4,9:42.0,Defensive rebound by J. Randle,,101,89
4,9:40.0,J. Randle misses 2-pt layup from 2 ft,,101,89
4,9:37.0,,Defensive rebound by W. Cauley-Stein,101,89
4,9:32.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),101,92
4,9:11.0,T. Frazier misses 2-pt layup from 3 ft,,101,92
4,9:09.0,,Defensive rebound by W. Cauley-Stein,101,92
4,9:07.0,,B. Bogdanović makes 2-pt dunk from 2 ft (assist by D. Fox),101,94
4,9:07.0,New Orleans full timeout,,101,94
4,9:07.0,A. Davis enters the game for S. Hill,,101,94
4,9:07.0,J. Holiday enters the game for E. Moore,,101,94
