QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DENVER_ACTION,CLEVELAND_SCORE,DENVER_SCORE
3,10:15.0,,Turnover by T. Craig (bad pass; steal by R. Hood),50,72
3,10:10.0,R. Hood makes 2-pt layup from 2 ft (assist by C. Payne),,52,72
3,10:09.0,,Denver full timeout,52,72
3,9:54.0,,N. Jokić misses 2-pt hook shot from 4 ft,52,72
3,9:53.0,,Offensive rebound by P. Millsap,52,72
3,9:52.0,,P. Millsap makes 2-pt layup from 1 ft,52,74
3,9:25.0,C. Osman makes 3-pt jump shot from 23 ft (assist by R. Hood),,55,74
3,9:09.0,,P. Millsap makes 2-pt dunk from 2 ft (assist by N. Jokić),55,76
3,8:56.0,C. Osman misses 3-pt jump shot from 24 ft,,55,76
3,8:53.0,,Defensive rebound by J. Murray,55,76
3,8:49.0,,M. Beasley misses 3-pt jump shot from 25 ft,55,76
3,8:45.0,Defensive rebound by C. Sexton,,55,76
3,8:44.0,C. Sexton makes 2-pt layup from 2 ft,,57,76
3,8:44.0,Shooting foul by M. Beasley (drawn by C. Sexton),,57,76
3,8:44.0,C. Sexton makes free throw 1 of 1,,58,76
3,8:32.0,,P. Millsap misses 3-pt jump shot from 25 ft,58,76
3,8:27.0,,Offensive rebound by N. Jokić,58,76
3,8:27.0,,N. Jokić makes 2-pt layup from 1 ft,58,78
3,8:07.0,R. Hood misses 3-pt jump shot from 22 ft,,58,78
3,8:05.0,,Defensive rebound by P. Millsap,58,78
3,7:42.0,,N. Jokić makes 2-pt jump shot from 13 ft,58,80
3,7:29.0,C. Sexton misses 2-pt jump shot from 3 ft,,58,80
3,7:27.0,,Defensive rebound by N. Jokić,58,80
3,7:17.0,,Personal foul by C. Sexton (drawn by J. Murray),58,80
3,7:15.0,,M. Beasley misses 3-pt jump shot from 26 ft,58,80
3,7:12.0,,Offensive rebound by N. Jokić,58,80
3,7:12.0,,Personal foul by A. Žižić (drawn by N. Jokić),58,80
3,7:05.0,,J. Murray makes 2-pt jump shot from 11 ft (assist by N. Jokić),58,82
3,6:48.0,R. Hood makes 2-pt layup from 2 ft,,60,82
3,6:33.0,,J. Murray makes 3-pt jump shot from 25 ft,60,85
3,6:21.0,C. Sexton misses 3-pt jump shot from 25 ft,,60,85
3,6:18.0,Offensive rebound by C. Sexton,,60,85
3,6:14.0,R. Hood makes 2-pt layup from 2 ft (assist by C. Sexton),,62,85
3,6:02.0,,J. Murray makes 2-pt jump shot from 13 ft,62,87
3,5:50.0,Cleveland full timeout,,62,87
3,5:50.0,A. Burks enters the game for R. Hood,,62,87
3,5:50.0,J. Clarkson enters the game for C. Payne,,62,87
3,5:38.0,Turnover by C. Sexton (bad pass; steal by N. Jokić),,62,87
3,5:33.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),62,90
3,5:20.0,Shooting foul by N. Jokić (drawn by A. Žižić),,62,90
3,5:20.0,A. Žižić misses free throw 1 of 2,,62,90
3,5:20.0,Offensive rebound by Team,,62,90
3,5:20.0,A. Žižić makes free throw 2 of 2,,63,90
3,5:04.0,,T. Craig makes 3-pt jump shot from 24 ft (assist by J. Murray),63,93
3,4:45.0,Turnover by C. Osman (bad pass; steal by P. Millsap),,63,93
3,4:37.0,,T. Craig misses 3-pt jump shot from 25 ft,63,93
3,4:34.0,Defensive rebound by A. Žižić,,63,93
3,4:24.0,J. Clarkson makes 3-pt jump shot from 22 ft (assist by C. Osman),,66,93
3,4:11.0,,J. Murray misses 2-pt jump shot from 21 ft,66,93
3,4:08.0,Defensive rebound by J. Clarkson,,66,93
3,3:59.0,C. Sexton misses 3-pt jump shot from 25 ft,,66,93
3,3:53.0,,Defensive rebound by M. Beasley,66,93
3,3:41.0,,M. Beasley makes 2-pt layup from 1 ft (assist by N. Jokić),66,95
3,3:31.0,C. Osman misses 3-pt jump shot from 24 ft,,66,95
3,3:29.0,,Defensive rebound by N. Jokić,66,95
3,3:27.0,,P. Millsap misses 2-pt layup from 3 ft (block by C. Osman),66,95
3,3:27.0,,Offensive rebound by Team,66,95
3,3:27.0,J. Blossomgame enters the game for C. Osman,,66,95
3,3:27.0,M. Dellavedova enters the game for C. Sexton,,66,95
3,3:27.0,C. Frye enters the game for A. Žižić,,66,95
3,3:27.0,,W. Barton enters the game for M. Beasley,66,95
3,3:27.0,,G. Harris enters the game for T. Craig,66,95
3,3:27.0,,M. Plumlee enters the game for P. Millsap,66,95
3,3:22.0,,N. Jokić misses 3-pt jump shot from 25 ft,66,95
3,3:19.0,,Offensive rebound by Team,66,95
3,3:19.0,,Turnover by J. Murray (bad pass),66,95
3,2:55.0,C. Frye misses 2-pt hook shot from 7 ft,,66,95
3,2:53.0,,Defensive rebound by N. Jokić,66,95
3,2:39.0,,J. Murray misses 2-pt layup from 5 ft,66,95
3,2:38.0,,Offensive rebound by M. Plumlee,66,95
3,2:30.0,,G. Harris misses 3-pt jump shot from 25 ft,66,95
3,2:28.0,Defensive rebound by Team,,66,95
3,2:28.0,,Loose ball foul by J. Murray (drawn by C. Frye),66,95
3,2:28.0,,T. Lyles enters the game for N. Jokić,66,95
3,2:28.0,,M. Morris enters the game for J. Murray,66,95
3,2:17.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,69,95
3,2:00.0,,M. Plumlee makes 2-pt hook shot from 5 ft,69,97
3,1:44.0,Shooting foul by T. Lyles (drawn by A. Burks),,69,97
3,1:44.0,A. Burks makes free throw 1 of 2,,70,97
3,1:44.0,A. Burks makes free throw 2 of 2,,71,97
3,1:32.0,,Personal foul by C. Frye (drawn by M. Plumlee),71,97
3,1:32.0,,M. Plumlee makes free throw 1 of 2,71,98
3,1:32.0,,M. Plumlee misses free throw 2 of 2,71,98
3,1:30.0,Defensive rebound by M. Dellavedova,,71,98
3,1:18.0,J. Blossomgame makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,73,98
3,1:04.0,,W. Barton misses 2-pt layup from 1 ft,73,98
3,1:01.0,Defensive rebound by J. Clarkson,,73,98
3,0:58.0,J. Clarkson makes 3-pt jump shot from 24 ft,,76,98
3,0:40.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by W. Barton),76,101
3,0:27.0,J. Clarkson misses 3-pt jump shot from 24 ft,,76,101
3,0:24.0,,Defensive rebound by M. Plumlee,76,101
3,0:01.0,,Turnover by Team (shot clock),76,101
4,11:48.0,C. Frye misses 2-pt jump shot from 22 ft,,76,101
4,11:44.0,,Defensive rebound by T. Lyles,76,101
4,11:32.0,,G. Harris misses 2-pt jump shot from 24 ft,76,101
4,11:29.0,Defensive rebound by J. Blossomgame,,76,101
4,11:18.0,Personal foul by T. Lyles (drawn by J. Clarkson),,76,101
4,11:04.0,Turnover by Team (shot clock),,76,101
4,10:51.0,,G. Harris makes 2-pt jump shot from 9 ft (assist by M. Plumlee),76,103
4,10:26.0,A. Burks misses 3-pt jump shot from 23 ft,,76,103
4,10:23.0,,Defensive rebound by M. Plumlee,76,103
4,10:14.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Lyles),76,106
4,10:01.0,J. Clarkson misses 2-pt layup from 1 ft,,76,106
4,9:59.0,,Defensive rebound by M. Plumlee,76,106
4,9:53.0,,G. Harris misses 2-pt layup from 1 ft,76,106
4,9:51.0,Defensive rebound by C. Frye,,76,106
4,9:51.0,Personal foul by W. Barton (drawn by J. Clarkson),,76,106
4,9:39.0,Shooting foul by M. Plumlee (drawn by A. Burks),,76,106
4,9:39.0,A. Burks makes free throw 1 of 2,,77,106
4,9:39.0,A. Burks makes free throw 2 of 2,,78,106
4,9:31.0,,Turnover by G. Harris (bad pass),78,106
4,9:20.0,J. Clarkson misses 3-pt jump shot from 25 ft,,78,106
4,9:17.0,,Defensive rebound by T. Lyles,78,106
4,9:08.0,,Turnover by W. Barton (lost ball; steal by J. Blossomgame),78,106
4,9:05.0,J. Clarkson makes 2-pt dunk from 1 ft (assist by J. Blossomgame),,80,106
4,9:05.0,,Denver full timeout,80,106
4,8:54.0,,G. Harris makes 2-pt jump shot from 8 ft (assist by T. Lyles),80,108
4,8:38.0,A. Burks makes 2-pt layup from 1 ft,,82,108
4,8:18.0,,Offensive foul by M. Plumlee (drawn by A. Burks),82,108
4,8:18.0,,Turnover by M. Plumlee (offensive foul),82,108
4,7:53.0,J. Blossomgame misses 3-pt jump shot from 23 ft,,82,108
4,7:49.0,Offensive rebound by J. Clarkson,,82,108
4,7:45.0,J. Clarkson misses 3-pt jump shot from 22 ft,,82,108
4,7:41.0,,Defensive rebound by M. Plumlee,82,108
4,7:28.0,,G. Harris misses 3-pt jump shot from 28 ft,82,108
4,7:22.0,,Offensive rebound by T. Lyles,82,108
4,7:22.0,,T. Lyles misses 2-pt layup from 1 ft,82,108
4,7:21.0,Defensive rebound by A. Burks,,82,108
4,7:20.0,Shooting foul by W. Barton (drawn by A. Burks),,82,108
4,7:20.0,A. Burks makes free throw 1 of 2,,83,108
4,7:20.0,,M. Beasley enters the game for G. Harris,83,108
4,7:20.0,A. Burks makes free throw 2 of 2,,84,108
4,6:56.0,,W. Barton misses 3-pt jump shot from 29 ft,84,108
4,6:53.0,Defensive rebound by A. Burks,,84,108
4,6:45.0,J. Blossomgame misses 2-pt layup from 5 ft,,84,108
4,6:42.0,,Defensive rebound by T. Lyles,84,108
4,6:42.0,C. Osman enters the game for J. Blossomgame,,84,108
4,6:42.0,A. Žižić enters the game for C. Frye,,84,108
4,6:42.0,,T. Craig enters the game for W. Barton,84,108
4,6:24.0,,M. Morris misses 3-pt jump shot from 25 ft,84,108
4,6:18.0,Defensive rebound by A. Žižić,,84,108
4,6:02.0,J. Clarkson misses 2-pt jump shot from 12 ft,,84,108
4,6:00.0,,Defensive rebound by T. Craig,84,108
4,5:53.0,,T. Lyles makes 2-pt layup from 1 ft (assist by M. Plumlee),84,110
4,5:45.0,Cleveland full timeout,,84,110
4,5:45.0,R. Hood enters the game for J. Clarkson,,84,110
4,5:45.0,C. Sexton enters the game for M. Dellavedova,,84,110
4,5:45.0,,T. Lydon enters the game for M. Plumlee,84,110
4,5:38.0,A. Žižić makes 2-pt hook shot from 3 ft (assist by R. Hood),,86,110
4,5:23.0,,T. Lyles misses 3-pt jump shot from 25 ft,86,110
4,5:19.0,Defensive rebound by A. Žižić,,86,110
4,5:08.0,C. Osman makes 2-pt layup from 2 ft (assist by A. Burks),,88,110
4,5:08.0,Shooting foul by T. Lydon (drawn by A. Burks),,88,110
4,5:08.0,D. Adel enters the game for A. Burks,,88,110
4,5:08.0,C. Osman makes free throw 1 of 1,,89,110
4,4:53.0,,Shooting foul by A. Žižić (drawn by T. Lyles),89,110
4,4:53.0,,T. Lyles makes free throw 1 of 2,89,111
4,4:53.0,,T. Lyles makes free throw 2 of 2,89,112
4,4:43.0,Turnover by C. Osman (traveling),,89,112
4,4:31.0,,T. Craig makes 2-pt jump shot from 6 ft (assist by T. Lyles),89,114
4,4:19.0,A. Žižić makes 2-pt layup from 1 ft (assist by C. Sexton),,91,114
4,4:03.0,,T. Lyles makes 2-pt layup from 3 ft (assist by M. Morris),91,116
4,3:52.0,C. Sexton misses 2-pt jump shot from 13 ft,,91,116
4,3:49.0,Offensive rebound by D. Adel,,91,116
4,3:38.0,Shooting foul by T. Lyles (drawn by A. Žižić),,91,116
4,3:38.0,A. Žižić makes free throw 1 of 2,,92,116
4,3:38.0,,B. Goodwin enters the game for M. Morris,92,116
4,3:38.0,A. Žižić makes free throw 2 of 2,,93,116
4,3:27.0,,T. Lyles makes 2-pt jump shot from 17 ft,93,118
4,3:02.0,R. Hood misses 2-pt jump shot from 7 ft,,93,118
4,3:00.0,,Defensive rebound by T. Lydon,93,118
4,2:55.0,,B. Goodwin misses 2-pt layup from 2 ft,93,118
4,2:53.0,,Offensive rebound by M. Beasley,93,118
4,2:45.0,,T. Lyles misses 3-pt jump shot from 25 ft,93,118
4,2:40.0,Defensive rebound by D. Adel,,93,118
4,2:31.0,A. Žižić misses 2-pt hook shot from 6 ft,,93,118
4,2:29.0,,Defensive rebound by T. Lyles,93,118
4,2:21.0,,M. Beasley makes 2-pt layup from 2 ft (assist by T. Lyles),93,120
4,1:55.0,C. Sexton misses 2-pt jump shot from 21 ft,,93,120
4,1:55.0,Offensive rebound by Team,,93,120
4,1:55.0,Turnover by Team (shot clock),,93,120
4,1:55.0,J. Blossomgame enters the game for A. Žižić,,93,120
4,1:42.0,,T. Lyles makes 2-pt layup from 2 ft (assist by M. Beasley),93,122
4,1:25.0,Shooting foul by T. Craig (drawn by R. Hood),,93,122
4,1:25.0,R. Hood makes free throw 1 of 3,,94,122
4,1:25.0,R. Hood makes free throw 2 of 3,,95,122
4,1:25.0,R. Hood makes free throw 3 of 3,,96,122
4,1:13.0,,B. Goodwin misses 2-pt layup from 3 ft,96,122
4,1:13.0,,Offensive rebound by Team,96,122
4,1:13.0,Loose ball foul by C. Sexton (drawn by T. Lydon),,96,122
4,1:10.0,,Offensive foul by T. Lydon (drawn by C. Sexton),96,122
4,1:10.0,,Turnover by T. Lydon (offensive foul),96,122
4,0:53.0,D. Adel makes 3-pt jump shot from 24 ft (assist by R. Hood),,99,122
4,0:30.0,,B. Goodwin misses 2-pt jump shot from 11 ft,99,122
4,0:30.0,,Offensive rebound by T. Lydon,99,122
4,0:30.0,,T. Lydon makes 2-pt layup from 1 ft,99,124
4,0:18.0,C. Sexton makes 3-pt jump shot from 25 ft,,102,124
