QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
4,7:46.0,,J. Jerebko makes 3-pt jump shot from 22 ft (assist by K. Thompson),108,112
4,7:38.0,Shooting foul by K. Thompson (drawn by L. Williams),,108,112
4,7:38.0,LA Clippers full timeout,,108,112
4,7:38.0,,K. Durant enters the game for S. Curry,108,112
4,7:38.0,L. Williams misses free throw 1 of 2,,108,112
4,7:38.0,Offensive rebound by Team,,108,112
4,7:38.0,L. Williams makes free throw 2 of 2,,109,112
4,7:35.0,,Personal take foul by S. Gilgeous-Alexander (drawn by K. Thompson),109,112
4,7:35.0,D. Gallinari enters the game for L. Williams,,109,112
4,7:22.0,,S. Livingston misses 2-pt jump shot from 14 ft,109,112
4,7:21.0,Defensive rebound by D. Gallinari,,109,112
4,7:07.0,S. Gilgeous-Alexander misses 2-pt layup from 5 ft (block by K. Thompson),,109,112
4,7:06.0,Offensive rebound by Team,,109,112
4,6:58.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by S. Livingston),,109,112
4,6:54.0,,K. Durant misses 3-pt jump shot from 27 ft,109,112
4,6:52.0,Defensive rebound by T. Harris,,109,112
4,6:41.0,A. Bradley misses 2-pt jump shot from 12 ft,,109,112
4,6:40.0,,Defensive rebound by J. Jerebko,109,112
4,6:17.0,,K. Looney makes 2-pt layup from 3 ft (assist by S. Livingston),109,114
4,5:51.0,T. Harris makes 2-pt jump shot from 14 ft (assist by D. Gallinari),,111,114
4,5:31.0,,K. Durant misses 2-pt layup from 3 ft,111,114
4,5:29.0,Defensive rebound by M. Harrell,,111,114
4,5:26.0,Personal foul by K. Durant (drawn by T. Harris),,111,114
4,5:26.0,T. Harris makes free throw 1 of 2,,112,114
4,5:26.0,,A. Iguodala enters the game for S. Livingston,112,114
4,5:26.0,T. Harris makes free throw 2 of 2,,113,114
4,5:13.0,,K. Thompson misses 2-pt jump shot from 12 ft,113,114
4,5:12.0,,Offensive rebound by K. Looney,113,114
4,5:12.0,,K. Looney makes 2-pt layup at rim,113,116
4,4:54.0,T. Harris makes 2-pt layup from 2 ft,,115,116
4,4:43.0,,K. Thompson misses 2-pt jump shot from 21 ft,115,116
4,4:42.0,Defensive rebound by D. Gallinari,,115,116
4,4:26.0,M. Harrell makes 2-pt hook shot from 12 ft,,117,116
4,4:25.0,,Golden State full timeout,117,116
4,4:25.0,,S. Curry enters the game for J. Jerebko,117,116
4,4:25.0,,D. Green enters the game for K. Looney,117,116
4,4:11.0,,K. Durant makes 2-pt jump shot from 19 ft (assist by A. Iguodala),117,118
4,3:53.0,D. Gallinari misses 2-pt layup from 3 ft (block by A. Iguodala),,117,118
4,3:52.0,Offensive rebound by Team,,117,118
4,3:48.0,Turnover by Team (shot clock),,117,118
4,3:32.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),117,121
4,3:32.0,,Shooting foul by A. Bradley (drawn by S. Curry),117,121
4,3:32.0,,S. Curry makes free throw 1 of 1,117,122
4,3:14.0,Turnover by M. Harrell (lost ball; steal by D. Green),,117,122
4,2:58.0,,K. Durant makes 3-pt jump shot from 27 ft,117,125
4,2:57.0,LA Clippers full timeout,,117,125
4,2:57.0,P. Beverley enters the game for S. Gilgeous-Alexander,,117,125
4,2:47.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by P. Beverley),,120,125
4,2:20.0,,K. Durant misses 2-pt jump shot from 14 ft,120,125
4,2:19.0,,Offensive rebound by D. Green,120,125
4,2:06.0,,S. Curry misses 3-pt jump shot from 29 ft,120,125
4,2:04.0,Defensive rebound by P. Beverley,,120,125
4,1:56.0,Turnover by P. Beverley (bad pass),,120,125
4,1:41.0,,K. Durant makes 2-pt jump shot from 11 ft,120,127
4,1:18.0,T. Harris makes 2-pt layup from 3 ft,,122,127
4,0:54.0,,D. Green misses 3-pt jump shot from 26 ft,122,127
4,0:52.0,Defensive rebound by M. Harrell,,122,127
4,0:40.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by M. Harrell),,125,127
4,0:39.0,,Golden State full timeout,125,127
4,0:28.0,,K. Durant misses 3-pt jump shot from 26 ft,125,127
4,0:26.0,Defensive rebound by T. Harris,,125,127
4,0:20.0,T. Harris misses 2-pt layup from 2 ft (block by K. Durant),,125,127
4,0:19.0,Offensive rebound by A. Bradley,,125,127
4,0:19.0,A. Bradley makes 2-pt dunk from 1 ft,,127,127
4,0:00.0,,S. Curry makes 2-pt layup from 3 ft,127,129
4,0:00.0,LA Clippers full timeout,,127,129
