QUARTER,TIME_REMAINING,UTAH_ACTION,NEW ORLEANS_ACTION,UTAH_SCORE,NEW ORLEANS_SCORE
1,6:33.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Crowder),,14,10
1,6:26.0,,Personal foul by D. Mitchell (drawn by J. Holiday),14,10
1,6:26.0,R. O'Neale enters the game for D. Mitchell,,14,10
1,6:14.0,,A. Davis misses 2-pt hook shot from 10 ft,14,10
1,6:11.0,Defensive rebound by R. Gobert,,14,10
1,6:05.0,J. Crowder misses 3-pt jump shot from 25 ft,,14,10
1,6:01.0,,Defensive rebound by J. Holiday,14,10
1,5:44.0,,K. Williams misses 3-pt jump shot from 26 ft,14,10
1,5:41.0,,Offensive rebound by E. Payton,14,10
1,5:36.0,,J. Randle misses 3-pt jump shot from 26 ft,14,10
1,5:36.0,,Offensive rebound by Team,14,10
1,5:36.0,,C. Diallo enters the game for J. Holiday,14,10
1,5:36.0,,E. Moore enters the game for J. Randle,14,10
1,5:34.0,,Turnover by (5 sec),14,10
1,5:23.0,K. Korver makes 3-pt jump shot from 26 ft (assist by R. Rubio),,17,10
1,5:10.0,,A. Davis misses 2-pt jump shot from 7 ft (block by R. Gobert),17,10
1,5:10.0,,Offensive rebound by A. Davis,17,10
1,5:06.0,,A. Davis makes 2-pt jump shot from 11 ft,17,12
1,4:55.0,R. Gobert makes 2-pt layup from 2 ft (assist by R. Rubio),,19,12
1,4:42.0,,C. Diallo misses 2-pt jump shot from 16 ft,19,12
1,4:42.0,Defensive rebound by R. Gobert,,19,12
1,4:31.0,R. Rubio misses 2-pt jump shot from 18 ft,,19,12
1,4:27.0,,Defensive rebound by E. Payton,19,12
1,4:20.0,,E. Payton makes 2-pt layup from 2 ft,19,14
1,4:02.0,R. Rubio misses 2-pt jump shot from 21 ft,,19,14
1,4:02.0,,Defensive rebound by Team,19,14
1,4:02.0,J. Ingles enters the game for R. Rubio,,19,14
1,3:50.0,,Personal foul by J. Ingles (drawn by A. Davis),19,14
1,3:50.0,,A. Davis makes free throw 1 of 2,19,15
1,3:50.0,,D. Miller enters the game for K. Williams,19,15
1,3:50.0,,A. Davis misses free throw 2 of 2,19,15
1,3:46.0,Defensive rebound by K. Korver,,19,15
1,3:38.0,Turnover by R. O'Neale (bad pass),,19,15
1,3:30.0,,A. Davis makes 2-pt dunk at rim (assist by D. Miller),19,17
1,3:30.0,Utah full timeout,,19,17
1,3:30.0,D. Favors enters the game for R. Gobert,,19,17
1,3:30.0,,J. Randle enters the game for A. Davis,19,17
1,3:16.0,Turnover by J. Ingles (traveling),,19,17
1,2:59.0,,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),19,19
1,2:46.0,J. Ingles misses 2-pt layup from 3 ft,,19,19
1,2:41.0,Offensive rebound by D. Favors,,19,19
1,2:34.0,K. Korver makes 2-pt jump shot from 20 ft (assist by D. Favors),,21,19
1,2:24.0,,E. Moore makes 3-pt jump shot from 26 ft (assist by J. Randle),21,22
1,2:12.0,J. Crowder misses 3-pt jump shot from 25 ft,,21,22
1,2:09.0,,Defensive rebound by J. Randle,21,22
1,1:57.0,,E. Moore misses 2-pt jump shot from 23 ft,21,22
1,1:55.0,,Offensive rebound by C. Diallo,21,22
1,1:50.0,,Turnover by E. Payton (bad pass; steal by D. Favors),21,22
1,1:47.0,Shooting foul by D. Miller (drawn by J. Crowder),,21,22
1,1:47.0,J. Crowder misses free throw 1 of 2,,21,22
1,1:47.0,Offensive rebound by Team,,21,22
1,1:47.0,,F. Jackson enters the game for E. Payton,21,22
1,1:47.0,J. Crowder misses free throw 2 of 2,,21,22
1,1:44.0,,Defensive rebound by C. Diallo,21,22
1,1:29.0,,J. Randle misses 2-pt jump shot from 19 ft,21,22
1,1:26.0,Defensive rebound by J. Ingles,,21,22
1,1:23.0,Shooting foul by J. Randle (drawn by D. Favors),,21,22
1,1:23.0,D. Favors makes free throw 1 of 2,,22,22
1,1:23.0,,K. Williams enters the game for J. Randle,22,22
1,1:23.0,D. Favors makes free throw 2 of 2,,23,22
1,1:13.0,,Shooting foul by K. Korver (drawn by D. Miller),23,22
1,1:13.0,,D. Miller misses free throw 1 of 2,23,22
1,1:13.0,,Offensive rebound by Team,23,22
1,1:13.0,,D. Miller makes free throw 2 of 2,23,23
1,0:59.0,R. O'Neale misses 2-pt jump shot from 9 ft,,23,23
1,0:57.0,,Defensive rebound by C. Diallo,23,23
1,0:51.0,,D. Miller misses 2-pt jump shot from 16 ft,23,23
1,0:48.0,Defensive rebound by J. Ingles,,23,23
1,0:37.0,D. Favors misses 2-pt jump shot from 16 ft,,23,23
1,0:33.0,,Defensive rebound by C. Diallo,23,23
1,0:23.0,,C. Diallo misses 2-pt jump shot from 11 ft,23,23
1,0:21.0,Defensive rebound by J. Crowder,,23,23
1,0:02.0,J. Crowder makes 2-pt jump shot from 22 ft (assist by J. Ingles),,25,23
1,0:00.0,,K. Williams misses 3-pt jump shot from 54 ft,25,23
1,0:00.0,,Offensive rebound by Team,25,23
2,11:47.0,,J. Holiday makes 2-pt layup from 1 ft,25,25
2,11:33.0,J. Crowder makes 3-pt jump shot from 27 ft (assist by K. Korver),,28,25
2,11:12.0,,K. Williams makes 2-pt layup from 2 ft,28,27
2,10:50.0,J. Crowder misses 3-pt jump shot from 25 ft,,28,27
2,10:50.0,Offensive rebound by Team,,28,27
2,10:48.0,,Loose ball foul by K. Williams (drawn by J. Crowder),28,27
2,10:41.0,R. O'Neale misses 2-pt layup from 1 ft (block by J. Okafor),,28,27
2,10:38.0,,Defensive rebound by J. Okafor,28,27
2,10:28.0,,Shooting foul by R. O'Neale (drawn by J. Okafor),28,27
2,10:28.0,,J. Okafor misses free throw 1 of 2,28,27
2,10:28.0,,Offensive rebound by Team,28,27
2,10:28.0,,J. Okafor makes free throw 2 of 2,28,28
2,10:20.0,D. Favors makes 2-pt layup from 1 ft (assist by K. Korver),,30,28
2,10:20.0,Shooting foul by K. Williams (drawn by D. Favors),,30,28
2,10:20.0,D. Favors makes free throw 1 of 1,,31,28
2,10:11.0,,F. Jackson makes 3-pt jump shot from 24 ft (assist by J. Okafor),31,31
2,9:58.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,34,31
2,9:42.0,,J. Okafor misses 2-pt jump shot from 8 ft (block by D. Favors),34,31
2,9:39.0,Defensive rebound by D. Favors,,34,31
2,9:36.0,D. Mitchell misses 3-pt jump shot from 27 ft,,34,31
2,9:31.0,,Defensive rebound by F. Jackson,34,31
2,9:25.0,,J. Holiday makes 2-pt layup from 2 ft,34,33
2,9:07.0,Turnover by D. Favors (bad pass; steal by J. Okafor),,34,33
2,8:56.0,,J. Okafor misses 2-pt hook shot from 3 ft,34,33
2,8:54.0,Defensive rebound by J. Crowder,,34,33
2,8:49.0,K. Korver misses 2-pt jump shot from 18 ft,,34,33
2,8:45.0,,Defensive rebound by J. Okafor,34,33
2,8:35.0,,F. Jackson misses 2-pt layup from 2 ft,34,33
2,8:33.0,,Offensive rebound by J. Okafor,34,33
2,8:33.0,,J. Okafor makes 2-pt layup at rim,34,35
2,8:33.0,Utah full timeout,,34,35
2,8:33.0,R. Gobert enters the game for J. Crowder,,34,35
2,8:33.0,J. Ingles enters the game for D. Favors,,34,35
2,8:33.0,T. Sefolosha enters the game for K. Korver,,34,35
2,8:23.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,36,35
2,8:15.0,,Offensive foul by D. Miller (drawn by R. Gobert),36,35
2,8:15.0,,Turnover by D. Miller (offensive foul),36,35
2,8:04.0,Shooting foul by J. Okafor (drawn by R. Gobert),,36,35
2,8:04.0,R. Gobert misses free throw 1 of 2,,36,35
2,8:04.0,Offensive rebound by Team,,36,35
2,8:04.0,R. Gobert makes free throw 2 of 2,,37,35
2,7:51.0,,J. Holiday makes 2-pt jump shot from 16 ft,37,37
2,7:38.0,Turnover by D. Mitchell (bad pass; steal by J. Holiday),,37,37
2,7:27.0,,D. Miller misses 3-pt jump shot from 24 ft,37,37
2,7:24.0,Defensive rebound by R. O'Neale,,37,37
2,7:14.0,R. Gobert makes 2-pt dunk at rim,,39,37
2,7:03.0,,J. Holiday makes 2-pt jump shot from 10 ft,39,39
2,7:03.0,Violation by Team (def goaltending),,39,39
2,6:47.0,Turnover by J. Ingles (bad pass),,39,39
2,6:47.0,R. Rubio enters the game for R. O'Neale,,39,39
2,6:47.0,,A. Davis enters the game for D. Miller,39,39
2,6:47.0,,E. Moore enters the game for J. Okafor,39,39
2,6:47.0,,J. Randle enters the game for K. Williams,39,39
2,6:31.0,,F. Jackson misses 3-pt jump shot from 26 ft,39,39
2,6:29.0,Defensive rebound by T. Sefolosha,,39,39
2,6:13.0,R. Rubio misses 2-pt layup from 2 ft (block by A. Davis),,39,39
2,6:10.0,,Defensive rebound by F. Jackson,39,39
2,5:54.0,,A. Davis misses 2-pt jump shot from 10 ft,39,39
2,5:50.0,Defensive rebound by J. Ingles,,39,39
2,5:44.0,T. Sefolosha misses 3-pt jump shot from 26 ft,,39,39
2,5:41.0,,Defensive rebound by J. Randle,39,39
2,5:31.0,,J. Holiday misses 2-pt layup from 2 ft (block by R. Gobert),39,39
2,5:28.0,Defensive rebound by D. Mitchell,,39,39
2,5:27.0,R. Gobert makes 2-pt layup from 4 ft (assist by J. Ingles),,41,39
2,5:27.0,Shooting foul by J. Holiday (drawn by R. Gobert),,41,39
2,5:27.0,,E. Payton enters the game for J. Holiday,41,39
2,5:27.0,R. Gobert misses free throw 1 of 1,,41,39
2,5:24.0,,Defensive rebound by A. Davis,41,39
2,5:11.0,,J. Randle misses 3-pt jump shot from 22 ft,41,39
2,5:08.0,Defensive rebound by R. Gobert,,41,39
2,4:59.0,R. Rubio misses 2-pt jump shot from 13 ft,,41,39
2,4:55.0,,Defensive rebound by F. Jackson,41,39
2,4:45.0,,F. Jackson misses 2-pt jump shot from 14 ft,41,39
2,4:42.0,Defensive rebound by R. Gobert,,41,39
2,4:34.0,J. Ingles makes 2-pt jump shot from 11 ft,,43,39
2,4:17.0,,Turnover by E. Payton (bad pass; steal by D. Mitchell),43,39
2,4:12.0,R. Rubio makes 2-pt layup from 1 ft (assist by D. Mitchell),,45,39
2,4:00.0,,Def 3 sec tech foul by Team,45,39
2,4:00.0,,E. Moore misses technical free throw,45,39
2,4:00.0,,Offensive rebound by Team,45,39
2,4:00.0,K. Korver enters the game for D. Mitchell,,45,39
2,4:00.0,,J. Holiday enters the game for F. Jackson,45,39
2,3:52.0,,Turnover by E. Payton (out of bounds lost ball),45,39
2,3:45.0,J. Ingles misses 3-pt jump shot from 27 ft,,45,39
2,3:42.0,,Defensive rebound by A. Davis,45,39
2,3:28.0,,Turnover by J. Randle (lost ball; steal by R. Rubio),45,39
2,3:22.0,T. Sefolosha makes 3-pt jump shot from 26 ft (assist by R. Rubio),,48,39
2,3:10.0,,A. Davis makes 2-pt jump shot from 20 ft (assist by E. Payton),48,41
2,2:58.0,,New Orleans full timeout,48,41
2,2:58.0,J. Crowder enters the game for K. Korver,,48,41
2,2:58.0,D. Mitchell enters the game for T. Sefolosha,,48,41
2,2:49.0,Turnover by R. Rubio (bad pass),,48,41
2,2:41.0,,Offensive foul by A. Davis (drawn by J. Ingles),48,41
2,2:41.0,,Turnover by A. Davis (offensive foul),48,41
2,2:30.0,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Rubio),,50,41
2,2:19.0,,A. Davis makes 2-pt dunk from 1 ft,50,43
2,1:59.0,D. Mitchell makes 2-pt jump shot from 16 ft,,52,43
2,1:45.0,,Turnover by J. Holiday (bad pass; steal by J. Ingles),52,43
2,1:38.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,54,43
2,1:26.0,,J. Holiday misses 2-pt layup from 1 ft,54,43
2,1:26.0,Defensive rebound by J. Ingles,,54,43
2,1:20.0,J. Ingles misses 3-pt jump shot from 23 ft,,54,43
2,1:13.0,Offensive rebound by D. Mitchell,,54,43
2,1:10.0,J. Ingles misses 3-pt jump shot from 22 ft,,54,43
2,1:05.0,,Defensive rebound by J. Holiday,54,43
2,1:03.0,,Turnover by J. Randle (traveling),54,43
2,0:54.0,R. Rubio makes 2-pt layup from 1 ft (assist by J. Ingles),,56,43
2,0:44.0,,Personal foul by R. Rubio (drawn by E. Payton),56,43
2,0:40.0,,E. Moore makes 3-pt jump shot from 25 ft,56,46
2,0:35.0,Personal foul by E. Moore (drawn by R. Rubio),,56,46
2,0:35.0,R. Rubio makes free throw 1 of 2,,57,46
2,0:35.0,R. O'Neale enters the game for D. Mitchell,,57,46
2,0:35.0,R. Rubio makes free throw 2 of 2,,58,46
2,0:26.0,,Personal foul by R. Rubio (drawn by E. Payton),58,46
2,0:26.0,,E. Payton misses free throw 1 of 2,58,46
2,0:26.0,,Offensive rebound by Team,58,46
2,0:26.0,D. Mitchell enters the game for R. O'Neale,,58,46
2,0:26.0,,E. Payton makes free throw 2 of 2,58,47
2,0:04.0,R. Rubio misses 3-pt jump shot from 26 ft,,58,47
2,0:00.0,,Defensive rebound by E. Payton,58,47
3,11:51.0,,A. Davis misses 2-pt jump shot from 19 ft,58,47
3,11:47.0,Defensive rebound by D. Mitchell,,58,47
3,11:34.0,Turnover by D. Mitchell (bad pass),,58,47
3,11:30.0,,J. Holiday misses 2-pt layup from 1 ft,58,47
3,11:28.0,Defensive rebound by R. Gobert,,58,47
3,11:19.0,D. Mitchell makes 2-pt layup from 2 ft,,60,47
3,11:03.0,,Turnover by E. Payton (bad pass; steal by R. Rubio),60,47
3,10:58.0,R. Rubio misses 2-pt layup from 2 ft,,60,47
3,10:52.0,Offensive rebound by D. Mitchell,,60,47
3,10:52.0,D. Mitchell makes 2-pt layup at rim,,62,47
3,10:52.0,,New Orleans full timeout,62,47
3,10:33.0,,J. Randle makes 2-pt layup from 6 ft (assist by A. Davis),62,49
3,10:20.0,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),,64,49
3,10:04.0,,A. Davis misses 2-pt jump shot from 8 ft,64,49
3,10:02.0,Defensive rebound by R. Gobert,,64,49
3,9:47.0,Turnover by D. Mitchell (traveling),,64,49
3,9:36.0,,K. Williams misses 2-pt layup from 3 ft (block by D. Mitchell),64,49
3,9:34.0,Defensive rebound by Team,,64,49
3,9:18.0,D. Mitchell misses 2-pt jump shot from 18 ft,,64,49
3,9:16.0,Offensive rebound by R. Gobert,,64,49
3,9:06.0,R. Gobert misses 2-pt layup from 5 ft (block by A. Davis),,64,49
3,9:03.0,,Defensive rebound by E. Payton,64,49
3,8:59.0,,E. Payton makes 2-pt layup from 3 ft,64,51
3,8:45.0,Personal foul by A. Davis (drawn by J. Ingles),,64,51
3,8:38.0,D. Favors misses 2-pt dunk from 2 ft (block by J. Randle),,64,51
3,8:34.0,,Defensive rebound by J. Randle,64,51
3,8:33.0,,J. Randle misses 2-pt layup from 1 ft,64,51
3,8:31.0,Defensive rebound by R. Rubio,,64,51
3,8:26.0,R. Gobert makes 2-pt layup from 2 ft (assist by R. Rubio),,66,51
3,8:26.0,Shooting foul by A. Davis (drawn by R. Gobert),,66,51
3,8:26.0,R. Gobert misses free throw 1 of 1,,66,51
3,8:22.0,Offensive rebound by J. Ingles,,66,51
3,8:17.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by J. Ingles),,69,51
3,8:00.0,,J. Holiday misses 2-pt layup from 3 ft,69,51
3,8:00.0,,Offensive rebound by A. Davis,69,51
3,8:00.0,,A. Davis makes 2-pt layup from 1 ft,69,53
3,8:00.0,,Shooting foul by R. Rubio (drawn by A. Davis),69,53
3,8:00.0,,A. Davis makes free throw 1 of 1,69,54
3,7:48.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),,72,54
3,7:32.0,,K. Williams makes 2-pt layup from 1 ft (assist by A. Davis),72,56
3,7:16.0,J. Ingles misses 2-pt jump shot from 22 ft,,72,56
3,7:10.0,Offensive rebound by R. Gobert,,72,56
3,7:10.0,R. Gobert makes 2-pt dunk at rim,,74,56
3,7:07.0,,Turnover by E. Payton (traveling),74,56
3,6:56.0,Turnover by D. Mitchell (discontinued dribble),,74,56
3,6:56.0,J. Crowder enters the game for D. Favors,,74,56
3,6:56.0,K. Korver enters the game for J. Ingles,,74,56
3,6:40.0,,A. Davis makes 2-pt jump shot from 14 ft,74,58
3,6:29.0,R. Gobert makes 2-pt dunk at rim (assist by R. Rubio),,76,58
3,6:23.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Holiday),76,60
3,6:23.0,,Shooting foul by J. Crowder (drawn by J. Randle),76,60
3,6:23.0,,F. Jackson enters the game for A. Davis,76,60
3,6:23.0,,D. Miller enters the game for E. Payton,76,60
3,6:23.0,,J. Randle misses free throw 1 of 1,76,60
3,6:23.0,Defensive rebound by Team,,76,60
3,6:09.0,Turnover by R. Gobert (traveling),,76,60
3,6:00.0,,K. Williams misses 3-pt jump shot from 26 ft,76,60
3,5:56.0,Defensive rebound by J. Crowder,,76,60
3,5:46.0,R. Rubio misses 3-pt jump shot from 24 ft,,76,60
3,5:43.0,,Defensive rebound by K. Williams,76,60
3,5:38.0,,K. Williams makes 2-pt layup from 1 ft (assist by J. Holiday),76,62
3,5:38.0,Utah full timeout,,76,62
3,5:28.0,J. Crowder misses 3-pt jump shot from 24 ft,,76,62
3,5:24.0,,Defensive rebound by J. Randle,76,62
3,5:10.0,,J. Holiday misses 2-pt layup from 4 ft,76,62
3,5:10.0,Defensive rebound by R. Gobert,,76,62
3,5:07.0,Offensive foul by D. Mitchell (drawn by K. Williams),,76,62
3,5:07.0,Turnover by D. Mitchell (offensive foul),,76,62
3,4:48.0,,J. Randle makes 2-pt jump shot from 8 ft,76,64
3,4:33.0,Turnover by R. Rubio (bad pass; steal by J. Holiday),,76,64
3,4:29.0,,J. Holiday makes 2-pt layup from 1 ft,76,66
3,4:12.0,R. Gobert misses 2-pt jump shot from 7 ft,,76,66
3,4:08.0,,Defensive rebound by K. Williams,76,66
3,3:56.0,,J. Randle misses 2-pt layup from 3 ft,76,66
3,3:54.0,Defensive rebound by R. Gobert,,76,66
3,3:52.0,Turnover by D. Mitchell (bad pass),,76,66
3,3:52.0,R. O'Neale enters the game for R. Rubio,,76,66
3,3:40.0,,J. Holiday misses 3-pt jump shot from 26 ft,76,66
3,3:37.0,Defensive rebound by R. Gobert,,76,66
3,3:28.0,Offensive foul by D. Mitchell (drawn by K. Williams),,76,66
3,3:28.0,Turnover by D. Mitchell (offensive foul),,76,66
3,3:28.0,D. Favors enters the game for R. Gobert,,76,66
3,3:28.0,J. Ingles enters the game for D. Mitchell,,76,66
3,3:28.0,,E. Moore enters the game for J. Holiday,76,66
3,3:10.0,,J. Randle makes 2-pt layup from 2 ft,76,68
3,2:55.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,78,68
3,2:40.0,,F. Jackson makes 2-pt layup from 2 ft,78,70
3,2:31.0,Personal foul by D. Miller (drawn by J. Crowder),,78,70
3,2:23.0,Shooting foul by F. Jackson (drawn by K. Korver),,78,70
3,2:23.0,K. Korver makes free throw 1 of 2,,79,70
3,2:23.0,K. Korver makes free throw 2 of 2,,80,70
3,2:09.0,,D. Miller makes 2-pt jump shot from 13 ft,80,72
3,1:55.0,Turnover by D. Favors (out of bounds lost ball),,80,72
3,1:45.0,,Personal foul by K. Korver (drawn by J. Randle),80,72
3,1:40.0,,Personal foul by K. Korver (drawn by D. Miller),80,72
3,1:40.0,,D. Miller makes free throw 1 of 2,80,73
3,1:40.0,,D. Miller makes free throw 2 of 2,80,74
3,1:25.0,J. Ingles misses 3-pt jump shot from 24 ft,,80,74
3,1:20.0,,Defensive rebound by E. Moore,80,74
3,1:14.0,,Shooting foul by R. O'Neale (drawn by J. Randle),80,74
3,1:14.0,,J. Randle makes free throw 1 of 2,80,75
3,1:14.0,,J. Randle makes free throw 2 of 2,80,76
3,1:11.0,Personal foul by K. Williams (drawn by J. Ingles),,80,76
3,1:11.0,J. Ingles makes free throw 1 of 2,,81,76
3,1:11.0,,C. Diallo enters the game for J. Randle,81,76
3,1:11.0,,E. Payton enters the game for K. Williams,81,76
3,1:11.0,J. Ingles misses free throw 2 of 2,,81,76
3,1:08.0,,Defensive rebound by C. Diallo,81,76
3,0:51.0,,E. Moore misses 3-pt jump shot from 24 ft,81,76
3,0:48.0,Defensive rebound by J. Crowder,,81,76
3,0:38.0,D. Favors makes 2-pt layup from 1 ft (assist by J. Ingles),,83,76
3,0:29.0,,F. Jackson misses 2-pt jump shot from 9 ft (block by D. Favors),83,76
3,0:29.0,Defensive rebound by J. Ingles,,83,76
3,0:20.0,Personal foul by F. Jackson (drawn by D. Favors),,83,76
3,0:20.0,D. Favors makes free throw 1 of 2,,84,76
3,0:20.0,D. Favors makes free throw 2 of 2,,85,76
3,0:00.0,,E. Moore misses 2-pt jump shot from 17 ft,85,76
3,0:00.0,,Offensive rebound by Team,85,76
4,11:47.0,K. Korver misses 3-pt jump shot from 26 ft,,85,76
4,11:44.0,Offensive rebound by D. Favors,,85,76
4,11:42.0,D. Favors makes 2-pt dunk at rim,,87,76
4,11:33.0,,Offensive foul by C. Diallo (drawn by J. Ingles),87,76
4,11:33.0,,Turnover by C. Diallo (offensive foul),87,76
4,11:20.0,J. Crowder makes 2-pt layup from 2 ft (assist by R. O'Neale),,89,76
4,11:01.0,,F. Jackson makes 2-pt layup from 1 ft,89,78
4,10:46.0,K. Korver makes 2-pt jump shot from 11 ft (assist by R. O'Neale),,91,78
4,10:32.0,,D. Miller misses 2-pt jump shot from 12 ft,91,78
4,10:30.0,Defensive rebound by J. Crowder,,91,78
4,10:24.0,D. Favors makes 2-pt layup from 2 ft (assist by J. Crowder),,93,78
4,10:20.0,,New Orleans full timeout,93,78
4,10:09.0,,Personal foul by R. O'Neale (drawn by C. Diallo),93,78
4,10:09.0,,J. Holiday enters the game for C. Diallo,93,78
4,10:09.0,,J. Randle enters the game for E. Moore,93,78
4,9:57.0,,J. Randle makes 2-pt jump shot from 5 ft (assist by E. Payton),93,80
4,9:41.0,R. O'Neale misses 3-pt jump shot from 25 ft,,93,80
4,9:37.0,,Defensive rebound by J. Randle,93,80
4,9:32.0,,J. Randle makes 2-pt layup from 2 ft,93,82
4,9:32.0,,Shooting foul by D. Favors (drawn by J. Randle),93,82
4,9:32.0,,J. Randle makes free throw 1 of 1,93,83
4,9:15.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,95,83
4,9:03.0,,E. Payton misses 2-pt layup from 2 ft (block by R. O'Neale),95,83
4,9:00.0,Defensive rebound by D. Favors,,95,83
4,8:58.0,D. Favors makes 2-pt layup from 2 ft (assist by K. Korver),,97,83
4,8:58.0,Shooting foul by F. Jackson (drawn by D. Favors),,97,83
4,8:58.0,,K. Williams enters the game for D. Miller,97,83
4,8:58.0,D. Favors makes free throw 1 of 1,,98,83
4,8:42.0,,J. Holiday makes 2-pt layup from 2 ft,98,85
4,8:28.0,J. Ingles makes 2-pt jump shot from 8 ft,,100,85
4,8:12.0,,Turnover by E. Payton (bad pass; steal by J. Crowder),100,85
4,8:08.0,J. Crowder makes 2-pt dunk at rim,,102,85
4,7:52.0,,F. Jackson makes 3-pt jump shot from 23 ft (assist by J. Holiday),102,88
4,7:50.0,Utah full timeout,,102,88
4,7:50.0,R. Gobert enters the game for J. Crowder,,102,88
4,7:50.0,D. Mitchell enters the game for D. Favors,,102,88
4,7:50.0,T. Sefolosha enters the game for R. O'Neale,,102,88
4,7:50.0,,D. Miller enters the game for E. Payton,102,88
4,7:38.0,Turnover by D. Mitchell (bad pass),,102,88
4,7:20.0,,J. Holiday misses 3-pt jump shot from 26 ft,102,88
4,7:18.0,Defensive rebound by J. Ingles,,102,88
4,7:18.0,Personal foul by J. Randle (drawn by J. Ingles),,102,88
4,7:04.0,Turnover by R. Gobert (lost ball; steal by F. Jackson),,102,88
4,7:00.0,,K. Williams misses 3-pt jump shot from 26 ft,102,88
4,6:59.0,Defensive rebound by Team,,102,88
4,6:47.0,D. Mitchell misses 2-pt jump shot from 14 ft,,102,88
4,6:43.0,,Defensive rebound by K. Williams,102,88
4,6:38.0,,K. Williams makes 3-pt jump shot from 25 ft (assist by J. Randle),102,91
4,6:17.0,K. Korver misses 3-pt jump shot from 23 ft,,102,91
4,6:10.0,,Defensive rebound by K. Williams,102,91
4,5:55.0,,Shooting foul by R. Gobert (drawn by J. Randle),102,91
4,5:55.0,,J. Randle misses free throw 1 of 2,102,91
4,5:55.0,,Offensive rebound by Team,102,91
4,5:55.0,,E. Payton enters the game for J. Holiday,102,91
4,5:55.0,,J. Randle makes free throw 2 of 2,102,92
4,5:42.0,D. Mitchell makes 2-pt jump shot from 6 ft,,104,92
4,5:27.0,,Turnover by J. Randle (bad pass; steal by K. Korver),104,92
