QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHILADELPHIA_ACTION,MINNESOTA_SCORE,PHILADELPHIA_SCORE
1,6:33.0,Personal foul by W. Chandler (drawn by T. Gibson),,13,17
1,6:33.0,,Philadelphia full timeout,13,17
1,6:33.0,D. Rose enters the game for J. Okogie,,13,17
1,6:33.0,,J. Bolden enters the game for W. Chandler,13,17
1,6:33.0,,T. McConnell enters the game for J. Embiid,13,17
1,6:33.0,,L. Shamet enters the game for J. Redick,13,17
1,6:18.0,D. Rose misses 3-pt jump shot from 28 ft,,13,17
1,6:15.0,,Defensive rebound by B. Simmons,13,17
1,6:12.0,,B. Simmons makes 2-pt dunk at rim,13,19
1,6:02.0,D. Rose makes 2-pt layup from 2 ft,,15,19
1,5:43.0,,L. Shamet misses 3-pt jump shot from 27 ft,15,19
1,5:40.0,Defensive rebound by T. Gibson,,15,19
1,5:26.0,T. Gibson makes 2-pt layup from 3 ft,,17,19
1,5:04.0,,J. Bolden makes 3-pt jump shot from 25 ft (assist by J. Butler),17,22
1,4:52.0,J. Teague misses 2-pt jump shot from 3 ft (block by J. Bolden),,17,22
1,4:49.0,,Defensive rebound by B. Simmons,17,22
1,4:45.0,,L. Shamet misses 3-pt jump shot from 25 ft,17,22
1,4:41.0,Defensive rebound by A. Wiggins,,17,22
1,4:29.0,T. Gibson misses 2-pt hook shot from 4 ft (block by B. Simmons),,17,22
1,4:25.0,,Defensive rebound by T. McConnell,17,22
1,4:22.0,,J. Bolden makes 2-pt layup from 2 ft (assist by T. McConnell),17,24
1,4:21.0,Minnesota full timeout,,17,24
1,4:21.0,G. Dieng enters the game for T. Gibson,,17,24
1,4:21.0,T. Jones enters the game for J. Teague,,17,24
1,4:21.0,D. Šarić enters the game for K. Towns,,17,24
1,4:13.0,Turnover by T. Jones (bad pass; steal by B. Simmons),,17,24
1,4:09.0,,B. Simmons makes 2-pt layup from 1 ft,17,26
1,3:55.0,Personal foul by L. Shamet (drawn by G. Dieng),,17,26
1,3:51.0,D. Rose makes 2-pt jump shot from 23 ft (assist by T. Jones),,19,26
1,3:35.0,,T. McConnell makes 2-pt jump shot from 13 ft (assist by J. Bolden),19,28
1,3:20.0,D. Šarić makes 2-pt layup from 1 ft (assist by D. Rose),,21,28
1,3:11.0,,L. Shamet makes 2-pt jump shot from 21 ft (assist by B. Simmons),21,30
1,2:51.0,G. Dieng misses 2-pt dunk from 3 ft (block by L. Shamet),,21,30
1,2:48.0,,Defensive rebound by J. Bolden,21,30
1,2:41.0,,J. Butler misses 3-pt jump shot from 22 ft,21,30
1,2:39.0,Defensive rebound by Team,,21,30
1,2:39.0,,Loose ball foul by J. Butler (drawn by D. Šarić),21,30
1,2:39.0,,W. Chandler enters the game for J. Bolden,21,30
1,2:39.0,,J. Embiid enters the game for J. Butler,21,30
1,2:39.0,,M. Muscala enters the game for L. Shamet,21,30
1,2:39.0,,J. Redick enters the game for B. Simmons,21,30
1,2:26.0,D. Rose makes 2-pt hook shot from 12 ft,,23,30
1,2:15.0,,Shooting foul by D. Rose (drawn by J. Embiid),23,30
1,2:15.0,,J. Embiid makes free throw 1 of 2,23,31
1,2:15.0,K. Towns enters the game for G. Dieng,,23,31
1,2:15.0,,J. Embiid makes free throw 2 of 2,23,32
1,2:12.0,Turnover by A. Wiggins (bad pass; steal by T. McConnell),,23,32
1,2:09.0,,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),23,34
1,2:09.0,,Shooting foul by A. Wiggins (drawn by J. Embiid),23,34
1,2:09.0,,J. Embiid makes free throw 1 of 1,23,35
1,1:59.0,Shooting foul by T. McConnell (drawn by D. Rose),,23,35
1,1:59.0,D. Rose makes free throw 1 of 2,,24,35
1,1:59.0,A. Tolliver enters the game for A. Wiggins,,24,35
1,1:59.0,D. Rose makes free throw 2 of 2,,25,35
1,1:37.0,,J. Embiid misses 2-pt jump shot from 7 ft,25,35
1,1:35.0,,Offensive rebound by W. Chandler,25,35
1,1:25.0,,W. Chandler misses 3-pt jump shot from 26 ft,25,35
1,1:20.0,Defensive rebound by D. Šarić,,25,35
1,1:15.0,T. Jones misses 2-pt layup from 5 ft (block by M. Muscala),,25,35
1,1:12.0,,Defensive rebound by J. Embiid,25,35
1,1:04.0,,J. Embiid makes 2-pt dunk at rim (assist by J. Redick),25,37
1,0:45.0,D. Šarić makes 2-pt hook shot from 10 ft,,27,37
1,0:35.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by J. Redick),27,40
1,0:26.0,D. Rose misses 3-pt jump shot from 25 ft,,27,40
1,0:22.0,,Defensive rebound by J. Embiid,27,40
1,0:02.0,,J. Redick misses 3-pt jump shot from 26 ft,27,40
1,0:00.0,Defensive rebound by T. Jones,,27,40
1,0:00.0,T. Jones misses 3-pt jump shot from 47 ft,,27,40
1,0:00.0,Offensive rebound by Team,,27,40
2,11:49.0,,T. McConnell makes 2-pt jump shot from 20 ft,27,42
2,11:30.0,D. Rose misses 2-pt jump shot from 20 ft,,27,42
2,11:27.0,,Defensive rebound by J. Embiid,27,42
2,11:20.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. McConnell),27,45
2,11:08.0,K. Towns misses 2-pt jump shot from 5 ft,,27,45
2,11:05.0,,Defensive rebound by T. McConnell,27,45
2,10:59.0,,M. Muscala makes 2-pt layup from 3 ft (assist by J. Butler),27,47
2,10:40.0,D. Šarić makes 2-pt hook shot from 7 ft,,29,47
2,10:19.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by J. Embiid),29,50
2,10:04.0,T. Jones misses 2-pt jump shot from 10 ft,,29,50
2,9:58.0,Offensive rebound by D. Šarić,,29,50
2,9:55.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Šarić),,32,50
2,9:33.0,,L. Shamet makes 2-pt jump shot from 20 ft,32,52
2,9:23.0,K. Towns makes 2-pt layup from 3 ft (assist by T. Jones),,34,52
2,9:23.0,Shooting foul by J. Embiid (drawn by K. Towns),,34,52
2,9:23.0,J. Okogie enters the game for D. Rose,,34,52
2,9:23.0,K. Towns makes free throw 1 of 1,,35,52
2,9:09.0,,J. Butler makes 2-pt jump shot from 15 ft,35,54
2,8:57.0,Turnover by J. Okogie (traveling),,35,54
2,8:57.0,G. Dieng enters the game for K. Towns,,35,54
2,8:41.0,Loose ball foul by D. Šarić (drawn by M. Muscala),,35,54
2,8:30.0,,J. Embiid misses 2-pt jump shot from 20 ft,35,54
2,8:28.0,Defensive rebound by G. Dieng,,35,54
2,8:23.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. Jones),,38,54
2,8:11.0,,L. Shamet makes 3-pt jump shot from 25 ft (assist by J. Embiid),38,57
2,8:00.0,T. Jones misses 2-pt jump shot from 16 ft,,38,57
2,7:56.0,Offensive rebound by T. Jones,,38,57
2,7:56.0,T. Jones misses 2-pt layup at rim,,38,57
2,7:55.0,,Defensive rebound by J. Embiid,38,57
2,7:52.0,,Turnover by T. McConnell (bad pass; steal by A. Tolliver),38,57
2,7:49.0,T. Jones makes 2-pt layup from 3 ft (assist by J. Okogie),,40,57
2,7:49.0,Shooting foul by M. Muscala (drawn by T. Jones),,40,57
2,7:49.0,A. Wiggins enters the game for A. Tolliver,,40,57
2,7:49.0,,J. Bolden enters the game for J. Embiid,40,57
2,7:49.0,,W. Chandler enters the game for T. McConnell,40,57
2,7:49.0,,J. Redick enters the game for M. Muscala,40,57
2,7:49.0,,B. Simmons enters the game for L. Shamet,40,57
2,7:49.0,T. Jones makes free throw 1 of 1,,41,57
2,7:34.0,,J. Bolden misses 3-pt jump shot from 25 ft,41,57
2,7:29.0,Defensive rebound by J. Okogie,,41,57
2,7:26.0,Personal take foul by B. Simmons (drawn by T. Jones),,41,57
2,7:26.0,J. Teague enters the game for T. Jones,,41,57
2,7:18.0,J. Okogie makes 3-pt jump shot from 23 ft (assist by D. Šarić),,44,57
2,7:17.0,,Philadelphia full timeout,44,57
2,7:05.0,,J. Butler makes 2-pt layup from 2 ft,44,59
2,6:41.0,D. Šarić misses 3-pt jump shot from 27 ft,,44,59
2,6:40.0,,Defensive rebound by J. Bolden,44,59
2,6:33.0,,W. Chandler misses 3-pt jump shot from 23 ft,44,59
2,6:30.0,Defensive rebound by A. Wiggins,,44,59
2,6:11.0,Shooting foul by J. Bolden (drawn by J. Teague),,44,59
2,6:11.0,J. Teague makes free throw 1 of 2,,45,59
2,6:11.0,T. Gibson enters the game for G. Dieng,,45,59
2,6:11.0,K. Towns enters the game for D. Šarić,,45,59
2,6:11.0,J. Teague misses free throw 2 of 2,,45,59
2,6:09.0,,Defensive rebound by B. Simmons,45,59
2,6:00.0,,Personal foul by J. Okogie (drawn by J. Butler),45,59
2,5:52.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),45,62
2,5:34.0,J. Okogie misses 2-pt jump shot from 15 ft,,45,62
2,5:32.0,,Defensive rebound by J. Bolden,45,62
2,5:29.0,,Turnover by B. Simmons (bad pass; steal by A. Wiggins),45,62
2,5:28.0,Personal take foul by J. Redick (drawn by A. Wiggins),,45,62
2,5:28.0,A. Wiggins misses free throw 1 of 2,,45,62
2,5:28.0,Offensive rebound by Team,,45,62
2,5:28.0,A. Wiggins makes free throw 2 of 2,,46,62
2,5:17.0,,Turnover by J. Bolden (bad pass; steal by T. Gibson),46,62
2,5:13.0,Shooting foul by J. Bolden (drawn by J. Okogie),,46,62
2,5:13.0,J. Okogie misses free throw 1 of 2,,46,62
2,5:13.0,Offensive rebound by Team,,46,62
2,5:13.0,,J. Embiid enters the game for J. Bolden,46,62
2,5:13.0,J. Okogie makes free throw 2 of 2,,47,62
2,5:03.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),47,64
2,5:01.0,Minnesota full timeout,,47,64
2,4:45.0,K. Towns misses 2-pt hook shot from 10 ft,,47,64
2,4:43.0,,Defensive rebound by J. Embiid,47,64
2,4:22.0,,J. Embiid makes 2-pt layup from 1 ft (assist by W. Chandler),47,66
2,4:13.0,A. Wiggins misses 2-pt jump shot from 22 ft,,47,66
2,4:10.0,,Defensive rebound by J. Embiid,47,66
2,3:59.0,,Shooting foul by T. Gibson (drawn by B. Simmons),47,66
2,3:59.0,,B. Simmons makes free throw 1 of 2,47,67
2,3:59.0,D. Rose enters the game for J. Okogie,,47,67
2,3:59.0,,B. Simmons makes free throw 2 of 2,47,68
2,3:57.0,Turnover by J. Teague (bad pass),,47,68
2,3:50.0,,Turnover by J. Embiid (out of bounds lost ball),47,68
2,3:41.0,J. Teague makes 2-pt jump shot from 8 ft,,49,68
2,3:30.0,,Shooting foul by J. Teague (drawn by J. Redick),49,68
2,3:30.0,,J. Redick makes free throw 1 of 2,49,69
2,3:30.0,,J. Redick makes free throw 2 of 2,49,70
2,3:24.0,Shooting foul by J. Redick (drawn by J. Teague),,49,70
2,3:24.0,J. Teague makes free throw 1 of 2,,50,70
2,3:24.0,J. Teague makes free throw 2 of 2,,51,70
2,3:14.0,,Turnover by J. Embiid (traveling),51,70
2,2:58.0,K. Towns misses 2-pt hook shot from 7 ft,,51,70
2,2:54.0,,Defensive rebound by B. Simmons,51,70
2,2:37.0,,J. Butler misses 2-pt jump shot from 13 ft,51,70
2,2:35.0,Defensive rebound by T. Gibson,,51,70
2,2:29.0,J. Teague misses 2-pt layup from 2 ft,,51,70
2,2:28.0,,Defensive rebound by J. Butler,51,70
2,2:23.0,,J. Redick misses 3-pt jump shot from 26 ft,51,70
2,2:19.0,Defensive rebound by K. Towns,,51,70
2,2:16.0,Turnover by J. Teague (bad pass),,51,70
2,2:16.0,,M. Muscala enters the game for J. Butler,51,70
2,2:06.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by W. Chandler),51,72
2,2:06.0,,Shooting foul by T. Gibson (drawn by J. Embiid),51,72
2,2:06.0,,J. Embiid makes free throw 1 of 1,51,73
2,1:53.0,D. Rose misses 2-pt jump shot from 10 ft,,51,73
2,1:51.0,,Defensive rebound by W. Chandler,51,73
2,1:47.0,,B. Simmons makes 2-pt layup from 2 ft,51,75
2,1:47.0,Violation by Team (def goaltending),,51,75
2,1:47.0,,Shooting foul by A. Wiggins (drawn by B. Simmons),51,75
2,1:47.0,,B. Simmons makes free throw 1 of 1,51,76
2,1:36.0,J. Teague makes 2-pt layup from 1 ft,,53,76
2,1:28.0,,B. Simmons misses 2-pt hook shot from 7 ft,53,76
2,1:25.0,,Offensive rebound by B. Simmons,53,76
2,1:23.0,,Turnover by B. Simmons (lost ball; steal by J. Teague),53,76
2,1:21.0,Shooting foul by M. Muscala (drawn by A. Wiggins),,53,76
2,1:21.0,A. Wiggins misses free throw 1 of 2,,53,76
2,1:21.0,Offensive rebound by Team,,53,76
2,1:21.0,D. Šarić enters the game for T. Gibson,,53,76
2,1:21.0,A. Wiggins makes free throw 2 of 2,,54,76
2,1:11.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by W. Chandler),54,79
2,1:00.0,D. Rose makes 2-pt layup from 3 ft,,56,79
2,0:56.0,,W. Chandler makes 2-pt layup from 1 ft (assist by B. Simmons),56,81
2,0:48.0,A. Wiggins misses 2-pt jump shot from 16 ft,,56,81
2,0:44.0,,Defensive rebound by W. Chandler,56,81
2,0:40.0,,Turnover by W. Chandler (bad pass; steal by A. Wiggins),56,81
2,0:39.0,Personal take foul by W. Chandler (drawn by A. Wiggins),,56,81
2,0:39.0,A. Wiggins makes free throw 1 of 2,,57,81
2,0:39.0,A. Wiggins makes free throw 2 of 2,,58,81
2,0:34.0,,J. Embiid misses 3-pt jump shot from 26 ft,58,81
2,0:31.0,,Offensive rebound by W. Chandler,58,81
2,0:24.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Simmons),58,83
2,0:01.0,J. Teague misses 2-pt jump shot from 21 ft,,58,83
2,0:01.0,,Defensive rebound by B. Simmons,58,83
3,11:45.0,,J. Butler makes 2-pt jump shot from 20 ft,58,85
3,11:25.0,A. Wiggins misses 2-pt jump shot from 13 ft (block by B. Simmons),,58,85
3,11:22.0,Offensive rebound by A. Wiggins,,58,85
3,11:21.0,A. Wiggins misses 2-pt jump shot from 12 ft,,58,85
3,11:19.0,,Defensive rebound by B. Simmons,58,85
3,11:17.0,,Shooting foul by J. Okogie (drawn by B. Simmons),58,85
3,11:17.0,,B. Simmons makes free throw 1 of 2,58,86
3,11:17.0,,B. Simmons makes free throw 2 of 2,58,87
3,10:59.0,T. Gibson misses 2-pt layup from 2 ft (block by W. Chandler),,58,87
3,10:55.0,,Defensive rebound by J. Butler,58,87
3,10:45.0,,J. Embiid misses 2-pt jump shot from 19 ft,58,87
3,10:43.0,Defensive rebound by Team,,58,87
3,10:26.0,Shooting foul by J. Embiid (drawn by T. Gibson),,58,87
3,10:26.0,T. Gibson makes free throw 1 of 2,,59,87
3,10:26.0,T. Gibson makes free throw 2 of 2,,60,87
3,10:14.0,,Turnover by J. Butler (bad pass; steal by K. Towns),60,87
3,10:05.0,A. Wiggins makes 2-pt jump shot from 15 ft,,62,87
3,10:04.0,,Philadelphia full timeout,62,87
3,9:44.0,,J. Butler makes 3-pt jump shot from 26 ft (assist by J. Embiid),62,90
3,9:20.0,Shooting foul by W. Chandler (drawn by T. Gibson),,62,90
3,9:20.0,T. Gibson makes free throw 1 of 2,,63,90
3,9:20.0,T. Gibson makes free throw 2 of 2,,64,90
3,9:04.0,,J. Embiid misses 2-pt dunk from 1 ft,64,90
3,9:03.0,Defensive rebound by T. Gibson,,64,90
3,8:43.0,Turnover by K. Towns (lost ball; steal by J. Butler),,64,90
3,8:38.0,,J. Redick misses 3-pt jump shot from 27 ft,64,90
3,8:35.0,,Offensive rebound by Team,64,90
3,8:35.0,Loose ball foul by J. Teague (drawn by J. Butler),,64,90
3,8:25.0,,J. Redick misses 3-pt jump shot from 25 ft,64,90
3,8:20.0,Defensive rebound by T. Gibson,,64,90
3,8:07.0,A. Wiggins misses 2-pt jump shot from 12 ft,,64,90
3,8:06.0,,Defensive rebound by J. Embiid,64,90
3,8:06.0,,Personal foul by K. Towns (drawn by J. Embiid),64,90
3,7:56.0,,Offensive foul by J. Embiid (drawn by A. Wiggins),64,90
3,7:56.0,,Turnover by J. Embiid (offensive foul),64,90
3,7:56.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,67,90
3,7:34.0,,Turnover by J. Redick (lost ball; steal by J. Okogie),67,90
3,7:28.0,Turnover by T. Gibson (bad pass; steal by J. Butler),,67,90
3,7:21.0,,J. Embiid makes 3-pt jump shot from 28 ft (assist by W. Chandler),67,93
3,7:08.0,T. Gibson makes 2-pt layup from 1 ft (assist by K. Towns),,69,93
3,6:50.0,,B. Simmons misses 2-pt hook shot from 11 ft,69,93
3,6:50.0,,Offensive rebound by Team,69,93
3,6:50.0,Loose ball foul by T. Gibson (drawn by J. Embiid),,69,93
3,6:50.0,D. Rose enters the game for J. Okogie,,69,93
3,6:50.0,,J. Bolden enters the game for W. Chandler,69,93
3,6:50.0,,T. McConnell enters the game for J. Embiid,69,93
3,6:50.0,,L. Shamet enters the game for J. Redick,69,93
3,6:44.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. McConnell),69,95
3,6:31.0,Shooting foul by J. Bolden (drawn by K. Towns),,69,95
3,6:31.0,D. Šarić enters the game for T. Gibson,,69,95
3,6:31.0,K. Towns makes free throw 1 of 2,,70,95
3,6:31.0,K. Towns makes free throw 2 of 2,,71,95
3,6:25.0,,Shooting foul by D. Šarić (drawn by B. Simmons),71,95
3,6:25.0,,B. Simmons makes free throw 1 of 2,71,96
3,6:25.0,,B. Simmons misses free throw 2 of 2,71,96
3,6:24.0,,Offensive rebound by Team,71,96
3,6:22.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by T. McConnell),71,99
3,6:02.0,J. Teague makes 2-pt layup at rim,,73,99
3,5:51.0,,J. Butler makes 2-pt jump shot from 14 ft (assist by B. Simmons),73,101
3,5:33.0,A. Wiggins misses 2-pt jump shot from 23 ft,,73,101
3,5:29.0,,Defensive rebound by J. Bolden,73,101
3,5:22.0,,T. McConnell misses 3-pt jump shot from 25 ft,73,101
3,5:19.0,,Offensive rebound by B. Simmons,73,101
3,5:09.0,,T. McConnell makes 2-pt jump shot from 13 ft,73,103
3,5:03.0,Minnesota full timeout,,73,103
3,5:03.0,G. Dieng enters the game for J. Teague,,73,103
3,5:03.0,T. Jones enters the game for K. Towns,,73,103
3,4:46.0,A. Wiggins makes 2-pt layup from 1 ft (assist by G. Dieng),,75,103
3,4:32.0,,J. Butler makes 2-pt dunk from 1 ft (assist by B. Simmons),75,105
3,4:20.0,D. Šarić misses 3-pt jump shot from 26 ft,,75,105
3,4:17.0,Offensive rebound by D. Rose,,75,105
3,4:16.0,D. Rose misses 2-pt jump shot from 12 ft,,75,105
3,4:14.0,,Defensive rebound by L. Shamet,75,105
3,4:10.0,,Offensive foul by J. Bolden (drawn by D. Rose),75,105
3,4:10.0,,Turnover by J. Bolden (offensive foul),75,105
3,3:57.0,T. Jones misses 2-pt jump shot from 20 ft,,75,105
3,3:54.0,Offensive rebound by G. Dieng,,75,105
3,3:50.0,Turnover by T. Jones (bad pass; steal by L. Shamet),,75,105
3,3:46.0,,L. Shamet misses 2-pt layup from 1 ft (block by A. Wiggins),75,105
3,3:36.0,,Offensive rebound by B. Simmons,75,105
3,3:36.0,,B. Simmons makes 2-pt dunk at rim,75,107
3,3:29.0,A. Wiggins misses 2-pt jump shot from 17 ft,,75,107
3,3:29.0,,Defensive rebound by B. Simmons,75,107
3,3:22.0,,T. McConnell makes 2-pt layup from 2 ft (assist by B. Simmons),75,109
3,3:10.0,D. Šarić makes 2-pt layup from 3 ft (assist by D. Rose),,77,109
3,2:55.0,,L. Shamet misses 3-pt jump shot from 27 ft,77,109
3,2:52.0,Defensive rebound by D. Šarić,,77,109
3,2:49.0,Shooting foul by T. McConnell (drawn by T. Jones),,77,109
3,2:49.0,Minnesota full timeout,,77,109
3,2:49.0,L. Deng enters the game for T. Jones,,77,109
3,2:49.0,L. Deng makes free throw 1 of 2,,78,109
3,2:49.0,A. Tolliver enters the game for A. Wiggins,,78,109
3,2:49.0,,W. Chandler enters the game for J. Bolden,78,109
3,2:49.0,,J. Embiid enters the game for J. Butler,78,109
3,2:49.0,,M. Muscala enters the game for L. Shamet,78,109
3,2:49.0,,J. Redick enters the game for B. Simmons,78,109
3,2:49.0,L. Deng misses free throw 2 of 2,,78,109
3,2:49.0,,Defensive rebound by J. Embiid,78,109
3,2:25.0,,T. McConnell misses 3-pt jump shot from 26 ft,78,109
3,2:22.0,,Offensive rebound by M. Muscala,78,109
3,2:17.0,,W. Chandler makes 3-pt jump shot from 22 ft (assist by J. Redick),78,112
3,2:02.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Rose),,81,112
3,1:50.0,,T. McConnell misses 2-pt jump shot from 15 ft,81,112
3,1:47.0,Defensive rebound by G. Dieng,,81,112
3,1:38.0,D. Rose makes 2-pt layup from 1 ft,,83,112
3,1:30.0,,J. Embiid misses 3-pt jump shot from 28 ft,83,112
3,1:27.0,Defensive rebound by G. Dieng,,83,112
3,1:22.0,D. Rose misses 3-pt jump shot from 25 ft,,83,112
3,1:19.0,,Defensive rebound by J. Embiid,83,112
3,1:09.0,,J. Redick misses 3-pt jump shot from 28 ft,83,112
3,1:05.0,Defensive rebound by D. Rose,,83,112
3,1:00.0,L. Deng makes 2-pt jump shot from 22 ft (assist by D. Rose),,85,112
3,0:39.0,,M. Muscala misses 3-pt jump shot from 24 ft,85,112
3,0:36.0,Defensive rebound by G. Dieng,,85,112
3,0:30.0,L. Deng makes 2-pt layup from 4 ft,,87,112
3,0:17.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. McConnell),87,115
3,0:01.0,D. Rose makes 3-pt jump shot from 26 ft,,90,115
4,11:48.0,D. Šarić misses 3-pt jump shot from 25 ft,,90,115
4,11:44.0,,Defensive rebound by J. Embiid,90,115
4,11:30.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by M. Muscala),90,117
4,11:06.0,D. Rose misses 3-pt jump shot from 26 ft,,90,117
4,11:03.0,,Defensive rebound by M. Muscala,90,117
4,10:50.0,,Shooting foul by J. Teague (drawn by J. Embiid),90,117
4,10:50.0,,J. Embiid makes free throw 1 of 2,90,118
4,10:50.0,,J. Embiid misses free throw 2 of 2,90,118
4,10:48.0,Defensive rebound by K. Towns,,90,118
4,10:39.0,J. Teague misses 2-pt jump shot from 5 ft,,90,118
4,10:39.0,Offensive rebound by Team,,90,118
4,10:39.0,,Loose ball foul by J. Embiid (drawn by K. Towns),90,118
4,10:33.0,K. Towns misses 2-pt jump shot from 10 ft,,90,118
4,10:31.0,,Defensive rebound by W. Chandler,90,118
4,10:26.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. McConnell),90,121
4,10:24.0,Minnesota full timeout,,90,121
4,10:24.0,J. Okogie enters the game for D. Rose,,90,121
4,10:24.0,,J. Bolden enters the game for W. Chandler,90,121
4,10:24.0,,F. Korkmaz enters the game for J. Embiid,90,121
4,10:24.0,,L. Shamet enters the game for J. Redick,90,121
4,10:14.0,K. Towns misses 3-pt jump shot from 27 ft,,90,121
4,10:10.0,,Defensive rebound by L. Shamet,90,121
4,10:00.0,,J. Bolden makes 3-pt jump shot from 26 ft (assist by T. McConnell),90,124
4,9:46.0,J. Okogie misses 2-pt layup from 4 ft (block by T. McConnell),,90,124
4,9:46.0,Offensive rebound by Team,,90,124
4,9:46.0,G. Dieng enters the game for K. Towns,,90,124
4,9:46.0,,A. Johnson enters the game for M. Muscala,90,124
4,9:36.0,L. Deng misses 2-pt jump shot from 20 ft,,90,124
4,9:33.0,,Defensive rebound by A. Johnson,90,124
4,9:21.0,,A. Johnson makes 2-pt layup from 3 ft (assist by L. Shamet),90,126
4,9:03.0,J. Okogie misses 3-pt jump shot from 26 ft,,90,126
4,9:01.0,,Defensive rebound by A. Johnson,90,126
4,8:45.0,,F. Korkmaz misses 2-pt jump shot from 11 ft,90,126
4,8:42.0,Defensive rebound by D. Šarić,,90,126
4,8:29.0,D. Šarić misses 2-pt hook shot from 8 ft (block by J. Bolden),,90,126
4,8:26.0,,Defensive rebound by F. Korkmaz,90,126
4,8:19.0,,F. Korkmaz misses 2-pt jump shot from 14 ft,90,126
4,8:16.0,Defensive rebound by D. Šarić,,90,126
4,8:07.0,Personal take foul by T. McConnell (drawn by J. Teague),,90,126
4,8:07.0,J. Bayless enters the game for J. Teague,,90,126
4,8:07.0,,C. Brewer enters the game for T. McConnell,90,126
4,8:02.0,G. Dieng makes 2-pt jump shot from 20 ft,,92,126
