QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
1,5:12.0,,B. Lopez misses 2-pt hook shot from 5 ft,14,22
1,5:10.0,Defensive rebound by K. Love,,14,22
1,5:03.0,C. Sexton makes 2-pt jump shot from 16 ft,,16,22
1,5:03.0,,Milwaukee full timeout,16,22
1,5:03.0,,E. İlyasova enters the game for B. Lopez,16,22
1,4:43.0,,G. Hill makes 2-pt layup from 1 ft,16,24
1,4:22.0,K. Love makes 2-pt jump shot from 15 ft,,18,24
1,4:10.0,,K. Middleton misses 2-pt jump shot from 19 ft,18,24
1,4:07.0,Defensive rebound by K. Love,,18,24
1,4:02.0,Turnover by C. Osman (bad pass; steal by K. Middleton),,18,24
1,3:57.0,,Turnover by K. Middleton (bad pass; steal by C. Osman),18,24
1,3:50.0,K. Love makes 3-pt jump shot from 27 ft (assist by J. Clarkson),,21,24
1,3:37.0,,Personal foul by L. Nance (drawn by K. Middleton),21,24
1,3:37.0,T. Thompson enters the game for L. Nance,,21,24
1,3:37.0,,S. Brown enters the game for K. Middleton,21,24
1,3:22.0,,S. Brown misses 3-pt jump shot from 26 ft,21,24
1,3:21.0,Defensive rebound by Team,,21,24
1,3:16.0,Personal foul by S. Brown (drawn by C. Osman),,21,24
1,3:04.0,C. Osman makes 2-pt layup from 2 ft,,23,24
1,2:53.0,,G. Hill makes 2-pt layup from 1 ft (assist by S. Brown),23,26
1,2:40.0,C. Osman misses 3-pt jump shot from 28 ft,,23,26
1,2:36.0,,Defensive rebound by G. Hill,23,26
1,2:23.0,,D. Wilson misses 3-pt jump shot from 24 ft,23,26
1,2:20.0,Defensive rebound by C. Osman,,23,26
1,2:20.0,B. Knight enters the game for K. Love,,23,26
1,2:20.0,D. Nwaba enters the game for C. Sexton,,23,26
1,2:20.0,,G. Antetokounmpo enters the game for D. Wilson,23,26
1,1:58.0,D. Nwaba misses 2-pt jump shot from 16 ft,,23,26
1,1:55.0,,Defensive rebound by G. Antetokounmpo,23,26
1,1:52.0,,Personal foul by T. Thompson (drawn by G. Antetokounmpo),23,26
1,1:45.0,,G. Hill makes 2-pt jump shot from 21 ft,23,28
1,1:28.0,Turnover by C. Osman (bad pass; steal by P. Connaughton),,23,28
1,1:10.0,,S. Brown makes 2-pt layup from 1 ft,23,30
1,0:54.0,J. Clarkson misses 2-pt layup from 2 ft,,23,30
1,0:53.0,Offensive rebound by T. Thompson,,23,30
1,0:53.0,T. Thompson makes 2-pt hook shot from 7 ft,,25,30
1,0:45.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,25,32
1,0:36.0,B. Knight misses 3-pt jump shot from 26 ft,,25,32
1,0:36.0,,Defensive rebound by Team,25,32
1,0:36.0,N. Stauskas enters the game for C. Osman,,25,32
1,0:36.0,,E. Bledsoe enters the game for P. Connaughton,25,32
1,0:26.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,25,32
1,0:22.0,Defensive rebound by B. Knight,,25,32
1,0:05.0,J. Clarkson makes 2-pt hook shot from 6 ft,,27,32
1,0:00.0,,E. Bledsoe misses 3-pt jump shot from 29 ft,27,32
1,0:00.0,,Offensive rebound by Team,27,32
2,11:44.0,J. Clarkson makes 2-pt jump shot from 14 ft,,29,32
2,11:32.0,,Personal foul by D. Nwaba (drawn by G. Antetokounmpo),29,32
2,11:26.0,,S. Brown makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),29,35
2,11:10.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by B. Knight),,32,35
2,10:53.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),32,38
2,10:27.0,T. Thompson misses 2-pt hook shot from 11 ft (block by B. Lopez),,32,38
2,10:25.0,,Defensive rebound by E. Bledsoe,32,38
2,10:17.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,32,38
2,10:14.0,Defensive rebound by T. Thompson,,32,38
2,10:05.0,T. Thompson misses 2-pt hook shot from 11 ft,,32,38
2,10:03.0,,Defensive rebound by G. Antetokounmpo,32,38
2,9:57.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,32,40
2,9:35.0,T. Thompson makes 2-pt hook shot from 8 ft (assist by D. Nwaba),,34,40
2,9:24.0,,B. Lopez misses 3-pt jump shot from 31 ft,34,40
2,9:18.0,Defensive rebound by B. Knight,,34,40
2,9:17.0,Shooting foul by G. Antetokounmpo (drawn by D. Nwaba),,34,40
2,9:17.0,D. Nwaba makes free throw 1 of 2,,35,40
2,9:17.0,M. Chriss enters the game for T. Thompson,,35,40
2,9:17.0,,K. Middleton enters the game for S. Brown,35,40
2,9:17.0,D. Nwaba misses free throw 2 of 2,,35,40
2,9:14.0,,Defensive rebound by G. Antetokounmpo,35,40
2,9:06.0,,E. Bledsoe makes 2-pt layup from 1 ft,35,42
2,9:05.0,Cleveland full timeout,,35,42
2,9:05.0,,D. Wilson enters the game for G. Antetokounmpo,35,42
2,8:52.0,Turnover by B. Knight (lost ball; steal by T. Snell),,35,42
2,8:46.0,,T. Snell makes 2-pt dunk from 1 ft,35,44
2,8:20.0,D. Nwaba misses 3-pt jump shot from 28 ft,,35,44
2,8:17.0,Offensive rebound by M. Chriss,,35,44
2,8:10.0,D. Nwaba makes 2-pt jump shot from 12 ft (assist by M. Chriss),,37,44
2,8:10.0,,Personal foul by B. Knight (drawn by E. Bledsoe),37,44
2,8:00.0,,T. Snell makes 2-pt layup from 1 ft (assist by D. Wilson),37,46
2,7:51.0,B. Knight makes 2-pt jump shot from 16 ft,,39,46
2,7:39.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by K. Middleton),39,48
2,7:22.0,J. Clarkson makes 2-pt layup from 2 ft,,41,48
2,7:12.0,,Turnover by B. Lopez (lost ball; steal by M. Chriss),41,48
2,6:59.0,N. Stauskas misses 3-pt jump shot from 26 ft,,41,48
2,6:59.0,Offensive rebound by Team,,41,48
2,6:59.0,,Loose ball foul by E. Bledsoe (drawn by D. Nwaba),41,48
2,6:59.0,K. Love enters the game for B. Knight,,41,48
2,6:59.0,C. Sexton enters the game for D. Nwaba,,41,48
2,6:59.0,,G. Hill enters the game for E. Bledsoe,41,48
2,6:49.0,M. Chriss misses 2-pt layup from 5 ft,,41,48
2,6:47.0,,Defensive rebound by T. Snell,41,48
2,6:41.0,,K. Middleton misses 2-pt jump shot from 7 ft,41,48
2,6:41.0,Defensive rebound by K. Love,,41,48
2,6:32.0,J. Clarkson makes 2-pt layup from 2 ft,,43,48
2,6:24.0,,B. Lopez makes 3-pt jump shot from 28 ft (assist by K. Middleton),43,51
2,6:01.0,C. Sexton misses 2-pt jump shot from 15 ft,,43,51
2,5:58.0,,Defensive rebound by K. Middleton,43,51
2,5:48.0,,K. Middleton makes 2-pt jump shot from 10 ft,43,53
2,5:40.0,Cleveland full timeout,,43,53
2,5:40.0,L. Nance enters the game for M. Chriss,,43,53
2,5:40.0,C. Osman enters the game for N. Stauskas,,43,53
2,5:40.0,,P. Connaughton enters the game for T. Snell,43,53
2,5:29.0,L. Nance misses 3-pt jump shot from 27 ft,,43,53
2,5:26.0,,Defensive rebound by P. Connaughton,43,53
2,5:20.0,,Shooting foul by J. Clarkson (drawn by P. Connaughton),43,53
2,5:20.0,,P. Connaughton makes free throw 1 of 2,43,54
2,5:20.0,,P. Connaughton makes free throw 2 of 2,43,55
2,5:09.0,,Violation by Team (kicked ball),43,55
2,5:09.0,B. Knight enters the game for J. Clarkson,,43,55
2,5:09.0,,G. Antetokounmpo enters the game for B. Lopez,43,55
2,4:55.0,C. Sexton misses 3-pt jump shot from 26 ft,,43,55
2,4:52.0,,Defensive rebound by P. Connaughton,43,55
2,4:40.0,,K. Middleton makes 2-pt jump shot from 7 ft,43,57
2,4:26.0,C. Osman misses 3-pt jump shot from 25 ft,,43,57
2,4:22.0,,Defensive rebound by K. Middleton,43,57
2,4:18.0,,P. Connaughton misses 3-pt jump shot from 26 ft,43,57
2,4:15.0,Defensive rebound by K. Love,,43,57
2,3:59.0,C. Osman misses 2-pt layup from 3 ft,,43,57
2,3:55.0,,Defensive rebound by G. Antetokounmpo,43,57
2,3:53.0,,G. Hill misses 3-pt jump shot from 26 ft,43,57
2,3:50.0,Defensive rebound by K. Love,,43,57
2,3:50.0,,E. İlyasova enters the game for D. Wilson,43,57
2,3:37.0,Turnover by B. Knight (bad pass; steal by K. Middleton),,43,57
2,3:36.0,,Personal foul by K. Love (drawn by K. Middleton),43,57
2,3:29.0,,P. Connaughton makes 2-pt hook shot from 6 ft (assist by E. İlyasova),43,59
2,3:27.0,Turnover by L. Nance (inbound),,43,59
2,3:13.0,,Personal foul by C. Osman (drawn by G. Antetokounmpo),43,59
2,3:13.0,,G. Antetokounmpo makes free throw 1 of 2,43,60
2,3:13.0,,E. Bledsoe enters the game for K. Middleton,43,60
2,3:13.0,,G. Antetokounmpo misses free throw 2 of 2,43,60
2,3:10.0,Defensive rebound by K. Love,,43,60
2,2:58.0,L. Nance makes 2-pt hook shot from 15 ft (assist by B. Knight),,45,60
2,2:41.0,,P. Connaughton misses 3-pt jump shot from 26 ft,45,60
2,2:38.0,Defensive rebound by K. Love,,45,60
2,2:30.0,B. Knight misses 3-pt jump shot from 26 ft,,45,60
2,2:27.0,,Defensive rebound by E. İlyasova,45,60
2,2:23.0,,G. Hill makes 2-pt layup from 2 ft (assist by P. Connaughton),45,62
2,2:17.0,K. Love makes 2-pt layup from 2 ft (assist by C. Osman),,47,62
2,2:17.0,J. Clarkson enters the game for C. Osman,,47,62
2,2:17.0,,K. Middleton enters the game for G. Hill,47,62
2,2:01.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,47,64
2,1:49.0,Shooting foul by E. İlyasova (drawn by C. Sexton),,47,64
2,1:49.0,C. Sexton makes free throw 1 of 2,,48,64
2,1:49.0,C. Sexton makes free throw 2 of 2,,49,64
2,1:27.0,,E. İlyasova misses 3-pt jump shot from 26 ft,49,64
2,1:24.0,Defensive rebound by J. Clarkson,,49,64
2,1:10.0,C. Sexton misses 3-pt jump shot from 22 ft,,49,64
2,1:07.0,,Defensive rebound by E. Bledsoe,49,64
2,1:04.0,,Personal foul by B. Knight (drawn by E. Bledsoe),49,64
2,1:04.0,,E. Bledsoe makes free throw 1 of 2,49,65
2,1:04.0,D. Nwaba enters the game for B. Knight,,49,65
2,1:04.0,,E. Bledsoe makes free throw 2 of 2,49,66
2,0:52.0,J. Clarkson misses 2-pt hook shot from 9 ft,,49,66
2,0:50.0,Offensive rebound by J. Clarkson,,49,66
2,0:48.0,K. Love makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,52,66
2,0:32.0,,P. Connaughton misses 3-pt jump shot from 27 ft,52,66
2,0:29.0,Defensive rebound by K. Love,,52,66
2,0:07.0,J. Clarkson misses 2-pt jump shot from 10 ft (block by E. Bledsoe),,52,66
2,0:07.0,Offensive rebound by Team,,52,66
2,0:05.0,K. Love makes 3-pt jump shot from 30 ft (assist by D. Nwaba),,55,66
2,0:00.0,,P. Connaughton makes 2-pt dunk from 1 ft (assist by E. Bledsoe),55,68
3,11:36.0,C. Osman misses 3-pt jump shot from 23 ft,,55,68
3,11:33.0,,Defensive rebound by B. Lopez,55,68
3,11:27.0,,T. Snell misses 3-pt jump shot from 27 ft,55,68
3,11:25.0,Defensive rebound by L. Nance,,55,68
3,11:05.0,C. Sexton makes 3-pt jump shot from 26 ft,,58,68
3,10:50.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),58,70
3,10:31.0,K. Love misses 3-pt jump shot from 26 ft,,58,70
3,10:27.0,,Defensive rebound by E. Bledsoe,58,70
3,10:22.0,,Personal foul by C. Osman (drawn by G. Antetokounmpo),58,70
3,10:13.0,,Turnover by G. Antetokounmpo (bad pass; steal by L. Nance),58,70
3,10:07.0,K. Love misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,58,70
3,10:03.0,Offensive rebound by K. Love,,58,70
3,10:01.0,C. Osman makes 2-pt layup from 1 ft (assist by K. Love),,60,70
3,9:49.0,,G. Antetokounmpo makes 2-pt hook shot from 7 ft,60,72
3,9:42.0,C. Sexton misses 2-pt layup from 2 ft,,60,72
3,9:39.0,,Defensive rebound by G. Antetokounmpo,60,72
3,9:33.0,,G. Antetokounmpo misses 2-pt jump shot from 8 ft,60,72
3,9:31.0,Defensive rebound by K. Love,,60,72
3,9:20.0,K. Love misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,60,72
3,9:20.0,Offensive rebound by K. Love,,60,72
3,9:18.0,K. Love misses 2-pt layup from 3 ft,,60,72
3,9:16.0,Offensive rebound by K. Love,,60,72
3,9:15.0,K. Love misses 2-pt layup from 2 ft,,60,72
3,9:13.0,,Defensive rebound by B. Lopez,60,72
3,9:13.0,,Shooting foul by C. Osman (drawn by T. Snell),60,72
3,9:13.0,,Milwaukee full timeout,60,72
3,9:13.0,,T. Snell makes free throw 1 of 2,60,73
3,9:13.0,,T. Snell makes free throw 2 of 2,60,74
3,9:03.0,B. Knight misses 2-pt jump shot from 12 ft,,60,74
3,8:58.0,Offensive rebound by K. Love,,60,74
3,8:50.0,C. Sexton misses 3-pt jump shot from 24 ft,,60,74
3,8:47.0,,Defensive rebound by G. Antetokounmpo,60,74
3,8:41.0,,T. Snell misses 3-pt jump shot from 27 ft,60,74
3,8:37.0,Defensive rebound by K. Love,,60,74
3,8:27.0,K. Love misses 3-pt jump shot from 29 ft,,60,74
3,8:27.0,,Defensive rebound by G. Antetokounmpo,60,74
3,8:14.0,,B. Lopez misses 3-pt jump shot from 27 ft,60,74
3,8:11.0,Defensive rebound by K. Love,,60,74
3,7:56.0,C. Sexton misses 2-pt jump shot from 9 ft,,60,74
3,7:53.0,,Defensive rebound by G. Antetokounmpo,60,74
3,7:49.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,60,74
3,7:46.0,Defensive rebound by B. Knight,,60,74
3,7:31.0,L. Nance misses 3-pt jump shot from 26 ft,,60,74
3,7:28.0,,Defensive rebound by E. Bledsoe,60,74
3,7:18.0,,Personal foul by L. Nance (drawn by G. Antetokounmpo),60,74
3,7:18.0,J. Clarkson enters the game for B. Knight,,60,74
3,7:15.0,,Turnover by G. Antetokounmpo (bad pass; steal by L. Nance),60,74
3,7:05.0,K. Love makes 2-pt jump shot from 13 ft (assist by L. Nance),,62,74
3,6:53.0,,K. Middleton misses 3-pt jump shot from 27 ft,62,74
3,6:49.0,Defensive rebound by C. Sexton,,62,74
3,6:34.0,K. Love makes 3-pt jump shot from 23 ft (assist by L. Nance),,65,74
3,6:22.0,,K. Middleton misses 2-pt jump shot from 4 ft,65,74
3,6:19.0,Defensive rebound by L. Nance,,65,74
3,6:13.0,J. Clarkson makes 2-pt jump shot from 12 ft,,67,74
3,5:54.0,,Shooting foul by L. Nance (drawn by G. Antetokounmpo),67,74
3,5:54.0,,G. Antetokounmpo misses free throw 1 of 2,67,74
3,5:54.0,,Offensive rebound by Team,67,74
3,5:54.0,,P. Connaughton enters the game for E. Bledsoe,67,74
3,5:54.0,,G. Hill enters the game for T. Snell,67,74
3,5:54.0,,G. Antetokounmpo makes free throw 2 of 2,67,75
3,5:34.0,K. Love misses 2-pt jump shot from 9 ft,,67,75
3,5:31.0,,Defensive rebound by P. Connaughton,67,75
3,5:23.0,,Shooting foul by L. Nance (drawn by G. Antetokounmpo),67,75
3,5:23.0,,G. Antetokounmpo makes free throw 1 of 2,67,76
3,5:23.0,T. Thompson enters the game for L. Nance,,67,76
3,5:23.0,,D. Wilson enters the game for B. Lopez,67,76
3,5:23.0,,G. Antetokounmpo makes free throw 2 of 2,67,77
3,5:04.0,J. Clarkson misses 3-pt jump shot from 28 ft,,67,77
3,5:01.0,,Defensive rebound by P. Connaughton,67,77
3,4:50.0,,D. Wilson makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),67,80
3,4:28.0,C. Osman makes 2-pt jump shot from 15 ft,,69,80
3,4:18.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,69,82
3,4:03.0,Personal foul by G. Antetokounmpo (drawn by C. Sexton),,69,82
3,4:03.0,D. Nwaba enters the game for K. Love,,69,82
3,4:03.0,,E. İlyasova enters the game for G. Antetokounmpo,69,82
3,3:57.0,C. Sexton misses 3-pt jump shot from 28 ft,,69,82
3,3:54.0,,Defensive rebound by E. İlyasova,69,82
3,3:36.0,,P. Connaughton misses 3-pt jump shot from 25 ft,69,82
3,3:36.0,Defensive rebound by Team,,69,82
3,3:22.0,C. Osman misses 3-pt jump shot from 28 ft,,69,82
3,3:18.0,,Defensive rebound by D. Wilson,69,82
3,3:13.0,,Turnover by K. Middleton (lost ball; steal by C. Sexton),69,82
3,3:09.0,C. Sexton makes 2-pt layup from 1 ft,,71,82
3,2:49.0,,K. Middleton misses 3-pt jump shot from 25 ft,71,82
3,2:46.0,Defensive rebound by C. Sexton,,71,82
3,2:35.0,D. Nwaba makes 2-pt hook shot from 6 ft,,73,82
3,2:34.0,,Milwaukee full timeout,73,82
3,2:34.0,N. Stauskas enters the game for C. Sexton,,73,82
3,2:34.0,,S. Brown enters the game for K. Middleton,73,82
3,2:21.0,,P. Connaughton makes 3-pt jump shot from 28 ft (assist by G. Hill),73,85
3,2:00.0,J. Clarkson misses 2-pt layup from 1 ft,,73,85
3,1:57.0,Offensive rebound by T. Thompson,,73,85
3,1:57.0,T. Thompson misses 2-pt dunk at rim,,73,85
3,1:57.0,,Defensive rebound by S. Brown,73,85
3,1:54.0,,S. Brown misses 2-pt layup from 2 ft,73,85
3,1:51.0,Defensive rebound by T. Thompson,,73,85
3,1:41.0,T. Thompson makes 2-pt layup from 2 ft,,75,85
3,1:19.0,,P. Connaughton misses 2-pt layup from 2 ft,75,85
3,1:16.0,Defensive rebound by T. Thompson,,75,85
3,1:13.0,N. Stauskas misses 3-pt jump shot from 26 ft,,75,85
3,1:09.0,,Defensive rebound by S. Brown,75,85
3,0:46.0,,D. Wilson misses 2-pt jump shot from 9 ft,75,85
3,0:44.0,Defensive rebound by T. Thompson,,75,85
3,0:44.0,Turnover by T. Thompson (out of bounds lost ball),,75,85
3,0:44.0,,E. Bledsoe enters the game for P. Connaughton,75,85
3,0:33.0,,G. Hill makes 3-pt jump shot from 27 ft,75,88
3,0:25.0,T. Thompson makes 2-pt layup from 5 ft (assist by C. Osman),,77,88
3,0:02.0,,G. Hill makes 2-pt jump shot from 22 ft,77,90
3,0:00.0,J. Clarkson misses 3-pt jump shot from 44 ft,,77,90
3,0:00.0,Offensive rebound by Team,,77,90
4,11:43.0,,E. İlyasova makes 2-pt jump shot from 22 ft (assist by E. Bledsoe),77,92
4,11:26.0,Shooting foul by E. İlyasova (drawn by J. Clarkson),,77,92
4,11:26.0,J. Clarkson makes free throw 1 of 2,,78,92
4,11:26.0,J. Clarkson makes free throw 2 of 2,,79,92
4,10:59.0,,E. Bledsoe misses 2-pt jump shot from 21 ft,79,92
4,10:56.0,,Offensive rebound by G. Hill,79,92
4,10:56.0,,G. Hill makes 2-pt layup from 2 ft,79,94
4,10:30.0,Turnover by T. Thompson (lost ball; steal by E. Bledsoe),,79,94
4,10:30.0,C. Sexton enters the game for C. Osman,,79,94
4,10:30.0,,P. Connaughton enters the game for G. Hill,79,94
4,10:18.0,,E. Bledsoe makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),79,97
4,9:52.0,N. Stauskas makes 3-pt jump shot from 27 ft (assist by T. Thompson),,82,97
4,9:39.0,,S. Brown makes 2-pt dunk from 3 ft (assist by G. Antetokounmpo),82,99
4,9:26.0,Personal foul by E. İlyasova (drawn by J. Clarkson),,82,99
4,9:26.0,L. Nance enters the game for N. Stauskas,,82,99
4,9:26.0,,B. Lopez enters the game for E. İlyasova,82,99
4,9:18.0,T. Thompson makes 2-pt dunk from 1 ft (assist by J. Clarkson),,84,99
4,9:00.0,,Turnover by P. Connaughton (bad pass),84,99
4,8:45.0,Turnover by T. Thompson (bad pass; steal by P. Connaughton),,84,99
4,8:41.0,,S. Brown misses 2-pt layup from 3 ft,84,99
4,8:40.0,,Offensive rebound by P. Connaughton,84,99
4,8:40.0,,P. Connaughton misses 2-pt layup at rim,84,99
4,8:37.0,Defensive rebound by D. Nwaba,,84,99
4,8:28.0,J. Clarkson misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,84,99
4,8:24.0,Offensive rebound by J. Clarkson,,84,99
4,8:23.0,C. Sexton misses 3-pt jump shot from 27 ft,,84,99
4,8:20.0,,Defensive rebound by E. Bledsoe,84,99
4,8:17.0,,Personal foul by D. Nwaba (drawn by G. Antetokounmpo),84,99
4,8:17.0,K. Love enters the game for T. Thompson,,84,99
4,8:17.0,,K. Middleton enters the game for S. Brown,84,99
4,8:10.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by B. Lopez),84,101
4,7:45.0,D. Nwaba makes 3-pt jump shot from 26 ft (assist by L. Nance),,87,101
4,7:33.0,,E. Bledsoe makes 3-pt jump shot from 28 ft,87,104
4,7:33.0,Cleveland full timeout,,87,104
4,7:25.0,Shooting foul by P. Connaughton (drawn by J. Clarkson),,87,104
4,7:25.0,J. Clarkson makes free throw 1 of 2,,88,104
4,7:25.0,J. Clarkson misses free throw 2 of 2,,88,104
4,7:21.0,,Defensive rebound by B. Lopez,88,104
4,7:10.0,,K. Middleton misses 3-pt jump shot from 23 ft,88,104
4,7:07.0,Defensive rebound by K. Love,,88,104
4,6:46.0,K. Love misses 3-pt jump shot from 28 ft,,88,104
4,6:43.0,,Defensive rebound by B. Lopez,88,104
4,6:38.0,,Turnover by G. Antetokounmpo (out of bounds lost ball),88,104
4,6:27.0,K. Love misses 3-pt jump shot from 26 ft,,88,104
4,6:23.0,,Defensive rebound by B. Lopez,88,104
4,6:13.0,,K. Middleton makes 2-pt jump shot from 19 ft,88,106
4,6:01.0,J. Clarkson misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,88,106
4,6:00.0,Offensive rebound by C. Sexton,,88,106
4,6:00.0,Shooting foul by P. Connaughton (drawn by C. Sexton),,88,106
4,6:00.0,C. Sexton misses free throw 1 of 2,,88,106
4,6:00.0,Offensive rebound by Team,,88,106
4,6:00.0,C. Osman enters the game for D. Nwaba,,88,106
4,6:00.0,,G. Hill enters the game for G. Antetokounmpo,88,106
4,6:00.0,,E. İlyasova enters the game for E. Bledsoe,88,106
4,6:00.0,C. Sexton makes free throw 2 of 2,,89,106
4,5:45.0,,Turnover by K. Middleton (bad pass; steal by L. Nance),89,106
4,5:41.0,C. Sexton makes 2-pt dunk from 1 ft,,91,106
4,5:24.0,,Shooting foul by L. Nance (drawn by G. Hill),91,106
4,5:24.0,,G. Hill makes free throw 1 of 2,91,107
4,5:24.0,,G. Hill makes free throw 2 of 2,91,108
4,5:03.0,L. Nance misses 3-pt jump shot from 28 ft,,91,108
4,4:59.0,Offensive rebound by C. Sexton,,91,108
4,4:56.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by L. Nance),,94,108
4,4:46.0,,K. Middleton makes 2-pt jump shot from 5 ft,94,110
4,4:29.0,C. Sexton makes 2-pt layup from 1 ft (assist by L. Nance),,96,110
4,4:29.0,,Milwaukee full timeout,96,110
4,4:29.0,,S. Brown enters the game for P. Connaughton,96,110
4,4:13.0,,E. İlyasova misses 3-pt jump shot from 26 ft,96,110
4,4:13.0,,Offensive rebound by Team,96,110
4,3:54.0,,Shooting foul by C. Sexton (drawn by K. Middleton),96,110
4,3:54.0,,K. Middleton misses free throw 1 of 2,96,110
4,3:54.0,,Offensive rebound by Team,96,110
4,3:54.0,,K. Middleton makes free throw 2 of 2,96,111
4,3:35.0,L. Nance makes 2-pt hook shot from 5 ft (assist by J. Clarkson),,98,111
4,3:25.0,,K. Middleton makes 2-pt jump shot from 10 ft,98,113
