QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CLEVELAND_ACTION,GOLDEN STATE_SCORE,CLEVELAND_SCORE
2,11:07.0,,R. Hood makes 2-pt layup at rim (assist by A. Burks),31,30
2,10:55.0,K. Thompson misses 2-pt jump shot from 11 ft,,31,30
2,10:55.0,,Defensive rebound by L. Nance,31,30
2,10:31.0,,A. Burks misses 3-pt jump shot from 26 ft,31,30
2,10:27.0,,Offensive rebound by L. Nance,31,30
2,10:27.0,,L. Nance makes 2-pt layup from 1 ft,31,32
2,10:27.0,,Violation by Team (delay of game),31,32
2,10:27.0,,Violation by Team (delay of game),31,32
2,10:27.0,K. Thompson misses technical free throw,,31,32
2,10:27.0,Offensive rebound by Team,,31,32
2,10:09.0,K. Thompson misses 2-pt jump shot from 16 ft,,31,32
2,10:06.0,,Defensive rebound by Team,31,32
2,9:52.0,,J. Clarkson misses 2-pt jump shot from 19 ft,31,32
2,9:48.0,,Offensive rebound by L. Nance,31,32
2,9:46.0,,A. Burks makes 3-pt jump shot from 26 ft (assist by G. Hill),31,35
2,9:46.0,,Away from play foul by S. Livingston (drawn by L. Nance),31,35
2,9:46.0,,L. Nance makes free throw 1 of 1,31,36
2,9:46.0,A. McKinnie enters the game for M. Derrickson,,31,36
2,9:33.0,S. Livingston makes 2-pt jump shot from 9 ft,,33,36
2,9:14.0,,Turnover by G. Hill (bad pass; steal by Q. Cook),33,36
2,9:00.0,J. Jerebko makes 2-pt jump shot from 11 ft (assist by S. Livingston),,35,36
2,8:47.0,,A. Burks misses 3-pt jump shot from 26 ft,35,36
2,8:45.0,Defensive rebound by J. Jerebko,,35,36
2,8:37.0,Shooting foul by J. Clarkson (drawn by K. Thompson),,35,36
2,8:37.0,K. Thompson makes free throw 1 of 2,,36,36
2,8:37.0,S. Curry enters the game for S. Livingston,,36,36
2,8:37.0,K. Thompson makes free throw 2 of 2,,37,36
2,8:17.0,,Shooting foul by A. McKinnie (drawn by A. Burks),37,36
2,8:17.0,,A. Burks makes free throw 1 of 2,37,37
2,8:17.0,,A. Burks misses free throw 2 of 2,37,37
2,8:13.0,Defensive rebound by K. Thompson,,37,37
2,8:02.0,J. Jerebko makes 2-pt layup from 1 ft (assist by S. Curry),,39,37
2,7:44.0,,L. Nance makes 2-pt dunk from 1 ft,39,39
2,7:28.0,Q. Cook misses 3-pt jump shot from 25 ft,,39,39
2,7:25.0,,Defensive rebound by L. Nance,39,39
2,7:11.0,,G. Hill misses 3-pt jump shot from 23 ft,39,39
2,7:08.0,Defensive rebound by S. Curry,,39,39
2,7:01.0,A. McKinnie makes 2-pt layup from 1 ft (assist by J. Jerebko),,41,39
2,7:01.0,Shooting foul by L. Nance (drawn by A. McKinnie),,41,39
2,7:01.0,J. Bell enters the game for Q. Cook,,41,39
2,7:01.0,,C. Osman enters the game for J. Clarkson,41,39
2,7:01.0,,C. Sexton enters the game for G. Hill,41,39
2,7:01.0,A. McKinnie makes free throw 1 of 1,,42,39
2,6:38.0,,Turnover by L. Nance (out of bounds lost ball),42,39
2,6:38.0,,Cleveland full timeout,42,39
2,6:38.0,K. Durant enters the game for J. Jerebko,,42,39
2,6:38.0,A. Iguodala enters the game for K. Thompson,,42,39
2,6:38.0,,T. Thompson enters the game for A. Burks,42,39
2,6:28.0,S. Curry misses 2-pt jump shot from 18 ft,,42,39
2,6:23.0,Offensive rebound by A. McKinnie,,42,39
2,6:11.0,S. Curry misses 3-pt jump shot from 22 ft,,42,39
2,6:07.0,,Defensive rebound by L. Nance,42,39
2,6:03.0,,C. Sexton makes 2-pt jump shot from 19 ft (assist by L. Nance),42,41
2,5:55.0,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),,45,41
2,5:38.0,,Personal foul by S. Curry (drawn by C. Osman),45,41
2,5:31.0,,Turnover by C. Sexton (bad pass; steal by A. Iguodala),45,41
2,5:23.0,Shooting foul by T. Thompson (drawn by S. Curry),,45,41
2,5:23.0,S. Curry misses free throw 1 of 2,,45,41
2,5:23.0,Offensive rebound by Team,,45,41
2,5:23.0,S. Curry makes free throw 2 of 2,,46,41
2,5:06.0,,R. Hood misses 3-pt jump shot from 26 ft,46,41
2,5:02.0,Defensive rebound by K. Durant,,46,41
2,4:50.0,A. Iguodala misses 2-pt jump shot from 14 ft,,46,41
2,4:47.0,,Defensive rebound by T. Thompson,46,41
2,4:37.0,,L. Nance makes 2-pt hook shot from 5 ft,46,43
2,4:37.0,,Loose ball foul by T. Thompson (drawn by J. Bell),46,43
2,4:37.0,K. Thompson enters the game for A. McKinnie,,46,43
2,4:37.0,,J. Clarkson enters the game for T. Thompson,46,43
2,4:29.0,Personal foul by L. Nance (drawn by K. Durant),,46,43
2,4:29.0,K. Durant makes free throw 1 of 2,,47,43
2,4:29.0,K. Durant makes free throw 2 of 2,,48,43
2,4:12.0,,C. Osman makes 2-pt hook shot from 7 ft (assist by J. Clarkson),48,45
2,4:12.0,K. Looney enters the game for J. Bell,,48,45
2,3:46.0,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),,51,45
2,3:23.0,,Turnover by R. Hood (lost ball; steal by S. Curry),51,45
2,3:19.0,Personal foul by R. Hood (drawn by S. Curry),,51,45
2,3:19.0,S. Curry makes free throw 1 of 2,,52,45
2,3:19.0,S. Curry makes free throw 2 of 2,,53,45
2,3:08.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Nance),53,48
2,2:53.0,Turnover by K. Durant (offensive foul),,53,48
2,2:53.0,Offensive foul by K. Durant (drawn by J. Clarkson),,53,48
2,2:53.0,Golden State full timeout,,53,48
2,2:31.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by R. Hood),53,51
2,2:14.0,K. Looney makes 2-pt dunk from 1 ft (assist by K. Thompson),,55,51
2,1:50.0,,R. Hood misses 3-pt jump shot from 25 ft,55,51
2,1:48.0,Defensive rebound by K. Durant,,55,51
2,1:42.0,Turnover by K. Durant (bad pass; steal by C. Osman),,55,51
2,1:36.0,,J. Clarkson makes 2-pt layup from 1 ft,55,53
2,1:26.0,K. Thompson misses 3-pt jump shot from 26 ft,,55,53
2,1:26.0,,Defensive rebound by C. Osman,55,53
2,1:10.0,,C. Sexton makes 3-pt jump shot from 25 ft,55,56
2,0:59.0,S. Curry makes 3-pt jump shot from 27 ft,,58,56
2,0:42.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by C. Sexton),58,59
2,0:36.0,S. Curry misses 3-pt jump shot from 33 ft,,58,59
2,0:32.0,,Defensive rebound by L. Nance,58,59
2,0:27.0,,C. Sexton makes 3-pt jump shot from 25 ft,58,62
2,0:08.0,Turnover by K. Durant (bad pass; steal by L. Nance),,58,62
2,0:00.0,,R. Hood makes 2-pt jump shot from 20 ft (assist by J. Clarkson),58,64
3,11:44.0,,C. Sexton misses 2-pt jump shot from 21 ft,58,64
3,11:39.0,Defensive rebound by S. Curry,,58,64
3,11:24.0,K. Thompson misses 3-pt jump shot from 25 ft,,58,64
3,11:19.0,,Defensive rebound by T. Thompson,58,64
3,11:02.0,,R. Hood misses 3-pt jump shot from 26 ft,58,64
3,10:58.0,Defensive rebound by K. Durant,,58,64
3,10:49.0,A. Iguodala misses 2-pt jump shot from 6 ft,,58,64
3,10:45.0,Offensive rebound by A. Iguodala,,58,64
3,10:42.0,A. Iguodala misses 2-pt layup from 2 ft,,58,64
3,10:39.0,,Defensive rebound by T. Thompson,58,64
3,10:33.0,,R. Hood misses 2-pt jump shot from 3 ft,58,64
3,10:32.0,,Offensive rebound by G. Hill,58,64
3,10:32.0,,Turnover by G. Hill (out of bounds lost ball),58,64
3,10:16.0,K. Looney makes 2-pt jump shot from 14 ft (assist by S. Curry),,60,64
3,9:53.0,,C. Osman makes 3-pt jump shot from 24 ft (assist by T. Thompson),60,67
3,9:39.0,K. Looney makes 2-pt jump shot from 16 ft,,62,67
3,9:14.0,,T. Thompson misses 2-pt hook shot from 9 ft,62,67
3,9:12.0,Defensive rebound by S. Curry,,62,67
3,9:09.0,S. Curry makes 3-pt jump shot from 27 ft,,65,67
3,8:48.0,,C. Sexton misses 2-pt jump shot from 20 ft,65,67
3,8:45.0,Defensive rebound by S. Curry,,65,67
3,8:42.0,Shooting foul by G. Hill (drawn by S. Curry),,65,67
3,8:42.0,S. Curry makes free throw 1 of 2,,66,67
3,8:42.0,S. Curry makes free throw 2 of 2,,67,67
3,8:42.0,,Cleveland full timeout,67,67
3,8:20.0,,C. Osman misses 3-pt jump shot from 28 ft,67,67
3,8:17.0,Defensive rebound by K. Durant,,67,67
3,8:02.0,K. Durant misses 3-pt jump shot from 25 ft,,67,67
3,7:58.0,,Defensive rebound by C. Sexton,67,67
3,7:51.0,,C. Sexton misses 2-pt layup from 3 ft (block by K. Looney),67,67
3,7:51.0,,Offensive rebound by Team,67,67
3,7:44.0,,C. Osman misses 2-pt hook shot from 10 ft,67,67
3,7:40.0,Defensive rebound by K. Looney,,67,67
3,7:27.0,S. Curry misses 2-pt hook shot from 3 ft,,67,67
3,7:24.0,,Defensive rebound by T. Thompson,67,67
3,7:21.0,,R. Hood misses 3-pt jump shot from 26 ft,67,67
3,7:19.0,Defensive rebound by K. Durant,,67,67
3,7:11.0,K. Durant misses 2-pt jump shot from 15 ft,,67,67
3,7:07.0,,Defensive rebound by T. Thompson,67,67
3,7:00.0,,C. Osman makes 2-pt layup from 3 ft (assist by C. Sexton),67,69
3,6:55.0,Shooting foul by C. Osman (drawn by K. Thompson),,67,69
3,6:55.0,K. Thompson makes free throw 1 of 2,,68,69
3,6:55.0,,J. Clarkson enters the game for G. Hill,68,69
3,6:55.0,K. Thompson makes free throw 2 of 2,,69,69
3,6:35.0,,R. Hood misses 2-pt jump shot from 15 ft,69,69
3,6:32.0,Defensive rebound by K. Durant,,69,69
3,6:24.0,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),,71,69
3,6:03.0,,C. Osman makes 2-pt jump shot from 23 ft,71,71
3,5:48.0,K. Looney misses 2-pt layup from 3 ft,,71,71
3,5:46.0,,Defensive rebound by T. Thompson,71,71
3,5:36.0,,Shooting foul by A. Iguodala (drawn by C. Sexton),71,71
3,5:36.0,,C. Sexton makes free throw 1 of 2,71,72
3,5:36.0,J. Bell enters the game for K. Looney,,71,72
3,5:36.0,,A. Burks enters the game for R. Hood,71,72
3,5:36.0,,C. Sexton makes free throw 2 of 2,71,73
3,5:22.0,A. Iguodala makes 2-pt dunk at rim (assist by J. Bell),,73,73
3,4:55.0,,Turnover by A. Burks (palming),73,73
3,4:42.0,K. Durant makes 2-pt jump shot from 9 ft,,75,73
3,4:17.0,,J. Clarkson misses 3-pt jump shot from 24 ft,75,73
3,4:15.0,Defensive rebound by K. Thompson,,75,73
3,4:12.0,J. Bell makes 2-pt layup at rim (assist by K. Thompson),,77,73
3,4:11.0,,Cleveland full timeout,77,73
3,4:11.0,J. Jerebko enters the game for A. Iguodala,,77,73
3,4:11.0,S. Livingston enters the game for K. Thompson,,77,73
3,4:11.0,,L. Nance enters the game for T. Thompson,77,73
3,3:48.0,,J. Clarkson misses 2-pt jump shot from 9 ft,77,73
3,3:46.0,Defensive rebound by K. Durant,,77,73
3,3:35.0,K. Durant makes 2-pt dunk at rim (assist by J. Jerebko),,79,73
3,3:16.0,,A. Burks misses 3-pt jump shot from 23 ft,79,73
3,3:13.0,Defensive rebound by S. Livingston,,79,73
3,3:08.0,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),,82,73
3,2:58.0,,C. Sexton makes 2-pt jump shot from 16 ft,82,75
3,2:45.0,S. Curry misses 3-pt jump shot from 25 ft,,82,75
3,2:43.0,,Defensive rebound by A. Burks,82,75
3,2:43.0,,A. Burks makes 2-pt layup from 1 ft,82,77
3,2:43.0,,Shooting foul by J. Bell (drawn by A. Burks),82,77
3,2:43.0,,T. Thompson enters the game for C. Osman,82,77
3,2:43.0,,A. Burks makes free throw 1 of 1,82,78
3,2:27.0,K. Durant misses 3-pt jump shot from 26 ft,,82,78
3,2:24.0,,Defensive rebound by T. Thompson,82,78
3,2:19.0,,Turnover by A. Burks (bad pass; steal by S. Livingston),82,78
3,2:13.0,S. Livingston makes 2-pt dunk from 1 ft,,84,78
3,1:50.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by C. Sexton),84,80
3,1:44.0,Golden State full timeout,,84,80
3,1:44.0,Q. Cook enters the game for S. Curry,,84,80
3,1:44.0,,G. Hill enters the game for C. Sexton,84,80
3,1:32.0,J. Jerebko makes 3-pt jump shot from 26 ft (assist by K. Durant),,87,80
3,1:13.0,,J. Clarkson misses 2-pt jump shot from 19 ft,87,80
3,1:07.0,,Offensive rebound by T. Thompson,87,80
3,1:07.0,,T. Thompson makes 2-pt dunk at rim,87,82
3,0:57.0,K. Durant makes 2-pt jump shot from 19 ft (assist by J. Jerebko),,89,82
3,0:41.0,,A. Burks misses 2-pt jump shot from 10 ft,89,82
3,0:38.0,,Offensive rebound by T. Thompson,89,82
3,0:38.0,,T. Thompson makes 2-pt dunk at rim,89,84
3,0:32.0,K. Durant makes 3-pt jump shot from 26 ft,,92,84
3,0:12.0,,J. Clarkson misses 3-pt jump shot from 26 ft,92,84
3,0:09.0,,Offensive rebound by T. Thompson,92,84
3,0:06.0,,T. Thompson makes 2-pt hook shot from 5 ft,92,86
3,0:01.0,K. Durant makes 3-pt jump shot from 34 ft,,95,86
4,11:47.0,Q. Cook makes 2-pt jump shot from 15 ft,,97,86
4,11:19.0,Technical foul by S. Livingston,,97,86
4,11:19.0,,J. Clarkson makes technical free throw,97,87
4,11:19.0,,Shooting foul by J. Jerebko (drawn by A. Burks),97,87
4,11:19.0,,A. Burks makes free throw 1 of 2,97,88
4,11:19.0,,A. Burks makes free throw 2 of 2,97,89
4,11:08.0,Personal foul by G. Hill (drawn by K. Thompson),,97,89
4,10:59.0,Q. Cook makes 3-pt jump shot from 24 ft (assist by K. Looney),,100,89
4,10:36.0,,A. Burks misses 2-pt jump shot from 17 ft,100,89
4,10:34.0,,Offensive rebound by T. Thompson,100,89
4,10:34.0,,Shooting foul by J. Jerebko (drawn by T. Thompson),100,89
4,10:34.0,,T. Thompson misses free throw 1 of 2,100,89
4,10:34.0,,Offensive rebound by Team,100,89
4,10:34.0,,T. Thompson misses free throw 2 of 2,100,89
4,10:32.0,Defensive rebound by K. Looney,,100,89
4,10:11.0,K. Thompson misses 2-pt jump shot from 18 ft,,100,89
4,10:08.0,,Defensive rebound by L. Nance,100,89
4,10:02.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by G. Hill),100,91
4,9:47.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,103,91
4,9:22.0,,J. Clarkson misses 2-pt layup from 3 ft,103,91
4,9:21.0,Defensive rebound by S. Livingston,,103,91
4,9:21.0,Personal foul by G. Hill (drawn by S. Livingston),,103,91
4,9:17.0,Personal foul by G. Hill (drawn by K. Thompson),,103,91
4,9:05.0,Turnover by K. Thompson (bad pass; steal by G. Hill),,103,91
4,8:57.0,,Turnover by A. Burks (lost ball; steal by S. Livingston),103,91
4,8:53.0,Turnover by S. Livingston (bad pass; steal by A. Burks),,103,91
4,8:37.0,,T. Thompson makes 2-pt hook shot from 6 ft (assist by G. Hill),103,93
4,8:22.0,K. Thompson misses 2-pt jump shot from 20 ft,,103,93
4,8:19.0,Offensive rebound by K. Looney,,103,93
4,8:10.0,K. Thompson misses 2-pt jump shot from 22 ft,,103,93
4,8:07.0,Offensive rebound by K. Looney,,103,93
4,8:05.0,S. Livingston makes 2-pt layup from 1 ft (assist by K. Looney),,105,93
4,7:55.0,,L. Nance makes 2-pt dunk from 1 ft (assist by J. Clarkson),105,95
4,7:55.0,Golden State full timeout,,105,95
4,7:55.0,S. Curry enters the game for Q. Cook,,105,95
4,7:55.0,A. McKinnie enters the game for S. Livingston,,105,95
4,7:55.0,,R. Hood enters the game for A. Burks,105,95
4,7:55.0,,C. Osman enters the game for G. Hill,105,95
4,7:55.0,,C. Sexton enters the game for L. Nance,105,95
4,7:42.0,K. Thompson misses 3-pt jump shot from 26 ft,,105,95
4,7:37.0,,Defensive rebound by J. Clarkson,105,95
4,7:31.0,,J. Clarkson makes 2-pt jump shot from 7 ft,105,97
4,7:13.0,J. Jerebko makes 2-pt layup at rim (assist by S. Curry),,107,97
4,6:56.0,,J. Clarkson misses 3-pt jump shot from 26 ft,107,97
4,6:54.0,Defensive rebound by J. Jerebko,,107,97
4,6:42.0,S. Curry misses 2-pt layup from 1 ft,,107,97
4,6:39.0,,Defensive rebound by T. Thompson,107,97
4,6:36.0,,J. Clarkson misses 3-pt jump shot from 26 ft,107,97
4,6:31.0,Defensive rebound by A. McKinnie,,107,97
4,6:26.0,S. Curry makes 3-pt jump shot from 25 ft,,110,97
4,6:26.0,Shooting foul by C. Osman (drawn by S. Curry),,110,97
4,6:26.0,K. Durant enters the game for K. Thompson,,110,97
4,6:26.0,S. Curry makes free throw 1 of 1,,111,97
4,6:12.0,,C. Sexton makes 2-pt jump shot from 16 ft,111,99
4,5:59.0,S. Curry makes 3-pt jump shot from 25 ft,,114,99
4,5:36.0,,R. Hood misses 2-pt jump shot from 9 ft,114,99
4,5:34.0,Defensive rebound by S. Curry,,114,99
4,5:34.0,Personal foul by R. Hood (drawn by S. Curry),,114,99
4,5:34.0,S. Curry makes free throw 1 of 2,,115,99
4,5:34.0,S. Curry makes free throw 2 of 2,,116,99
4,5:23.0,,Shooting foul by K. Looney (drawn by T. Thompson),116,99
4,5:23.0,,T. Thompson makes free throw 1 of 2,116,100
4,5:23.0,,T. Thompson misses free throw 2 of 2,116,100
4,5:19.0,Defensive rebound by A. McKinnie,,116,100
4,5:13.0,Turnover by S. Curry (lost ball; steal by J. Clarkson),,116,100
4,5:09.0,,C. Sexton makes 2-pt layup from 1 ft (assist by T. Thompson),116,102
4,4:46.0,A. McKinnie misses 2-pt layup from 2 ft,,116,102
4,4:40.0,Offensive rebound by K. Looney,,116,102
4,4:40.0,K. Looney misses 2-pt layup from 1 ft,,116,102
4,4:39.0,Offensive rebound by J. Jerebko,,116,102
4,4:37.0,S. Curry misses 3-pt jump shot from 26 ft,,116,102
4,4:37.0,Offensive rebound by A. McKinnie,,116,102
4,4:33.0,A. McKinnie makes 2-pt layup from 1 ft,,118,102
4,4:23.0,,C. Sexton misses 2-pt jump shot from 19 ft,118,102
4,4:19.0,Defensive rebound by S. Curry,,118,102
4,4:08.0,Shooting foul by C. Sexton (drawn by S. Curry),,118,102
4,4:08.0,S. Curry makes free throw 1 of 3,,119,102
4,4:08.0,S. Curry makes free throw 2 of 3,,120,102
4,4:08.0,K. Thompson enters the game for J. Jerebko,,120,102
4,4:08.0,S. Curry makes free throw 3 of 3,,121,102
4,4:08.0,,Cleveland full timeout,121,102
4,3:52.0,,Turnover by C. Osman (bad pass),121,102
4,3:40.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),,124,102
4,3:24.0,,R. Hood misses 3-pt jump shot from 27 ft,124,102
4,3:21.0,Defensive rebound by S. Curry,,124,102
4,3:12.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Durant),,126,102
4,3:05.0,,Cleveland full timeout,126,102
4,3:05.0,J. Bell enters the game for S. Curry,,126,102
4,3:05.0,Q. Cook enters the game for K. Durant,,126,102
4,3:05.0,M. Derrickson enters the game for K. Looney,,126,102
4,3:05.0,J. Evans enters the game for K. Thompson,,126,102
4,3:05.0,,J. Blossomgame enters the game for J. Clarkson,126,102
