QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
1,8:08.0,,Personal foul by J. Holiday (drawn by S. Adams),6,8
1,8:08.0,B. Caboclo enters the game for J. Holiday,,6,8
1,7:59.0,,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),6,10
1,7:40.0,J. Jackson makes 2-pt jump shot from 10 ft (assist by M. Conley),,8,10
1,7:28.0,,P. George misses 3-pt jump shot from 25 ft,8,10
1,7:24.0,,Offensive rebound by S. Adams,8,10
1,7:23.0,,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),8,13
1,7:07.0,Turnover by I. Rabb (lost ball; steal by P. George),,8,13
1,7:01.0,,Turnover by S. Adams (lost ball; steal by J. Jackson),8,13
1,7:01.0,,Loose ball foul by S. Adams (drawn by M. Conley),8,13
1,6:52.0,I. Rabb makes 2-pt jump shot from 4 ft (assist by M. Conley),,10,13
1,6:42.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),10,16
1,6:39.0,Memphis full timeout,,10,16
1,6:30.0,Shooting foul by T. Ferguson (drawn by M. Conley),,10,16
1,6:30.0,M. Conley makes free throw 1 of 2,,11,16
1,6:30.0,M. Conley makes free throw 2 of 2,,12,16
1,6:12.0,,Turnover by S. Adams (lost ball; steal by M. Conley),12,16
1,6:12.0,Personal foul by S. Adams (drawn by M. Conley),,12,16
1,6:12.0,M. Conley makes free throw 1 of 2,,13,16
1,6:12.0,,N. Noel enters the game for S. Adams,13,16
1,6:12.0,M. Conley makes free throw 2 of 2,,14,16
1,5:58.0,,T. Ferguson misses 3-pt jump shot from 23 ft,14,16
1,5:55.0,Defensive rebound by J. Jackson,,14,16
1,5:39.0,I. Rabb misses 2-pt jump shot from 21 ft,,14,16
1,5:37.0,,Defensive rebound by N. Noel,14,16
1,5:32.0,,R. Westbrook misses 2-pt jump shot from 17 ft,14,16
1,5:28.0,Defensive rebound by I. Rabb,,14,16
1,5:22.0,Offensive foul by J. Jackson (drawn by J. Grant),,14,16
1,5:22.0,Turnover by J. Jackson (offensive foul),,14,16
1,5:22.0,Y. Watanabe enters the game for I. Rabb,,14,16
1,5:22.0,,D. Schröder enters the game for P. George,14,16
1,5:06.0,,Offensive foul by T. Ferguson (drawn by Y. Watanabe),14,16
1,5:06.0,,Turnover by T. Ferguson (offensive foul),14,16
1,5:06.0,J. Carter enters the game for J. Washburn,,14,16
1,5:06.0,,A. Nader enters the game for T. Ferguson,14,16
1,4:55.0,J. Jackson misses 2-pt layup at rim,,14,16
1,4:54.0,,Defensive rebound by D. Schröder,14,16
1,4:46.0,,R. Westbrook misses 2-pt jump shot from 10 ft,14,16
1,4:45.0,Defensive rebound by Y. Watanabe,,14,16
1,4:37.0,M. Conley makes 3-pt jump shot from 27 ft,,17,16
1,4:24.0,,A. Nader makes 3-pt jump shot from 23 ft (assist by R. Westbrook),17,19
1,4:14.0,M. Conley misses 2-pt layup from 2 ft,,17,19
1,4:12.0,Offensive rebound by M. Conley,,17,19
1,4:12.0,M. Conley misses 2-pt layup from 2 ft (block by J. Grant),,17,19
1,4:09.0,,Defensive rebound by A. Nader,17,19
1,4:02.0,,Turnover by D. Schröder (bad pass; steal by Y. Watanabe),17,19
1,3:58.0,Y. Watanabe makes 2-pt layup from 2 ft,,19,19
1,3:56.0,,Oklahoma City full timeout,19,19
1,3:42.0,,Turnover by R. Westbrook (lost ball; steal by J. Jackson),19,19
1,3:28.0,Shooting foul by J. Grant (drawn by J. Jackson),,19,19
1,3:28.0,J. Jackson misses free throw 1 of 2,,19,19
1,3:28.0,Offensive rebound by Team,,19,19
1,3:28.0,J. Washburn enters the game for M. Conley,,19,19
1,3:28.0,J. Jackson makes free throw 2 of 2,,20,19
1,3:23.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by R. Westbrook),20,22
1,3:02.0,Turnover by J. Jackson (lost ball; steal by D. Schröder),,20,22
1,2:58.0,,D. Schröder misses 3-pt jump shot from 25 ft,20,22
1,2:55.0,Defensive rebound by J. Washburn,,20,22
1,2:50.0,Y. Watanabe misses 3-pt jump shot from 25 ft,,20,22
1,2:50.0,Offensive rebound by J. Jackson,,20,22
1,2:47.0,J. Jackson makes 2-pt layup from 2 ft,,22,22
1,2:35.0,,R. Westbrook makes 3-pt jump shot from 25 ft,22,25
1,2:24.0,B. Caboclo makes 3-pt jump shot from 26 ft (assist by J. Carter),,25,25
1,2:13.0,,R. Westbrook misses 3-pt jump shot from 25 ft,25,25
1,2:11.0,Defensive rebound by Y. Watanabe,,25,25
1,2:01.0,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Carter),,27,25
1,1:45.0,,J. Grant misses 3-pt jump shot from 26 ft,27,25
1,1:43.0,Defensive rebound by J. Jackson,,27,25
1,1:28.0,Turnover by B. Caboclo (lost ball; steal by N. Noel),,27,25
1,1:25.0,,Personal foul by J. Carter (drawn by R. Westbrook),27,25
1,1:25.0,,R. Westbrook makes free throw 1 of 2,27,26
1,1:25.0,I. Rabb enters the game for J. Jackson,,27,26
1,1:25.0,,P. Patterson enters the game for J. Grant,27,26
1,1:25.0,,R. Westbrook makes free throw 2 of 2,27,27
1,1:08.0,B. Caboclo makes 2-pt layup from 1 ft (assist by I. Rabb),,29,27
1,1:08.0,Shooting foul by N. Noel (drawn by B. Caboclo),,29,27
1,1:08.0,,P. George enters the game for R. Westbrook,29,27
1,1:08.0,B. Caboclo makes free throw 1 of 1,,30,27
1,1:01.0,,P. George misses 3-pt jump shot from 26 ft,30,27
1,0:58.0,Defensive rebound by I. Rabb,,30,27
1,0:46.0,B. Caboclo misses 3-pt jump shot from 25 ft,,30,27
1,0:42.0,Offensive rebound by I. Rabb,,30,27
1,0:33.0,Turnover by J. Carter (bad pass; steal by P. George),,30,27
1,0:23.0,,P. George misses 3-pt jump shot from 25 ft,30,27
1,0:20.0,Defensive rebound by J. Carter,,30,27
1,0:17.0,Shooting foul by P. George (drawn by Y. Watanabe),,30,27
1,0:17.0,Y. Watanabe makes free throw 1 of 2,,31,27
1,0:17.0,Y. Watanabe makes free throw 2 of 2,,32,27
1,0:02.0,,D. Schröder misses 2-pt jump shot from 5 ft,32,27
1,0:02.0,Defensive rebound by B. Caboclo,,32,27
2,11:44.0,B. Caboclo misses 3-pt jump shot from 24 ft,,32,27
2,11:41.0,,Defensive rebound by Team,32,27
2,11:22.0,,Turnover by P. George (out of bounds lost ball),32,27
2,10:59.0,Y. Watanabe misses 3-pt jump shot from 26 ft,,32,27
2,10:57.0,,Defensive rebound by N. Noel,32,27
2,10:57.0,,Personal foul by I. Rabb (drawn by N. Noel),32,27
2,10:57.0,J. Holiday enters the game for J. Washburn,,32,27
2,10:48.0,,D. Schröder misses 2-pt layup from 1 ft (block by I. Rabb),32,27
2,10:46.0,Defensive rebound by J. Carter,,32,27
2,10:41.0,Y. Watanabe makes 2-pt dunk from 1 ft (assist by J. Carter),,34,27
2,10:26.0,,A. Nader misses 3-pt jump shot from 23 ft,34,27
2,10:23.0,Defensive rebound by I. Rabb,,34,27
2,10:06.0,B. Caboclo makes 2-pt hook shot from 5 ft (assist by J. Carter),,36,27
2,9:51.0,,Turnover by P. George (lost ball; steal by J. Carter),36,27
2,9:44.0,Turnover by B. Caboclo (out of bounds lost ball),,36,27
2,9:33.0,,D. Schröder misses 3-pt jump shot from 25 ft,36,27
2,9:29.0,Defensive rebound by B. Caboclo,,36,27
2,9:09.0,J. Holiday misses 2-pt jump shot from 6 ft,,36,27
2,9:06.0,,Defensive rebound by P. George,36,27
2,8:53.0,,P. George misses 2-pt jump shot from 15 ft,36,27
2,8:50.0,Defensive rebound by I. Rabb,,36,27
2,8:42.0,I. Rabb misses 2-pt jump shot from 21 ft,,36,27
2,8:40.0,,Defensive rebound by P. George,36,27
2,8:35.0,,Shooting foul by J. Carter (drawn by P. George),36,27
2,8:35.0,,P. George makes free throw 1 of 2,36,28
2,8:35.0,,R. Westbrook enters the game for A. Nader,36,28
2,8:35.0,,P. George makes free throw 2 of 2,36,29
2,8:23.0,Offensive foul by J. Carter (drawn by D. Schröder),,36,29
2,8:23.0,Turnover by J. Carter (offensive foul),,36,29
2,8:23.0,,J. Grant enters the game for N. Noel,36,29
2,8:23.0,Memphis full timeout,,36,29
2,8:23.0,M. Conley enters the game for B. Caboclo,,36,29
2,8:23.0,J. Jackson enters the game for J. Carter,,36,29
2,8:01.0,,J. Grant makes 2-pt layup from 1 ft (assist by P. Patterson),36,31
2,7:35.0,J. Holiday misses 2-pt layup from 2 ft,,36,31
2,7:33.0,,Defensive rebound by P. Patterson,36,31
2,7:27.0,,D. Schröder misses 3-pt jump shot from 23 ft,36,31
2,7:24.0,Defensive rebound by Y. Watanabe,,36,31
2,7:18.0,Y. Watanabe misses 2-pt jump shot from 6 ft,,36,31
2,7:13.0,,Defensive rebound by P. Patterson,36,31
2,6:59.0,,P. Patterson makes 2-pt dunk from 1 ft (assist by R. Westbrook),36,33
2,6:34.0,M. Conley misses 2-pt layup from 2 ft,,36,33
2,6:30.0,J. Jackson makes 2-pt dunk from 1 ft,,38,33
2,6:30.0,Offensive rebound by J. Jackson,,38,33
2,6:19.0,,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),38,36
2,5:55.0,M. Conley misses 2-pt layup from 2 ft,,38,36
2,5:53.0,,Defensive rebound by R. Westbrook,38,36
2,5:40.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. George),38,39
2,5:19.0,,Loose ball foul by D. Schröder (drawn by M. Conley),38,39
2,5:19.0,,T. Ferguson enters the game for D. Schröder,38,39
2,5:09.0,M. Conley misses 3-pt jump shot from 25 ft,,38,39
2,5:08.0,,Defensive rebound by R. Westbrook,38,39
2,5:08.0,,Personal take foul by M. Conley (drawn by R. Westbrook),38,39
2,5:03.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),38,42
2,4:58.0,Memphis full timeout,,38,42
2,4:58.0,,Technical foul by,38,42
2,4:58.0,J. Washburn enters the game for Y. Watanabe,,38,42
2,4:58.0,,P. George makes technical free throw,38,43
2,4:52.0,Turnover by J. Holiday (bad pass; steal by R. Westbrook),,38,43
2,4:48.0,,R. Westbrook misses 2-pt dunk from 1 ft,38,43
2,4:46.0,Defensive rebound by Team,,38,43
2,4:39.0,J. Holiday misses 3-pt jump shot from 25 ft,,38,43
2,4:36.0,,Defensive rebound by R. Westbrook,38,43
2,4:31.0,,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),38,46
2,4:11.0,Personal foul by J. Grant (drawn by J. Jackson),,38,46
2,4:03.0,Personal foul by J. Grant (drawn by J. Jackson),,38,46
2,4:03.0,,N. Noel enters the game for J. Grant,38,46
2,3:54.0,J. Jackson makes 2-pt jump shot from 14 ft,,40,46
2,3:46.0,,Shooting foul by J. Washburn (drawn by P. George),40,46
2,3:46.0,,P. George makes free throw 1 of 2,40,47
2,3:46.0,,P. George makes free throw 2 of 2,40,48
2,3:35.0,Personal foul by T. Ferguson (drawn by M. Conley),,40,48
2,3:35.0,,D. Schröder enters the game for T. Ferguson,40,48
2,3:27.0,M. Conley misses 2-pt jump shot from 10 ft,,40,48
2,3:21.0,,Defensive rebound by R. Westbrook,40,48
2,3:13.0,,Shooting foul by I. Rabb (drawn by R. Westbrook),40,48
2,3:13.0,,R. Westbrook misses free throw 1 of 2,40,48
2,3:13.0,,Offensive rebound by Team,40,48
2,3:13.0,B. Caboclo enters the game for I. Rabb,,40,48
2,3:13.0,,R. Westbrook makes free throw 2 of 2,40,49
2,2:55.0,J. Jackson makes 2-pt hook shot from 6 ft (assist by B. Caboclo),,42,49
2,2:43.0,,N. Noel misses 2-pt hook shot from 6 ft,42,49
2,2:38.0,Defensive rebound by J. Jackson,,42,49
2,2:34.0,J. Holiday misses 2-pt jump shot from 15 ft,,42,49
2,2:28.0,,Defensive rebound by P. Patterson,42,49
2,2:24.0,,R. Westbrook misses 3-pt jump shot from 25 ft,42,49
2,2:20.0,Defensive rebound by J. Jackson,,42,49
2,2:10.0,J. Jackson makes 2-pt jump shot from 14 ft (assist by M. Conley),,44,49
2,1:59.0,,N. Noel makes 2-pt dunk from 1 ft (assist by P. George),44,51
2,1:38.0,Personal foul by N. Noel (drawn by M. Conley),,44,51
2,1:38.0,M. Conley makes free throw 1 of 2,,45,51
2,1:38.0,M. Conley misses free throw 2 of 2,,45,51
2,1:37.0,,Defensive rebound by R. Westbrook,45,51
2,1:29.0,,P. George misses 3-pt jump shot from 25 ft,45,51
2,1:25.0,,Offensive rebound by P. Patterson,45,51
2,1:23.0,,Turnover by P. Patterson (bad pass; steal by M. Conley),45,51
2,1:16.0,J. Holiday misses 3-pt jump shot from 23 ft,,45,51
2,1:11.0,,Defensive rebound by N. Noel,45,51
2,1:07.0,,D. Schröder misses 3-pt jump shot from 23 ft,45,51
2,1:03.0,Defensive rebound by J. Holiday,,45,51
2,1:00.0,J. Holiday makes 3-pt jump shot from 25 ft,,48,51
2,0:51.0,,D. Schröder misses 2-pt layup from 2 ft,48,51
2,0:48.0,Defensive rebound by J. Holiday,,48,51
2,0:39.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Holiday),,51,51
2,0:30.0,,D. Schröder misses 3-pt jump shot from 23 ft,51,51
2,0:26.0,Defensive rebound by J. Washburn,,51,51
2,0:05.0,M. Conley misses 2-pt jump shot from 13 ft,,51,51
2,0:02.0,Offensive rebound by J. Jackson,,51,51
2,0:02.0,J. Jackson makes 2-pt layup from 2 ft,,53,51
3,11:49.0,J. Holiday misses 3-pt jump shot from 24 ft,,53,51
3,11:44.0,,Defensive rebound by P. George,53,51
3,11:33.0,,S. Adams makes 2-pt hook shot from 6 ft (assist by R. Westbrook),53,53
3,11:09.0,I. Rabb makes 2-pt hook shot from 9 ft (assist by M. Conley),,55,53
3,10:55.0,,S. Adams makes 2-pt dunk from 1 ft (assist by P. George),55,55
3,10:43.0,M. Conley misses 2-pt layup from 3 ft,,55,55
3,10:41.0,,Defensive rebound by R. Westbrook,55,55
3,10:32.0,,T. Ferguson misses 3-pt jump shot from 25 ft,55,55
3,10:27.0,Defensive rebound by J. Holiday,,55,55
3,10:16.0,Turnover by M. Conley (bad pass; steal by S. Adams),,55,55
3,10:12.0,,S. Adams makes 2-pt layup from 1 ft,55,57
3,9:47.0,J. Jackson misses 2-pt hook shot from 6 ft,,55,57
3,9:43.0,,Defensive rebound by J. Grant,55,57
3,9:37.0,,R. Westbrook misses 3-pt jump shot from 24 ft,55,57
3,9:35.0,,Offensive rebound by T. Ferguson,55,57
3,9:30.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),55,60
3,9:25.0,Memphis full timeout,,55,60
3,9:01.0,Turnover by J. Holiday (lost ball; steal by R. Westbrook),,55,60
3,8:59.0,,R. Westbrook makes 2-pt dunk from 2 ft,55,62
3,8:41.0,Turnover by J. Washburn (bad pass; steal by P. George),,55,62
3,8:36.0,,Shooting foul by I. Rabb (drawn by P. George),55,62
3,8:36.0,,P. George makes free throw 1 of 2,55,63
3,8:36.0,B. Caboclo enters the game for I. Rabb,,55,63
3,8:36.0,,P. George makes free throw 2 of 2,55,64
3,8:12.0,J. Jackson misses 2-pt jump shot from 14 ft,,55,64
3,8:09.0,,Defensive rebound by R. Westbrook,55,64
3,7:56.0,,R. Westbrook misses 2-pt jump shot from 17 ft,55,64
3,7:53.0,,Offensive rebound by S. Adams,55,64
3,7:53.0,,S. Adams makes 2-pt layup from 1 ft,55,66
3,7:41.0,Turnover by J. Jackson (lost ball; steal by R. Westbrook),,55,66
3,7:29.0,,P. George misses 3-pt jump shot from 25 ft,55,66
3,7:25.0,Defensive rebound by M. Conley,,55,66
3,7:15.0,J. Holiday misses 3-pt jump shot from 25 ft,,55,66
3,7:12.0,,Defensive rebound by R. Westbrook,55,66
3,7:06.0,,Shooting foul by B. Caboclo (drawn by S. Adams),55,66
3,7:06.0,,S. Adams misses free throw 1 of 2,55,66
3,7:06.0,,Offensive rebound by Team,55,66
3,7:06.0,Y. Watanabe enters the game for J. Holiday,,55,66
3,7:06.0,,S. Adams makes free throw 2 of 2,55,67
3,6:50.0,Personal foul by P. George (drawn by M. Conley),,55,67
3,6:42.0,M. Conley makes 2-pt jump shot from 6 ft,,57,67
3,6:30.0,,J. Grant misses 2-pt layup from 4 ft,57,67
3,6:28.0,,Offensive rebound by S. Adams,57,67
3,6:19.0,,R. Westbrook misses 2-pt jump shot from 20 ft,57,67
3,6:15.0,Defensive rebound by B. Caboclo,,57,67
3,6:11.0,M. Conley misses 3-pt jump shot from 26 ft,,57,67
3,6:10.0,,Defensive rebound by R. Westbrook,57,67
3,6:10.0,,Personal foul by B. Caboclo (drawn by R. Westbrook),57,67
3,6:10.0,J. Carter enters the game for M. Conley,,57,67
3,6:10.0,J. Holiday enters the game for J. Washburn,,57,67
3,6:10.0,,D. Schröder enters the game for P. George,57,67
3,6:04.0,,R. Westbrook misses 2-pt layup from 2 ft (block by J. Holiday),57,67
3,6:02.0,,Offensive rebound by S. Adams,57,67
3,5:56.0,,R. Westbrook misses 2-pt layup from 1 ft,57,67
3,5:55.0,,Offensive rebound by S. Adams,57,67
3,5:55.0,,Shooting foul by J. Jackson (drawn by S. Adams),57,67
3,5:55.0,,S. Adams misses free throw 1 of 2,57,67
3,5:55.0,,Offensive rebound by Team,57,67
3,5:55.0,,S. Adams misses free throw 2 of 2,57,67
3,5:54.0,,Offensive rebound by Team,57,67
3,5:44.0,,T. Ferguson misses 3-pt jump shot from 23 ft,57,67
3,5:39.0,Defensive rebound by Y. Watanabe,,57,67
3,5:32.0,Y. Watanabe misses 2-pt jump shot from 18 ft,,57,67
3,5:31.0,,Defensive rebound by D. Schröder,57,67
3,5:25.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),57,70
3,4:55.0,J. Jackson makes 2-pt hook shot from 5 ft,,59,70
3,4:33.0,,J. Grant misses 2-pt jump shot from 9 ft,59,70
3,4:31.0,,Offensive rebound by R. Westbrook,59,70
3,4:30.0,,R. Westbrook makes 2-pt layup from 2 ft,59,72
3,4:29.0,,Violation by Team (delay of game),59,72
3,4:11.0,B. Caboclo makes 3-pt jump shot from 25 ft (assist by J. Carter),,62,72
3,3:45.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by R. Westbrook),62,75
3,3:20.0,Turnover by J. Jackson (out of bounds lost ball),,62,75
3,3:10.0,,R. Westbrook makes 2-pt layup from 2 ft,62,77
3,2:59.0,Offensive foul by J. Jackson (drawn by T. Ferguson),,62,77
3,2:59.0,Turnover by J. Jackson (offensive foul),,62,77
3,2:59.0,,Oklahoma City full timeout,62,77
3,2:59.0,M. Conley enters the game for J. Carter,,62,77
3,2:59.0,J. Washburn enters the game for J. Jackson,,62,77
3,2:50.0,,R. Westbrook makes 2-pt layup from 2 ft,62,79
3,2:35.0,M. Conley makes 2-pt jump shot from 20 ft,,64,79
3,2:35.0,Shooting foul by J. Grant (drawn by M. Conley),,64,79
3,2:35.0,,P. George enters the game for S. Adams,64,79
3,2:35.0,,P. Patterson enters the game for R. Westbrook,64,79
3,2:35.0,M. Conley makes free throw 1 of 1,,65,79
3,2:14.0,,T. Ferguson misses 3-pt jump shot from 25 ft,65,79
3,2:12.0,Defensive rebound by Team,,65,79
3,2:12.0,,A. Nader enters the game for J. Grant,65,79
3,1:48.0,M. Conley misses 3-pt jump shot from 23 ft,,65,79
3,1:46.0,,Defensive rebound by P. George,65,79
3,1:38.0,,D. Schröder makes 2-pt layup from 2 ft,65,81
3,1:32.0,Personal foul by A. Nader (drawn by M. Conley),,65,81
3,1:24.0,B. Caboclo makes 2-pt jump shot from 4 ft (assist by M. Conley),,67,81
3,1:13.0,,Shooting foul by M. Conley (drawn by D. Schröder),67,81
3,1:13.0,,D. Schröder misses free throw 1 of 2,67,81
3,1:13.0,,Offensive rebound by Team,67,81
3,1:13.0,,D. Schröder misses free throw 2 of 2,67,81
3,1:11.0,Defensive rebound by J. Washburn,,67,81
3,1:02.0,B. Caboclo makes 3-pt jump shot from 25 ft (assist by M. Conley),,70,81
3,0:38.0,,Turnover by P. George (lost ball; steal by J. Washburn),70,81
3,0:27.0,M. Conley makes 2-pt layup from 1 ft,,72,81
3,0:05.0,,P. George makes 2-pt jump shot from 20 ft,72,83
3,0:00.0,Offensive rebound by Team,,72,83
3,0:00.0,J. Washburn misses 2-pt jump shot from 22 ft,,72,83
4,11:48.0,,P. George makes 3-pt jump shot from 27 ft (assist by D. Schröder),72,86
4,11:20.0,Turnover by Y. Watanabe (bad pass; steal by P. Patterson),,72,86
4,11:09.0,,A. Nader makes 2-pt layup from 2 ft (assist by P. George),72,88
4,10:54.0,Turnover by M. Conley (bad pass; steal by P. George),,72,88
4,10:54.0,,Personal foul by B. Caboclo (drawn by D. Schröder),72,88
4,10:54.0,J. Jackson enters the game for B. Caboclo,,72,88
4,10:54.0,I. Rabb enters the game for Y. Watanabe,,72,88
4,10:45.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by N. Noel),72,91
4,10:17.0,J. Washburn misses 3-pt jump shot from 25 ft,,72,91
4,10:14.0,,Defensive rebound by D. Schröder,72,91
4,10:10.0,,P. George makes 3-pt jump shot from 27 ft (assist by N. Noel),72,94
4,10:08.0,Memphis full timeout,,72,94
4,10:08.0,J. Carter enters the game for M. Conley,,72,94
4,9:57.0,Personal foul by P. Patterson (drawn by J. Jackson),,72,94
4,9:57.0,Away from play foul by N. Noel (drawn by I. Rabb),,72,94
4,9:57.0,J. Holiday makes free throw 1 of 1,,73,94
4,9:49.0,Turnover by J. Carter (bad pass; steal by N. Noel),,73,94
4,9:34.0,,P. George misses 2-pt layup from 2 ft,73,94
4,9:32.0,,Offensive rebound by N. Noel,73,94
4,9:31.0,,N. Noel makes 2-pt layup from 3 ft,73,96
4,9:20.0,J. Holiday misses 2-pt jump shot from 21 ft,,73,96
4,9:18.0,,Defensive rebound by N. Noel,73,96
4,9:07.0,,P. George misses 3-pt jump shot from 24 ft,73,96
4,9:02.0,Defensive rebound by J. Carter,,73,96
4,8:50.0,J. Jackson misses 2-pt jump shot from 6 ft,,73,96
4,8:50.0,Offensive rebound by Team,,73,96
4,8:50.0,,Loose ball foul by A. Nader (drawn by I. Rabb),73,96
4,8:36.0,J. Carter makes 2-pt jump shot from 20 ft,,75,96
4,8:18.0,,Personal foul by J. Jackson (drawn by D. Schröder),75,96
4,8:18.0,,R. Westbrook enters the game for P. George,75,96
4,8:07.0,,D. Schröder misses 2-pt layup from 2 ft,75,96
4,8:06.0,,Offensive rebound by N. Noel,75,96
4,8:04.0,,N. Noel misses 2-pt layup from 2 ft (block by J. Carter),75,96
4,8:02.0,Defensive rebound by J. Carter,,75,96
4,7:51.0,J. Jackson makes 2-pt layup from 2 ft,,77,96
4,7:51.0,Shooting foul by N. Noel (drawn by J. Jackson),,77,96
4,7:51.0,,Oklahoma City full timeout,77,96
4,7:51.0,,S. Adams enters the game for N. Noel,77,96
4,7:51.0,J. Jackson makes free throw 1 of 1,,78,96
4,7:30.0,,Turnover by P. Patterson (bad pass; steal by J. Washburn),78,96
4,7:20.0,J. Washburn misses 2-pt jump shot from 11 ft,,78,96
4,7:16.0,Offensive rebound by I. Rabb,,78,96
4,7:11.0,J. Holiday misses 2-pt jump shot from 16 ft,,78,96
4,7:10.0,Offensive rebound by Team,,78,96
4,7:10.0,,Loose ball foul by R. Westbrook (drawn by I. Rabb),78,96
4,7:10.0,I. Rabb makes free throw 1 of 2,,79,96
4,7:10.0,,J. Grant enters the game for P. Patterson,79,96
4,7:10.0,I. Rabb makes free throw 2 of 2,,80,96
4,7:10.0,,T. Ferguson enters the game for A. Nader,80,96
4,6:50.0,,R. Westbrook misses 2-pt jump shot from 14 ft,80,96
4,6:47.0,Defensive rebound by J. Holiday,,80,96
4,6:38.0,J. Jackson misses 3-pt jump shot from 25 ft (block by S. Adams),,80,96
4,6:36.0,,Defensive rebound by R. Westbrook,80,96
4,6:33.0,,T. Ferguson misses 3-pt jump shot from 23 ft,80,96
4,6:27.0,Defensive rebound by I. Rabb,,80,96
4,6:18.0,J. Jackson makes 2-pt layup at rim (assist by J. Holiday),,82,96
4,6:10.0,,D. Schröder makes 2-pt jump shot from 5 ft,82,98
4,6:10.0,,Shooting foul by J. Carter (drawn by D. Schröder),82,98
4,6:10.0,Y. Watanabe enters the game for J. Holiday,,82,98
4,6:10.0,,D. Schröder makes free throw 1 of 1,82,99
4,5:58.0,Turnover by J. Carter (bad pass; steal by S. Adams),,82,99
4,5:55.0,,D. Schröder makes 2-pt dunk from 1 ft (assist by R. Westbrook),82,101
4,5:37.0,Turnover by I. Rabb (bad pass; steal by R. Westbrook),,82,101
4,5:29.0,,J. Grant makes 2-pt dunk at rim (assist by T. Ferguson),82,103
4,5:11.0,Personal foul by T. Ferguson (drawn by Y. Watanabe),,82,103
4,5:11.0,Y. Watanabe makes free throw 1 of 2,,83,103
4,5:11.0,B. Caboclo enters the game for J. Jackson,,83,103
4,5:11.0,Y. Watanabe makes free throw 2 of 2,,84,103
