QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
4,5:10.0,,S. Ojeleye makes 2-pt layup from 1 ft,96,126
4,4:56.0,T. Evans misses 3-pt jump shot from 26 ft,,96,126
4,4:53.0,,Defensive rebound by R. Williams,96,126
4,4:36.0,,G. Yabusele misses 3-pt jump shot from 24 ft,96,126
4,4:34.0,,Offensive rebound by G. Yabusele,96,126
4,4:30.0,,J. Brown misses 3-pt jump shot from 26 ft,96,126
4,4:28.0,Defensive rebound by T. Evans,,96,126
4,4:28.0,E. Sumner enters the game for T. Evans,,96,126
4,4:18.0,D. McDermott misses 2-pt jump shot from 17 ft,,96,126
4,4:16.0,,Defensive rebound by J. Brown,96,126
4,3:55.0,,Turnover by G. Yabusele (traveling),96,126
4,3:37.0,A. Johnson misses 2-pt hook shot from 3 ft,,96,126
4,3:36.0,Offensive rebound by K. O'Quinn,,96,126
4,3:35.0,K. O'Quinn makes 2-pt layup from 1 ft,,98,126
4,3:21.0,,G. Yabusele misses 2-pt layup from 4 ft,98,126
4,3:20.0,,Offensive rebound by R. Williams,98,126
4,3:19.0,,R. Williams makes 2-pt dunk at rim,98,128
4,3:05.0,K. O'Quinn makes 3-pt jump shot from 25 ft (assist by A. Holiday),,101,128
4,2:46.0,,S. Ojeleye misses 3-pt jump shot from 27 ft,101,128
4,2:46.0,Defensive rebound by Team,,101,128
4,2:46.0,,Loose ball foul by G. Yabusele (drawn by K. O'Quinn),101,128
4,2:46.0,T. Leaf enters the game for D. McDermott,,101,128
4,2:32.0,Turnover by E. Sumner (step out of bounds),,101,128
4,2:06.0,,Turnover by R. Williams (off goaltending),101,128
4,1:56.0,Shooting foul by B. Wanamaker (drawn by A. Holiday),,101,128
4,1:56.0,A. Holiday makes free throw 1 of 3,,102,128
4,1:56.0,A. Holiday makes free throw 2 of 3,,103,128
4,1:56.0,A. Holiday makes free throw 3 of 3,,104,128
4,1:47.0,,Personal foul by E. Sumner (drawn by J. Brown),104,128
4,1:40.0,,B. Wanamaker misses 3-pt jump shot from 25 ft,104,128
4,1:37.0,Defensive rebound by A. Johnson,,104,128
4,1:32.0,T. Leaf misses 3-pt jump shot from 28 ft,,104,128
4,1:32.0,,Defensive rebound by G. Yabusele,104,128
4,1:24.0,,R. Williams makes 2-pt dunk from 2 ft (assist by B. Wanamaker),104,130
4,1:24.0,,Technical foul by R. Williams,104,130
4,1:24.0,A. Holiday makes technical free throw,,105,130
4,1:12.0,A. Holiday misses 2-pt jump shot from 7 ft (block by R. Williams),,105,130
4,1:12.0,Offensive rebound by Team,,105,130
4,1:04.0,A. Johnson misses 2-pt layup from 4 ft (block by G. Yabusele),,105,130
4,1:04.0,Offensive rebound by Team,,105,130
4,0:59.0,A. Holiday misses 3-pt jump shot from 25 ft,,105,130
4,0:58.0,,Defensive rebound by J. Brown,105,130
4,0:54.0,,G. Yabusele makes 2-pt layup from 2 ft (assist by B. Wanamaker),105,132
4,0:50.0,E. Sumner misses 3-pt jump shot from 25 ft,,105,132
4,0:50.0,,Defensive rebound by R. Williams,105,132
4,0:40.0,,B. Wanamaker makes 3-pt jump shot from 27 ft (assist by J. Brown),105,135
4,0:34.0,T. Leaf makes 2-pt layup from 4 ft (assist by A. Holiday),,107,135
4,0:34.0,Shooting foul by G. Yabusele (drawn by T. Leaf),,107,135
4,0:34.0,T. Leaf misses free throw 1 of 1,,107,135
4,0:34.0,Offensive rebound by A. Johnson,,107,135
4,0:32.0,Shooting foul by R. Williams (drawn by A. Johnson),,107,135
4,0:32.0,A. Johnson misses free throw 1 of 2,,107,135
4,0:32.0,Offensive rebound by Team,,107,135
4,0:32.0,A. Johnson makes free throw 2 of 2,,108,135
4,0:08.0,,Turnover by Team (shot clock),108,135
