QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
2,8:29.0,,E. Bledsoe misses 2-pt jump shot from 7 ft,37,44
2,8:27.0,Defensive rebound by J. Leuer,,37,44
2,8:17.0,L. Kennard misses 2-pt jump shot from 17 ft,,37,44
2,8:15.0,,Defensive rebound by G. Antetokounmpo,37,44
2,8:10.0,,Milwaukee full timeout,37,44
2,8:10.0,K. Thomas enters the game for L. Galloway,,37,44
2,8:10.0,,D. Wilson enters the game for G. Antetokounmpo,37,44
2,7:56.0,,E. Bledsoe makes 2-pt jump shot from 8 ft,37,46
2,7:44.0,L. Kennard misses 3-pt jump shot from 27 ft,,37,46
2,7:41.0,,Defensive rebound by T. Maker,37,46
2,7:37.0,,T. Snell makes 2-pt jump shot from 8 ft (assist by T. Maker),37,48
2,7:14.0,B. Griffin misses 2-pt jump shot from 1 ft,,37,48
2,7:09.0,,Defensive rebound by E. Bledsoe,37,48
2,7:06.0,,Personal foul by J. Calderón (drawn by M. Brogdon),37,48
2,7:06.0,R. Jackson enters the game for J. Calderón,,37,48
2,7:06.0,,G. Hill enters the game for M. Brogdon,37,48
2,7:06.0,,B. Lopez enters the game for T. Maker,37,48
2,7:06.0,,K. Middleton enters the game for T. Snell,37,48
2,7:00.0,,E. Bledsoe makes 2-pt layup from 1 ft,37,50
2,6:46.0,B. Griffin makes 3-pt jump shot from 27 ft (assist by L. Kennard),,40,50
2,6:33.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),40,53
2,6:19.0,B. Griffin misses 3-pt jump shot from 26 ft,,40,53
2,6:17.0,Offensive rebound by B. Griffin,,40,53
2,6:16.0,Personal foul by E. Bledsoe (drawn by B. Griffin),,40,53
2,6:16.0,A. Drummond enters the game for B. Griffin,,40,53
2,6:06.0,Turnover by A. Drummond (offensive foul),,40,53
2,6:06.0,Offensive foul by A. Drummond (drawn by K. Middleton),,40,53
2,5:49.0,,K. Middleton makes 2-pt jump shot from 8 ft,40,55
2,5:26.0,R. Jackson makes 2-pt jump shot from 17 ft (assist by A. Drummond),,42,55
2,5:06.0,,Turnover by B. Lopez (lost ball; steal by A. Drummond),42,55
2,4:52.0,A. Drummond misses 2-pt hook shot from 5 ft,,42,55
2,4:49.0,,Defensive rebound by D. Wilson,42,55
2,4:43.0,,K. Middleton misses 3-pt jump shot from 24 ft,42,55
2,4:39.0,Defensive rebound by J. Leuer,,42,55
2,4:38.0,Detroit full timeout,,42,55
2,4:38.0,B. Brown enters the game for L. Kennard,,42,55
2,4:38.0,R. Bullock enters the game for J. Leuer,,42,55
2,4:38.0,B. Griffin enters the game for K. Thomas,,42,55
2,4:38.0,,G. Antetokounmpo enters the game for E. Bledsoe,42,55
2,4:38.0,,S. Brown enters the game for D. Wilson,42,55
2,4:17.0,B. Griffin misses 3-pt jump shot from 28 ft,,42,55
2,4:13.0,,Defensive rebound by B. Lopez,42,55
2,4:07.0,,B. Lopez misses 3-pt jump shot from 31 ft,42,55
2,4:05.0,Defensive rebound by B. Brown,,42,55
2,3:56.0,R. Jackson misses 3-pt jump shot from 29 ft,,42,55
2,3:53.0,,Defensive rebound by G. Antetokounmpo,42,55
2,3:48.0,,K. Middleton makes 2-pt jump shot from 10 ft (assist by G. Antetokounmpo),42,57
2,3:30.0,R. Bullock misses 2-pt jump shot from 10 ft,,42,57
2,3:28.0,,Defensive rebound by S. Brown,42,57
2,3:19.0,,Shooting foul by A. Drummond (drawn by B. Lopez),42,57
2,3:19.0,,B. Lopez makes free throw 1 of 3,42,58
2,3:19.0,,B. Lopez makes free throw 2 of 3,42,59
2,3:19.0,,B. Lopez makes free throw 3 of 3,42,60
2,3:03.0,Def 3 sec tech foul by Team,,42,60
2,3:03.0,R. Jackson makes technical free throw,,43,60
2,2:49.0,R. Jackson makes 2-pt jump shot from 19 ft,,45,60
2,2:33.0,,K. Middleton makes 2-pt jump shot from 12 ft,45,62
2,2:18.0,B. Griffin misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,45,62
2,2:14.0,Offensive rebound by B. Brown,,45,62
2,2:13.0,R. Bullock misses 2-pt jump shot from 14 ft,,45,62
2,2:10.0,Offensive rebound by R. Bullock,,45,62
2,2:05.0,Turnover by B. Griffin (lost ball; steal by S. Brown),,45,62
2,2:01.0,,Personal take foul by R. Jackson (drawn by G. Antetokounmpo),45,62
2,2:01.0,,G. Antetokounmpo makes free throw 1 of 2,45,63
2,2:01.0,,M. Brogdon enters the game for G. Hill,45,63
2,2:01.0,,G. Antetokounmpo makes free throw 2 of 2,45,64
2,1:43.0,B. Brown misses 2-pt layup from 2 ft (block by B. Lopez),,45,64
2,1:39.0,,Defensive rebound by G. Antetokounmpo,45,64
2,1:37.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),45,66
2,1:20.0,A. Drummond makes 2-pt jump shot from 9 ft (assist by R. Bullock),,47,66
2,1:07.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by M. Brogdon),47,68
2,0:48.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by B. Brown),,50,68
2,0:29.0,,B. Lopez misses 3-pt jump shot from 28 ft,50,68
2,0:26.0,Defensive rebound by B. Brown,,50,68
2,0:07.0,B. Griffin misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,50,68
2,0:07.0,Offensive rebound by B. Griffin,,50,68
2,0:07.0,Shooting foul by S. Brown (drawn by B. Griffin),,50,68
2,0:07.0,B. Griffin makes free throw 1 of 2,,51,68
2,0:07.0,B. Griffin makes free throw 2 of 2,,52,68
2,0:01.0,,Turnover by K. Middleton (traveling),52,68
2,0:01.0,,D. Wilson enters the game for G. Antetokounmpo,52,68
2,0:00.0,R. Jackson misses 2-pt jump shot from 21 ft,,52,68
2,0:00.0,Offensive rebound by Team,,52,68
3,11:42.0,Personal foul by G. Antetokounmpo (drawn by R. Bullock),,52,68
3,11:39.0,Offensive foul by R. Jackson (drawn by E. Bledsoe),,52,68
3,11:39.0,Turnover by R. Jackson (offensive foul),,52,68
3,11:23.0,,G. Antetokounmpo misses 2-pt layup from 1 ft (block by B. Griffin),52,68
3,11:21.0,,Offensive rebound by K. Middleton,52,68
3,11:21.0,,Shooting foul by B. Griffin (drawn by B. Lopez),52,68
3,11:21.0,,B. Lopez makes free throw 1 of 2,52,69
3,11:21.0,,B. Lopez misses free throw 2 of 2,52,69
3,11:18.0,Defensive rebound by A. Drummond,,52,69
3,11:09.0,Personal foul by G. Antetokounmpo (drawn by B. Griffin),,52,69
3,11:01.0,Turnover by B. Griffin (traveling),,52,69
3,10:48.0,,B. Lopez misses 3-pt jump shot from 28 ft,52,69
3,10:45.0,Defensive rebound by A. Drummond,,52,69
3,10:33.0,Turnover by R. Bullock (traveling),,52,69
3,10:17.0,,E. Bledsoe makes 2-pt jump shot from 13 ft (assist by K. Middleton),52,71
3,10:17.0,,Shooting foul by B. Brown (drawn by E. Bledsoe),52,71
3,10:17.0,,E. Bledsoe makes free throw 1 of 1,52,72
3,10:01.0,A. Drummond makes 2-pt dunk from 2 ft (assist by B. Griffin),,54,72
3,9:46.0,,K. Middleton misses 3-pt jump shot from 23 ft,54,72
3,9:43.0,Defensive rebound by A. Drummond,,54,72
3,9:24.0,R. Jackson makes 2-pt jump shot from 11 ft (assist by R. Bullock),,56,72
3,9:09.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,56,72
3,9:05.0,Defensive rebound by R. Bullock,,56,72
3,8:59.0,Turnover by R. Jackson (traveling),,56,72
3,8:52.0,Violation by Team (kicked ball),,56,72
3,8:41.0,,K. Middleton makes 2-pt jump shot from 15 ft,56,74
3,8:25.0,B. Griffin makes 3-pt jump shot from 27 ft,,59,74
3,8:14.0,,M. Brogdon makes 2-pt layup from 2 ft,59,76
3,7:53.0,Turnover by B. Griffin (bad pass; steal by G. Antetokounmpo),,59,76
3,7:51.0,,Shooting foul by R. Bullock (drawn by K. Middleton),59,76
3,7:51.0,,K. Middleton misses free throw 1 of 2,59,76
3,7:51.0,,Offensive rebound by Team,59,76
3,7:51.0,,D. Wilson enters the game for G. Antetokounmpo,59,76
3,7:51.0,,K. Middleton makes free throw 2 of 2,59,77
3,7:28.0,R. Bullock misses 3-pt jump shot from 26 ft,,59,77
3,7:25.0,,Defensive rebound by M. Brogdon,59,77
3,7:05.0,,E. Bledsoe makes 2-pt layup from 1 ft,59,79
3,7:04.0,Detroit full timeout,,59,79
3,7:04.0,J. Calderón enters the game for R. Bullock,,59,79
3,7:04.0,L. Kennard enters the game for R. Jackson,,59,79
3,7:04.0,,S. Brown enters the game for M. Brogdon,59,79
3,6:51.0,Turnover by B. Griffin (bad pass; steal by S. Brown),,59,79
3,6:49.0,,Personal foul by B. Griffin (drawn by S. Brown),59,79
3,6:40.0,,B. Lopez misses 2-pt layup from 2 ft,59,79
3,6:37.0,Defensive rebound by B. Brown,,59,79
3,6:29.0,Shooting foul by D. Wilson (drawn by A. Drummond),,59,79
3,6:29.0,A. Drummond makes free throw 1 of 2,,60,79
3,6:29.0,A. Drummond makes free throw 2 of 2,,61,79
3,6:10.0,,K. Middleton makes 2-pt jump shot from 12 ft,61,81
3,5:44.0,L. Kennard misses 3-pt jump shot from 26 ft,,61,81
3,5:41.0,Offensive rebound by B. Brown,,61,81
3,5:28.0,A. Drummond misses 2-pt layup from 3 ft,,61,81
3,5:25.0,,Defensive rebound by E. Bledsoe,61,81
3,5:24.0,,Shooting foul by L. Kennard (drawn by E. Bledsoe),61,81
3,5:24.0,,E. Bledsoe makes free throw 1 of 2,61,82
3,5:24.0,,E. Bledsoe makes free throw 2 of 2,61,83
3,5:02.0,B. Brown misses 3-pt jump shot from 27 ft,,61,83
3,4:59.0,,Defensive rebound by S. Brown,61,83
3,4:51.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,61,83
3,4:49.0,,Offensive rebound by D. Wilson,61,83
3,4:48.0,,D. Wilson misses 2-pt jump shot from 2 ft,61,83
3,4:48.0,Defensive rebound by B. Griffin,,61,83
3,4:42.0,L. Kennard makes 2-pt jump shot from 17 ft (assist by B. Griffin),,63,83
3,4:23.0,,B. Lopez misses 3-pt jump shot from 27 ft,63,83
3,4:19.0,Defensive rebound by A. Drummond,,63,83
3,4:06.0,J. Calderón misses 3-pt jump shot from 25 ft,,63,83
3,4:04.0,,Defensive rebound by D. Wilson,63,83
3,4:00.0,,K. Middleton makes 2-pt jump shot from 8 ft,63,85
3,4:00.0,,Shooting foul by B. Brown (drawn by K. Middleton),63,85
3,4:00.0,K. Thomas enters the game for B. Brown,,63,85
3,4:00.0,,G. Hill enters the game for E. Bledsoe,63,85
3,4:00.0,,K. Middleton makes free throw 1 of 1,63,86
3,3:41.0,A. Drummond misses 2-pt layup from 3 ft,,63,86
3,3:40.0,Offensive rebound by Team,,63,86
3,3:40.0,,M. Brogdon enters the game for K. Middleton,63,86
3,3:26.0,J. Calderón misses 3-pt jump shot from 27 ft,,63,86
3,3:22.0,,Defensive rebound by G. Hill,63,86
3,3:14.0,,Turnover by M. Brogdon (bad pass; steal by A. Drummond),63,86
3,3:11.0,A. Drummond makes 2-pt dunk from 1 ft,,65,86
3,3:11.0,,Milwaukee full timeout,65,86
3,3:11.0,J. Leuer enters the game for B. Griffin,,65,86
3,2:56.0,,S. Brown misses 3-pt jump shot from 23 ft,65,86
3,2:54.0,Defensive rebound by J. Leuer,,65,86
3,2:40.0,A. Drummond makes 2-pt dunk from 2 ft (assist by L. Kennard),,67,86
3,2:40.0,Shooting foul by G. Hill (drawn by A. Drummond),,67,86
3,2:40.0,,G. Antetokounmpo enters the game for B. Lopez,67,86
3,2:40.0,,T. Maker enters the game for D. Wilson,67,86
3,2:40.0,A. Drummond makes free throw 1 of 1,,68,86
3,2:23.0,,G. Hill makes 2-pt layup from 1 ft (assist by S. Brown),68,88
3,2:06.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by J. Leuer),,71,88
3,1:51.0,,Shooting foul by K. Thomas (drawn by G. Hill),71,88
3,1:51.0,,G. Hill makes free throw 1 of 2,71,89
3,1:51.0,,T. Snell enters the game for S. Brown,71,89
3,1:51.0,,G. Hill misses free throw 2 of 2,71,89
3,1:51.0,Defensive rebound by L. Kennard,,71,89
3,1:31.0,J. Leuer misses 3-pt jump shot from 24 ft,,71,89
3,1:30.0,Offensive rebound by Team,,71,89
3,1:19.0,A. Drummond misses 2-pt hook shot from 5 ft,,71,89
3,1:17.0,,Defensive rebound by G. Antetokounmpo,71,89
3,1:15.0,,Shooting foul by J. Leuer (drawn by G. Antetokounmpo),71,89
3,1:15.0,,G. Antetokounmpo misses free throw 1 of 2,71,89
3,1:15.0,,Offensive rebound by Team,71,89
3,1:15.0,,G. Antetokounmpo makes free throw 2 of 2,71,90
3,0:50.0,K. Thomas misses 2-pt jump shot from 12 ft,,71,90
3,0:48.0,,Defensive rebound by G. Antetokounmpo,71,90
3,0:33.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by M. Brogdon),71,92
3,0:25.0,A. Drummond makes 2-pt dunk from 1 ft,,73,92
3,0:04.0,,T. Maker misses 3-pt jump shot from 22 ft,73,92
3,0:02.0,Defensive rebound by J. Calderón,,73,92
3,0:00.0,J. Calderón misses 3-pt jump shot from 59 ft,,73,92
3,0:00.0,Offensive rebound by Team,,73,92
4,11:39.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),73,95
4,11:22.0,Personal foul by T. Maker (drawn by B. Griffin),,73,95
4,11:16.0,Turnover by B. Griffin (bad pass; steal by T. Maker),,73,95
4,11:13.0,,T. Maker makes 2-pt layup from 1 ft (assist by G. Hill),73,97
4,11:13.0,,Shooting foul by B. Griffin (drawn by T. Maker),73,97
4,11:13.0,,T. Maker misses free throw 1 of 1,73,97
4,11:09.0,Defensive rebound by R. Bullock,,73,97
4,10:59.0,Turnover by B. Griffin (offensive foul),,73,97
4,10:59.0,Offensive foul by B. Griffin (drawn by T. Maker),,73,97
4,10:59.0,,E. Bledsoe enters the game for G. Hill,73,97
4,10:45.0,,T. Snell makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),73,99
4,10:23.0,B. Griffin misses 3-pt jump shot from 27 ft,,73,99
4,10:20.0,,Defensive rebound by T. Snell,73,99
4,10:11.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,73,99
4,10:11.0,Defensive rebound by Team,,73,99
4,10:11.0,,Loose ball foul by T. Maker (drawn by J. Leuer),73,99
4,9:55.0,R. Jackson makes 2-pt layup from 2 ft,,75,99
4,9:51.0,,Personal take foul by K. Thomas (drawn by M. Brogdon),75,99
4,9:51.0,B. Brown enters the game for R. Jackson,,75,99
4,9:44.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,75,99
4,9:40.0,Defensive rebound by B. Griffin,,75,99
4,9:34.0,R. Bullock misses 2-pt layup from 1 ft,,75,99
4,9:32.0,,Defensive rebound by G. Antetokounmpo,75,99
4,9:29.0,,Turnover by G. Antetokounmpo (bad pass),75,99
4,9:29.0,,Loose ball foul by G. Antetokounmpo (drawn by J. Leuer),75,99
4,9:09.0,Shooting foul by M. Brogdon (drawn by B. Griffin),,75,99
4,9:09.0,,Technical foul by T. Maker,75,99
4,9:09.0,R. Bullock misses technical free throw,,75,99
4,9:09.0,Offensive rebound by Team,,75,99
4,9:09.0,,D. Wilson enters the game for G. Antetokounmpo,75,99
4,9:09.0,B. Griffin makes free throw 1 of 2,,76,99
4,9:09.0,B. Griffin makes free throw 2 of 2,,77,99
4,8:55.0,,D. Wilson misses 3-pt jump shot from 28 ft,77,99
4,8:48.0,Defensive rebound by R. Bullock,,77,99
4,8:40.0,Shooting foul by T. Maker (drawn by B. Griffin),,77,99
4,8:40.0,B. Griffin makes free throw 1 of 2,,78,99
4,8:40.0,,G. Hill enters the game for M. Brogdon,78,99
4,8:40.0,,B. Lopez enters the game for T. Maker,78,99
4,8:40.0,B. Griffin makes free throw 2 of 2,,79,99
4,8:32.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Hill),79,101
4,8:32.0,,Shooting foul by B. Brown (drawn by E. Bledsoe),79,101
4,8:32.0,,E. Bledsoe makes free throw 1 of 1,79,102
4,8:18.0,B. Griffin misses 2-pt hook shot from 7 ft,,79,102
4,8:13.0,Offensive rebound by B. Brown,,79,102
4,8:13.0,B. Brown misses 2-pt layup at rim,,79,102
4,8:12.0,Offensive rebound by B. Griffin,,79,102
4,8:11.0,B. Griffin makes 2-pt layup from 1 ft,,81,102
4,8:05.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),81,105
4,7:53.0,Turnover by J. Leuer (offensive foul),,81,105
4,7:53.0,Offensive foul by J. Leuer (drawn by B. Lopez),,81,105
4,7:40.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,81,105
4,7:38.0,Defensive rebound by B. Griffin,,81,105
4,7:25.0,Shooting foul by G. Hill (drawn by K. Thomas),,81,105
4,7:25.0,,Milwaukee full timeout,81,105
4,7:25.0,G. Robinson enters the game for J. Leuer,,81,105
4,7:25.0,,K. Middleton enters the game for T. Snell,81,105
4,7:25.0,K. Thomas makes free throw 1 of 3,,82,105
4,7:25.0,K. Thomas makes free throw 2 of 3,,83,105
4,7:25.0,K. Thomas makes free throw 3 of 3,,84,105
4,7:11.0,,K. Middleton misses 2-pt jump shot from 13 ft,84,105
4,7:09.0,,Offensive rebound by K. Middleton,84,105
4,7:05.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by G. Hill),84,108
4,6:44.0,B. Griffin misses 2-pt hook shot from 12 ft,,84,108
4,6:41.0,,Defensive rebound by D. Wilson,84,108
4,6:30.0,,B. Lopez makes 3-pt jump shot from 29 ft (assist by E. Bledsoe),84,111
4,6:15.0,Def 3 sec tech foul by Team,,84,111
4,6:15.0,K. Thomas makes technical free throw,,85,111
4,6:15.0,,Technical foul by B. Lopez,85,111
4,6:15.0,K. Thomas makes technical free throw,,86,111
