QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
2,6:49.0,,L. Williams misses 3-pt jump shot from 31 ft,43,46
2,6:47.0,Defensive rebound by D. Green,,43,46
2,6:42.0,Turnover by D. Green (bad pass; steal by L. Williams),,43,46
2,6:39.0,,Turnover by L. Williams (bad pass),43,46
2,6:39.0,,LA Clippers full timeout,43,46
2,6:39.0,Q. Cook enters the game for S. Livingston,,43,46
2,6:39.0,K. Durant enters the game for K. Thompson,,43,46
2,6:39.0,,P. Beverley enters the game for M. Scott,43,46
2,6:39.0,,S. Gilgeous-Alexander enters the game for T. Wallace,43,46
2,6:39.0,,T. Harris enters the game for L. Williams,43,46
2,6:17.0,D. Green misses 3-pt jump shot from 25 ft,,43,46
2,6:14.0,,Defensive rebound by M. Harrell,43,46
2,6:02.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft,43,48
2,5:46.0,A. McKinnie makes 3-pt jump shot from 26 ft (assist by D. Green),,46,48
2,5:23.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,46,50
2,5:12.0,K. Durant makes 2-pt jump shot from 12 ft,,48,50
2,4:51.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 11 ft,48,52
2,4:36.0,Def 3 sec tech foul by Team,,48,52
2,4:36.0,K. Durant makes technical free throw,,49,52
2,4:36.0,K. Thompson enters the game for D. Green,,49,52
2,4:36.0,,M. Gortat enters the game for M. Harrell,49,52
2,4:29.0,K. Looney makes 2-pt dunk from 2 ft (assist by K. Durant),,51,52
2,4:14.0,,D. Gallinari misses 2-pt layup from 2 ft,51,52
2,4:13.0,,Offensive rebound by D. Gallinari,51,52
2,4:13.0,,D. Gallinari makes 2-pt layup from 1 ft,51,54
2,4:13.0,,Shooting foul by K. Durant (drawn by D. Gallinari),51,54
2,4:13.0,,D. Gallinari makes free throw 1 of 1,51,55
2,4:06.0,Personal foul by M. Gortat (drawn by K. Durant),,51,55
2,4:06.0,K. Durant makes free throw 1 of 2,,52,55
2,4:06.0,K. Durant makes free throw 2 of 2,,53,55
2,3:51.0,,T. Harris makes 2-pt jump shot from 18 ft,53,57
2,3:38.0,K. Thompson misses 3-pt jump shot from 23 ft,,53,57
2,3:33.0,,Defensive rebound by S. Gilgeous-Alexander,53,57
2,3:32.0,,Offensive foul by T. Harris (drawn by K. Durant),53,57
2,3:32.0,,Turnover by T. Harris (offensive foul),53,57
2,3:32.0,Golden State full timeout,,53,57
2,3:32.0,D. Green enters the game for Q. Cook,,53,57
2,3:32.0,A. Iguodala enters the game for A. McKinnie,,53,57
2,3:16.0,K. Thompson misses 2-pt jump shot from 19 ft,,53,57
2,3:14.0,,Defensive rebound by S. Gilgeous-Alexander,53,57
2,2:53.0,,D. Gallinari misses 2-pt layup from 2 ft,53,57
2,2:51.0,Defensive rebound by D. Green,,53,57
2,2:47.0,K. Durant makes 2-pt dunk from 1 ft (assist by A. Iguodala),,55,57
2,2:26.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by P. Beverley),55,60
2,2:07.0,Def 3 sec tech foul by Team,,55,60
2,2:07.0,K. Durant makes technical free throw,,56,60
2,2:07.0,J. Bell enters the game for K. Looney,,56,60
2,1:53.0,K. Durant misses 2-pt hook shot from 7 ft,,56,60
2,1:51.0,,Defensive rebound by T. Harris,56,60
2,1:41.0,,M. Gortat makes 2-pt layup from 2 ft (assist by T. Harris),56,62
2,1:31.0,K. Durant misses 2-pt jump shot from 18 ft,,56,62
2,1:28.0,,Defensive rebound by T. Harris,56,62
2,1:18.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by D. Green),56,62
2,1:14.0,J. Bell makes 2-pt layup from 1 ft (assist by A. Iguodala),,58,62
2,0:46.0,,D. Gallinari misses 3-pt jump shot from 34 ft,58,62
2,0:45.0,,Offensive rebound by Team,58,62
2,0:45.0,,Turnover by Team (shot clock),58,62
2,0:34.0,K. Durant makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,61,62
2,0:18.0,,T. Harris makes 2-pt hook shot from 7 ft,61,64
2,0:03.0,K. Durant misses 3-pt jump shot from 25 ft,,61,64
2,0:01.0,Offensive rebound by J. Bell,,61,64
3,11:40.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Jones),,63,64
3,11:14.0,,Turnover by Team (shot clock),63,64
3,11:04.0,D. Jones misses 2-pt jump shot from 20 ft,,63,64
3,10:59.0,,Defensive rebound by S. Gilgeous-Alexander,63,64
3,10:47.0,,P. Beverley makes 2-pt layup from 1 ft,63,66
3,10:23.0,Q. Cook misses 3-pt jump shot from 27 ft,,63,66
3,10:18.0,,Defensive rebound by M. Gortat,63,66
3,10:03.0,,T. Harris misses 2-pt jump shot from 17 ft,63,66
3,10:00.0,Defensive rebound by D. Jones,,63,66
3,9:52.0,Turnover by D. Green (bad pass),,63,66
3,9:37.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,63,68
3,9:26.0,Personal foul by P. Beverley (drawn by K. Thompson),,63,68
3,9:23.0,Turnover by K. Durant (bad pass; steal by S. Gilgeous-Alexander),,63,68
3,9:21.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,63,70
3,8:56.0,Turnover by Q. Cook (bad pass; steal by T. Harris),,63,70
3,8:50.0,,P. Beverley misses 2-pt jump shot from 6 ft (block by K. Durant),63,70
3,8:48.0,Defensive rebound by D. Green,,63,70
3,8:48.0,Personal foul by P. Beverley (drawn by K. Durant),,63,70
3,8:40.0,K. Durant makes 2-pt jump shot from 9 ft,,65,70
3,8:23.0,,P. Beverley misses 2-pt jump shot from 8 ft (block by D. Jones),65,70
3,8:20.0,Defensive rebound by K. Durant,,65,70
3,8:19.0,K. Thompson makes 2-pt layup from 2 ft (assist by K. Durant),,67,70
3,7:59.0,,Shooting foul by D. Jones (drawn by D. Gallinari),67,70
3,7:59.0,,D. Gallinari makes free throw 1 of 2,67,71
3,7:59.0,,D. Gallinari makes free throw 2 of 2,67,72
3,7:46.0,K. Durant misses 2-pt jump shot from 17 ft,,67,72
3,7:43.0,,Defensive rebound by M. Gortat,67,72
3,7:25.0,,T. Harris misses 2-pt jump shot from 9 ft,67,72
3,7:25.0,,Offensive rebound by Team,67,72
3,7:22.0,,D. Gallinari misses 2-pt layup from 4 ft,67,72
3,7:20.0,Defensive rebound by D. Green,,67,72
3,7:16.0,K. Thompson misses 2-pt layup from 2 ft,,67,72
3,7:08.0,Offensive rebound by K. Durant,,67,72
3,7:08.0,K. Durant misses 2-pt dunk from 1 ft,,67,72
3,7:08.0,Offensive rebound by Q. Cook,,67,72
3,7:06.0,Q. Cook makes 3-pt jump shot from 23 ft (assist by D. Jones),,70,72
3,7:06.0,,LA Clippers full timeout,70,72
3,6:45.0,,Personal foul by Q. Cook (drawn by D. Gallinari),70,72
3,6:43.0,,Personal foul by K. Thompson (drawn by S. Gilgeous-Alexander),70,72
3,6:33.0,,T. Harris makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),70,74
3,6:14.0,Turnover by Q. Cook (bad pass; steal by M. Gortat),,70,74
3,5:56.0,,M. Gortat makes 2-pt hook shot from 11 ft (assist by T. Harris),70,76
3,5:42.0,Offensive foul by K. Durant (drawn by M. Gortat),,70,76
3,5:42.0,Turnover by K. Durant (offensive foul),,70,76
3,5:42.0,K. Looney enters the game for D. Jones,,70,76
3,5:42.0,,L. Williams enters the game for P. Beverley,70,76
3,5:33.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 16 ft,70,78
3,5:17.0,K. Durant misses 2-pt layup from 2 ft,,70,78
3,5:15.0,,Defensive rebound by M. Gortat,70,78
3,5:03.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,70,78
3,5:01.0,Defensive rebound by K. Durant,,70,78
3,4:52.0,K. Durant misses 2-pt jump shot from 14 ft,,70,78
3,4:48.0,Offensive rebound by K. Looney,,70,78
3,4:48.0,K. Looney makes 2-pt layup from 1 ft,,72,78
3,4:31.0,,D. Gallinari misses 2-pt jump shot from 9 ft,72,78
3,4:27.0,,Offensive rebound by M. Gortat,72,78
3,4:27.0,,M. Gortat misses 2-pt layup at rim,72,78
3,4:27.0,Defensive rebound by D. Green,,72,78
3,4:26.0,,Violation by Team (kicked ball),72,78
3,4:26.0,J. Jerebko enters the game for D. Green,,72,78
3,4:26.0,,M. Harrell enters the game for D. Gallinari,72,78
3,4:26.0,,M. Scott enters the game for M. Gortat,72,78
3,4:21.0,K. Thompson misses 3-pt jump shot from 25 ft,,72,78
3,4:19.0,,Defensive rebound by L. Williams,72,78
3,4:16.0,,T. Harris misses 3-pt jump shot from 25 ft,72,78
3,4:11.0,Defensive rebound by K. Durant,,72,78
3,4:08.0,K. Durant makes 3-pt jump shot from 25 ft,,75,78
3,3:52.0,,L. Williams makes 2-pt jump shot from 21 ft,75,80
3,3:52.0,,Shooting foul by K. Looney (drawn by L. Williams),75,80
3,3:52.0,A. Iguodala enters the game for Q. Cook,,75,80
3,3:52.0,S. Livingston enters the game for K. Thompson,,75,80
3,3:52.0,,L. Williams makes free throw 1 of 1,75,81
3,3:37.0,K. Looney misses 2-pt layup from 2 ft,,75,81
3,3:35.0,,Defensive rebound by T. Harris,75,81
3,3:23.0,,T. Harris misses 3-pt jump shot from 24 ft,75,81
3,3:20.0,Defensive rebound by A. Iguodala,,75,81
3,3:14.0,K. Durant misses 2-pt layup from 2 ft,,75,81
3,3:14.0,Offensive rebound by J. Jerebko,,75,81
3,3:12.0,Personal foul by T. Harris (drawn by J. Jerebko),,75,81
3,3:02.0,Shooting foul by T. Harris (drawn by A. Iguodala),,75,81
3,3:02.0,A. Iguodala misses free throw 1 of 2,,75,81
3,3:02.0,Offensive rebound by Team,,75,81
3,3:02.0,A. Iguodala misses free throw 2 of 2,,75,81
3,2:59.0,,Defensive rebound by M. Harrell,75,81
3,2:50.0,,Personal foul by K. Looney (drawn by S. Gilgeous-Alexander),75,81
3,2:50.0,,S. Gilgeous-Alexander makes free throw 1 of 2,75,82
3,2:50.0,,S. Thornwell enters the game for T. Harris,75,82
3,2:50.0,,S. Gilgeous-Alexander makes free throw 2 of 2,75,83
3,2:39.0,Personal foul by S. Thornwell (drawn by K. Durant),,75,83
3,2:39.0,K. Durant makes free throw 1 of 2,,76,83
3,2:39.0,K. Durant makes free throw 2 of 2,,77,83
3,2:24.0,,L. Williams misses 2-pt layup from 2 ft (block by J. Jerebko),77,83
3,2:22.0,Defensive rebound by K. Durant,,77,83
3,2:10.0,S. Livingston makes 2-pt hook shot from 9 ft (assist by K. Durant),,79,83
3,2:00.0,,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),79,85
3,1:44.0,Personal foul by S. Gilgeous-Alexander (drawn by K. Durant),,79,85
3,1:44.0,K. Durant misses free throw 1 of 2,,79,85
3,1:44.0,Offensive rebound by Team,,79,85
3,1:44.0,K. Durant misses free throw 2 of 2,,79,85
3,1:35.0,,Defensive rebound by M. Scott,79,85
3,1:26.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),79,87
3,1:26.0,,Shooting foul by K. Durant (drawn by M. Harrell),79,87
3,1:26.0,K. Thompson enters the game for K. Durant,,79,87
3,1:26.0,,M. Harrell makes free throw 1 of 1,79,88
3,1:13.0,S. Livingston makes 2-pt jump shot from 15 ft,,81,88
3,0:55.0,,L. Williams misses 2-pt jump shot from 11 ft,81,88
3,0:53.0,Defensive rebound by A. Iguodala,,81,88
3,0:50.0,Turnover by A. Iguodala (out of bounds lost ball),,81,88
3,0:43.0,,Turnover by S. Gilgeous-Alexander (discontinued dribble),81,88
3,0:33.0,Turnover by S. Livingston (bad pass),,81,88
3,0:17.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),81,90
3,0:01.0,Turnover by K. Thompson (lost ball; steal by S. Gilgeous-Alexander),,81,90
3,0:00.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 70 ft,81,90
3,0:00.0,,Offensive rebound by Team,81,90
4,11:42.0,,M. Scott misses 2-pt jump shot from 17 ft,81,90
4,11:38.0,Defensive rebound by A. McKinnie,,81,90
4,11:20.0,K. Thompson misses 3-pt jump shot from 23 ft,,81,90
4,11:17.0,,Defensive rebound by S. Thornwell,81,90
4,11:12.0,,Personal foul by A. McKinnie (drawn by T. Wallace),81,90
4,10:57.0,,M. Harrell makes 2-pt jump shot from 12 ft,81,92
4,10:46.0,Personal foul by S. Thornwell (drawn by K. Thompson),,81,92
4,10:45.0,Personal foul by S. Thornwell (drawn by A. McKinnie),,81,92
4,10:41.0,D. Green makes 2-pt jump shot from 14 ft (assist by A. McKinnie),,83,92
4,10:32.0,,Turnover by M. Harrell (lost ball; steal by D. Green),83,92
4,10:29.0,Turnover by D. Green (lost ball; steal by T. Wallace),,83,92
4,10:23.0,,Turnover by T. Wallace (bad pass; steal by K. Thompson),83,92
4,10:19.0,K. Thompson makes 2-pt layup from 2 ft,,85,92
4,10:07.0,,M. Scott makes 2-pt layup from 2 ft (assist by L. Williams),85,94
4,9:53.0,D. Green misses 2-pt layup from 2 ft (block by M. Harrell),,85,94
4,9:50.0,,Defensive rebound by M. Scott,85,94
4,9:40.0,,L. Williams misses 3-pt jump shot from 29 ft,85,94
4,9:39.0,Defensive rebound by Team,,85,94
4,9:39.0,,T. Harris enters the game for S. Thornwell,85,94
4,9:28.0,K. Thompson misses 3-pt jump shot from 25 ft,,85,94
4,9:24.0,,Defensive rebound by M. Scott,85,94
4,9:17.0,,M. Scott misses 3-pt jump shot from 26 ft,85,94
4,9:16.0,,Offensive rebound by Team,85,94
4,9:03.0,,T. Harris makes 2-pt jump shot from 4 ft,85,96
4,8:52.0,K. Thompson misses 2-pt jump shot from 16 ft,,85,96
4,8:48.0,,Defensive rebound by M. Harrell,85,96
4,8:34.0,,Shooting foul by S. Livingston (drawn by M. Harrell),85,96
4,8:34.0,,M. Harrell misses free throw 1 of 2,85,96
4,8:34.0,,Offensive rebound by Team,85,96
4,8:34.0,K. Durant enters the game for A. McKinnie,,85,96
4,8:34.0,,M. Harrell misses free throw 2 of 2,85,96
4,8:31.0,Defensive rebound by K. Durant,,85,96
4,8:20.0,Turnover by K. Durant (lost ball; steal by M. Scott),,85,96
4,8:14.0,,T. Wallace misses 2-pt layup from 1 ft,85,96
4,8:12.0,,Offensive rebound by Team,85,96
4,7:54.0,,T. Harris misses 2-pt layup from 5 ft (block by A. Iguodala),85,96
4,7:51.0,Defensive rebound by Team,,85,96
4,7:48.0,K. Durant misses 2-pt jump shot from 20 ft,,85,96
4,7:42.0,,Defensive rebound by T. Harris,85,96
4,7:26.0,,T. Wallace misses 2-pt layup from 6 ft (block by K. Thompson),85,96
4,7:23.0,Defensive rebound by A. Iguodala,,85,96
4,7:20.0,A. Iguodala makes 2-pt dunk from 1 ft,,87,96
4,7:20.0,,LA Clippers full timeout,87,96
4,7:20.0,,D. Gallinari enters the game for M. Scott,87,96
4,7:20.0,,S. Gilgeous-Alexander enters the game for T. Wallace,87,96
4,7:11.0,,Personal foul by D. Green (drawn by M. Harrell),87,96
4,7:03.0,,L. Williams misses 2-pt jump shot from 20 ft,87,96
4,7:00.0,,Offensive rebound by M. Harrell,87,96
4,7:00.0,,M. Harrell makes 2-pt dunk at rim,87,98
4,6:47.0,Turnover by S. Livingston (bad pass),,87,98
4,6:36.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by T. Harris),87,101
4,6:22.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,90,101
4,6:08.0,,L. Williams makes 2-pt layup from 2 ft,90,103
4,5:55.0,Shooting foul by M. Harrell (drawn by K. Durant),,90,103
4,5:55.0,K. Durant makes free throw 1 of 2,,91,103
4,5:55.0,K. Looney enters the game for S. Livingston,,91,103
4,5:55.0,K. Durant makes free throw 2 of 2,,92,103
4,5:38.0,,M. Harrell misses 2-pt layup from 2 ft (block by K. Looney),92,103
4,5:35.0,Defensive rebound by D. Green,,92,103
4,5:28.0,K. Durant makes 2-pt jump shot from 7 ft,,94,103
4,5:28.0,Shooting foul by T. Harris (drawn by K. Durant),,94,103
4,5:28.0,K. Durant makes free throw 1 of 1,,95,103
4,5:15.0,,Shooting foul by A. Iguodala (drawn by L. Williams),95,103
4,5:15.0,,L. Williams makes free throw 1 of 3,95,104
4,5:15.0,,L. Williams makes free throw 2 of 3,95,105
4,5:15.0,,L. Williams makes free throw 3 of 3,95,106
4,5:05.0,D. Green misses 2-pt hook shot from 4 ft (block by S. Gilgeous-Alexander),,95,106
4,4:59.0,Offensive rebound by D. Green,,95,106
4,4:59.0,D. Green misses 2-pt hook shot from 3 ft (block by M. Harrell),,95,106
4,4:56.0,,Defensive rebound by L. Williams,95,106
4,4:55.0,,L. Williams misses 2-pt jump shot from 12 ft,95,106
4,4:51.0,Defensive rebound by K. Looney,,95,106
4,4:48.0,Shooting foul by M. Harrell (drawn by K. Looney),,95,106
4,4:48.0,K. Looney misses free throw 1 of 2,,95,106
4,4:48.0,Offensive rebound by Team,,95,106
4,4:48.0,K. Looney makes free throw 2 of 2,,96,106
4,4:29.0,,Turnover by T. Harris (lost ball; steal by K. Durant),96,106
