QUARTER,TIME_REMAINING,CLEVELAND_ACTION,WASHINGTON_ACTION,CLEVELAND_SCORE,WASHINGTON_SCORE
1,1:53.0,,Offensive rebound by I. Mahinmi,25,34
1,1:49.0,,A. Rivers makes 3-pt jump shot from 27 ft (assist by I. Mahinmi),25,37
1,1:32.0,C. Osman makes 2-pt jump shot from 5 ft (assist by C. Sexton),,27,37
1,1:14.0,,K. Oubre misses 2-pt jump shot from 7 ft,27,37
1,1:12.0,,I. Mahinmi makes 2-pt layup from 2 ft,27,39
1,1:12.0,,Offensive rebound by I. Mahinmi,27,39
1,0:53.0,J. Clarkson misses 2-pt jump shot from 6 ft,,27,39
1,0:53.0,A. Žižić makes 2-pt layup from 2 ft,,29,39
1,0:53.0,Offensive rebound by A. Žižić,,29,39
1,0:38.0,,K. Oubre misses 2-pt jump shot from 10 ft,29,39
1,0:37.0,,Offensive rebound by I. Mahinmi,29,39
1,0:37.0,,Shooting foul by A. Žižić (drawn by I. Mahinmi),29,39
1,0:37.0,,I. Mahinmi makes free throw 1 of 2,29,40
1,0:37.0,,I. Mahinmi makes free throw 2 of 2,29,41
1,0:30.0,C. Osman misses 3-pt jump shot from 25 ft,,29,41
1,0:27.0,,Defensive rebound by I. Mahinmi,29,41
1,0:04.0,,O. Porter misses 3-pt jump shot from 23 ft,29,41
1,0:01.0,Defensive rebound by Team,,29,41
1,0:01.0,,Loose ball foul by J. Green (drawn by D. Nwaba),29,41
2,11:43.0,A. Harrison makes 3-pt jump shot from 25 ft (assist by D. Nwaba),,32,41
2,11:28.0,,A. Rivers misses 3-pt jump shot from 31 ft,32,41
2,11:24.0,Defensive rebound by D. Nwaba,,32,41
2,11:15.0,Turnover by J. Clarkson (bad pass; steal by A. Rivers),,32,41
2,11:11.0,,A. Rivers makes 2-pt layup from 1 ft (assist by J. Green),32,43
2,11:02.0,J. Clarkson misses 3-pt jump shot from 26 ft,,32,43
2,10:59.0,,Defensive rebound by K. Oubre,32,43
2,10:48.0,,K. Oubre makes 2-pt jump shot from 17 ft,32,45
2,10:19.0,D. Nwaba misses 2-pt layup from 3 ft (block by K. Oubre),,32,45
2,10:19.0,Offensive rebound by Team,,32,45
2,10:19.0,Turnover by Team (shot clock),,32,45
2,10:09.0,,T. Satoranský makes 2-pt layup from 2 ft (assist by J. Green),32,47
2,9:52.0,Personal foul by I. Mahinmi (drawn by A. Žižić),,32,47
2,9:50.0,Offensive foul by J. Clarkson (drawn by K. Oubre),,32,47
2,9:50.0,Turnover by J. Clarkson (offensive foul),,32,47
2,9:42.0,,T. Satoranský makes 2-pt jump shot from 7 ft (assist by K. Oubre),32,49
2,9:21.0,Turnover by J. Clarkson (lost ball; steal by I. Mahinmi),,32,49
2,9:07.0,,J. Green makes 3-pt jump shot from 23 ft (assist by T. Satoranský),32,52
2,9:00.0,Cleveland full timeout,,32,52
2,9:00.0,R. Hood enters the game for J. Clarkson,,32,52
2,9:00.0,L. Nance enters the game for C. Osman,,32,52
2,9:00.0,J. Smith enters the game for A. Žižić,,32,52
2,8:45.0,Shooting foul by A. Rivers (drawn by J. Smith),,32,52
2,8:45.0,J. Smith misses free throw 1 of 2,,32,52
2,8:45.0,Offensive rebound by Team,,32,52
2,8:45.0,J. Smith misses free throw 2 of 2,,32,52
2,8:42.0,,Defensive rebound by K. Oubre,32,52
2,8:30.0,,K. Oubre misses 3-pt jump shot from 26 ft,32,52
2,8:29.0,,Offensive rebound by Team,32,52
2,8:20.0,,Shooting foul by A. Harrison (drawn by I. Mahinmi),32,52
2,8:20.0,,I. Mahinmi makes free throw 1 of 2,32,53
2,8:20.0,,I. Mahinmi makes free throw 2 of 2,32,54
2,8:09.0,Turnover by J. Smith (bad pass; steal by I. Mahinmi),,32,54
2,8:04.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by T. Satoranský),32,56
2,7:41.0,A. Harrison misses 2-pt jump shot from 8 ft,,32,56
2,7:38.0,Offensive rebound by A. Harrison,,32,56
2,7:32.0,J. Smith misses 3-pt jump shot from 26 ft,,32,56
2,7:29.0,Offensive rebound by A. Harrison,,32,56
2,7:26.0,Shooting foul by T. Satoranský (drawn by R. Hood),,32,56
2,7:26.0,C. Sexton enters the game for A. Harrison,,32,56
2,7:26.0,T. Thompson enters the game for D. Nwaba,,32,56
2,7:26.0,R. Hood makes free throw 1 of 2,,33,56
2,7:26.0,R. Hood makes free throw 2 of 2,,34,56
2,7:12.0,,A. Rivers misses 3-pt jump shot from 26 ft,34,56
2,7:10.0,,Offensive rebound by J. Green,34,56
2,7:10.0,,J. Green makes 2-pt layup from 2 ft,34,58
2,7:10.0,,Shooting foul by R. Hood (drawn by J. Green),34,58
2,7:10.0,,J. Wall enters the game for T. Satoranský,34,58
2,7:10.0,,J. Green makes free throw 1 of 1,34,59
2,7:01.0,J. Smith misses 2-pt jump shot from 8 ft,,34,59
2,6:58.0,Offensive rebound by T. Thompson,,34,59
2,6:58.0,Shooting foul by I. Mahinmi (drawn by T. Thompson),,34,59
2,6:58.0,T. Thompson misses free throw 1 of 2,,34,59
2,6:58.0,Offensive rebound by Team,,34,59
2,6:58.0,J. Clarkson enters the game for R. Hood,,34,59
2,6:58.0,T. Thompson misses free throw 2 of 2,,34,59
2,6:56.0,Offensive rebound by L. Nance,,34,59
2,6:47.0,Shooting foul by J. Wall (drawn by L. Nance),,34,59
2,6:47.0,L. Nance misses free throw 1 of 2,,34,59
2,6:47.0,Offensive rebound by Team,,34,59
2,6:47.0,,B. Beal enters the game for I. Mahinmi,34,59
2,6:47.0,,D. Howard enters the game for K. Oubre,34,59
2,6:47.0,L. Nance misses free throw 2 of 2,,34,59
2,6:47.0,,Defensive rebound by D. Howard,34,59
2,6:33.0,,J. Wall misses 2-pt layup from 1 ft,34,59
2,6:31.0,Defensive rebound by C. Sexton,,34,59
2,6:23.0,J. Smith misses 3-pt jump shot from 25 ft,,34,59
2,6:18.0,,Defensive rebound by D. Howard,34,59
2,6:02.0,,D. Howard misses 2-pt hook shot from 4 ft,34,59
2,6:00.0,Defensive rebound by T. Thompson,,34,59
2,5:55.0,C. Sexton misses 2-pt jump shot from 12 ft,,34,59
2,5:52.0,,Defensive rebound by D. Howard,34,59
2,5:41.0,,B. Beal makes 2-pt jump shot from 10 ft (assist by A. Rivers),34,61
2,5:26.0,J. Clarkson misses 2-pt jump shot from 13 ft,,34,61
2,5:24.0,,Defensive rebound by B. Beal,34,61
2,5:15.0,,B. Beal misses 3-pt jump shot from 26 ft,34,61
2,5:13.0,Defensive rebound by J. Clarkson,,34,61
2,4:58.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,37,61
2,4:43.0,,Offensive foul by J. Green (drawn by C. Sexton),37,61
2,4:43.0,,Turnover by J. Green (offensive foul),37,61
2,4:43.0,,O. Porter enters the game for A. Rivers,37,61
2,4:21.0,J. Clarkson misses 2-pt jump shot from 14 ft,,37,61
2,4:16.0,Offensive rebound by T. Thompson,,37,61
2,4:16.0,T. Thompson misses 2-pt layup from 1 ft,,37,61
2,4:16.0,,Defensive rebound by D. Howard,37,61
2,4:03.0,,Turnover by J. Green (traveling),37,61
2,3:48.0,T. Thompson misses 2-pt hook shot from 9 ft,,37,61
2,3:48.0,,Defensive rebound by D. Howard,37,61
2,3:48.0,,Turnover by D. Howard (bad pass),37,61
2,3:48.0,,M. Morris enters the game for J. Green,37,61
2,3:40.0,Personal foul by B. Beal (drawn by C. Sexton),,37,61
2,3:40.0,C. Sexton makes free throw 1 of 2,,38,61
2,3:40.0,C. Sexton makes free throw 2 of 2,,39,61
2,3:31.0,,D. Howard misses 2-pt layup from 2 ft (block by T. Thompson),39,61
2,3:31.0,,Offensive rebound by Team,39,61
2,3:31.0,,Washington full timeout,39,61
2,3:25.0,,J. Wall makes 2-pt layup from 1 ft,39,63
2,3:02.0,J. Smith misses 2-pt jump shot from 12 ft,,39,63
2,3:01.0,,Defensive rebound by B. Beal,39,63
2,2:57.0,,J. Wall misses 3-pt jump shot from 26 ft,39,63
2,2:54.0,,Offensive rebound by J. Wall,39,63
2,2:54.0,,J. Wall makes 3-pt jump shot from 26 ft,39,66
2,2:37.0,C. Sexton misses 2-pt layup from 6 ft,,39,66
2,2:34.0,,Defensive rebound by M. Morris,39,66
2,2:30.0,,J. Wall misses 2-pt layup from 4 ft,39,66
2,2:28.0,Defensive rebound by L. Nance,,39,66
2,2:19.0,L. Nance makes 3-pt jump shot from 25 ft (assist by T. Thompson),,42,66
2,2:00.0,,Turnover by B. Beal (bad pass; steal by L. Nance),42,66
2,1:55.0,T. Thompson makes 2-pt dunk from 1 ft (assist by L. Nance),,44,66
2,1:37.0,,O. Porter makes 2-pt jump shot from 21 ft,44,68
2,1:33.0,,Technical foul by D. Howard,44,68
2,1:33.0,J. Clarkson makes technical free throw,,45,68
2,1:19.0,Personal foul by D. Howard (drawn by T. Thompson),,45,68
2,1:19.0,T. Thompson makes free throw 1 of 2,,46,68
2,1:19.0,T. Thompson makes free throw 2 of 2,,47,68
2,1:08.0,,O. Porter misses 3-pt jump shot from 25 ft,47,68
2,1:08.0,Defensive rebound by Team,,47,68
2,1:08.0,,Loose ball foul by D. Howard (drawn by T. Thompson),47,68
2,1:08.0,T. Thompson misses free throw 1 of 2,,47,68
2,1:08.0,Offensive rebound by Team,,47,68
2,1:08.0,,I. Mahinmi enters the game for D. Howard,47,68
2,1:08.0,T. Thompson makes free throw 2 of 2,,48,68
2,1:00.0,,I. Mahinmi makes 3-pt jump shot from 23 ft (assist by J. Wall),48,71
2,0:51.0,T. Thompson makes 2-pt layup from 2 ft (assist by C. Sexton),,50,71
2,0:33.0,,M. Morris misses 3-pt jump shot from 24 ft,50,71
2,0:30.0,Defensive rebound by T. Thompson,,50,71
2,0:30.0,Turnover by C. Sexton (traveling),,50,71
2,0:30.0,A. Harrison enters the game for J. Clarkson,,50,71
2,0:30.0,D. Nwaba enters the game for T. Thompson,,50,71
2,0:29.0,,Shooting foul by A. Harrison (drawn by B. Beal),50,71
2,0:29.0,,B. Beal makes free throw 1 of 2,50,72
2,0:29.0,,B. Beal makes free throw 2 of 2,50,73
2,0:17.0,C. Sexton makes 2-pt jump shot from 17 ft,,52,73
2,0:01.0,,Turnover by J. Wall (lost ball; steal by D. Nwaba),52,73
2,0:00.0,D. Nwaba misses 3-pt jump shot from 49 ft,,52,73
2,0:00.0,Offensive rebound by Team,,52,73
3,11:43.0,J. Smith misses 2-pt jump shot from 21 ft,,52,73
3,11:41.0,,Defensive rebound by O. Porter,52,73
3,11:41.0,,Personal foul by T. Thompson (drawn by O. Porter),52,73
3,11:26.0,,M. Morris misses 3-pt jump shot from 26 ft,52,73
3,11:24.0,Defensive rebound by R. Hood,,52,73
3,11:19.0,R. Hood misses 2-pt jump shot from 15 ft,,52,73
3,11:16.0,Offensive rebound by T. Thompson,,52,73
3,11:14.0,T. Thompson misses 2-pt hook shot from 6 ft,,52,73
3,11:14.0,Offensive rebound by L. Nance,,52,73
3,11:11.0,Turnover by L. Nance (out of bounds lost ball),,52,73
3,11:03.0,,Personal foul by J. Smith (drawn by D. Howard),52,73
3,10:58.0,,D. Howard makes 2-pt layup from 3 ft (assist by B. Beal),52,75
3,10:49.0,C. Sexton misses 3-pt jump shot from 26 ft,,52,75
3,10:47.0,,Defensive rebound by D. Howard,52,75
3,10:38.0,,J. Wall misses 2-pt jump shot from 20 ft,52,75
3,10:34.0,Defensive rebound by T. Thompson,,52,75
3,10:21.0,J. Smith makes 2-pt jump shot from 19 ft (assist by L. Nance),,54,75
3,10:12.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),54,78
3,9:46.0,T. Thompson makes 2-pt jump shot from 20 ft,,56,78
3,9:30.0,,D. Howard makes 2-pt dunk from 1 ft (assist by J. Wall),56,80
3,9:29.0,Cleveland full timeout,,56,80
3,9:17.0,L. Nance misses 3-pt jump shot from 25 ft,,56,80
3,9:14.0,,Defensive rebound by J. Wall,56,80
3,9:10.0,,B. Beal misses 3-pt jump shot from 30 ft,56,80
3,9:06.0,Defensive rebound by J. Smith,,56,80
3,9:05.0,Shooting foul by J. Wall (drawn by R. Hood),,56,80
3,9:05.0,R. Hood makes free throw 1 of 2,,57,80
3,9:05.0,R. Hood makes free throw 2 of 2,,58,80
3,8:51.0,,Turnover by O. Porter (bad pass; steal by T. Thompson),58,80
3,8:48.0,L. Nance makes 2-pt layup from 1 ft (assist by J. Smith),,60,80
3,8:48.0,Shooting foul by J. Wall (drawn by L. Nance),,60,80
3,8:48.0,L. Nance makes free throw 1 of 1,,61,80
3,8:34.0,,D. Howard makes 2-pt layup from 1 ft (assist by J. Wall),61,82
3,8:20.0,Turnover by R. Hood (bad pass; steal by O. Porter),,61,82
3,8:12.0,,Turnover by J. Wall (lost ball; steal by T. Thompson),61,82
3,8:09.0,C. Sexton makes 2-pt layup from 2 ft (assist by R. Hood),,63,82
3,7:58.0,,Turnover by O. Porter (bad pass; steal by L. Nance),63,82
3,7:55.0,L. Nance makes 2-pt dunk from 1 ft,,65,82
3,7:55.0,,Washington full timeout,65,82
3,7:43.0,,J. Wall misses 2-pt jump shot from 15 ft,65,82
3,7:39.0,Defensive rebound by J. Smith,,65,82
3,7:28.0,C. Sexton makes 2-pt jump shot from 21 ft (assist by J. Smith),,67,82
3,7:07.0,,B. Beal misses 3-pt jump shot from 25 ft,67,82
3,7:04.0,Defensive rebound by R. Hood,,67,82
3,7:00.0,Shooting foul by D. Howard (drawn by R. Hood),,67,82
3,7:00.0,R. Hood makes free throw 1 of 2,,68,82
3,7:00.0,,I. Mahinmi enters the game for D. Howard,68,82
3,7:00.0,R. Hood makes free throw 2 of 2,,69,82
3,6:46.0,,J. Wall misses 2-pt layup from 3 ft,69,82
3,6:45.0,,Offensive rebound by J. Wall,69,82
3,6:44.0,,J. Wall misses 2-pt layup from 2 ft (block by L. Nance),69,82
3,6:42.0,Defensive rebound by L. Nance,,69,82
3,6:34.0,R. Hood misses 3-pt jump shot from 23 ft,,69,82
3,6:31.0,,Defensive rebound by J. Wall,69,82
3,6:26.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Wall),69,85
3,6:18.0,Personal foul by J. Wall (drawn by C. Sexton),,69,85
3,6:18.0,,A. Rivers enters the game for J. Wall,69,85
3,6:01.0,R. Hood misses 2-pt jump shot from 21 ft,,69,85
3,5:57.0,,Defensive rebound by O. Porter,69,85
3,5:45.0,,M. Morris misses 3-pt jump shot from 26 ft,69,85
3,5:42.0,Defensive rebound by C. Sexton,,69,85
3,5:37.0,J. Smith misses 3-pt jump shot from 27 ft,,69,85
3,5:34.0,,Defensive rebound by I. Mahinmi,69,85
3,5:27.0,,B. Beal makes 2-pt jump shot from 16 ft,69,87
3,5:12.0,C. Sexton misses 2-pt jump shot from 13 ft,,69,87
3,5:09.0,,Defensive rebound by M. Morris,69,87
3,5:02.0,,O. Porter makes 2-pt layup from 1 ft (assist by B. Beal),69,89
3,4:42.0,J. Smith misses 2-pt jump shot from 20 ft,,69,89
3,4:40.0,,Defensive rebound by I. Mahinmi,69,89
3,4:32.0,,Shooting foul by J. Smith (drawn by I. Mahinmi),69,89
3,4:32.0,,I. Mahinmi misses free throw 1 of 2,69,89
3,4:32.0,,Offensive rebound by Team,69,89
3,4:32.0,J. Clarkson enters the game for R. Hood,,69,89
3,4:32.0,C. Osman enters the game for J. Smith,,69,89
3,4:32.0,,I. Mahinmi misses free throw 2 of 2,69,89
3,4:30.0,Defensive rebound by T. Thompson,,69,89
3,4:08.0,Turnover by T. Thompson (bad pass; steal by M. Morris),,69,89
3,4:03.0,,B. Beal misses 3-pt jump shot from 26 ft,69,89
3,3:59.0,Defensive rebound by L. Nance,,69,89
3,3:44.0,Turnover by J. Clarkson (bad pass; steal by O. Porter),,69,89
3,3:40.0,,O. Porter misses 2-pt layup from 2 ft,69,89
3,3:37.0,Defensive rebound by C. Sexton,,69,89
3,3:28.0,J. Clarkson misses 3-pt jump shot from 26 ft,,69,89
3,3:21.0,,Defensive rebound by A. Rivers,69,89
3,3:09.0,,O. Porter misses 2-pt jump shot from 14 ft,69,89
3,3:09.0,,Offensive rebound by Team,69,89
3,3:09.0,Loose ball foul by J. Clarkson (drawn by I. Mahinmi),,69,89
3,3:09.0,D. Nwaba enters the game for L. Nance,,69,89
3,3:09.0,A. Žižić enters the game for T. Thompson,,69,89
3,3:09.0,,J. Green enters the game for M. Morris,69,89
3,3:05.0,,Turnover by J. Green (lost ball; steal by D. Nwaba),69,89
3,3:03.0,Shooting foul by J. Green (drawn by D. Nwaba),,69,89
3,3:03.0,D. Nwaba misses free throw 1 of 2,,69,89
3,3:03.0,Offensive rebound by Team,,69,89
3,3:03.0,D. Nwaba makes free throw 2 of 2,,70,89
3,2:45.0,,A. Rivers makes 3-pt jump shot from 28 ft (assist by O. Porter),70,92
3,2:29.0,C. Sexton misses 2-pt layup from 4 ft,,70,92
3,2:29.0,,Defensive rebound by Team,70,92
3,2:29.0,,Personal foul by A. Žižić (drawn by A. Rivers),70,92
3,2:29.0,,A. Rivers misses free throw 1 of 2,70,92
3,2:29.0,,Offensive rebound by Team,70,92
3,2:29.0,,K. Oubre enters the game for O. Porter,70,92
3,2:29.0,,A. Rivers misses free throw 2 of 2,70,92
3,2:21.0,Defensive rebound by C. Osman,,70,92
3,2:05.0,D. Nwaba misses 3-pt jump shot from 28 ft,,70,92
3,2:02.0,,Defensive rebound by K. Oubre,70,92
3,1:57.0,,Turnover by K. Oubre (traveling),70,92
3,1:39.0,Turnover by D. Nwaba (bad pass; steal by K. Oubre),,70,92
3,1:39.0,,Personal foul by C. Sexton (drawn by K. Oubre),70,92
3,1:39.0,,K. Oubre makes free throw 1 of 2,70,93
3,1:39.0,A. Harrison enters the game for C. Sexton,,70,93
3,1:39.0,,K. Oubre misses free throw 2 of 2,70,93
3,1:37.0,Defensive rebound by C. Osman,,70,93
3,1:20.0,A. Harrison makes 2-pt layup from 2 ft (assist by C. Osman),,72,93
3,1:07.0,,Turnover by K. Oubre (lost ball; steal by A. Harrison),72,93
3,1:02.0,J. Clarkson misses 3-pt jump shot from 26 ft,,72,93
3,0:59.0,,Defensive rebound by K. Oubre,72,93
3,0:43.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Green),72,95
3,0:43.0,,Shooting foul by A. Žižić (drawn by B. Beal),72,95
3,0:43.0,,B. Beal makes free throw 1 of 1,72,96
3,0:33.0,C. Osman misses 3-pt jump shot from 26 ft,,72,96
3,0:30.0,,Defensive rebound by K. Oubre,72,96
3,0:08.0,,Turnover by A. Rivers (bad pass; steal by A. Harrison),72,96
3,0:04.0,C. Osman makes 2-pt layup from 1 ft (assist by A. Harrison),,74,96
3,0:00.0,,B. Beal misses 3-pt jump shot from 26 ft,74,96
3,0:00.0,,Offensive rebound by Team,74,96
4,11:48.0,,A. Rivers misses 3-pt jump shot from 26 ft,74,96
4,11:44.0,Defensive rebound by C. Osman,,74,96
4,11:40.0,D. Nwaba makes 2-pt layup from 1 ft (assist by C. Osman),,76,96
4,11:20.0,,J. Green misses 3-pt jump shot from 25 ft,76,96
4,11:17.0,Defensive rebound by A. Harrison,,76,96
4,11:02.0,Turnover by C. Osman (bad pass; steal by T. Satoranský),,76,96
4,10:53.0,,J. Green makes 2-pt layup from 2 ft (assist by T. Satoranský),76,98
4,10:38.0,Personal foul by I. Mahinmi (drawn by A. Žižić),,76,98
4,10:28.0,J. Clarkson makes 2-pt jump shot from 19 ft (assist by A. Žižić),,78,98
4,10:08.0,,K. Oubre misses 3-pt jump shot from 26 ft,78,98
4,10:05.0,,Offensive rebound by T. Satoranský,78,98
4,9:56.0,,T. Satoranský misses 3-pt jump shot from 26 ft,78,98
4,9:56.0,,Offensive rebound by Team,78,98
4,9:56.0,Loose ball foul by A. Žižić (drawn by I. Mahinmi),,78,98
4,9:44.0,,K. Oubre misses 3-pt jump shot from 25 ft,78,98
4,9:41.0,,Offensive rebound by I. Mahinmi,78,98
4,9:36.0,,Turnover by T. Satoranský (off goaltending),78,98
4,9:25.0,Personal foul by A. Rivers (drawn by A. Žižić),,78,98
4,9:13.0,J. Clarkson misses 2-pt jump shot from 2 ft,,78,98
4,9:12.0,Offensive rebound by Team,,78,98
4,9:12.0,Turnover by J. Clarkson (traveling),,78,98
4,8:53.0,,J. Green misses 2-pt jump shot from 2 ft,78,98
4,8:50.0,Defensive rebound by J. Clarkson,,78,98
4,8:43.0,A. Harrison misses 3-pt jump shot from 26 ft,,78,98
4,8:40.0,,Defensive rebound by K. Oubre,78,98
4,8:34.0,,K. Oubre misses 2-pt jump shot from 4 ft,78,98
4,8:32.0,Defensive rebound by A. Žižić,,78,98
4,8:24.0,Shooting foul by I. Mahinmi (drawn by A. Žižić),,78,98
4,8:24.0,A. Žižić misses free throw 1 of 2,,78,98
4,8:24.0,Offensive rebound by Team,,78,98
4,8:24.0,A. Žižić misses free throw 2 of 2,,78,98
4,8:22.0,,Defensive rebound by K. Oubre,78,98
4,8:08.0,,J. Green misses 2-pt jump shot from 6 ft (block by D. Nwaba),78,98
4,8:04.0,Defensive rebound by A. Harrison,,78,98
4,8:00.0,J. Clarkson misses 2-pt layup from 5 ft (block by J. Green),,78,98
4,7:57.0,,Defensive rebound by J. Green,78,98
4,7:53.0,,Personal foul by A. Žižić (drawn by I. Mahinmi),78,98
4,7:48.0,,T. Satoranský makes 2-pt jump shot from 16 ft,78,100
4,7:38.0,Turnover by A. Harrison (traveling),,78,100
4,7:22.0,,K. Oubre misses 3-pt jump shot from 23 ft,78,100
4,7:17.0,Defensive rebound by D. Nwaba,,78,100
4,7:07.0,J. Clarkson misses 3-pt jump shot from 27 ft,,78,100
4,7:04.0,,Defensive rebound by J. Green,78,100
4,6:56.0,,A. Rivers misses 2-pt jump shot from 7 ft,78,100
4,6:54.0,Defensive rebound by A. Žižić,,78,100
