QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
1,2:30.0,,R. Alkins enters the game for A. Blakeney,16,9
1,2:30.0,,C. Felício enters the game for R. Lopez,16,9
1,2:30.0,M. Leonard makes free throw 1 of 2,,17,9
1,2:30.0,M. Leonard makes free throw 2 of 2,,18,9
1,2:18.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,18,9
1,2:16.0,Defensive rebound by Z. Collins,,18,9
1,2:00.0,S. Curry makes 2-pt jump shot from 22 ft (assist by R. Hood),,20,9
1,1:45.0,,R. Arcidiacono misses 2-pt jump shot from 16 ft,20,9
1,1:42.0,Defensive rebound by D. Lillard,,20,9
1,1:37.0,Turnover by R. Hood (traveling),,20,9
1,1:30.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 26 ft (assist by C. Felício),20,12
1,1:12.0,R. Hood makes 2-pt jump shot from 15 ft (assist by M. Leonard),,22,12
1,1:00.0,,Turnover by R. Alkins (step out of bounds),22,12
1,0:39.0,R. Hood makes 3-pt jump shot from 27 ft,,25,12
1,0:30.0,,T. Luwawu-Cabarrot makes 2-pt jump shot from 12 ft (assist by R. Arcidiacono),25,14
1,0:21.0,Personal foul by T. Luwawu-Cabarrot (drawn by D. Lillard),,25,14
1,0:21.0,D. Lillard makes free throw 1 of 2,,26,14
1,0:21.0,D. Lillard makes free throw 2 of 2,,27,14
1,0:00.0,,C. Felício misses 3-pt jump shot from 25 ft,27,14
1,0:00.0,,Offensive rebound by Team,27,14
2,11:50.0,S. Curry makes 3-pt jump shot from 25 ft (assist by E. Turner),,30,14
2,11:35.0,,R. Arcidiacono misses 2-pt jump shot from 16 ft,30,14
2,11:30.0,Defensive rebound by S. Curry,,30,14
2,11:25.0,Personal foul by T. Luwawu-Cabarrot (drawn by Z. Collins),,30,14
2,11:15.0,Z. Collins makes 3-pt jump shot from 24 ft (assist by R. Hood),,33,14
2,11:01.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by Z. Collins),33,14
2,10:58.0,Defensive rebound by M. Leonard,,33,14
2,10:55.0,M. Leonard misses 3-pt jump shot from 25 ft,,33,14
2,10:53.0,Offensive rebound by Z. Collins,,33,14
2,10:51.0,E. Turner makes 2-pt layup at rim (assist by Z. Collins),,35,14
2,10:51.0,,Chicago full timeout,35,14
2,10:51.0,,A. Blakeney enters the game for R. Alkins,35,14
2,10:51.0,,R. Lopez enters the game for T. Luwawu-Cabarrot,35,14
2,10:32.0,,R. Lopez makes 2-pt hook shot from 6 ft,35,16
2,10:08.0,E. Turner misses 2-pt jump shot from 14 ft,,35,16
2,10:06.0,,Defensive rebound by R. Lopez,35,16
2,9:56.0,,R. Lopez makes 2-pt jump shot from 4 ft (assist by A. Blakeney),35,18
2,9:56.0,,Shooting foul by M. Leonard (drawn by R. Lopez),35,18
2,9:56.0,,R. Lopez makes free throw 1 of 1,35,19
2,9:46.0,R. Hood misses 3-pt jump shot from 26 ft,,35,19
2,9:43.0,,Defensive rebound by C. Felício,35,19
2,9:33.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by W. Selden),35,21
2,9:22.0,R. Hood makes 2-pt layup from 3 ft (assist by E. Turner),,37,21
2,9:03.0,,R. Lopez makes 2-pt hook shot from 5 ft,37,23
2,8:42.0,Shooting foul by C. Felício (drawn by Z. Collins),,37,23
2,8:42.0,Z. Collins makes free throw 1 of 2,,38,23
2,8:42.0,Z. Collins makes free throw 2 of 2,,39,23
2,8:33.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft,39,26
2,8:13.0,S. Curry makes 2-pt jump shot from 9 ft (assist by E. Turner),,41,26
2,7:51.0,,C. Felício makes 2-pt hook shot from 6 ft,41,28
2,7:40.0,Z. Collins makes 3-pt jump shot from 26 ft (assist by E. Turner),,44,28
2,7:18.0,,W. Selden misses 2-pt layup from 2 ft,44,28
2,7:16.0,,Offensive rebound by R. Lopez,44,28
2,7:08.0,,R. Arcidiacono makes 2-pt jump shot from 18 ft,44,30
2,6:47.0,S. Curry makes 3-pt jump shot from 28 ft (assist by M. Leonard),,47,30
2,6:23.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,47,30
2,6:20.0,,Offensive rebound by R. Lopez,47,30
2,6:13.0,,R. Arcidiacono misses 3-pt jump shot from 22 ft,47,30
2,6:10.0,,Offensive rebound by R. Lopez,47,30
2,6:06.0,,R. Arcidiacono makes 2-pt layup from 1 ft (assist by W. Selden),47,32
2,6:06.0,Violation by Team (def goaltending),,47,32
2,5:52.0,M. Leonard misses 3-pt jump shot from 25 ft,,47,32
2,5:49.0,,Defensive rebound by W. Selden,47,32
2,5:31.0,,R. Lopez misses 3-pt jump shot from 25 ft,47,32
2,5:27.0,Defensive rebound by S. Curry,,47,32
2,5:20.0,S. Curry misses 3-pt jump shot from 24 ft,,47,32
2,5:18.0,,Defensive rebound by W. Selden,47,32
2,5:16.0,,Chicago full timeout,47,32
2,5:16.0,E. Freedom enters the game for M. Leonard,,47,32
2,5:16.0,,S. Harrison enters the game for R. Arcidiacono,47,32
2,5:04.0,,A. Blakeney misses 2-pt jump shot from 20 ft (block by R. Hood),47,32
2,5:00.0,Defensive rebound by E. Turner,,47,32
2,4:51.0,E. Turner misses 2-pt jump shot from 20 ft,,47,32
2,4:49.0,,Defensive rebound by R. Lopez,47,32
2,4:27.0,,Turnover by Team (shot clock),47,32
2,4:27.0,D. Lillard enters the game for R. Hood,,47,32
2,4:16.0,S. Curry makes 2-pt jump shot from 18 ft (assist by E. Turner),,49,32
2,3:57.0,,S. Harrison makes 2-pt layup from 2 ft,49,34
2,3:32.0,E. Turner misses 2-pt layup from 2 ft,,49,34
2,3:30.0,,Defensive rebound by A. Blakeney,49,34
2,3:13.0,,C. Felício misses 3-pt jump shot from 25 ft,49,34
2,3:10.0,,Offensive rebound by S. Harrison,49,34
2,3:03.0,,S. Harrison makes 2-pt jump shot from 19 ft,49,36
2,2:35.0,E. Freedom makes 2-pt layup from 2 ft (assist by E. Turner),,51,36
2,2:12.0,,R. Lopez makes 2-pt hook shot from 6 ft,51,38
2,1:56.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by S. Curry),,54,38
2,1:43.0,,Def 3 sec tech foul by Team,54,38
2,1:43.0,,A. Blakeney makes technical free throw,54,39
2,1:43.0,A. Aminu enters the game for Z. Collins,,54,39
2,1:43.0,M. Harkless enters the game for E. Turner,,54,39
2,1:43.0,,R. Alkins enters the game for A. Blakeney,54,39
2,1:43.0,,T. Luwawu-Cabarrot enters the game for C. Felício,54,39
2,1:43.0,,B. Sampson enters the game for W. Selden,54,39
2,1:39.0,,Personal foul by E. Freedom (drawn by R. Lopez),54,39
2,1:36.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 29 ft,54,39
2,1:31.0,Defensive rebound by A. Aminu,,54,39
2,1:25.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Aminu),,57,39
2,1:08.0,,Turnover by R. Alkins (lost ball; steal by M. Harkless),57,39
2,1:03.0,Turnover by S. Curry (bad pass; steal by S. Harrison),,57,39
2,0:58.0,,S. Harrison misses 2-pt layup from 2 ft,57,39
2,0:56.0,,Offensive rebound by R. Alkins,57,39
2,0:56.0,,R. Lopez makes 2-pt hook shot from 2 ft (assist by R. Alkins),57,41
2,0:32.0,D. Lillard misses 3-pt jump shot from 25 ft,,57,41
2,0:28.0,Offensive rebound by E. Freedom,,57,41
2,0:28.0,Shooting foul by S. Harrison (drawn by E. Freedom),,57,41
2,0:28.0,E. Freedom misses free throw 1 of 2,,57,41
2,0:28.0,Offensive rebound by Team,,57,41
2,0:28.0,,R. Arcidiacono enters the game for R. Alkins,57,41
2,0:28.0,E. Freedom misses free throw 2 of 2,,57,41
2,0:26.0,Offensive rebound by A. Aminu,,57,41
2,0:26.0,A. Aminu makes 2-pt hook shot from 1 ft,,59,41
2,0:02.0,,S. Harrison misses 2-pt jump shot from 17 ft,59,41
2,0:00.0,Defensive rebound by E. Freedom,,59,41
2,0:00.0,M. Harkless misses 3-pt jump shot from 46 ft,,59,41
2,0:00.0,Offensive rebound by Team,,59,41
3,11:47.0,Shooting foul by A. Blakeney (drawn by J. Layman),,59,41
3,11:47.0,J. Layman makes free throw 1 of 2,,60,41
3,11:47.0,J. Layman makes free throw 2 of 2,,61,41
3,11:33.0,,B. Sampson makes 2-pt layup from 3 ft (assist by R. Lopez),61,43
3,11:17.0,J. Layman makes 2-pt layup from 2 ft,,63,43
3,10:59.0,,B. Sampson misses 2-pt layup from 1 ft,63,43
3,10:57.0,Defensive rebound by A. Aminu,,63,43
3,10:42.0,E. Freedom makes 2-pt dunk from 1 ft (assist by D. Lillard),,65,43
3,10:20.0,,B. Sampson misses 2-pt jump shot from 20 ft,65,43
3,10:17.0,Defensive rebound by A. Aminu,,65,43
3,9:58.0,Turnover by E. Freedom (traveling),,65,43
3,9:45.0,,S. Harrison makes 3-pt jump shot from 27 ft (assist by A. Blakeney),65,46
3,9:28.0,J. Layman misses 3-pt jump shot from 27 ft,,65,46
3,9:26.0,,Defensive rebound by W. Selden,65,46
3,9:19.0,,S. Harrison misses 2-pt jump shot from 7 ft,65,46
3,9:15.0,Defensive rebound by E. Freedom,,65,46
3,9:02.0,D. Lillard makes 2-pt layup from 1 ft,,67,46
3,8:47.0,,R. Lopez makes 2-pt jump shot from 18 ft (assist by A. Blakeney),67,48
3,8:30.0,E. Freedom misses 2-pt jump shot from 8 ft,,67,48
3,8:30.0,,Defensive rebound by Team,67,48
3,8:11.0,,Turnover by W. Selden (lost ball; steal by A. Aminu),67,48
3,8:07.0,A. Aminu makes 2-pt layup from 1 ft,,69,48
3,8:07.0,Away from play foul by W. Selden (drawn by J. Layman),,69,48
3,8:07.0,J. Layman makes free throw 1 of 1,,70,48
3,7:52.0,,A. Blakeney misses 2-pt jump shot from 11 ft,70,48
3,7:48.0,,Offensive rebound by R. Lopez,70,48
3,7:45.0,,R. Lopez misses 2-pt hook shot from 2 ft,70,48
3,7:45.0,Defensive rebound by D. Lillard,,70,48
3,7:40.0,Personal foul by R. Lopez (drawn by A. Aminu),,70,48
3,7:31.0,D. Lillard misses 2-pt jump shot from 7 ft,,70,48
3,7:29.0,,Defensive rebound by S. Harrison,70,48
3,7:18.0,,S. Harrison makes 2-pt layup from 2 ft (assist by W. Selden),70,50
3,7:18.0,,Shooting foul by J. Layman (drawn by S. Harrison),70,50
3,7:18.0,,T. Luwawu-Cabarrot enters the game for W. Selden,70,50
3,7:18.0,Defensive rebound by E. Freedom,,70,50
3,7:18.0,,S. Harrison misses free throw 1 of 1,70,50
3,7:04.0,J. Layman makes 2-pt layup from 2 ft (assist by D. Lillard),,72,50
3,6:55.0,,A. Blakeney misses 2-pt jump shot from 18 ft,72,50
3,6:53.0,Defensive rebound by A. Aminu,,72,50
3,6:48.0,D. Lillard misses 3-pt jump shot from 26 ft,,72,50
3,6:44.0,,Defensive rebound by S. Harrison,72,50
3,6:29.0,,Turnover by R. Lopez (lost ball; steal by J. Layman),72,50
3,6:22.0,M. Harkless misses 2-pt jump shot from 7 ft,,72,50
3,6:20.0,,Defensive rebound by R. Lopez,72,50
3,6:10.0,,A. Blakeney makes 2-pt jump shot from 7 ft,72,52
3,6:10.0,,Shooting foul by E. Freedom (drawn by A. Blakeney),72,52
3,6:10.0,,Chicago full timeout,72,52
3,6:10.0,,A. Blakeney misses free throw 1 of 1,72,52
3,6:06.0,Defensive rebound by E. Freedom,,72,52
3,5:49.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),,74,52
3,5:33.0,,A. Blakeney misses 2-pt jump shot from 11 ft,74,52
3,5:29.0,,R. Lopez misses 2-pt dunk at rim,74,52
3,5:29.0,,Offensive rebound by R. Lopez,74,52
3,5:29.0,,Offensive rebound by S. Harrison,74,52
3,5:25.0,,Offensive foul by B. Sampson (drawn by J. Layman),74,52
3,5:25.0,,Turnover by B. Sampson (offensive foul),74,52
3,5:25.0,R. Hood enters the game for J. Layman,,74,52
3,5:25.0,,R. Alkins enters the game for A. Blakeney,74,52
3,5:10.0,Shooting foul by B. Sampson (drawn by M. Harkless),,74,52
3,5:10.0,M. Harkless makes free throw 1 of 2,,75,52
3,5:10.0,M. Harkless makes free throw 2 of 2,,76,52
3,4:53.0,,R. Alkins misses 3-pt jump shot from 26 ft,76,52
3,4:48.0,Defensive rebound by A. Aminu,,76,52
3,4:36.0,A. Aminu misses 3-pt jump shot from 25 ft,,76,52
3,4:32.0,,Defensive rebound by S. Harrison,76,52
3,4:26.0,,R. Lopez misses 2-pt jump shot from 17 ft,76,52
3,4:21.0,Defensive rebound by R. Hood,,76,52
3,4:16.0,R. Hood misses 2-pt jump shot from 12 ft,,76,52
3,4:13.0,Offensive rebound by Team,,76,52
3,4:13.0,Z. Collins enters the game for E. Freedom,,76,52
3,4:13.0,,R. Arcidiacono enters the game for S. Harrison,76,52
3,4:13.0,,C. Felício enters the game for R. Lopez,76,52
3,4:13.0,,W. Selden enters the game for B. Sampson,76,52
3,3:59.0,Z. Collins makes 2-pt layup from 1 ft (assist by D. Lillard),,78,52
3,3:34.0,,Turnover by Team (shot clock),78,52
3,3:22.0,M. Harkless misses 2-pt layup from 2 ft,,78,52
3,3:20.0,,Defensive rebound by R. Alkins,78,52
3,3:17.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,78,52
3,3:15.0,Defensive rebound by A. Aminu,,78,52
3,3:02.0,A. Aminu makes 2-pt layup from 2 ft (assist by D. Lillard),,80,52
3,2:51.0,,R. Arcidiacono misses 2-pt jump shot from 9 ft,80,52
3,2:50.0,,Offensive rebound by C. Felício,80,52
3,2:50.0,,Shooting foul by M. Harkless (drawn by C. Felício),80,52
3,2:50.0,Portland full timeout,,80,52
3,2:50.0,S. Curry enters the game for M. Harkless,,80,52
3,2:50.0,,C. Felício makes free throw 1 of 2,80,53
3,2:50.0,,C. Felício makes free throw 2 of 2,80,54
3,2:31.0,R. Hood misses 2-pt jump shot from 20 ft,,80,54
3,2:28.0,,Defensive rebound by W. Selden,80,54
3,2:21.0,,W. Selden makes 3-pt jump shot from 25 ft,80,57
3,2:06.0,Turnover by D. Lillard (lost ball; steal by C. Felício),,80,57
3,2:06.0,,Personal foul by D. Lillard (drawn by C. Felício),80,57
3,1:55.0,,R. Alkins misses 2-pt layup from 5 ft (block by Z. Collins),80,57
3,1:55.0,,Offensive rebound by Team,80,57
3,1:55.0,Loose ball foul by Z. Collins (drawn by R. Alkins),,80,57
3,1:55.0,,R. Alkins makes free throw 1 of 2,80,58
3,1:55.0,,R. Alkins makes free throw 2 of 2,80,59
3,1:45.0,Z. Collins makes 2-pt layup from 2 ft (assist by D. Lillard),,82,59
3,1:45.0,Shooting foul by R. Alkins (drawn by Z. Collins),,82,59
3,1:45.0,Z. Collins makes free throw 1 of 1,,83,59
3,1:37.0,,W. Selden misses 3-pt jump shot from 23 ft,83,59
3,1:33.0,Defensive rebound by R. Hood,,83,59
3,1:26.0,Personal foul by C. Felício (drawn by D. Lillard),,83,59
3,1:26.0,D. Lillard makes free throw 1 of 2,,84,59
3,1:26.0,D. Lillard makes free throw 2 of 2,,85,59
3,1:10.0,,C. Felício makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),85,61
3,0:55.0,D. Lillard makes 2-pt jump shot from 10 ft,,87,61
3,0:43.0,,R. Arcidiacono makes 2-pt jump shot from 9 ft,87,63
3,0:31.0,D. Lillard misses 3-pt jump shot from 33 ft,,87,63
3,0:27.0,,Defensive rebound by R. Alkins,87,63
3,0:04.0,,W. Selden makes 2-pt jump shot from 2 ft (assist by R. Arcidiacono),87,65
3,0:00.0,R. Hood misses 3-pt jump shot from 26 ft,,87,65
3,0:00.0,Offensive rebound by Team,,87,65
4,11:49.0,,Shooting foul by M. Leonard (drawn by C. Felício),87,65
4,11:49.0,,C. Felício makes free throw 1 of 2,87,66
4,11:49.0,,C. Felício makes free throw 2 of 2,87,67
4,11:29.0,E. Turner misses 2-pt layup from 1 ft,,87,67
4,11:27.0,,Defensive rebound by W. Selden,87,67
4,11:12.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,87,67
4,11:10.0,,Offensive rebound by C. Felício,87,67
4,11:05.0,,W. Selden makes 2-pt jump shot from 17 ft,87,69
4,10:44.0,M. Leonard misses 3-pt jump shot from 25 ft,,87,69
4,10:41.0,,Defensive rebound by T. Luwawu-Cabarrot,87,69
4,10:31.0,,W. Selden misses 2-pt jump shot from 11 ft,87,69
4,10:30.0,Defensive rebound by E. Turner,,87,69
4,10:22.0,S. Curry misses 3-pt jump shot from 26 ft,,87,69
4,10:18.0,,Defensive rebound by W. Selden,87,69
4,10:14.0,,Turnover by R. Alkins (step out of bounds),87,69
4,9:59.0,Z. Collins misses 3-pt jump shot from 25 ft,,87,69
4,9:55.0,Offensive rebound by M. Leonard,,87,69
4,9:51.0,Turnover by S. Curry (out of bounds lost ball),,87,69
4,9:51.0,,Chicago full timeout,87,69
4,9:34.0,,C. Felício makes 2-pt hook shot from 3 ft (assist by T. Luwawu-Cabarrot),87,71
4,9:18.0,S. Curry makes 2-pt jump shot from 14 ft,,89,71
4,8:59.0,,Turnover by W. Selden (bad pass),89,71
4,8:42.0,Z. Collins misses 2-pt dunk at rim,,89,71
4,8:40.0,,Defensive rebound by C. Felício,89,71
4,8:27.0,,W. Selden misses 2-pt jump shot from 4 ft,89,71
4,8:25.0,,Offensive rebound by W. Selden,89,71
4,8:25.0,,W. Selden makes 2-pt layup from 2 ft,89,73
4,8:12.0,R. Hood makes 3-pt jump shot from 24 ft (assist by S. Curry),,92,73
4,8:12.0,Shooting foul by T. Luwawu-Cabarrot (drawn by R. Hood),,92,73
4,8:12.0,R. Hood makes free throw 1 of 1,,93,73
4,8:06.0,,Personal foul by M. Leonard (drawn by C. Felício),93,73
4,8:06.0,,S. Harrison enters the game for R. Alkins,93,73
4,8:06.0,,B. Sampson enters the game for T. Luwawu-Cabarrot,93,73
4,7:54.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by W. Selden),93,76
4,7:39.0,R. Hood makes 2-pt jump shot from 16 ft (assist by E. Turner),,95,76
4,7:20.0,,R. Arcidiacono misses 2-pt jump shot from 21 ft,95,76
4,7:17.0,Defensive rebound by S. Curry,,95,76
4,7:12.0,S. Curry makes 3-pt jump shot from 25 ft,,98,76
4,7:11.0,,Chicago full timeout,98,76
4,7:11.0,,A. Blakeney enters the game for R. Arcidiacono,98,76
4,6:57.0,,B. Sampson misses 3-pt jump shot from 26 ft,98,76
4,6:54.0,Defensive rebound by M. Leonard,,98,76
4,6:34.0,S. Curry misses 3-pt jump shot from 22 ft,,98,76
4,6:31.0,,Defensive rebound by S. Harrison,98,76
4,6:14.0,,S. Harrison misses 3-pt jump shot from 25 ft,98,76
4,6:12.0,Defensive rebound by Z. Collins,,98,76
4,6:08.0,Shooting foul by S. Harrison (drawn by M. Leonard),,98,76
4,6:08.0,M. Leonard makes free throw 1 of 2,,99,76
4,6:08.0,A. Simons enters the game for S. Curry,,99,76
4,6:08.0,,T. Luwawu-Cabarrot enters the game for W. Selden,99,76
4,6:08.0,M. Leonard makes free throw 2 of 2,,100,76
4,5:52.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by A. Blakeney),100,78
4,5:52.0,,Shooting foul by Z. Collins (drawn by T. Luwawu-Cabarrot),100,78
4,5:52.0,,T. Luwawu-Cabarrot makes free throw 1 of 1,100,79
4,5:39.0,A. Simons makes 2-pt jump shot from 17 ft (assist by E. Turner),,102,79
4,5:16.0,,B. Sampson makes 2-pt layup from 2 ft (assist by T. Luwawu-Cabarrot),102,81
4,4:52.0,A. Simons makes 2-pt layup from 3 ft,,104,81
4,4:33.0,,S. Harrison makes 2-pt layup from 3 ft (assist by C. Felício),104,83
4,4:10.0,R. Hood makes 2-pt dunk from 1 ft (assist by Z. Collins),,106,83
4,3:56.0,,C. Felício makes 2-pt dunk from 2 ft (assist by S. Harrison),106,85
4,3:56.0,Portland full timeout,,106,85
4,3:56.0,S. Labissière enters the game for Z. Collins,,106,85
4,3:56.0,J. Layman enters the game for R. Hood,,106,85
4,3:56.0,G. Trent enters the game for M. Leonard,,106,85
4,3:39.0,A. Simons makes 2-pt jump shot from 19 ft (assist by S. Labissière),,108,85
4,3:23.0,,Shooting foul by S. Labissière (drawn by C. Felício),108,85
4,3:23.0,,C. Felício misses free throw 1 of 2,108,85
4,3:23.0,,Offensive rebound by Team,108,85
4,3:23.0,,C. Felício makes free throw 2 of 2,108,86
4,3:10.0,G. Trent misses 3-pt jump shot from 27 ft,,108,86
4,3:07.0,,Defensive rebound by S. Harrison,108,86
4,2:58.0,,S. Harrison makes 2-pt layup from 2 ft,108,88
4,2:39.0,A. Simons misses 2-pt jump shot from 15 ft,,108,88
4,2:34.0,Offensive rebound by S. Labissière,,108,88
4,2:34.0,S. Labissière makes 2-pt dunk from 1 ft,,110,88
4,2:27.0,,S. Harrison makes 2-pt layup from 2 ft,110,90
4,2:15.0,Turnover by E. Turner (bad pass; steal by S. Harrison),,110,90
4,1:56.0,,Personal foul by E. Turner (drawn by C. Felício),110,90
4,1:56.0,,C. Felício makes free throw 1 of 2,110,91
4,1:56.0,,R. Alkins enters the game for T. Luwawu-Cabarrot,110,91
