QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
1,7:32.0,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),,13,7
1,7:12.0,,Turnover by D. Lillard (bad pass; steal by J. Murray),13,7
1,7:08.0,T. Craig misses 2-pt layup from 2 ft,,13,7
1,7:06.0,,Defensive rebound by C. McCollum,13,7
1,7:01.0,,Turnover by E. Freedom (lost ball; steal by P. Millsap),13,7
1,6:45.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,16,7
1,6:44.0,,Portland full timeout,16,7
1,6:22.0,,D. Lillard makes 3-pt jump shot from 24 ft,16,10
1,6:03.0,Shooting foul by M. Harkless (drawn by J. Murray),,16,10
1,6:03.0,J. Murray makes free throw 1 of 2,,17,10
1,6:03.0,J. Murray makes free throw 2 of 2,,18,10
1,5:48.0,,C. McCollum makes 2-pt jump shot from 4 ft,18,12
1,5:29.0,P. Millsap misses 2-pt jump shot from 9 ft,,18,12
1,5:27.0,,Defensive rebound by E. Freedom,18,12
1,5:22.0,,Personal foul by T. Craig (drawn by D. Lillard),18,12
1,5:12.0,,C. McCollum makes 2-pt jump shot from 10 ft,18,14
1,5:01.0,Shooting foul by A. Aminu (drawn by P. Millsap),,18,14
1,5:01.0,P. Millsap makes free throw 1 of 2,,19,14
1,5:01.0,P. Millsap makes free throw 2 of 2,,20,14
1,4:50.0,,A. Aminu misses 3-pt jump shot from 25 ft,20,14
1,4:47.0,Defensive rebound by T. Craig,,20,14
1,4:33.0,P. Millsap makes 2-pt hook shot from 7 ft,,22,14
1,4:13.0,,D. Lillard misses 2-pt jump shot from 10 ft (block by T. Craig),22,14
1,4:12.0,,Offensive rebound by Team,22,14
1,4:12.0,,R. Hood enters the game for M. Harkless,22,14
1,4:08.0,,D. Lillard misses 2-pt jump shot from 19 ft,22,14
1,4:04.0,Defensive rebound by N. Jokić,,22,14
1,3:58.0,N. Jokić makes 2-pt jump shot from 9 ft (assist by J. Murray),,24,14
1,3:51.0,,Personal foul by T. Craig (drawn by D. Lillard),24,14
1,3:51.0,W. Barton enters the game for T. Craig,,24,14
1,3:33.0,,C. McCollum makes 2-pt jump shot from 3 ft,24,16
1,3:20.0,Shooting foul by R. Hood (drawn by J. Murray),,24,16
1,3:20.0,J. Murray makes free throw 1 of 2,,25,16
1,3:20.0,,Z. Collins enters the game for A. Aminu,25,16
1,3:20.0,J. Murray misses free throw 2 of 2,,25,16
1,3:18.0,,Defensive rebound by Z. Collins,25,16
1,3:05.0,,R. Hood makes 2-pt layup from 2 ft,25,18
1,2:52.0,Shooting foul by R. Hood (drawn by J. Murray),,25,18
1,2:52.0,Denver full timeout,,25,18
1,2:52.0,M. Plumlee enters the game for P. Millsap,,25,18
1,2:52.0,,S. Curry enters the game for C. McCollum,25,18
1,2:52.0,J. Murray makes free throw 1 of 2,,26,18
1,2:52.0,J. Murray makes free throw 2 of 2,,27,18
1,2:39.0,,Z. Collins misses 3-pt jump shot from 26 ft,27,18
1,2:37.0,,Offensive rebound by Team,27,18
1,2:29.0,,Z. Collins misses 2-pt hook shot from 4 ft,27,18
1,2:29.0,,Offensive rebound by Team,27,18
1,2:24.0,,R. Hood makes 2-pt jump shot from 21 ft (assist by D. Lillard),27,20
1,2:10.0,J. Murray misses 2-pt jump shot from 9 ft,,27,20
1,2:07.0,,Defensive rebound by E. Freedom,27,20
1,2:00.0,,R. Hood misses 2-pt jump shot from 8 ft,27,20
1,1:57.0,,Offensive rebound by E. Freedom,27,20
1,1:56.0,,E. Freedom misses 2-pt layup from 1 ft,27,20
1,1:56.0,Defensive rebound by N. Jokić,,27,20
1,1:49.0,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Murray),,30,20
1,1:24.0,,R. Hood makes 3-pt jump shot from 25 ft,30,23
1,1:00.0,N. Jokić makes 2-pt layup from 1 ft (assist by G. Harris),,32,23
1,0:45.0,,D. Lillard makes 3-pt jump shot from 25 ft,32,26
1,0:31.0,J. Murray misses 2-pt jump shot from 7 ft,,32,26
1,0:28.0,,Defensive rebound by R. Hood,32,26
1,0:09.0,,Shooting foul by J. Murray (drawn by R. Hood),32,26
1,0:09.0,,R. Hood misses free throw 1 of 2,32,26
1,0:09.0,,Offensive rebound by Team,32,26
1,0:09.0,M. Beasley enters the game for M. Plumlee,,32,26
1,0:09.0,,E. Turner enters the game for Z. Collins,32,26
1,0:09.0,,R. Hood misses free throw 2 of 2,32,26
1,0:08.0,Defensive rebound by G. Harris,,32,26
1,0:01.0,N. Jokić makes 2-pt jump shot from 14 ft (assist by W. Barton),,34,26
2,11:38.0,P. Millsap makes 2-pt layup from 1 ft (assist by W. Barton),,36,26
2,11:23.0,,R. Hood makes 2-pt jump shot from 13 ft,36,28
2,11:23.0,,Shooting foul by M. Beasley (drawn by R. Hood),36,28
2,11:23.0,,R. Hood makes free throw 1 of 1,36,29
2,11:10.0,Personal foul by E. Turner (drawn by P. Millsap),,36,29
2,11:01.0,P. Millsap misses 2-pt hook shot from 4 ft,,36,29
2,10:58.0,Offensive rebound by M. Plumlee,,36,29
2,10:55.0,M. Beasley misses 2-pt jump shot from 8 ft,,36,29
2,10:51.0,Offensive rebound by P. Millsap,,36,29
2,10:48.0,M. Beasley misses 3-pt jump shot from 25 ft,,36,29
2,10:46.0,,Defensive rebound by C. McCollum,36,29
2,10:37.0,,Z. Collins makes 2-pt layup from 1 ft (assist by C. McCollum),36,31
2,10:37.0,,Shooting foul by M. Plumlee (drawn by Z. Collins),36,31
2,10:37.0,,Z. Collins makes free throw 1 of 1,36,32
2,10:18.0,W. Barton misses 2-pt jump shot from 13 ft,,36,32
2,10:14.0,W. Barton makes 2-pt layup at rim,,38,32
2,10:14.0,Offensive rebound by W. Barton,,38,32
2,10:01.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by E. Turner),38,35
2,9:47.0,M. Morris misses 2-pt layup from 2 ft (block by Z. Collins),,38,35
2,9:45.0,,Defensive rebound by E. Turner,38,35
2,9:31.0,,Z. Collins makes 2-pt layup from 2 ft (assist by E. Turner),38,37
2,9:31.0,Denver full timeout,,38,37
2,9:31.0,J. Murray enters the game for M. Morris,,38,37
2,9:11.0,P. Millsap misses 2-pt jump shot from 15 ft,,38,37
2,9:09.0,,Defensive rebound by C. McCollum,38,37
2,9:00.0,,C. McCollum misses 2-pt jump shot from 6 ft,38,37
2,8:58.0,Defensive rebound by J. Murray,,38,37
2,8:50.0,J. Murray misses 2-pt jump shot from 3 ft (block by Z. Collins),,38,37
2,8:48.0,,Defensive rebound by Z. Collins,38,37
2,8:41.0,,Z. Collins misses 3-pt jump shot from 25 ft,38,37
2,8:39.0,Defensive rebound by W. Barton,,38,37
2,8:23.0,P. Millsap misses 2-pt jump shot from 9 ft,,38,37
2,8:21.0,,Defensive rebound by E. Turner,38,37
2,8:12.0,,S. Curry misses 3-pt jump shot from 25 ft,38,37
2,8:10.0,Defensive rebound by W. Barton,,38,37
2,8:00.0,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Murray),,41,37
2,7:38.0,,R. Hood makes 2-pt jump shot from 6 ft,41,39
2,7:22.0,M. Beasley misses 2-pt jump shot from 5 ft,,41,39
2,7:18.0,Offensive rebound by M. Plumlee,,41,39
2,7:18.0,M. Plumlee makes 2-pt dunk at rim,,43,39
2,7:05.0,,C. McCollum makes 2-pt layup from 2 ft,43,41
2,6:52.0,W. Barton makes 2-pt jump shot from 7 ft,,45,41
2,6:37.0,,Turnover by E. Turner (lost ball; steal by P. Millsap),45,41
2,6:32.0,M. Beasley misses 3-pt jump shot from 25 ft,,45,41
2,6:29.0,,Defensive rebound by E. Turner,45,41
2,6:23.0,,C. McCollum makes 2-pt jump shot from 16 ft,45,43
2,6:13.0,Denver full timeout,,45,43
2,6:13.0,T. Craig enters the game for M. Beasley,,45,43
2,6:13.0,G. Harris enters the game for P. Millsap,,45,43
2,6:13.0,N. Jokić enters the game for M. Plumlee,,45,43
2,6:13.0,,E. Freedom enters the game for E. Turner,45,43
2,5:56.0,W. Barton misses 3-pt jump shot from 25 ft,,45,43
2,5:55.0,,Defensive rebound by Team,45,43
2,5:55.0,,D. Lillard enters the game for Z. Collins,45,43
2,5:40.0,,C. McCollum misses 3-pt jump shot from 24 ft,45,43
2,5:38.0,,Offensive rebound by Team,45,43
2,5:38.0,Loose ball foul by N. Jokić (drawn by E. Freedom),,45,43
2,5:28.0,,Shooting foul by W. Barton (drawn by R. Hood),45,43
2,5:28.0,,R. Hood makes free throw 1 of 2,45,44
2,5:28.0,,R. Hood makes free throw 2 of 2,45,45
2,5:18.0,N. Jokić makes 2-pt jump shot from 15 ft (assist by J. Murray),,47,45
2,5:02.0,,D. Lillard makes 3-pt jump shot from 26 ft,47,48
2,4:34.0,N. Jokić misses 2-pt jump shot from 18 ft,,47,48
2,4:30.0,,Defensive rebound by R. Hood,47,48
2,4:17.0,,D. Lillard makes 2-pt layup from 1 ft,47,50
2,3:58.0,J. Murray misses 2-pt jump shot from 12 ft,,47,50
2,3:54.0,Offensive rebound by N. Jokić,,47,50
2,3:52.0,W. Barton misses 3-pt jump shot from 25 ft,,47,50
2,3:47.0,Offensive rebound by J. Murray,,47,50
2,3:47.0,J. Murray misses 2-pt layup at rim,,47,50
2,3:47.0,Offensive rebound by T. Craig,,47,50
2,3:41.0,N. Jokić misses 2-pt jump shot from 5 ft,,47,50
2,3:39.0,,Defensive rebound by E. Freedom,47,50
2,3:34.0,,Personal foul by W. Barton (drawn by C. McCollum),47,50
2,3:34.0,,C. McCollum makes free throw 1 of 2,47,51
2,3:34.0,P. Millsap enters the game for W. Barton,,47,51
2,3:34.0,,Z. Collins enters the game for S. Curry,47,51
2,3:34.0,,C. McCollum makes free throw 2 of 2,47,52
2,3:17.0,J. Murray makes 3-pt jump shot from 25 ft,,50,52
2,3:17.0,,Portland full timeout,50,52
2,2:57.0,,Z. Collins makes 3-pt jump shot from 24 ft (assist by C. McCollum),50,55
2,2:39.0,Shooting foul by E. Freedom (drawn by N. Jokić),,50,55
2,2:39.0,N. Jokić makes free throw 1 of 2,,51,55
2,2:39.0,N. Jokić makes free throw 2 of 2,,52,55
2,2:22.0,,Z. Collins misses 2-pt jump shot from 15 ft,52,55
2,2:21.0,,Offensive rebound by Team,52,55
2,2:14.0,,C. McCollum misses 2-pt jump shot from 4 ft,52,55
2,2:10.0,,Offensive rebound by E. Freedom,52,55
2,2:10.0,,E. Freedom misses 2-pt layup from 1 ft,52,55
2,2:09.0,Defensive rebound by P. Millsap,,52,55
2,2:08.0,Personal foul by Z. Collins (drawn by N. Jokić),,52,55
2,1:53.0,T. Craig misses 3-pt jump shot from 25 ft,,52,55
2,1:51.0,,Defensive rebound by E. Freedom,52,55
2,1:34.0,,E. Freedom makes 2-pt hook shot from 3 ft (assist by D. Lillard),52,57
2,1:20.0,N. Jokić misses 3-pt jump shot from 25 ft,,52,57
2,1:17.0,,Defensive rebound by Z. Collins,52,57
2,1:08.0,,D. Lillard misses 3-pt jump shot from 26 ft,52,57
2,1:04.0,Defensive rebound by J. Murray,,52,57
2,0:42.0,G. Harris misses 3-pt jump shot from 25 ft,,52,57
2,0:42.0,Offensive rebound by Team,,52,57
2,0:42.0,Turnover by Team (shot clock),,52,57
2,0:33.0,,D. Lillard misses 3-pt jump shot from 25 ft,52,57
2,0:32.0,,Offensive rebound by Team,52,57
2,0:32.0,Loose ball foul by N. Jokić (drawn by E. Freedom),,52,57
2,0:32.0,,E. Freedom misses free throw 1 of 2,52,57
2,0:32.0,,Offensive rebound by Team,52,57
2,0:32.0,,S. Curry enters the game for R. Hood,52,57
2,0:32.0,,E. Freedom makes free throw 2 of 2,52,58
2,0:16.0,N. Jokić makes 2-pt hook shot from 3 ft (assist by G. Harris),,54,58
2,0:01.0,,Turnover by D. Lillard (lost ball; steal by G. Harris),54,58
2,0:00.0,G. Harris misses 3-pt jump shot from 45 ft,,54,58
2,0:00.0,Offensive rebound by Team,,54,58
3,11:37.0,J. Murray makes 2-pt jump shot from 15 ft (assist by N. Jokić),,56,58
3,11:20.0,,C. McCollum makes 2-pt jump shot from 4 ft (assist by D. Lillard),56,60
3,10:58.0,Turnover by G. Harris (out of bounds lost ball),,56,60
3,10:47.0,,C. McCollum misses 3-pt jump shot from 22 ft (block by T. Craig),56,60
3,10:46.0,,Offensive rebound by Team,56,60
3,10:36.0,,A. Aminu misses 3-pt jump shot from 25 ft,56,60
3,10:32.0,Defensive rebound by N. Jokić,,56,60
3,10:26.0,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),,58,60
3,10:09.0,,Personal foul by P. Millsap (drawn by E. Freedom),58,60
3,10:03.0,,M. Harkless misses 2-pt jump shot from 4 ft,58,60
3,10:00.0,Defensive rebound by G. Harris,,58,60
3,9:56.0,G. Harris makes 3-pt jump shot from 25 ft,,61,60
3,9:42.0,,D. Lillard makes 2-pt jump shot from 19 ft,61,62
3,9:19.0,P. Millsap misses 2-pt layup from 1 ft,,61,62
3,9:17.0,,Defensive rebound by M. Harkless,61,62
3,9:04.0,,D. Lillard makes 3-pt jump shot from 27 ft,61,65
3,8:47.0,Turnover by N. Jokić (bad pass; steal by M. Harkless),,61,65
3,8:43.0,,Shooting foul by G. Harris (drawn by A. Aminu),61,65
3,8:43.0,,A. Aminu misses free throw 1 of 2,61,65
3,8:43.0,,Offensive rebound by Team,61,65
3,8:43.0,,A. Aminu makes free throw 2 of 2,61,66
3,8:24.0,T. Craig makes 3-pt jump shot from 25 ft (assist by P. Millsap),,64,66
3,8:12.0,,Turnover by D. Lillard (bad pass; steal by G. Harris),64,66
3,8:05.0,Shooting foul by A. Aminu (drawn by N. Jokić),,64,66
3,8:05.0,N. Jokić makes free throw 1 of 2,,65,66
3,8:05.0,N. Jokić makes free throw 2 of 2,,66,66
3,7:49.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),66,69
3,7:31.0,Turnover by G. Harris (lost ball; steal by D. Lillard),,66,69
3,7:25.0,,D. Lillard misses 3-pt jump shot from 26 ft,66,69
3,7:23.0,Defensive rebound by N. Jokić,,66,69
3,7:14.0,Personal foul by M. Harkless (drawn by J. Murray),,66,69
3,7:06.0,T. Craig makes 3-pt jump shot from 24 ft (assist by N. Jokić),,69,69
3,6:47.0,,Personal foul by G. Harris (drawn by C. McCollum),69,69
3,6:47.0,,Portland full timeout,69,69
3,6:40.0,,E. Freedom misses 2-pt jump shot from 19 ft,69,69
3,6:37.0,,Offensive rebound by Team,69,69
3,6:31.0,,M. Harkless misses 2-pt layup from 1 ft,69,69
3,6:29.0,,Offensive rebound by M. Harkless,69,69
3,6:24.0,,Shooting foul by T. Craig (drawn by C. McCollum),69,69
3,6:24.0,,C. McCollum makes free throw 1 of 2,69,70
3,6:24.0,,C. McCollum makes free throw 2 of 2,69,71
3,6:13.0,Shooting foul by M. Harkless (drawn by P. Millsap),,69,71
3,6:13.0,P. Millsap makes free throw 1 of 2,,70,71
3,6:13.0,P. Millsap makes free throw 2 of 2,,71,71
3,6:01.0,,D. Lillard makes 2-pt layup at rim,71,73
3,5:50.0,P. Millsap misses 3-pt jump shot from 26 ft,,71,73
3,5:49.0,Offensive rebound by T. Craig,,71,73
3,5:43.0,G. Harris misses 3-pt jump shot from 23 ft,,71,73
3,5:39.0,,Defensive rebound by E. Freedom,71,73
3,5:30.0,,D. Lillard makes 2-pt jump shot from 15 ft,71,75
3,5:16.0,J. Murray misses 3-pt jump shot from 25 ft,,71,75
3,5:16.0,,Defensive rebound by Team,71,75
3,5:16.0,Loose ball foul by T. Craig (drawn by A. Aminu),,71,75
3,5:16.0,,A. Aminu misses free throw 1 of 2,71,75
3,5:16.0,,Offensive rebound by Team,71,75
3,5:16.0,W. Barton enters the game for T. Craig,,71,75
3,5:16.0,,A. Aminu misses free throw 2 of 2,71,75
3,5:14.0,,Offensive rebound by E. Freedom,71,75
3,5:13.0,,E. Freedom misses 2-pt hook shot from 3 ft,71,75
3,5:11.0,Defensive rebound by P. Millsap,,71,75
3,5:04.0,Personal foul by E. Freedom (drawn by N. Jokić),,71,75
3,4:55.0,N. Jokić makes 2-pt jump shot from 18 ft (assist by G. Harris),,73,75
3,4:41.0,,E. Freedom misses 2-pt jump shot from 18 ft,73,75
3,4:39.0,Defensive rebound by N. Jokić,,73,75
3,4:33.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by G. Harris),,76,75
3,4:18.0,,D. Lillard makes 3-pt jump shot from 30 ft (assist by E. Freedom),76,78
3,4:03.0,N. Jokić misses 2-pt hook shot from 3 ft,,76,78
3,4:01.0,,Defensive rebound by E. Freedom,76,78
3,3:54.0,,Shooting foul by G. Harris (drawn by D. Lillard),76,78
3,3:54.0,,D. Lillard makes free throw 1 of 2,76,79
3,3:54.0,,Z. Collins enters the game for A. Aminu,76,79
3,3:54.0,,R. Hood enters the game for M. Harkless,76,79
3,3:54.0,,D. Lillard makes free throw 2 of 2,76,80
3,3:39.0,P. Millsap makes 2-pt layup from 1 ft (assist by G. Harris),,78,80
3,3:26.0,,D. Lillard makes 3-pt jump shot from 30 ft,78,83
3,3:07.0,N. Jokić misses 2-pt hook shot from 1 ft (block by Z. Collins),,78,83
3,3:05.0,,Defensive rebound by C. McCollum,78,83
3,2:57.0,,Shooting foul by N. Jokić (drawn by Z. Collins),78,83
3,2:57.0,Denver full timeout,,78,83
3,2:57.0,,S. Curry enters the game for C. McCollum,78,83
3,2:57.0,,Z. Collins makes free throw 1 of 2,78,84
3,2:57.0,,Z. Collins makes free throw 2 of 2,78,85
3,2:35.0,P. Millsap misses 2-pt jump shot from 9 ft,,78,85
3,2:33.0,,Defensive rebound by E. Freedom,78,85
3,2:21.0,,R. Hood misses 2-pt jump shot from 8 ft,78,85
3,2:20.0,,Offensive rebound by Team,78,85
3,2:20.0,Loose ball foul by N. Jokić (drawn by E. Freedom),,78,85
3,2:20.0,,E. Freedom misses free throw 1 of 2,78,85
3,2:20.0,,Offensive rebound by Team,78,85
3,2:20.0,M. Plumlee enters the game for N. Jokić,,78,85
3,2:20.0,,E. Freedom makes free throw 2 of 2,78,86
3,2:02.0,G. Harris misses 2-pt jump shot from 11 ft,,78,86
3,2:01.0,,Defensive rebound by Team,78,86
3,1:40.0,,D. Lillard misses 2-pt jump shot from 19 ft,78,86
3,1:39.0,,Offensive rebound by E. Freedom,78,86
3,1:35.0,,E. Freedom misses 2-pt hook shot from 3 ft,78,86
3,1:34.0,,Offensive rebound by D. Lillard,78,86
3,1:25.0,,D. Lillard misses 3-pt jump shot from 25 ft,78,86
3,1:21.0,Defensive rebound by J. Murray,,78,86
3,1:14.0,J. Murray misses 2-pt jump shot from 15 ft,,78,86
3,1:13.0,Offensive rebound by J. Murray,,78,86
3,1:06.0,J. Murray misses 2-pt hook shot from 3 ft,,78,86
3,1:06.0,,Defensive rebound by Team,78,86
3,1:06.0,Loose ball foul by M. Plumlee (drawn by R. Hood),,78,86
3,1:06.0,,R. Hood misses free throw 1 of 2,78,86
3,1:06.0,,Offensive rebound by Team,78,86
3,1:06.0,M. Beasley enters the game for P. Millsap,,78,86
3,1:06.0,,E. Turner enters the game for E. Freedom,78,86
3,1:06.0,,R. Hood makes free throw 2 of 2,78,87
3,0:51.0,M. Beasley misses 2-pt jump shot from 18 ft,,78,87
3,0:48.0,,Defensive rebound by Z. Collins,78,87
3,0:34.0,,Turnover by D. Lillard (lost ball; steal by G. Harris),78,87
3,0:31.0,G. Harris misses 2-pt layup from 1 ft (block by Z. Collins),,78,87
3,0:30.0,,Defensive rebound by D. Lillard,78,87
3,0:10.0,,Turnover by D. Lillard (bad pass),78,87
3,0:03.0,J. Murray misses 2-pt jump shot from 9 ft,,78,87
3,0:01.0,Offensive rebound by J. Murray,,78,87
3,0:01.0,J. Murray makes 2-pt layup from 1 ft,,80,87
3,0:00.0,,D. Lillard misses 3-pt jump shot from 71 ft,80,87
3,0:00.0,,Offensive rebound by Team,80,87
4,11:40.0,,R. Hood misses 2-pt hook shot from 4 ft,80,87
4,11:38.0,Defensive rebound by P. Millsap,,80,87
4,11:33.0,W. Barton misses 2-pt jump shot from 7 ft,,80,87
4,11:30.0,Offensive rebound by M. Plumlee,,80,87
4,11:29.0,P. Millsap makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,83,87
4,11:07.0,,Turnover by S. Curry (lost ball; steal by P. Millsap),83,87
4,11:03.0,M. Beasley misses 2-pt dunk from 1 ft,,83,87
4,11:02.0,,Defensive rebound by C. McCollum,83,87
4,10:53.0,,C. McCollum makes 2-pt layup from 2 ft,83,89
4,10:33.0,M. Beasley misses 3-pt jump shot from 25 ft,,83,89
4,10:32.0,Offensive rebound by M. Plumlee,,83,89
4,10:32.0,Shooting foul by S. Curry (drawn by M. Plumlee),,83,89
4,10:32.0,M. Plumlee makes free throw 1 of 2,,84,89
4,10:32.0,M. Plumlee makes free throw 2 of 2,,85,89
4,10:17.0,,R. Hood makes 2-pt jump shot from 5 ft (assist by E. Turner),85,91
4,10:03.0,P. Millsap misses 2-pt jump shot from 6 ft,,85,91
4,10:02.0,,Defensive rebound by E. Turner,85,91
4,9:57.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by E. Turner),85,94
4,9:56.0,Denver full timeout,,85,94
4,9:56.0,G. Harris enters the game for M. Beasley,,85,94
4,9:56.0,N. Jokić enters the game for M. Plumlee,,85,94
4,9:47.0,P. Millsap misses 2-pt layup from 1 ft,,85,94
4,9:47.0,Offensive rebound by P. Millsap,,85,94
4,9:47.0,Shooting foul by E. Turner (drawn by P. Millsap),,85,94
4,9:47.0,P. Millsap makes free throw 1 of 2,,86,94
4,9:47.0,P. Millsap makes free throw 2 of 2,,87,94
4,9:30.0,,C. McCollum misses 2-pt jump shot from 19 ft,87,94
4,9:28.0,Defensive rebound by N. Jokić,,87,94
4,9:15.0,G. Harris misses 3-pt jump shot from 23 ft,,87,94
4,9:11.0,,Defensive rebound by E. Turner,87,94
4,8:49.0,,C. McCollum makes 2-pt jump shot from 8 ft,87,96
4,8:24.0,Shooting foul by Z. Collins (drawn by N. Jokić),,87,96
4,8:24.0,N. Jokić misses free throw 1 of 2,,87,96
4,8:24.0,Offensive rebound by Team,,87,96
4,8:24.0,T. Craig enters the game for P. Millsap,,87,96
4,8:24.0,N. Jokić makes free throw 2 of 2,,88,96
4,8:12.0,,C. McCollum misses 3-pt jump shot from 25 ft,88,96
4,8:09.0,,Offensive rebound by R. Hood,88,96
4,8:07.0,,R. Hood misses 3-pt jump shot from 26 ft,88,96
4,8:06.0,,Offensive rebound by Team,88,96
4,7:59.0,,Shooting foul by T. Craig (drawn by R. Hood),88,96
4,7:59.0,,R. Hood makes free throw 1 of 2,88,97
4,7:59.0,,R. Hood makes free throw 2 of 2,88,98
4,7:46.0,J. Murray misses 2-pt jump shot from 15 ft,,88,98
4,7:44.0,,Defensive rebound by E. Turner,88,98
4,7:26.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by E. Turner),88,101
4,7:24.0,Denver full timeout,,88,101
4,7:08.0,Turnover by N. Jokić (bad pass; steal by Z. Collins),,88,101
4,7:01.0,,S. Curry misses 2-pt jump shot from 7 ft,88,101
4,6:59.0,Defensive rebound by N. Jokić,,88,101
4,6:50.0,T. Craig makes 2-pt layup from 1 ft (assist by N. Jokić),,90,101
4,6:27.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by Z. Collins),90,104
4,6:16.0,Offensive foul by N. Jokić (drawn by Z. Collins),,90,104
4,6:16.0,Turnover by N. Jokić (offensive foul),,90,104
4,6:16.0,Technical foul by W. Barton,,90,104
4,6:16.0,,Technical foul by S. Curry,90,104
4,6:16.0,,Technical foul by Z. Collins,90,104
4,6:16.0,Technical foul by T. Craig,,90,104
4,6:16.0,P. Millsap enters the game for W. Barton,,90,104
4,6:16.0,,D. Lillard enters the game for S. Curry,90,104
4,6:02.0,,C. McCollum misses 2-pt jump shot from 16 ft,90,104
4,5:58.0,Defensive rebound by N. Jokić,,90,104
4,5:50.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),,93,104
4,5:32.0,,C. McCollum misses 2-pt jump shot from 8 ft,93,104
4,5:29.0,Defensive rebound by J. Murray,,93,104
4,5:25.0,J. Murray misses 3-pt jump shot from 26 ft,,93,104
4,5:24.0,,Defensive rebound by C. McCollum,93,104
4,5:01.0,,C. McCollum misses 3-pt jump shot from 25 ft,93,104
4,4:59.0,Defensive rebound by P. Millsap,,93,104
4,4:48.0,P. Millsap misses 3-pt jump shot from 25 ft,,93,104
4,4:45.0,Offensive rebound by J. Murray,,93,104
4,4:44.0,J. Murray misses 2-pt layup from 2 ft (block by Z. Collins),,93,104
4,4:44.0,,Defensive rebound by D. Lillard,93,104
4,4:19.0,,D. Lillard makes 2-pt jump shot from 16 ft,93,106
4,3:59.0,G. Harris misses 3-pt jump shot from 26 ft,,93,106
4,3:57.0,,Defensive rebound by R. Hood,93,106
4,3:37.0,,D. Lillard misses 3-pt jump shot from 25 ft,93,106
4,3:34.0,Defensive rebound by T. Craig,,93,106
4,3:19.0,J. Murray makes 2-pt jump shot from 13 ft,,95,106
