QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
4,1:34.0,,Defensive rebound by K. Allen,115,83
4,1:25.0,,Shooting foul by Z. Pachulia (drawn by B. Garrett),115,83
4,1:25.0,,B. Garrett makes free throw 1 of 2,115,84
4,1:25.0,,B. Garrett makes free throw 2 of 2,115,85
4,1:08.0,K. Thomas misses 2-pt jump shot from 10 ft,,115,85
4,1:06.0,,Defensive rebound by J. Jenkins,115,85
4,0:53.0,,B. Garrett misses 2-pt jump shot from 21 ft,115,85
4,0:51.0,Defensive rebound by G. Robinson,,115,85
4,0:34.0,Turnover by Z. Pachulia (bad pass),,115,85
4,0:29.0,,Shooting foul by K. Thomas (drawn by J. Jenkins),115,85
4,0:29.0,,J. Jenkins makes free throw 1 of 2,115,86
4,0:29.0,,J. Jenkins misses free throw 2 of 2,115,86
4,0:28.0,Defensive rebound by J. Leuer,,115,86
4,0:05.0,Turnover by Team (shot clock),,115,86
4,0:02.0,,K. Allen makes 3-pt jump shot from 26 ft (assist by I. Hicks),115,89
