QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
1,6:50.0,,N. Jokić misses 3-pt jump shot from 25 ft,14,8
1,6:48.0,Defensive rebound by M. Harkless,,14,8
1,6:35.0,E. Freedom makes 2-pt hook shot from 5 ft,,16,8
1,6:35.0,,Denver full timeout,16,8
1,6:23.0,,G. Harris misses 2-pt jump shot from 9 ft,16,8
1,6:19.0,Defensive rebound by D. Lillard,,16,8
1,6:09.0,M. Harkless makes 2-pt layup from 1 ft (assist by A. Aminu),,18,8
1,5:57.0,,W. Barton makes 2-pt jump shot from 6 ft (assist by N. Jokić),18,10
1,5:57.0,,Shooting foul by M. Harkless (drawn by W. Barton),18,10
1,5:57.0,,M. Morris enters the game for P. Millsap,18,10
1,5:57.0,,M. Plumlee enters the game for J. Murray,18,10
1,5:57.0,,W. Barton misses free throw 1 of 1,18,10
1,5:55.0,Defensive rebound by A. Aminu,,18,10
1,5:34.0,R. Hood misses 3-pt jump shot from 25 ft,,18,10
1,5:32.0,,Defensive rebound by G. Harris,18,10
1,5:13.0,,G. Harris misses 3-pt jump shot from 23 ft,18,10
1,5:09.0,Defensive rebound by D. Lillard,,18,10
1,4:54.0,A. Aminu misses 2-pt hook shot from 4 ft,,18,10
1,4:52.0,,Defensive rebound by W. Barton,18,10
1,4:48.0,,W. Barton makes 2-pt layup at rim,18,12
1,4:27.0,A. Aminu misses 3-pt jump shot from 24 ft,,18,12
1,4:23.0,Offensive rebound by M. Harkless,,18,12
1,4:20.0,Turnover by M. Harkless (bad pass; steal by M. Morris),,18,12
1,4:02.0,,W. Barton misses 3-pt jump shot from 25 ft,18,12
1,3:56.0,Defensive rebound by M. Harkless,,18,12
1,3:45.0,E. Freedom makes 2-pt layup from 2 ft,,20,12
1,3:29.0,,M. Morris makes 2-pt layup from 2 ft (assist by N. Jokić),20,14
1,3:08.0,A. Aminu misses 2-pt jump shot from 3 ft,,20,14
1,3:06.0,,Defensive rebound by N. Jokić,20,14
1,3:05.0,,Offensive foul by G. Harris (drawn by D. Lillard),20,14
1,3:05.0,,Turnover by G. Harris (offensive foul),20,14
1,3:05.0,Portland full timeout,,20,14
1,3:05.0,Z. Collins enters the game for A. Aminu,,20,14
1,3:05.0,E. Turner enters the game for M. Harkless,,20,14
1,3:05.0,,T. Craig enters the game for G. Harris,20,14
1,2:45.0,R. Hood makes 2-pt jump shot from 5 ft,,22,14
1,2:32.0,,N. Jokić misses 2-pt jump shot from 19 ft,22,14
1,2:30.0,Defensive rebound by Team,,22,14
1,2:11.0,R. Hood makes 2-pt jump shot from 18 ft,,24,14
1,1:48.0,,Personal foul by Z. Collins (drawn by M. Plumlee),24,14
1,1:48.0,J. Layman enters the game for E. Freedom,,24,14
1,1:48.0,,P. Millsap enters the game for W. Barton,24,14
1,1:48.0,,J. Murray enters the game for N. Jokić,24,14
1,1:43.0,,J. Murray misses 2-pt jump shot from 5 ft,24,14
1,1:41.0,,Offensive rebound by T. Craig,24,14
1,1:40.0,,Shooting foul by E. Turner (drawn by T. Craig),24,14
1,1:40.0,,T. Craig makes free throw 1 of 2,24,15
1,1:40.0,,T. Craig makes free throw 2 of 2,24,16
1,1:29.0,R. Hood makes 2-pt jump shot from 21 ft,,26,16
1,1:14.0,,P. Millsap makes 2-pt layup from 5 ft (assist by M. Morris),26,18
1,0:57.0,J. Layman makes 3-pt jump shot from 25 ft (assist by E. Turner),,29,18
1,0:39.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Morris),29,20
1,0:33.0,D. Lillard misses 3-pt jump shot from 26 ft,,29,20
1,0:31.0,,Defensive rebound by M. Plumlee,29,20
1,0:25.0,,P. Millsap makes 2-pt jump shot from 3 ft (assist by M. Plumlee),29,22
1,0:14.0,Personal take foul by M. Morris (drawn by D. Lillard),,29,22
1,0:14.0,A. Simons enters the game for Z. Collins,,29,22
1,0:14.0,,M. Beasley enters the game for M. Morris,29,22
1,0:01.0,A. Simons misses 3-pt jump shot from 25 ft,,29,22
1,0:00.0,Offensive rebound by Team,,29,22
2,11:39.0,Turnover by Z. Collins (traveling),,29,22
2,11:26.0,,J. Murray makes 2-pt layup from 2 ft (assist by M. Plumlee),29,24
2,11:09.0,E. Turner misses 2-pt jump shot from 18 ft,,29,24
2,11:06.0,,Defensive rebound by M. Plumlee,29,24
2,10:57.0,,Shooting foul by M. Leonard (drawn by P. Millsap),29,24
2,10:57.0,,P. Millsap makes free throw 1 of 3,29,25
2,10:57.0,,P. Millsap makes free throw 2 of 3,29,26
2,10:57.0,,P. Millsap makes free throw 3 of 3,29,27
2,10:48.0,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),,31,27
2,10:35.0,,Shooting foul by M. Leonard (drawn by P. Millsap),31,27
2,10:35.0,,P. Millsap makes free throw 1 of 2,31,28
2,10:35.0,,P. Millsap misses free throw 2 of 2,31,28
2,10:32.0,Defensive rebound by Z. Collins,,31,28
2,10:24.0,Turnover by E. Turner (bad pass; steal by P. Millsap),,31,28
2,10:21.0,,Offensive foul by M. Plumlee (drawn by J. Layman),31,28
2,10:21.0,,Turnover by M. Plumlee (offensive foul),31,28
2,10:01.0,Z. Collins misses 2-pt layup from 2 ft (block by M. Plumlee),,31,28
2,10:00.0,,Defensive rebound by Team,31,28
2,9:46.0,,M. Beasley misses 2-pt jump shot from 19 ft,31,28
2,9:41.0,Defensive rebound by J. Layman,,31,28
2,9:37.0,A. Simons misses 2-pt jump shot from 13 ft,,31,28
2,9:35.0,Offensive rebound by Z. Collins,,31,28
2,9:33.0,Z. Collins misses 2-pt hook shot from 1 ft,,31,28
2,9:30.0,,Defensive rebound by P. Millsap,31,28
2,9:26.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by J. Murray),31,31
2,9:25.0,Portland full timeout,,31,31
2,9:12.0,Turnover by A. Simons (lost ball; steal by M. Plumlee),,31,31
2,9:08.0,,M. Plumlee misses 2-pt layup from 3 ft,31,31
2,9:03.0,,Offensive rebound by T. Craig,31,31
2,9:00.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by T. Craig),31,34
2,8:41.0,E. Turner makes 2-pt layup from 2 ft,,33,34
2,8:32.0,,J. Murray misses 2-pt jump shot from 7 ft,33,34
2,8:31.0,,Offensive rebound by J. Murray,33,34
2,8:20.0,,P. Millsap makes 2-pt jump shot from 15 ft,33,36
2,7:57.0,E. Turner makes 3-pt jump shot from 24 ft (assist by Z. Collins),,36,36
2,7:35.0,,M. Beasley misses 2-pt jump shot from 7 ft,36,36
2,7:32.0,Defensive rebound by Z. Collins,,36,36
2,7:28.0,Turnover by E. Turner (lost ball; steal by M. Beasley),,36,36
2,7:28.0,,Personal foul by E. Turner (drawn by M. Beasley),36,36
2,7:28.0,M. Harkless enters the game for M. Leonard,,36,36
2,7:28.0,E. Freedom enters the game for A. Simons,,36,36
2,7:18.0,,P. Millsap makes 2-pt hook shot from 5 ft,36,38
2,6:57.0,J. Layman makes 3-pt jump shot from 26 ft (assist by E. Freedom),,39,38
2,6:42.0,,Shooting foul by E. Freedom (drawn by P. Millsap),39,38
2,6:42.0,,P. Millsap makes free throw 1 of 2,39,39
2,6:42.0,A. Aminu enters the game for Z. Collins,,39,39
2,6:42.0,,G. Harris enters the game for M. Beasley,39,39
2,6:42.0,,P. Millsap makes free throw 2 of 2,39,40
2,6:36.0,Shooting foul by T. Craig (drawn by E. Turner),,39,40
2,6:36.0,E. Turner misses free throw 1 of 2,,39,40
2,6:36.0,Offensive rebound by Team,,39,40
2,6:36.0,,N. Jokić enters the game for P. Millsap,39,40
2,6:36.0,E. Turner misses free throw 2 of 2,,39,40
2,6:34.0,,Defensive rebound by N. Jokić,39,40
2,6:22.0,,J. Murray misses 2-pt jump shot from 20 ft,39,40
2,6:18.0,Defensive rebound by A. Aminu,,39,40
2,6:12.0,J. Layman misses 2-pt layup from 1 ft,,39,40
2,6:10.0,,Defensive rebound by N. Jokić,39,40
2,6:06.0,,G. Harris misses 3-pt jump shot from 23 ft,39,40
2,6:01.0,Defensive rebound by J. Layman,,39,40
2,5:45.0,J. Layman makes 3-pt jump shot from 26 ft (assist by E. Freedom),,42,40
2,5:35.0,,Personal foul by J. Layman (drawn by G. Harris),42,40
2,5:35.0,,G. Harris makes free throw 1 of 2,42,41
2,5:35.0,D. Lillard enters the game for E. Turner,,42,41
2,5:35.0,,W. Barton enters the game for T. Craig,42,41
2,5:35.0,,G. Harris makes free throw 2 of 2,42,42
2,5:21.0,M. Harkless makes 2-pt dunk from 1 ft,,44,42
2,5:06.0,,N. Jokić misses 3-pt jump shot from 24 ft,44,42
2,5:01.0,,Offensive rebound by M. Plumlee,44,42
2,5:01.0,,M. Plumlee misses 2-pt layup at rim,44,42
2,5:00.0,Defensive rebound by A. Aminu,,44,42
2,4:53.0,Turnover by E. Freedom (lost ball; steal by N. Jokić),,44,42
2,4:43.0,,N. Jokić makes 2-pt hook shot from 5 ft,44,44
2,4:32.0,D. Lillard misses 3-pt jump shot from 30 ft,,44,44
2,4:32.0,,Defensive rebound by J. Murray,44,44
2,4:22.0,,J. Murray misses 3-pt jump shot from 25 ft,44,44
2,4:22.0,Defensive rebound by A. Aminu,,44,44
2,4:04.0,E. Freedom misses 2-pt layup from 2 ft,,44,44
2,4:01.0,,Defensive rebound by J. Murray,44,44
2,3:58.0,,Shooting foul by M. Harkless (drawn by M. Plumlee),44,44
2,3:58.0,,M. Plumlee makes free throw 1 of 2,44,45
2,3:58.0,,M. Plumlee makes free throw 2 of 2,44,46
2,3:45.0,J. Layman misses 2-pt dunk from 2 ft,,44,46
2,3:42.0,Offensive rebound by A. Aminu,,44,46
2,3:42.0,A. Aminu misses 2-pt layup from 1 ft,,44,46
2,3:42.0,Offensive rebound by A. Aminu,,44,46
2,3:40.0,M. Harkless misses 3-pt jump shot from 23 ft,,44,46
2,3:38.0,,Defensive rebound by Team,44,46
2,3:38.0,,P. Millsap enters the game for M. Plumlee,44,46
2,3:27.0,,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),44,48
2,3:07.0,A. Aminu misses 3-pt jump shot from 23 ft,,44,48
2,3:03.0,,Defensive rebound by J. Murray,44,48
2,2:50.0,,Turnover by P. Millsap (lost ball; steal by A. Aminu),44,48
2,2:44.0,A. Aminu makes 2-pt layup from 1 ft (assist by J. Layman),,46,48
2,2:24.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),46,50
2,2:09.0,M. Harkless misses 2-pt layup from 2 ft,,46,50
2,2:08.0,,Defensive rebound by N. Jokić,46,50
2,2:03.0,,Turnover by N. Jokić (bad pass; steal by J. Layman),46,50
2,1:54.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),,48,50
2,1:39.0,,N. Jokić makes 2-pt jump shot from 12 ft (assist by J. Murray),48,52
2,1:16.0,J. Layman misses 3-pt jump shot from 25 ft,,48,52
2,1:15.0,,Defensive rebound by N. Jokić,48,52
2,1:09.0,,Personal foul by J. Layman (drawn by G. Harris),48,52
2,1:09.0,,Denver full timeout,48,52
2,1:09.0,R. Hood enters the game for J. Layman,,48,52
2,1:09.0,,G. Harris makes free throw 1 of 2,48,53
2,1:09.0,,G. Harris makes free throw 2 of 2,48,54
2,1:00.0,Turnover by M. Harkless (lost ball; steal by J. Murray),,48,54
2,0:53.0,,Offensive foul by P. Millsap (drawn by R. Hood),48,54
2,0:53.0,,Turnover by P. Millsap (offensive foul),48,54
2,0:53.0,,M. Plumlee enters the game for P. Millsap,48,54
2,0:29.0,Turnover by Team (shot clock),,48,54
2,0:18.0,,Shooting foul by D. Lillard (drawn by J. Murray),48,54
2,0:18.0,,J. Murray makes free throw 1 of 2,48,55
2,0:18.0,J. Layman enters the game for A. Aminu,,48,55
2,0:18.0,,T. Craig enters the game for N. Jokić,48,55
2,0:18.0,,J. Murray makes free throw 2 of 2,48,56
2,0:06.0,Personal foul by T. Craig (drawn by D. Lillard),,48,56
2,0:01.0,D. Lillard makes 2-pt layup from 3 ft,,50,56
3,11:47.0,D. Lillard makes 2-pt layup from 2 ft,,52,56
3,11:34.0,,G. Harris misses 3-pt jump shot from 25 ft,52,56
3,11:30.0,Defensive rebound by A. Aminu,,52,56
3,11:23.0,M. Harkless misses 2-pt layup from 2 ft (block by W. Barton),,52,56
3,11:20.0,Offensive rebound by A. Aminu,,52,56
3,11:16.0,D. Lillard misses 3-pt jump shot from 25 ft,,52,56
3,11:13.0,,Defensive rebound by P. Millsap,52,56
3,11:10.0,,J. Murray makes 2-pt dunk from 1 ft (assist by P. Millsap),52,58
3,10:51.0,E. Freedom makes 2-pt dunk at rim,,54,58
3,10:35.0,,N. Jokić makes 2-pt layup from 1 ft,54,60
3,10:19.0,Turnover by A. Aminu (bad pass),,54,60
3,10:09.0,,Shooting foul by D. Lillard (drawn by J. Murray),54,60
3,10:09.0,,J. Murray makes free throw 1 of 2,54,61
3,10:09.0,,J. Murray makes free throw 2 of 2,54,62
3,9:56.0,Shooting foul by N. Jokić (drawn by D. Lillard),,54,62
3,9:56.0,D. Lillard makes free throw 1 of 2,,55,62
3,9:56.0,D. Lillard makes free throw 2 of 2,,56,62
3,9:35.0,,W. Barton misses 2-pt jump shot from 18 ft,56,62
3,9:31.0,Defensive rebound by D. Lillard,,56,62
3,9:30.0,Turnover by D. Lillard (lost ball; steal by G. Harris),,56,62
3,9:25.0,,Turnover by W. Barton (bad pass; steal by R. Hood),56,62
3,9:20.0,D. Lillard makes 2-pt dunk from 1 ft (assist by E. Freedom),,58,62
3,9:09.0,,J. Murray makes 3-pt jump shot from 24 ft,58,65
3,9:09.0,,Shooting foul by D. Lillard (drawn by J. Murray),58,65
3,9:09.0,,J. Murray makes free throw 1 of 1,58,66
3,8:53.0,Personal foul by N. Jokić (drawn by E. Freedom),,58,66
3,8:47.0,M. Harkless makes 2-pt layup from 2 ft (assist by A. Aminu),,60,66
3,8:33.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Murray),60,69
3,8:12.0,Shooting foul by N. Jokić (drawn by D. Lillard),,60,69
3,8:12.0,D. Lillard makes free throw 1 of 2,,61,69
3,8:12.0,D. Lillard makes free throw 2 of 2,,62,69
3,8:01.0,,Personal foul by E. Freedom (drawn by N. Jokić),62,69
3,7:50.0,,J. Murray misses 2-pt jump shot from 15 ft,62,69
3,7:46.0,,Offensive rebound by P. Millsap,62,69
3,7:43.0,,P. Millsap makes 2-pt jump shot from 12 ft,62,71
3,7:28.0,D. Lillard misses 3-pt jump shot from 26 ft,,62,71
3,7:25.0,Offensive rebound by E. Freedom,,62,71
3,7:23.0,E. Freedom makes 2-pt layup from 1 ft,,64,71
3,7:13.0,,W. Barton misses 2-pt jump shot from 13 ft,64,71
3,7:11.0,Defensive rebound by E. Freedom,,64,71
3,7:01.0,Personal foul by P. Millsap (drawn by E. Freedom),,64,71
3,7:01.0,,M. Plumlee enters the game for N. Jokić,64,71
3,6:54.0,D. Lillard misses 2-pt jump shot from 18 ft,,64,71
3,6:50.0,,Defensive rebound by M. Plumlee,64,71
3,6:39.0,,Turnover by P. Millsap (bad pass; steal by R. Hood),64,71
3,6:33.0,Offensive foul by R. Hood (drawn by G. Harris),,64,71
3,6:33.0,Turnover by R. Hood (offensive foul),,64,71
3,6:33.0,,Denver full timeout,64,71
3,6:16.0,,P. Millsap makes 2-pt jump shot from 4 ft,64,73
3,6:01.0,R. Hood misses 2-pt jump shot from 9 ft,,64,73
3,6:01.0,Offensive rebound by Team,,64,73
3,5:54.0,E. Freedom makes 2-pt layup from 3 ft,,66,73
3,5:35.0,,P. Millsap misses 2-pt jump shot from 6 ft,66,73
3,5:33.0,Defensive rebound by A. Aminu,,66,73
3,5:26.0,Shooting foul by M. Plumlee (drawn by A. Aminu),,66,73
3,5:26.0,A. Aminu makes free throw 1 of 2,,67,73
3,5:26.0,E. Turner enters the game for M. Harkless,,67,73
3,5:26.0,A. Aminu makes free throw 2 of 2,,68,73
3,5:06.0,,M. Plumlee misses 2-pt jump shot from 22 ft,68,73
3,5:03.0,Defensive rebound by A. Aminu,,68,73
3,4:55.0,R. Hood makes 2-pt jump shot from 4 ft (assist by E. Turner),,70,73
3,4:54.0,,Denver full timeout,70,73
3,4:54.0,,T. Craig enters the game for W. Barton,70,73
3,4:36.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by J. Murray),70,75
3,4:15.0,E. Turner makes 2-pt layup from 2 ft (assist by D. Lillard),,72,75
3,4:15.0,Shooting foul by T. Craig (drawn by E. Turner),,72,75
3,4:15.0,Z. Collins enters the game for E. Freedom,,72,75
3,4:15.0,E. Turner makes free throw 1 of 1,,73,75
3,4:05.0,,G. Harris misses 2-pt layup from 2 ft (block by Z. Collins),73,75
3,4:05.0,Defensive rebound by Team,,73,75
3,3:45.0,A. Aminu misses 2-pt jump shot from 3 ft,,73,75
3,3:43.0,Offensive rebound by Team,,73,75
3,3:43.0,,Loose ball foul by M. Plumlee (drawn by Z. Collins),73,75
3,3:43.0,Z. Collins makes free throw 1 of 2,,74,75
3,3:43.0,E. Freedom enters the game for A. Aminu,,74,75
3,3:43.0,,M. Beasley enters the game for G. Harris,74,75
3,3:43.0,,N. Jokić enters the game for P. Millsap,74,75
3,3:43.0,Z. Collins misses free throw 2 of 2,,74,75
3,3:40.0,Offensive rebound by E. Freedom,,74,75
3,3:27.0,E. Freedom misses 2-pt layup from 2 ft (block by N. Jokić),,74,75
3,3:24.0,,Defensive rebound by N. Jokić,74,75
3,3:16.0,,M. Beasley misses 3-pt jump shot from 25 ft,74,75
3,3:13.0,Defensive rebound by R. Hood,,74,75
3,3:04.0,Shooting foul by J. Murray (drawn by E. Turner),,74,75
3,3:04.0,E. Turner makes free throw 1 of 2,,75,75
3,3:04.0,J. Layman enters the game for R. Hood,,75,75
3,3:04.0,E. Turner makes free throw 2 of 2,,76,75
3,2:54.0,,J. Murray misses 2-pt layup from 3 ft,76,75
3,2:47.0,Defensive rebound by D. Lillard,,76,75
3,2:44.0,J. Layman makes 2-pt dunk from 1 ft (assist by E. Freedom),,78,75
3,2:27.0,,T. Craig makes 3-pt jump shot from 22 ft (assist by N. Jokić),78,78
3,2:04.0,Z. Collins makes 3-pt jump shot from 24 ft (assist by J. Layman),,81,78
3,1:47.0,,Personal foul by E. Turner (drawn by J. Murray),81,78
3,1:34.0,,T. Craig misses 3-pt jump shot from 24 ft,81,78
3,1:34.0,,Offensive rebound by Team,81,78
3,1:34.0,,Turnover by Team (shot clock),81,78
3,1:33.0,Portland full timeout,,81,78
3,1:14.0,E. Turner misses 2-pt layup from 2 ft,,81,78
3,1:12.0,,Defensive rebound by N. Jokić,81,78
3,1:11.0,,Shooting foul by J. Layman (drawn by J. Murray),81,78
3,1:11.0,,J. Murray makes free throw 1 of 2,81,79
3,1:11.0,,J. Murray makes free throw 2 of 2,81,80
3,0:59.0,E. Turner misses 2-pt jump shot from 6 ft,,81,80
3,0:58.0,,Defensive rebound by N. Jokić,81,80
3,0:52.0,,T. Craig makes 2-pt dunk from 2 ft (assist by M. Beasley),81,82
3,0:33.0,E. Turner makes 3-pt jump shot from 24 ft (assist by D. Lillard),,84,82
3,0:30.0,,J. Murray makes 2-pt jump shot from 15 ft,84,84
3,0:15.0,Def 3 sec tech foul by Team,,84,84
3,0:15.0,D. Lillard makes technical free throw,,85,84
3,0:15.0,R. Hood enters the game for Z. Collins,,85,84
3,0:15.0,,G. Harris enters the game for N. Jokić,85,84
3,0:03.0,D. Lillard misses 2-pt layup from 3 ft,,85,84
3,0:02.0,Offensive rebound by E. Freedom,,85,84
3,0:02.0,E. Freedom makes 2-pt layup at rim,,87,84
3,0:01.0,,M. Plumlee misses 3-pt jump shot from 55 ft,87,84
3,0:00.0,,Offensive rebound by Team,87,84
4,11:45.0,,N. Jokić makes 2-pt jump shot from 5 ft,87,86
4,11:22.0,E. Freedom makes 2-pt layup from 3 ft (assist by R. Hood),,89,86
4,11:09.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Beasley),89,89
4,10:45.0,E. Turner makes 2-pt jump shot from 12 ft,,91,89
4,10:34.0,,Shooting foul by E. Freedom (drawn by N. Jokić),91,89
4,10:34.0,,N. Jokić makes free throw 1 of 2,91,90
4,10:34.0,M. Leonard enters the game for E. Freedom,,91,90
4,10:34.0,,N. Jokić makes free throw 2 of 2,91,91
4,10:16.0,J. Layman misses 3-pt jump shot from 25 ft,,91,91
4,10:13.0,,Defensive rebound by M. Plumlee,91,91
4,10:09.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by M. Plumlee),91,93
4,9:54.0,R. Hood misses 3-pt jump shot from 26 ft,,91,93
4,9:49.0,,Defensive rebound by T. Craig,91,93
4,9:43.0,,M. Beasley makes 2-pt jump shot from 5 ft (assist by M. Plumlee),91,95
4,9:43.0,Portland full timeout,,91,95
4,9:43.0,D. Lillard enters the game for J. Layman,,91,95
4,9:25.0,D. Lillard misses 3-pt jump shot from 28 ft,,91,95
4,9:23.0,Offensive rebound by E. Turner,,91,95
4,9:16.0,Z. Collins misses 3-pt jump shot from 24 ft,,91,95
4,9:13.0,,Defensive rebound by Team,91,95
4,8:56.0,,T. Craig misses 3-pt jump shot from 25 ft,91,95
4,8:54.0,,Offensive rebound by N. Jokić,91,95
4,8:54.0,,Shooting foul by R. Hood (drawn by N. Jokić),91,95
4,8:54.0,,N. Jokić makes free throw 1 of 2,91,96
4,8:54.0,A. Aminu enters the game for M. Leonard,,91,96
4,8:54.0,,N. Jokić misses free throw 2 of 2,91,96
4,8:52.0,Defensive rebound by Z. Collins,,91,96
4,8:35.0,E. Turner misses 3-pt jump shot from 25 ft,,91,96
4,8:32.0,,Defensive rebound by M. Plumlee,91,96
4,8:21.0,,N. Jokić makes 2-pt hook shot from 1 ft,91,98
4,8:21.0,Portland full timeout,,91,98
4,8:21.0,E. Freedom enters the game for Z. Collins,,91,98
4,8:05.0,E. Freedom misses 2-pt layup from 1 ft (block by M. Plumlee),,91,98
4,8:04.0,Offensive rebound by Team,,91,98
4,8:01.0,Turnover by D. Lillard (bad pass; steal by M. Beasley),,91,98
4,8:01.0,,Personal take foul by R. Hood (drawn by M. Beasley),91,98
4,7:46.0,,T. Craig makes 2-pt layup from 2 ft (assist by N. Jokić),91,100
4,7:28.0,R. Hood makes 2-pt jump shot from 5 ft,,93,100
4,7:14.0,,M. Morris makes 2-pt jump shot from 23 ft,93,102
4,6:50.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),,96,102
4,6:26.0,,M. Beasley makes 2-pt jump shot from 20 ft,96,104
4,6:05.0,Shooting foul by M. Plumlee (drawn by D. Lillard),,96,104
4,6:05.0,D. Lillard makes free throw 1 of 2,,97,104
4,6:05.0,M. Harkless enters the game for E. Turner,,97,104
4,6:05.0,,P. Millsap enters the game for M. Plumlee,97,104
4,6:05.0,D. Lillard makes free throw 2 of 2,,98,104
4,5:49.0,,T. Craig misses 3-pt jump shot from 23 ft,98,104
4,5:46.0,,Offensive rebound by P. Millsap,98,104
4,5:44.0,,M. Morris misses 3-pt jump shot from 25 ft,98,104
4,5:44.0,,Offensive rebound by P. Millsap,98,104
4,5:36.0,,M. Morris makes 2-pt layup from 1 ft (assist by P. Millsap),98,106
4,5:21.0,R. Hood misses 3-pt jump shot from 23 ft,,98,106
4,5:18.0,,Defensive rebound by T. Craig,98,106
4,5:03.0,,Turnover by P. Millsap (lost ball; steal by R. Hood),98,106
4,4:49.0,R. Hood makes 2-pt jump shot from 10 ft,,100,106
4,4:32.0,,M. Beasley makes 2-pt layup from 1 ft (assist by N. Jokić),100,108
4,4:16.0,A. Aminu misses 3-pt jump shot from 25 ft,,100,108
4,4:11.0,Offensive rebound by M. Harkless,,100,108
4,4:07.0,D. Lillard misses 2-pt layup from 3 ft,,100,108
4,4:05.0,,Defensive rebound by N. Jokić,100,108
4,4:04.0,,Turnover by N. Jokić (lost ball; steal by A. Aminu),100,108
4,4:02.0,Personal foul by P. Millsap (drawn by A. Aminu),,100,108
4,4:02.0,,Denver full timeout,100,108
4,4:02.0,,G. Harris enters the game for M. Beasley,100,108
4,4:02.0,,J. Murray enters the game for M. Morris,100,108
4,3:53.0,R. Hood makes 3-pt jump shot from 24 ft,,103,108
4,3:31.0,,G. Harris misses 3-pt jump shot from 24 ft,103,108
4,3:28.0,Defensive rebound by M. Harkless,,103,108
4,3:20.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),,105,108
4,2:55.0,,P. Millsap misses 3-pt jump shot from 23 ft,105,108
4,2:52.0,,Offensive rebound by T. Craig,105,108
4,2:52.0,,T. Craig makes 2-pt layup from 1 ft,105,110
4,2:41.0,Personal foul by J. Murray (drawn by R. Hood),,105,110
4,2:28.0,A. Aminu misses 3-pt jump shot from 23 ft,,105,110
4,2:27.0,Offensive rebound by Team,,105,110
4,2:24.0,Offensive foul by M. Harkless (drawn by J. Murray),,105,110
4,2:24.0,Turnover by M. Harkless (offensive foul),,105,110
4,2:10.0,,N. Jokić misses 2-pt layup from 4 ft,105,110
4,2:10.0,,Offensive rebound by N. Jokić,105,110
4,2:10.0,,Personal foul by M. Harkless (drawn by N. Jokić),105,110
4,2:03.0,,N. Jokić misses 3-pt jump shot from 25 ft,105,110
4,2:00.0,Defensive rebound by A. Aminu,,105,110
4,1:50.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),,107,110
