QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
2,9:14.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,47,32
2,9:11.0,Defensive rebound by O. Anunoby,,47,32
2,8:52.0,S. Ibaka misses 2-pt hook shot from 4 ft,,47,32
2,8:50.0,,Defensive rebound by F. Korkmaz,47,32
2,8:46.0,,Turnover by B. Simmons (bad pass; steal by F. VanVleet),47,32
2,8:34.0,S. Ibaka makes 2-pt layup from 2 ft (assist by D. Wright),,49,32
2,8:21.0,,T. McConnell makes 2-pt layup from 1 ft (assist by J. Embiid),49,34
2,8:13.0,D. Wright misses 2-pt layup from 2 ft (block by J. Embiid),,49,34
2,8:13.0,Offensive rebound by Team,,49,34
2,8:13.0,Toronto full timeout,,49,34
2,8:13.0,G. Monroe enters the game for S. Ibaka,,49,34
2,8:13.0,,M. Muscala enters the game for F. Korkmaz,49,34
2,8:13.0,,L. Shamet enters the game for T. McConnell,49,34
2,8:08.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by O. Anunoby),,52,34
2,7:51.0,,Shooting foul by K. Lowry (drawn by J. Butler),52,34
2,7:51.0,,J. Butler makes free throw 1 of 2,52,35
2,7:51.0,,J. Butler makes free throw 2 of 2,52,36
2,7:32.0,K. Lowry misses 3-pt jump shot from 29 ft,,52,36
2,7:28.0,Offensive rebound by D. Wright,,52,36
2,7:26.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. Wright),,55,36
2,7:21.0,,Turnover by J. Embiid (bad pass; steal by D. Wright),55,36
2,7:13.0,Shooting foul by M. Muscala (drawn by K. Lowry),,55,36
2,7:13.0,K. Lowry misses free throw 1 of 2,,55,36
2,7:13.0,Offensive rebound by Team,,55,36
2,7:13.0,K. Leonard enters the game for F. VanVleet,,55,36
2,7:13.0,K. Lowry makes free throw 2 of 2,,56,36
2,6:57.0,,Shooting foul by G. Monroe (drawn by B. Simmons),56,36
2,6:57.0,,B. Simmons misses free throw 1 of 2,56,36
2,6:57.0,,Offensive rebound by Team,56,36
2,6:57.0,,B. Simmons makes free throw 2 of 2,56,37
2,6:39.0,K. Lowry misses 2-pt layup from 3 ft (block by J. Embiid),,56,37
2,6:39.0,Offensive rebound by Team,,56,37
2,6:33.0,G. Monroe makes 2-pt layup at rim (assist by K. Lowry),,58,37
2,6:21.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by L. Shamet),58,40
2,6:07.0,O. Anunoby misses 2-pt jump shot from 3 ft,,58,40
2,6:05.0,,Defensive rebound by M. Muscala,58,40
2,6:02.0,,Personal foul by O. Anunoby (drawn by M. Muscala),58,40
2,6:02.0,,M. Muscala makes free throw 1 of 2,58,41
2,6:02.0,P. Siakam enters the game for O. Anunoby,,58,41
2,6:02.0,,M. Muscala misses free throw 2 of 2,58,41
2,6:00.0,Defensive rebound by G. Monroe,,58,41
2,5:42.0,Turnover by K. Lowry (lost ball; steal by J. Embiid),,58,41
2,5:36.0,,Shooting foul by D. Wright (drawn by B. Simmons),58,41
2,5:36.0,,B. Simmons makes free throw 1 of 2,58,42
2,5:36.0,,B. Simmons makes free throw 2 of 2,58,43
2,5:18.0,G. Monroe misses 2-pt layup from 3 ft,,58,43
2,5:15.0,Offensive rebound by K. Leonard,,58,43
2,5:11.0,K. Leonard misses 3-pt jump shot from 27 ft,,58,43
2,5:10.0,Offensive rebound by Team,,58,43
2,5:05.0,K. Lowry misses 3-pt jump shot from 27 ft,,58,43
2,5:01.0,,Defensive rebound by J. Embiid,58,43
2,4:55.0,,Shooting foul by G. Monroe (drawn by J. Embiid),58,43
2,4:55.0,,J. Embiid makes free throw 1 of 2,58,44
2,4:55.0,D. Green enters the game for G. Monroe,,58,44
2,4:55.0,S. Ibaka enters the game for D. Wright,,58,44
2,4:55.0,,J. Embiid makes free throw 2 of 2,58,45
2,4:35.0,P. Siakam makes 3-pt jump shot from 25 ft (assist by K. Lowry),,61,45
2,4:26.0,,J. Butler misses 3-pt jump shot from 27 ft,61,45
2,4:23.0,Defensive rebound by S. Ibaka,,61,45
2,4:07.0,K. Lowry makes 3-pt jump shot from 29 ft (assist by K. Leonard),,64,45
2,4:07.0,,Philadelphia full timeout,64,45
2,3:53.0,,J. Butler misses 2-pt layup from 1 ft,64,45
2,3:51.0,Defensive rebound by K. Leonard,,64,45
2,3:43.0,Shooting foul by L. Shamet (drawn by K. Leonard),,64,45
2,3:43.0,K. Leonard makes free throw 1 of 2,,65,45
2,3:43.0,K. Leonard makes free throw 2 of 2,,66,45
2,3:27.0,,Personal foul by S. Ibaka (drawn by J. Embiid),66,45
2,3:27.0,,J. Embiid makes free throw 1 of 2,66,46
2,3:27.0,,F. Korkmaz enters the game for L. Shamet,66,46
2,3:27.0,,J. Embiid misses free throw 2 of 2,66,46
2,3:25.0,Defensive rebound by S. Ibaka,,66,46
2,3:07.0,K. Leonard misses 2-pt layup from 3 ft,,66,46
2,3:04.0,,Defensive rebound by B. Simmons,66,46
2,3:01.0,,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),66,48
2,2:49.0,P. Siakam makes 2-pt layup from 1 ft (assist by S. Ibaka),,68,48
2,2:36.0,,Turnover by F. Korkmaz (lost ball; steal by K. Lowry),68,48
2,2:29.0,S. Ibaka misses 3-pt jump shot from 25 ft,,68,48
2,2:25.0,Offensive rebound by K. Leonard,,68,48
2,2:22.0,P. Siakam misses 3-pt jump shot from 26 ft,,68,48
2,2:18.0,,Defensive rebound by J. Embiid,68,48
2,2:13.0,,F. Korkmaz misses 3-pt jump shot from 24 ft,68,48
2,2:10.0,Defensive rebound by D. Green,,68,48
2,1:58.0,P. Siakam misses 2-pt layup from 3 ft,,68,48
2,1:55.0,,Defensive rebound by J. Embiid,68,48
2,1:48.0,,M. Muscala misses 3-pt jump shot from 26 ft,68,48
2,1:48.0,Defensive rebound by K. Lowry,,68,48
2,1:48.0,Turnover by K. Lowry (bad pass; steal by B. Simmons),,68,48
2,1:41.0,,B. Simmons makes 2-pt layup from 1 ft,68,50
2,1:14.0,S. Ibaka makes 2-pt layup from 2 ft (assist by P. Siakam),,70,50
2,1:03.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),70,53
2,0:42.0,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Lowry),,72,53
2,0:26.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,72,53
2,0:24.0,,Offensive rebound by Team,72,53
2,0:24.0,Loose ball foul by S. Ibaka (drawn by J. Embiid),,72,53
2,0:24.0,,J. Embiid makes free throw 1 of 2,72,54
2,0:24.0,C. Miles enters the game for S. Ibaka,,72,54
2,0:24.0,,J. Bolden enters the game for F. Korkmaz,72,54
2,0:24.0,,T. McConnell enters the game for M. Muscala,72,54
2,0:24.0,,J. Embiid makes free throw 2 of 2,72,55
2,0:01.0,K. Leonard misses 2-pt hook shot from 4 ft,,72,55
2,0:01.0,,Defensive rebound by T. McConnell,72,55
3,11:39.0,P. Siakam misses 2-pt layup from 4 ft,,72,55
3,11:34.0,Offensive rebound by S. Ibaka,,72,55
3,11:34.0,S. Ibaka makes 2-pt layup at rim,,74,55
3,11:27.0,,L. Shamet misses 2-pt jump shot from 19 ft,74,55
3,11:25.0,Defensive rebound by P. Siakam,,74,55
3,11:08.0,K. Lowry misses 2-pt jump shot from 9 ft,,74,55
3,11:05.0,Offensive rebound by S. Ibaka,,74,55
3,10:51.0,K. Leonard misses 3-pt jump shot from 26 ft,,74,55
3,10:49.0,,Defensive rebound by J. Butler,74,55
3,10:44.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Butler),74,57
3,10:18.0,Offensive foul by S. Ibaka (drawn by J. Butler),,74,57
3,10:18.0,Turnover by S. Ibaka (offensive foul),,74,57
3,9:58.0,,Shooting foul by S. Ibaka (drawn by J. Embiid),74,57
3,9:58.0,,J. Embiid makes free throw 1 of 2,74,58
3,9:58.0,G. Monroe enters the game for S. Ibaka,,74,58
3,9:58.0,,J. Embiid makes free throw 2 of 2,74,59
3,9:38.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. Green),,77,59
3,9:22.0,,B. Simmons makes 2-pt layup from 2 ft,77,61
3,9:22.0,,Shooting foul by D. Green (drawn by B. Simmons),77,61
3,9:22.0,,B. Simmons makes free throw 1 of 1,77,62
3,8:57.0,K. Lowry misses 2-pt layup from 2 ft,,77,62
3,8:55.0,,Defensive rebound by J. Embiid,77,62
3,8:52.0,,M. Muscala makes 2-pt layup from 2 ft (assist by B. Simmons),77,64
3,8:52.0,,Shooting foul by D. Green (drawn by M. Muscala),77,64
3,8:52.0,,M. Muscala makes free throw 1 of 1,77,65
3,8:37.0,P. Siakam makes 2-pt layup from 4 ft,,79,65
3,8:37.0,Shooting foul by J. Butler (drawn by P. Siakam),,79,65
3,8:37.0,P. Siakam misses free throw 1 of 1,,79,65
3,8:37.0,,Defensive rebound by L. Shamet,79,65
3,8:18.0,,Shooting foul by G. Monroe (drawn by M. Muscala),79,65
3,8:18.0,,M. Muscala makes free throw 1 of 2,79,66
3,8:18.0,,M. Muscala makes free throw 2 of 2,79,67
3,8:01.0,K. Lowry misses 3-pt jump shot from 26 ft,,79,67
3,7:58.0,,Defensive rebound by M. Muscala,79,67
3,7:50.0,,Turnover by J. Embiid (traveling),79,67
3,7:39.0,Shooting foul by B. Simmons (drawn by K. Leonard),,79,67
3,7:39.0,K. Leonard makes free throw 1 of 2,,80,67
3,7:39.0,K. Leonard makes free throw 2 of 2,,81,67
3,7:27.0,Violation by Team (kicked ball),,81,67
3,7:24.0,,Personal foul by K. Lowry (drawn by M. Muscala),81,67
3,7:24.0,,M. Muscala makes free throw 1 of 2,81,68
3,7:24.0,,M. Muscala makes free throw 2 of 2,81,69
3,7:13.0,K. Leonard misses 3-pt jump shot from 26 ft,,81,69
3,7:10.0,,Defensive rebound by J. Embiid,81,69
3,7:04.0,,L. Shamet misses 3-pt jump shot from 25 ft,81,69
3,7:01.0,Defensive rebound by K. Leonard,,81,69
3,6:44.0,K. Lowry misses 2-pt jump shot from 3 ft,,81,69
3,6:43.0,,Defensive rebound by Team,81,69
3,6:43.0,Loose ball foul by K. Lowry (drawn by J. Embiid),,81,69
3,6:43.0,,Philadelphia full timeout,81,69
3,6:43.0,,F. Korkmaz enters the game for M. Muscala,81,69
3,6:43.0,,T. McConnell enters the game for L. Shamet,81,69
3,6:43.0,,J. Embiid makes free throw 1 of 2,81,70
3,6:43.0,,J. Embiid makes free throw 2 of 2,81,71
3,6:30.0,Personal foul by F. Korkmaz (drawn by P. Siakam),,81,71
3,6:22.0,Shooting foul by J. Embiid (drawn by K. Leonard),,81,71
3,6:22.0,K. Leonard makes free throw 1 of 2,,82,71
3,6:22.0,K. Leonard makes free throw 2 of 2,,83,71
3,6:04.0,,J. Butler makes 2-pt layup from 1 ft,83,73
3,5:37.0,P. Siakam misses 3-pt jump shot from 26 ft,,83,73
3,5:37.0,Offensive rebound by Team,,83,73
3,5:37.0,Turnover by Team (shot clock),,83,73
3,5:20.0,,J. Embiid misses 2-pt hook shot from 4 ft,83,73
3,5:18.0,Defensive rebound by K. Leonard,,83,73
3,5:14.0,Turnover by K. Leonard (lost ball; steal by B. Simmons),,83,73
3,5:03.0,,Turnover by J. Butler (bad pass; steal by D. Green),83,73
3,4:53.0,G. Monroe makes 2-pt layup from 1 ft (assist by P. Siakam),,85,73
3,4:37.0,,B. Simmons misses 2-pt layup from 5 ft,85,73
3,4:37.0,Defensive rebound by Team,,85,73
3,4:37.0,F. VanVleet enters the game for D. Green,,85,73
3,4:27.0,P. Siakam makes 2-pt jump shot from 6 ft,,87,73
3,4:27.0,,Philadelphia full timeout,87,73
3,4:27.0,N. Powell enters the game for G. Monroe,,87,73
3,4:27.0,,J. Bolden enters the game for J. Embiid,87,73
3,4:09.0,,Turnover by T. McConnell (lost ball; steal by N. Powell),87,73
3,4:02.0,K. Leonard misses 3-pt jump shot from 25 ft,,87,73
3,3:58.0,,Defensive rebound by T. McConnell,87,73
3,3:53.0,,Turnover by T. McConnell (bad pass; steal by K. Leonard),87,73
3,3:49.0,Personal foul by J. Bolden (drawn by N. Powell),,87,73
3,3:49.0,N. Powell misses free throw 1 of 2,,87,73
3,3:49.0,Offensive rebound by Team,,87,73
3,3:49.0,N. Powell makes free throw 2 of 2,,88,73
3,3:40.0,,Turnover by T. McConnell (bad pass; steal by K. Leonard),88,73
3,3:34.0,N. Powell makes 2-pt layup from 2 ft (assist by K. Leonard),,90,73
3,3:24.0,,Personal foul by K. Lowry (drawn by F. Korkmaz),90,73
3,3:24.0,,F. Korkmaz makes free throw 1 of 2,90,74
3,3:24.0,D. Wright enters the game for K. Lowry,,90,74
3,3:24.0,,L. Shamet enters the game for J. Butler,90,74
3,3:24.0,,F. Korkmaz makes free throw 2 of 2,90,75
3,3:14.0,Turnover by P. Siakam (bad pass; steal by B. Simmons),,90,75
3,3:02.0,,Turnover by B. Simmons (bad pass; steal by P. Siakam),90,75
3,2:52.0,K. Leonard makes 3-pt jump shot from 22 ft (assist by D. Wright),,93,75
3,2:26.0,,B. Simmons makes 2-pt hook shot from 3 ft,93,77
3,2:08.0,N. Powell misses 3-pt jump shot from 24 ft,,93,77
3,2:04.0,,Defensive rebound by J. Bolden,93,77
3,1:54.0,,B. Simmons misses 2-pt hook shot from 8 ft,93,77
3,1:52.0,Defensive rebound by F. VanVleet,,93,77
3,1:50.0,Shooting foul by F. Korkmaz (drawn by P. Siakam),,93,77
3,1:50.0,P. Siakam misses free throw 1 of 2,,93,77
3,1:50.0,Offensive rebound by Team,,93,77
3,1:50.0,G. Monroe enters the game for K. Leonard,,93,77
3,1:50.0,,J. Embiid enters the game for J. Bolden,93,77
3,1:50.0,P. Siakam misses free throw 2 of 2,,93,77
3,1:48.0,,Defensive rebound by J. Embiid,93,77
3,1:33.0,,J. Embiid misses 2-pt layup from 4 ft,93,77
3,1:33.0,,Offensive rebound by Team,93,77
3,1:33.0,O. Anunoby enters the game for P. Siakam,,93,77
3,1:31.0,,L. Shamet makes 3-pt jump shot from 23 ft (assist by T. McConnell),93,80
3,1:30.0,Toronto full timeout,,93,80
3,1:08.0,N. Powell makes 2-pt jump shot from 5 ft (assist by D. Wright),,95,80
3,0:52.0,,B. Simmons misses 2-pt jump shot from 5 ft,95,80
3,0:50.0,Defensive rebound by G. Monroe,,95,80
3,0:33.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by D. Wright),,98,80
3,0:21.0,,Personal foul by N. Powell (drawn by F. Korkmaz),98,80
3,0:21.0,,F. Korkmaz makes free throw 1 of 2,98,81
3,0:21.0,,F. Korkmaz makes free throw 2 of 2,98,82
3,0:02.0,N. Powell makes 2-pt layup from 2 ft,,100,82
3,0:01.0,,F. Korkmaz misses 3-pt jump shot from 55 ft,100,82
3,0:00.0,,Offensive rebound by Team,100,82
4,11:47.0,,Shooting foul by G. Monroe (drawn by J. Butler),100,82
4,11:47.0,,J. Butler makes free throw 1 of 2,100,83
4,11:47.0,,J. Butler makes free throw 2 of 2,100,84
4,11:23.0,Turnover by Team (shot clock),,100,84
4,11:05.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),100,86
4,10:53.0,Personal foul by J. Butler (drawn by N. Powell),,100,86
4,10:46.0,D. Wright misses 2-pt layup from 3 ft,,100,86
4,10:44.0,Offensive rebound by G. Monroe,,100,86
4,10:44.0,G. Monroe misses 2-pt layup at rim,,100,86
4,10:43.0,Offensive rebound by G. Monroe,,100,86
4,10:41.0,G. Monroe makes 2-pt layup at rim,,102,86
4,10:21.0,,J. Embiid misses 2-pt jump shot from 15 ft,102,86
4,10:18.0,Defensive rebound by D. Wright,,102,86
4,10:14.0,O. Anunoby misses 2-pt layup from 2 ft (block by J. Embiid),,102,86
4,10:10.0,Offensive rebound by G. Monroe,,102,86
4,10:10.0,G. Monroe makes 2-pt layup from 1 ft,,104,86
4,10:10.0,,Philadelphia full timeout,104,86
4,10:01.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Butler),104,89
4,9:46.0,Shooting foul by L. Shamet (drawn by D. Wright),,104,89
4,9:46.0,D. Wright makes free throw 1 of 2,,105,89
4,9:46.0,,T. McConnell enters the game for M. Muscala,105,89
4,9:46.0,D. Wright makes free throw 2 of 2,,106,89
4,9:34.0,,L. Shamet misses 2-pt jump shot from 10 ft,106,89
4,9:31.0,Defensive rebound by D. Wright,,106,89
4,9:27.0,F. VanVleet misses 3-pt jump shot from 25 ft,,106,89
4,9:26.0,Offensive rebound by O. Anunoby,,106,89
4,9:26.0,O. Anunoby misses 2-pt layup at rim,,106,89
4,9:25.0,,Defensive rebound by B. Simmons,106,89
4,9:09.0,,L. Shamet makes 3-pt jump shot from 27 ft (assist by J. Butler),106,92
4,8:45.0,F. VanVleet misses 2-pt layup from 2 ft,,106,92
4,8:42.0,Offensive rebound by G. Monroe,,106,92
4,8:41.0,G. Monroe makes 2-pt hook shot from 3 ft,,108,92
4,8:30.0,,J. Butler misses 2-pt jump shot from 17 ft,108,92
4,8:27.0,,Offensive rebound by B. Simmons,108,92
4,8:26.0,,Shooting foul by N. Powell (drawn by J. Embiid),108,92
4,8:26.0,,J. Embiid makes free throw 1 of 2,108,93
4,8:26.0,,J. Embiid makes free throw 2 of 2,108,94
4,8:01.0,O. Anunoby misses 3-pt jump shot from 23 ft,,108,94
4,7:59.0,,Defensive rebound by J. Embiid,108,94
4,7:53.0,,Shooting foul by O. Anunoby (drawn by J. Embiid),108,94
4,7:53.0,,J. Embiid makes free throw 1 of 2,108,95
4,7:53.0,K. Leonard enters the game for O. Anunoby,,108,95
4,7:53.0,K. Lowry enters the game for N. Powell,,108,95
4,7:53.0,,J. Embiid makes free throw 2 of 2,108,96
4,7:41.0,D. Wright misses 3-pt jump shot from 25 ft,,108,96
4,7:37.0,,Defensive rebound by B. Simmons,108,96
4,7:29.0,,J. Embiid makes 2-pt layup from 4 ft,108,98
4,7:29.0,,Shooting foul by K. Leonard (drawn by J. Embiid),108,98
4,7:29.0,P. Siakam enters the game for D. Wright,,108,98
4,7:29.0,,M. Muscala enters the game for T. McConnell,108,98
4,7:29.0,,J. Embiid makes free throw 1 of 1,108,99
4,7:16.0,Turnover by K. Leonard (lost ball; steal by J. Butler),,108,99
4,6:59.0,,J. Embiid makes 2-pt jump shot from 12 ft,108,101
4,6:59.0,Toronto full timeout,,108,101
