QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
2,4:14.0,R. Gay makes 2-pt layup from 5 ft,,47,35
2,4:00.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),47,37
2,3:36.0,R. Gay misses 2-pt jump shot from 11 ft,,47,37
2,3:34.0,,Defensive rebound by N. Jokić,47,37
2,3:22.0,,G. Harris makes 2-pt jump shot from 13 ft (assist by N. Jokić),47,39
2,3:20.0,San Antonio full timeout,,47,39
2,3:08.0,Personal foul by P. Millsap (drawn by D. DeRozan),,47,39
2,3:08.0,M. Belinelli enters the game for B. Forbes,,47,39
2,3:08.0,D. White enters the game for P. Mills,,47,39
2,3:00.0,M. Belinelli misses 3-pt jump shot from 24 ft,,47,39
2,2:57.0,,Defensive rebound by W. Barton,47,39
2,2:51.0,,W. Barton misses 2-pt layup from 3 ft (block by J. Poeltl),47,39
2,2:48.0,,Offensive rebound by W. Barton,47,39
2,2:45.0,,W. Barton makes 2-pt layup from 2 ft,47,41
2,2:37.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. White),,50,41
2,2:24.0,,J. Murray makes 2-pt jump shot from 14 ft (assist by N. Jokić),50,43
2,2:16.0,Turnover by D. DeRozan (out of bounds lost ball),,50,43
2,2:05.0,,J. Murray misses 2-pt jump shot from 17 ft,50,43
2,2:02.0,Defensive rebound by J. Poeltl,,50,43
2,1:55.0,M. Belinelli makes 2-pt jump shot from 19 ft,,52,43
2,1:39.0,,W. Barton makes 2-pt jump shot from 12 ft (assist by N. Jokić),52,45
2,1:20.0,R. Gay makes 3-pt jump shot from 22 ft (assist by D. White),,55,45
2,1:06.0,,J. Murray misses 2-pt jump shot from 10 ft,55,45
2,1:05.0,,Offensive rebound by P. Millsap,55,45
2,1:03.0,,P. Millsap makes 2-pt layup from 1 ft,55,47
2,0:47.0,D. White makes 2-pt layup from 4 ft (assist by D. DeRozan),,57,47
2,0:32.0,,J. Murray makes 2-pt jump shot from 12 ft (assist by N. Jokić),57,49
2,0:15.0,R. Gay makes 2-pt jump shot from 13 ft,,59,49
2,0:00.0,,J. Murray makes 2-pt layup from 1 ft,59,51
2,0:00.0,J. Poeltl misses 3-pt jump shot from 82 ft,,59,51
2,0:00.0,Offensive rebound by Team,,59,51
3,11:48.0,,J. Murray misses 2-pt jump shot from 19 ft,59,51
3,11:44.0,Defensive rebound by B. Forbes,,59,51
3,11:36.0,D. White makes 2-pt jump shot from 15 ft,,61,51
3,11:11.0,,Turnover by N. Jokić (bad pass),61,51
3,11:01.0,Turnover by D. DeRozan (lost ball; steal by N. Jokić),,61,51
3,10:54.0,,P. Millsap makes 2-pt jump shot from 10 ft,61,53
3,10:54.0,,Shooting foul by D. DeRozan (drawn by P. Millsap),61,53
3,10:54.0,,P. Millsap makes free throw 1 of 1,61,54
3,10:36.0,L. Aldridge misses 2-pt jump shot from 16 ft,,61,54
3,10:33.0,,Defensive rebound by G. Harris,61,54
3,10:15.0,,G. Harris misses 3-pt jump shot from 25 ft,61,54
3,10:09.0,Defensive rebound by D. DeRozan,,61,54
3,10:05.0,Turnover by D. White (bad pass; steal by J. Murray),,61,54
3,10:03.0,,Turnover by J. Murray (bad pass; steal by J. Poeltl),61,54
3,9:55.0,Shooting foul by P. Millsap (drawn by L. Aldridge),,61,54
3,9:55.0,L. Aldridge misses free throw 1 of 2,,61,54
3,9:55.0,Offensive rebound by Team,,61,54
3,9:55.0,L. Aldridge makes free throw 2 of 2,,62,54
3,9:43.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),62,57
3,9:42.0,San Antonio full timeout,,62,57
3,9:27.0,B. Forbes misses 3-pt jump shot from 24 ft,,62,57
3,9:21.0,,Defensive rebound by N. Jokić,62,57
3,9:12.0,,W. Barton makes 2-pt layup from 2 ft,62,59
3,9:00.0,D. DeRozan misses 2-pt jump shot from 18 ft,,62,59
3,8:58.0,Offensive rebound by L. Aldridge,,62,59
3,8:57.0,L. Aldridge misses 2-pt layup from 2 ft,,62,59
3,8:55.0,,Defensive rebound by N. Jokić,62,59
3,8:34.0,,Turnover by P. Millsap (out of bounds lost ball),62,59
3,8:14.0,B. Forbes misses 2-pt jump shot from 8 ft,,62,59
3,8:09.0,Offensive rebound by L. Aldridge,,62,59
3,8:09.0,L. Aldridge misses 2-pt layup from 1 ft,,62,59
3,8:08.0,,Defensive rebound by W. Barton,62,59
3,8:05.0,,P. Millsap misses 3-pt jump shot from 24 ft,62,59
3,8:02.0,Defensive rebound by D. DeRozan,,62,59
3,7:44.0,D. DeRozan misses 2-pt jump shot from 13 ft,,62,59
3,7:41.0,,Defensive rebound by P. Millsap,62,59
3,7:23.0,,J. Murray misses 3-pt jump shot from 23 ft,62,59
3,7:21.0,Defensive rebound by D. DeRozan,,62,59
3,7:21.0,R. Gay enters the game for J. Poeltl,,62,59
3,7:00.0,D. DeRozan misses 2-pt jump shot from 15 ft,,62,59
3,6:57.0,,Defensive rebound by N. Jokić,62,59
3,6:48.0,,J. Murray misses 3-pt jump shot from 25 ft,62,59
3,6:45.0,Defensive rebound by L. Aldridge,,62,59
3,6:29.0,L. Aldridge misses 2-pt jump shot from 12 ft,,62,59
3,6:27.0,Offensive rebound by R. Gay,,62,59
3,6:26.0,Turnover by R. Gay (lost ball; steal by N. Jokić),,62,59
3,6:21.0,,W. Barton misses 3-pt jump shot from 25 ft,62,59
3,6:18.0,Defensive rebound by D. White,,62,59
3,6:14.0,D. White makes 2-pt dunk from 1 ft,,64,59
3,6:14.0,Shooting foul by P. Millsap (drawn by D. White),,64,59
3,6:14.0,M. Belinelli enters the game for B. Forbes,,64,59
3,6:14.0,D. White misses free throw 1 of 1,,64,59
3,6:12.0,,Defensive rebound by N. Jokić,64,59
3,6:00.0,,W. Barton misses 2-pt layup from 5 ft (block by D. DeRozan),64,59
3,5:55.0,Defensive rebound by M. Belinelli,,64,59
3,5:55.0,D. Bertāns enters the game for D. DeRozan,,64,59
3,5:43.0,,Denver full timeout,64,59
3,5:43.0,P. Mills enters the game for D. White,,64,59
3,5:43.0,,M. Morris enters the game for J. Murray,64,59
3,5:41.0,Personal foul by G. Harris (drawn by M. Belinelli),,64,59
3,5:35.0,M. Belinelli misses 2-pt jump shot from 20 ft,,64,59
3,5:32.0,,Defensive rebound by N. Jokić,64,59
3,5:21.0,,N. Jokić misses 3-pt jump shot from 25 ft,64,59
3,5:19.0,Defensive rebound by Team,,64,59
3,5:07.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,66,59
3,4:40.0,,G. Harris misses 2-pt jump shot from 17 ft,66,59
3,4:37.0,,Offensive rebound by W. Barton,66,59
3,4:31.0,,N. Jokić makes 2-pt layup from 3 ft (assist by W. Barton),66,61
3,4:04.0,D. Bertāns misses 3-pt jump shot from 26 ft,,66,61
3,4:00.0,,Defensive rebound by P. Millsap,66,61
3,3:53.0,,P. Millsap misses 3-pt jump shot from 24 ft,66,61
3,3:50.0,Defensive rebound by M. Belinelli,,66,61
3,3:40.0,L. Aldridge misses 2-pt jump shot from 11 ft,,66,61
3,3:36.0,,Defensive rebound by P. Millsap,66,61
3,3:30.0,,W. Barton misses 2-pt jump shot from 6 ft (block by D. Bertāns),66,61
3,3:28.0,Defensive rebound by P. Mills,,66,61
3,3:23.0,M. Belinelli misses 2-pt layup from 2 ft,,66,61
3,3:20.0,Offensive rebound by L. Aldridge,,66,61
3,3:20.0,L. Aldridge makes 2-pt layup from 1 ft,,68,61
3,3:05.0,,M. Morris misses 2-pt jump shot from 15 ft,68,61
3,3:02.0,Defensive rebound by R. Gay,,68,61
3,2:44.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by M. Belinelli),,70,61
3,2:26.0,,N. Jokić misses 3-pt jump shot from 25 ft,70,61
3,2:23.0,,Offensive rebound by Team,70,61
3,2:23.0,Loose ball foul by R. Gay (drawn by P. Millsap),,70,61
3,2:23.0,,M. Beasley enters the game for W. Barton,70,61
3,2:23.0,,J. Murray enters the game for G. Harris,70,61
3,2:23.0,,M. Plumlee enters the game for P. Millsap,70,61
3,2:18.0,,M. Morris misses 2-pt jump shot from 15 ft,70,61
3,2:15.0,,Offensive rebound by M. Plumlee,70,61
3,2:07.0,,N. Jokić makes 2-pt layup from 1 ft,70,63
3,1:54.0,Turnover by R. Gay (bad pass; steal by J. Murray),,70,63
3,1:47.0,,M. Plumlee misses 2-pt layup from 2 ft,70,63
3,1:47.0,,Offensive rebound by M. Plumlee,70,63
3,1:47.0,,M. Plumlee misses 2-pt tip-in from 3 ft,70,63
3,1:47.0,Defensive rebound by P. Mills,,70,63
3,1:38.0,R. Gay makes 2-pt jump shot from 8 ft,,72,63
3,1:13.0,,J. Murray makes 2-pt jump shot from 10 ft (assist by N. Jokić),72,65
3,0:53.0,M. Belinelli misses 3-pt jump shot from 24 ft,,72,65
3,0:50.0,,Defensive rebound by M. Beasley,72,65
3,0:47.0,,Shooting foul by D. Bertāns (drawn by M. Beasley),72,65
3,0:47.0,D. DeRozan enters the game for D. Bertāns,,72,65
3,0:47.0,,T. Craig enters the game for N. Jokić,72,65
3,0:47.0,,M. Beasley makes free throw 1 of 2,72,66
3,0:47.0,,M. Beasley misses free throw 2 of 2,72,66
3,0:46.0,Defensive rebound by R. Gay,,72,66
3,0:30.0,M. Belinelli misses 2-pt jump shot from 3 ft,,72,66
3,0:29.0,,Defensive rebound by M. Plumlee,72,66
3,0:08.0,,M. Plumlee makes 2-pt jump shot from 4 ft (assist by M. Morris),72,68
3,0:01.0,D. DeRozan misses 2-pt jump shot from 16 ft,,72,68
3,0:01.0,,Defensive rebound by T. Craig,72,68
4,11:40.0,Personal foul by M. Beasley (drawn by M. Belinelli),,72,68
4,11:33.0,Personal foul by T. Craig (drawn by D. DeRozan),,72,68
4,11:28.0,P. Mills makes 2-pt jump shot from 21 ft,,74,68
4,11:20.0,,Turnover by M. Beasley (out of bounds lost ball),74,68
4,11:08.0,Shooting foul by T. Craig (drawn by D. DeRozan),,74,68
4,11:08.0,D. DeRozan misses free throw 1 of 2,,74,68
4,11:08.0,Offensive rebound by Team,,74,68
4,11:08.0,B. Forbes enters the game for M. Belinelli,,74,68
4,11:08.0,D. DeRozan makes free throw 2 of 2,,75,68
4,10:57.0,,M. Morris makes 2-pt jump shot from 13 ft,75,70
4,10:39.0,D. DeRozan misses 2-pt jump shot from 7 ft,,75,70
4,10:36.0,,Defensive rebound by M. Beasley,75,70
4,10:29.0,,T. Craig makes 3-pt jump shot from 22 ft (assist by M. Plumlee),75,73
4,10:08.0,Shooting foul by J. Murray (drawn by D. Bertāns),,75,73
4,10:08.0,D. Bertāns makes free throw 1 of 3,,76,73
4,10:08.0,D. Bertāns makes free throw 2 of 3,,77,73
4,10:08.0,D. White enters the game for P. Mills,,77,73
4,10:08.0,D. Bertāns misses free throw 3 of 3,,77,73
4,10:06.0,,Defensive rebound by T. Craig,77,73
4,9:57.0,,J. Murray misses 2-pt jump shot from 3 ft,77,73
4,9:54.0,Defensive rebound by D. DeRozan,,77,73
4,9:38.0,B. Forbes makes 2-pt jump shot from 5 ft (assist by D. White),,79,73
4,9:25.0,,M. Beasley makes 2-pt jump shot from 4 ft (assist by M. Morris),79,75
4,9:25.0,,Shooting foul by D. White (drawn by M. Beasley),79,75
4,9:25.0,,G. Harris enters the game for J. Murray,79,75
4,9:25.0,,M. Beasley misses free throw 1 of 1,79,75
4,9:24.0,Defensive rebound by D. DeRozan,,79,75
4,9:05.0,J. Poeltl makes 2-pt jump shot from 7 ft (assist by D. Bertāns),,81,75
4,8:41.0,,Shooting foul by J. Poeltl (drawn by G. Harris),81,75
4,8:41.0,,G. Harris makes free throw 1 of 2,81,76
4,8:41.0,,G. Harris makes free throw 2 of 2,81,77
4,8:20.0,D. DeRozan makes 2-pt jump shot from 16 ft,,83,77
4,8:05.0,,Shooting foul by B. Forbes (drawn by T. Craig),83,77
4,8:05.0,,T. Craig misses free throw 1 of 2,83,77
4,8:05.0,,Offensive rebound by Team,83,77
4,8:05.0,L. Aldridge enters the game for J. Poeltl,,83,77
4,8:05.0,,T. Craig misses free throw 2 of 2,83,77
4,8:03.0,Defensive rebound by D. DeRozan,,83,77
4,7:49.0,L. Aldridge misses 2-pt jump shot from 21 ft,,83,77
4,7:46.0,,Defensive rebound by M. Plumlee,83,77
4,7:31.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by M. Plumlee),83,80
4,7:29.0,San Antonio full timeout,,83,80
4,7:29.0,,N. Jokić enters the game for M. Beasley,83,80
4,7:15.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,86,80
4,6:57.0,,N. Jokić makes 2-pt layup from 3 ft (assist by G. Harris),86,82
4,6:41.0,L. Aldridge makes 2-pt jump shot from 5 ft (assist by D. DeRozan),,88,82
4,6:27.0,,G. Harris makes 2-pt jump shot from 13 ft (assist by N. Jokić),88,84
4,6:01.0,L. Aldridge misses 2-pt jump shot from 15 ft,,88,84
4,5:59.0,,Defensive rebound by T. Craig,88,84
4,5:51.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),88,87
4,5:31.0,D. DeRozan makes 2-pt jump shot from 19 ft,,90,87
4,5:05.0,,N. Jokić misses 3-pt jump shot from 24 ft,90,87
4,5:03.0,Defensive rebound by D. White,,90,87
4,4:47.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,93,87
4,4:45.0,,Denver full timeout,93,87
4,4:45.0,P. Mills enters the game for D. White,,93,87
4,4:45.0,,W. Barton enters the game for T. Craig,93,87
4,4:45.0,,P. Millsap enters the game for M. Morris,93,87
4,4:45.0,,J. Murray enters the game for M. Plumlee,93,87
4,4:30.0,,G. Harris makes 2-pt jump shot from 23 ft,93,89
4,4:07.0,L. Aldridge misses 2-pt hook shot from 6 ft,,93,89
4,4:03.0,,Defensive rebound by N. Jokić,93,89
4,3:40.0,,G. Harris misses 2-pt layup from 3 ft,93,89
4,3:40.0,Defensive rebound by Team,,93,89
4,3:40.0,R. Gay enters the game for D. Bertāns,,93,89
4,3:23.0,P. Mills makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,95,89
4,3:21.0,,Denver full timeout,95,89
4,3:21.0,D. White enters the game for P. Mills,,95,89
4,3:06.0,,J. Murray misses 2-pt jump shot from 9 ft,95,89
4,3:04.0,Defensive rebound by R. Gay,,95,89
4,3:04.0,Turnover by R. Gay (lost ball; steal by J. Murray),,95,89
4,3:04.0,,J. Murray makes 2-pt layup from 2 ft,95,91
4,3:04.0,,Shooting foul by R. Gay (drawn by J. Murray),95,91
4,3:04.0,,J. Murray makes free throw 1 of 1,95,92
4,2:51.0,Turnover by D. DeRozan (bad pass),,95,92
4,2:39.0,,J. Murray misses 3-pt jump shot from 24 ft,95,92
4,2:35.0,Defensive rebound by D. DeRozan,,95,92
4,2:24.0,D. DeRozan makes 2-pt jump shot from 12 ft,,97,92
4,2:09.0,,Personal foul by B. Forbes (drawn by G. Harris),97,92
4,2:09.0,,G. Harris makes free throw 1 of 2,97,93
