QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
4,2:36.0,Shooting foul by J. Lin (drawn by M. Carter-Williams),,75,107
4,2:36.0,Orlando full timeout,,75,107
4,2:36.0,,E. Moreland enters the game for S. Ibaka,75,107
4,2:36.0,M. Carter-Williams misses free throw 1 of 1,,75,107
4,2:33.0,Offensive rebound by M. Carter-Williams,,75,107
4,2:22.0,M. Frazier misses 2-pt jump shot from 7 ft,,75,107
4,2:22.0,Offensive rebound by K. Birch,,75,107
4,2:17.0,K. Birch makes 2-pt hook shot from 1 ft,,77,107
4,2:04.0,,Personal foul by M. Carter-Williams (drawn by J. Lin),77,107
4,2:04.0,,J. Lin makes free throw 1 of 2,77,108
4,2:04.0,,J. Lin makes free throw 2 of 2,77,109
4,1:51.0,J. Grant misses 3-pt jump shot from 27 ft,,77,109
4,1:47.0,,Defensive rebound by E. Moreland,77,109
4,1:43.0,,N. Powell misses 3-pt jump shot from 25 ft,77,109
4,1:39.0,,Offensive rebound by E. Moreland,77,109
4,1:33.0,,J. Lin makes 2-pt jump shot from 20 ft,77,111
4,1:18.0,J. Martin makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,80,111
4,1:03.0,,J. Meeks misses 3-pt jump shot from 25 ft,80,111
4,1:01.0,Defensive rebound by M. Carter-Williams,,80,111
4,0:49.0,J. Martin makes 2-pt hook shot from 3 ft (assist by J. Grant),,82,111
4,0:25.0,Defensive rebound by K. Birch,,82,111
4,0:25.0,,N. Powell misses 2-pt layup at rim,82,111
4,0:20.0,J. Grant misses 3-pt jump shot from 26 ft,,82,111
4,0:17.0,,Defensive rebound by Team,82,111
