QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
2,2:06.0,Turnover by S. Ibaka (offensive foul),,42,32
2,1:46.0,,E. Fournier misses 2-pt layup from 2 ft,42,32
2,1:44.0,Defensive rebound by P. Siakam,,42,32
2,1:35.0,P. Siakam misses 3-pt jump shot from 25 ft,,42,32
2,1:33.0,,Defensive rebound by A. Gordon,42,32
2,1:28.0,,W. Iwundu makes 2-pt layup from 3 ft (assist by A. Gordon),42,34
2,1:13.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by S. Ibaka),,45,34
2,1:00.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Fournier),45,37
2,0:46.0,L. Brown misses 3-pt jump shot from 24 ft,,45,37
2,0:44.0,,Defensive rebound by E. Fournier,45,37
2,0:34.0,,E. Fournier misses 3-pt jump shot from 26 ft,45,37
2,0:33.0,,Offensive rebound by A. Gordon,45,37
2,0:25.0,,W. Iwundu misses 3-pt jump shot from 26 ft,45,37
2,0:23.0,Defensive rebound by S. Ibaka,,45,37
2,0:02.0,S. Ibaka misses 2-pt jump shot from 20 ft,,45,37
2,0:02.0,Offensive rebound by D. Green,,45,37
2,0:02.0,D. Green makes 2-pt jump shot from 14 ft,,47,37
2,0:00.0,,D. Augustin misses 3-pt jump shot from 51 ft,47,37
2,0:00.0,,Offensive rebound by Team,47,37
3,11:42.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),47,40
3,11:25.0,K. Lowry misses 3-pt jump shot from 25 ft,,47,40
3,11:23.0,,Defensive rebound by N. Vučević,47,40
3,11:07.0,,E. Fournier misses 3-pt jump shot from 27 ft,47,40
3,11:05.0,Defensive rebound by P. Siakam,,47,40
3,11:00.0,P. Siakam makes 2-pt layup from 4 ft,,49,40
3,10:44.0,,Personal foul by S. Ibaka (drawn by N. Vučević),49,40
3,10:42.0,,Offensive foul by A. Gordon (drawn by P. Siakam),49,40
3,10:42.0,,Turnover by A. Gordon (offensive foul),49,40
3,10:20.0,Turnover by K. Leonard (bad pass; steal by W. Iwundu),,49,40
3,10:19.0,,Shooting foul by K. Lowry (drawn by W. Iwundu),49,40
3,10:19.0,,W. Iwundu makes free throw 1 of 2,49,41
3,10:19.0,,W. Iwundu makes free throw 2 of 2,49,42
3,9:57.0,D. Green misses 3-pt jump shot from 25 ft,,49,42
3,9:57.0,Offensive rebound by Team,,49,42
3,9:57.0,,Loose ball foul by N. Vučević (drawn by S. Ibaka),49,42
3,9:50.0,K. Leonard makes 2-pt hook shot from 4 ft,,51,42
3,9:39.0,,D. Augustin makes 2-pt layup from 3 ft,51,44
3,9:27.0,D. Green misses 3-pt jump shot from 26 ft,,51,44
3,9:25.0,,Defensive rebound by A. Gordon,51,44
3,9:18.0,,A. Gordon misses 3-pt jump shot from 26 ft,51,44
3,9:16.0,,Offensive rebound by N. Vučević,51,44
3,9:16.0,,N. Vučević makes 2-pt layup from 1 ft,51,46
3,9:16.0,Toronto full timeout,,51,46
3,9:01.0,S. Ibaka makes 2-pt jump shot from 6 ft (assist by K. Leonard),,53,46
3,8:47.0,,E. Fournier makes 2-pt jump shot from 12 ft,53,48
3,8:36.0,S. Ibaka misses 3-pt jump shot from 26 ft,,53,48
3,8:32.0,,Defensive rebound by N. Vučević,53,48
3,8:26.0,,A. Gordon makes 3-pt jump shot from 24 ft (assist by E. Fournier),53,51
3,8:03.0,K. Leonard makes 2-pt jump shot from 16 ft,,55,51
3,7:38.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by W. Iwundu),55,54
3,7:21.0,P. Siakam makes 2-pt jump shot from 5 ft,,57,54
3,7:05.0,,Turnover by N. Vučević (bad pass; steal by P. Siakam),57,54
3,7:05.0,D. Green misses 3-pt jump shot from 26 ft,,57,54
3,6:53.0,,Defensive rebound by N. Vučević,57,54
3,6:38.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by W. Iwundu),57,56
3,6:24.0,Personal foul by N. Vučević (drawn by S. Ibaka),,57,56
3,6:13.0,K. Leonard makes 2-pt jump shot from 16 ft,,59,56
3,5:53.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),59,59
3,5:36.0,K. Lowry misses 3-pt jump shot from 27 ft,,59,59
3,5:34.0,,Defensive rebound by N. Vučević,59,59
3,5:27.0,,A. Gordon makes 2-pt jump shot from 7 ft (assist by E. Fournier),59,61
3,5:27.0,Toronto full timeout,,59,61
3,5:27.0,F. VanVleet enters the game for D. Green,,59,61
3,5:15.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,62,61
3,4:54.0,,Personal foul by P. Siakam (drawn by E. Fournier),62,61
3,4:51.0,,Personal foul by P. Siakam (drawn by A. Gordon),62,61
3,4:39.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),62,64
3,4:27.0,S. Ibaka misses 2-pt jump shot from 21 ft,,62,64
3,4:25.0,,Defensive rebound by A. Gordon,62,64
3,4:15.0,,A. Gordon misses 2-pt layup from 4 ft,62,64
3,4:10.0,,Offensive rebound by A. Gordon,62,64
3,4:10.0,,A. Gordon misses 2-pt layup from 1 ft,62,64
3,4:09.0,Defensive rebound by K. Leonard,,62,64
3,4:05.0,P. Siakam makes 2-pt jump shot from 4 ft,,64,64
3,4:05.0,Shooting foul by E. Fournier (drawn by P. Siakam),,64,64
3,4:05.0,J. Valančiūnas enters the game for S. Ibaka,,64,64
3,4:05.0,,T. Ross enters the game for W. Iwundu,64,64
3,4:05.0,P. Siakam makes free throw 1 of 1,,65,64
3,3:45.0,,T. Ross misses 2-pt jump shot from 19 ft,65,64
3,3:43.0,Defensive rebound by K. Lowry,,65,64
3,3:41.0,K. Lowry misses 3-pt jump shot from 27 ft,,65,64
3,3:39.0,,Defensive rebound by N. Vučević,65,64
3,3:27.0,,Shooting foul by J. Valančiūnas (drawn by N. Vučević),65,64
3,3:27.0,,N. Vučević makes free throw 1 of 2,65,65
3,3:27.0,,J. Grant enters the game for D. Augustin,65,65
3,3:27.0,,J. Isaac enters the game for A. Gordon,65,65
3,3:27.0,,N. Vučević makes free throw 2 of 2,65,66
3,3:02.0,F. VanVleet makes 2-pt layup from 4 ft,,67,66
3,2:47.0,,N. Vučević misses 2-pt hook shot from 6 ft,67,66
3,2:45.0,Defensive rebound by P. Siakam,,67,66
3,2:36.0,J. Valančiūnas makes 2-pt layup from 4 ft (assist by K. Lowry),,69,66
3,2:21.0,,N. Vučević makes 2-pt jump shot from 21 ft (assist by J. Grant),69,68
3,2:07.0,Turnover by K. Lowry (bad pass; steal by J. Grant),,69,68
3,2:02.0,,E. Fournier makes 2-pt layup from 6 ft (assist by J. Grant),69,70
3,1:40.0,K. Leonard misses 2-pt jump shot from 20 ft,,69,70
3,1:37.0,,Defensive rebound by T. Ross,69,70
3,1:25.0,,E. Fournier misses 2-pt layup from 5 ft,69,70
3,1:23.0,Defensive rebound by K. Lowry,,69,70
3,1:18.0,P. Siakam makes 2-pt layup from 2 ft (assist by F. VanVleet),,71,70
3,0:59.0,,T. Ross makes 2-pt dunk from 2 ft (assist by N. Vučević),71,72
3,0:47.0,Personal foul by E. Fournier (drawn by K. Lowry),,71,72
3,0:47.0,L. Brown enters the game for K. Lowry,,71,72
3,0:47.0,D. Wright enters the game for P. Siakam,,71,72
3,0:47.0,,M. Bamba enters the game for N. Vučević,71,72
3,0:40.0,K. Leonard misses 3-pt jump shot from 23 ft,,71,72
3,0:35.0,,Defensive rebound by E. Fournier,71,72
3,0:32.0,,M. Bamba makes 2-pt dunk from 2 ft (assist by T. Ross),71,74
3,0:18.0,D. Wright makes 2-pt layup from 4 ft (assist by F. VanVleet),,73,74
3,0:01.0,,Personal foul by J. Valančiūnas (drawn by E. Fournier),73,74
3,0:01.0,,E. Fournier misses free throw 1 of 2,73,74
3,0:01.0,,Offensive rebound by Team,73,74
3,0:01.0,,E. Fournier makes free throw 2 of 2,73,75
3,0:00.0,J. Valančiūnas misses 3-pt jump shot from 27 ft,,73,75
3,0:00.0,Offensive rebound by Team,,73,75
4,11:33.0,D. Wright makes 2-pt layup from 4 ft,,75,75
4,11:17.0,,T. Ross misses 2-pt jump shot from 18 ft,75,75
4,11:14.0,Defensive rebound by J. Valančiūnas,,75,75
4,10:59.0,Turnover by F. VanVleet (lost ball; steal by M. Bamba),,75,75
4,10:44.0,,A. Gordon makes 2-pt jump shot from 12 ft,75,77
4,10:32.0,Turnover by D. Wright (bad pass),,75,77
4,10:32.0,Loose ball foul by J. Valančiūnas (drawn by M. Bamba),,75,77
4,10:22.0,,T. Ross misses 3-pt jump shot from 26 ft,75,77
4,10:19.0,Defensive rebound by F. VanVleet,,75,77
4,10:08.0,Turnover by J. Valančiūnas (3 sec),,75,77
4,9:57.0,,Turnover by M. Bamba (bad pass),75,77
4,9:52.0,Offensive foul by P. Siakam (drawn by J. Isaac),,75,77
4,9:52.0,Turnover by P. Siakam (offensive foul),,75,77
4,9:52.0,D. Green enters the game for P. Siakam,,75,77
4,9:34.0,,M. Bamba misses 3-pt jump shot from 26 ft,75,77
4,9:30.0,Defensive rebound by J. Valančiūnas,,75,77
4,9:22.0,Turnover by D. Wright (bad pass),,75,77
4,9:02.0,,T. Ross misses 3-pt jump shot from 27 ft,75,77
4,9:00.0,,Offensive rebound by A. Gordon,75,77
4,8:59.0,,J. Grant misses 3-pt jump shot from 27 ft,75,77
4,8:56.0,,Offensive rebound by M. Bamba,75,77
4,8:47.0,,A. Gordon misses 2-pt jump shot from 19 ft,75,77
4,8:45.0,Defensive rebound by D. Green,,75,77
4,8:24.0,D. Wright misses 2-pt hook shot from 12 ft,,75,77
4,8:21.0,,Defensive rebound by M. Bamba,75,77
4,8:10.0,,J. Isaac misses 2-pt jump shot from 13 ft,75,77
4,8:07.0,Defensive rebound by J. Valančiūnas,,75,77
4,7:58.0,Turnover by J. Valančiūnas (bad pass),,75,77
4,7:58.0,S. Ibaka enters the game for D. Wright,,75,77
4,7:33.0,,J. Grant misses 2-pt jump shot from 20 ft,75,77
4,7:31.0,Defensive rebound by S. Ibaka,,75,77
4,7:19.0,F. VanVleet misses 3-pt jump shot from 28 ft,,75,77
4,7:15.0,Offensive rebound by L. Brown,,75,77
4,7:14.0,D. Green makes 3-pt jump shot from 26 ft (assist by L. Brown),,78,77
4,6:54.0,,T. Ross misses 3-pt jump shot from 27 ft,78,77
4,6:52.0,Defensive rebound by J. Valančiūnas,,78,77
4,6:48.0,J. Valančiūnas makes 2-pt layup from 5 ft (assist by F. VanVleet),,80,77
4,6:48.0,,Orlando full timeout,80,77
4,6:48.0,,E. Fournier enters the game for M. Bamba,80,77
4,6:48.0,,N. Vučević enters the game for T. Ross,80,77
4,6:29.0,,J. Isaac misses 2-pt jump shot from 17 ft (block by L. Brown),80,77
4,6:28.0,,Offensive rebound by J. Isaac,80,77
4,6:28.0,,Shooting foul by L. Brown (drawn by J. Isaac),80,77
4,6:28.0,,J. Isaac makes free throw 1 of 2,80,78
4,6:28.0,,J. Isaac makes free throw 2 of 2,80,79
4,6:09.0,D. Green misses 3-pt jump shot from 28 ft,,80,79
4,6:07.0,,Defensive rebound by N. Vučević,80,79
4,5:58.0,,E. Fournier misses 2-pt jump shot from 15 ft,80,79
4,5:55.0,Defensive rebound by S. Ibaka,,80,79
4,5:42.0,Turnover by J. Valančiūnas (bad pass; steal by A. Gordon),,80,79
4,5:32.0,,J. Isaac misses 3-pt jump shot from 25 ft,80,79
4,5:29.0,Defensive rebound by S. Ibaka,,80,79
4,5:11.0,J. Valančiūnas misses 2-pt hook shot from 6 ft,,80,79
4,5:08.0,,Defensive rebound by A. Gordon,80,79
4,5:07.0,,Turnover by A. Gordon (bad pass),80,79
4,5:07.0,K. Leonard enters the game for L. Brown,,80,79
4,5:07.0,K. Lowry enters the game for J. Valančiūnas,,80,79
4,5:07.0,,D. Augustin enters the game for J. Grant,80,79
4,4:55.0,K. Leonard makes 2-pt layup from 3 ft,,82,79
4,4:55.0,Shooting foul by A. Gordon (drawn by K. Leonard),,82,79
4,4:55.0,K. Leonard misses free throw 1 of 1,,82,79
4,4:55.0,,Defensive rebound by N. Vučević,82,79
4,4:38.0,,N. Vučević misses 3-pt jump shot from 27 ft,82,79
4,4:33.0,,Offensive rebound by J. Isaac,82,79
4,4:33.0,,J. Isaac makes 2-pt dunk from 1 ft,82,81
4,4:25.0,F. VanVleet misses 2-pt jump shot from 21 ft,,82,81
4,4:22.0,,Defensive rebound by J. Isaac,82,81
4,4:18.0,,Personal foul by F. VanVleet (drawn by D. Augustin),82,81
4,4:05.0,,N. Vučević makes 2-pt layup from 4 ft (assist by D. Augustin),82,83
4,3:42.0,K. Lowry misses 2-pt jump shot from 11 ft,,82,83
4,3:41.0,Offensive rebound by S. Ibaka,,82,83
4,3:40.0,D. Green makes 3-pt jump shot from 22 ft (assist by S. Ibaka),,85,83
4,3:25.0,,E. Fournier makes 2-pt jump shot from 10 ft (assist by D. Augustin),85,85
4,3:24.0,Toronto full timeout,,85,85
4,3:24.0,P. Siakam enters the game for F. VanVleet,,85,85
4,3:24.0,,W. Iwundu enters the game for J. Isaac,85,85
4,2:59.0,S. Ibaka makes 2-pt jump shot from 21 ft (assist by K. Leonard),,87,85
4,2:43.0,,Turnover by E. Fournier (bad pass; steal by D. Green),87,85
4,2:36.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by K. Lowry),,89,85
4,2:24.0,,E. Fournier makes 2-pt layup from 6 ft (assist by D. Augustin),89,87
4,1:58.0,K. Leonard misses 2-pt jump shot from 9 ft,,89,87
4,1:56.0,,Defensive rebound by N. Vučević,89,87
4,1:47.0,,Turnover by W. Iwundu (traveling),89,87
4,1:35.0,Turnover by K. Lowry (bad pass; steal by E. Fournier),,89,87
4,1:32.0,,E. Fournier makes 2-pt layup from 3 ft,89,89
4,1:14.0,K. Leonard misses 2-pt jump shot from 12 ft,,89,89
4,1:12.0,,Defensive rebound by N. Vučević,89,89
4,1:00.0,,A. Gordon misses 3-pt jump shot from 25 ft (block by P. Siakam),89,89
4,0:59.0,,Offensive rebound by N. Vučević,89,89
4,0:57.0,,N. Vučević misses 2-pt layup from 3 ft,89,89
4,0:57.0,Defensive rebound by S. Ibaka,,89,89
4,0:43.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Lowry),,91,89
4,0:43.0,,Orlando full timeout,91,89
4,0:43.0,,T. Ross enters the game for W. Iwundu,91,89
4,0:33.0,,E. Fournier misses 3-pt jump shot from 26 ft,91,89
