QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHICAGO_ACTION,BROOKLYN_SCORE,CHICAGO_SCORE
1,5:38.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,10,6
1,5:35.0,,Defensive rebound by L. Markkanen,10,6
1,5:33.0,,Personal foul by S. Napier (drawn by R. Lopez),10,6
1,5:24.0,,K. Dunn makes 2-pt jump shot from 14 ft,10,8
1,5:13.0,J. Allen makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,12,8
1,5:02.0,,R. Lopez makes 2-pt jump shot from 14 ft (assist by K. Dunn),12,10
1,4:34.0,D. Carroll makes 2-pt hook shot from 7 ft (assist by S. Dinwiddie),,14,10
1,4:19.0,,R. Lopez makes 2-pt layup from 1 ft (assist by K. Dunn),14,12
1,4:03.0,Turnover by J. Harris (lost ball; steal by R. Lopez),,14,12
1,3:58.0,,C. Hutchison misses 2-pt layup from 1 ft,14,12
1,3:56.0,Defensive rebound by J. Allen,,14,12
1,3:52.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,17,12
1,3:30.0,,L. Markkanen misses 2-pt jump shot from 20 ft,17,12
1,3:27.0,Defensive rebound by S. Napier,,17,12
1,3:17.0,S. Napier misses 3-pt jump shot from 26 ft,,17,12
1,3:14.0,,Defensive rebound by R. Lopez,17,12
1,3:02.0,,Personal foul by J. Harris (drawn by C. Hutchison),17,12
1,3:02.0,E. Davis enters the game for J. Allen,,17,12
1,3:02.0,D. Russell enters the game for J. Harris,,17,12
1,3:02.0,,A. Blakeney enters the game for C. Hutchison,17,12
1,3:02.0,,B. Portis enters the game for L. Markkanen,17,12
1,2:50.0,,B. Portis misses 2-pt layup from 3 ft,17,12
1,2:50.0,,Offensive rebound by B. Portis,17,12
1,2:50.0,,Shooting foul by E. Davis (drawn by B. Portis),17,12
1,2:50.0,Brooklyn full timeout,,17,12
1,2:50.0,,B. Portis makes free throw 1 of 2,17,13
1,2:50.0,,B. Portis misses free throw 2 of 2,17,13
1,2:48.0,Defensive rebound by E. Davis,,17,13
1,2:35.0,D. Carroll misses 3-pt jump shot from 23 ft,,17,13
1,2:31.0,,Defensive rebound by Z. LaVine,17,13
1,2:19.0,,Z. LaVine misses 2-pt layup from 2 ft,17,13
1,2:18.0,Defensive rebound by E. Davis,,17,13
1,2:03.0,D. Carroll makes 2-pt layup from 2 ft (assist by D. Russell),,19,13
1,1:47.0,,Turnover by K. Dunn (lost ball; steal by D. Carroll),19,13
1,1:33.0,Shooting foul by R. Lopez (drawn by E. Davis),,19,13
1,1:33.0,E. Davis misses free throw 1 of 2,,19,13
1,1:33.0,Offensive rebound by Team,,19,13
1,1:33.0,,R. Arcidiacono enters the game for K. Dunn,19,13
1,1:33.0,E. Davis makes free throw 2 of 2,,20,13
1,1:18.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by Z. LaVine),20,16
1,1:02.0,D. Russell makes 3-pt jump shot from 26 ft,,23,16
1,0:48.0,,Turnover by R. Lopez (3 sec),23,16
1,0:38.0,Shooting foul by B. Portis (drawn by D. Carroll),,23,16
1,0:38.0,D. Carroll makes free throw 1 of 2,,24,16
1,0:38.0,D. Carroll makes free throw 2 of 2,,25,16
1,0:29.0,,B. Portis makes 2-pt hook shot from 7 ft (assist by Z. LaVine),25,18
1,0:06.0,S. Napier makes 3-pt jump shot from 23 ft (assist by D. Carroll),,28,18
1,0:01.0,,Z. LaVine makes 3-pt jump shot from 26 ft,28,21
2,11:47.0,,Shooting foul by D. Carroll (drawn by B. Portis),28,21
2,11:47.0,,B. Portis misses free throw 1 of 2,28,21
2,11:47.0,,Offensive rebound by Team,28,21
2,11:47.0,,B. Portis makes free throw 2 of 2,28,22
2,11:36.0,S. Napier makes 3-pt jump shot from 25 ft,,31,22
2,11:14.0,,R. Arcidiacono misses 2-pt layup from 3 ft,31,22
2,11:11.0,Defensive rebound by D. Russell,,31,22
2,11:08.0,D. Russell misses 2-pt layup from 1 ft (block by A. Blakeney),,31,22
2,11:08.0,Offensive rebound by Team,,31,22
2,11:08.0,,W. Carter enters the game for R. Lopez,31,22
2,11:02.0,D. Russell makes 3-pt jump shot from 25 ft (assist by E. Davis),,34,22
2,10:42.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),34,25
2,10:18.0,S. Napier misses 3-pt jump shot from 24 ft,,34,25
2,10:15.0,,Defensive rebound by S. Harrison,34,25
2,10:09.0,,B. Portis misses 2-pt jump shot from 12 ft,34,25
2,10:05.0,Defensive rebound by E. Davis,,34,25
2,9:56.0,E. Davis makes 2-pt layup from 1 ft (assist by D. Carroll),,36,25
2,9:56.0,,Chicago full timeout,36,25
2,9:56.0,,L. Markkanen enters the game for B. Portis,36,25
2,9:36.0,,L. Markkanen makes 2-pt jump shot from 5 ft (assist by R. Arcidiacono),36,27
2,9:26.0,D. Russell misses 3-pt jump shot from 25 ft,,36,27
2,9:26.0,,Defensive rebound by W. Carter,36,27
2,9:15.0,,A. Blakeney misses 2-pt jump shot from 16 ft,36,27
2,9:12.0,Defensive rebound by D. Russell,,36,27
2,9:04.0,S. Napier misses 2-pt jump shot from 17 ft,,36,27
2,9:01.0,,Defensive rebound by S. Harrison,36,27
2,8:45.0,,L. Markkanen makes 2-pt jump shot from 14 ft,36,29
2,8:33.0,T. Graham misses 3-pt jump shot from 26 ft,,36,29
2,8:31.0,,Defensive rebound by L. Markkanen,36,29
2,8:27.0,,S. Harrison misses 2-pt layup from 2 ft (block by T. Graham),36,29
2,8:27.0,,Offensive rebound by Team,36,29
2,8:27.0,S. Dinwiddie enters the game for S. Napier,,36,29
2,8:20.0,,A. Blakeney misses 2-pt jump shot from 17 ft,36,29
2,8:18.0,Defensive rebound by D. Carroll,,36,29
2,8:16.0,Turnover by S. Dinwiddie (step out of bounds),,36,29
2,8:00.0,,Turnover by S. Harrison (lost ball; steal by S. Dinwiddie),36,29
2,7:56.0,D. Russell misses 3-pt jump shot from 24 ft,,36,29
2,7:51.0,Offensive rebound by E. Davis,,36,29
2,7:48.0,Shooting foul by L. Markkanen (drawn by D. Russell),,36,29
2,7:48.0,D. Russell makes free throw 1 of 2,,37,29
2,7:48.0,,Z. LaVine enters the game for A. Blakeney,37,29
2,7:48.0,D. Russell makes free throw 2 of 2,,38,29
2,7:31.0,,S. Harrison misses 2-pt layup from 2 ft,38,29
2,7:27.0,,Offensive rebound by W. Carter,38,29
2,7:27.0,,W. Carter makes 2-pt dunk from 1 ft,38,31
2,7:14.0,D. Carroll misses 3-pt jump shot from 24 ft,,38,31
2,7:12.0,,Defensive rebound by S. Harrison,38,31
2,7:02.0,,W. Carter makes 2-pt jump shot from 17 ft (assist by S. Harrison),38,33
2,6:46.0,D. Carroll misses 3-pt jump shot from 24 ft,,38,33
2,6:41.0,,Defensive rebound by S. Harrison,38,33
2,6:40.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by S. Harrison),38,35
2,6:40.0,Brooklyn full timeout,,38,35
2,6:40.0,,K. Dunn enters the game for R. Arcidiacono,38,35
2,6:15.0,T. Graham misses 2-pt jump shot from 22 ft,,38,35
2,6:12.0,,Defensive rebound by W. Carter,38,35
2,6:01.0,,Shooting foul by E. Davis (drawn by Z. LaVine),38,35
2,6:01.0,,Z. LaVine makes free throw 1 of 2,38,36
2,6:01.0,J. Allen enters the game for D. Carroll,,38,36
2,6:01.0,J. Harris enters the game for E. Davis,,38,36
2,6:01.0,R. Kurucs enters the game for D. Russell,,38,36
2,6:01.0,,B. Portis enters the game for W. Carter,38,36
2,6:01.0,,Z. LaVine makes free throw 2 of 2,38,37
2,5:46.0,J. Allen makes 2-pt layup at rim (assist by S. Dinwiddie),,40,37
2,5:46.0,Shooting foul by S. Harrison (drawn by J. Allen),,40,37
2,5:46.0,J. Allen makes free throw 1 of 1,,41,37
2,5:32.0,,L. Markkanen misses 3-pt jump shot from 26 ft,41,37
2,5:28.0,Defensive rebound by R. Kurucs,,41,37
2,5:17.0,S. Dinwiddie makes 2-pt layup from 1 ft,,43,37
2,5:04.0,,Z. LaVine makes 2-pt layup from 1 ft,43,39
2,4:51.0,R. Kurucs misses 2-pt layup from 1 ft,,43,39
2,4:49.0,,Defensive rebound by B. Portis,43,39
2,4:28.0,,K. Dunn misses 2-pt jump shot from 22 ft,43,39
2,4:23.0,Defensive rebound by J. Harris,,43,39
2,4:15.0,R. Kurucs makes 3-pt jump shot from 23 ft (assist by T. Graham),,46,39
2,3:49.0,,Turnover by Team (shot clock),46,39
2,3:49.0,J. Dudley enters the game for T. Graham,,46,39
2,3:32.0,J. Harris misses 3-pt jump shot from 25 ft,,46,39
2,3:28.0,,Defensive rebound by L. Markkanen,46,39
2,3:21.0,,Z. LaVine makes 2-pt layup from 2 ft,46,41
2,3:14.0,Turnover by R. Kurucs (bad pass),,46,41
2,3:08.0,,Personal foul by J. Harris (drawn by Z. LaVine),46,41
2,3:03.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by K. Dunn),46,44
2,2:50.0,R. Kurucs misses 3-pt jump shot from 26 ft,,46,44
2,2:47.0,,Defensive rebound by B. Portis,46,44
2,2:43.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by K. Dunn),46,46
2,2:25.0,J. Dudley makes 2-pt jump shot from 21 ft (assist by R. Kurucs),,48,46
2,2:13.0,,B. Portis misses 3-pt jump shot from 26 ft,48,46
2,2:10.0,,Offensive rebound by S. Harrison,48,46
2,2:04.0,,Z. LaVine makes 3-pt jump shot from 26 ft,48,49
2,1:51.0,R. Kurucs makes 3-pt jump shot from 25 ft (assist by J. Dudley),,51,49
2,1:34.0,,Z. LaVine makes 2-pt layup from 1 ft,51,51
2,1:22.0,Shooting foul by K. Dunn (drawn by J. Allen),,51,51
2,1:22.0,J. Allen misses free throw 1 of 2,,51,51
2,1:22.0,Offensive rebound by Team,,51,51
2,1:22.0,J. Allen makes free throw 2 of 2,,52,51
2,1:08.0,,B. Portis makes 2-pt hook shot from 5 ft,52,53
2,0:54.0,S. Dinwiddie makes 2-pt layup from 3 ft,,54,53
2,0:54.0,Shooting foul by L. Markkanen (drawn by S. Dinwiddie),,54,53
2,0:54.0,S. Dinwiddie makes free throw 1 of 1,,55,53
2,0:34.0,,Z. LaVine misses 2-pt layup from 2 ft,55,53
2,0:32.0,,Offensive rebound by Z. LaVine,55,53
2,0:32.0,,Shooting foul by J. Dudley (drawn by L. Markkanen),55,53
2,0:32.0,Technical foul by R. Kurucs,,55,53
2,0:32.0,,Z. LaVine makes technical free throw,55,54
2,0:32.0,,L. Markkanen makes free throw 1 of 2,55,55
2,0:32.0,D. Carroll enters the game for R. Kurucs,,55,55
2,0:32.0,,W. Carter enters the game for S. Harrison,55,55
2,0:32.0,,C. Hutchison enters the game for B. Portis,55,55
2,0:32.0,,L. Markkanen misses free throw 2 of 2,55,55
2,0:30.0,Defensive rebound by J. Allen,,55,55
2,0:18.0,J. Harris misses 3-pt jump shot from 24 ft,,55,55
2,0:14.0,,Defensive rebound by C. Hutchison,55,55
2,0:00.0,,Z. LaVine misses 2-pt layup from 3 ft,55,55
2,0:00.0,,Offensive rebound by Team,55,55
3,11:38.0,,Turnover by L. Markkanen (bad pass; steal by R. Kurucs),55,55
3,11:36.0,Shooting foul by W. Carter (drawn by J. Allen),,55,55
3,11:36.0,J. Allen makes free throw 1 of 2,,56,55
3,11:36.0,J. Allen makes free throw 2 of 2,,57,55
3,11:22.0,,Z. LaVine misses 2-pt jump shot from 17 ft,57,55
3,11:20.0,Defensive rebound by Team,,57,55
3,11:09.0,J. Harris misses 3-pt jump shot from 26 ft,,57,55
3,11:05.0,,Defensive rebound by W. Carter,57,55
3,10:52.0,,L. Markkanen misses 2-pt jump shot from 17 ft,57,55
3,10:49.0,Defensive rebound by J. Allen,,57,55
3,10:37.0,Offensive foul by J. Harris (drawn by C. Hutchison),,57,55
3,10:37.0,Turnover by J. Harris (offensive foul),,57,55
3,10:19.0,,C. Hutchison misses 2-pt jump shot from 14 ft,57,55
3,10:17.0,Defensive rebound by J. Harris,,57,55
3,10:15.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Harris),,60,55
3,10:12.0,,Chicago full timeout,60,55
3,9:59.0,,L. Markkanen misses 2-pt jump shot from 23 ft,60,55
3,9:57.0,Defensive rebound by R. Kurucs,,60,55
3,9:48.0,J. Allen makes 2-pt dunk at rim (assist by J. Dudley),,62,55
3,9:25.0,,C. Hutchison makes 2-pt layup from 2 ft,62,57
3,9:09.0,D. Russell makes 2-pt layup from 3 ft (assist by J. Dudley),,64,57
3,8:54.0,,Shooting foul by J. Allen (drawn by W. Carter),64,57
3,8:54.0,,W. Carter makes free throw 1 of 2,64,58
3,8:54.0,,W. Carter makes free throw 2 of 2,64,59
3,8:38.0,J. Allen makes 2-pt dunk from 1 ft (assist by J. Harris),,66,59
3,8:27.0,,Personal foul by J. Harris (drawn by Z. LaVine),66,59
3,8:27.0,S. Dinwiddie enters the game for J. Harris,,66,59
3,8:20.0,,K. Dunn makes 2-pt jump shot from 7 ft,66,61
3,8:12.0,D. Russell makes 3-pt jump shot from 26 ft,,69,61
3,7:53.0,,Z. LaVine makes 2-pt layup from 2 ft,69,63
3,7:30.0,S. Dinwiddie makes 2-pt layup from 4 ft,,71,63
3,7:08.0,,C. Hutchison misses 2-pt layup from 4 ft (block by J. Allen),71,63
3,7:08.0,,Offensive rebound by Team,71,63
3,7:01.0,,C. Hutchison makes 2-pt layup from 2 ft (assist by W. Carter),71,65
3,6:47.0,S. Dinwiddie misses 2-pt jump shot from 8 ft (block by Z. LaVine),,71,65
3,6:47.0,,Defensive rebound by K. Dunn,71,65
3,6:47.0,,Personal take foul by D. Russell (drawn by K. Dunn),71,65
3,6:47.0,,R. Arcidiacono enters the game for C. Hutchison,71,65
3,6:36.0,,K. Dunn makes 2-pt layup from 2 ft,71,67
3,6:29.0,Shooting foul by W. Carter (drawn by J. Allen),,71,67
3,6:29.0,J. Allen makes free throw 1 of 2,,72,67
3,6:29.0,D. Carroll enters the game for J. Dudley,,72,67
3,6:29.0,S. Napier enters the game for R. Kurucs,,72,67
3,6:29.0,,B. Portis enters the game for W. Carter,72,67
3,6:29.0,J. Allen makes free throw 2 of 2,,73,67
3,6:19.0,,Turnover by K. Dunn (offensive foul),73,67
3,6:19.0,,Offensive foul by K. Dunn (drawn by S. Napier),73,67
3,6:07.0,D. Russell makes 3-pt jump shot from 26 ft (assist by S. Napier),,76,67
3,5:48.0,,K. Dunn misses 2-pt layup from 2 ft,76,67
3,5:46.0,Defensive rebound by D. Russell,,76,67
3,5:41.0,D. Russell makes 3-pt jump shot from 26 ft (assist by D. Carroll),,79,67
3,5:40.0,,Chicago full timeout,79,67
3,5:26.0,,L. Markkanen makes 2-pt hook shot from 5 ft (assist by K. Dunn),79,69
3,5:04.0,D. Carroll makes 2-pt jump shot from 7 ft (assist by S. Napier),,81,69
3,4:45.0,,B. Portis makes 2-pt hook shot from 3 ft,81,71
3,4:31.0,J. Allen makes 2-pt hook shot from 2 ft (assist by D. Russell),,83,71
3,4:19.0,,Z. LaVine makes 2-pt layup from 1 ft,83,73
3,4:08.0,Turnover by J. Allen (bad pass; steal by L. Markkanen),,83,73
3,4:05.0,,L. Markkanen makes 2-pt layup from 2 ft,83,75
3,3:37.0,D. Carroll makes 2-pt layup from 1 ft,,85,75
3,3:29.0,,K. Dunn makes 2-pt jump shot from 5 ft,85,77
3,3:28.0,Brooklyn full timeout,,85,77
3,3:28.0,E. Davis enters the game for J. Allen,,85,77
3,3:28.0,,R. Lopez enters the game for L. Markkanen,85,77
3,3:10.0,S. Napier misses 3-pt jump shot from 26 ft,,85,77
3,3:07.0,Offensive rebound by D. Carroll,,85,77
3,3:04.0,D. Russell misses 3-pt jump shot from 25 ft,,85,77
3,3:02.0,Offensive rebound by D. Carroll,,85,77
3,3:00.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,85,77
3,2:56.0,,Defensive rebound by R. Lopez,85,77
3,2:48.0,,Personal foul by S. Dinwiddie (drawn by B. Portis),85,77
3,2:48.0,R. Kurucs enters the game for D. Russell,,85,77
3,2:39.0,,Z. LaVine makes 2-pt layup from 1 ft,85,79
3,2:32.0,Personal take foul by Z. LaVine (drawn by S. Dinwiddie),,85,79
3,2:32.0,,S. Harrison enters the game for Z. LaVine,85,79
3,2:26.0,S. Napier misses 3-pt jump shot from 25 ft,,85,79
3,2:23.0,,Defensive rebound by R. Arcidiacono,85,79
3,2:11.0,,K. Dunn misses 3-pt jump shot from 26 ft,85,79
3,2:08.0,,Offensive rebound by B. Portis,85,79
3,2:06.0,,B. Portis misses 2-pt layup from 2 ft,85,79
3,2:02.0,,Turnover by R. Arcidiacono (bad pass),85,79
3,2:04.0,,Offensive rebound by R. Arcidiacono,85,79
3,1:44.0,Turnover by S. Dinwiddie (bad pass; steal by R. Arcidiacono),,85,79
3,1:29.0,,K. Dunn misses 3-pt jump shot from 26 ft,85,79
3,1:26.0,Defensive rebound by R. Kurucs,,85,79
3,1:21.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Napier),,88,79
3,1:20.0,,Chicago full timeout,88,79
3,1:20.0,,C. Hutchison enters the game for K. Dunn,88,79
3,0:56.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by S. Harrison),88,82
3,0:35.0,S. Napier misses 3-pt jump shot from 27 ft,,88,82
3,0:31.0,,Defensive rebound by R. Arcidiacono,88,82
3,0:11.0,,R. Arcidiacono misses 3-pt jump shot from 27 ft,88,82
3,0:05.0,,Offensive rebound by S. Harrison,88,82
3,0:02.0,,S. Harrison misses 2-pt layup from 2 ft,88,82
3,0:02.0,Defensive rebound by R. Kurucs,,88,82
3,0:02.0,,B. Portis misses 2-pt layup at rim,88,82
3,0:02.0,,Offensive rebound by B. Portis,88,82
3,0:00.0,R. Kurucs misses 3-pt jump shot from 53 ft,,88,82
3,0:00.0,Offensive rebound by Team,,88,82
4,11:48.0,Shooting foul by R. Arcidiacono (drawn by S. Napier),,88,82
4,11:48.0,S. Napier makes free throw 1 of 2,,89,82
4,11:48.0,S. Napier makes free throw 2 of 2,,90,82
4,11:31.0,,S. Harrison misses 3-pt jump shot from 26 ft,90,82
4,11:28.0,Defensive rebound by E. Davis,,90,82
4,11:13.0,E. Davis makes 2-pt dunk from 1 ft (assist by D. Russell),,92,82
4,10:54.0,,R. Lopez misses 2-pt hook shot from 4 ft,92,82
4,10:52.0,Defensive rebound by E. Davis,,92,82
4,10:46.0,D. Carroll misses 3-pt jump shot from 27 ft,,92,82
4,10:42.0,,Defensive rebound by L. Markkanen,92,82
4,10:35.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),92,85
4,10:13.0,D. Russell makes 2-pt jump shot from 15 ft,,94,85
4,9:59.0,,S. Harrison misses 3-pt jump shot from 23 ft,94,85
4,9:54.0,Defensive rebound by E. Davis,,94,85
4,9:49.0,D. Russell misses 3-pt jump shot from 25 ft,,94,85
4,9:46.0,Offensive rebound by D. Carroll,,94,85
4,9:39.0,S. Napier misses 2-pt jump shot from 13 ft,,94,85
4,9:36.0,,Defensive rebound by S. Harrison,94,85
4,9:21.0,,C. Hutchison misses 2-pt hook shot from 5 ft,94,85
4,9:20.0,Defensive rebound by E. Davis,,94,85
4,9:04.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. Russell),,97,85
4,9:03.0,,Chicago full timeout,97,85
4,9:03.0,,A. Blakeney enters the game for R. Arcidiacono,97,85
4,9:03.0,,W. Carter enters the game for S. Harrison,97,85
4,9:03.0,,K. Dunn enters the game for C. Hutchison,97,85
4,9:03.0,,Z. LaVine enters the game for R. Lopez,97,85
4,9:03.0,,B. Portis enters the game for L. Markkanen,97,85
4,8:44.0,,Z. LaVine misses 2-pt jump shot from 6 ft,97,85
4,8:42.0,Defensive rebound by S. Napier,,97,85
4,8:29.0,S. Napier makes 3-pt jump shot from 25 ft (assist by T. Graham),,100,85
4,8:10.0,,K. Dunn makes 2-pt jump shot from 13 ft (assist by A. Blakeney),100,87
4,7:52.0,Shooting foul by A. Blakeney (drawn by D. Carroll),,100,87
4,7:52.0,D. Carroll makes free throw 1 of 2,,101,87
4,7:52.0,D. Carroll misses free throw 2 of 2,,101,87
4,7:47.0,Offensive rebound by S. Napier,,101,87
4,7:36.0,T. Graham misses 3-pt jump shot from 23 ft,,101,87
4,7:31.0,,Defensive rebound by W. Carter,101,87
4,7:24.0,,A. Blakeney misses 3-pt jump shot from 26 ft,101,87
4,7:21.0,Defensive rebound by E. Davis,,101,87
4,7:02.0,D. Carroll misses 3-pt jump shot from 26 ft,,101,87
4,6:57.0,Offensive rebound by E. Davis,,101,87
4,6:50.0,S. Napier misses 3-pt jump shot from 25 ft,,101,87
4,6:46.0,,Defensive rebound by K. Dunn,101,87
4,6:41.0,,Turnover by B. Portis (lost ball; steal by S. Napier),101,87
4,6:27.0,D. Russell makes 3-pt jump shot from 26 ft,,104,87
4,6:25.0,,Chicago full timeout,104,87
4,6:25.0,,L. Markkanen enters the game for B. Portis,104,87
4,6:06.0,,K. Dunn makes 2-pt jump shot from 12 ft,104,89
4,5:43.0,Shooting foul by A. Blakeney (drawn by S. Napier),,104,89
4,5:43.0,S. Napier makes free throw 1 of 2,,105,89
4,5:43.0,S. Napier misses free throw 2 of 2,,105,89
4,5:41.0,Offensive rebound by Team,,105,89
4,5:27.0,T. Graham misses 2-pt jump shot from 9 ft (block by L. Markkanen),,105,89
4,5:24.0,,Defensive rebound by K. Dunn,105,89
4,5:22.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by K. Dunn),105,91
4,4:59.0,D. Russell misses 3-pt jump shot from 23 ft,,105,91
4,4:56.0,,Defensive rebound by A. Blakeney,105,91
4,4:51.0,,L. Markkanen misses 3-pt jump shot from 26 ft,105,91
4,4:47.0,Defensive rebound by E. Davis,,105,91
4,4:47.0,Brooklyn full timeout,,105,91
4,4:47.0,J. Dudley enters the game for T. Graham,,105,91
4,4:47.0,J. Harris enters the game for S. Napier,,105,91
4,4:29.0,D. Russell makes 2-pt jump shot from 16 ft,,107,91
4,4:15.0,,W. Carter misses 2-pt dunk from 1 ft,107,91
4,4:12.0,Defensive rebound by D. Russell,,107,91
4,3:52.0,Turnover by J. Harris (lost ball; steal by K. Dunn),,107,91
4,3:48.0,,K. Dunn makes 2-pt dunk from 1 ft,107,93
4,3:30.0,Turnover by D. Russell (lost ball; steal by K. Dunn),,107,93
4,3:28.0,,Turnover by L. Markkanen (lost ball; steal by J. Dudley),107,93
4,3:24.0,E. Davis makes 2-pt dunk at rim (assist by D. Russell),,109,93
4,3:19.0,,Personal take foul by D. Russell (drawn by Z. LaVine),109,93
4,3:19.0,S. Napier enters the game for J. Harris,,109,93
4,3:19.0,,R. Arcidiacono enters the game for A. Blakeney,109,93
4,3:19.0,,C. Felício enters the game for W. Carter,109,93
4,3:19.0,,S. Harrison enters the game for K. Dunn,109,93
4,3:19.0,,C. Hutchison enters the game for Z. LaVine,109,93
4,3:19.0,,W. Selden enters the game for L. Markkanen,109,93
4,3:07.0,,C. Hutchison misses 2-pt hook shot from 8 ft,109,93
4,3:05.0,Defensive rebound by E. Davis,,109,93
4,2:44.0,E. Davis misses 2-pt layup from 3 ft,,109,93
4,2:44.0,Offensive rebound by Team,,109,93
4,2:44.0,Turnover by Team (shot clock),,109,93
4,2:44.0,S. Dinwiddie enters the game for D. Russell,,109,93
4,2:31.0,,Shooting foul by E. Davis (drawn by W. Selden),109,93
4,2:31.0,,W. Selden misses free throw 1 of 2,109,93
4,2:31.0,,Offensive rebound by Team,109,93
4,2:31.0,,W. Selden makes free throw 2 of 2,109,94
4,2:12.0,S. Napier makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,111,94
