QUARTER,TIME_REMAINING,ORLANDO_ACTION,WASHINGTON_ACTION,ORLANDO_SCORE,WASHINGTON_SCORE
1,7:38.0,,B. Beal makes 2-pt jump shot from 10 ft (assist by J. Wall),11,13
1,7:12.0,E. Fournier misses 3-pt jump shot from 37 ft,,11,13
1,7:08.0,Offensive rebound by N. Vučević,,11,13
1,7:05.0,W. Iwundu makes 3-pt jump shot from 25 ft (assist by N. Vučević),,14,13
1,6:49.0,,Personal foul by W. Iwundu (drawn by O. Porter),14,13
1,6:49.0,,Washington full timeout,14,13
1,6:39.0,,B. Beal misses 2-pt layup from 3 ft,14,13
1,6:37.0,Defensive rebound by N. Vučević,,14,13
1,6:30.0,Turnover by D. Augustin (lost ball; steal by B. Beal),,14,13
1,6:26.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by B. Beal),14,16
1,6:03.0,Personal foul by B. Beal (drawn by D. Augustin),,14,16
1,6:03.0,T. Ross enters the game for W. Iwundu,,14,16
1,5:59.0,E. Fournier makes 2-pt jump shot from 20 ft,,16,16
1,5:41.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by O. Porter),16,19
1,5:23.0,T. Ross makes 3-pt jump shot from 27 ft (assist by E. Fournier),,19,19
1,5:10.0,,B. Beal misses 3-pt jump shot from 27 ft,19,19
1,5:07.0,Defensive rebound by T. Ross,,19,19
1,4:57.0,E. Fournier misses 2-pt layup from 2 ft,,19,19
1,4:54.0,Offensive rebound by A. Gordon,,19,19
1,4:54.0,A. Gordon makes 2-pt dunk from 1 ft,,21,19
1,4:46.0,,J. Wall misses 2-pt layup from 2 ft,21,19
1,4:43.0,,Offensive rebound by D. Howard,21,19
1,4:43.0,,D. Howard makes 2-pt layup at rim,21,21
1,4:29.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by T. Ross),,23,21
1,4:18.0,,D. Howard makes 2-pt layup from 2 ft (assist by J. Wall),23,23
1,4:01.0,Orlando full timeout,,23,23
1,4:01.0,J. Simmons enters the game for E. Fournier,,23,23
1,4:01.0,,K. Oubre enters the game for O. Porter,23,23
1,3:55.0,N. Vučević misses 3-pt jump shot from 28 ft,,23,23
1,3:48.0,,Defensive rebound by K. Oubre,23,23
1,3:35.0,,K. Oubre misses 2-pt layup from 4 ft (block by T. Ross),23,23
1,3:35.0,Defensive rebound by T. Ross,,23,23
1,3:32.0,Shooting foul by M. Morris (drawn by A. Gordon),,23,23
1,3:32.0,A. Gordon makes free throw 1 of 2,,24,23
1,3:32.0,M. Bamba enters the game for N. Vučević,,24,23
1,3:32.0,A. Gordon makes free throw 2 of 2,,25,23
1,3:15.0,,M. Morris misses 2-pt jump shot from 5 ft (block by J. Simmons),25,23
1,3:14.0,,Offensive rebound by Team,25,23
1,3:14.0,,A. Rivers enters the game for J. Wall,25,23
1,3:03.0,,K. Oubre misses 3-pt jump shot from 24 ft,25,23
1,3:02.0,,Offensive rebound by Team,25,23
1,3:02.0,Loose ball foul by M. Bamba (drawn by D. Howard),,25,23
1,2:54.0,,Personal foul by T. Ross (drawn by D. Howard),25,23
1,2:54.0,J. Grant enters the game for D. Augustin,,25,23
1,2:54.0,J. Martin enters the game for A. Gordon,,25,23
1,2:45.0,,B. Beal misses 3-pt jump shot from 26 ft,25,23
1,2:39.0,,Offensive rebound by M. Morris,25,23
1,2:39.0,,M. Morris makes 2-pt layup at rim,25,25
1,2:26.0,T. Ross makes 2-pt jump shot from 22 ft,,27,25
1,2:12.0,,B. Beal misses 3-pt jump shot from 26 ft,27,25
1,2:10.0,Defensive rebound by Team,,27,25
1,2:10.0,,I. Mahinmi enters the game for D. Howard,27,25
1,1:53.0,T. Ross makes 3-pt jump shot from 28 ft (assist by J. Simmons),,30,25
1,1:30.0,,K. Oubre misses 3-pt jump shot from 23 ft,30,25
1,1:27.0,Defensive rebound by J. Simmons,,30,25
1,1:17.0,J. Simmons misses 2-pt jump shot from 13 ft,,30,25
1,1:14.0,,Defensive rebound by M. Morris,30,25
1,1:07.0,,A. Rivers makes 2-pt layup from 1 ft,30,27
1,0:54.0,J. Grant misses 2-pt jump shot from 20 ft,,30,27
1,0:53.0,,Defensive rebound by B. Beal,30,27
1,0:47.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by M. Morris),30,30
1,0:37.0,Personal foul by B. Beal (drawn by J. Grant),,30,30
1,0:37.0,,T. Satoranský enters the game for B. Beal,30,30
1,0:25.0,J. Martin misses 2-pt layup from 5 ft (block by I. Mahinmi),,30,30
1,0:25.0,Offensive rebound by Team,,30,30
1,0:24.0,T. Ross misses 2-pt jump shot from 19 ft,,30,30
1,0:24.0,Offensive rebound by Team,,30,30
1,0:23.0,Turnover by Team (shot clock),,30,30
1,0:03.0,,K. Oubre misses 3-pt jump shot from 23 ft,30,30
1,0:03.0,,Offensive rebound by I. Mahinmi,30,30
1,0:01.0,,I. Mahinmi misses 2-pt hook shot from 8 ft,30,30
1,0:01.0,,Offensive rebound by Team,30,30
2,11:39.0,J. Grant misses 2-pt jump shot from 7 ft,,30,30
2,11:37.0,,Defensive rebound by K. Oubre,30,30
2,11:15.0,,J. Green makes 3-pt jump shot from 23 ft (assist by T. Satoranský),30,33
2,11:01.0,T. Ross makes 2-pt jump shot from 19 ft (assist by J. Grant),,32,33
2,10:52.0,,Personal foul by T. Ross (drawn by K. Oubre),32,33
2,10:48.0,,Personal foul by J. Grant (drawn by T. Satoranský),32,33
2,10:41.0,,Turnover by A. Rivers (bad pass),32,33
2,10:20.0,T. Ross makes 2-pt jump shot from 20 ft (assist by M. Bamba),,34,33
2,10:01.0,,T. Satoranský makes 3-pt jump shot from 23 ft (assist by A. Rivers),34,36
2,9:52.0,Orlando full timeout,,34,36
2,9:40.0,Personal foul by A. Rivers (drawn by J. Simmons),,34,36
2,9:35.0,J. Simmons misses 2-pt jump shot from 19 ft,,34,36
2,9:32.0,,Defensive rebound by J. Green,34,36
2,9:16.0,,Turnover by J. Green (out of bounds lost ball),34,36
2,9:05.0,M. Bamba misses 2-pt jump shot from 18 ft,,34,36
2,9:01.0,,Defensive rebound by T. Satoranský,34,36
2,8:49.0,,J. Green makes 3-pt jump shot from 26 ft (assist by K. Oubre),34,39
2,8:24.0,J. Simmons makes 2-pt jump shot from 6 ft,,36,39
2,8:09.0,,Shooting foul by M. Bamba (drawn by K. Oubre),36,39
2,8:09.0,,K. Oubre misses free throw 1 of 2,36,39
2,8:09.0,,Offensive rebound by Team,36,39
2,8:09.0,E. Fournier enters the game for T. Ross,,36,39
2,8:09.0,,K. Oubre makes free throw 2 of 2,36,40
2,7:56.0,Turnover by J. Martin (lost ball; steal by J. Green),,36,40
2,7:44.0,,A. Rivers misses 2-pt layup from 4 ft (block by M. Bamba),36,40
2,7:42.0,,Offensive rebound by K. Oubre,36,40
2,7:41.0,,K. Oubre misses 2-pt layup from 3 ft,36,40
2,7:40.0,Defensive rebound by J. Martin,,36,40
2,7:22.0,E. Fournier misses 2-pt jump shot from 10 ft,,36,40
2,7:20.0,,Defensive rebound by J. Green,36,40
2,7:04.0,,Shooting foul by E. Fournier (drawn by J. Green),36,40
2,7:04.0,A. Gordon enters the game for J. Martin,,36,40
2,7:04.0,,D. Howard enters the game for I. Mahinmi,36,40
2,7:04.0,,J. Wall enters the game for T. Satoranský,36,40
2,7:04.0,,J. Green makes free throw 1 of 2,36,41
2,7:04.0,,J. Green makes free throw 2 of 2,36,42
2,6:49.0,E. Fournier makes 2-pt layup from 2 ft (assist by J. Grant),,38,42
2,6:49.0,N. Vučević enters the game for M. Bamba,,38,42
2,6:49.0,,B. Beal enters the game for K. Oubre,38,42
2,6:28.0,,Turnover by J. Wall (lost ball; steal by J. Grant),38,42
2,6:25.0,Personal foul by A. Rivers (drawn by J. Simmons),,38,42
2,6:20.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by A. Gordon),,41,42
2,6:01.0,,D. Howard makes 2-pt layup from 1 ft (assist by J. Green),41,44
2,5:39.0,A. Gordon makes 2-pt layup from 3 ft (assist by N. Vučević),,43,44
2,5:23.0,,A. Rivers misses 2-pt jump shot from 7 ft,43,44
2,5:22.0,Defensive rebound by E. Fournier,,43,44
2,5:14.0,Turnover by E. Fournier (bad pass; steal by D. Howard),,43,44
2,5:12.0,,Personal foul by J. Simmons (drawn by B. Beal),43,44
2,5:12.0,D. Augustin enters the game for J. Grant,,43,44
2,5:12.0,,M. Morris enters the game for J. Green,43,44
2,5:12.0,,O. Porter enters the game for A. Rivers,43,44
2,5:12.0,,B. Beal makes free throw 1 of 2,43,45
2,5:12.0,,B. Beal misses free throw 2 of 2,43,45
2,5:10.0,Defensive rebound by J. Simmons,,43,45
2,4:59.0,Personal foul by D. Howard (drawn by J. Simmons),,43,45
2,4:52.0,J. Simmons misses 2-pt jump shot from 6 ft,,43,45
2,4:49.0,,Defensive rebound by O. Porter,43,45
2,4:45.0,,J. Wall makes 2-pt layup from 1 ft,43,47
2,4:27.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),,46,47
2,4:12.0,,Turnover by J. Wall (bad pass; steal by N. Vučević),46,47
2,3:58.0,J. Simmons misses 2-pt layup from 7 ft,,46,47
2,3:55.0,,Defensive rebound by B. Beal,46,47
2,3:52.0,,Shooting foul by E. Fournier (drawn by B. Beal),46,47
2,3:52.0,,B. Beal makes free throw 1 of 2,46,48
2,3:52.0,,B. Beal makes free throw 2 of 2,46,49
2,3:41.0,Turnover by N. Vučević (bad pass),,46,49
2,3:27.0,,M. Morris misses 2-pt layup from 4 ft,46,49
2,3:26.0,Defensive rebound by A. Gordon,,46,49
2,3:08.0,A. Gordon makes 2-pt dunk from 2 ft,,48,49
2,2:49.0,,J. Wall misses 2-pt jump shot from 13 ft,48,49
2,2:48.0,Defensive rebound by Team,,48,49
2,2:48.0,,Washington full timeout,48,49
2,2:48.0,W. Iwundu enters the game for E. Fournier,,48,49
2,2:30.0,A. Gordon misses 2-pt jump shot from 14 ft,,48,49
2,2:27.0,,Defensive rebound by J. Wall,48,49
2,2:12.0,,Offensive foul by D. Howard (drawn by J. Simmons),48,49
2,2:12.0,,Turnover by D. Howard (offensive foul),48,49
2,2:03.0,N. Vučević makes 2-pt jump shot from 20 ft,,50,49
2,1:49.0,,B. Beal makes 2-pt jump shot from 10 ft,50,51
2,1:37.0,A. Gordon misses 3-pt jump shot from 26 ft,,50,51
2,1:35.0,,Defensive rebound by J. Wall,50,51
2,1:30.0,,B. Beal misses 3-pt jump shot from 26 ft,50,51
2,1:26.0,Defensive rebound by W. Iwundu,,50,51
2,1:20.0,A. Gordon makes 2-pt dunk from 1 ft (assist by W. Iwundu),,52,51
2,1:08.0,,Turnover by B. Beal (bad pass; steal by A. Gordon),52,51
2,1:03.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by W. Iwundu),,55,51
2,0:45.0,,Turnover by B. Beal (lost ball; steal by A. Gordon),55,51
2,0:40.0,Turnover by A. Gordon (bad pass),,55,51
2,0:32.0,,J. Wall makes 2-pt layup from 2 ft,55,53
2,0:13.0,J. Simmons misses 2-pt layup from 3 ft (block by B. Beal),,55,53
2,0:08.0,,Defensive rebound by B. Beal,55,53
2,0:01.0,,J. Wall makes 2-pt layup from 3 ft,55,55
2,0:00.0,D. Augustin misses 3-pt jump shot from 52 ft,,55,55
2,0:00.0,Offensive rebound by Team,,55,55
3,11:46.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by E. Fournier),,57,55
3,11:29.0,,J. Wall makes 3-pt jump shot from 28 ft (assist by O. Porter),57,58
3,11:07.0,W. Iwundu makes 2-pt layup from 1 ft (assist by E. Fournier),,59,58
3,11:00.0,,J. Wall makes 2-pt layup from 1 ft,59,60
3,10:45.0,D. Augustin makes 2-pt jump shot from 15 ft,,61,60
3,10:45.0,Shooting foul by O. Porter (drawn by D. Augustin),,61,60
3,10:45.0,D. Augustin misses free throw 1 of 1,,61,60
3,10:45.0,,Defensive rebound by M. Morris,61,60
3,10:34.0,,B. Beal misses 3-pt jump shot from 27 ft,61,60
3,10:32.0,Defensive rebound by N. Vučević,,61,60
3,10:21.0,W. Iwundu makes 3-pt jump shot from 25 ft (assist by E. Fournier),,64,60
3,10:21.0,Shooting foul by O. Porter (drawn by W. Iwundu),,64,60
3,10:21.0,W. Iwundu misses free throw 1 of 1,,64,60
3,10:21.0,,Defensive rebound by D. Howard,64,60
3,10:15.0,,O. Porter misses 3-pt jump shot from 24 ft,64,60
3,10:13.0,Defensive rebound by A. Gordon,,64,60
3,10:05.0,D. Augustin makes 2-pt layup from 2 ft (assist by A. Gordon),,66,60
3,10:05.0,,Washington full timeout,66,60
3,9:55.0,,Personal foul by D. Augustin (drawn by J. Wall),66,60
3,9:44.0,,Turnover by B. Beal (bad pass),66,60
3,9:32.0,A. Gordon misses 3-pt jump shot from 25 ft,,66,60
3,9:30.0,,Defensive rebound by D. Howard,66,60
3,9:16.0,,B. Beal misses 2-pt jump shot from 12 ft,66,60
3,9:15.0,,Offensive rebound by Team,66,60
3,9:15.0,Loose ball foul by W. Iwundu (drawn by D. Howard),,66,60
3,9:08.0,,B. Beal makes 2-pt layup from 2 ft (assist by O. Porter),66,62
3,8:49.0,E. Fournier misses 2-pt layup from 11 ft,,66,62
3,8:49.0,,Defensive rebound by Team,66,62
3,8:36.0,,J. Wall misses 2-pt layup from 1 ft,66,62
3,8:34.0,Defensive rebound by N. Vučević,,66,62
3,8:27.0,A. Gordon misses 3-pt jump shot from 23 ft,,66,62
3,8:25.0,,Defensive rebound by D. Howard,66,62
3,8:08.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),66,65
3,7:52.0,Turnover by N. Vučević (lost ball; steal by D. Howard),,66,65
3,7:51.0,,Personal foul by D. Augustin (drawn by B. Beal),66,65
3,7:44.0,,B. Beal misses 2-pt jump shot from 17 ft,66,65
3,7:42.0,Defensive rebound by A. Gordon,,66,65
3,7:34.0,A. Gordon makes 2-pt jump shot from 18 ft,,68,65
3,7:19.0,,M. Morris misses 3-pt jump shot from 27 ft,68,65
3,7:15.0,Defensive rebound by N. Vučević,,68,65
3,7:07.0,D. Augustin makes 2-pt layup from 1 ft,,70,65
3,6:50.0,,B. Beal misses 3-pt jump shot from 26 ft,70,65
3,6:46.0,Defensive rebound by A. Gordon,,70,65
3,6:41.0,D. Augustin misses 3-pt jump shot from 28 ft,,70,65
3,6:38.0,,Defensive rebound by D. Howard,70,65
3,6:35.0,,Personal foul by D. Augustin (drawn by J. Wall),70,65
3,6:22.0,,O. Porter misses 3-pt jump shot from 24 ft,70,65
3,6:18.0,Defensive rebound by E. Fournier,,70,65
3,5:58.0,E. Fournier misses 3-pt jump shot from 29 ft,,70,65
3,5:54.0,,Defensive rebound by D. Howard,70,65
3,5:50.0,,J. Wall misses 3-pt jump shot from 26 ft,70,65
3,5:47.0,Defensive rebound by A. Gordon,,70,65
3,5:47.0,T. Ross enters the game for W. Iwundu,,70,65
3,5:29.0,N. Vučević misses 2-pt layup from 10 ft (block by D. Howard),,70,65
3,5:28.0,,Defensive rebound by M. Morris,70,65
3,5:27.0,,Turnover by M. Morris (bad pass; steal by E. Fournier),70,65
3,5:27.0,Shooting foul by D. Howard (drawn by E. Fournier),,70,65
3,5:27.0,E. Fournier makes free throw 1 of 2,,71,65
3,5:27.0,E. Fournier makes free throw 2 of 2,,72,65
3,5:11.0,,B. Beal misses 2-pt jump shot from 14 ft,72,65
3,5:07.0,Defensive rebound by D. Augustin,,72,65
3,4:57.0,E. Fournier makes 3-pt jump shot from 28 ft (assist by T. Ross),,75,65
3,4:56.0,,Washington full timeout,75,65
3,4:40.0,,B. Beal makes 2-pt jump shot from 5 ft,75,67
3,4:20.0,T. Ross misses 2-pt jump shot from 8 ft,,75,67
3,4:17.0,Offensive rebound by N. Vučević,,75,67
3,4:17.0,N. Vučević makes 2-pt layup at rim,,77,67
3,4:03.0,,D. Howard makes 2-pt hook shot from 1 ft (assist by O. Porter),77,69
3,3:49.0,T. Ross misses 2-pt jump shot from 13 ft,,77,69
3,3:47.0,,Defensive rebound by M. Morris,77,69
3,3:47.0,J. Simmons enters the game for E. Fournier,,77,69
3,3:47.0,,A. Rivers enters the game for O. Porter,77,69
3,3:25.0,,B. Beal misses 3-pt jump shot from 29 ft,77,69
3,3:22.0,,Offensive rebound by B. Beal,77,69
3,3:10.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by J. Wall),77,71
3,2:51.0,J. Simmons misses 3-pt jump shot from 25 ft,,77,71
3,2:49.0,,Defensive rebound by B. Beal,77,71
3,2:39.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),77,74
3,2:19.0,N. Vučević misses 3-pt jump shot from 27 ft,,77,74
3,2:15.0,,Defensive rebound by B. Beal,77,74
3,2:13.0,,J. Wall misses 2-pt layup from 3 ft,77,74
3,2:10.0,,Offensive rebound by D. Howard,77,74
3,2:09.0,,D. Howard misses 2-pt dunk from 3 ft (block by J. Simmons),77,74
3,2:09.0,Defensive rebound by A. Gordon,,77,74
3,2:09.0,Personal foul by M. Morris (drawn by A. Gordon),,77,74
3,2:09.0,J. Martin enters the game for A. Gordon,,77,74
3,2:09.0,,J. Green enters the game for M. Morris,77,74
3,2:09.0,,T. Satoranský enters the game for J. Wall,77,74
3,2:02.0,J. Martin misses 3-pt jump shot from 23 ft,,77,74
3,2:00.0,,Defensive rebound by B. Beal,77,74
3,1:52.0,,D. Howard makes 2-pt layup from 1 ft (assist by B. Beal),77,76
3,1:52.0,,Shooting foul by N. Vučević (drawn by D. Howard),77,76
3,1:52.0,M. Bamba enters the game for D. Augustin,,77,76
3,1:52.0,J. Grant enters the game for N. Vučević,,77,76
3,1:52.0,,D. Howard makes free throw 1 of 1,77,77
3,1:37.0,Turnover by J. Simmons (bad pass; steal by B. Beal),,77,77
3,1:35.0,,B. Beal makes 2-pt dunk from 2 ft,77,79
3,1:35.0,Orlando full timeout,,77,79
3,1:23.0,T. Ross misses 2-pt jump shot from 21 ft,,77,79
3,1:16.0,,Defensive rebound by B. Beal,77,79
3,1:12.0,,Personal foul by M. Bamba (drawn by D. Howard),77,79
3,1:12.0,,D. Howard misses free throw 1 of 2,77,79
3,1:12.0,,Offensive rebound by Team,77,79
3,1:12.0,,D. Howard makes free throw 2 of 2,77,80
3,0:58.0,T. Ross makes 3-pt jump shot from 28 ft (assist by J. Simmons),,80,80
3,0:45.0,,Personal foul by M. Bamba (drawn by D. Howard),80,80
3,0:45.0,,D. Howard misses free throw 1 of 2,80,80
3,0:45.0,,Offensive rebound by Team,80,80
3,0:45.0,,D. Howard makes free throw 2 of 2,80,81
3,0:23.0,Shooting foul by B. Beal (drawn by T. Ross),,80,81
3,0:23.0,T. Ross makes free throw 1 of 3,,81,81
3,0:23.0,T. Ross makes free throw 2 of 3,,82,81
3,0:23.0,T. Ross makes free throw 3 of 3,,83,81
3,0:02.0,,T. Satoranský misses 3-pt jump shot from 25 ft,83,81
3,0:00.0,,Offensive rebound by Team,83,81
3,0:00.0,Loose ball foul by J. Martin (drawn by D. Howard),,83,81
3,0:00.0,,D. Howard makes free throw 1 of 2,83,82
3,0:00.0,,D. Howard makes free throw 2 of 2,83,83
4,11:45.0,,Shooting foul by M. Bamba (drawn by M. Morris),83,83
4,11:45.0,,M. Morris misses free throw 1 of 2,83,83
4,11:45.0,,Offensive rebound by Team,83,83
4,11:45.0,K. Birch enters the game for M. Bamba,,83,83
4,11:45.0,,M. Morris makes free throw 2 of 2,83,84
4,11:24.0,J. Simmons misses 2-pt hook shot from 12 ft,,83,84
4,11:21.0,,Defensive rebound by J. Green,83,84
4,11:04.0,,A. Rivers misses 3-pt jump shot from 27 ft,83,84
4,11:04.0,Defensive rebound by T. Ross,,83,84
4,10:50.0,J. Grant makes 3-pt jump shot from 27 ft (assist by J. Martin),,86,84
4,10:40.0,,Personal foul by K. Birch (drawn by J. Green),86,84
4,10:32.0,,T. Satoranský misses 3-pt jump shot from 23 ft,86,84
4,10:30.0,Defensive rebound by J. Simmons,,86,84
4,10:24.0,Turnover by J. Simmons (lost ball; steal by J. Green),,86,84
4,10:21.0,,Shooting foul by J. Grant (drawn by T. Satoranský),86,84
4,10:21.0,,T. Satoranský makes free throw 1 of 2,86,85
4,10:21.0,,T. Satoranský makes free throw 2 of 2,86,86
4,9:58.0,T. Ross makes 3-pt jump shot from 27 ft,,89,86
4,9:30.0,,J. Green makes 3-pt jump shot from 28 ft (assist by A. Rivers),89,89
4,9:14.0,T. Ross misses 2-pt jump shot from 21 ft,,89,89
4,9:14.0,Offensive rebound by Team,,89,89
4,9:14.0,,Loose ball foul by M. Morris (drawn by J. Simmons),89,89
4,9:10.0,T. Ross misses 2-pt jump shot from 16 ft,,89,89
4,9:07.0,,Defensive rebound by A. Rivers,89,89
4,9:06.0,,Shooting foul by K. Birch (drawn by A. Rivers),89,89
4,9:06.0,,A. Rivers misses free throw 1 of 2,89,89
4,9:06.0,,Offensive rebound by Team,89,89
4,9:06.0,,A. Rivers makes free throw 2 of 2,89,90
4,8:52.0,Turnover by J. Martin (offensive foul),,89,90
4,8:52.0,Offensive foul by J. Martin (drawn by J. Green),,89,90
4,8:32.0,,J. Green makes 2-pt jump shot from 16 ft,89,92
4,8:15.0,J. Simmons misses 2-pt jump shot from 6 ft (block by J. Green),,89,92
4,8:12.0,Offensive rebound by J. Grant,,89,92
4,8:09.0,J. Simmons makes 3-pt jump shot from 27 ft (assist by J. Grant),,92,92
4,7:47.0,,T. Satoranský makes 2-pt jump shot from 10 ft,92,94
4,7:25.0,T. Ross misses 3-pt jump shot from 26 ft,,92,94
4,7:22.0,Offensive rebound by J. Martin,,92,94
4,7:22.0,J. Martin makes 2-pt dunk at rim,,94,94
4,7:22.0,,Washington full timeout,94,94
4,7:22.0,E. Fournier enters the game for J. Martin,,94,94
4,7:22.0,A. Gordon enters the game for T. Ross,,94,94
4,7:22.0,,B. Beal enters the game for A. Rivers,94,94
4,7:22.0,,J. Wall enters the game for T. Satoranský,94,94
4,7:11.0,,Personal foul by A. Gordon (drawn by M. Morris),94,94
4,7:11.0,,M. Morris makes free throw 1 of 2,94,95
4,7:11.0,,M. Morris makes free throw 2 of 2,94,96
4,7:11.0,D. Augustin enters the game for K. Birch,,94,96
4,7:11.0,N. Vučević enters the game for J. Grant,,94,96
4,6:52.0,Turnover by J. Simmons (lost ball; steal by K. Oubre),,94,96
4,6:41.0,,J. Green makes 3-pt jump shot from 27 ft (assist by J. Wall),94,99
4,6:39.0,Orlando full timeout,,94,99
4,6:17.0,N. Vučević makes 2-pt hook shot from 8 ft (assist by E. Fournier),,96,99
4,6:01.0,,J. Green makes 2-pt dunk from 1 ft (assist by J. Wall),96,101
4,5:48.0,Personal foul by K. Oubre (drawn by A. Gordon),,96,101
4,5:37.0,A. Gordon misses 3-pt jump shot from 25 ft,,96,101
4,5:33.0,,Defensive rebound by M. Morris,96,101
4,5:16.0,,J. Wall makes 2-pt jump shot from 18 ft,96,103
4,5:04.0,E. Fournier makes 2-pt jump shot from 12 ft (assist by D. Augustin),,98,103
4,4:47.0,,Shooting foul by N. Vučević (drawn by J. Wall),98,103
4,4:47.0,,J. Wall makes free throw 1 of 2,98,104
4,4:47.0,T. Ross enters the game for J. Simmons,,98,104
4,4:47.0,,J. Wall misses free throw 2 of 2,98,104
4,4:45.0,Defensive rebound by N. Vučević,,98,104
4,4:32.0,N. Vučević misses 2-pt layup from 3 ft (block by M. Morris),,98,104
4,4:32.0,,Defensive rebound by J. Green,98,104
4,4:19.0,,J. Wall makes 2-pt jump shot from 11 ft,98,106
4,4:17.0,Orlando full timeout,,98,106
4,4:04.0,N. Vučević misses 2-pt layup from 2 ft,,98,106
4,4:03.0,Offensive rebound by N. Vučević,,98,106
4,4:02.0,N. Vučević misses 2-pt layup from 1 ft,,98,106
4,4:01.0,,Defensive rebound by J. Green,98,106
4,4:00.0,,Shooting foul by T. Ross (drawn by J. Wall),98,106
4,4:00.0,,J. Wall makes free throw 1 of 2,98,107
4,4:00.0,,J. Wall makes free throw 2 of 2,98,108
4,3:53.0,D. Augustin makes 3-pt jump shot from 29 ft,,101,108
4,3:32.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),101,110
4,3:18.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),,104,110
4,2:52.0,,J. Green misses 3-pt jump shot from 27 ft,104,110
4,2:52.0,,Offensive rebound by Team,104,110
4,2:52.0,,Turnover by Team (shot clock),104,110
4,2:40.0,Shooting foul by J. Wall (drawn by E. Fournier),,104,110
4,2:40.0,Offensive rebound by Team,,104,110
4,2:40.0,E. Fournier misses free throw 1 of 2,,104,110
4,2:40.0,E. Fournier makes free throw 2 of 2,,105,110
4,2:27.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),105,113
4,2:11.0,A. Gordon makes 2-pt layup from 4 ft (assist by D. Augustin),,107,113
4,1:55.0,,B. Beal misses 3-pt jump shot from 25 ft,107,113
4,1:52.0,Defensive rebound by N. Vučević,,107,113
4,1:48.0,E. Fournier misses 3-pt jump shot from 23 ft (block by J. Wall),,107,113
4,1:46.0,,Defensive rebound by J. Wall,107,113
4,1:46.0,,Personal foul by E. Fournier (drawn by J. Wall),107,113
4,1:46.0,,J. Wall misses free throw 1 of 2,107,113
4,1:46.0,,Offensive rebound by Team,107,113
4,1:46.0,,J. Wall makes free throw 2 of 2,107,114
4,1:35.0,N. Vučević misses 2-pt layup from 4 ft,,107,114
