QUARTER,TIME_REMAINING,HOUSTON_ACTION,LA LAKERS_ACTION,HOUSTON_SCORE,LA LAKERS_SCORE
1,0:34.0,C. Paul makes free throw 2 of 2,,28,26
1,0:28.0,,L. Stephenson misses 2-pt jump shot from 17 ft,28,26
1,0:27.0,Defensive rebound by Team,,28,26
1,0:27.0,,Loose ball foul by J. Hart (drawn by C. Paul),28,26
1,0:27.0,C. Paul misses free throw 1 of 2,,28,26
1,0:27.0,Offensive rebound by Team,,28,26
1,0:27.0,C. Paul makes free throw 2 of 2,,29,26
1,0:07.0,,K. Kuzma makes 2-pt layup from 4 ft (assist by L. Ball),29,28
1,0:01.0,C. Anthony makes 2-pt jump shot from 15 ft (assist by C. Paul),,31,28
2,11:39.0,C. Capela makes 2-pt dunk from 2 ft (assist by C. Anthony),,33,28
2,11:24.0,,Turnover by L. James (bad pass; steal by C. Anthony),33,28
2,11:18.0,C. Paul makes 2-pt layup from 1 ft,,35,28
2,11:04.0,,K. Kuzma misses 3-pt jump shot from 27 ft,35,28
2,11:02.0,Defensive rebound by C. Paul,,35,28
2,10:55.0,C. Capela makes 2-pt layup from 2 ft (assist by C. Paul),,37,28
2,10:46.0,,L. Ball makes 3-pt jump shot from 26 ft,37,31
2,10:28.0,E. Gordon makes 2-pt layup from 3 ft (assist by C. Paul),,39,31
2,10:19.0,,Personal foul by C. Paul (drawn by L. James),39,31
2,10:19.0,J. Ennis enters the game for C. Anthony,,39,31
2,10:19.0,J. Harden enters the game for E. Gordon,,39,31
2,10:19.0,P. Tucker enters the game for G. Green,,39,31
2,10:17.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by L. James),39,34
2,9:53.0,C. Paul misses 2-pt jump shot from 13 ft,,39,34
2,9:49.0,Offensive rebound by J. Ennis,,39,34
2,9:41.0,J. Ennis misses 3-pt jump shot from 25 ft,,39,34
2,9:36.0,,Defensive rebound by L. Ball,39,34
2,9:28.0,,K. Kuzma makes 2-pt layup from 3 ft (assist by L. Ball),39,36
2,9:16.0,J. Harden misses 3-pt jump shot from 24 ft,,39,36
2,9:15.0,,Defensive rebound by Team,39,36
2,8:51.0,,L. James makes 2-pt layup from 1 ft,39,38
2,8:29.0,C. Paul makes 3-pt jump shot from 26 ft,,42,38
2,8:20.0,,J. Hart makes 2-pt layup from 3 ft (assist by L. Ball),42,40
2,8:12.0,Turnover by C. Capela (bad pass; steal by J. Hart),,42,40
2,8:08.0,,J. Hart makes 2-pt layup from 3 ft,42,42
2,8:07.0,Houston full timeout,,42,42
2,8:07.0,G. Green enters the game for C. Capela,,42,42
2,7:59.0,J. Harden misses 3-pt jump shot from 27 ft,,42,42
2,7:56.0,Offensive rebound by P. Tucker,,42,42
2,7:42.0,J. Harden misses 3-pt jump shot from 26 ft,,42,42
2,7:40.0,,Defensive rebound by L. Stephenson,42,42
2,7:37.0,,L. James makes 2-pt layup at rim (assist by J. Hart),42,44
2,7:09.0,C. Paul misses 3-pt jump shot from 26 ft,,42,44
2,7:05.0,Offensive rebound by C. Paul,,42,44
2,7:01.0,Turnover by C. Paul (bad pass; steal by L. Stephenson),,42,44
2,6:55.0,,J. Hart misses 3-pt jump shot from 23 ft,42,44
2,6:52.0,Defensive rebound by G. Green,,42,44
2,6:50.0,G. Green makes 2-pt layup from 2 ft (assist by C. Paul),,44,44
2,6:50.0,,Violation by Team (def goaltending),44,44
2,6:32.0,,K. Kuzma misses 3-pt jump shot from 25 ft,44,44
2,6:30.0,Defensive rebound by J. Harden,,44,44
2,6:25.0,J. Harden makes 3-pt jump shot from 26 ft,,47,44
2,6:18.0,,LA Lakers full timeout,47,44
2,6:18.0,C. Capela enters the game for G. Green,,47,44
2,6:18.0,E. Gordon enters the game for C. Paul,,47,44
2,6:18.0,,K. Caldwell-Pope enters the game for L. Ball,47,44
2,6:18.0,,B. Ingram enters the game for J. Hart,47,44
2,6:18.0,,J. McGee enters the game for L. James,47,44
2,6:18.0,,R. Rondo enters the game for K. Kuzma,47,44
2,6:12.0,,L. Stephenson makes 2-pt jump shot from 18 ft,47,46
2,5:58.0,Shooting foul by R. Rondo (drawn by J. Harden),,47,46
2,5:58.0,J. Harden makes free throw 1 of 2,,48,46
2,5:58.0,J. Harden makes free throw 2 of 2,,49,46
2,5:46.0,,L. Stephenson makes 2-pt layup from 3 ft,49,48
2,5:36.0,C. Capela misses 2-pt dunk from 3 ft (block by J. McGee),,49,48
2,5:34.0,,Defensive rebound by J. McGee,49,48
2,5:26.0,,L. Stephenson makes 2-pt layup from 3 ft (assist by R. Rondo),49,50
2,5:25.0,Technical foul by J. Harden,,49,50
2,5:25.0,,K. Caldwell-Pope misses technical free throw,49,50
2,5:25.0,Defensive rebound by Team,,49,50
2,5:13.0,E. Gordon misses 3-pt jump shot from 26 ft,,49,50
2,5:07.0,Offensive rebound by J. Ennis,,49,50
2,5:07.0,J. Ennis misses 2-pt layup at rim,,49,50
2,5:06.0,,Defensive rebound by B. Ingram,49,50
2,5:05.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,49,50
2,5:04.0,,Offensive rebound by Team,49,50
2,5:04.0,Loose ball foul by C. Capela (drawn by L. Stephenson),,49,50
2,4:58.0,,L. Stephenson misses 3-pt jump shot from 25 ft,49,50
2,4:56.0,Defensive rebound by J. Ennis,,49,50
2,4:50.0,C. Capela misses 2-pt layup from 2 ft (block by J. McGee),,49,50
2,4:47.0,,Defensive rebound by J. McGee,49,50
2,4:44.0,,Turnover by R. Rondo (bad pass; steal by J. Harden),49,50
2,4:41.0,Personal foul by L. Stephenson (drawn by E. Gordon),,49,50
2,4:41.0,C. Anthony enters the game for C. Capela,,49,50
2,4:41.0,C. Paul enters the game for J. Ennis,,49,50
2,4:41.0,,L. James enters the game for L. Stephenson,49,50
2,4:26.0,J. Harden makes 2-pt dunk from 4 ft,,51,50
2,4:19.0,,Turnover by B. Ingram (out of bounds lost ball),51,50
2,4:05.0,Shooting foul by B. Ingram (drawn by J. Harden),,51,50
2,4:05.0,,J. Hart enters the game for J. McGee,51,50
2,4:05.0,J. Harden makes free throw 1 of 2,,52,50
2,4:05.0,J. Harden misses free throw 2 of 2,,52,50
2,4:05.0,,Defensive rebound by R. Rondo,52,50
2,4:02.0,,Turnover by R. Rondo (bad pass; steal by J. Harden),52,50
2,3:54.0,C. Anthony misses 3-pt jump shot from 26 ft,,52,50
2,3:52.0,,Defensive rebound by J. Hart,52,50
2,3:45.0,,R. Rondo makes 2-pt jump shot from 18 ft,52,52
2,3:28.0,J. Harden misses 3-pt jump shot from 26 ft,,52,52
2,3:26.0,,Defensive rebound by K. Caldwell-Pope,52,52
2,3:25.0,,Shooting foul by C. Paul (drawn by L. James),52,52
2,3:25.0,,L. James makes free throw 1 of 2,52,53
2,3:25.0,,K. Kuzma enters the game for K. Caldwell-Pope,52,53
2,3:25.0,,L. James misses free throw 2 of 2,52,53
2,3:22.0,Defensive rebound by P. Tucker,,52,53
2,3:13.0,C. Paul makes 2-pt layup from 3 ft,,54,53
2,3:13.0,Shooting foul by K. Kuzma (drawn by C. Paul),,54,53
2,3:13.0,C. Paul makes free throw 1 of 1,,55,53
2,3:02.0,,L. James misses 2-pt layup from 2 ft,55,53
2,2:59.0,Defensive rebound by P. Tucker,,55,53
2,2:54.0,J. Harden misses 2-pt layup from 1 ft (block by L. James),,55,53
2,2:54.0,,Defensive rebound by L. James,55,53
2,2:41.0,,L. James makes 2-pt layup from 1 ft,55,55
2,2:25.0,C. Paul makes 2-pt jump shot from 4 ft,,57,55
2,2:20.0,,Offensive foul by B. Ingram (drawn by J. Harden),57,55
2,2:20.0,,Turnover by B. Ingram (offensive foul),57,55
2,2:09.0,Offensive foul by C. Anthony (drawn by B. Ingram),,57,55
2,2:09.0,Turnover by C. Anthony (offensive foul),,57,55
2,1:57.0,,R. Rondo makes 3-pt jump shot from 26 ft,57,58
2,1:42.0,C. Paul misses 2-pt layup from 2 ft (block by K. Kuzma),,57,58
2,1:42.0,Offensive rebound by Team,,57,58
2,1:42.0,C. Capela enters the game for P. Tucker,,57,58
2,1:40.0,J. Harden misses 2-pt layup from 2 ft,,57,58
2,1:37.0,Offensive rebound by J. Harden,,57,58
2,1:30.0,Shooting foul by K. Kuzma (drawn by J. Harden),,57,58
2,1:30.0,J. Harden makes free throw 1 of 3,,58,58
2,1:30.0,J. Harden makes free throw 2 of 3,,59,58
2,1:30.0,,J. McGee enters the game for K. Kuzma,59,58
2,1:30.0,J. Harden makes free throw 3 of 3,,60,58
2,1:23.0,,L. James misses 2-pt layup from 2 ft,60,58
2,1:19.0,,Offensive rebound by J. McGee,60,58
2,1:14.0,,L. James misses 3-pt jump shot from 27 ft,60,58
2,1:11.0,,Offensive rebound by J. McGee,60,58
2,1:10.0,,J. McGee makes 2-pt layup from 2 ft,60,60
2,1:03.0,Turnover by J. Harden (lost ball; steal by L. James),,60,60
2,0:58.0,,J. Hart makes 2-pt layup from 1 ft (assist by L. James),60,62
2,0:45.0,J. Harden makes 3-pt jump shot from 27 ft (assist by C. Paul),,63,62
2,0:33.0,,J. McGee misses 2-pt jump shot from 15 ft,63,62
2,0:30.0,Defensive rebound by C. Paul,,63,62
2,0:27.0,Shooting foul by R. Rondo (drawn by C. Paul),,63,62
2,0:27.0,Offensive rebound by Team,,63,62
2,0:27.0,C. Paul misses free throw 1 of 2,,63,62
2,0:27.0,,K. Caldwell-Pope enters the game for J. McGee,63,62
2,0:27.0,C. Paul makes free throw 2 of 2,,64,62
2,0:04.0,,L. James misses 2-pt layup from 1 ft,64,62
2,0:04.0,Defensive rebound by Team,,64,62
2,0:03.0,,Loose ball foul by R. Rondo (drawn by C. Paul),64,62
2,0:03.0,C. Paul makes free throw 1 of 2,,65,62
2,0:03.0,P. Tucker enters the game for C. Capela,,65,62
2,0:03.0,,J. McGee enters the game for R. Rondo,65,62
2,0:03.0,C. Paul makes free throw 2 of 2,,66,62
2,0:00.0,,J. Hart misses 3-pt jump shot from 25 ft,66,62
2,0:00.0,,Offensive rebound by Team,66,62
3,11:44.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by J. Harden),,69,62
3,11:25.0,,K. Caldwell-Pope misses 2-pt layup from 3 ft,69,62
3,11:23.0,Defensive rebound by C. Capela,,69,62
3,11:18.0,J. Ennis makes 3-pt jump shot from 24 ft (assist by C. Paul),,72,62
3,11:08.0,,L. James makes 3-pt jump shot from 26 ft,72,65
3,11:08.0,Turnover by P. Tucker (turnover),,72,65
3,11:08.0,,Away from play foul by P. Tucker (drawn by J. McGee),72,65
3,11:08.0,,J. McGee makes free throw 1 of 1,72,66
3,10:59.0,Offensive foul by J. Harden (drawn by K. Caldwell-Pope),,72,66
3,10:59.0,Turnover by J. Harden (offensive foul),,72,66
3,10:53.0,,Personal foul by P. Tucker (drawn by L. James),72,66
3,10:46.0,,L. James misses 3-pt jump shot from 25 ft,72,66
3,10:41.0,,Offensive rebound by R. Rondo,72,66
3,10:41.0,,R. Rondo makes 2-pt layup at rim,72,68
3,10:33.0,Turnover by C. Paul (bad pass; steal by B. Ingram),,72,68
3,10:31.0,,Turnover by B. Ingram (lost ball; steal by J. Ennis),72,68
3,10:27.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Ennis),,74,68
3,10:27.0,Shooting foul by J. McGee (drawn by C. Capela),,74,68
3,10:27.0,C. Capela makes free throw 1 of 1,,75,68
3,10:11.0,,J. McGee makes 2-pt jump shot from 16 ft,75,70
3,9:48.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,77,70
3,9:33.0,,J. McGee misses 2-pt jump shot from 8 ft,77,70
3,9:30.0,Defensive rebound by J. Ennis,,77,70
3,9:27.0,Personal foul by B. Ingram (drawn by C. Paul),,77,70
3,9:15.0,Turnover by J. Harden (step out of bounds),,77,70
3,8:58.0,,J. McGee makes 2-pt dunk from 2 ft (assist by R. Rondo),77,72
3,8:40.0,C. Paul makes 2-pt jump shot from 14 ft,,79,72
3,8:21.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by L. James),79,74
3,8:00.0,C. Capela misses 2-pt dunk from 2 ft,,79,74
3,8:00.0,Offensive rebound by C. Capela,,79,74
3,8:00.0,Shooting foul by J. McGee (drawn by C. Capela),,79,74
3,8:00.0,C. Capela misses free throw 1 of 2,,79,74
3,8:00.0,Offensive rebound by Team,,79,74
3,8:00.0,C. Capela misses free throw 2 of 2,,79,74
3,7:58.0,,Defensive rebound by J. McGee,79,74
3,7:41.0,,K. Caldwell-Pope misses 2-pt jump shot from 22 ft,79,74
3,7:36.0,Defensive rebound by P. Tucker,,79,74
3,7:30.0,J. Harden misses 2-pt layup from 2 ft,,79,74
3,7:28.0,,Defensive rebound by L. James,79,74
3,7:23.0,,J. McGee makes 2-pt layup at rim (assist by L. James),79,76
3,7:23.0,Houston full timeout,,79,76
3,7:23.0,C. Anthony enters the game for C. Capela,,79,76
3,7:23.0,E. Gordon enters the game for J. Ennis,,79,76
3,7:23.0,G. Green enters the game for C. Paul,,79,76
3,7:23.0,,J. Hart enters the game for J. McGee,79,76
3,7:08.0,Offensive foul by C. Anthony (drawn by J. Hart),,79,76
3,7:08.0,Turnover by C. Anthony (offensive foul),,79,76
3,7:05.0,,Turnover by J. Hart (bad pass; steal by G. Green),79,76
3,6:58.0,G. Green makes 3-pt jump shot from 27 ft,,82,76
3,6:43.0,,J. Hart misses 3-pt jump shot from 25 ft,82,76
3,6:42.0,Defensive rebound by E. Gordon,,82,76
3,6:20.0,J. Harden makes 2-pt layup from 3 ft,,84,76
3,6:10.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by R. Rondo),84,78
3,6:10.0,,Shooting foul by E. Gordon (drawn by K. Caldwell-Pope),84,78
3,6:10.0,,K. Caldwell-Pope makes free throw 1 of 1,84,79
3,5:47.0,J. Harden misses 3-pt jump shot from 28 ft,,84,79
3,5:45.0,,Defensive rebound by K. Caldwell-Pope,84,79
3,5:39.0,,L. James makes 2-pt layup from 2 ft (assist by R. Rondo),84,81
3,5:26.0,Turnover by E. Gordon (out of bounds lost ball),,84,81
3,5:08.0,,B. Ingram misses 3-pt jump shot from 25 ft,84,81
3,5:06.0,Defensive rebound by J. Harden,,84,81
3,4:59.0,C. Anthony makes 2-pt jump shot from 13 ft,,86,81
3,4:45.0,,B. Ingram makes 2-pt layup from 2 ft (assist by R. Rondo),86,83
3,4:44.0,,Violation by Team (delay of game),86,83
3,4:22.0,G. Green makes 3-pt jump shot from 23 ft (assist by P. Tucker),,89,83
3,4:01.0,,L. James makes 2-pt layup from 2 ft (assist by R. Rondo),89,85
3,3:52.0,E. Gordon makes 2-pt hook shot from 2 ft (assist by P. Tucker),,91,85
3,3:52.0,,LA Lakers full timeout,91,85
3,3:52.0,C. Capela enters the game for P. Tucker,,91,85
3,3:52.0,,L. Ball enters the game for K. Caldwell-Pope,91,85
3,3:52.0,,K. Kuzma enters the game for L. James,91,85
3,3:43.0,,B. Ingram makes 2-pt layup from 2 ft (assist by R. Rondo),91,87
3,3:23.0,E. Gordon misses 2-pt layup from 3 ft,,91,87
3,3:21.0,,Defensive rebound by R. Rondo,91,87
3,3:17.0,,J. Hart misses 3-pt jump shot from 26 ft,91,87
3,3:14.0,Defensive rebound by C. Capela,,91,87
3,3:10.0,Turnover by J. Harden (bad pass; steal by J. Hart),,91,87
3,3:05.0,,J. Hart misses 2-pt layup from 2 ft (block by C. Capela),91,87
3,2:57.0,,Offensive rebound by B. Ingram,91,87
3,2:57.0,,B. Ingram makes 2-pt layup at rim,91,89
3,2:44.0,C. Capela misses 2-pt layup from 2 ft (block by J. Hart),,91,89
3,2:39.0,,Defensive rebound by R. Rondo,91,89
3,2:26.0,,L. Ball makes 3-pt jump shot from 27 ft (assist by J. Hart),91,92
3,2:08.0,C. Anthony misses 3-pt jump shot from 27 ft,,91,92
3,2:06.0,Offensive rebound by G. Green,,91,92
3,1:53.0,E. Gordon misses 3-pt jump shot from 28 ft,,91,92
3,1:51.0,Offensive rebound by Team,,91,92
3,1:51.0,Turnover by Team (shot clock),,91,92
3,1:51.0,C. Paul enters the game for J. Harden,,91,92
3,1:42.0,,K. Kuzma misses 2-pt jump shot from 22 ft,91,92
3,1:40.0,Defensive rebound by C. Paul,,91,92
3,1:16.0,C. Paul makes 2-pt jump shot from 19 ft,,93,92
3,1:02.0,,J. Hart makes 3-pt jump shot from 27 ft (assist by K. Kuzma),93,95
3,0:52.0,C. Paul makes 3-pt jump shot from 27 ft,,96,95
3,0:40.0,,B. Ingram misses 2-pt jump shot from 19 ft,96,95
3,0:37.0,Defensive rebound by C. Anthony,,96,95
3,0:31.0,C. Paul misses 3-pt jump shot from 26 ft,,96,95
3,0:29.0,,Defensive rebound by L. Ball,96,95
3,0:24.0,,J. Hart makes 2-pt layup from 3 ft,96,97
3,0:02.0,C. Paul makes 2-pt layup from 3 ft,,98,97
4,11:44.0,,L. Ball misses 3-pt jump shot from 28 ft,98,97
4,11:42.0,Defensive rebound by C. Capela,,98,97
4,11:24.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by C. Paul),,101,97
4,11:09.0,,K. Kuzma misses 3-pt jump shot from 23 ft,101,97
4,11:09.0,Defensive rebound by C. Anthony,,101,97
4,11:01.0,C. Anthony misses 3-pt jump shot from 28 ft,,101,97
4,10:58.0,,Defensive rebound by L. Ball,101,97
4,10:54.0,,L. Ball misses 2-pt layup from 2 ft,101,97
4,10:52.0,,Offensive rebound by K. Kuzma,101,97
4,10:51.0,,K. Kuzma misses 2-pt layup from 2 ft,101,97
4,10:51.0,Defensive rebound by C. Paul,,101,97
4,10:39.0,C. Capela misses 2-pt layup from 2 ft,,101,97
4,10:37.0,,Defensive rebound by J. Hart,101,97
4,10:33.0,,Turnover by J. Hart (lost ball; steal by J. Ennis),101,97
4,10:31.0,C. Capela makes 2-pt jump shot from 1 ft (assist by E. Gordon),,103,97
4,10:30.0,,LA Lakers full timeout,103,97
4,10:30.0,P. Tucker enters the game for C. Anthony,,103,97
4,10:06.0,,L. James misses 2-pt jump shot from 18 ft,103,97
4,10:04.0,Defensive rebound by C. Capela,,103,97
4,9:51.0,C. Paul misses 2-pt jump shot from 12 ft,,103,97
4,9:48.0,,Defensive rebound by L. James,103,97
4,9:47.0,,Flagrant foul type 1 by J. Ennis (drawn by J. Hart),103,97
4,9:47.0,,Offensive rebound by Team,103,97
4,9:47.0,,J. Hart misses flagrant free throw 1 of 2,103,97
4,9:47.0,,J. Hart misses flagrant free throw 2 of 2,103,97
4,9:47.0,,Offensive rebound by Team,103,97
4,9:30.0,,K. Kuzma misses 3-pt jump shot from 25 ft,103,97
4,9:28.0,Defensive rebound by P. Tucker,,103,97
4,9:21.0,Personal foul by J. Hart (drawn by P. Tucker),,103,97
4,9:13.0,E. Gordon misses 3-pt jump shot from 27 ft,,103,97
4,9:11.0,,Defensive rebound by L. Stephenson,103,97
4,9:07.0,,Personal foul by J. Ennis (drawn by L. Stephenson),103,97
4,9:07.0,,L. Ball makes 3-pt jump shot from 27 ft (assist by K. Kuzma),103,100
4,8:54.0,E. Gordon makes 2-pt layup from 3 ft (assist by C. Paul),,105,100
4,8:54.0,Shooting foul by K. Kuzma (drawn by E. Gordon),,105,100
4,8:54.0,,J. McGee enters the game for K. Kuzma,105,100
4,8:54.0,E. Gordon makes free throw 1 of 1,,106,100
4,8:43.0,,L. James misses 3-pt jump shot from 27 ft,106,100
4,8:41.0,Defensive rebound by C. Capela,,106,100
4,8:34.0,C. Paul misses 2-pt jump shot from 12 ft,,106,100
4,8:30.0,Offensive rebound by C. Paul,,106,100
