QUARTER,TIME_REMAINING,HOUSTON_ACTION,OKLAHOMA CITY_ACTION,HOUSTON_SCORE,OKLAHOMA CITY_SCORE
1,7:13.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Paul),,14,13
1,7:05.0,,T. Ferguson misses 2-pt layup from 1 ft,14,13
1,7:04.0,Defensive rebound by C. Capela,,14,13
1,6:59.0,J. Harden misses 3-pt jump shot from 25 ft,,14,13
1,6:56.0,,Defensive rebound by R. Westbrook,14,13
1,6:52.0,,S. Adams misses 2-pt layup from 1 ft,14,13
1,6:48.0,,Offensive rebound by S. Adams,14,13
1,6:42.0,,R. Westbrook misses 3-pt jump shot from 22 ft,14,13
1,6:39.0,,Offensive rebound by S. Adams,14,13
1,6:36.0,,Offensive foul by J. Grant (drawn by J. Harden),14,13
1,6:36.0,,Turnover by J. Grant (offensive foul),14,13
1,6:36.0,,Oklahoma City full timeout,14,13
1,6:36.0,D. House enters the game for C. Paul,,14,13
1,6:22.0,J. Harden makes 3-pt jump shot from 27 ft,,17,13
1,5:59.0,,R. Westbrook misses 2-pt jump shot from 17 ft,17,13
1,5:56.0,Defensive rebound by C. Capela,,17,13
1,5:47.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by C. Capela),,20,13
1,5:31.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),20,16
1,5:13.0,P. Tucker misses 3-pt jump shot from 23 ft,,20,16
1,5:10.0,Offensive rebound by J. Harden,,20,16
1,5:06.0,E. Gordon misses 3-pt jump shot from 26 ft,,20,16
1,5:04.0,,Defensive rebound by P. George,20,16
1,4:46.0,,P. George misses 2-pt layup from 2 ft (block by P. Tucker),20,16
1,4:46.0,,Offensive rebound by Team,20,16
1,4:46.0,N. Hilário enters the game for C. Capela,,20,16
1,4:46.0,A. Rivers enters the game for E. Gordon,,20,16
1,4:42.0,,P. George misses 3-pt jump shot from 23 ft,20,16
1,4:40.0,Defensive rebound by P. Tucker,,20,16
1,4:22.0,J. Harden misses 2-pt layup from 2 ft,,20,16
1,4:18.0,Offensive rebound by N. Hilário,,20,16
1,4:18.0,N. Hilário misses 2-pt layup from 3 ft,,20,16
1,4:16.0,,Defensive rebound by J. Grant,20,16
1,4:06.0,,J. Grant misses 2-pt jump shot from 5 ft,20,16
1,4:02.0,Defensive rebound by J. Harden,,20,16
1,3:54.0,J. Harden misses 2-pt layup from 2 ft,,20,16
1,3:53.0,,Defensive rebound by S. Adams,20,16
1,3:48.0,,P. George makes 2-pt layup from 2 ft,20,18
1,3:21.0,N. Hilário misses 2-pt jump shot from 16 ft,,20,18
1,3:17.0,Offensive rebound by P. Tucker,,20,18
1,3:15.0,P. Tucker misses 3-pt jump shot from 23 ft,,20,18
1,3:13.0,,Defensive rebound by R. Westbrook,20,18
1,3:08.0,,R. Westbrook makes 2-pt layup from 2 ft,20,20
1,3:08.0,,Shooting foul by D. House (drawn by R. Westbrook),20,20
1,3:08.0,,N. Noel enters the game for S. Adams,20,20
1,3:08.0,,D. Schröder enters the game for P. George,20,20
1,3:08.0,,R. Westbrook makes free throw 1 of 1,20,21
1,2:44.0,J. Harden misses 3-pt jump shot from 29 ft,,20,21
1,2:42.0,,Defensive rebound by R. Westbrook,20,21
1,2:37.0,,Turnover by T. Ferguson (lost ball; steal by P. Tucker),20,21
1,2:37.0,C. Paul enters the game for P. Tucker,,20,21
1,2:30.0,J. Harden makes 2-pt layup from 2 ft (assist by A. Rivers),,22,21
1,2:30.0,Shooting foul by T. Ferguson (drawn by J. Harden),,22,21
1,2:30.0,Houston full timeout,,22,21
1,2:30.0,,P. George enters the game for R. Westbrook,22,21
1,2:30.0,J. Harden makes free throw 1 of 1,,23,21
1,2:15.0,,Turnover by D. Schröder (bad pass; steal by D. House),23,21
1,2:00.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by N. Hilário),,26,21
1,1:45.0,,N. Noel misses 2-pt jump shot from 10 ft,26,21
1,1:42.0,Defensive rebound by A. Rivers,,26,21
1,1:29.0,Shooting foul by N. Noel (drawn by J. Harden),,26,21
1,1:29.0,J. Harden makes free throw 1 of 3,,27,21
1,1:29.0,J. Harden makes free throw 2 of 3,,28,21
1,1:29.0,J. Harden makes free throw 3 of 3,,29,21
1,1:15.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by P. George),29,24
1,0:55.0,D. House misses 3-pt jump shot from 27 ft,,29,24
1,0:53.0,,Defensive rebound by N. Noel,29,24
1,0:46.0,,D. Schröder makes 2-pt jump shot from 13 ft,29,26
1,0:37.0,J. Harden makes 3-pt jump shot from 24 ft,,32,26
1,0:28.0,,T. Ferguson misses 3-pt jump shot from 23 ft,32,26
1,0:25.0,Defensive rebound by A. Rivers,,32,26
1,0:04.0,J. Harden misses 3-pt jump shot from 26 ft,,32,26
1,0:01.0,,Defensive rebound by T. Ferguson,32,26
2,11:46.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. George),32,29
2,11:27.0,C. Capela misses 2-pt hook shot from 3 ft,,32,29
2,11:24.0,,Defensive rebound by M. Morris,32,29
2,11:18.0,,Turnover by D. Schröder (lost ball; steal by E. Gordon),32,29
2,11:13.0,G. Green misses 3-pt jump shot from 26 ft,,32,29
2,11:09.0,Offensive rebound by C. Capela,,32,29
2,11:08.0,C. Capela misses 2-pt layup from 2 ft,,32,29
2,11:06.0,,Defensive rebound by D. Schröder,32,29
2,10:58.0,,P. George misses 3-pt jump shot from 25 ft,32,29
2,10:54.0,Defensive rebound by C. Paul,,32,29
2,10:36.0,C. Capela makes 2-pt dunk at rim (assist by E. Gordon),,34,29
2,10:16.0,,Turnover by N. Noel (bad pass; steal by G. Green),34,29
2,10:16.0,,S. Adams enters the game for N. Noel,34,29
2,10:03.0,C. Capela makes 2-pt layup at rim (assist by C. Paul),,36,29
2,9:46.0,,R. Felton misses 2-pt layup from 1 ft,36,29
2,9:45.0,,Offensive rebound by M. Morris,36,29
2,9:45.0,,Shooting foul by C. Paul (drawn by M. Morris),36,29
2,9:45.0,,M. Morris misses free throw 1 of 2,36,29
2,9:45.0,,Offensive rebound by Team,36,29
2,9:45.0,,M. Morris makes free throw 2 of 2,36,30
2,9:31.0,C. Paul makes 2-pt jump shot from 18 ft,,38,30
2,9:13.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by M. Morris),38,33
2,9:05.0,C. Paul misses 3-pt jump shot from 27 ft,,38,33
2,9:03.0,,Defensive rebound by M. Morris,38,33
2,9:01.0,,Shooting foul by E. Gordon (drawn by P. George),38,33
2,9:01.0,,P. George makes free throw 1 of 2,38,34
2,9:01.0,,P. George makes free throw 2 of 2,38,35
2,8:49.0,Turnover by C. Paul (bad pass; steal by P. George),,38,35
2,8:45.0,,D. Schröder misses 3-pt jump shot from 24 ft,38,35
2,8:41.0,Defensive rebound by D. House,,38,35
2,8:35.0,Turnover by C. Capela (out of bounds lost ball),,38,35
2,8:35.0,,Oklahoma City full timeout,38,35
2,8:35.0,,R. Westbrook enters the game for P. George,38,35
2,8:26.0,,D. Schröder misses 2-pt layup from 2 ft (block by C. Capela),38,35
2,8:25.0,,Offensive rebound by Team,38,35
2,8:21.0,,R. Westbrook misses 2-pt jump shot from 16 ft,38,35
2,8:16.0,Defensive rebound by D. House,,38,35
2,8:13.0,C. Capela makes 2-pt dunk from 2 ft (assist by E. Gordon),,40,35
2,7:48.0,,S. Adams misses 2-pt hook shot from 2 ft,40,35
2,7:45.0,,M. Morris misses 2-pt layup at rim,40,35
2,7:45.0,,Offensive rebound by M. Morris,40,35
2,7:44.0,Defensive rebound by C. Capela,,40,35
2,7:36.0,Personal foul by R. Felton (drawn by E. Gordon),,40,35
2,7:29.0,C. Paul makes 2-pt jump shot from 8 ft (assist by C. Capela),,42,35
2,7:15.0,,M. Morris makes 2-pt jump shot from 7 ft,42,37
2,6:58.0,Personal foul by M. Morris (drawn by E. Gordon),,42,37
2,6:58.0,J. Harden enters the game for C. Paul,,42,37
2,6:58.0,,T. Ferguson enters the game for R. Felton,42,37
2,6:51.0,D. House misses 3-pt jump shot from 23 ft,,42,37
2,6:46.0,,Defensive rebound by R. Westbrook,42,37
2,6:40.0,,R. Westbrook makes 2-pt layup from 2 ft,42,39
2,6:27.0,G. Green makes 3-pt jump shot from 23 ft (assist by D. House),,45,39
2,6:10.0,,R. Westbrook misses 2-pt jump shot from 18 ft,45,39
2,6:07.0,,Offensive rebound by R. Westbrook,45,39
2,6:06.0,,R. Westbrook misses 2-pt layup from 1 ft (block by C. Capela),45,39
2,6:03.0,,Offensive rebound by D. Schröder,45,39
2,6:01.0,,D. Schröder misses 2-pt jump shot from 2 ft,45,39
2,5:59.0,,Offensive rebound by S. Adams,45,39
2,5:59.0,,S. Adams misses 2-pt layup at rim,45,39
2,5:58.0,Defensive rebound by J. Harden,,45,39
2,5:57.0,Personal foul by D. Schröder (drawn by J. Harden),,45,39
2,5:57.0,A. Rivers enters the game for E. Gordon,,45,39
2,5:57.0,P. Tucker enters the game for D. House,,45,39
2,5:57.0,,P. George enters the game for M. Morris,45,39
2,5:57.0,,J. Grant enters the game for D. Schröder,45,39
2,5:46.0,G. Green makes 3-pt jump shot from 26 ft (assist by C. Capela),,48,39
2,5:20.0,,J. Grant misses 2-pt layup from 3 ft,48,39
2,5:18.0,Defensive rebound by J. Harden,,48,39
2,5:15.0,G. Green misses 3-pt jump shot from 25 ft,,48,39
2,5:12.0,,Defensive rebound by P. George,48,39
2,5:05.0,,P. George misses 2-pt jump shot from 7 ft (block by J. Harden),48,39
2,5:03.0,,Offensive rebound by P. George,48,39
2,5:01.0,,P. George misses 2-pt jump shot from 6 ft,48,39
2,4:58.0,Defensive rebound by J. Harden,,48,39
2,4:40.0,J. Harden misses 2-pt jump shot from 1 ft,,48,39
2,4:36.0,,Defensive rebound by J. Grant,48,39
2,4:27.0,,P. George misses 3-pt jump shot from 23 ft,48,39
2,4:26.0,,Offensive rebound by Team,48,39
2,4:26.0,Loose ball foul by C. Capela (drawn by S. Adams),,48,39
2,4:26.0,Houston full timeout,,48,39
2,4:26.0,N. Hilário enters the game for C. Capela,,48,39
2,4:18.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),48,42
2,3:59.0,J. Harden makes 2-pt layup from 2 ft,,50,42
2,3:49.0,,T. Ferguson makes 2-pt layup from 2 ft (assist by R. Westbrook),50,44
2,3:49.0,,Shooting foul by G. Green (drawn by T. Ferguson),50,44
2,3:49.0,,T. Ferguson makes free throw 1 of 1,50,45
2,3:35.0,J. Harden misses 3-pt jump shot from 27 ft,,50,45
2,3:32.0,Offensive rebound by P. Tucker,,50,45
2,3:23.0,J. Harden makes 3-pt jump shot from 25 ft,,53,45
2,3:23.0,E. Gordon enters the game for G. Green,,53,45
2,3:23.0,C. Paul enters the game for A. Rivers,,53,45
2,2:59.0,,Shooting foul by J. Harden (drawn by P. George),53,45
2,2:59.0,,P. George misses free throw 1 of 2,53,45
2,2:59.0,,Offensive rebound by Team,53,45
2,2:59.0,,D. Schröder enters the game for T. Ferguson,53,45
2,2:59.0,,P. George makes free throw 2 of 2,53,46
2,2:50.0,,Violation by Team (kicked ball),53,46
2,2:45.0,Offensive foul by J. Harden (drawn by P. George),,53,46
2,2:45.0,Turnover by J. Harden (offensive foul),,53,46
2,2:33.0,,R. Westbrook makes 2-pt jump shot from 9 ft,53,48
2,2:12.0,J. Harden makes 2-pt jump shot from 6 ft,,55,48
2,2:06.0,,Personal foul by P. Tucker (drawn by S. Adams),55,48
2,2:06.0,,S. Adams misses free throw 1 of 2,55,48
2,2:06.0,,Offensive rebound by Team,55,48
2,2:06.0,C. Capela enters the game for N. Hilário,,55,48
2,2:06.0,,S. Adams makes free throw 2 of 2,55,49
2,1:50.0,E. Gordon misses 3-pt jump shot from 24 ft,,55,49
2,1:46.0,Offensive rebound by C. Capela,,55,49
2,1:37.0,J. Harden misses 2-pt jump shot from 6 ft,,55,49
2,1:35.0,,Defensive rebound by S. Adams,55,49
2,1:30.0,,P. George misses 3-pt jump shot from 24 ft,55,49
2,1:25.0,Defensive rebound by J. Harden,,55,49
2,1:18.0,C. Paul misses 3-pt jump shot from 23 ft,,55,49
2,1:16.0,,Defensive rebound by R. Westbrook,55,49
2,1:01.0,,J. Grant misses 3-pt jump shot from 22 ft,55,49
2,0:58.0,Defensive rebound by C. Capela,,55,49
2,0:41.0,J. Harden makes 2-pt jump shot from 4 ft,,57,49
2,0:34.0,,R. Westbrook makes 2-pt layup from 2 ft,57,51
2,0:11.0,J. Harden makes 2-pt jump shot from 4 ft,,59,51
2,0:11.0,Shooting foul by S. Adams (drawn by J. Harden),,59,51
2,0:11.0,J. Harden makes free throw 1 of 1,,60,51
2,0:04.0,,R. Westbrook misses 2-pt layup from 5 ft (block by E. Gordon),60,51
2,0:01.0,,Offensive rebound by D. Schröder,60,51
3,11:54.0,,Personal foul by P. Tucker (drawn by R. Westbrook),60,51
3,11:37.0,,R. Westbrook misses 3-pt jump shot from 28 ft,60,51
3,11:33.0,,Offensive rebound by J. Grant,60,51
3,11:30.0,,R. Westbrook misses 2-pt layup from 3 ft (block by C. Capela),60,51
3,11:29.0,Defensive rebound by C. Capela,,60,51
3,11:29.0,Personal take foul by R. Westbrook (drawn by C. Capela),,60,51
3,11:19.0,Flagrant foul type 1 by R. Westbrook (drawn by P. Tucker),,60,51
3,11:19.0,P. Tucker makes flagrant free throw 1 of 2,,61,51
3,11:19.0,P. Tucker makes flagrant free throw 2 of 2,,62,51
3,11:05.0,J. Harden misses 3-pt jump shot from 25 ft,,62,51
3,11:02.0,Offensive rebound by C. Paul,,62,51
3,10:57.0,C. Paul makes 2-pt layup from 1 ft,,64,51
3,10:37.0,,Personal foul by P. Tucker (drawn by P. George),64,51
3,10:28.0,,P. George misses 2-pt jump shot from 12 ft,64,51
3,10:24.0,Defensive rebound by C. Paul,,64,51
3,10:14.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,66,51
3,10:02.0,,R. Westbrook makes 3-pt jump shot from 26 ft,66,54
3,9:48.0,Shooting foul by R. Westbrook (drawn by C. Capela),,66,54
3,9:48.0,C. Capela makes free throw 1 of 2,,67,54
3,9:48.0,,Oklahoma City full timeout,67,54
3,9:48.0,C. Capela misses free throw 2 of 2,,67,54
3,9:46.0,,Defensive rebound by J. Grant,67,54
3,9:36.0,,R. Westbrook makes 2-pt layup from 1 ft,67,56
3,9:11.0,J. Harden misses 3-pt jump shot from 34 ft,,67,56
3,9:10.0,,Defensive rebound by Team,67,56
3,8:54.0,,P. George makes 3-pt jump shot from 24 ft (assist by J. Grant),67,59
3,8:36.0,E. Gordon misses 3-pt jump shot from 25 ft,,67,59
3,8:33.0,,Defensive rebound by P. George,67,59
3,8:25.0,,Turnover by T. Ferguson (step out of bounds),67,59
3,8:12.0,E. Gordon misses 3-pt jump shot from 25 ft,,67,59
3,8:08.0,,Defensive rebound by P. George,67,59
3,8:04.0,,T. Ferguson makes 3-pt jump shot from 22 ft (assist by S. Adams),67,62
3,7:50.0,Houston full timeout,,67,62
3,7:41.0,E. Gordon misses 3-pt jump shot from 25 ft,,67,62
3,7:36.0,,Defensive rebound by T. Ferguson,67,62
3,7:25.0,,J. Grant misses 3-pt jump shot from 23 ft,67,62
3,7:22.0,Defensive rebound by C. Paul,,67,62
3,7:17.0,E. Gordon misses 2-pt jump shot from 1 ft,,67,62
3,7:13.0,Offensive rebound by Team,,67,62
3,7:02.0,C. Paul makes 3-pt jump shot from 24 ft,,70,62
3,6:47.0,,Offensive foul by P. George (drawn by J. Harden),70,62
3,6:47.0,,Turnover by P. George (offensive foul),70,62
3,6:37.0,C. Capela makes 2-pt dunk from 2 ft (assist by C. Paul),,72,62
3,6:25.0,,Shooting foul by C. Capela (drawn by S. Adams),72,62
3,6:25.0,,S. Adams makes free throw 1 of 2,72,63
3,6:25.0,D. House enters the game for C. Paul,,72,63
3,6:25.0,,S. Adams misses free throw 2 of 2,72,63
3,6:23.0,Defensive rebound by P. Tucker,,72,63
3,6:02.0,Turnover by J. Harden (bad pass; steal by P. George),,72,63
3,6:02.0,,Personal take foul by E. Gordon (drawn by P. George),72,63
3,5:45.0,,S. Adams misses 2-pt hook shot from 6 ft,72,63
3,5:42.0,Defensive rebound by J. Harden,,72,63
3,5:35.0,Offensive foul by J. Harden (drawn by T. Ferguson),,72,63
3,5:35.0,Turnover by J. Harden (offensive foul),,72,63
3,5:35.0,A. Rivers enters the game for E. Gordon,,72,63
3,5:35.0,,D. Schröder enters the game for T. Ferguson,72,63
3,5:23.0,,Turnover by R. Westbrook (bad pass; steal by A. Rivers),72,63
3,5:13.0,J. Harden makes 3-pt jump shot from 27 ft,,75,63
3,5:00.0,,P. George makes 3-pt jump shot from 25 ft,75,66
3,4:41.0,A. Rivers misses 3-pt jump shot from 24 ft,,75,66
3,4:38.0,,Defensive rebound by P. George,75,66
3,4:31.0,,Offensive foul by P. George (drawn by D. House),75,66
3,4:31.0,,Turnover by P. George (offensive foul),75,66
3,4:31.0,N. Hilário enters the game for C. Capela,,75,66
3,4:31.0,,T. Ferguson enters the game for P. George,75,66
3,4:22.0,Shooting foul by T. Ferguson (drawn by J. Harden),,75,66
3,4:22.0,J. Harden makes free throw 1 of 2,,76,66
3,4:22.0,G. Green enters the game for P. Tucker,,76,66
3,4:22.0,J. Harden makes free throw 2 of 2,,77,66
3,4:14.0,,T. Ferguson misses 3-pt jump shot from 26 ft,77,66
3,4:10.0,,Offensive rebound by S. Adams,77,66
3,4:03.0,,Personal foul by A. Rivers (drawn by D. Schröder),77,66
3,4:03.0,,D. Schröder makes free throw 1 of 2,77,67
3,4:03.0,,D. Schröder makes free throw 2 of 2,77,68
3,3:53.0,G. Green makes 3-pt jump shot from 25 ft (assist by J. Harden),,80,68
3,3:43.0,,Turnover by R. Westbrook (bad pass; steal by J. Harden),80,68
3,3:40.0,Turnover by J. Harden (lost ball; steal by J. Grant),,80,68
3,3:34.0,,T. Ferguson makes 3-pt jump shot from 24 ft (assist by R. Westbrook),80,71
3,3:13.0,J. Harden misses 3-pt jump shot from 28 ft,,80,71
3,3:11.0,,Defensive rebound by D. Schröder,80,71
3,3:05.0,,R. Westbrook misses 3-pt jump shot from 25 ft,80,71
3,3:01.0,Defensive rebound by J. Harden,,80,71
3,2:41.0,J. Harden makes 3-pt jump shot from 26 ft,,83,71
3,2:33.0,,Personal foul by N. Hilário (drawn by R. Westbrook),83,71
3,2:33.0,,R. Westbrook makes free throw 1 of 2,83,72
3,2:33.0,C. Paul enters the game for J. Harden,,83,72
3,2:33.0,,R. Westbrook makes free throw 2 of 2,83,73
3,2:21.0,D. House misses 3-pt jump shot from 22 ft,,83,73
3,2:18.0,,Defensive rebound by R. Westbrook,83,73
3,2:13.0,,D. Schröder misses 3-pt jump shot from 23 ft,83,73
3,2:08.0,Defensive rebound by N. Hilário,,83,73
3,2:01.0,G. Green makes 3-pt jump shot from 23 ft (assist by C. Paul),,86,73
3,1:48.0,,Shooting foul by D. House (drawn by J. Grant),86,73
3,1:48.0,,J. Grant makes free throw 1 of 2,86,74
3,1:48.0,,R. Felton enters the game for S. Adams,86,74
3,1:48.0,,P. George enters the game for T. Ferguson,86,74
3,1:48.0,,N. Noel enters the game for R. Westbrook,86,74
3,1:48.0,,J. Grant makes free throw 2 of 2,86,75
3,1:34.0,G. Green makes 3-pt jump shot from 24 ft (assist by C. Paul),,89,75
3,1:15.0,,Def 3 sec tech foul by Team,89,75
3,1:15.0,,P. George makes technical free throw,89,76
3,1:15.0,,M. Morris enters the game for J. Grant,89,76
3,1:11.0,,P. George makes 2-pt jump shot from 11 ft (assist by R. Felton),89,78
3,0:54.0,Def 3 sec tech foul by Team,,89,78
3,0:54.0,C. Paul makes technical free throw,,90,78
3,0:47.0,Offensive foul by N. Hilário (drawn by N. Noel),,90,78
3,0:47.0,Turnover by N. Hilário (offensive foul),,90,78
3,0:34.0,,P. George misses 3-pt jump shot from 25 ft,90,78
3,0:32.0,Defensive rebound by C. Paul,,90,78
3,0:28.0,C. Paul makes 3-pt jump shot from 25 ft,,93,78
3,0:01.0,,R. Felton misses 2-pt jump shot from 11 ft,93,78
3,0:01.0,,N. Noel makes 2-pt dunk from 1 ft,93,80
3,0:01.0,,Offensive rebound by N. Noel,93,80
3,0:00.0,A. Rivers misses 3-pt jump shot from 28 ft,,93,80
3,0:00.0,,Defensive rebound by Team,93,80
4,11:38.0,G. Green misses 3-pt jump shot from 24 ft,,93,80
4,11:36.0,,Defensive rebound by P. George,93,80
4,11:20.0,,M. Morris makes 2-pt jump shot from 7 ft (assist by P. George),93,82
4,10:51.0,G. Green misses 3-pt jump shot from 24 ft,,93,82
4,10:48.0,,Defensive rebound by M. Morris,93,82
4,10:43.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by R. Felton),93,85
4,10:26.0,C. Paul makes 3-pt jump shot from 25 ft,,96,85
4,10:15.0,,Turnover by D. Schröder (bad pass),96,85
4,10:15.0,E. Gordon enters the game for G. Green,,96,85
4,10:02.0,A. Rivers misses 3-pt jump shot from 25 ft,,96,85
4,9:59.0,,Defensive rebound by Team,96,85
4,9:44.0,,P. George misses 3-pt jump shot from 26 ft,96,85
4,9:40.0,Defensive rebound by C. Paul,,96,85
4,9:26.0,C. Paul makes 3-pt jump shot from 26 ft,,99,85
4,9:07.0,,N. Noel makes 2-pt jump shot from 8 ft,99,87
4,8:47.0,Turnover by C. Capela (back court),,99,87
4,8:47.0,,R. Westbrook enters the game for R. Felton,99,87
4,8:33.0,,P. George makes 2-pt layup from 2 ft,99,89
4,8:33.0,,Shooting foul by D. House (drawn by P. George),99,89
4,8:33.0,J. Harden enters the game for A. Rivers,,99,89
4,8:33.0,,P. George makes free throw 1 of 1,99,90
4,8:17.0,C. Paul misses 3-pt jump shot from 26 ft,,99,90
4,8:13.0,,Defensive rebound by M. Morris,99,90
4,8:04.0,,R. Westbrook makes 3-pt jump shot from 25 ft,99,93
4,7:47.0,D. House misses 3-pt jump shot from 25 ft,,99,93
4,7:44.0,,Defensive rebound by P. George,99,93
4,7:30.0,,R. Westbrook misses 3-pt jump shot from 31 ft,99,93
4,7:27.0,Defensive rebound by J. Harden,,99,93
4,7:16.0,E. Gordon misses 2-pt layup from 2 ft (block by N. Noel),,99,93
4,7:13.0,,Defensive rebound by M. Morris,99,93
4,7:13.0,,Personal foul by C. Paul (drawn by P. George),99,93
4,7:13.0,A. Rivers enters the game for D. House,,99,93
4,7:13.0,P. Tucker enters the game for C. Paul,,99,93
4,7:13.0,,S. Adams enters the game for M. Morris,99,93
4,7:13.0,,J. Grant enters the game for N. Noel,99,93
4,6:59.0,,D. Schröder misses 2-pt layup from 2 ft,99,93
4,6:54.0,,Offensive rebound by S. Adams,99,93
4,6:53.0,,S. Adams misses 2-pt layup from 2 ft,99,93
4,6:51.0,Defensive rebound by C. Capela,,99,93
4,6:49.0,Turnover by E. Gordon (bad pass),,99,93
4,6:49.0,,Oklahoma City full timeout,99,93
4,6:42.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),99,95
4,6:23.0,E. Gordon misses 3-pt jump shot from 28 ft,,99,95
4,6:20.0,,Defensive rebound by P. George,99,95
4,6:15.0,,P. George makes 2-pt jump shot from 20 ft,99,97
4,5:53.0,Turnover by C. Capela (lost ball; steal by P. George),,99,97
4,5:48.0,,P. George misses 3-pt jump shot from 26 ft,99,97
4,5:44.0,Defensive rebound by A. Rivers,,99,97
4,5:36.0,J. Harden misses 2-pt jump shot from 6 ft,,99,97
4,5:34.0,,Defensive rebound by D. Schröder,99,97
4,5:29.0,,R. Westbrook makes 3-pt jump shot from 23 ft (assist by D. Schröder),99,100
4,5:15.0,Houston full timeout,,99,100
4,5:15.0,C. Paul enters the game for E. Gordon,,99,100
4,5:01.0,C. Paul misses 2-pt jump shot from 15 ft,,99,100
4,4:58.0,,Defensive rebound by R. Westbrook,99,100
4,4:47.0,,J. Grant misses 3-pt jump shot from 23 ft,99,100
4,4:43.0,Defensive rebound by J. Harden,,99,100
4,4:35.0,Shooting foul by J. Grant (drawn by C. Capela),,99,100
4,4:35.0,C. Capela makes free throw 1 of 2,,100,100
4,4:35.0,C. Capela misses free throw 2 of 2,,100,100
4,4:34.0,,Defensive rebound by R. Westbrook,100,100
4,4:22.0,,S. Adams misses 2-pt jump shot from 3 ft,100,100
4,4:21.0,,Offensive rebound by J. Grant,100,100
4,4:20.0,,J. Grant makes 2-pt layup from 2 ft,100,102
4,3:59.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,102,102
4,3:51.0,,P. George misses 3-pt jump shot from 23 ft,102,102
4,3:46.0,Defensive rebound by C. Paul,,102,102
4,3:42.0,C. Paul makes 2-pt layup from 1 ft,,104,102
4,3:25.0,,P. George misses 2-pt layup from 3 ft (block by P. Tucker),104,102
4,3:25.0,Defensive rebound by Team,,104,102
4,3:25.0,,Loose ball foul by P. George (drawn by P. Tucker),104,102
4,3:05.0,J. Harden misses 2-pt jump shot from 1 ft,,104,102
4,3:01.0,Offensive rebound by P. Tucker,,104,102
4,3:01.0,P. Tucker makes 2-pt layup at rim,,106,102
