QUARTER,TIME_REMAINING,CHICAGO_ACTION,ATLANTA_ACTION,CHICAGO_SCORE,ATLANTA_SCORE
1,8:06.0,Z. LaVine makes 2-pt layup at rim (assist by K. Dunn),,7,5
1,7:47.0,,D. Dedmon makes 2-pt dunk from 13 ft (assist by T. Young),7,7
1,7:38.0,O. Porter makes 3-pt jump shot from 26 ft (assist by K. Dunn),,10,7
1,7:23.0,,T. Young misses 2-pt layup from 2 ft (block by R. Lopez),10,7
1,7:23.0,,Offensive rebound by Team,10,7
1,7:18.0,,Shooting foul by O. Porter (drawn by O. Spellman),10,7
1,7:18.0,,O. Spellman makes free throw 1 of 2,10,8
1,7:18.0,,K. Bazemore enters the game for K. Huerter,10,8
1,7:18.0,,O. Spellman makes free throw 2 of 2,10,9
1,7:07.0,Z. LaVine misses 2-pt layup from 2 ft,,10,9
1,7:03.0,,Defensive rebound by O. Spellman,10,9
1,6:57.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by O. Spellman),10,12
1,6:37.0,K. Dunn makes 3-pt jump shot from 26 ft,,13,12
1,6:17.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Prince),13,15
1,6:10.0,O. Porter misses 3-pt jump shot from 25 ft,,13,15
1,6:07.0,,Defensive rebound by D. Dedmon,13,15
1,6:03.0,,Shooting foul by K. Dunn (drawn by T. Young),13,15
1,6:03.0,,Atlanta full timeout,13,15
1,6:03.0,R. Arcidiacono enters the game for K. Dunn,,13,15
1,6:03.0,,V. Carter enters the game for D. Dedmon,13,15
1,6:03.0,,A. Len enters the game for O. Spellman,13,15
1,6:03.0,,T. Young misses free throw 1 of 2,13,15
1,6:03.0,,Offensive rebound by Team,13,15
1,6:03.0,,T. Young makes free throw 2 of 2,13,16
1,5:50.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by Z. LaVine),,15,16
1,5:29.0,,T. Young misses 2-pt layup from 2 ft (block by R. Lopez),15,16
1,5:25.0,Defensive rebound by O. Porter,,15,16
1,5:12.0,Z. LaVine makes 3-pt jump shot from 25 ft,,18,16
1,4:55.0,,K. Bazemore misses 2-pt jump shot from 13 ft,18,16
1,4:50.0,Defensive rebound by R. Lopez,,18,16
1,4:43.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by R. Lopez),,21,16
1,4:26.0,,V. Carter misses 3-pt jump shot from 25 ft,21,16
1,4:24.0,Defensive rebound by L. Markkanen,,21,16
1,4:14.0,Shooting foul by T. Prince (drawn by Z. LaVine),,21,16
1,4:14.0,Z. LaVine misses free throw 1 of 2,,21,16
1,4:14.0,Offensive rebound by Team,,21,16
1,4:14.0,W. Selden enters the game for L. Markkanen,,21,16
1,4:14.0,,J. Adams enters the game for T. Prince,21,16
1,4:14.0,,D. Bembry enters the game for T. Young,21,16
1,4:14.0,Z. LaVine makes free throw 2 of 2,,22,16
1,4:07.0,,V. Carter makes 3-pt jump shot from 25 ft,22,19
1,3:49.0,Z. LaVine misses 3-pt jump shot from 26 ft,,22,19
1,3:46.0,,Defensive rebound by J. Adams,22,19
1,3:42.0,,V. Carter misses 3-pt jump shot from 28 ft,22,19
1,3:39.0,Defensive rebound by O. Porter,,22,19
1,3:36.0,O. Porter makes 2-pt layup from 1 ft,,24,19
1,3:36.0,Shooting foul by D. Bembry (drawn by O. Porter),,24,19
1,3:36.0,O. Porter makes free throw 1 of 1,,25,19
1,3:24.0,,V. Carter makes 2-pt jump shot from 9 ft,25,21
1,3:08.0,Personal foul by J. Adams (drawn by O. Porter),,25,21
1,3:05.0,Shooting foul by K. Bazemore (drawn by Z. LaVine),,25,21
1,3:05.0,Z. LaVine misses free throw 1 of 2,,25,21
1,3:05.0,Offensive rebound by Team,,25,21
1,3:05.0,Z. LaVine makes free throw 2 of 2,,26,21
1,2:57.0,,Personal foul by W. Selden (drawn by V. Carter),26,21
1,2:57.0,Chicago full timeout,,26,21
1,2:53.0,,Turnover by V. Carter (bad pass; steal by R. Lopez),26,21
1,2:31.0,Turnover by O. Porter (bad pass; steal by K. Bazemore),,26,21
1,2:27.0,,D. Bembry makes 2-pt jump shot from 5 ft,26,23
1,2:13.0,O. Porter misses 2-pt jump shot from 12 ft,,26,23
1,2:09.0,,Defensive rebound by V. Carter,26,23
1,2:01.0,,D. Bembry makes 2-pt layup from 3 ft,26,25
1,1:40.0,W. Selden misses 3-pt jump shot from 23 ft,,26,25
1,1:37.0,,Defensive rebound by A. Len,26,25
1,1:32.0,,J. Adams misses 3-pt jump shot from 25 ft,26,25
1,1:29.0,Defensive rebound by R. Lopez,,26,25
1,1:20.0,Z. LaVine misses 2-pt layup from 2 ft,,26,25
1,1:18.0,,Defensive rebound by A. Len,26,25
1,1:07.0,,A. Len makes 3-pt jump shot from 23 ft (assist by D. Bembry),26,28
1,1:06.0,Chicago full timeout,,26,28
1,1:06.0,C. Felício enters the game for R. Lopez,,26,28
1,1:06.0,T. Luwawu-Cabarrot enters the game for O. Porter,,26,28
1,1:06.0,,J. Anderson enters the game for K. Bazemore,26,28
1,0:52.0,Turnover by Z. LaVine (bad pass; steal by V. Carter),,26,28
1,0:47.0,,J. Adams makes 3-pt jump shot from 25 ft,26,31
1,0:31.0,W. Selden misses 3-pt jump shot from 25 ft,,26,31
1,0:28.0,,Defensive rebound by A. Len,26,31
1,0:07.0,,A. Len makes 2-pt dunk from 1 ft,26,33
1,0:02.0,Z. LaVine misses 3-pt jump shot from 26 ft,,26,33
1,0:02.0,,Defensive rebound by J. Adams,26,33
2,11:44.0,,O. Spellman misses 3-pt jump shot from 23 ft,26,33
2,11:42.0,Defensive rebound by Team,,26,33
2,11:35.0,K. Dunn makes 2-pt jump shot from 15 ft,,28,33
2,11:19.0,,D. Dedmon misses 3-pt jump shot from 25 ft,28,33
2,11:14.0,,Offensive rebound by O. Spellman,28,33
2,11:14.0,,O. Spellman misses 2-pt layup at rim,28,33
2,11:13.0,Defensive rebound by T. Luwawu-Cabarrot,,28,33
2,11:11.0,Shooting foul by J. Anderson (drawn by S. Harrison),,28,33
2,11:11.0,S. Harrison makes free throw 1 of 2,,29,33
2,11:11.0,S. Harrison misses free throw 2 of 2,,29,33
2,11:10.0,Offensive rebound by Team,,29,33
2,10:58.0,Turnover by K. Dunn (bad pass; steal by D. Dedmon),,29,33
2,10:53.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),29,35
2,10:53.0,,Shooting foul by C. Felício (drawn by D. Dedmon),29,35
2,10:53.0,,D. Dedmon makes free throw 1 of 1,29,36
2,10:37.0,Shooting foul by D. Dedmon (drawn by C. Felício),,29,36
2,10:37.0,C. Felício makes free throw 1 of 2,,30,36
2,10:37.0,C. Felício makes free throw 2 of 2,,31,36
2,10:19.0,,Turnover by J. Anderson (bad pass),31,36
2,10:05.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,31,36
2,10:02.0,,Defensive rebound by O. Spellman,31,36
2,9:46.0,,T. Young makes 3-pt jump shot from 34 ft (assist by J. Anderson),31,39
2,9:30.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by K. Dunn),,33,39
2,9:18.0,,T. Young misses 2-pt jump shot from 5 ft,33,39
2,9:18.0,Defensive rebound by L. Markkanen,,33,39
2,9:11.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by L. Markkanen),,36,39
2,9:11.0,,T. Prince enters the game for J. Anderson,36,39
2,8:46.0,,K. Huerter misses 3-pt jump shot from 25 ft,36,39
2,8:41.0,Defensive rebound by C. Felício,,36,39
2,8:32.0,L. Markkanen misses 2-pt jump shot from 21 ft (block by D. Dedmon),,36,39
2,8:30.0,,Defensive rebound by T. Young,36,39
2,8:28.0,,T. Young makes 2-pt layup from 1 ft,36,41
2,8:14.0,Offensive foul by C. Felício (drawn by T. Young),,36,41
2,8:14.0,Turnover by C. Felício (offensive foul),,36,41
2,7:53.0,,T. Young misses 3-pt jump shot from 28 ft,36,41
2,7:48.0,Defensive rebound by L. Markkanen,,36,41
2,7:38.0,S. Harrison makes 2-pt jump shot from 10 ft,,38,41
2,7:38.0,Shooting foul by O. Spellman (drawn by S. Harrison),,38,41
2,7:38.0,O. Porter enters the game for C. Felício,,38,41
2,7:38.0,S. Harrison misses free throw 1 of 1,,38,41
2,7:36.0,,Defensive rebound by D. Dedmon,38,41
2,7:21.0,,T. Prince misses 3-pt jump shot from 23 ft,38,41
2,7:17.0,Defensive rebound by S. Harrison,,38,41
2,7:15.0,Shooting foul by T. Young (drawn by S. Harrison),,38,41
2,7:15.0,S. Harrison makes free throw 1 of 2,,39,41
2,7:15.0,S. Harrison makes free throw 2 of 2,,40,41
2,6:59.0,,Turnover by T. Young (bad pass; steal by T. Luwawu-Cabarrot),40,41
2,6:57.0,S. Harrison makes 2-pt dunk from 1 ft (assist by T. Luwawu-Cabarrot),,42,41
2,6:57.0,,Atlanta full timeout,42,41
2,6:45.0,,Personal foul by S. Harrison (drawn by T. Prince),42,41
2,6:45.0,Z. LaVine enters the game for T. Luwawu-Cabarrot,,42,41
2,6:43.0,,Personal foul by O. Porter (drawn by T. Young),42,41
2,6:40.0,,Personal foul by S. Harrison (drawn by T. Young),42,41
2,6:40.0,R. Arcidiacono enters the game for S. Harrison,,42,41
2,6:28.0,,K. Huerter misses 3-pt jump shot from 26 ft,42,41
2,6:25.0,,Offensive rebound by K. Huerter,42,41
2,6:23.0,,K. Huerter makes 2-pt dunk from 1 ft,42,43
2,6:06.0,Personal foul by K. Huerter (drawn by K. Dunn),,42,43
2,6:06.0,K. Dunn makes free throw 1 of 2,,43,43
2,6:06.0,R. Lopez enters the game for L. Markkanen,,43,43
2,6:06.0,,K. Bazemore enters the game for K. Huerter,43,43
2,6:06.0,K. Dunn misses free throw 2 of 2,,43,43
2,6:04.0,,Defensive rebound by O. Spellman,43,43
2,5:49.0,,O. Spellman makes 3-pt jump shot from 24 ft (assist by K. Bazemore),43,46
2,5:37.0,O. Porter makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,46,46
2,5:20.0,,O. Spellman makes 2-pt dunk from 1 ft (assist by K. Bazemore),46,48
2,5:07.0,R. Lopez misses 2-pt hook shot from 2 ft,,46,48
2,5:05.0,,Defensive rebound by T. Young,46,48
2,4:57.0,,T. Young makes 2-pt jump shot from 5 ft,46,50
2,4:56.0,Chicago full timeout,,46,50
2,4:56.0,W. Selden enters the game for K. Dunn,,46,50
2,4:56.0,,V. Carter enters the game for D. Dedmon,46,50
2,4:56.0,,A. Len enters the game for O. Spellman,46,50
2,4:56.0,O. Porter misses 2-pt jump shot from 20 ft,,46,50
2,4:39.0,Offensive rebound by R. Lopez,,46,50
2,4:35.0,O. Porter misses 3-pt jump shot from 25 ft,,46,50
2,4:32.0,,Defensive rebound by K. Bazemore,46,50
2,4:16.0,,V. Carter misses 2-pt jump shot from 7 ft,46,50
2,4:14.0,Defensive rebound by R. Lopez,,46,50
2,4:02.0,Turnover by R. Lopez (lost ball; steal by K. Bazemore),,46,50
2,3:58.0,,T. Young misses 3-pt jump shot from 25 ft,46,50
2,3:56.0,Defensive rebound by R. Arcidiacono,,46,50
2,3:50.0,Offensive foul by R. Arcidiacono (drawn by T. Young),,46,50
2,3:50.0,Turnover by R. Arcidiacono (offensive foul),,46,50
2,3:37.0,,Personal foul by R. Arcidiacono (drawn by T. Young),46,50
2,3:37.0,,T. Young makes free throw 1 of 2,46,51
2,3:37.0,,D. Bembry enters the game for T. Prince,46,51
2,3:37.0,,T. Young makes free throw 2 of 2,46,52
2,3:23.0,O. Porter makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,49,52
2,3:08.0,,A. Len makes 2-pt layup from 1 ft (assist by T. Young),49,54
2,2:57.0,R. Arcidiacono makes 2-pt jump shot from 8 ft,,51,54
2,2:57.0,L. Markkanen enters the game for R. Lopez,,51,54
2,2:57.0,,J. Adams enters the game for T. Young,51,54
2,2:33.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by A. Len),51,56
2,2:19.0,Shooting foul by K. Bazemore (drawn by Z. LaVine),,51,56
2,2:19.0,Z. LaVine makes free throw 1 of 2,,52,56
2,2:19.0,Z. LaVine makes free throw 2 of 2,,53,56
2,1:59.0,,Turnover by K. Bazemore (bad pass; steal by Z. LaVine),53,56
2,1:53.0,Turnover by L. Markkanen (bad pass; steal by A. Len),,53,56
2,1:43.0,,K. Bazemore makes 3-pt jump shot from 26 ft (assist by J. Adams),53,59
2,1:21.0,Z. LaVine makes 2-pt layup from 1 ft,,55,59
2,1:02.0,,Personal foul by L. Markkanen (drawn by A. Len),55,59
2,1:02.0,,A. Len makes free throw 1 of 2,55,60
2,1:02.0,,A. Len misses free throw 2 of 2,55,60
2,0:59.0,,Offensive rebound by J. Adams,55,60
2,0:57.0,,K. Bazemore misses 3-pt jump shot from 26 ft,55,60
2,0:54.0,,Offensive rebound by V. Carter,55,60
2,0:43.0,,K. Bazemore misses 2-pt jump shot from 23 ft,55,60
2,0:39.0,Defensive rebound by R. Arcidiacono,,55,60
2,0:31.0,Z. LaVine misses 2-pt jump shot from 13 ft,,55,60
2,0:28.0,,Defensive rebound by A. Len,55,60
2,0:14.0,,J. Adams misses 3-pt jump shot from 25 ft,55,60
2,0:11.0,Defensive rebound by Team,,55,60
2,0:11.0,,J. Anderson enters the game for A. Len,55,60
2,0:00.0,L. Markkanen misses 2-pt layup from 7 ft,,55,60
2,0:00.0,Offensive rebound by L. Markkanen,,55,60
2,0:00.0,L. Markkanen makes 2-pt layup from 1 ft,,57,60
3,11:45.0,,K. Huerter makes 2-pt layup from 4 ft (assist by D. Dedmon),57,62
3,11:28.0,O. Porter makes 3-pt jump shot from 26 ft (assist by K. Dunn),,60,62
3,11:04.0,,T. Young makes 3-pt jump shot from 26 ft (assist by T. Prince),60,65
3,10:45.0,Turnover by Z. LaVine (bad pass; steal by T. Prince),,60,65
3,10:42.0,,O. Spellman makes 2-pt layup from 1 ft (assist by T. Prince),60,67
3,10:30.0,O. Porter makes 3-pt jump shot from 25 ft (assist by K. Dunn),,63,67
3,10:13.0,,K. Huerter makes 2-pt jump shot from 8 ft,63,69
3,9:59.0,Z. LaVine misses 3-pt jump shot from 25 ft,,63,69
3,9:56.0,Offensive rebound by R. Lopez,,63,69
3,9:54.0,O. Porter misses 3-pt jump shot from 25 ft,,63,69
3,9:52.0,Offensive rebound by Z. LaVine,,63,69
3,9:50.0,Shooting foul by D. Dedmon (drawn by L. Markkanen),,63,69
3,9:50.0,L. Markkanen makes free throw 1 of 2,,64,69
3,9:50.0,L. Markkanen makes free throw 2 of 2,,65,69
3,9:49.0,,Personal foul by K. Dunn (drawn by T. Young),65,69
3,9:36.0,,K. Huerter misses 2-pt jump shot from 16 ft,65,69
3,9:33.0,Defensive rebound by L. Markkanen,,65,69
3,9:20.0,Shooting foul by T. Prince (drawn by R. Lopez),,65,69
3,9:20.0,R. Lopez makes free throw 1 of 2,,66,69
3,9:20.0,R. Lopez misses free throw 2 of 2,,66,69
3,9:18.0,,Defensive rebound by D. Dedmon,66,69
3,9:03.0,,Offensive foul by D. Dedmon (drawn by L. Markkanen),66,69
3,9:03.0,,Turnover by D. Dedmon (offensive foul),66,69
3,8:54.0,Personal foul by T. Prince (drawn by R. Lopez),,66,69
3,8:50.0,L. Markkanen makes 2-pt layup from 1 ft (assist by O. Porter),,68,69
3,8:50.0,Shooting foul by T. Prince (drawn by L. Markkanen),,68,69
3,8:50.0,L. Markkanen makes free throw 1 of 1,,69,69
3,8:40.0,,D. Dedmon misses 3-pt jump shot from 25 ft,69,69
3,8:36.0,Defensive rebound by Z. LaVine,,69,69
3,8:19.0,Z. LaVine makes 2-pt layup from 1 ft,,71,69
3,8:01.0,,O. Spellman misses 3-pt jump shot from 24 ft,71,69
3,7:58.0,Defensive rebound by O. Porter,,71,69
3,7:55.0,Z. LaVine makes 2-pt layup from 1 ft (assist by O. Porter),,73,69
3,7:38.0,,T. Young misses 2-pt layup from 6 ft,73,69
3,7:35.0,Defensive rebound by L. Markkanen,,73,69
3,7:31.0,L. Markkanen misses 2-pt jump shot from 9 ft (block by D. Dedmon),,73,69
3,7:27.0,,Defensive rebound by T. Prince,73,69
3,7:26.0,,T. Young makes 3-pt jump shot from 24 ft (assist by T. Prince),73,72
3,7:25.0,Chicago full timeout,,73,72
3,7:25.0,,K. Bazemore enters the game for T. Prince,73,72
3,7:25.0,,V. Carter enters the game for O. Spellman,73,72
3,7:02.0,Shooting foul by D. Dedmon (drawn by L. Markkanen),,73,72
3,7:02.0,L. Markkanen makes free throw 1 of 2,,74,72
3,7:02.0,L. Markkanen misses free throw 2 of 2,,74,72
3,7:00.0,,Defensive rebound by D. Dedmon,74,72
3,6:51.0,,V. Carter makes 3-pt jump shot from 25 ft,74,75
3,6:36.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,77,75
3,6:10.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by T. Young),77,78
3,5:59.0,L. Markkanen makes 3-pt jump shot from 23 ft (assist by O. Porter),,80,78
3,5:38.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by V. Carter),80,80
3,5:25.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by Z. LaVine),,82,80
3,5:06.0,,D. Dedmon makes 2-pt jump shot from 18 ft (assist by T. Young),82,82
3,4:53.0,Offensive foul by O. Porter (drawn by K. Bazemore),,82,82
3,4:53.0,Turnover by O. Porter (offensive foul),,82,82
3,4:53.0,R. Arcidiacono enters the game for K. Dunn,,82,82
3,4:53.0,,J. Adams enters the game for D. Dedmon,82,82
3,4:53.0,,D. Bembry enters the game for K. Huerter,82,82
3,4:53.0,,A. Len enters the game for T. Young,82,82
3,4:43.0,,A. Len misses 3-pt jump shot from 25 ft,82,82
3,4:40.0,Defensive rebound by O. Porter,,82,82
3,4:32.0,L. Markkanen misses 3-pt jump shot from 25 ft,,82,82
3,4:29.0,,Defensive rebound by D. Bembry,82,82
3,4:29.0,,Turnover by D. Bembry (out of bounds lost ball),82,82
3,4:25.0,Z. LaVine misses 3-pt jump shot from 26 ft,,82,82
3,4:22.0,,Defensive rebound by A. Len,82,82
3,4:16.0,,D. Bembry misses 2-pt jump shot from 11 ft,82,82
3,4:13.0,Defensive rebound by L. Markkanen,,82,82
3,3:54.0,Z. LaVine makes 2-pt layup from 1 ft,,84,82
3,3:54.0,,Violation by Team (def goaltending),84,82
3,3:54.0,Shooting foul by V. Carter (drawn by Z. LaVine),,84,82
3,3:54.0,W. Selden enters the game for L. Markkanen,,84,82
3,3:54.0,Z. LaVine makes free throw 1 of 1,,85,82
3,3:40.0,,Turnover by K. Bazemore (bad pass; steal by O. Porter),85,82
3,3:34.0,O. Porter misses 2-pt jump shot from 17 ft,,85,82
3,3:31.0,Offensive rebound by R. Lopez,,85,82
3,3:23.0,R. Arcidiacono makes 3-pt jump shot from 24 ft (assist by W. Selden),,88,82
3,3:21.0,,Atlanta full timeout,88,82
3,2:59.0,,A. Len misses 2-pt layup from 2 ft (block by R. Lopez),88,82
3,2:56.0,Defensive rebound by O. Porter,,88,82
3,2:51.0,Z. LaVine misses 2-pt layup from 1 ft,,88,82
3,2:50.0,,Defensive rebound by Team,88,82
3,2:45.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by J. Adams),88,84
3,2:22.0,R. Lopez makes 2-pt hook shot from 6 ft (assist by Z. LaVine),,90,84
3,2:11.0,,K. Bazemore misses 3-pt jump shot from 25 ft,90,84
3,2:08.0,Defensive rebound by R. Arcidiacono,,90,84
3,1:57.0,W. Selden misses 3-pt jump shot from 23 ft,,90,84
3,1:55.0,Offensive rebound by O. Porter,,90,84
3,1:53.0,Shooting foul by A. Len (drawn by W. Selden),,90,84
3,1:53.0,W. Selden misses free throw 1 of 2,,90,84
3,1:53.0,Offensive rebound by Team,,90,84
3,1:53.0,T. Luwawu-Cabarrot enters the game for O. Porter,,90,84
3,1:53.0,,K. Huerter enters the game for J. Adams,90,84
3,1:53.0,,O. Spellman enters the game for K. Bazemore,90,84
3,1:53.0,,T. Young enters the game for V. Carter,90,84
3,1:53.0,W. Selden makes free throw 2 of 2,,91,84
3,1:43.0,,O. Spellman misses 3-pt jump shot from 25 ft,91,84
3,1:39.0,Defensive rebound by T. Luwawu-Cabarrot,,91,84
3,1:33.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by Z. LaVine),,93,84
3,1:18.0,,T. Young misses 3-pt jump shot from 25 ft,93,84
3,1:15.0,Defensive rebound by Z. LaVine,,93,84
3,1:07.0,Turnover by Z. LaVine (bad pass; steal by K. Huerter),,93,84
3,1:06.0,,Personal take foul by R. Arcidiacono (drawn by K. Huerter),93,84
3,1:06.0,S. Harrison enters the game for Z. LaVine,,93,84
3,0:52.0,,O. Spellman misses 2-pt layup from 1 ft,93,84
3,0:48.0,Defensive rebound by S. Harrison,,93,84
3,0:38.0,S. Harrison makes 2-pt layup from 6 ft,,95,84
3,0:38.0,,Atlanta full timeout,95,84
3,0:38.0,,D. Dedmon enters the game for O. Spellman,95,84
3,0:19.0,,D. Dedmon misses 2-pt hook shot from 4 ft,95,84
3,0:17.0,Defensive rebound by S. Harrison,,95,84
3,0:01.0,R. Arcidiacono misses 2-pt jump shot from 10 ft,,95,84
3,0:01.0,,Defensive rebound by A. Len,95,84
4,11:46.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,95,84
4,11:43.0,,Defensive rebound by T. Young,95,84
4,11:32.0,,Turnover by T. Young (bad pass; steal by W. Selden),95,84
4,11:27.0,S. Harrison makes 2-pt layup from 1 ft (assist by W. Selden),,97,84
4,11:13.0,,A. Len makes 2-pt jump shot from 18 ft (assist by T. Young),97,86
4,11:00.0,R. Lopez misses 2-pt jump shot from 16 ft,,97,86
4,10:57.0,,Defensive rebound by D. Dedmon,97,86
4,10:47.0,,Shooting foul by S. Harrison (drawn by A. Len),97,86
4,10:47.0,,A. Len makes free throw 1 of 2,97,87
4,10:47.0,L. Markkanen enters the game for R. Lopez,,97,87
4,10:47.0,,A. Len makes free throw 2 of 2,97,88
4,10:39.0,Shooting foul by T. Young (drawn by R. Arcidiacono),,97,88
4,10:39.0,R. Arcidiacono makes free throw 1 of 2,,98,88
4,10:39.0,,V. Carter enters the game for A. Len,98,88
4,10:39.0,R. Arcidiacono makes free throw 2 of 2,,99,88
4,10:24.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),99,91
4,10:04.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by S. Harrison),,102,91
4,9:48.0,,T. Young makes 2-pt layup from 1 ft,102,93
4,9:26.0,Shooting foul by K. Huerter (drawn by L. Markkanen),,102,93
4,9:26.0,L. Markkanen makes free throw 1 of 2,,103,93
4,9:26.0,L. Markkanen makes free throw 2 of 2,,104,93
4,9:15.0,,V. Carter makes 2-pt dunk from 1 ft (assist by T. Young),104,95
4,8:55.0,W. Selden makes 2-pt layup from 1 ft (assist by S. Harrison),,106,95
4,8:49.0,,Atlanta full timeout,106,95
4,8:49.0,K. Dunn enters the game for R. Arcidiacono,,106,95
4,8:49.0,,D. Bembry enters the game for K. Huerter,106,95
4,8:31.0,,T. Prince makes 2-pt jump shot from 9 ft,106,97
4,8:14.0,W. Selden misses 2-pt layup from 2 ft,,106,97
4,8:11.0,,Defensive rebound by V. Carter,106,97
4,8:08.0,,T. Young makes 2-pt layup from 1 ft,106,99
4,8:08.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by T. Young),106,99
4,8:08.0,,T. Young makes free throw 1 of 1,106,100
4,7:56.0,T. Luwawu-Cabarrot misses 2-pt layup from 5 ft (block by V. Carter),,106,100
4,7:56.0,Offensive rebound by Team,,106,100
4,7:53.0,L. Markkanen makes 3-pt jump shot from 27 ft (assist by K. Dunn),,109,100
4,7:37.0,,T. Prince makes 3-pt jump shot from 27 ft (assist by T. Young),109,103
4,7:20.0,K. Dunn misses 2-pt jump shot from 15 ft,,109,103
4,7:18.0,,Defensive rebound by T. Young,109,103
4,7:12.0,,T. Young misses 2-pt layup from 1 ft,109,103
4,7:10.0,,Offensive rebound by T. Prince,109,103
4,7:08.0,,T. Prince makes 2-pt layup from 1 ft,109,105
4,6:51.0,L. Markkanen makes 2-pt layup from 3 ft (assist by W. Selden),,111,105
4,6:34.0,,D. Bembry misses 2-pt layup from 1 ft (block by K. Dunn),111,105
4,6:34.0,Defensive rebound by L. Markkanen,,111,105
4,6:14.0,S. Harrison misses 2-pt layup from 1 ft,,111,105
4,6:11.0,,Defensive rebound by D. Dedmon,111,105
4,6:08.0,,Turnover by D. Dedmon (lost ball; steal by S. Harrison),111,105
4,6:02.0,S. Harrison misses 3-pt jump shot from 23 ft,,111,105
4,5:58.0,,Defensive rebound by D. Dedmon,111,105
4,5:55.0,,T. Young makes 2-pt layup from 8 ft,111,107
4,5:55.0,,Shooting foul by K. Dunn (drawn by T. Young),111,107
4,5:55.0,Z. LaVine enters the game for S. Harrison,,111,107
4,5:55.0,O. Porter enters the game for T. Luwawu-Cabarrot,,111,107
4,5:55.0,,T. Young makes free throw 1 of 1,111,108
4,5:37.0,K. Dunn misses 3-pt jump shot from 24 ft,,111,108
4,5:35.0,,Defensive rebound by Team,111,108
4,5:22.0,,D. Bembry misses 3-pt jump shot from 24 ft,111,108
4,5:19.0,,Offensive rebound by T. Prince,111,108
4,5:11.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by T. Young),111,110
4,4:51.0,O. Porter makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,114,110
4,4:31.0,,Turnover by T. Young (bad pass; steal by W. Selden),114,110
4,4:27.0,Z. LaVine makes 2-pt layup from 1 ft (assist by W. Selden),,116,110
4,4:27.0,,Atlanta full timeout,116,110
