QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
1,5:25.0,,J. Crowder misses 3-pt jump shot from 25 ft,19,12
1,5:20.0,Defensive rebound by Team,,19,12
1,5:20.0,M. Belinelli enters the game for D. Bertāns,,19,12
1,5:20.0,P. Mills enters the game for B. Forbes,,19,12
1,5:08.0,L. Aldridge misses 2-pt jump shot from 9 ft,,19,12
1,5:06.0,,Defensive rebound by R. Rubio,19,12
1,4:57.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Crowder),19,14
1,4:57.0,San Antonio full timeout,,19,14
1,4:57.0,,R. O'Neale enters the game for R. Rubio,19,14
1,4:34.0,L. Aldridge misses 2-pt jump shot from 15 ft,,19,14
1,4:31.0,,Defensive rebound by J. Crowder,19,14
1,4:25.0,,K. Korver misses 3-pt jump shot from 25 ft,19,14
1,4:22.0,Defensive rebound by M. Belinelli,,19,14
1,4:15.0,M. Belinelli misses 2-pt layup from 3 ft (block by R. Gobert),,19,14
1,4:13.0,,Defensive rebound by D. Mitchell,19,14
1,4:09.0,,Shooting foul by D. DeRozan (drawn by R. Gobert),19,14
1,4:09.0,,R. Gobert makes free throw 1 of 2,19,15
1,4:09.0,,R. Gobert makes free throw 2 of 2,19,16
1,3:52.0,Turnover by M. Belinelli (bad pass; steal by K. Korver),,19,16
1,3:45.0,,J. Crowder misses 3-pt jump shot from 23 ft,19,16
1,3:42.0,,Offensive rebound by R. Gobert,19,16
1,3:41.0,,R. Gobert misses 2-pt layup from 1 ft,19,16
1,3:41.0,Defensive rebound by P. Mills,,19,16
1,3:33.0,L. Aldridge makes 2-pt dunk from 2 ft (assist by D. DeRozan),,21,16
1,3:16.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by J. Crowder),21,19
1,3:01.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by L. Aldridge),,23,19
1,3:01.0,Shooting foul by K. Korver (drawn by M. Belinelli),,23,19
1,3:01.0,J. Poeltl enters the game for L. Aldridge,,23,19
1,3:01.0,,D. Favors enters the game for R. Gobert,23,19
1,3:01.0,M. Belinelli makes free throw 1 of 1,,24,19
1,2:40.0,,Turnover by D. Mitchell (lost ball; steal by D. Cunningham),24,19
1,2:23.0,D. DeRozan misses 2-pt jump shot from 22 ft,,24,19
1,2:20.0,,Defensive rebound by K. Korver,24,19
1,2:13.0,,D. Mitchell makes 2-pt jump shot from 13 ft,24,21
1,1:58.0,D. DeRozan misses 2-pt jump shot from 11 ft,,24,21
1,1:56.0,,Defensive rebound by R. O'Neale,24,21
1,1:50.0,,J. Crowder misses 3-pt jump shot from 25 ft,24,21
1,1:47.0,Defensive rebound by D. Cunningham,,24,21
1,1:38.0,D. Cunningham misses 3-pt jump shot from 24 ft,,24,21
1,1:36.0,,Defensive rebound by K. Korver,24,21
1,1:22.0,,D. Favors misses 2-pt layup from 3 ft,24,21
1,1:19.0,Defensive rebound by P. Mills,,24,21
1,1:14.0,M. Belinelli misses 3-pt jump shot from 25 ft,,24,21
1,1:11.0,,Defensive rebound by D. Favors,24,21
1,1:04.0,,R. O'Neale misses 2-pt jump shot from 12 ft,24,21
1,1:02.0,,Offensive rebound by D. Favors,24,21
1,1:01.0,,Turnover by D. Favors (traveling),24,21
1,1:01.0,D. Bertāns enters the game for D. DeRozan,,24,21
1,1:01.0,,J. Ingles enters the game for D. Mitchell,24,21
1,1:01.0,,R. Rubio enters the game for R. O'Neale,24,21
1,0:45.0,P. Mills misses 3-pt jump shot from 26 ft,,24,21
1,0:43.0,,Defensive rebound by J. Crowder,24,21
1,0:37.0,,Personal foul by D. Cunningham (drawn by D. Favors),24,21
1,0:29.0,,R. Rubio makes 2-pt jump shot from 16 ft (assist by J. Ingles),24,23
1,0:14.0,Offensive foul by M. Belinelli (drawn by R. Rubio),,24,23
1,0:14.0,Turnover by M. Belinelli (offensive foul),,24,23
1,0:14.0,,D. Mitchell enters the game for R. Rubio,24,23
1,0:01.0,,D. Mitchell misses 2-pt jump shot from 22 ft,24,23
1,0:00.0,,Offensive rebound by Team,24,23
2,11:49.0,D. Bertāns misses 3-pt jump shot from 25 ft,,24,23
2,11:47.0,,Defensive rebound by D. Favors,24,23
2,11:41.0,,R. Rubio makes 2-pt layup from 1 ft,24,25
2,11:28.0,D. Bertāns makes 2-pt jump shot from 21 ft (assist by P. Mills),,26,25
2,11:14.0,,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),26,27
2,11:14.0,,Shooting foul by D. Cunningham (drawn by D. Favors),26,27
2,11:14.0,,D. Favors makes free throw 1 of 1,26,28
2,11:05.0,J. Poeltl misses 2-pt jump shot from 9 ft,,26,28
2,11:01.0,,Defensive rebound by J. Crowder,26,28
2,10:46.0,,Shooting foul by J. Poeltl (drawn by D. Favors),26,28
2,10:46.0,,D. Favors makes free throw 1 of 2,26,29
2,10:46.0,,D. Favors makes free throw 2 of 2,26,30
2,10:37.0,P. Mills makes 3-pt jump shot from 25 ft,,29,30
2,10:21.0,,J. Ingles makes 2-pt layup from 2 ft,29,32
2,10:00.0,M. Belinelli misses 3-pt jump shot from 26 ft,,29,32
2,9:55.0,,Defensive rebound by R. Rubio,29,32
2,9:49.0,,R. Rubio misses 2-pt jump shot from 21 ft,29,32
2,9:46.0,Defensive rebound by P. Mills,,29,32
2,9:46.0,L. Aldridge enters the game for P. Mills,,29,32
2,9:46.0,B. Forbes enters the game for J. Poeltl,,29,32
2,9:46.0,,R. Neto enters the game for R. Rubio,29,32
2,9:32.0,Turnover by B. Forbes (bad pass; steal by D. Favors),,29,32
2,9:15.0,,D. Favors misses 2-pt jump shot from 9 ft,29,32
2,9:13.0,Defensive rebound by L. Aldridge,,29,32
2,9:02.0,M. Belinelli misses 2-pt jump shot from 20 ft,,29,32
2,9:00.0,Offensive rebound by L. Aldridge,,29,32
2,8:53.0,L. Aldridge misses 2-pt hook shot from 4 ft,,29,32
2,8:51.0,,Defensive rebound by R. Neto,29,32
2,8:43.0,,D. Favors misses 2-pt dunk from 3 ft (block by D. Bertāns),29,32
2,8:40.0,Defensive rebound by M. Belinelli,,29,32
2,8:38.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,32,32
2,8:37.0,,Utah full timeout,32,32
2,8:37.0,D. DeRozan enters the game for M. Belinelli,,32,32
2,8:37.0,J. Poeltl enters the game for D. Cunningham,,32,32
2,8:37.0,,R. Gobert enters the game for J. Crowder,32,32
2,8:37.0,,D. Mitchell enters the game for D. Favors,32,32
2,8:37.0,,R. O'Neale enters the game for J. Ingles,32,32
2,8:21.0,,R. Gobert makes 2-pt layup from 2 ft (assist by R. Neto),32,34
2,8:05.0,Turnover by D. DeRozan (traveling),,32,34
2,7:57.0,,R. O'Neale makes 3-pt jump shot from 25 ft,32,37
2,7:36.0,L. Aldridge misses 2-pt jump shot from 14 ft,,32,37
2,7:33.0,,Defensive rebound by K. Korver,32,37
2,7:28.0,,D. Mitchell misses 2-pt layup from 2 ft,32,37
2,7:25.0,,Offensive rebound by R. Gobert,32,37
2,7:25.0,,R. Gobert makes 2-pt dunk at rim,32,39
2,7:04.0,L. Aldridge misses 2-pt layup from 6 ft,,32,39
2,7:02.0,,Defensive rebound by R. Gobert,32,39
2,6:53.0,,D. Mitchell makes 2-pt jump shot from 18 ft,32,41
2,6:34.0,B. Forbes misses 2-pt jump shot from 21 ft,,32,41
2,6:32.0,,Defensive rebound by D. Mitchell,32,41
2,6:19.0,,D. Mitchell misses 2-pt jump shot from 17 ft,32,41
2,6:17.0,Defensive rebound by L. Aldridge,,32,41
2,6:07.0,B. Forbes makes 2-pt jump shot from 11 ft (assist by D. DeRozan),,34,41
2,5:52.0,,R. Neto makes 2-pt layup from 3 ft,34,43
2,5:22.0,B. Forbes makes 3-pt jump shot from 26 ft,,37,43
2,5:05.0,,R. Neto misses 3-pt jump shot from 25 ft,37,43
2,5:02.0,Defensive rebound by J. Poeltl,,37,43
2,4:54.0,D. DeRozan makes 2-pt jump shot from 12 ft,,39,43
2,4:32.0,,D. Mitchell makes 2-pt jump shot from 8 ft,39,45
2,4:13.0,B. Forbes misses 2-pt jump shot from 10 ft,,39,45
2,4:12.0,,Defensive rebound by R. Gobert,39,45
2,4:07.0,,D. Mitchell misses 3-pt jump shot from 25 ft,39,45
2,4:03.0,,Offensive rebound by Team,39,45
2,4:03.0,M. Belinelli enters the game for D. Bertāns,,39,45
2,4:03.0,P. Mills enters the game for J. Poeltl,,39,45
2,4:03.0,,J. Ingles enters the game for K. Korver,39,45
2,3:59.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by R. Neto),39,48
2,3:56.0,San Antonio full timeout,,39,48
2,3:56.0,,R. Rubio enters the game for R. Neto,39,48
2,3:39.0,L. Aldridge misses 2-pt jump shot from 8 ft,,39,48
2,3:37.0,,Defensive rebound by R. O'Neale,39,48
2,3:21.0,,J. Ingles misses 3-pt jump shot from 25 ft,39,48
2,3:19.0,,Offensive rebound by R. Gobert,39,48
2,3:09.0,,R. Rubio makes 2-pt layup from 1 ft (assist by R. Gobert),39,50
2,2:47.0,D. DeRozan makes 2-pt jump shot from 19 ft (assist by L. Aldridge),,41,50
2,2:32.0,,R. O'Neale makes 3-pt jump shot from 26 ft (assist by R. Rubio),41,53
2,2:25.0,San Antonio full timeout,,41,53
2,2:09.0,P. Mills misses 2-pt layup from 3 ft,,41,53
2,2:06.0,Offensive rebound by M. Belinelli,,41,53
2,2:05.0,P. Mills misses 3-pt jump shot from 23 ft,,41,53
2,2:01.0,,Defensive rebound by R. O'Neale,41,53
2,1:50.0,,R. Gobert misses 2-pt layup from 2 ft,41,53
2,1:48.0,,R. Gobert makes 2-pt layup at rim,41,55
2,1:48.0,,Offensive rebound by R. Gobert,41,55
2,1:29.0,Personal foul by J. Ingles (drawn by M. Belinelli),,41,55
2,1:20.0,Personal foul by J. Ingles (drawn by M. Belinelli),,41,55
2,1:20.0,M. Belinelli makes free throw 1 of 2,,42,55
2,1:20.0,M. Belinelli makes free throw 2 of 2,,43,55
2,1:09.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),43,57
2,0:48.0,Shooting foul by R. Gobert (drawn by L. Aldridge),,43,57
2,0:48.0,L. Aldridge makes free throw 1 of 2,,44,57
2,0:48.0,L. Aldridge makes free throw 2 of 2,,45,57
2,0:38.0,,R. Rubio makes 2-pt jump shot from 11 ft,45,59
2,0:27.0,P. Mills makes 3-pt jump shot from 23 ft (assist by B. Forbes),,48,59
2,0:04.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by R. O'Neale),48,62
2,0:00.0,L. Aldridge misses 3-pt jump shot from 30 ft,,48,62
2,0:00.0,Offensive rebound by Team,,48,62
3,11:47.0,J. Poeltl makes 2-pt layup from 3 ft (assist by D. DeRozan),,50,62
3,11:32.0,,J. Crowder misses 2-pt dunk from 3 ft,50,62
3,11:30.0,Defensive rebound by D. Bertāns,,50,62
3,11:22.0,D. Bertāns misses 2-pt jump shot from 18 ft,,50,62
3,11:19.0,,Defensive rebound by R. Gobert,50,62
3,11:10.0,,Turnover by J. Ingles (bad pass; steal by D. DeRozan),50,62
3,11:05.0,D. DeRozan makes 2-pt layup from 3 ft (assist by B. Forbes),,52,62
3,10:49.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),52,64
3,10:33.0,D. DeRozan misses 2-pt jump shot from 10 ft,,52,64
3,10:30.0,,Defensive rebound by D. Mitchell,52,64
3,10:21.0,,R. Rubio misses 3-pt jump shot from 23 ft,52,64
3,10:18.0,Defensive rebound by J. Poeltl,,52,64
3,10:03.0,L. Aldridge misses 2-pt hook shot from 7 ft,,52,64
3,10:01.0,,Defensive rebound by J. Crowder,52,64
3,9:56.0,,R. Rubio makes 2-pt jump shot from 15 ft,52,66
3,9:43.0,J. Poeltl makes 2-pt jump shot from 11 ft (assist by D. DeRozan),,54,66
3,9:22.0,,D. Mitchell misses 2-pt layup from 4 ft (block by J. Poeltl),54,66
3,9:18.0,Defensive rebound by L. Aldridge,,54,66
3,9:15.0,B. Forbes misses 3-pt jump shot from 24 ft,,54,66
3,9:14.0,,Defensive rebound by Team,54,66
3,9:14.0,Loose ball foul by J. Poeltl (drawn by R. Gobert),,54,66
3,9:04.0,,D. Mitchell makes 3-pt jump shot from 25 ft,54,69
3,8:45.0,Turnover by D. DeRozan (lost ball; steal by D. Mitchell),,54,69
3,8:39.0,,J. Crowder misses 3-pt jump shot from 24 ft,54,69
3,8:36.0,,Offensive rebound by Team,54,69
3,8:34.0,,D. Mitchell misses 3-pt jump shot from 24 ft,54,69
3,8:31.0,Defensive rebound by B. Forbes,,54,69
3,8:15.0,D. Bertāns misses 3-pt jump shot from 27 ft,,54,69
3,8:13.0,,Defensive rebound by R. Rubio,54,69
3,8:03.0,,R. Rubio makes 2-pt jump shot from 11 ft,54,71
3,7:45.0,Personal foul by R. Rubio (drawn by B. Forbes),,54,71
3,7:36.0,L. Aldridge misses 2-pt jump shot from 5 ft (block by R. Gobert),,54,71
3,7:36.0,Offensive rebound by Team,,54,71
3,7:32.0,L. Aldridge misses 2-pt jump shot from 7 ft,,54,71
3,7:30.0,,Defensive rebound by J. Crowder,54,71
3,7:17.0,,R. Rubio misses 3-pt jump shot from 25 ft,54,71
3,7:14.0,Defensive rebound by J. Poeltl,,54,71
3,7:04.0,Personal foul by J. Ingles (drawn by D. DeRozan),,54,71
3,7:04.0,M. Belinelli enters the game for J. Poeltl,,54,71
3,7:04.0,,K. Korver enters the game for J. Crowder,54,71
3,7:04.0,,R. O'Neale enters the game for J. Ingles,54,71
3,6:59.0,D. DeRozan makes 2-pt jump shot from 17 ft,,56,71
3,6:44.0,,Shooting foul by D. DeRozan (drawn by D. Mitchell),56,71
3,6:44.0,,Utah full timeout,56,71
3,6:44.0,,D. Mitchell makes free throw 1 of 2,56,72
3,6:44.0,,D. Mitchell makes free throw 2 of 2,56,73
3,6:32.0,D. DeRozan misses 2-pt jump shot from 16 ft,,56,73
3,6:29.0,,Defensive rebound by R. Rubio,56,73
3,6:22.0,,D. Mitchell misses 2-pt jump shot from 10 ft,56,73
3,6:19.0,Defensive rebound by B. Forbes,,56,73
3,6:05.0,M. Belinelli makes 2-pt layup from 3 ft,,58,73
3,5:51.0,,Offensive foul by D. Mitchell (drawn by D. DeRozan),58,73
3,5:51.0,,Turnover by D. Mitchell (offensive foul),58,73
3,5:51.0,P. Mills enters the game for B. Forbes,,58,73
3,5:39.0,P. Mills makes 2-pt layup from 9 ft,,60,73
3,5:25.0,,R. Rubio misses 2-pt jump shot from 14 ft (block by L. Aldridge),60,73
3,5:23.0,,Offensive rebound by R. Gobert,60,73
3,5:19.0,,Turnover by R. Gobert (back court),60,73
3,5:10.0,D. DeRozan misses 2-pt jump shot from 10 ft,,60,73
3,5:07.0,,Defensive rebound by R. Rubio,60,73
3,4:56.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by D. Mitchell),60,75
3,4:55.0,San Antonio full timeout,,60,75
3,4:36.0,D. DeRozan makes 2-pt jump shot from 18 ft,,62,75
3,4:21.0,,Shooting foul by L. Aldridge (drawn by R. Gobert),62,75
3,4:21.0,,R. Gobert makes free throw 1 of 2,62,76
3,4:21.0,,R. Gobert makes free throw 2 of 2,62,77
3,4:07.0,D. DeRozan misses 2-pt jump shot from 10 ft,,62,77
3,4:03.0,Offensive rebound by L. Aldridge,,62,77
3,4:03.0,L. Aldridge makes 2-pt layup at rim,,64,77
3,3:50.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by R. Rubio),64,79
3,3:28.0,Shooting foul by R. Rubio (drawn by L. Aldridge),,64,79
3,3:28.0,L. Aldridge makes free throw 1 of 2,,65,79
3,3:28.0,B. Forbes enters the game for D. DeRozan,,65,79
3,3:28.0,,R. Neto enters the game for R. Rubio,65,79
3,3:28.0,L. Aldridge makes free throw 2 of 2,,66,79
3,3:17.0,,K. Korver makes 2-pt layup from 2 ft (assist by D. Mitchell),66,81
3,3:07.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),,69,81
3,2:51.0,,D. Mitchell misses 3-pt jump shot from 23 ft,69,81
3,2:48.0,Defensive rebound by P. Mills,,69,81
3,2:39.0,M. Belinelli misses 2-pt layup from 6 ft,,69,81
3,2:36.0,Offensive rebound by L. Aldridge,,69,81
3,2:36.0,L. Aldridge misses 2-pt layup at rim,,69,81
3,2:35.0,,Defensive rebound by R. Gobert,69,81
3,2:32.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by R. Neto),69,83
3,2:32.0,,Shooting foul by D. Bertāns (drawn by R. O'Neale),69,83
3,2:32.0,P. Gasol enters the game for L. Aldridge,,69,83
3,2:32.0,,D. Favors enters the game for R. Gobert,69,83
3,2:32.0,,J. Ingles enters the game for D. Mitchell,69,83
3,2:32.0,,R. O'Neale makes free throw 1 of 1,69,84
3,2:22.0,B. Forbes makes 2-pt jump shot from 18 ft (assist by P. Mills),,71,84
3,2:05.0,,D. Favors misses 2-pt layup from 1 ft,71,84
3,2:04.0,Defensive rebound by P. Gasol,,71,84
3,1:53.0,D. Bertāns misses 3-pt jump shot from 26 ft,,71,84
3,1:50.0,,Defensive rebound by D. Favors,71,84
3,1:41.0,,Turnover by J. Ingles (bad pass; steal by M. Belinelli),71,84
3,1:36.0,B. Forbes misses 3-pt jump shot from 24 ft,,71,84
3,1:32.0,,Defensive rebound by D. Favors,71,84
3,1:20.0,,Turnover by J. Ingles (lost ball; steal by P. Gasol),71,84
3,1:16.0,Shooting foul by R. Neto (drawn by M. Belinelli),,71,84
3,1:16.0,M. Belinelli makes free throw 1 of 2,,72,84
3,1:16.0,D. Cunningham enters the game for D. Bertāns,,72,84
3,1:16.0,M. Belinelli makes free throw 2 of 2,,73,84
3,1:09.0,,K. Korver misses 3-pt jump shot from 25 ft,73,84
3,1:06.0,,Offensive rebound by J. Ingles,73,84
3,0:57.0,,R. Neto misses 3-pt jump shot from 23 ft,73,84
3,0:54.0,Defensive rebound by D. Cunningham,,73,84
3,0:45.0,B. Forbes misses 3-pt jump shot from 23 ft,,73,84
3,0:41.0,,Defensive rebound by R. O'Neale,73,84
3,0:41.0,,D. Mitchell enters the game for R. Neto,73,84
3,0:23.0,,D. Mitchell makes 2-pt layup from 2 ft,73,86
3,0:03.0,P. Gasol makes 2-pt jump shot from 14 ft (assist by P. Mills),,75,86
3,0:00.0,,D. Mitchell misses 3-pt jump shot from 31 ft,75,86
3,0:00.0,,Offensive rebound by Team,75,86
4,11:45.0,,Turnover by D. Favors (bad pass; steal by D. Cunningham),75,86
4,11:32.0,P. Gasol misses 2-pt hook shot from 7 ft,,75,86
4,11:30.0,,Defensive rebound by D. Favors,75,86
4,11:19.0,,R. Neto makes 2-pt layup from 1 ft (assist by D. Favors),75,88
4,11:03.0,P. Gasol makes 2-pt jump shot from 22 ft (assist by P. Mills),,77,88
4,10:46.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by R. Neto),77,90
4,10:33.0,M. Belinelli misses 2-pt jump shot from 14 ft,,77,90
4,10:30.0,,Defensive rebound by D. Favors,77,90
4,10:23.0,,D. Mitchell misses 2-pt jump shot from 12 ft,77,90
4,10:22.0,Defensive rebound by Team,,77,90
4,10:22.0,,Loose ball foul by D. Mitchell (drawn by P. Gasol),77,90
4,10:22.0,L. Aldridge enters the game for M. Belinelli,,77,90
4,10:22.0,D. DeRozan enters the game for P. Gasol,,77,90
4,10:12.0,P. Mills misses 3-pt jump shot from 25 ft,,77,90
4,10:10.0,,Defensive rebound by D. Favors,77,90
4,9:56.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by J. Ingles),77,93
4,9:54.0,San Antonio full timeout,,77,93
4,9:54.0,P. Gasol enters the game for L. Aldridge,,77,93
4,9:54.0,,R. Rubio enters the game for R. Neto,77,93
4,9:41.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by P. Gasol),,79,93
4,9:41.0,Shooting foul by J. Ingles (drawn by D. DeRozan),,79,93
4,9:41.0,D. DeRozan makes free throw 1 of 1,,80,93
4,9:31.0,,Personal foul by D. DeRozan (drawn by D. Mitchell),80,93
4,9:28.0,,Shooting foul by B. Forbes (drawn by R. Rubio),80,93
4,9:28.0,,R. Rubio makes free throw 1 of 2,80,94
4,9:28.0,M. Belinelli enters the game for D. Cunningham,,80,94
4,9:28.0,D. Bertāns enters the game for P. Mills,,80,94
4,9:28.0,,R. Rubio misses free throw 2 of 2,80,94
4,9:26.0,Defensive rebound by D. DeRozan,,80,94
4,9:11.0,B. Forbes misses 2-pt jump shot from 10 ft,,80,94
4,9:08.0,,Defensive rebound by D. Favors,80,94
4,9:02.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by J. Crowder),80,97
4,8:44.0,Shooting foul by R. Rubio (drawn by P. Gasol),,80,97
4,8:44.0,P. Gasol makes free throw 1 of 2,,81,97
4,8:44.0,P. Gasol misses free throw 2 of 2,,81,97
4,8:42.0,,Defensive rebound by J. Crowder,81,97
4,8:31.0,,Personal foul by B. Forbes (drawn by D. Favors),81,97
4,8:31.0,,R. O'Neale enters the game for J. Ingles,81,97
4,8:23.0,,R. O'Neale makes 3-pt jump shot from 26 ft (assist by D. Mitchell),81,100
4,8:05.0,Shooting foul by J. Crowder (drawn by D. Bertāns),,81,100
4,8:05.0,D. Bertāns makes free throw 1 of 3,,82,100
4,8:05.0,D. Bertāns makes free throw 2 of 3,,83,100
4,8:05.0,D. Bertāns makes free throw 3 of 3,,84,100
4,7:49.0,,R. Rubio misses 2-pt jump shot from 11 ft,84,100
4,7:47.0,Defensive rebound by P. Gasol,,84,100
4,7:39.0,Turnover by D. DeRozan (lost ball; steal by D. Mitchell),,84,100
4,7:33.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by D. Mitchell),84,103
4,7:18.0,M. Belinelli makes 2-pt layup from 3 ft (assist by P. Gasol),,86,103
4,7:00.0,,D. Mitchell misses 3-pt jump shot from 25 ft,86,103
4,6:56.0,,Offensive rebound by D. Favors,86,103
4,6:55.0,,Shooting foul by D. DeRozan (drawn by D. Favors),86,103
4,6:55.0,,D. Favors misses free throw 1 of 2,86,103
4,6:55.0,,Offensive rebound by Team,86,103
4,6:55.0,L. Aldridge enters the game for B. Forbes,,86,103
4,6:55.0,P. Mills enters the game for P. Gasol,,86,103
4,6:55.0,,D. Favors misses free throw 2 of 2,86,103
4,6:54.0,Defensive rebound by D. DeRozan,,86,103
4,6:38.0,P. Mills makes 2-pt jump shot from 17 ft,,88,103
4,6:27.0,,Utah full timeout,88,103
4,6:27.0,,R. Gobert enters the game for D. Favors,88,103
4,6:17.0,,J. Crowder misses 3-pt jump shot from 25 ft,88,103
4,6:14.0,Defensive rebound by M. Belinelli,,88,103
4,6:05.0,D. DeRozan makes 2-pt layup from 1 ft,,90,103
4,5:53.0,,Personal foul by D. DeRozan (drawn by D. Mitchell),90,103
4,5:53.0,,D. Mitchell misses free throw 1 of 2,90,103
4,5:53.0,,Offensive rebound by Team,90,103
4,5:53.0,,D. Mitchell makes free throw 2 of 2,90,104
4,5:47.0,Personal foul by R. Rubio (drawn by P. Mills),,90,104
4,5:47.0,P. Mills makes free throw 1 of 2,,91,104
4,5:47.0,,J. Ingles enters the game for R. Rubio,91,104
4,5:47.0,P. Mills misses free throw 2 of 2,,91,104
4,5:46.0,,Defensive rebound by R. Gobert,91,104
4,5:35.0,,J. Ingles makes 3-pt jump shot from 25 ft,91,107
4,5:19.0,P. Mills makes 2-pt layup from 7 ft,,93,107
4,5:19.0,Shooting foul by R. O'Neale (drawn by P. Mills),,93,107
4,5:19.0,P. Mills makes free throw 1 of 1,,94,107
4,5:06.0,,Personal foul by D. Bertāns (drawn by R. Gobert),94,107
4,5:06.0,,R. Gobert makes free throw 1 of 2,94,108
4,5:06.0,,R. Gobert misses free throw 2 of 2,94,108
4,5:04.0,Defensive rebound by L. Aldridge,,94,108
4,5:00.0,Turnover by P. Mills (lost ball; steal by D. Mitchell),,94,108
4,4:56.0,,D. Mitchell makes 2-pt layup from 2 ft,94,110
4,4:46.0,M. Belinelli misses 3-pt jump shot from 25 ft,,94,110
4,4:46.0,,Defensive rebound by D. Mitchell,94,110
4,4:34.0,,D. Mitchell misses 3-pt jump shot from 25 ft,94,110
4,4:30.0,Defensive rebound by L. Aldridge,,94,110
4,4:16.0,L. Aldridge makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,97,110
