QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW ORLEANS_ACTION,MEMPHIS_SCORE,NEW ORLEANS_SCORE
1,7:50.0,,J. Holiday misses 2-pt jump shot from 12 ft,9,11
1,7:46.0,Defensive rebound by K. Anderson,,9,11
1,7:34.0,Turnover by J. Green (offensive foul),,9,11
1,7:34.0,Offensive foul by J. Green (drawn by S. Hill),,9,11
1,7:17.0,,J. Randle makes 2-pt dunk from 2 ft (assist by T. Frazier),9,13
1,6:57.0,M. Conley misses 2-pt layup from 2 ft (block by A. Davis),,9,13
1,6:57.0,Offensive rebound by Team,,9,13
1,6:51.0,M. Conley misses 2-pt jump shot from 13 ft,,9,13
1,6:50.0,,Defensive rebound by A. Davis,9,13
1,6:39.0,,J. Holiday misses 2-pt layup from 3 ft (block by K. Anderson),9,13
1,6:36.0,Defensive rebound by J. Green,,9,13
1,6:30.0,K. Anderson makes 2-pt layup from 2 ft (assist by M. Conley),,11,13
1,6:19.0,,T. Frazier makes 2-pt layup from 2 ft (assist by J. Holiday),11,15
1,5:58.0,K. Anderson makes 2-pt jump shot from 22 ft (assist by M. Conley),,13,15
1,5:51.0,,A. Davis makes 2-pt layup from 1 ft (assist by T. Frazier),13,17
1,5:26.0,Shooting foul by A. Davis (drawn by M. Gasol),,13,17
1,5:26.0,M. Gasol makes free throw 1 of 2,,14,17
1,5:26.0,S. Mack enters the game for M. Conley,,14,17
1,5:26.0,,N. Mirotić enters the game for A. Davis,14,17
1,5:26.0,M. Gasol makes free throw 2 of 2,,15,17
1,5:15.0,,Shooting foul by M. Gasol (drawn by J. Randle),15,17
1,5:15.0,,J. Randle makes free throw 1 of 2,15,18
1,5:15.0,,J. Randle makes free throw 2 of 2,15,19
1,4:59.0,J. Green makes 2-pt jump shot from 17 ft (assist by S. Mack),,17,19
1,4:52.0,,J. Randle misses 2-pt layup from 3 ft,17,19
1,4:52.0,,Offensive rebound by J. Randle,17,19
1,4:50.0,,J. Randle makes 2-pt layup from 1 ft,17,21
1,4:50.0,,Shooting foul by K. Anderson (drawn by J. Randle),17,21
1,4:50.0,O. Casspi enters the game for K. Anderson,,17,21
1,4:50.0,,J. Randle misses free throw 1 of 1,17,21
1,4:50.0,Defensive rebound by O. Casspi,,17,21
1,4:35.0,G. Temple makes 3-pt jump shot from 23 ft (assist by S. Mack),,20,21
1,4:21.0,,J. Holiday misses 3-pt jump shot from 26 ft,20,21
1,4:17.0,Defensive rebound by O. Casspi,,20,21
1,4:11.0,Turnover by J. Green (bad pass; steal by T. Frazier),,20,21
1,4:02.0,,N. Mirotić makes 2-pt layup from 3 ft (assist by T. Frazier),20,23
1,3:40.0,J. Green makes 2-pt layup from 2 ft (assist by M. Gasol),,22,23
1,3:31.0,,N. Mirotić misses 2-pt jump shot from 19 ft,22,23
1,3:27.0,Defensive rebound by O. Casspi,,22,23
1,3:24.0,,Violation by Team (kicked ball),22,23
1,3:24.0,M. Conley enters the game for M. Gasol,,22,23
1,3:24.0,J. Noah enters the game for G. Temple,,22,23
1,3:24.0,,C. Diallo enters the game for T. Frazier,22,23
1,3:24.0,,D. Miller enters the game for S. Hill,22,23
1,3:24.0,,E. Moore enters the game for J. Randle,22,23
1,3:12.0,J. Green makes 3-pt jump shot from 23 ft (assist by M. Conley),,25,23
1,2:58.0,,Turnover by C. Diallo (offensive foul),25,23
1,2:58.0,,Offensive foul by C. Diallo (drawn by J. Green),25,23
1,2:40.0,O. Casspi misses 2-pt layup from 5 ft,,25,23
1,2:37.0,,Defensive rebound by N. Mirotić,25,23
1,2:36.0,,Turnover by N. Mirotić (lost ball; steal by J. Green),25,23
1,2:24.0,J. Noah makes 2-pt dunk from 2 ft (assist by M. Conley),,27,23
1,2:22.0,,Shooting foul by J. Green (drawn by N. Mirotić),27,23
1,2:22.0,,N. Mirotić makes free throw 1 of 2,27,24
1,2:22.0,M. Brooks enters the game for J. Green,,27,24
1,2:22.0,,N. Mirotić makes free throw 2 of 2,27,25
1,2:04.0,Personal foul by J. Holiday (drawn by J. Noah),,27,25
1,1:51.0,O. Casspi makes 2-pt layup from 2 ft (assist by J. Noah),,29,25
1,1:39.0,,E. Moore misses 3-pt jump shot from 23 ft,29,25
1,1:33.0,,Offensive rebound by E. Moore,29,25
1,1:21.0,,Turnover by N. Mirotić (dbl dribble),29,25
1,1:12.0,S. Mack misses 2-pt jump shot from 18 ft,,29,25
1,1:09.0,,Defensive rebound by D. Miller,29,25
1,1:07.0,,Shooting foul by M. Conley (drawn by J. Holiday),29,25
1,1:07.0,,J. Holiday makes 2-pt layup from 2 ft,29,27
1,1:07.0,,J. Holiday makes free throw 1 of 1,29,28
1,0:45.0,J. Noah makes 2-pt layup from 2 ft (assist by O. Casspi),,31,28
1,0:27.0,,C. Diallo misses 2-pt layup from 3 ft (block by O. Casspi),31,28
1,0:24.0,Defensive rebound by J. Noah,,31,28
1,0:21.0,M. Conley misses 3-pt jump shot from 23 ft,,31,28
1,0:21.0,,Defensive rebound by C. Diallo,31,28
1,0:00.0,,J. Holiday makes 2-pt jump shot from 10 ft,31,30
2,11:40.0,,N. Mirotić misses 3-pt jump shot from 24 ft,31,30
2,11:36.0,Defensive rebound by J. Noah,,31,30
2,11:20.0,M. Brooks misses 2-pt layup from 3 ft,,31,30
2,11:16.0,,Defensive rebound by A. Davis,31,30
2,11:14.0,,E. Moore makes 2-pt jump shot from 7 ft (assist by T. Frazier),31,32
2,10:55.0,Shooting foul by D. Miller (drawn by O. Casspi),,31,32
2,10:55.0,O. Casspi makes free throw 1 of 2,,32,32
2,10:55.0,O. Casspi makes free throw 2 of 2,,33,32
2,10:39.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by T. Frazier),33,34
2,10:39.0,,Shooting foul by J. Noah (drawn by A. Davis),33,34
2,10:39.0,,A. Davis makes free throw 1 of 1,33,35
2,10:22.0,Personal foul by N. Mirotić (drawn by O. Casspi),,33,35
2,10:12.0,Personal foul by D. Miller (drawn by J. Noah),,33,35
2,10:05.0,M. Brooks makes 2-pt jump shot from 5 ft,,35,35
2,9:51.0,,N. Mirotić misses 3-pt jump shot from 27 ft,35,35
2,9:47.0,Defensive rebound by J. Noah,,35,35
2,9:43.0,Shooting foul by T. Frazier (drawn by J. Noah),,35,35
2,9:43.0,J. Noah makes free throw 1 of 2,,36,35
2,9:43.0,J. Jackson enters the game for O. Casspi,,36,35
2,9:43.0,J. Noah misses free throw 2 of 2,,36,35
2,9:41.0,,Defensive rebound by N. Mirotić,36,35
2,9:30.0,,Offensive foul by N. Mirotić (drawn by M. Conley),36,35
2,9:30.0,,Turnover by N. Mirotić (offensive foul),36,35
2,9:06.0,S. Mack misses 2-pt jump shot from 12 ft,,36,35
2,9:02.0,,Defensive rebound by D. Miller,36,35
2,8:56.0,,E. Moore misses 2-pt jump shot from 3 ft,36,35
2,8:53.0,Defensive rebound by J. Noah,,36,35
2,8:51.0,M. Brooks makes 2-pt layup from 2 ft (assist by J. Noah),,38,35
2,8:37.0,,Turnover by T. Frazier (lost ball; steal by M. Conley),38,35
2,8:30.0,M. Conley makes 2-pt layup from 3 ft,,40,35
2,8:26.0,,New Orleans full timeout,40,35
2,8:26.0,K. Anderson enters the game for M. Conley,,40,35
2,8:26.0,,J. Randle enters the game for N. Mirotić,40,35
2,8:18.0,,E. Moore misses 2-pt jump shot from 11 ft,40,35
2,8:15.0,Defensive rebound by Team,,40,35
2,8:03.0,J. Noah makes 2-pt dunk from 1 ft (assist by K. Anderson),,42,35
2,7:50.0,,Turnover by T. Frazier (out of bounds lost ball),42,35
2,7:37.0,K. Anderson misses 2-pt layup from 2 ft,,42,35
2,7:35.0,Offensive rebound by K. Anderson,,42,35
2,7:32.0,J. Noah makes 2-pt dunk from 1 ft (assist by K. Anderson),,44,35
2,7:14.0,,A. Davis makes 2-pt hook shot from 4 ft,44,37
2,7:14.0,M. Gasol enters the game for J. Noah,,44,37
2,7:14.0,,J. Holiday enters the game for D. Miller,44,37
2,6:49.0,S. Mack misses 2-pt jump shot from 11 ft,,44,37
2,6:47.0,,Defensive rebound by A. Davis,44,37
2,6:47.0,,Personal foul by J. Jackson (drawn by A. Davis),44,37
2,6:47.0,J. Green enters the game for J. Jackson,,44,37
2,6:36.0,,J. Holiday makes 2-pt layup from 3 ft (assist by J. Randle),44,39
2,6:36.0,,Shooting foul by K. Anderson (drawn by J. Holiday),44,39
2,6:36.0,,J. Holiday makes free throw 1 of 1,44,40
2,6:15.0,M. Brooks misses 3-pt jump shot from 26 ft,,44,40
2,6:11.0,Offensive rebound by M. Gasol,,44,40
2,6:01.0,J. Green misses 2-pt jump shot from 11 ft,,44,40
2,5:57.0,,Defensive rebound by T. Frazier,44,40
2,5:53.0,,A. Davis misses 3-pt jump shot from 27 ft,44,40
2,5:49.0,,Offensive rebound by T. Frazier,44,40
2,5:48.0,,A. Davis makes 2-pt dunk from 2 ft (assist by J. Randle),44,42
2,5:48.0,Memphis full timeout,,44,42
2,5:48.0,M. Conley enters the game for M. Brooks,,44,42
2,5:48.0,G. Temple enters the game for S. Mack,,44,42
2,5:35.0,G. Temple misses 2-pt jump shot from 22 ft,,44,42
2,5:30.0,Offensive rebound by J. Green,,44,42
2,5:26.0,G. Temple misses 3-pt jump shot from 23 ft,,44,42
2,5:23.0,,Defensive rebound by J. Holiday,44,42
2,5:18.0,,J. Randle misses 2-pt jump shot from 4 ft,44,42
2,5:15.0,,Offensive rebound by A. Davis,44,42
2,5:13.0,,A. Davis misses 2-pt layup from 4 ft,44,42
2,5:09.0,Defensive rebound by K. Anderson,,44,42
2,5:04.0,K. Anderson misses 2-pt layup from 2 ft,,44,42
2,4:58.0,Offensive rebound by G. Temple,,44,42
2,4:58.0,G. Temple makes 2-pt layup at rim,,46,42
2,4:51.0,,Shooting foul by G. Temple (drawn by J. Holiday),46,42
2,4:51.0,,J. Holiday makes free throw 1 of 2,46,43
2,4:51.0,,J. Holiday makes free throw 2 of 2,46,44
2,4:35.0,Personal foul by T. Frazier (drawn by M. Gasol),,46,44
2,4:35.0,M. Gasol makes free throw 1 of 2,,47,44
2,4:35.0,,S. Hill enters the game for E. Moore,47,44
2,4:35.0,M. Gasol makes free throw 2 of 2,,48,44
2,4:26.0,,A. Davis makes 2-pt dunk from 4 ft (assist by J. Holiday),48,46
2,4:13.0,M. Gasol makes 2-pt dunk from 3 ft (assist by M. Conley),,50,46
2,4:06.0,,J. Randle misses 2-pt jump shot from 4 ft,50,46
2,4:06.0,,Offensive rebound by A. Davis,50,46
2,3:59.0,,S. Hill makes 3-pt jump shot from 27 ft (assist by T. Frazier),50,49
2,3:48.0,G. Temple misses 3-pt jump shot from 24 ft,,50,49
2,3:46.0,,Defensive rebound by J. Holiday,50,49
2,3:41.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by J. Holiday),50,52
2,3:19.0,M. Gasol misses 2-pt jump shot from 10 ft (block by A. Davis),,50,52
2,3:18.0,Offensive rebound by J. Green,,50,52
2,3:18.0,Shooting foul by S. Hill (drawn by J. Green),,50,52
2,3:18.0,J. Green misses free throw 1 of 2,,50,52
2,3:18.0,Offensive rebound by Team,,50,52
2,3:18.0,S. Mack enters the game for G. Temple,,50,52
2,3:18.0,J. Green makes free throw 2 of 2,,51,52
2,3:11.0,,A. Davis makes 2-pt dunk from 3 ft (assist by J. Holiday),51,54
2,2:46.0,M. Gasol misses 2-pt jump shot from 6 ft,,51,54
2,2:42.0,,Defensive rebound by J. Randle,51,54
2,2:40.0,,J. Randle makes 2-pt dunk from 2 ft (assist by J. Holiday),51,56
2,2:25.0,J. Green makes 3-pt jump shot from 24 ft (assist by M. Conley),,54,56
2,2:13.0,,A. Davis misses 2-pt jump shot from 23 ft,54,56
2,2:10.0,Defensive rebound by J. Green,,54,56
2,1:47.0,Turnover by S. Mack (bad pass; steal by A. Davis),,54,56
2,1:36.0,,S. Hill misses 3-pt jump shot from 23 ft,54,56
2,1:31.0,Defensive rebound by J. Green,,54,56
2,1:13.0,M. Conley misses 3-pt jump shot from 26 ft,,54,56
2,1:10.0,,Defensive rebound by T. Frazier,54,56
2,1:08.0,,Shooting foul by S. Mack (drawn by A. Davis),54,56
2,1:08.0,,A. Davis makes free throw 1 of 2,54,57
2,1:08.0,J. Noah enters the game for J. Green,,54,57
2,1:08.0,,A. Davis makes free throw 2 of 2,54,58
2,0:53.0,M. Gasol makes 2-pt layup from 3 ft (assist by M. Conley),,56,58
2,0:38.0,,Turnover by J. Holiday (lost ball; steal by K. Anderson),56,58
2,0:32.0,J. Noah misses 2-pt layup from 4 ft (block by A. Davis),,56,58
2,0:22.0,Offensive rebound by M. Conley,,56,58
2,0:19.0,Shooting foul by J. Randle (drawn by M. Conley),,56,58
2,0:19.0,M. Conley makes free throw 1 of 2,,57,58
2,0:19.0,G. Temple enters the game for S. Mack,,57,58
2,0:19.0,M. Conley makes free throw 2 of 2,,58,58
2,0:03.0,,J. Holiday makes 2-pt jump shot from 13 ft,58,60
2,0:03.0,J. Green enters the game for J. Noah,,58,60
2,0:00.0,G. Temple misses 2-pt jump shot from 13 ft,,58,60
2,0:00.0,Offensive rebound by Team,,58,60
3,11:51.0,,Turnover by J. Holiday (lost ball; steal by G. Temple),58,60
3,11:42.0,K. Anderson makes 3-pt jump shot from 24 ft (assist by M. Conley),,61,60
3,11:25.0,,J. Holiday makes 2-pt layup from 3 ft (assist by A. Davis),61,62
3,11:03.0,M. Conley misses 3-pt jump shot from 27 ft,,61,62
3,10:58.0,,Defensive rebound by T. Frazier,61,62
3,10:54.0,,A. Davis misses 3-pt jump shot from 26 ft,61,62
3,10:49.0,Defensive rebound by K. Anderson,,61,62
3,10:44.0,M. Gasol makes 3-pt jump shot from 27 ft (assist by K. Anderson),,64,62
3,10:42.0,,New Orleans full timeout,64,62
3,10:25.0,,A. Davis misses 2-pt jump shot from 5 ft,64,62
3,10:22.0,Defensive rebound by M. Gasol,,64,62
3,9:59.0,J. Jackson misses 2-pt hook shot from 7 ft,,64,62
3,9:55.0,,Defensive rebound by S. Hill,64,62
3,9:44.0,,J. Randle misses 2-pt layup from 3 ft,64,62
3,9:41.0,,Offensive rebound by J. Randle,64,62
3,9:40.0,,J. Randle misses 2-pt layup from 2 ft (block by K. Anderson),64,62
3,9:34.0,Defensive rebound by K. Anderson,,64,62
3,9:24.0,K. Anderson misses 2-pt jump shot from 11 ft,,64,62
3,9:20.0,,Defensive rebound by A. Davis,64,62
3,9:16.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),64,64
3,8:58.0,Turnover by J. Jackson (bad pass; steal by J. Randle),,64,64
3,8:52.0,,J. Holiday misses 2-pt jump shot from 17 ft,64,64
3,8:47.0,Defensive rebound by M. Gasol,,64,64
3,8:43.0,J. Jackson makes 2-pt dunk from 3 ft (assist by M. Gasol),,66,64
3,8:27.0,,J. Randle makes 2-pt dunk from 2 ft (assist by A. Davis),66,66
3,8:18.0,Memphis full timeout,,66,66
3,8:04.0,Turnover by G. Temple (step out of bounds),,66,66
3,7:49.0,,S. Hill makes 2-pt layup from 5 ft (assist by J. Holiday),66,68
3,7:34.0,M. Gasol misses 2-pt hook shot from 11 ft,,66,68
3,7:30.0,,Defensive rebound by A. Davis,66,68
3,7:21.0,,A. Davis misses 2-pt jump shot from 16 ft (block by M. Gasol),66,68
3,7:21.0,,Offensive rebound by Team,66,68
3,7:11.0,,A. Davis misses 2-pt jump shot from 13 ft (block by M. Gasol),66,68
3,7:11.0,,Offensive rebound by Team,66,68
3,7:10.0,,A. Davis misses 3-pt jump shot from 26 ft,66,68
3,7:06.0,Defensive rebound by K. Anderson,,66,68
3,7:01.0,Turnover by M. Conley (bad pass; steal by J. Randle),,66,68
3,6:56.0,,Turnover by A. Davis (offensive foul),66,68
3,6:56.0,,Offensive foul by A. Davis (drawn by M. Gasol),66,68
3,6:56.0,S. Mack enters the game for M. Conley,,66,68
3,6:56.0,,E. Moore enters the game for T. Frazier,66,68
3,6:32.0,G. Temple makes 3-pt jump shot from 25 ft,,69,68
3,6:23.0,,Turnover by J. Holiday (lost ball; steal by K. Anderson),69,68
3,6:10.0,G. Temple misses 3-pt jump shot from 23 ft,,69,68
3,6:03.0,Offensive rebound by K. Anderson,,69,68
3,6:03.0,K. Anderson makes 2-pt layup from 1 ft,,71,68
3,5:57.0,,Shooting foul by S. Mack (drawn by A. Davis),71,68
3,5:57.0,,A. Davis makes free throw 1 of 2,71,69
3,5:57.0,J. Green enters the game for J. Jackson,,71,69
3,5:57.0,,A. Davis makes free throw 2 of 2,71,70
3,5:31.0,S. Mack misses 2-pt jump shot from 7 ft,,71,70
3,5:27.0,,Defensive rebound by A. Davis,71,70
3,5:25.0,,Turnover by J. Randle (offensive foul),71,70
3,5:25.0,,Offensive foul by J. Randle (drawn by J. Green),71,70
3,5:02.0,J. Green makes 2-pt hook shot from 6 ft (assist by S. Mack),,73,70
3,4:48.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by J. Holiday),73,73
3,4:33.0,K. Anderson makes 2-pt layup from 4 ft (assist by S. Mack),,75,73
3,4:21.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by J. Holiday),75,76
3,4:10.0,Offensive foul by G. Temple (drawn by A. Davis),,75,76
3,4:10.0,Turnover by G. Temple (offensive foul),,75,76
3,4:10.0,O. Casspi enters the game for K. Anderson,,75,76
3,4:10.0,J. Noah enters the game for M. Gasol,,75,76
3,4:10.0,,N. Mirotić enters the game for J. Randle,75,76
3,3:59.0,,J. Holiday misses 2-pt layup from 4 ft,75,76
3,3:54.0,,Offensive rebound by J. Holiday,75,76
3,3:54.0,,J. Holiday misses 2-pt layup at rim,75,76
3,3:50.0,,Offensive rebound by J. Holiday,75,76
3,3:48.0,,S. Hill misses 2-pt layup from 2 ft,75,76
3,3:48.0,,Offensive rebound by E. Moore,75,76
3,3:48.0,,Shooting foul by O. Casspi (drawn by E. Moore),75,76
3,3:48.0,,E. Moore makes free throw 1 of 2,75,77
3,3:48.0,,T. Frazier enters the game for S. Hill,75,77
3,3:48.0,,D. Miller enters the game for J. Holiday,75,77
3,3:48.0,,E. Moore makes free throw 2 of 2,75,78
3,3:33.0,S. Mack misses 2-pt jump shot from 9 ft,,75,78
3,3:29.0,,Defensive rebound by A. Davis,75,78
3,3:25.0,,N. Mirotić misses 3-pt jump shot from 27 ft,75,78
3,3:21.0,Defensive rebound by J. Green,,75,78
3,3:15.0,J. Green misses 3-pt jump shot from 27 ft,,75,78
3,3:13.0,,Defensive rebound by Team,75,78
3,3:13.0,Loose ball foul by J. Noah (drawn by A. Davis),,75,78
3,3:13.0,M. Brooks enters the game for G. Temple,,75,78
3,3:02.0,,Turnover by A. Davis (lost ball; steal by M. Brooks),75,78
3,2:58.0,J. Green makes 2-pt layup from 3 ft (assist by S. Mack),,77,78
3,2:44.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by A. Davis),77,81
3,2:20.0,J. Green makes 3-pt jump shot from 23 ft (assist by J. Noah),,80,81
3,2:00.0,,Turnover by T. Frazier (lost ball; steal by J. Noah),80,81
3,1:56.0,Shooting foul by T. Frazier (drawn by J. Noah),,80,81
3,1:56.0,J. Noah makes free throw 1 of 2,,81,81
3,1:56.0,J. Noah makes free throw 2 of 2,,82,81
3,1:43.0,,D. Miller misses 3-pt jump shot from 26 ft,82,81
3,1:38.0,Defensive rebound by S. Mack,,82,81
3,1:31.0,Turnover by S. Mack (bad pass; steal by A. Davis),,82,81
3,1:27.0,,Offensive foul by A. Davis (drawn by S. Mack),82,81
3,1:27.0,,Turnover by A. Davis (offensive foul),82,81
3,1:27.0,,C. Diallo enters the game for A. Davis,82,81
3,1:09.0,Offensive foul by J. Noah (drawn by C. Diallo),,82,81
3,1:09.0,Turnover by J. Noah (offensive foul),,82,81
3,0:56.0,,D. Miller misses 3-pt jump shot from 27 ft,82,81
3,0:53.0,Defensive rebound by J. Green,,82,81
3,0:43.0,Personal foul by E. Moore (drawn by M. Brooks),,82,81
3,0:43.0,M. Brooks misses free throw 1 of 2,,82,81
3,0:43.0,Offensive rebound by Team,,82,81
3,0:43.0,G. Temple enters the game for O. Casspi,,82,81
3,0:43.0,M. Brooks makes free throw 2 of 2,,83,81
3,0:35.0,,Turnover by T. Frazier (lost ball; steal by J. Green),83,81
3,0:31.0,J. Green misses 2-pt layup from 3 ft,,83,81
3,0:28.0,Offensive rebound by M. Brooks,,83,81
3,0:28.0,M. Brooks makes 2-pt dunk from 1 ft,,85,81
3,0:06.0,,Turnover by E. Moore (bad pass; steal by S. Mack),85,81
3,0:02.0,Turnover by J. Noah (offensive foul),,85,81
3,0:02.0,Offensive foul by J. Noah (drawn by T. Frazier),,85,81
3,0:00.0,,T. Frazier makes 3-pt jump shot from 33 ft,85,84
4,11:43.0,G. Temple misses 3-pt jump shot from 25 ft,,85,84
4,11:38.0,,Defensive rebound by J. Randle,85,84
4,11:23.0,,J. Randle makes 2-pt hook shot from 2 ft (assist by E. Moore),85,86
4,11:05.0,Personal foul by N. Mirotić (drawn by M. Brooks),,85,86
4,10:52.0,J. Noah misses 2-pt layup from 3 ft,,85,86
4,10:46.0,,Defensive rebound by D. Miller,85,86
4,10:44.0,,J. Randle makes 2-pt layup from 2 ft,85,88
4,10:38.0,Personal foul by N. Mirotić (drawn by M. Conley),,85,88
4,10:28.0,J. Noah misses 2-pt jump shot from 19 ft,,85,88
4,10:24.0,,Defensive rebound by J. Holiday,85,88
4,10:16.0,,J. Holiday makes 2-pt jump shot from 10 ft,85,90
4,10:16.0,,Shooting foul by J. Green (drawn by J. Holiday),85,90
4,10:16.0,,J. Holiday makes free throw 1 of 1,85,91
4,10:06.0,M. Conley misses 2-pt layup from 3 ft,,85,91
4,10:00.0,Offensive rebound by J. Noah,,85,91
4,10:00.0,J. Noah makes 2-pt layup from 1 ft,,87,91
4,9:55.0,,J. Randle misses 3-pt jump shot from 25 ft,87,91
4,9:52.0,Defensive rebound by J. Green,,87,91
4,9:38.0,M. Conley misses 2-pt layup from 4 ft,,87,91
4,9:38.0,,Defensive rebound by Team,87,91
4,9:24.0,,D. Miller misses 3-pt jump shot from 23 ft,87,91
4,9:19.0,Defensive rebound by G. Temple,,87,91
4,9:16.0,Memphis full timeout,,87,91
4,9:16.0,K. Anderson enters the game for M. Brooks,,87,91
4,9:16.0,M. Gasol enters the game for J. Green,,87,91
4,9:16.0,J. Jackson enters the game for J. Noah,,87,91
4,9:16.0,,S. Hill enters the game for E. Moore,87,91
4,8:56.0,J. Jackson misses 2-pt jump shot from 18 ft,,87,91
4,8:53.0,,Defensive rebound by J. Randle,87,91
4,8:42.0,,Personal foul by G. Temple (drawn by J. Holiday),87,91
4,8:32.0,,J. Randle misses 2-pt layup from 5 ft (block by J. Jackson),87,91
4,8:30.0,,Offensive rebound by J. Randle,87,91
4,8:25.0,,J. Randle makes 2-pt jump shot from 2 ft,87,93
4,8:12.0,J. Jackson misses 3-pt jump shot from 27 ft,,87,93
4,8:09.0,,Defensive rebound by J. Randle,87,93
4,8:05.0,,N. Mirotić misses 3-pt jump shot from 27 ft,87,93
4,8:00.0,Defensive rebound by M. Conley,,87,93
4,7:52.0,M. Conley misses 2-pt layup from 4 ft,,87,93
4,7:49.0,,Defensive rebound by J. Randle,87,93
4,7:36.0,,Turnover by J. Randle (palming),87,93
4,7:18.0,M. Conley misses 3-pt jump shot from 25 ft,,87,93
4,7:18.0,,Defensive rebound by J. Randle,87,93
4,7:04.0,,J. Holiday makes 2-pt dunk from 1 ft,87,95
4,6:44.0,Shooting foul by D. Miller (drawn by J. Jackson),,87,95
4,6:44.0,J. Jackson misses free throw 1 of 2,,87,95
4,6:44.0,Offensive rebound by Team,,87,95
4,6:44.0,J. Jackson makes free throw 2 of 2,,88,95
4,6:44.0,S. Mack enters the game for M. Conley,,88,95
4,6:44.0,,A. Davis enters the game for J. Randle,88,95
4,6:33.0,,D. Miller misses 3-pt jump shot from 26 ft,88,95
4,6:28.0,Defensive rebound by M. Gasol,,88,95
4,6:26.0,Turnover by J. Jackson (offensive foul),,88,95
4,6:26.0,Offensive foul by J. Jackson (drawn by N. Mirotić),,88,95
4,6:26.0,J. Green enters the game for J. Jackson,,88,95
4,6:21.0,,Turnover by S. Hill (lost ball; steal by K. Anderson),88,95
4,6:16.0,K. Anderson makes 2-pt layup from 1 ft,,90,95
4,6:01.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by J. Holiday),90,97
4,5:38.0,M. Gasol misses 2-pt jump shot from 24 ft,,90,97
4,5:32.0,Offensive rebound by G. Temple,,90,97
4,5:32.0,S. Mack makes 2-pt jump shot from 5 ft (assist by G. Temple),,92,97
4,5:18.0,,S. Hill makes 3-pt jump shot from 27 ft (assist by N. Mirotić),92,100
4,5:06.0,S. Mack makes 3-pt jump shot from 26 ft (assist by M. Gasol),,95,100
4,4:55.0,,New Orleans full timeout,95,100
4,4:55.0,M. Conley enters the game for S. Mack,,95,100
4,4:55.0,,E. Moore enters the game for D. Miller,95,100
4,4:55.0,,J. Randle enters the game for N. Mirotić,95,100
4,4:47.0,,S. Hill misses 3-pt jump shot from 25 ft,95,100
4,4:43.0,Defensive rebound by K. Anderson,,95,100
4,4:22.0,J. Green makes 2-pt jump shot from 17 ft (assist by G. Temple),,97,100
4,4:11.0,,Shooting foul by M. Gasol (drawn by J. Holiday),97,100
4,4:11.0,,J. Holiday misses free throw 1 of 2,97,100
4,4:11.0,,Offensive rebound by Team,97,100
4,4:11.0,,J. Holiday makes free throw 2 of 2,97,101
4,3:47.0,K. Anderson misses 2-pt layup from 2 ft (block by A. Davis),,97,101
4,3:41.0,,Defensive rebound by A. Davis,97,101
