QUARTER,TIME_REMAINING,NEW YORK_ACTION,MEMPHIS_ACTION,NEW YORK_SCORE,MEMPHIS_SCORE
1,0:01.0,,Turnover by J. Jackson (lost ball; steal by M. Robinson),21,26
1,0:00.0,A. Trier misses 3-pt jump shot from 31 ft,,21,26
1,0:00.0,Offensive rebound by Team,,21,26
2,11:46.0,,Personal foul by K. Knox (drawn by J. Green),21,26
2,11:35.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by W. Selden),21,29
2,11:10.0,E. Freedom makes 2-pt layup from 1 ft,,23,29
2,10:58.0,,J. Green makes 2-pt jump shot from 14 ft (assist by J. Jackson),23,31
2,10:45.0,T. Burke misses 2-pt jump shot from 10 ft,,23,31
2,10:45.0,Offensive rebound by Team,,23,31
2,10:45.0,Personal foul by J. Green (drawn by E. Freedom),,23,31
2,10:34.0,K. Knox misses 3-pt jump shot from 24 ft,,23,31
2,10:31.0,Offensive rebound by E. Freedom,,23,31
2,10:31.0,E. Freedom misses 2-pt layup from 2 ft,,23,31
2,10:31.0,Offensive rebound by Team,,23,31
2,10:31.0,Turnover by Team (shot clock),,23,31
2,10:10.0,,W. Selden misses 3-pt jump shot from 25 ft,23,31
2,10:06.0,Defensive rebound by K. Knox,,23,31
2,10:01.0,K. Knox misses 3-pt jump shot from 26 ft,,23,31
2,9:58.0,,Defensive rebound by W. Selden,23,31
2,9:52.0,,M. Brooks misses 2-pt jump shot from 12 ft,23,31
2,9:50.0,Defensive rebound by F. Ntilikina,,23,31
2,9:46.0,A. Trier makes 2-pt layup at rim (assist by F. Ntilikina),,25,31
2,9:20.0,,S. Mack misses 2-pt layup from 2 ft (block by K. Knox),25,31
2,9:20.0,,Offensive rebound by Team,25,31
2,9:20.0,T. Hardaway enters the game for K. Knox,,25,31
2,9:20.0,M. Hezonja enters the game for F. Ntilikina,,25,31
2,9:20.0,,O. Casspi enters the game for J. Green,25,31
2,9:20.0,,M. Conley enters the game for W. Selden,25,31
2,9:17.0,,Turnover by Team (shot clock),25,31
2,9:07.0,M. Hezonja misses 2-pt layup at rim,,25,31
2,9:06.0,Offensive rebound by E. Freedom,,25,31
2,9:04.0,E. Freedom makes 2-pt layup from 2 ft,,27,31
2,8:51.0,,O. Casspi makes 2-pt layup at rim (assist by J. Jackson),27,33
2,8:36.0,E. Freedom misses 2-pt layup at rim,,27,33
2,8:32.0,,Defensive rebound by O. Casspi,27,33
2,8:28.0,,M. Brooks makes 2-pt layup from 1 ft,27,35
2,8:23.0,New York full timeout,,27,35
2,8:23.0,,M. Gasol enters the game for J. Jackson,27,35
2,8:03.0,T. Burke misses 2-pt jump shot from 21 ft,,27,35
2,8:02.0,Offensive rebound by E. Freedom,,27,35
2,8:02.0,Turnover by Team (shot clock),,27,35
2,7:46.0,,S. Mack makes 2-pt layup from 1 ft (assist by M. Conley),27,37
2,7:35.0,A. Trier makes 2-pt layup from 1 ft,,29,37
2,7:21.0,,Personal foul by A. Trier (drawn by M. Conley),29,37
2,7:21.0,,G. Temple enters the game for S. Mack,29,37
2,7:12.0,,M. Gasol misses 2-pt hook shot from 4 ft,29,37
2,7:10.0,Defensive rebound by E. Freedom,,29,37
2,7:02.0,Turnover by A. Trier (bad pass; steal by M. Gasol),,29,37
2,6:56.0,,O. Casspi makes 2-pt layup from 1 ft (assist by M. Gasol),29,39
2,6:40.0,T. Hardaway misses 2-pt jump shot from 20 ft,,29,39
2,6:38.0,,Defensive rebound by O. Casspi,29,39
2,6:31.0,,M. Brooks makes 2-pt layup from 1 ft,29,41
2,6:24.0,New York full timeout,,29,41
2,6:24.0,N. Vonleh enters the game for T. Burke,,29,41
2,6:24.0,,K. Anderson enters the game for M. Brooks,29,41
2,6:24.0,Away from play foul by K. Anderson (drawn by A. Trier),,29,41
2,6:24.0,T. Hardaway makes free throw 1 of 1,,30,41
2,6:13.0,T. Hardaway misses 3-pt jump shot from 26 ft,,30,41
2,6:10.0,,Defensive rebound by O. Casspi,30,41
2,5:51.0,,O. Casspi misses 2-pt jump shot from 4 ft,30,41
2,5:47.0,Defensive rebound by E. Freedom,,30,41
2,5:43.0,A. Trier makes 2-pt layup from 1 ft (assist by E. Freedom),,32,41
2,5:29.0,,M. Gasol misses 2-pt layup from 1 ft,32,41
2,5:27.0,Defensive rebound by E. Freedom,,32,41
2,5:19.0,N. Vonleh makes 3-pt jump shot from 26 ft (assist by A. Trier),,35,41
2,5:17.0,,Memphis full timeout,35,41
2,5:17.0,E. Mudiay enters the game for A. Trier,,35,41
2,5:17.0,,J. Green enters the game for O. Casspi,35,41
2,5:05.0,,Turnover by K. Anderson (bad pass),35,41
2,4:47.0,E. Freedom misses 3-pt jump shot from 26 ft,,35,41
2,4:44.0,,Defensive rebound by J. Green,35,41
2,4:37.0,,Offensive foul by G. Temple (drawn by E. Freedom),35,41
2,4:37.0,,Turnover by G. Temple (offensive foul),35,41
2,4:37.0,,Technical foul by G. Temple,35,41
2,4:37.0,T. Hardaway makes technical free throw,,36,41
2,4:26.0,T. Hardaway misses 2-pt layup from 3 ft (block by M. Gasol),,36,41
2,4:26.0,,Defensive rebound by Team,36,41
2,4:26.0,Loose ball foul by T. Hardaway (drawn by M. Gasol),,36,41
2,4:11.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by M. Gasol),36,44
2,4:00.0,Turnover by E. Freedom (traveling),,36,44
2,3:48.0,,M. Gasol misses 3-pt jump shot from 25 ft,36,44
2,3:46.0,,Offensive rebound by M. Conley,36,44
2,3:35.0,,M. Conley misses 3-pt jump shot from 25 ft,36,44
2,3:33.0,Defensive rebound by E. Freedom,,36,44
2,3:20.0,N. Vonleh makes 2-pt hook shot from 6 ft,,38,44
2,3:00.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by M. Conley),38,47
2,2:46.0,E. Mudiay makes 2-pt layup from 1 ft (assist by E. Freedom),,40,47
2,2:33.0,,Shooting foul by E. Freedom (drawn by M. Gasol),40,47
2,2:33.0,,M. Gasol misses free throw 1 of 2,40,47
2,2:33.0,,Offensive rebound by Team,40,47
2,2:33.0,A. Trier enters the game for M. Hezonja,,40,47
2,2:33.0,,M. Gasol misses free throw 2 of 2,40,47
2,2:30.0,Defensive rebound by A. Trier,,40,47
2,2:21.0,Personal foul by G. Temple (drawn by N. Vonleh),,40,47
2,2:08.0,E. Mudiay misses 2-pt jump shot from 12 ft,,40,47
2,2:04.0,,Defensive rebound by J. Green,40,47
2,1:43.0,,M. Gasol makes 3-pt jump shot from 27 ft (assist by M. Conley),40,50
2,1:41.0,Technical foul by N. Vonleh,,40,50
2,1:41.0,,Technical foul by J. Green,40,50
2,1:21.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,43,50
2,1:03.0,,J. Green misses 2-pt hook shot from 5 ft,43,50
2,1:01.0,Defensive rebound by N. Vonleh,,43,50
2,0:55.0,Offensive foul by E. Mudiay (drawn by G. Temple),,43,50
2,0:55.0,Turnover by E. Mudiay (offensive foul),,43,50
2,0:36.0,,M. Gasol makes 2-pt hook shot from 8 ft (assist by M. Conley),43,52
2,0:30.0,A. Trier misses 2-pt layup at rim (block by K. Anderson),,43,52
2,0:26.0,,Defensive rebound by K. Anderson,43,52
2,0:23.0,,G. Temple misses 3-pt jump shot from 23 ft,43,52
2,0:22.0,Defensive rebound by Team,,43,52
2,0:22.0,T. Burke enters the game for N. Vonleh,,43,52
2,0:04.0,E. Mudiay misses 2-pt jump shot from 4 ft (block by J. Green),,43,52
2,0:01.0,,Defensive rebound by M. Conley,43,52
2,0:00.0,,M. Conley misses 3-pt jump shot from 46 ft,43,52
2,0:00.0,,Offensive rebound by Team,43,52
3,11:43.0,,Shooting foul by N. Vonleh (drawn by K. Anderson),43,52
3,11:43.0,,K. Anderson misses free throw 1 of 2,43,52
3,11:43.0,,Offensive rebound by Team,43,52
3,11:43.0,,K. Anderson misses free throw 2 of 2,43,52
3,11:40.0,Defensive rebound by E. Freedom,,43,52
3,11:26.0,Def 3 sec tech foul by Team,,43,52
3,11:26.0,T. Hardaway makes technical free throw,,44,52
3,11:17.0,E. Freedom misses 2-pt layup from 5 ft,,44,52
3,11:14.0,,Defensive rebound by J. Jackson,44,52
3,10:56.0,,M. Conley makes 2-pt layup from 1 ft,44,54
3,10:49.0,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Mudiay),,46,54
3,10:38.0,,M. Conley misses 2-pt layup at rim (block by E. Mudiay),46,54
3,10:35.0,Defensive rebound by E. Freedom,,46,54
3,10:35.0,Shooting foul by K. Anderson (drawn by E. Mudiay),,46,54
3,10:35.0,E. Mudiay makes free throw 1 of 2,,47,54
3,10:35.0,E. Mudiay makes free throw 2 of 2,,48,54
3,10:16.0,,M. Conley makes 2-pt jump shot from 10 ft,48,56
3,10:05.0,E. Mudiay misses 2-pt jump shot from 18 ft,,48,56
3,10:02.0,,Defensive rebound by M. Gasol,48,56
3,9:51.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Conley),48,59
3,9:42.0,Shooting foul by G. Temple (drawn by T. Hardaway),,48,59
3,9:42.0,T. Hardaway makes free throw 1 of 2,,49,59
3,9:42.0,T. Hardaway makes free throw 2 of 2,,50,59
3,9:22.0,,M. Conley misses 3-pt jump shot from 27 ft,50,59
3,9:19.0,Defensive rebound by E. Freedom,,50,59
3,9:10.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by N. Vonleh),,53,59
3,9:09.0,,Memphis full timeout,53,59
3,8:55.0,,Shooting foul by T. Hardaway (drawn by M. Conley),53,59
3,8:55.0,,M. Conley makes free throw 1 of 2,53,60
3,8:55.0,,M. Conley misses free throw 2 of 2,53,60
3,8:53.0,,Offensive rebound by M. Gasol,53,60
3,8:44.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by M. Gasol),53,63
3,8:21.0,T. Hardaway misses 2-pt jump shot from 18 ft,,53,63
3,8:18.0,,Defensive rebound by J. Jackson,53,63
3,8:05.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by G. Temple),53,66
3,8:05.0,New York full timeout,,53,66
3,7:47.0,Shooting foul by J. Jackson (drawn by E. Freedom),,53,66
3,7:47.0,E. Freedom makes free throw 1 of 2,,54,66
3,7:47.0,E. Freedom makes free throw 2 of 2,,55,66
3,7:22.0,,M. Conley misses 2-pt jump shot from 13 ft,55,66
3,7:20.0,Defensive rebound by E. Freedom,,55,66
3,7:11.0,M. Hezonja makes 2-pt layup at rim (assist by N. Vonleh),,57,66
3,6:54.0,,M. Gasol misses 2-pt jump shot from 8 ft,57,66
3,6:54.0,Defensive rebound by M. Hezonja,,57,66
3,6:45.0,E. Freedom makes 2-pt layup from 1 ft (assist by E. Mudiay),,59,66
3,6:23.0,,Shooting foul by E. Freedom (drawn by M. Conley),59,66
3,6:23.0,,M. Conley makes free throw 1 of 2,59,67
3,6:23.0,,J. Green enters the game for J. Jackson,59,67
3,6:23.0,,M. Conley makes free throw 2 of 2,59,68
3,6:10.0,E. Mudiay misses 3-pt jump shot from 26 ft,,59,68
3,6:07.0,Offensive rebound by E. Freedom,,59,68
3,6:06.0,E. Freedom makes 2-pt layup from 1 ft,,61,68
3,5:50.0,,G. Temple misses 2-pt jump shot from 15 ft,61,68
3,5:48.0,Defensive rebound by E. Mudiay,,61,68
3,5:41.0,Personal foul by J. Green (drawn by N. Vonleh),,61,68
3,5:41.0,,W. Selden enters the game for G. Temple,61,68
3,5:36.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,64,68
3,5:17.0,,J. Green misses 3-pt jump shot from 25 ft,64,68
3,5:14.0,Defensive rebound by N. Vonleh,,64,68
3,5:06.0,T. Hardaway makes 2-pt layup at rim,,66,68
3,5:06.0,,Memphis full timeout,66,68
3,5:06.0,,S. Mack enters the game for K. Anderson,66,68
3,5:06.0,,G. Temple enters the game for M. Conley,66,68
3,4:46.0,,J. Green misses 2-pt jump shot from 8 ft,66,68
3,4:43.0,Defensive rebound by M. Hezonja,,66,68
3,4:31.0,M. Hezonja misses 2-pt layup from 1 ft (block by M. Gasol),,66,68
3,4:29.0,Offensive rebound by E. Freedom,,66,68
3,4:29.0,E. Freedom makes 2-pt layup at rim,,68,68
3,4:29.0,,Violation by Team (def goaltending),68,68
3,4:12.0,,Turnover by S. Mack (lost ball; steal by E. Mudiay),68,68
3,4:08.0,T. Hardaway misses 2-pt layup from 1 ft,,68,68
3,4:05.0,,Defensive rebound by G. Temple,68,68
3,3:56.0,,Shooting foul by E. Freedom (drawn by M. Gasol),68,68
3,3:56.0,,M. Gasol misses free throw 1 of 2,68,68
3,3:56.0,,Offensive rebound by Team,68,68
3,3:56.0,T. Burke enters the game for E. Mudiay,,68,68
3,3:56.0,,M. Gasol makes free throw 2 of 2,68,69
3,3:45.0,T. Burke misses 2-pt jump shot from 13 ft,,68,69
3,3:45.0,Offensive rebound by Team,,68,69
3,3:45.0,,Loose ball foul by S. Mack (drawn by T. Burke),68,69
3,3:45.0,T. Burke makes free throw 1 of 2,,69,69
3,3:45.0,T. Burke makes free throw 2 of 2,,70,69
3,3:32.0,,M. Gasol misses 2-pt jump shot from 14 ft,70,69
3,3:30.0,Defensive rebound by E. Freedom,,70,69
3,3:14.0,T. Burke misses 3-pt jump shot from 25 ft,,70,69
3,3:12.0,Offensive rebound by Team,,70,69
3,3:12.0,A. Trier enters the game for M. Hezonja,,70,69
3,3:12.0,,M. Conley enters the game for M. Gasol,70,69
3,3:12.0,,J. Jackson enters the game for W. Selden,70,69
3,3:01.0,E. Freedom makes 2-pt hook shot from 2 ft,,72,69
3,2:43.0,,J. Green misses 2-pt jump shot from 17 ft,72,69
3,2:41.0,Defensive rebound by N. Vonleh,,72,69
3,2:32.0,Personal foul by G. Temple (drawn by T. Hardaway),,72,69
3,2:32.0,M. Robinson enters the game for N. Vonleh,,72,69
3,2:32.0,,K. Anderson enters the game for S. Mack,72,69
3,2:32.0,,M. Brooks enters the game for G. Temple,72,69
3,2:32.0,T. Hardaway makes free throw 1 of 2,,73,69
3,2:32.0,T. Hardaway makes free throw 2 of 2,,74,69
3,2:15.0,,M. Conley misses 2-pt jump shot from 17 ft,74,69
3,2:11.0,,Offensive rebound by J. Green,74,69
3,2:11.0,,J. Green misses 2-pt layup from 1 ft,74,69
3,2:11.0,Defensive rebound by E. Freedom,,74,69
3,2:06.0,E. Freedom misses 2-pt layup from 1 ft (block by J. Green),,74,69
3,2:06.0,Offensive rebound by Team,,74,69
3,1:55.0,E. Freedom makes 2-pt jump shot from 2 ft (assist by T. Burke),,76,69
3,1:34.0,,K. Anderson makes 2-pt jump shot from 9 ft (assist by J. Jackson),76,71
3,1:16.0,E. Freedom misses 2-pt layup from 1 ft (block by J. Jackson),,76,71
3,1:10.0,Offensive rebound by E. Freedom,,76,71
3,1:10.0,E. Freedom makes 2-pt layup at rim,,78,71
3,0:51.0,,M. Conley misses 2-pt layup from 1 ft,78,71
3,0:48.0,Defensive rebound by E. Freedom,,78,71
3,0:46.0,Shooting foul by M. Brooks (drawn by A. Trier),,78,71
3,0:46.0,A. Trier misses free throw 1 of 2,,78,71
3,0:46.0,Offensive rebound by Team,,78,71
3,0:46.0,,M. Gasol enters the game for J. Green,78,71
3,0:46.0,A. Trier misses free throw 2 of 2,,78,71
3,0:45.0,,Defensive rebound by M. Gasol,78,71
3,0:34.0,,M. Brooks misses 2-pt jump shot from 17 ft,78,71
3,0:32.0,Defensive rebound by E. Freedom,,78,71
3,0:16.0,Shooting foul by M. Gasol (drawn by E. Freedom),,78,71
3,0:16.0,E. Freedom misses free throw 1 of 2,,78,71
3,0:16.0,Offensive rebound by Team,,78,71
3,0:16.0,E. Freedom misses free throw 2 of 2,,78,71
3,0:15.0,,Defensive rebound by K. Anderson,78,71
3,0:05.0,,M. Conley misses 3-pt jump shot from 26 ft,78,71
3,0:02.0,Defensive rebound by T. Burke,,78,71
4,11:37.0,A. Trier makes 2-pt jump shot from 15 ft,,80,71
4,11:10.0,,Personal foul by M. Robinson (drawn by M. Gasol),80,71
4,11:01.0,,M. Gasol makes 2-pt layup at rim (assist by S. Mack),80,73
4,11:01.0,,Shooting foul by E. Freedom (drawn by M. Gasol),80,73
4,11:01.0,,M. Gasol makes free throw 1 of 1,80,74
4,10:37.0,Turnover by E. Freedom (bad pass; steal by S. Mack),,80,74
4,10:34.0,,Turnover by S. Mack (lost ball; steal by T. Burke),80,74
4,10:32.0,Turnover by T. Burke (bad pass; steal by K. Anderson),,80,74
4,10:31.0,,S. Mack makes 2-pt layup from 1 ft (assist by K. Anderson),80,76
4,10:31.0,New York full timeout,,80,76
4,10:31.0,N. Vonleh enters the game for E. Freedom,,80,76
4,10:18.0,Shooting foul by K. Anderson (drawn by N. Vonleh),,80,76
4,10:18.0,N. Vonleh makes free throw 1 of 2,,81,76
4,10:18.0,N. Vonleh makes free throw 2 of 2,,82,76
4,9:56.0,,M. Gasol misses 2-pt layup from 2 ft (block by A. Trier),82,76
4,9:52.0,Defensive rebound by N. Vonleh,,82,76
4,9:48.0,A. Trier makes 2-pt layup from 1 ft,,84,76
4,9:28.0,,M. Conley makes 2-pt jump shot from 13 ft,84,78
4,9:19.0,T. Burke misses 2-pt jump shot from 15 ft,,84,78
4,9:16.0,Offensive rebound by F. Ntilikina,,84,78
4,9:08.0,A. Trier misses 2-pt jump shot from 15 ft,,84,78
4,9:05.0,,Defensive rebound by M. Gasol,84,78
4,9:02.0,,K. Anderson makes 2-pt layup from 1 ft (assist by M. Conley),84,80
4,9:02.0,,Shooting foul by F. Ntilikina (drawn by K. Anderson),84,80
4,9:02.0,,J. Jackson enters the game for G. Temple,84,80
4,9:02.0,,K. Anderson misses free throw 1 of 1,84,80
4,9:02.0,Defensive rebound by N. Vonleh,,84,80
4,8:48.0,T. Burke misses 2-pt jump shot from 5 ft,,84,80
4,8:45.0,,Defensive rebound by S. Mack,84,80
4,8:37.0,,Personal foul by A. Trier (drawn by K. Anderson),84,80
4,8:37.0,T. Hardaway enters the game for F. Ntilikina,,84,80
4,8:37.0,E. Freedom enters the game for M. Robinson,,84,80
4,8:31.0,,M. Gasol misses 3-pt jump shot from 26 ft,84,80
4,8:28.0,Defensive rebound by N. Vonleh,,84,80
4,8:16.0,T. Burke makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,87,80
4,7:51.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Conley),87,83
4,7:33.0,A. Trier misses 2-pt layup from 1 ft (block by M. Gasol),,87,83
4,7:29.0,Offensive rebound by A. Trier,,87,83
4,7:29.0,A. Trier misses 2-pt layup at rim (block by J. Jackson),,87,83
4,7:29.0,,Defensive rebound by J. Jackson,87,83
4,7:25.0,,S. Mack misses 3-pt jump shot from 25 ft,87,83
4,7:21.0,Defensive rebound by T. Burke,,87,83
4,7:19.0,A. Trier misses 2-pt layup from 1 ft (block by M. Gasol),,87,83
4,7:11.0,,Defensive rebound by S. Mack,87,83
4,6:58.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),87,85
4,6:45.0,T. Burke misses 2-pt layup from 2 ft (block by J. Jackson),,87,85
4,6:41.0,,Defensive rebound by J. Jackson,87,85
4,6:26.0,,K. Anderson misses 2-pt jump shot from 3 ft,87,85
4,6:23.0,Defensive rebound by E. Freedom,,87,85
4,6:13.0,A. Trier misses 2-pt layup from 1 ft (block by J. Jackson),,87,85
4,6:12.0,Offensive rebound by A. Trier,,87,85
4,6:12.0,,G. Temple enters the game for S. Mack,87,85
4,6:06.0,T. Hardaway misses 3-pt jump shot from 25 ft (block by K. Anderson),,87,85
4,6:04.0,,Defensive rebound by K. Anderson,87,85
4,5:50.0,,M. Conley misses 2-pt jump shot from 4 ft,87,85
4,5:47.0,Defensive rebound by E. Freedom,,87,85
4,5:40.0,T. Burke makes 2-pt jump shot from 17 ft,,89,85
4,5:30.0,,Memphis full timeout,89,85
4,5:30.0,E. Mudiay enters the game for A. Trier,,89,85
4,5:21.0,,Personal foul by N. Vonleh (drawn by M. Gasol),89,85
4,5:21.0,,M. Gasol makes free throw 1 of 2,89,86
4,5:21.0,,M. Gasol makes free throw 2 of 2,89,87
