QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
3,9:33.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,80,60
3,9:33.0,,LA Lakers full timeout,80,60
3,9:33.0,,M. Wagner enters the game for J. Hart,80,60
3,9:18.0,,B. Ingram misses 2-pt jump shot from 21 ft,80,60
3,9:15.0,Defensive rebound by K. Durant,,80,60
3,9:08.0,K. Durant makes 2-pt jump shot from 11 ft,,82,60
3,8:57.0,,Personal foul by D. Cousins (drawn by K. Kuzma),82,60
3,8:51.0,,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,82,60
3,8:48.0,,Offensive rebound by M. Wagner,82,60
3,8:39.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,82,60
3,8:35.0,Defensive rebound by D. Cousins,,82,60
3,8:23.0,Turnover by K. Thompson (lost ball; steal by M. Wagner),,82,60
3,8:15.0,,B. Ingram misses 2-pt jump shot from 21 ft,82,60
3,8:10.0,Defensive rebound by D. Green,,82,60
3,8:08.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),,85,60
3,7:48.0,,B. Ingram makes 2-pt jump shot from 12 ft,85,62
3,7:40.0,Turnover by K. Thompson (step out of bounds),,85,62
3,7:40.0,,J. McGee enters the game for T. Chandler,85,62
3,7:24.0,,Shooting foul by K. Durant (drawn by M. Wagner),85,62
3,7:24.0,,M. Wagner misses free throw 1 of 3,85,62
3,7:24.0,,Offensive rebound by Team,85,62
3,7:24.0,,M. Wagner makes free throw 2 of 3,85,63
3,7:24.0,,M. Wagner misses free throw 3 of 3,85,63
3,7:21.0,Defensive rebound by D. Green,,85,63
3,7:12.0,D. Green makes 2-pt layup from 2 ft (assist by K. Durant),,87,63
3,6:59.0,,J. McGee misses 3-pt jump shot from 25 ft,87,63
3,6:56.0,Defensive rebound by S. Curry,,87,63
3,6:52.0,K. Durant makes 2-pt layup from 1 ft (assist by S. Curry),,89,63
3,6:33.0,,M. Wagner misses 3-pt jump shot from 26 ft,89,63
3,6:29.0,,Offensive rebound by M. Wagner,89,63
3,6:27.0,,K. Kuzma misses 3-pt jump shot from 24 ft,89,63
3,6:25.0,,Offensive rebound by J. McGee,89,63
3,6:20.0,,Turnover by J. McGee (bad pass; steal by D. Green),89,63
3,6:06.0,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Thompson),,92,63
3,6:05.0,,LA Lakers full timeout,92,63
3,6:05.0,A. Iguodala enters the game for D. Cousins,,92,63
3,6:05.0,K. Looney enters the game for D. Green,,92,63
3,6:05.0,,M. Beasley enters the game for K. Caldwell-Pope,92,63
3,6:05.0,,L. Stephenson enters the game for J. McGee,92,63
3,6:05.0,,I. Zubac enters the game for M. Wagner,92,63
3,5:50.0,,Turnover by B. Ingram (bad pass; steal by K. Looney),92,63
3,5:33.0,Turnover by K. Looney (3 sec),,92,63
3,5:27.0,,Shooting foul by K. Looney (drawn by L. Stephenson),92,63
3,5:27.0,,L. Stephenson misses free throw 1 of 2,92,63
3,5:27.0,,Offensive rebound by Team,92,63
3,5:27.0,,L. Stephenson makes free throw 2 of 2,92,64
3,5:17.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Curry),,95,64
3,5:05.0,,M. Beasley makes 2-pt jump shot from 13 ft,95,66
3,4:54.0,K. Thompson makes 3-pt jump shot from 28 ft (assist by S. Curry),,98,66
3,4:46.0,,I. Zubac misses 2-pt dunk from 3 ft (block by K. Looney),98,66
3,4:42.0,Defensive rebound by A. Iguodala,,98,66
3,4:34.0,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),,100,66
3,4:18.0,,I. Zubac makes 2-pt hook shot from 2 ft (assist by L. Stephenson),100,68
3,4:04.0,Personal foul by B. Ingram (drawn by K. Thompson),,100,68
3,3:55.0,K. Thompson misses 3-pt jump shot from 27 ft,,100,68
3,3:52.0,,Defensive rebound by M. Beasley,100,68
3,3:47.0,,Personal foul by S. Curry (drawn by L. Stephenson),100,68
3,3:47.0,,L. Stephenson makes free throw 1 of 2,100,69
3,3:47.0,A. McKinnie enters the game for K. Thompson,,100,69
3,3:47.0,,L. Stephenson misses free throw 2 of 2,100,69
3,3:45.0,Defensive rebound by K. Durant,,100,69
3,3:23.0,K. Durant misses 2-pt layup from 2 ft,,100,69
3,3:21.0,Offensive rebound by K. Looney,,100,69
3,3:20.0,K. Looney misses 2-pt layup from 2 ft,,100,69
3,3:20.0,Offensive rebound by K. Looney,,100,69
3,3:17.0,K. Looney makes 2-pt layup from 1 ft,,102,69
3,3:07.0,,L. Stephenson misses 3-pt jump shot from 26 ft,102,69
3,3:04.0,Defensive rebound by K. Looney,,102,69
3,2:58.0,K. Durant makes 3-pt jump shot from 28 ft,,105,69
3,2:44.0,,Shooting foul by K. Looney (drawn by I. Zubac),105,69
3,2:44.0,,I. Zubac makes free throw 1 of 2,105,70
3,2:44.0,,I. Zubac makes free throw 2 of 2,105,71
3,2:36.0,A. Iguodala makes 2-pt dunk from 2 ft (assist by S. Curry),,107,71
3,2:17.0,,Turnover by K. Kuzma (bad pass; steal by S. Curry),107,71
3,2:09.0,S. Curry misses 3-pt jump shot from 22 ft,,107,71
3,2:06.0,,Defensive rebound by L. Stephenson,107,71
3,1:58.0,,K. Kuzma makes 2-pt layup from 3 ft,107,73
3,1:58.0,Golden State full timeout,,107,73
3,1:43.0,K. Looney makes 2-pt dunk from 2 ft (assist by A. Iguodala),,109,73
3,1:30.0,,I. Zubac makes 2-pt hook shot from 3 ft (assist by M. Beasley),109,75
3,1:22.0,K. Durant misses 2-pt layup from 1 ft,,109,75
3,1:18.0,,Defensive rebound by M. Beasley,109,75
3,1:13.0,,Shooting foul by A. McKinnie (drawn by M. Beasley),109,75
3,1:13.0,,M. Beasley makes free throw 1 of 2,109,76
3,1:13.0,,M. Beasley misses free throw 2 of 2,109,76
3,1:09.0,Defensive rebound by K. Looney,,109,76
3,0:59.0,A. McKinnie misses 3-pt jump shot from 26 ft,,109,76
3,0:55.0,Offensive rebound by S. Curry,,109,76
3,0:53.0,S. Curry misses 3-pt jump shot from 25 ft,,109,76
3,0:50.0,Offensive rebound by A. Iguodala,,109,76
3,0:40.0,Personal foul by B. Ingram (drawn by K. Durant),,109,76
3,0:27.0,S. Curry misses 2-pt jump shot from 19 ft,,109,76
3,0:25.0,,Defensive rebound by L. Stephenson,109,76
3,0:24.0,,M. Beasley makes 2-pt dunk from 2 ft (assist by L. Stephenson),109,78
3,0:06.0,Shooting foul by M. Beasley (drawn by K. Durant),,109,78
3,0:06.0,K. Durant misses free throw 1 of 2,,109,78
3,0:06.0,Offensive rebound by Team,,109,78
3,0:06.0,Q. Cook enters the game for S. Curry,,109,78
3,0:06.0,K. Durant makes free throw 2 of 2,,110,78
3,0:02.0,,Personal foul by Q. Cook (drawn by L. Stephenson),110,78
3,0:02.0,,L. Stephenson makes free throw 1 of 2,110,79
3,0:02.0,,L. Stephenson makes free throw 2 of 2,110,80
4,11:43.0,D. Cousins misses 2-pt jump shot from 21 ft,,110,80
4,11:40.0,,Defensive rebound by M. Beasley,110,80
4,11:28.0,,L. Stephenson makes 2-pt jump shot from 20 ft,110,82
4,11:01.0,Q. Cook misses 2-pt layup from 3 ft,,110,82
4,10:59.0,,Defensive rebound by S. Mykhailiuk,110,82
4,10:56.0,,Personal foul by S. Livingston (drawn by L. Stephenson),110,82
4,10:47.0,,Personal foul by Q. Cook (drawn by L. Stephenson),110,82
4,10:41.0,,Shooting foul by A. McKinnie (drawn by I. Zubac),110,82
4,10:41.0,,I. Zubac makes free throw 1 of 2,110,83
4,10:41.0,,I. Zubac makes free throw 2 of 2,110,84
4,10:28.0,A. McKinnie misses 2-pt jump shot from 14 ft,,110,84
4,10:23.0,,Defensive rebound by I. Zubac,110,84
4,10:18.0,,A. Caruso misses 2-pt jump shot from 20 ft,110,84
4,10:15.0,Defensive rebound by J. Jerebko,,110,84
4,10:06.0,D. Cousins misses 2-pt layup from 3 ft,,110,84
4,10:06.0,,Defensive rebound by M. Beasley,110,84
4,10:01.0,,I. Zubac makes 2-pt dunk from 3 ft (assist by M. Beasley),110,86
4,9:34.0,J. Jerebko misses 3-pt jump shot from 27 ft,,110,86
4,9:30.0,,Defensive rebound by I. Zubac,110,86
4,9:21.0,,M. Beasley makes 2-pt hook shot from 5 ft (assist by L. Stephenson),110,88
4,9:21.0,Golden State full timeout,,110,88
4,9:10.0,J. Jerebko makes 2-pt dunk from 2 ft (assist by D. Cousins),,112,88
4,9:10.0,Shooting foul by L. Stephenson (drawn by J. Jerebko),,112,88
4,9:10.0,J. Jerebko makes free throw 1 of 1,,113,88
4,8:57.0,,L. Stephenson misses 2-pt layup from 4 ft,113,88
4,8:55.0,Defensive rebound by D. Cousins,,113,88
4,8:55.0,Turnover by D. Cousins (bad pass),,113,88
4,8:40.0,,A. Caruso makes 2-pt jump shot from 10 ft (assist by S. Mykhailiuk),113,90
4,8:22.0,Q. Cook misses 3-pt jump shot from 25 ft,,113,90
4,8:20.0,Offensive rebound by A. McKinnie,,113,90
4,8:13.0,Q. Cook makes 2-pt layup from 2 ft (assist by S. Livingston),,115,90
4,8:06.0,,Shooting foul by D. Cousins (drawn by L. Stephenson),115,90
4,8:06.0,,L. Stephenson misses free throw 1 of 2,115,90
4,8:06.0,,Offensive rebound by Team,115,90
4,8:06.0,,M. Wagner enters the game for M. Beasley,115,90
4,8:06.0,,L. Stephenson misses free throw 2 of 2,115,90
4,8:04.0,Defensive rebound by J. Jerebko,,115,90
4,7:44.0,D. Cousins misses 2-pt layup from 3 ft,,115,90
4,7:42.0,Offensive rebound by D. Cousins,,115,90
4,7:42.0,S. Livingston misses 2-pt jump shot from 8 ft,,115,90
4,7:39.0,Offensive rebound by Team,,115,90
4,7:39.0,,Loose ball foul by A. Caruso (drawn by D. Cousins),115,90
4,7:39.0,,J. McGee enters the game for I. Zubac,115,90
4,7:27.0,D. Cousins misses 2-pt jump shot from 6 ft,,115,90
4,7:27.0,,Defensive rebound by L. Stephenson,115,90
4,7:27.0,,Turnover by L. Stephenson (bad pass),115,90
4,7:17.0,Q. Cook misses 3-pt jump shot from 27 ft,,115,90
4,7:13.0,,Defensive rebound by J. McGee,115,90
4,7:09.0,,Personal foul by A. McKinnie (drawn by A. Caruso),115,90
4,7:09.0,,A. Caruso makes free throw 1 of 2,115,91
4,7:09.0,J. Bell enters the game for D. Cousins,,115,91
4,7:09.0,,A. Caruso misses free throw 2 of 2,115,91
4,7:04.0,Defensive rebound by S. Livingston,,115,91
4,6:53.0,Q. Cook misses 2-pt jump shot from 17 ft,,115,91
