QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DALLAS_ACTION,MINNESOTA_SCORE,DALLAS_SCORE
1,7:52.0,J. Teague makes 2-pt jump shot from 10 ft,,15,6
1,7:52.0,Shooting foul by D. Smith (drawn by J. Teague),,15,6
1,7:52.0,J. Teague makes free throw 1 of 1,,16,6
1,7:34.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by L. Dončić),16,9
1,7:22.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,19,9
1,7:12.0,,W. Matthews misses 3-pt jump shot from 25 ft,19,9
1,7:08.0,,Offensive rebound by D. Finney-Smith,19,9
1,7:06.0,,Turnover by D. Finney-Smith (lost ball; steal by K. Towns),19,9
1,7:06.0,Turnover by J. Okogie (out of bounds lost ball),,19,9
1,7:02.0,,L. Dončić misses 3-pt jump shot from 28 ft,19,9
1,6:58.0,Defensive rebound by T. Gibson,,19,9
1,6:55.0,J. Teague makes 3-pt jump shot from 25 ft (assist by T. Gibson),,22,9
1,6:46.0,,Turnover by W. Matthews (bad pass; steal by J. Teague),22,9
1,6:37.0,J. Okogie misses 3-pt jump shot from 22 ft,,22,9
1,6:34.0,Offensive rebound by K. Towns,,22,9
1,6:34.0,Shooting foul by W. Matthews (drawn by K. Towns),,22,9
1,6:34.0,K. Towns makes free throw 1 of 2,,23,9
1,6:34.0,,J. Barea enters the game for W. Matthews,23,9
1,6:34.0,,J. Brunson enters the game for D. Smith,23,9
1,6:34.0,K. Towns makes free throw 2 of 2,,24,9
1,6:23.0,,Turnover by D. Jordan (bad pass; steal by T. Gibson),24,9
1,6:17.0,Turnover by A. Wiggins (out of bounds lost ball),,24,9
1,6:01.0,,Turnover by J. Brunson (bad pass; steal by J. Okogie),24,9
1,5:50.0,Turnover by T. Gibson (bad pass; steal by D. Jordan),,24,9
1,5:43.0,,J. Brunson makes 3-pt jump shot from 22 ft (assist by D. Finney-Smith),24,12
1,5:35.0,Turnover by J. Teague (bad pass; steal by D. Jordan),,24,12
1,5:26.0,,D. Jordan makes 2-pt layup from 1 ft (assist by J. Barea),24,14
1,5:26.0,,Shooting foul by T. Gibson (drawn by D. Jordan),24,14
1,5:26.0,T. Jones enters the game for J. Teague,,24,14
1,5:26.0,,D. Jordan misses free throw 1 of 1,24,14
1,5:26.0,Defensive rebound by K. Towns,,24,14
1,5:09.0,K. Towns misses 2-pt jump shot from 3 ft (block by D. Jordan),,24,14
1,5:05.0,,Defensive rebound by L. Dončić,24,14
1,4:56.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,24,14
1,4:52.0,Defensive rebound by J. Okogie,,24,14
1,4:45.0,T. Gibson makes 2-pt jump shot from 18 ft (assist by T. Jones),,26,14
1,4:35.0,,J. Barea makes 2-pt layup from 1 ft,26,16
1,4:19.0,Personal foul by D. Finney-Smith (drawn by K. Towns),,26,16
1,4:19.0,D. Rose enters the game for J. Okogie,,26,16
1,4:19.0,,M. Kleber enters the game for D. Finney-Smith,26,16
1,4:19.0,,D. Powell enters the game for D. Jordan,26,16
1,4:16.0,Personal foul by D. Powell (drawn by K. Towns),,26,16
1,4:16.0,K. Towns makes free throw 1 of 2,,27,16
1,4:16.0,K. Towns makes free throw 2 of 2,,28,16
1,4:05.0,,Shooting foul by D. Rose (drawn by J. Barea),28,16
1,4:05.0,,J. Barea makes free throw 1 of 2,28,17
1,4:05.0,,J. Barea makes free throw 2 of 2,28,18
1,3:50.0,D. Rose makes 3-pt jump shot from 26 ft (assist by K. Towns),,31,18
1,3:35.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),31,20
1,3:35.0,,Shooting foul by A. Wiggins (drawn by D. Powell),31,20
1,3:35.0,G. Dieng enters the game for T. Gibson,,31,20
1,3:35.0,A. Tolliver enters the game for K. Towns,,31,20
1,3:35.0,,D. Powell makes free throw 1 of 1,31,21
1,3:19.0,D. Rose misses 3-pt jump shot from 22 ft,,31,21
1,3:16.0,,Defensive rebound by D. Powell,31,21
1,3:11.0,,J. Barea makes 2-pt jump shot from 3 ft,31,23
1,2:59.0,A. Wiggins misses 2-pt jump shot from 20 ft,,31,23
1,2:59.0,,Defensive rebound by M. Kleber,31,23
1,2:47.0,,M. Kleber makes 3-pt jump shot from 26 ft (assist by J. Barea),31,26
1,2:40.0,Minnesota full timeout,,31,26
1,2:40.0,,R. Broekhoff enters the game for L. Dončić,31,26
1,2:30.0,Shooting foul by M. Kleber (drawn by A. Wiggins),,31,26
1,2:30.0,A. Wiggins makes free throw 1 of 2,,32,26
1,2:30.0,A. Wiggins makes free throw 2 of 2,,33,26
1,2:21.0,,Personal foul by A. Wiggins (drawn by D. Powell),33,26
1,2:21.0,,D. Powell makes free throw 1 of 2,33,27
1,2:21.0,,D. Powell makes free throw 2 of 2,33,28
1,2:10.0,Turnover by D. Rose (lost ball; steal by J. Barea),,33,28
1,2:02.0,,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by J. Brunson),33,31
1,1:48.0,G. Dieng misses 2-pt jump shot from 3 ft,,33,31
1,1:45.0,Offensive rebound by G. Dieng,,33,31
1,1:44.0,G. Dieng makes 2-pt layup at rim,,35,31
1,1:27.0,,R. Broekhoff misses 3-pt jump shot from 25 ft,35,31
1,1:23.0,Defensive rebound by G. Dieng,,35,31
1,1:17.0,D. Rose misses 2-pt layup from 4 ft (block by D. Powell),,35,31
1,1:12.0,Offensive rebound by D. Rose,,35,31
1,1:12.0,D. Rose makes 2-pt layup at rim,,37,31
1,1:02.0,,M. Kleber misses 3-pt jump shot from 26 ft,37,31
1,1:01.0,Defensive rebound by Team,,37,31
1,1:01.0,J. Okogie enters the game for A. Wiggins,,37,31
1,0:46.0,T. Jones makes 3-pt jump shot from 23 ft (assist by G. Dieng),,40,31
1,0:34.0,,J. Barea makes 3-pt jump shot from 26 ft,40,34
1,0:23.0,T. Jones makes 2-pt jump shot from 15 ft,,42,34
1,0:06.0,,D. Powell makes 3-pt jump shot from 26 ft (assist by J. Barea),42,37
1,0:01.0,D. Rose makes 2-pt layup from 16 ft,,44,37
1,0:01.0,Shooting foul by R. Broekhoff (drawn by D. Rose),,44,37
1,0:01.0,Technical foul by R. Carlisle,,44,37
1,0:01.0,D. Rose makes technical free throw,,45,37
1,0:01.0,D. Rose makes free throw 1 of 1,,46,37
1,0:00.0,,J. Barea misses 3-pt jump shot from 26 ft,46,37
1,0:00.0,,Offensive rebound by Team,46,37
2,11:48.0,G. Dieng makes 2-pt dunk from 1 ft (assist by D. Rose),,48,37
2,11:27.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),48,39
2,11:08.0,T. Jones misses 2-pt jump shot from 16 ft,,48,39
2,11:06.0,,Defensive rebound by D. Powell,48,39
2,10:58.0,,J. Barea misses 2-pt layup from 3 ft,48,39
2,10:56.0,Defensive rebound by D. Rose,,48,39
2,10:52.0,A. Tolliver misses 3-pt jump shot from 26 ft,,48,39
2,10:49.0,,Defensive rebound by R. Broekhoff,48,39
2,10:37.0,,R. Broekhoff misses 3-pt jump shot from 23 ft,48,39
2,10:34.0,,Offensive rebound by J. Barea,48,39
2,10:32.0,,J. Brunson misses 3-pt jump shot from 26 ft,48,39
2,10:28.0,Defensive rebound by G. Dieng,,48,39
2,10:23.0,Shooting foul by J. Barea (drawn by D. Rose),,48,39
2,10:23.0,D. Rose misses free throw 1 of 2,,48,39
2,10:23.0,Offensive rebound by Team,,48,39
2,10:23.0,,L. Dončić enters the game for J. Barea,48,39
2,10:23.0,,D. Smith enters the game for R. Broekhoff,48,39
2,10:23.0,D. Rose misses free throw 2 of 2,,48,39
2,10:21.0,,Defensive rebound by L. Dončić,48,39
2,10:08.0,,Turnover by D. Powell (bad pass; steal by G. Dieng),48,39
2,9:59.0,D. Rose misses 3-pt jump shot from 24 ft,,48,39
2,9:56.0,,Defensive rebound by D. Powell,48,39
2,9:45.0,,Turnover by D. Powell (3 sec),48,39
2,9:32.0,Turnover by G. Dieng (bad pass; steal by J. Brunson),,48,39
2,9:25.0,,J. Brunson misses 3-pt jump shot from 27 ft,48,39
2,9:23.0,,Offensive rebound by D. Powell,48,39
2,9:20.0,,Shooting foul by G. Dieng (drawn by D. Powell),48,39
2,9:20.0,,D. Powell misses free throw 1 of 2,48,39
2,9:20.0,,Offensive rebound by Team,48,39
2,9:20.0,J. Teague enters the game for T. Jones,,48,39
2,9:20.0,A. Wiggins enters the game for D. Rose,,48,39
2,9:20.0,,D. Powell makes free throw 2 of 2,48,40
2,9:03.0,A. Wiggins makes 2-pt layup from 5 ft,,50,40
2,9:03.0,Shooting foul by M. Kleber (drawn by A. Wiggins),,50,40
2,9:03.0,,D. Finney-Smith enters the game for J. Brunson,50,40
2,9:03.0,,D. Jordan enters the game for M. Kleber,50,40
2,9:03.0,,W. Matthews enters the game for D. Powell,50,40
2,9:03.0,A. Wiggins makes free throw 1 of 1,,51,40
2,8:53.0,,Turnover by L. Dončić (bad pass),51,40
2,8:42.0,J. Teague misses 2-pt jump shot from 10 ft,,51,40
2,8:40.0,,Defensive rebound by D. Jordan,51,40
2,8:32.0,,D. Smith makes 2-pt layup from 2 ft,51,42
2,8:21.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by J. Teague),,54,42
2,8:07.0,,Shooting foul by A. Tolliver (drawn by D. Jordan),54,42
2,8:07.0,,D. Jordan makes free throw 1 of 2,54,43
2,8:07.0,,D. Jordan makes free throw 2 of 2,54,44
2,7:53.0,A. Wiggins misses 3-pt jump shot from 26 ft,,54,44
2,7:50.0,,Defensive rebound by W. Matthews,54,44
2,7:44.0,,D. Smith makes 2-pt jump shot from 19 ft,54,46
2,7:24.0,J. Teague misses 2-pt layup from 6 ft,,54,46
2,7:23.0,,Defensive rebound by D. Jordan,54,46
2,7:15.0,,Turnover by W. Matthews (step out of bounds),54,46
2,7:00.0,,Loose ball foul by D. Smith (drawn by J. Teague),54,46
2,7:00.0,T. Gibson enters the game for G. Dieng,,54,46
2,7:00.0,K. Towns enters the game for A. Tolliver,,54,46
2,6:49.0,J. Teague misses 2-pt layup from 1 ft,,54,46
2,6:47.0,,Defensive rebound by D. Finney-Smith,54,46
2,6:44.0,,Personal foul by J. Okogie (drawn by D. Smith),54,46
2,6:44.0,,Dallas full timeout,54,46
2,6:41.0,,L. Dončić makes 2-pt jump shot from 7 ft (assist by D. Jordan),54,48
2,6:41.0,,Shooting foul by K. Towns (drawn by L. Dončić),54,48
2,6:41.0,,L. Dončić misses free throw 1 of 1,54,48
2,6:41.0,Defensive rebound by T. Gibson,,54,48
2,6:29.0,J. Teague misses 3-pt jump shot from 22 ft,,54,48
2,6:16.0,,Defensive rebound by Team,54,48
2,6:10.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by W. Matthews),54,50
2,5:57.0,Offensive foul by A. Wiggins (drawn by D. Finney-Smith),,54,50
2,5:57.0,Turnover by A. Wiggins (offensive foul),,54,50
2,5:57.0,D. Rose enters the game for A. Wiggins,,54,50
2,5:42.0,,L. Dončić makes 3-pt jump shot from 25 ft,54,53
2,5:34.0,D. Rose makes 2-pt layup from 1 ft (assist by J. Teague),,56,53
2,5:12.0,,W. Matthews misses 2-pt jump shot from 6 ft (block by D. Rose),56,53
2,5:11.0,,Offensive rebound by Team,56,53
2,5:09.0,,L. Dončić makes 3-pt jump shot from 23 ft (assist by D. Smith),56,56
2,4:48.0,D. Rose misses 2-pt jump shot from 20 ft,,56,56
2,4:45.0,Offensive rebound by J. Okogie,,56,56
2,4:45.0,J. Okogie misses 2-pt layup at rim,,56,56
2,4:45.0,Offensive rebound by Team,,56,56
2,4:36.0,Shooting foul by D. Smith (drawn by K. Towns),,56,56
2,4:36.0,,Technical foul by W. Matthews,56,56
2,4:36.0,J. Teague makes technical free throw,,57,56
2,4:36.0,K. Towns makes free throw 1 of 2,,58,56
2,4:36.0,K. Towns makes free throw 2 of 2,,59,56
2,4:36.0,,J. Barea enters the game for D. Smith,59,56
2,4:24.0,,Personal foul by J. Okogie (drawn by L. Dončić),59,56
2,4:24.0,,L. Dončić makes free throw 1 of 2,59,57
2,4:24.0,,L. Dončić makes free throw 2 of 2,59,58
2,4:03.0,K. Towns makes 2-pt hook shot from 9 ft (assist by J. Teague),,61,58
2,3:40.0,,L. Dončić makes 2-pt jump shot from 13 ft,61,60
2,3:28.0,Turnover by J. Okogie (lost ball; steal by D. Finney-Smith),,61,60
2,3:22.0,,D. Jordan makes 2-pt layup from 2 ft (assist by J. Barea),61,62
2,3:13.0,Minnesota full timeout,,61,62
2,2:59.0,J. Teague makes 2-pt layup from 1 ft (assist by J. Okogie),,63,62
2,2:46.0,,Personal foul by J. Okogie (drawn by L. Dončić),63,62
2,2:46.0,,L. Dončić makes free throw 1 of 2,63,63
2,2:46.0,,L. Dončić misses free throw 2 of 2,63,63
2,2:44.0,Defensive rebound by K. Towns,,63,63
2,2:38.0,Offensive foul by J. Teague (drawn by J. Barea),,63,63
2,2:38.0,Turnover by J. Teague (offensive foul),,63,63
2,2:38.0,Technical foul by J. Teague,,63,63
2,2:38.0,,W. Matthews misses technical free throw,63,63
2,2:38.0,,Offensive rebound by Team,63,63
2,2:20.0,,W. Matthews misses 3-pt jump shot from 23 ft,63,63
2,2:17.0,Defensive rebound by J. Okogie,,63,63
2,2:17.0,Personal foul by D. Finney-Smith (drawn by J. Okogie),,63,63
2,2:17.0,J. Okogie misses free throw 1 of 2,,63,63
2,2:17.0,Offensive rebound by Team,,63,63
2,2:17.0,J. Okogie makes free throw 2 of 2,,64,63
2,2:10.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,64,63
2,2:06.0,,Offensive rebound by D. Jordan,64,63
2,2:02.0,,W. Matthews misses 2-pt layup from 3 ft (block by T. Gibson),64,63
2,1:58.0,Defensive rebound by T. Gibson,,64,63
2,1:54.0,J. Okogie makes 3-pt jump shot from 23 ft (assist by K. Towns),,67,63
2,1:42.0,,J. Barea misses 3-pt jump shot from 25 ft,67,63
2,1:38.0,Defensive rebound by T. Gibson,,67,63
2,1:27.0,D. Rose misses 2-pt jump shot from 14 ft,,67,63
2,1:25.0,,Defensive rebound by L. Dončić,67,63
2,1:25.0,,Personal foul by J. Okogie (drawn by L. Dončić),67,63
2,1:25.0,,L. Dončić makes free throw 1 of 2,67,64
2,1:25.0,C. Williams enters the game for J. Okogie,,67,64
2,1:25.0,,L. Dončić makes free throw 2 of 2,67,65
2,1:11.0,K. Towns misses 2-pt hook shot from 6 ft,,67,65
2,1:08.0,,Defensive rebound by D. Finney-Smith,67,65
2,0:57.0,,W. Matthews makes 2-pt layup from 3 ft,67,67
2,0:51.0,C. Williams misses 3-pt jump shot from 23 ft,,67,67
2,0:48.0,,Defensive rebound by D. Jordan,67,67
2,0:44.0,,J. Barea misses 3-pt jump shot from 25 ft,67,67
2,0:41.0,,Offensive rebound by L. Dončić,67,67
2,0:39.0,,W. Matthews misses 3-pt jump shot from 25 ft,67,67
2,0:37.0,Defensive rebound by Team,,67,67
2,0:37.0,,Loose ball foul by L. Dončić (drawn by J. Teague),67,67
2,0:37.0,J. Teague makes free throw 1 of 2,,68,67
2,0:37.0,J. Teague makes free throw 2 of 2,,69,67
2,0:19.0,,W. Matthews misses 2-pt jump shot from 8 ft,69,67
2,0:16.0,,Offensive rebound by D. Jordan,69,67
2,0:16.0,,D. Jordan misses 2-pt layup from 1 ft,69,67
2,0:16.0,,Offensive rebound by D. Jordan,69,67
2,0:16.0,,D. Jordan misses 2-pt layup from 1 ft (block by K. Towns),69,67
2,0:16.0,,Offensive rebound by D. Jordan,69,67
2,0:15.0,,D. Jordan makes 2-pt dunk from 1 ft,69,69
2,0:01.0,J. Teague misses 2-pt layup from 6 ft,,69,69
2,0:01.0,Offensive rebound by Team,,69,69
3,11:42.0,T. Gibson misses 2-pt jump shot from 10 ft (block by D. Jordan),,69,69
3,11:37.0,,Defensive rebound by D. Smith,69,69
3,11:28.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),69,72
3,11:14.0,A. Wiggins makes 2-pt jump shot from 10 ft,,71,72
3,10:58.0,,D. Smith misses 3-pt jump shot from 25 ft,71,72
3,10:56.0,,Offensive rebound by D. Finney-Smith,71,72
3,10:54.0,,L. Dončić makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),71,75
3,10:41.0,Shooting foul by L. Dončić (drawn by J. Teague),,71,75
3,10:41.0,J. Teague makes free throw 1 of 2,,72,75
3,10:41.0,J. Teague makes free throw 2 of 2,,73,75
3,10:28.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Dončić),73,77
3,10:10.0,J. Teague makes 2-pt layup from 2 ft,,75,77
3,9:55.0,,L. Dončić misses 3-pt jump shot from 25 ft,75,77
3,9:51.0,,Offensive rebound by W. Matthews,75,77
3,9:45.0,,D. Smith makes 3-pt jump shot from 26 ft,75,80
3,9:35.0,Turnover by J. Okogie (bad pass; steal by L. Dončić),,75,80
3,9:25.0,,Shooting foul by J. Teague (drawn by D. Jordan),75,80
3,9:25.0,,D. Jordan makes free throw 1 of 2,75,81
3,9:25.0,,D. Jordan makes free throw 2 of 2,75,82
3,9:15.0,A. Wiggins makes 3-pt jump shot from 25 ft,,78,82
3,9:05.0,,W. Matthews misses 3-pt jump shot from 26 ft,78,82
3,9:01.0,Defensive rebound by K. Towns,,78,82
3,8:55.0,Shooting foul by D. Jordan (drawn by A. Wiggins),,78,82
3,8:55.0,A. Wiggins makes free throw 1 of 2,,79,82
3,8:55.0,A. Wiggins makes free throw 2 of 2,,80,82
3,8:43.0,,Turnover by D. Smith (bad pass; steal by A. Wiggins),80,82
3,8:40.0,J. Okogie misses 3-pt jump shot from 23 ft,,80,82
3,8:37.0,,Defensive rebound by Team,80,82
3,8:10.0,,D. Finney-Smith misses 2-pt jump shot from 11 ft,80,82
3,8:08.0,Defensive rebound by A. Wiggins,,80,82
3,8:01.0,Offensive foul by A. Wiggins (drawn by D. Smith),,80,82
3,8:01.0,Turnover by A. Wiggins (offensive foul),,80,82
3,7:51.0,,W. Matthews misses 3-pt jump shot from 25 ft,80,82
3,7:48.0,Defensive rebound by A. Wiggins,,80,82
3,7:39.0,Shooting foul by W. Matthews (drawn by A. Wiggins),,80,82
3,7:39.0,A. Wiggins makes free throw 1 of 2,,81,82
3,7:39.0,A. Wiggins makes free throw 2 of 2,,82,82
3,7:39.0,D. Rose enters the game for A. Wiggins,,82,82
3,7:25.0,,L. Dončić misses 3-pt jump shot from 23 ft,82,82
3,7:22.0,Defensive rebound by K. Towns,,82,82
3,7:11.0,J. Teague misses 2-pt jump shot from 5 ft (block by D. Jordan),,82,82
3,7:08.0,Offensive rebound by D. Rose,,82,82
3,7:07.0,D. Rose misses 2-pt layup from 2 ft,,82,82
3,7:05.0,,Defensive rebound by D. Jordan,82,82
3,7:01.0,,D. Smith misses 3-pt jump shot from 25 ft,82,82
3,7:01.0,,Offensive rebound by D. Finney-Smith,82,82
3,6:56.0,,D. Finney-Smith makes 2-pt layup at rim,82,84
3,6:52.0,Personal foul by D. Smith (drawn by J. Teague),,82,84
3,6:52.0,,Dallas full timeout,82,84
3,6:52.0,,J. Barea enters the game for D. Smith,82,84
3,6:41.0,K. Towns misses 3-pt jump shot from 24 ft,,82,84
3,6:39.0,,Defensive rebound by Team,82,84
3,6:22.0,,L. Dončić misses 2-pt jump shot from 7 ft,82,84
3,6:19.0,Defensive rebound by J. Teague,,82,84
3,6:16.0,Shooting foul by J. Barea (drawn by J. Teague),,82,84
3,6:16.0,J. Teague makes free throw 1 of 2,,83,84
3,6:16.0,J. Teague makes free throw 2 of 2,,84,84
3,6:02.0,,J. Barea misses 2-pt jump shot from 14 ft,84,84
3,6:01.0,,Offensive rebound by Team,84,84
3,5:48.0,,Turnover by L. Dončić (bad pass; steal by D. Rose),84,84
3,5:45.0,D. Rose misses 2-pt layup from 2 ft (block by L. Dončić),,84,84
3,5:45.0,Offensive rebound by Team,,84,84
3,5:38.0,D. Rose makes 2-pt jump shot from 14 ft,,86,84
3,5:22.0,,Personal foul by D. Rose (drawn by D. Finney-Smith),86,84
3,5:11.0,,W. Matthews misses 3-pt jump shot from 27 ft,86,84
3,5:09.0,Defensive rebound by Team,,86,84
3,4:54.0,Turnover by J. Teague (bad pass; steal by J. Barea),,86,84
3,4:45.0,,J. Barea makes 3-pt jump shot from 26 ft (assist by W. Matthews),86,87
3,4:32.0,J. Okogie makes 2-pt layup from 1 ft (assist by D. Rose),,88,87
3,4:18.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by J. Barea),88,89
3,4:03.0,T. Gibson misses 2-pt layup from 3 ft (block by D. Jordan),,88,89
3,4:01.0,,Defensive rebound by D. Jordan,88,89
3,3:57.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by J. Barea),88,92
3,3:57.0,Minnesota full timeout,,88,92
3,3:57.0,,J. Brunson enters the game for W. Matthews,88,92
3,3:45.0,K. Towns misses 2-pt hook shot from 8 ft (block by D. Jordan),,88,92
3,3:45.0,Offensive rebound by Team,,88,92
3,3:40.0,Turnover by D. Rose (out of bounds lost ball),,88,92
3,3:27.0,,Offensive foul by D. Finney-Smith (drawn by J. Okogie),88,92
3,3:27.0,,Turnover by D. Finney-Smith (offensive foul),88,92
3,3:27.0,,M. Kleber enters the game for D. Finney-Smith,88,92
3,3:15.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,91,92
3,3:00.0,,D. Jordan makes 2-pt hook shot from 8 ft (assist by J. Barea),91,94
3,2:50.0,Turnover by J. Teague (bad pass; steal by L. Dončić),,91,94
3,2:45.0,,L. Dončić misses 2-pt layup from 3 ft,91,94
3,2:45.0,,Offensive rebound by Team,91,94
3,2:45.0,Loose ball foul by J. Okogie (drawn by M. Kleber),,91,94
3,2:45.0,T. Jones enters the game for J. Okogie,,91,94
3,2:45.0,A. Wiggins enters the game for J. Teague,,91,94
3,2:45.0,,D. Powell enters the game for D. Jordan,91,94
3,2:34.0,,L. Dončić makes 3-pt jump shot from 26 ft (assist by J. Barea),91,97
3,2:25.0,Shooting foul by M. Kleber (drawn by D. Rose),,91,97
3,2:25.0,D. Rose makes free throw 1 of 2,,92,97
3,2:25.0,G. Dieng enters the game for T. Gibson,,92,97
3,2:25.0,A. Tolliver enters the game for K. Towns,,92,97
3,2:25.0,D. Rose makes free throw 2 of 2,,93,97
3,2:16.0,,J. Brunson misses 3-pt jump shot from 25 ft,93,97
3,2:15.0,Defensive rebound by Team,,93,97
3,2:15.0,,Loose ball foul by L. Dončić (drawn by G. Dieng),93,97
3,2:15.0,G. Dieng makes free throw 1 of 2,,94,97
3,2:15.0,G. Dieng makes free throw 2 of 2,,95,97
3,2:05.0,,Offensive foul by D. Powell (drawn by A. Wiggins),95,97
3,2:05.0,,Turnover by D. Powell (offensive foul),95,97
3,1:52.0,A. Wiggins misses 2-pt jump shot from 5 ft,,95,97
3,1:50.0,,Defensive rebound by M. Kleber,95,97
3,1:39.0,,Turnover by L. Dončić (bad pass; steal by T. Jones),95,97
3,1:36.0,T. Jones misses 2-pt layup from 1 ft (block by M. Kleber),,95,97
3,1:33.0,,Defensive rebound by L. Dončić,95,97
3,1:28.0,,J. Brunson misses 2-pt jump shot from 7 ft,95,97
3,1:28.0,Defensive rebound by Team,,95,97
3,1:28.0,,Loose ball foul by D. Powell (drawn by G. Dieng),95,97
3,1:28.0,G. Dieng makes free throw 1 of 2,,96,97
3,1:28.0,,W. Matthews enters the game for L. Dončić,96,97
3,1:28.0,G. Dieng makes free throw 2 of 2,,97,97
3,1:12.0,,J. Barea misses 3-pt jump shot from 25 ft,97,97
3,1:09.0,Defensive rebound by G. Dieng,,97,97
3,1:00.0,D. Rose makes 2-pt jump shot from 3 ft,,99,97
3,0:49.0,,M. Kleber misses 3-pt jump shot from 23 ft,99,97
3,0:45.0,Defensive rebound by G. Dieng,,99,97
3,0:34.0,Shooting foul by W. Matthews (drawn by A. Wiggins),,99,97
3,0:34.0,A. Wiggins misses free throw 1 of 2,,99,97
3,0:34.0,Offensive rebound by Team,,99,97
3,0:34.0,,L. Dončić enters the game for W. Matthews,99,97
3,0:34.0,A. Wiggins misses free throw 2 of 2,,99,97
3,0:32.0,,Defensive rebound by M. Kleber,99,97
3,0:15.0,,Personal foul by A. Wiggins (drawn by L. Dončić),99,97
3,0:15.0,C. Williams enters the game for A. Wiggins,,99,97
3,0:04.0,,D. Powell misses 3-pt jump shot from 25 ft,99,97
3,0:01.0,Defensive rebound by D. Rose,,99,97
3,0:00.0,D. Rose misses 3-pt jump shot from 54 ft,,99,97
3,0:00.0,Offensive rebound by Team,,99,97
4,11:42.0,,W. Matthews misses 2-pt jump shot from 6 ft,99,97
4,11:39.0,Defensive rebound by D. Rose,,99,97
4,11:35.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Rose),,102,97
4,11:21.0,,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),102,99
4,11:03.0,A. Tolliver misses 3-pt jump shot from 24 ft,,102,99
4,11:00.0,,Defensive rebound by D. Powell,102,99
4,10:57.0,,J. Brunson makes 2-pt jump shot from 19 ft,102,101
4,10:37.0,D. Rose makes 2-pt layup from 2 ft,,104,101
4,10:28.0,,M. Kleber misses 3-pt jump shot from 25 ft,104,101
4,10:25.0,Defensive rebound by G. Dieng,,104,101
4,10:14.0,Turnover by C. Williams (step out of bounds),,104,101
