QUARTER,TIME_REMAINING,ORLANDO_ACTION,MIAMI_ACTION,ORLANDO_SCORE,MIAMI_SCORE
1,1:39.0,,H. Whiteside makes 2-pt jump shot from 2 ft (assist by D. Wade),18,24
1,1:18.0,A. Gordon misses 3-pt jump shot from 23 ft,,18,24
1,1:13.0,Offensive rebound by M. Carter-Williams,,18,24
1,1:11.0,A. Gordon misses 2-pt layup from 2 ft,,18,24
1,1:08.0,,Defensive rebound by J. Johnson,18,24
1,1:03.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by J. Johnson),18,27
1,0:49.0,T. Ross misses 3-pt jump shot from 26 ft,,18,27
1,0:47.0,,Defensive rebound by D. Wade,18,27
1,0:43.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Wade),18,29
1,0:30.0,M. Carter-Williams misses 2-pt layup from 1 ft,,18,29
1,0:28.0,,Defensive rebound by D. Wade,18,29
1,0:09.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by D. Wade),18,32
1,0:01.0,Turnover by M. Carter-Williams (bad pass; steal by H. Whiteside),,18,32
2,11:46.0,,D. Wade makes 2-pt dunk from 2 ft (assist by J. Johnson),18,34
2,11:25.0,A. Gordon misses 2-pt jump shot from 9 ft,,18,34
2,11:21.0,,Defensive rebound by D. Wade,18,34
2,11:04.0,,J. Richardson misses 3-pt jump shot from 25 ft,18,34
2,11:01.0,Defensive rebound by T. Ross,,18,34
2,10:57.0,T. Ross makes 3-pt jump shot from 25 ft,,21,34
2,10:44.0,,Offensive foul by H. Whiteside (drawn by M. Carter-Williams),21,34
2,10:44.0,,Turnover by H. Whiteside (offensive foul),21,34
2,10:25.0,M. Carter-Williams misses 2-pt jump shot from 2 ft,,21,34
2,10:24.0,Offensive rebound by M. Carter-Williams,,21,34
2,10:24.0,M. Carter-Williams misses 2-pt layup from 1 ft,,21,34
2,10:24.0,,Defensive rebound by Team,21,34
2,10:07.0,,Turnover by D. Wade (out of bounds lost ball),21,34
2,9:48.0,E. Fournier misses 3-pt jump shot from 25 ft,,21,34
2,9:46.0,,Defensive rebound by Team,21,34
2,9:34.0,,H. Whiteside makes 2-pt dunk from 2 ft (assist by D. Wade),21,36
2,9:17.0,K. Birch makes 2-pt jump shot from 10 ft (assist by M. Carter-Williams),,23,36
2,8:58.0,,G. Dragić misses 3-pt jump shot from 25 ft,23,36
2,8:55.0,Defensive rebound by M. Carter-Williams,,23,36
2,8:46.0,Turnover by T. Ross (out of bounds lost ball),,23,36
2,8:36.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Wade),23,38
2,8:15.0,E. Fournier misses 3-pt jump shot from 25 ft,,23,38
2,8:09.0,,Defensive rebound by J. Johnson,23,38
2,8:08.0,,Shooting foul by T. Ross (drawn by J. Richardson),23,38
2,8:08.0,,J. Richardson makes free throw 1 of 2,23,39
2,8:08.0,D. Augustin enters the game for M. Carter-Williams,,23,39
2,8:08.0,,D. Waiters enters the game for D. Wade,23,39
2,8:08.0,,J. Richardson makes free throw 2 of 2,23,40
2,7:43.0,T. Ross makes 3-pt jump shot from 23 ft (assist by E. Fournier),,26,40
2,7:25.0,,J. Richardson misses 3-pt jump shot from 24 ft,26,40
2,7:23.0,Defensive rebound by A. Gordon,,26,40
2,7:17.0,T. Ross misses 3-pt jump shot from 26 ft,,26,40
2,7:14.0,Offensive rebound by A. Gordon,,26,40
2,7:04.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by T. Ross),,29,40
2,7:04.0,,Miami full timeout,29,40
2,7:04.0,J. Isaac enters the game for K. Birch,,29,40
2,7:04.0,W. Iwundu enters the game for E. Fournier,,29,40
2,7:04.0,N. Vučević enters the game for A. Gordon,,29,40
2,7:04.0,,D. Jones enters the game for J. Richardson,29,40
2,6:54.0,,Offensive foul by H. Whiteside (drawn by N. Vučević),29,40
2,6:54.0,,Turnover by H. Whiteside (offensive foul),29,40
2,6:54.0,,K. Olynyk enters the game for J. Johnson,29,40
2,6:31.0,Personal foul by G. Dragić (drawn by N. Vučević),,29,40
2,6:19.0,D. Augustin misses 3-pt jump shot from 26 ft,,29,40
2,6:15.0,,Defensive rebound by H. Whiteside,29,40
2,6:07.0,,Turnover by H. Whiteside (lost ball; steal by N. Vučević),29,40
2,5:51.0,N. Vučević makes 2-pt layup from 2 ft (assist by D. Augustin),,31,40
2,5:32.0,,G. Dragić misses 2-pt jump shot from 17 ft,31,40
2,5:28.0,Defensive rebound by N. Vučević,,31,40
2,5:23.0,N. Vučević misses 3-pt jump shot from 26 ft,,31,40
2,5:20.0,Offensive rebound by J. Isaac,,31,40
2,5:18.0,J. Isaac makes 2-pt dunk from 1 ft,,33,40
2,5:10.0,,Personal foul by W. Iwundu (drawn by K. Olynyk),33,40
2,5:10.0,,B. Adebayo enters the game for H. Whiteside,33,40
2,5:06.0,,D. Waiters makes 2-pt jump shot from 20 ft (assist by B. Adebayo),33,42
2,4:42.0,D. Augustin makes 3-pt jump shot from 26 ft,,36,42
2,4:26.0,,K. Olynyk misses 3-pt jump shot from 25 ft,36,42
2,4:24.0,Defensive rebound by D. Augustin,,36,42
2,4:18.0,D. Augustin misses 2-pt layup from 1 ft,,36,42
2,4:15.0,,Defensive rebound by D. Jones,36,42
2,4:04.0,,D. Jones makes 2-pt dunk from 1 ft (assist by D. Waiters),36,44
2,3:51.0,T. Ross misses 3-pt jump shot from 26 ft,,36,44
2,3:48.0,Offensive rebound by W. Iwundu,,36,44
2,3:39.0,T. Ross misses 2-pt jump shot from 10 ft,,36,44
2,3:37.0,Offensive rebound by N. Vučević,,36,44
2,3:24.0,D. Augustin misses 2-pt jump shot from 7 ft,,36,44
2,3:20.0,,Defensive rebound by B. Adebayo,36,44
2,3:16.0,,D. Waiters makes 3-pt jump shot from 26 ft (assist by B. Adebayo),36,47
2,3:11.0,Orlando full timeout,,36,47
2,3:11.0,E. Fournier enters the game for W. Iwundu,,36,47
2,3:11.0,A. Gordon enters the game for T. Ross,,36,47
2,3:11.0,,J. Richardson enters the game for G. Dragić,36,47
2,3:07.0,N. Vučević misses 2-pt jump shot from 14 ft,,36,47
2,3:05.0,,Defensive rebound by K. Olynyk,36,47
2,2:43.0,,D. Waiters makes 2-pt jump shot from 21 ft,36,49
2,2:26.0,J. Isaac makes 2-pt jump shot from 15 ft (assist by N. Vučević),,38,49
2,2:05.0,,J. Richardson misses 3-pt jump shot from 23 ft,38,49
2,2:03.0,Defensive rebound by J. Isaac,,38,49
2,1:53.0,Turnover by N. Vučević (lost ball; steal by D. Waiters),,38,49
2,1:53.0,,D. Wade enters the game for D. Jones,38,49
2,1:46.0,,Turnover by D. Wade (bad pass; steal by J. Isaac),38,49
2,1:45.0,J. Isaac makes 2-pt layup from 1 ft,,40,49
2,1:45.0,,Violation by Team (def goaltending),40,49
2,1:25.0,,B. Adebayo misses 2-pt layup from 2 ft (block by J. Isaac),40,49
2,1:23.0,Defensive rebound by D. Augustin,,40,49
2,1:23.0,Shooting foul by J. Richardson (drawn by D. Augustin),,40,49
2,1:23.0,D. Augustin makes free throw 1 of 2,,41,49
2,1:23.0,D. Augustin makes free throw 2 of 2,,42,49
2,1:10.0,,Personal foul by D. Augustin (drawn by J. Richardson),42,49
2,0:59.0,,Shooting foul by N. Vučević (drawn by J. Richardson),42,49
2,0:59.0,,J. Richardson makes free throw 1 of 2,42,50
2,0:59.0,T. Ross enters the game for J. Isaac,,42,50
2,0:59.0,,D. Jones enters the game for K. Olynyk,42,50
2,0:59.0,,J. Richardson makes free throw 2 of 2,42,51
2,0:50.0,T. Ross misses 3-pt jump shot from 23 ft,,42,51
2,0:47.0,,Defensive rebound by D. Waiters,42,51
2,0:40.0,,D. Wade misses 2-pt layup from 2 ft,42,51
2,0:34.0,Defensive rebound by N. Vučević,,42,51
2,0:34.0,,B. Adebayo misses 2-pt dunk at rim,42,51
2,0:34.0,,Offensive rebound by B. Adebayo,42,51
2,0:29.0,Turnover by D. Augustin (lost ball; steal by B. Adebayo),,42,51
2,0:05.0,,D. Waiters misses 2-pt jump shot from 10 ft,42,51
2,0:05.0,Defensive rebound by Team,,42,51
2,0:02.0,,J. Johnson enters the game for D. Waiters,42,51
2,0:00.0,T. Ross misses 3-pt jump shot from 26 ft,,42,51
2,0:00.0,Offensive rebound by Team,,42,51
3,11:42.0,,J. Richardson misses 3-pt jump shot from 27 ft,42,51
3,11:39.0,Defensive rebound by J. Isaac,,42,51
3,11:27.0,A. Gordon misses 2-pt layup from 1 ft,,42,51
3,11:24.0,Offensive rebound by A. Gordon,,42,51
3,11:22.0,A. Gordon makes 2-pt dunk from 1 ft,,44,51
3,11:01.0,,B. Adebayo makes 2-pt hook shot from 3 ft (assist by J. Richardson),44,53
3,10:31.0,A. Gordon misses 3-pt jump shot from 26 ft,,44,53
3,10:29.0,,Defensive rebound by B. Adebayo,44,53
3,10:21.0,,K. Olynyk misses 3-pt jump shot from 24 ft,44,53
3,10:17.0,Defensive rebound by A. Gordon,,44,53
3,10:09.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),,47,53
3,9:47.0,,B. Adebayo makes 2-pt jump shot from 12 ft,47,55
3,9:28.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),,50,55
3,9:00.0,,K. Olynyk misses 3-pt jump shot from 25 ft,50,55
3,8:58.0,Defensive rebound by J. Isaac,,50,55
3,8:51.0,Turnover by D. Augustin (bad pass),,50,55
3,8:37.0,,B. Adebayo misses 2-pt jump shot from 3 ft,50,55
3,8:37.0,,Offensive rebound by Team,50,55
3,8:37.0,Loose ball foul by E. Fournier (drawn by B. Adebayo),,50,55
3,8:23.0,,D. Waiters misses 3-pt jump shot from 28 ft,50,55
3,8:20.0,,Offensive rebound by K. Olynyk,50,55
3,8:13.0,,Shooting foul by D. Augustin (drawn by K. Olynyk),50,55
3,8:13.0,,K. Olynyk makes free throw 1 of 2,50,56
3,8:13.0,,K. Olynyk makes free throw 2 of 2,50,57
3,8:03.0,J. Isaac makes 2-pt layup from 1 ft (assist by D. Augustin),,52,57
3,7:43.0,,J. Richardson misses 2-pt hook shot from 5 ft,52,57
3,7:40.0,Defensive rebound by A. Gordon,,52,57
3,7:29.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),,55,57
3,7:29.0,,Miami full timeout,55,57
3,7:06.0,,K. Olynyk makes 2-pt jump shot from 12 ft (assist by J. Richardson),55,59
3,6:47.0,A. Gordon misses 2-pt jump shot from 15 ft,,55,59
3,6:43.0,,Defensive rebound by B. Adebayo,55,59
3,6:35.0,,D. Waiters makes 3-pt jump shot from 26 ft (assist by K. Olynyk),55,62
3,6:19.0,N. Vučević makes 2-pt layup from 2 ft (assist by J. Isaac),,57,62
3,6:05.0,,D. Waiters misses 3-pt jump shot from 25 ft,57,62
3,6:03.0,Defensive rebound by N. Vučević,,57,62
3,5:54.0,D. Augustin misses 2-pt jump shot from 10 ft,,57,62
3,5:52.0,,Defensive rebound by B. Adebayo,57,62
3,5:45.0,,K. Olynyk misses 3-pt jump shot from 25 ft,57,62
3,5:43.0,Defensive rebound by N. Vučević,,57,62
3,5:38.0,E. Fournier makes 2-pt jump shot from 2 ft (assist by D. Augustin),,59,62
3,5:38.0,Shooting foul by D. Waiters (drawn by E. Fournier),,59,62
3,5:38.0,W. Iwundu enters the game for A. Gordon,,59,62
3,5:38.0,,D. Wade enters the game for J. Richardson,59,62
3,5:38.0,E. Fournier makes free throw 1 of 1,,60,62
3,5:20.0,,D. Wade misses 2-pt jump shot from 12 ft,60,62
3,5:18.0,Defensive rebound by J. Isaac,,60,62
3,5:11.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by D. Augustin),,63,62
3,5:00.0,,Personal foul by E. Fournier (drawn by D. Jones),63,62
3,4:49.0,,Turnover by K. Olynyk (step out of bounds),63,62
3,4:49.0,,G. Dragić enters the game for K. Olynyk,63,62
3,4:39.0,Personal foul by B. Adebayo (drawn by E. Fournier),,63,62
3,4:39.0,T. Ross enters the game for E. Fournier,,63,62
3,4:39.0,,J. Johnson enters the game for D. Jones,63,62
3,4:39.0,,J. Richardson enters the game for D. Waiters,63,62
3,4:22.0,D. Augustin misses 3-pt jump shot from 23 ft,,63,62
3,4:21.0,,Defensive rebound by Team,63,62
3,4:07.0,,D. Wade makes 3-pt jump shot from 24 ft (assist by J. Richardson),63,65
3,3:55.0,Personal foul by B. Adebayo (drawn by N. Vučević),,63,65
3,3:55.0,M. Carter-Williams enters the game for D. Augustin,,63,65
3,3:55.0,,H. Whiteside enters the game for B. Adebayo,63,65
3,3:46.0,M. Carter-Williams makes 3-pt jump shot from 23 ft (assist by N. Vučević),,66,65
3,3:31.0,,G. Dragić misses 3-pt jump shot from 26 ft,66,65
3,3:29.0,Defensive rebound by N. Vučević,,66,65
3,3:20.0,J. Isaac makes 3-pt jump shot from 27 ft (assist by M. Carter-Williams),,69,65
3,3:05.0,,D. Wade misses 2-pt layup from 2 ft,69,65
3,3:05.0,,Offensive rebound by Team,69,65
3,3:05.0,Loose ball foul by W. Iwundu (drawn by H. Whiteside),,69,65
3,2:57.0,,Shooting foul by W. Iwundu (drawn by D. Wade),69,65
3,2:57.0,Orlando full timeout,,69,65
3,2:57.0,,D. Wade misses free throw 1 of 2,69,65
3,2:57.0,,Offensive rebound by Team,69,65
3,2:57.0,,D. Wade makes free throw 2 of 2,69,66
3,2:49.0,Personal foul by G. Dragić (drawn by M. Carter-Williams),,69,66
3,2:41.0,Shooting foul by H. Whiteside (drawn by N. Vučević),,69,66
3,2:41.0,N. Vučević makes free throw 1 of 2,,70,66
3,2:41.0,N. Vučević makes free throw 2 of 2,,71,66
3,2:28.0,,D. Wade makes 2-pt jump shot from 12 ft,71,68
3,2:12.0,N. Vučević misses 2-pt hook shot from 6 ft,,71,68
3,2:09.0,,Defensive rebound by D. Wade,71,68
3,2:01.0,,D. Wade misses 2-pt jump shot from 15 ft,71,68
3,1:56.0,Defensive rebound by W. Iwundu,,71,68
3,1:53.0,J. Isaac misses 3-pt jump shot from 23 ft,,71,68
3,1:50.0,,Defensive rebound by J. Johnson,71,68
3,1:41.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by G. Dragić),71,70
3,1:29.0,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,74,70
3,1:00.0,,J. Johnson misses 3-pt jump shot from 25 ft,74,70
3,1:00.0,,Offensive rebound by Team,74,70
3,1:00.0,,Turnover by Team (shot clock),74,70
3,1:00.0,A. Gordon enters the game for J. Isaac,,74,70
3,0:53.0,N. Vučević makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,76,70
3,0:41.0,,G. Dragić misses 2-pt jump shot from 11 ft (block by M. Carter-Williams),76,70
3,0:37.0,Defensive rebound by M. Carter-Williams,,76,70
3,0:35.0,Turnover by M. Carter-Williams (bad pass; steal by J. Johnson),,76,70
3,0:29.0,,J. Johnson misses 2-pt jump shot from 5 ft,76,70
3,0:26.0,Defensive rebound by N. Vučević,,76,70
3,0:09.0,N. Vučević misses 2-pt jump shot from 8 ft,,76,70
3,0:06.0,,Defensive rebound by D. Wade,76,70
3,0:03.0,,D. Wade misses 3-pt jump shot from 25 ft,76,70
3,0:02.0,Defensive rebound by T. Ross,,76,70
3,0:00.0,T. Ross misses 3-pt jump shot from 51 ft,,76,70
3,0:00.0,Offensive rebound by Team,,76,70
4,11:44.0,A. Gordon makes 2-pt jump shot from 14 ft (assist by M. Carter-Williams),,78,70
4,11:25.0,,D. Wade makes 2-pt jump shot from 17 ft (assist by J. Johnson),78,72
4,11:11.0,A. Gordon misses 2-pt jump shot from 7 ft,,78,72
4,11:09.0,Offensive rebound by K. Birch,,78,72
4,11:07.0,T. Ross misses 3-pt jump shot from 25 ft,,78,72
4,11:04.0,Offensive rebound by K. Birch,,78,72
4,11:02.0,A. Gordon makes 2-pt dunk from 1 ft (assist by K. Birch),,80,72
4,10:52.0,,Personal foul by A. Gordon (drawn by J. Johnson),80,72
4,10:52.0,,B. Adebayo enters the game for H. Whiteside,80,72
4,10:34.0,,B. Adebayo misses 2-pt jump shot from 12 ft,80,72
4,10:31.0,Defensive rebound by E. Fournier,,80,72
4,10:20.0,Turnover by A. Gordon (bad pass; steal by D. Wade),,80,72
4,10:17.0,,Shooting foul by K. Birch (drawn by D. Wade),80,72
4,10:17.0,,D. Wade makes free throw 1 of 2,80,73
4,10:17.0,,D. Wade makes free throw 2 of 2,80,74
4,9:59.0,E. Fournier misses 3-pt jump shot from 27 ft,,80,74
4,9:55.0,,Defensive rebound by J. Johnson,80,74
4,9:53.0,,D. Wade makes 2-pt dunk from 1 ft (assist by G. Dragić),80,76
4,9:42.0,E. Fournier makes 2-pt layup from 2 ft,,82,76
4,9:21.0,,D. Wade makes 3-pt jump shot from 23 ft,82,79
4,9:21.0,,Shooting foul by E. Fournier (drawn by D. Wade),82,79
4,9:21.0,,D. Wade makes free throw 1 of 1,82,80
4,9:01.0,T. Ross misses 3-pt jump shot from 26 ft,,82,80
4,8:57.0,,Defensive rebound by J. Johnson,82,80
4,8:56.0,,Shooting foul by T. Ross (drawn by J. Richardson),82,80
4,8:56.0,,J. Richardson makes free throw 1 of 2,82,81
4,8:56.0,,J. Richardson makes free throw 2 of 2,82,82
4,8:49.0,Shooting foul by D. Wade (drawn by K. Birch),,82,82
4,8:49.0,K. Birch makes free throw 1 of 2,,83,82
4,8:49.0,K. Birch misses free throw 2 of 2,,83,82
4,8:42.0,,Defensive rebound by J. Johnson,83,82
4,8:32.0,,J. Richardson misses 3-pt jump shot from 23 ft,83,82
4,8:30.0,Defensive rebound by M. Carter-Williams,,83,82
4,8:24.0,K. Birch makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,85,82
4,8:24.0,,Miami full timeout,85,82
4,8:09.0,,Turnover by G. Dragić (bad pass; steal by T. Ross),85,82
4,8:06.0,Shooting foul by J. Johnson (drawn by K. Birch),,85,82
4,8:06.0,K. Birch makes free throw 1 of 2,,86,82
4,8:06.0,K. Birch misses free throw 2 of 2,,86,82
4,8:04.0,,Defensive rebound by B. Adebayo,86,82
4,7:51.0,,D. Wade makes 2-pt jump shot from 9 ft,86,84
4,7:34.0,T. Ross misses 2-pt jump shot from 18 ft,,86,84
4,7:30.0,,Defensive rebound by D. Wade,86,84
4,7:19.0,,J. Richardson misses 2-pt layup from 2 ft (block by T. Ross),86,84
4,7:18.0,Defensive rebound by A. Gordon,,86,84
4,7:01.0,Turnover by E. Fournier (out of bounds lost ball),,86,84
4,7:01.0,J. Isaac enters the game for K. Birch,,86,84
4,7:01.0,N. Vučević enters the game for E. Fournier,,86,84
4,6:43.0,,G. Dragić misses 2-pt jump shot from 11 ft,86,84
4,6:41.0,Defensive rebound by N. Vučević,,86,84
4,6:28.0,A. Gordon makes 2-pt jump shot from 16 ft,,88,84
4,6:07.0,,J. Johnson misses 2-pt layup from 2 ft (block by J. Isaac),88,84
4,6:02.0,Defensive rebound by J. Isaac,,88,84
4,5:56.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),,91,84
4,5:56.0,,Miami full timeout,91,84
4,5:56.0,D. Augustin enters the game for M. Carter-Williams,,91,84
4,5:56.0,,D. Jones enters the game for G. Dragić,91,84
4,5:56.0,,D. Waiters enters the game for J. Johnson,91,84
4,5:36.0,,D. Waiters makes 3-pt jump shot from 26 ft (assist by D. Wade),91,87
4,5:18.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by A. Gordon),,93,87
4,5:03.0,,D. Wade misses 2-pt jump shot from 7 ft,93,87
4,4:59.0,Defensive rebound by T. Ross,,93,87
4,4:52.0,N. Vučević misses 3-pt jump shot from 25 ft,,93,87
4,4:50.0,,Defensive rebound by B. Adebayo,93,87
4,4:36.0,,Shooting foul by A. Gordon (drawn by B. Adebayo),93,87
4,4:36.0,,B. Adebayo misses free throw 1 of 2,93,87
4,4:36.0,,Offensive rebound by Team,93,87
4,4:36.0,E. Fournier enters the game for J. Isaac,,93,87
4,4:36.0,,B. Adebayo makes free throw 2 of 2,93,88
4,4:24.0,D. Augustin misses 3-pt jump shot from 26 ft,,93,88
4,4:22.0,,Defensive rebound by B. Adebayo,93,88
4,4:12.0,,D. Waiters misses 3-pt jump shot from 26 ft,93,88
4,4:09.0,Defensive rebound by N. Vučević,,93,88
4,3:50.0,Turnover by A. Gordon (traveling),,93,88
4,3:36.0,,D. Jones makes 2-pt layup from 2 ft,93,90
4,3:36.0,,Shooting foul by N. Vučević (drawn by D. Jones),93,90
4,3:36.0,,D. Jones misses free throw 1 of 1,93,90
4,3:32.0,Defensive rebound by N. Vučević,,93,90
4,3:31.0,Orlando full timeout,,93,90
4,3:21.0,Turnover by E. Fournier (bad pass; steal by D. Wade),,93,90
