QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
1,1:08.0,,K. Leonard makes 2-pt jump shot from 16 ft,23,24
1,1:03.0,Turnover by C. Sexton (out of bounds lost ball),,23,24
1,1:03.0,,C. Miles enters the game for K. Leonard,23,24
1,1:01.0,,Personal foul by R. Hood (drawn by C. Miles),23,24
1,1:01.0,,C. Miles misses free throw 1 of 2,23,24
1,1:01.0,,Offensive rebound by Team,23,24
1,1:01.0,C. Osman enters the game for R. Hood,,23,24
1,1:01.0,,C. Miles misses free throw 2 of 2,23,24
1,0:58.0,Defensive rebound by C. Osman,,23,24
1,0:51.0,Personal foul by N. Powell (drawn by C. Sexton),,23,24
1,0:51.0,C. Sexton makes free throw 1 of 2,,24,24
1,0:51.0,,D. Green enters the game for O. Anunoby,24,24
1,0:51.0,C. Sexton makes free throw 2 of 2,,25,24
1,0:31.0,,N. Powell makes 2-pt dunk from 1 ft (assist by F. VanVleet),25,26
1,0:11.0,C. Sexton misses 2-pt jump shot from 14 ft,,25,26
1,0:09.0,,Defensive rebound by D. Green,25,26
1,0:04.0,,D. Green makes 2-pt layup from 1 ft (assist by F. VanVleet),25,28
1,0:00.0,C. Osman misses 2-pt layup from 10 ft,,25,28
1,0:00.0,,Defensive rebound by C. Miles,25,28
2,11:35.0,,F. VanVleet misses 3-pt jump shot from 30 ft,25,28
2,11:32.0,,Offensive rebound by D. Green,25,28
2,11:26.0,,S. Ibaka misses 2-pt dunk from 1 ft,25,28
2,11:25.0,Defensive rebound by T. Thompson,,25,28
2,11:24.0,Shooting foul by C. Miles (drawn by S. Dekker),,25,28
2,11:24.0,S. Dekker makes free throw 1 of 2,,26,28
2,11:24.0,S. Dekker misses free throw 2 of 2,,26,28
2,11:22.0,,Defensive rebound by S. Ibaka,26,28
2,11:13.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by F. VanVleet),26,31
2,10:54.0,J. Clarkson misses 2-pt jump shot from 19 ft,,26,31
2,10:53.0,Offensive rebound by Team,,26,31
2,10:53.0,,Loose ball foul by C. Miles (drawn by T. Thompson),26,31
2,10:46.0,J. Clarkson makes 2-pt jump shot from 9 ft,,28,31
2,10:31.0,,C. Miles misses 3-pt jump shot from 25 ft,28,31
2,10:30.0,Defensive rebound by Team,,28,31
2,10:30.0,,Loose ball foul by S. Ibaka (drawn by C. Sexton),28,31
2,10:23.0,C. Sexton misses 2-pt layup from 3 ft,,28,31
2,10:23.0,,Defensive rebound by Team,28,31
2,10:05.0,,S. Ibaka misses 2-pt hook shot from 10 ft,28,31
2,10:05.0,,Offensive rebound by Team,28,31
2,9:59.0,,Personal foul by C. Sexton (drawn by F. VanVleet),28,31
2,9:49.0,,N. Powell makes 3-pt jump shot from 24 ft,28,34
2,9:29.0,Personal foul by N. Powell (drawn by J. Clarkson),,28,34
2,9:29.0,G. Hill enters the game for S. Dekker,,28,34
2,9:29.0,K. Love enters the game for C. Sexton,,28,34
2,9:29.0,,P. Siakam enters the game for C. Miles,28,34
2,9:24.0,K. Love misses 2-pt jump shot from 13 ft,,28,34
2,9:21.0,,Defensive rebound by D. Green,28,34
2,9:16.0,,D. Green misses 3-pt jump shot from 26 ft,28,34
2,9:13.0,,Offensive rebound by S. Ibaka,28,34
2,9:01.0,,F. VanVleet misses 2-pt layup from 3 ft,28,34
2,8:56.0,Defensive rebound by J. Clarkson,,28,34
2,8:53.0,J. Clarkson makes 2-pt layup from 1 ft,,30,34
2,8:43.0,,Personal foul by J. Clarkson (drawn by F. VanVleet),30,34
2,8:43.0,,K. Lowry enters the game for N. Powell,30,34
2,8:32.0,,F. VanVleet misses 2-pt layup from 2 ft,30,34
2,8:32.0,Defensive rebound by T. Thompson,,30,34
2,8:31.0,Personal foul by F. VanVleet (drawn by T. Thompson),,30,34
2,8:31.0,T. Thompson misses free throw 1 of 2,,30,34
2,8:31.0,Offensive rebound by Team,,30,34
2,8:31.0,T. Thompson makes free throw 2 of 2,,31,34
2,8:06.0,,D. Green misses 2-pt jump shot from 8 ft,31,34
2,8:03.0,Defensive rebound by T. Thompson,,31,34
2,7:56.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by G. Hill),,34,34
2,7:48.0,,Personal foul by G. Hill (drawn by S. Ibaka),34,34
2,7:32.0,,P. Siakam makes 2-pt layup from 3 ft,34,36
2,7:32.0,,K. Leonard enters the game for S. Ibaka,34,36
2,7:32.0,,J. Valančiūnas enters the game for F. VanVleet,34,36
2,7:12.0,Personal foul by D. Green (drawn by K. Love),,34,36
2,7:12.0,K. Love makes free throw 1 of 2,,35,36
2,7:12.0,K. Love makes free throw 2 of 2,,36,36
2,7:05.0,,Personal foul by C. Osman (drawn by K. Leonard),36,36
2,6:57.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by K. Leonard),36,39
2,6:48.0,C. Osman misses 2-pt jump shot from 16 ft,,36,39
2,6:44.0,,Defensive rebound by J. Valančiūnas,36,39
2,6:40.0,,D. Green makes 3-pt jump shot from 27 ft (assist by K. Lowry),36,42
2,6:39.0,Cleveland full timeout,,36,42
2,6:25.0,G. Hill makes 3-pt jump shot from 25 ft (assist by C. Osman),,39,42
2,6:09.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by J. Valančiūnas),39,44
2,5:46.0,K. Love misses 2-pt layup from 2 ft,,39,44
2,5:43.0,Offensive rebound by K. Love,,39,44
2,5:43.0,K. Love misses 2-pt layup at rim,,39,44
2,5:43.0,,Defensive rebound by K. Leonard,39,44
2,5:38.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),39,46
2,5:17.0,T. Thompson makes 2-pt hook shot from 8 ft (assist by G. Hill),,41,46
2,4:55.0,,K. Leonard misses 2-pt jump shot from 14 ft,41,46
2,4:52.0,Defensive rebound by J. Clarkson,,41,46
2,4:46.0,J. Clarkson misses 3-pt jump shot from 25 ft,,41,46
2,4:43.0,Offensive rebound by C. Osman,,41,46
2,4:43.0,S. Dekker enters the game for J. Clarkson,,41,46
2,4:43.0,R. Hood enters the game for K. Love,,41,46
2,4:34.0,G. Hill misses 2-pt jump shot from 13 ft,,41,46
2,4:30.0,,Defensive rebound by K. Lowry,41,46
2,4:19.0,,J. Valančiūnas misses 3-pt jump shot from 27 ft,41,46
2,4:13.0,,Offensive rebound by K. Leonard,41,46
2,4:13.0,,K. Leonard makes 2-pt layup from 1 ft,41,48
2,4:05.0,Turnover by S. Dekker (traveling),,41,48
2,4:05.0,,O. Anunoby enters the game for D. Green,41,48
2,4:05.0,,F. VanVleet enters the game for P. Siakam,41,48
2,3:54.0,,Shooting foul by T. Thompson (drawn by K. Leonard),41,48
2,3:54.0,,K. Leonard makes free throw 1 of 2,41,49
2,3:54.0,C. Sexton enters the game for C. Osman,,41,49
2,3:54.0,,K. Leonard makes free throw 2 of 2,41,50
2,3:47.0,Turnover by T. Thompson (out of bounds lost ball),,41,50
2,3:29.0,,O. Anunoby makes 2-pt dunk at rim (assist by J. Valančiūnas),41,52
2,3:15.0,R. Hood misses 2-pt jump shot from 11 ft,,41,52
2,3:12.0,Offensive rebound by T. Thompson,,41,52
2,3:00.0,R. Hood misses 2-pt jump shot from 14 ft,,41,52
2,2:56.0,,Defensive rebound by J. Valančiūnas,41,52
2,2:42.0,,K. Leonard makes 2-pt jump shot from 16 ft,41,54
2,2:21.0,Personal foul by F. VanVleet (drawn by G. Hill),,41,54
2,2:21.0,,Toronto full timeout,41,54
2,2:21.0,K. Love enters the game for T. Thompson,,41,54
2,2:21.0,,S. Ibaka enters the game for J. Valančiūnas,41,54
2,2:21.0,G. Hill makes free throw 1 of 2,,42,54
2,2:21.0,G. Hill misses free throw 2 of 2,,42,54
2,2:20.0,Offensive rebound by Team,,42,54
2,2:20.0,,Loose ball foul by K. Leonard (drawn by R. Hood),42,54
2,2:20.0,R. Hood makes free throw 1 of 2,,43,54
2,2:20.0,R. Hood makes free throw 2 of 2,,44,54
2,2:06.0,,F. VanVleet misses 3-pt jump shot from 28 ft,44,54
2,2:04.0,,Offensive rebound by S. Ibaka,44,54
2,2:02.0,,S. Ibaka misses 2-pt hook shot from 8 ft,44,54
2,2:02.0,Defensive rebound by Team,,44,54
2,2:02.0,,Loose ball foul by S. Ibaka (drawn by K. Love),44,54
2,2:02.0,K. Love makes free throw 1 of 2,,45,54
2,2:02.0,K. Love misses free throw 2 of 2,,45,54
2,2:00.0,,Defensive rebound by K. Leonard,45,54
2,1:50.0,,K. Leonard misses 2-pt layup from 2 ft,45,54
2,1:47.0,Defensive rebound by C. Sexton,,45,54
2,1:46.0,Offensive foul by C. Sexton (drawn by K. Lowry),,45,54
2,1:46.0,Turnover by C. Sexton (offensive foul),,45,54
2,1:46.0,C. Osman enters the game for C. Sexton,,45,54
2,1:46.0,,D. Green enters the game for F. VanVleet,45,54
2,1:32.0,,Turnover by S. Ibaka (bad pass; steal by S. Dekker),45,54
2,1:28.0,S. Dekker makes 2-pt dunk at rim,,47,54
2,1:18.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Ibaka),47,57
2,0:59.0,S. Dekker misses 3-pt jump shot from 25 ft,,47,57
2,0:58.0,,Defensive rebound by K. Leonard,47,57
2,0:58.0,,Personal foul by S. Dekker (drawn by S. Ibaka),47,57
2,0:58.0,,S. Ibaka makes free throw 1 of 2,47,58
2,0:58.0,J. Clarkson enters the game for G. Hill,,47,58
2,0:58.0,D. Nwaba enters the game for R. Hood,,47,58
2,0:58.0,,S. Ibaka misses free throw 2 of 2,47,58
2,0:56.0,Defensive rebound by S. Dekker,,47,58
2,0:41.0,K. Love misses 2-pt layup from 2 ft,,47,58
2,0:38.0,,Defensive rebound by K. Leonard,47,58
2,0:35.0,,Turnover by K. Leonard (bad pass),47,58
2,0:15.0,J. Clarkson misses 3-pt jump shot from 26 ft,,47,58
2,0:12.0,,Defensive rebound by D. Green,47,58
2,0:00.0,,K. Lowry makes 2-pt layup from 2 ft,47,60
3,11:47.0,,D. Green makes 3-pt jump shot from 27 ft (assist by P. Siakam),47,63
3,11:30.0,G. Hill makes 3-pt jump shot from 27 ft (assist by C. Osman),,50,63
3,11:21.0,,K. Leonard misses 3-pt jump shot from 25 ft,50,63
3,11:19.0,Defensive rebound by K. Love,,50,63
3,11:13.0,G. Hill misses 2-pt jump shot from 17 ft,,50,63
3,11:10.0,Offensive rebound by C. Osman,,50,63
3,11:07.0,C. Osman makes 3-pt jump shot from 23 ft (assist by G. Hill),,53,63
3,10:47.0,,K. Leonard makes 2-pt dunk at rim,53,65
3,10:32.0,Personal foul by D. Green (drawn by R. Hood),,53,65
3,10:21.0,R. Hood misses 3-pt jump shot from 27 ft,,53,65
3,10:16.0,,Defensive rebound by J. Valančiūnas,53,65
3,10:09.0,,K. Lowry makes 3-pt jump shot from 26 ft,53,68
3,10:07.0,Cleveland full timeout,,53,68
3,9:56.0,Turnover by C. Osman (traveling),,53,68
3,9:44.0,,Turnover by K. Lowry (bad pass),53,68
3,9:33.0,G. Hill misses 3-pt jump shot from 26 ft,,53,68
3,9:27.0,Offensive rebound by T. Thompson,,53,68
3,9:27.0,T. Thompson misses 2-pt layup from 1 ft,,53,68
3,9:26.0,,Defensive rebound by P. Siakam,53,68
3,9:20.0,,K. Leonard makes 2-pt jump shot from 14 ft,53,70
3,8:59.0,R. Hood misses 2-pt layup from 4 ft (block by D. Green),,53,70
3,8:59.0,Offensive rebound by Team,,53,70
3,8:54.0,R. Hood misses 2-pt jump shot from 16 ft,,53,70
3,8:50.0,Offensive rebound by T. Thompson,,53,70
3,8:48.0,Turnover by T. Thompson (lost ball; steal by D. Green),,53,70
3,8:33.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),53,73
3,8:16.0,C. Osman makes 2-pt jump shot from 15 ft,,55,73
3,8:09.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),55,75
3,7:55.0,K. Love makes 3-pt jump shot from 26 ft (assist by G. Hill),,58,75
3,7:46.0,,P. Siakam misses 2-pt layup from 2 ft,58,75
3,7:44.0,Defensive rebound by C. Osman,,58,75
3,7:42.0,Shooting foul by J. Valančiūnas (drawn by C. Osman),,58,75
3,7:42.0,C. Osman makes free throw 1 of 2,,59,75
3,7:42.0,A. Žižić enters the game for T. Thompson,,59,75
3,7:42.0,C. Osman misses free throw 2 of 2,,59,75
3,7:40.0,,Defensive rebound by J. Valančiūnas,59,75
3,7:17.0,,J. Valančiūnas makes 2-pt jump shot from 7 ft,59,77
3,6:59.0,A. Žižić makes 2-pt jump shot from 9 ft (assist by G. Hill),,61,77
3,6:50.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,61,77
3,6:46.0,Defensive rebound by C. Osman,,61,77
3,6:41.0,G. Hill makes 2-pt layup from 2 ft (assist by C. Osman),,63,77
3,6:19.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),63,79
3,5:58.0,G. Hill misses 2-pt layup from 2 ft,,63,79
3,5:56.0,,Defensive rebound by P. Siakam,63,79
3,5:50.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by P. Siakam),63,82
3,5:49.0,Cleveland full timeout,,63,82
3,5:49.0,K. Korver enters the game for C. Osman,,63,82
3,5:31.0,K. Love misses 2-pt hook shot from 5 ft,,63,82
3,5:28.0,,Defensive rebound by J. Valančiūnas,63,82
3,5:14.0,,P. Siakam misses 2-pt layup from 3 ft,63,82
3,5:11.0,,Offensive rebound by J. Valančiūnas,63,82
3,5:11.0,,J. Valančiūnas misses 2-pt layup at rim,63,82
3,5:10.0,Defensive rebound by R. Hood,,63,82
3,5:07.0,R. Hood makes 2-pt layup from 2 ft,,65,82
3,4:55.0,,Personal foul by A. Žižić (drawn by J. Valančiūnas),65,82
3,4:55.0,,O. Anunoby enters the game for P. Siakam,65,82
3,4:55.0,,S. Ibaka enters the game for J. Valančiūnas,65,82
3,4:49.0,,K. Leonard makes 2-pt jump shot from 16 ft,65,84
3,4:33.0,R. Hood makes 2-pt layup from 6 ft (assist by A. Žižić),,67,84
3,4:25.0,,K. Lowry makes 3-pt jump shot from 26 ft,67,87
3,4:07.0,A. Žižić makes 2-pt layup from 2 ft (assist by G. Hill),,69,87
3,4:00.0,,Personal foul by K. Korver (drawn by K. Lowry),69,87
3,4:00.0,C. Sexton enters the game for G. Hill,,69,87
3,3:53.0,,K. Leonard misses 2-pt jump shot from 14 ft,69,87
3,3:49.0,Defensive rebound by C. Sexton,,69,87
3,3:33.0,K. Love makes 2-pt hook shot from 4 ft,,71,87
3,3:29.0,,Personal foul by R. Hood (drawn by K. Leonard),71,87
3,3:29.0,,F. VanVleet enters the game for D. Green,71,87
3,3:19.0,,K. Leonard misses 2-pt jump shot from 9 ft,71,87
3,3:19.0,Defensive rebound by Team,,71,87
3,3:19.0,,Loose ball foul by S. Ibaka (drawn by R. Hood),71,87
3,3:03.0,K. Korver makes 3-pt jump shot from 23 ft (assist by K. Love),,74,87
3,2:53.0,,O. Anunoby misses 3-pt jump shot from 23 ft,74,87
3,2:50.0,Defensive rebound by A. Žižić,,74,87
3,2:36.0,Turnover by K. Love (bad pass),,74,87
3,2:21.0,,F. VanVleet misses 2-pt jump shot from 21 ft,74,87
3,2:18.0,Defensive rebound by K. Love,,74,87
3,2:18.0,Turnover by K. Love (lost ball),,74,87
3,2:18.0,Loose ball foul by K. Love (drawn by O. Anunoby),,74,87
3,2:18.0,J. Clarkson enters the game for R. Hood,,74,87
3,2:18.0,S. Dekker enters the game for K. Love,,74,87
3,2:18.0,,C. Miles enters the game for K. Leonard,74,87
3,2:18.0,,N. Powell enters the game for K. Lowry,74,87
3,2:12.0,,F. VanVleet misses 2-pt jump shot from 14 ft,74,87
3,2:09.0,,Offensive rebound by S. Ibaka,74,87
3,2:08.0,,S. Ibaka misses 2-pt hook shot from 3 ft,74,87
3,2:08.0,Defensive rebound by A. Žižić,,74,87
3,2:00.0,Turnover by C. Sexton (lost ball; steal by S. Ibaka),,74,87
3,2:00.0,,Personal foul by C. Sexton (drawn by S. Ibaka),74,87
3,2:00.0,,S. Ibaka makes free throw 1 of 2,74,88
3,2:00.0,,S. Ibaka misses free throw 2 of 2,74,88
3,1:57.0,Defensive rebound by S. Dekker,,74,88
3,1:49.0,Turnover by C. Sexton (bad pass; steal by S. Ibaka),,74,88
3,1:43.0,,Turnover by S. Ibaka (step out of bounds),74,88
3,1:25.0,C. Sexton misses 2-pt layup from 2 ft (block by S. Ibaka),,74,88
3,1:23.0,,Defensive rebound by F. VanVleet,74,88
3,1:17.0,,F. VanVleet makes 2-pt layup from 2 ft,74,90
3,1:08.0,Personal foul by N. Powell (drawn by J. Clarkson),,74,90
3,1:04.0,J. Clarkson misses 2-pt jump shot from 13 ft,,74,90
3,1:02.0,,Defensive rebound by Team,74,90
3,0:48.0,,S. Ibaka misses 3-pt jump shot from 26 ft,74,90
3,0:46.0,Defensive rebound by S. Dekker,,74,90
3,0:31.0,Shooting foul by C. Miles (drawn by S. Dekker),,74,90
3,0:31.0,S. Dekker misses free throw 1 of 2,,74,90
3,0:31.0,Offensive rebound by Team,,74,90
3,0:31.0,S. Dekker makes free throw 2 of 2,,75,90
3,0:18.0,,Turnover by F. VanVleet (bad pass),75,90
3,0:01.0,J. Clarkson misses 2-pt layup from 4 ft,,75,90
3,0:01.0,Offensive rebound by Team,,75,90
4,11:46.0,K. Korver misses 3-pt jump shot from 27 ft,,75,90
4,11:43.0,Offensive rebound by S. Dekker,,75,90
4,11:30.0,J. Clarkson makes 2-pt layup from 2 ft,,77,90
4,11:10.0,,S. Ibaka misses 3-pt jump shot from 25 ft,77,90
4,11:07.0,Defensive rebound by J. Clarkson,,77,90
4,11:02.0,J. Clarkson makes 2-pt jump shot from 18 ft,,79,90
4,10:51.0,,C. Miles misses 3-pt jump shot from 26 ft,79,90
4,10:47.0,Defensive rebound by A. Žižić,,79,90
4,10:39.0,J. Clarkson makes 2-pt jump shot from 9 ft,,81,90
4,10:38.0,,Toronto full timeout,81,90
4,10:15.0,,F. VanVleet makes 3-pt jump shot from 24 ft,81,93
4,10:03.0,Personal foul by F. VanVleet (drawn by C. Sexton),,81,93
4,10:03.0,,K. Leonard enters the game for O. Anunoby,81,93
4,10:00.0,Personal foul by N. Powell (drawn by A. Žižić),,81,93
4,9:54.0,J. Clarkson misses 2-pt jump shot from 18 ft,,81,93
4,9:51.0,,Defensive rebound by F. VanVleet,81,93
4,9:48.0,,F. VanVleet makes 2-pt layup from 5 ft,81,95
4,9:48.0,,Shooting foul by J. Clarkson (drawn by F. VanVleet),81,95
4,9:48.0,,F. VanVleet misses free throw 1 of 1,81,95
4,9:48.0,Defensive rebound by S. Dekker,,81,95
4,9:30.0,J. Clarkson makes 2-pt jump shot from 14 ft,,83,95
4,9:16.0,,F. VanVleet makes 2-pt layup from 3 ft,83,97
4,8:59.0,C. Sexton makes 2-pt hook shot from 5 ft,,85,97
4,8:42.0,,N. Powell misses 3-pt jump shot from 27 ft,85,97
4,8:41.0,Defensive rebound by S. Dekker,,85,97
4,8:34.0,C. Sexton makes 2-pt jump shot from 16 ft,,87,97
4,8:34.0,Shooting foul by F. VanVleet (drawn by C. Sexton),,87,97
4,8:34.0,K. Love enters the game for S. Dekker,,87,97
4,8:34.0,C. Osman enters the game for K. Korver,,87,97
4,8:34.0,T. Thompson enters the game for A. Žižić,,87,97
4,8:34.0,,K. Lowry enters the game for N. Powell,87,97
4,8:34.0,C. Sexton makes free throw 1 of 1,,88,97
4,8:12.0,,S. Ibaka misses 2-pt hook shot from 4 ft,88,97
4,8:10.0,Defensive rebound by T. Thompson,,88,97
4,8:05.0,Offensive foul by T. Thompson (drawn by K. Leonard),,88,97
4,8:05.0,Turnover by T. Thompson (offensive foul),,88,97
4,7:54.0,,K. Leonard misses 2-pt layup from 1 ft,88,97
4,7:51.0,Defensive rebound by C. Osman,,88,97
4,7:40.0,C. Sexton misses 2-pt jump shot from 20 ft,,88,97
4,7:37.0,,Defensive rebound by S. Ibaka,88,97
4,7:32.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by F. VanVleet),88,100
4,7:29.0,Cleveland full timeout,,88,100
4,7:29.0,G. Hill enters the game for C. Sexton,,88,100
4,7:29.0,,D. Green enters the game for C. Miles,88,100
4,7:14.0,Turnover by C. Osman (lost ball; steal by K. Lowry),,88,100
4,7:09.0,,Turnover by K. Lowry (bad pass; steal by C. Osman),88,100
4,7:05.0,K. Love makes 2-pt layup from 2 ft (assist by G. Hill),,90,100
4,6:47.0,,Shooting foul by J. Clarkson (drawn by S. Ibaka),90,100
4,6:47.0,,S. Ibaka makes free throw 1 of 2,90,101
4,6:47.0,,S. Ibaka makes free throw 2 of 2,90,102
4,6:34.0,G. Hill misses 2-pt layup from 2 ft (block by S. Ibaka),,90,102
4,6:32.0,,Defensive rebound by K. Leonard,90,102
