QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SACRAMENTO_ACTION,MEMPHIS_SCORE,SACRAMENTO_SCORE
1,3:03.0,,Sacramento full timeout,19,17
1,2:50.0,,M. Bagley misses 2-pt hook shot from 7 ft,19,17
1,2:46.0,Defensive rebound by M. Gasol,,19,17
1,2:35.0,M. Gasol makes 2-pt layup from 2 ft (assist by O. Casspi),,21,17
1,2:35.0,Shooting foul by H. Giles (drawn by M. Gasol),,21,17
1,2:35.0,M. Gasol makes free throw 1 of 1,,22,17
1,2:20.0,,Turnover by H. Giles (3 sec),22,17
1,2:20.0,,B. McLemore enters the game for B. Hield,22,17
1,2:11.0,Turnover by O. Casspi (out of bounds lost ball),,22,17
1,2:05.0,,Turnover by H. Giles (traveling),22,17
1,1:52.0,W. Selden makes 3-pt jump shot from 22 ft (assist by D. Brooks),,25,17
1,1:34.0,,F. Mason makes 2-pt layup from 2 ft,25,19
1,1:34.0,J. Jackson enters the game for M. Gasol,,25,19
1,1:20.0,O. Casspi makes 3-pt jump shot from 26 ft (assist by W. Selden),,28,19
1,0:56.0,,B. McLemore misses 3-pt jump shot from 23 ft,28,19
1,0:54.0,,Offensive rebound by M. Bagley,28,19
1,0:52.0,,M. Bagley misses 2-pt hook shot from 8 ft,28,19
1,0:52.0,Defensive rebound by J. Jackson,,28,19
1,0:35.0,S. Mack misses 3-pt jump shot from 25 ft,,28,19
1,0:32.0,,Defensive rebound by M. Bagley,28,19
1,0:14.0,,Turnover by H. Giles (out of bounds lost ball),28,19
1,0:02.0,S. Mack misses 2-pt layup from 2 ft,,28,19
1,0:02.0,,Defensive rebound by H. Giles,28,19
2,11:52.0,O. Casspi misses 3-pt jump shot from 24 ft,,28,19
2,11:44.0,,Defensive rebound by M. Bagley,28,19
2,11:37.0,,Y. Ferrell misses 2-pt jump shot from 3 ft (block by J. Jackson),28,19
2,11:33.0,Defensive rebound by D. Brooks,,28,19
2,11:31.0,O. Casspi misses 2-pt layup from 2 ft,,28,19
2,11:28.0,Offensive rebound by O. Casspi,,28,19
2,11:25.0,O. Casspi makes 2-pt layup from 1 ft,,30,19
2,11:24.0,,Personal foul by D. Brooks (drawn by F. Mason),30,19
2,11:24.0,G. Temple enters the game for D. Brooks,,30,19
2,11:14.0,,Turnover by H. Giles (bad pass; steal by O. Casspi),30,19
2,11:08.0,J. Jackson makes 2-pt hook shot from 6 ft (assist by S. Mack),,32,19
2,10:54.0,,H. Giles makes 2-pt layup from 2 ft (assist by F. Mason),32,21
2,10:35.0,Turnover by J. Jackson (3 sec),,32,21
2,10:35.0,,N. Bjelica enters the game for M. Bagley,32,21
2,10:22.0,,B. McLemore misses 3-pt jump shot from 25 ft,32,21
2,10:19.0,Defensive rebound by O. Casspi,,32,21
2,10:06.0,S. Mack makes 2-pt layup from 1 ft,,34,21
2,10:01.0,,Sacramento full timeout,34,21
2,10:01.0,,J. Jackson enters the game for B. McLemore,34,21
2,9:54.0,,Y. Ferrell misses 2-pt jump shot from 12 ft,34,21
2,9:51.0,Defensive rebound by S. Mack,,34,21
2,9:51.0,Personal foul by J. Jackson (drawn by W. Selden),,34,21
2,9:51.0,,D. Fox enters the game for Y. Ferrell,34,21
2,9:51.0,,B. Hield enters the game for F. Mason,34,21
2,9:44.0,W. Selden misses 2-pt hook shot from 6 ft,,34,21
2,9:40.0,,Defensive rebound by J. Jackson,34,21
2,9:38.0,,Shooting foul by W. Selden (drawn by J. Jackson),34,21
2,9:38.0,,J. Jackson makes free throw 1 of 2,34,22
2,9:38.0,,J. Jackson misses free throw 2 of 2,34,22
2,9:35.0,Defensive rebound by G. Temple,,34,22
2,9:17.0,J. Jackson misses 3-pt jump shot from 23 ft,,34,22
2,9:14.0,,Defensive rebound by D. Fox,34,22
2,9:10.0,,B. Hield misses 3-pt jump shot from 24 ft,34,22
2,9:05.0,Defensive rebound by G. Temple,,34,22
2,9:00.0,S. Mack misses 2-pt layup from 5 ft,,34,22
2,8:56.0,Offensive rebound by J. Jackson,,34,22
2,8:56.0,J. Jackson misses 2-pt layup from 1 ft,,34,22
2,8:55.0,,Defensive rebound by H. Giles,34,22
2,8:53.0,,D. Fox misses 2-pt layup from 3 ft,34,22
2,8:52.0,Defensive rebound by Team,,34,22
2,8:52.0,K. Anderson enters the game for O. Casspi,,34,22
2,8:52.0,M. Conley enters the game for W. Selden,,34,22
2,8:52.0,,W. Cauley-Stein enters the game for H. Giles,34,22
2,8:31.0,Personal foul by B. Hield (drawn by S. Mack),,34,22
2,8:18.0,J. Jackson misses 2-pt hook shot from 7 ft,,34,22
2,8:15.0,,Defensive rebound by N. Bjelica,34,22
2,8:08.0,,N. Bjelica makes 2-pt layup from 5 ft,34,24
2,7:50.0,S. Mack makes 2-pt jump shot from 18 ft (assist by J. Jackson),,36,24
2,7:39.0,,D. Fox makes 2-pt layup from 3 ft,36,26
2,7:22.0,M. Conley makes 2-pt layup from 2 ft (assist by K. Anderson),,38,26
2,7:15.0,,Personal foul by J. Jackson (drawn by W. Cauley-Stein),38,26
2,7:15.0,M. Brooks enters the game for J. Jackson,,38,26
2,7:15.0,M. Gasol enters the game for S. Mack,,38,26
2,7:02.0,,B. Hield makes 2-pt layup from 3 ft,38,28
2,6:45.0,Shooting foul by N. Bjelica (drawn by K. Anderson),,38,28
2,6:45.0,K. Anderson makes free throw 1 of 2,,39,28
2,6:45.0,K. Anderson misses free throw 2 of 2,,39,28
2,6:42.0,,Defensive rebound by N. Bjelica,39,28
2,6:30.0,,B. Hield misses 2-pt jump shot from 15 ft,39,28
2,6:24.0,,Offensive rebound by N. Bjelica,39,28
2,6:24.0,,N. Bjelica makes 2-pt layup at rim,39,30
2,6:13.0,M. Gasol misses 2-pt jump shot from 8 ft,,39,30
2,6:11.0,,Defensive rebound by N. Bjelica,39,30
2,6:04.0,,Turnover by W. Cauley-Stein (bad pass; steal by G. Temple),39,30
2,5:58.0,M. Brooks makes 2-pt jump shot from 10 ft,,41,30
2,5:46.0,,W. Cauley-Stein makes 2-pt jump shot from 15 ft (assist by D. Fox),41,32
2,5:29.0,M. Conley misses 2-pt jump shot from 8 ft,,41,32
2,5:29.0,Offensive rebound by M. Gasol,,41,32
2,5:29.0,M. Gasol misses 2-pt layup from 4 ft,,41,32
2,5:29.0,,Defensive rebound by N. Bjelica,41,32
2,5:21.0,,B. Hield misses 2-pt jump shot from 6 ft,41,32
2,5:21.0,Defensive rebound by M. Conley,,41,32
2,5:16.0,Memphis full timeout,,41,32
2,5:16.0,W. Selden enters the game for G. Temple,,41,32
2,5:04.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),,44,32
2,4:47.0,,Shooting foul by M. Gasol (drawn by D. Fox),44,32
2,4:47.0,,D. Fox makes free throw 1 of 2,44,33
2,4:47.0,,D. Fox makes free throw 2 of 2,44,34
2,4:29.0,M. Brooks makes 2-pt layup from 2 ft,,46,34
2,4:21.0,,Turnover by N. Bjelica (lost ball; steal by M. Brooks),46,34
2,4:09.0,W. Selden makes 2-pt jump shot from 11 ft,,48,34
2,3:52.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Fox),48,36
2,3:32.0,K. Anderson makes 2-pt jump shot from 16 ft (assist by M. Conley),,50,36
2,3:19.0,,W. Cauley-Stein makes 2-pt hook shot from 2 ft,50,38
2,3:02.0,Turnover by M. Conley (bad pass; steal by J. Jackson),,50,38
2,2:55.0,,B. Hield makes 2-pt layup from 3 ft (assist by N. Bjelica),50,40
2,2:40.0,Offensive foul by W. Selden (drawn by J. Jackson),,50,40
2,2:40.0,Turnover by W. Selden (offensive foul),,50,40
2,2:40.0,J. Jackson enters the game for K. Anderson,,50,40
2,2:40.0,S. Mack enters the game for W. Selden,,50,40
2,2:40.0,,M. Bagley enters the game for N. Bjelica,50,40
2,2:26.0,,J. Jackson misses 2-pt jump shot from 10 ft,50,40
2,2:22.0,,Offensive rebound by B. Hield,50,40
2,2:16.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,50,40
2,2:13.0,Defensive rebound by J. Jackson,,50,40
2,2:11.0,Turnover by S. Mack (traveling),,50,40
2,1:59.0,,M. Bagley makes 2-pt dunk from 2 ft (assist by B. Hield),50,42
2,1:41.0,M. Brooks makes 2-pt jump shot from 22 ft,,52,42
2,1:29.0,,J. Jackson misses 2-pt jump shot from 10 ft,52,42
2,1:27.0,Defensive rebound by J. Jackson,,52,42
2,1:10.0,M. Gasol misses 3-pt jump shot from 25 ft,,52,42
2,1:07.0,,Defensive rebound by J. Jackson,52,42
2,1:01.0,,J. Jackson misses 2-pt layup from 3 ft,52,42
2,1:01.0,Defensive rebound by Team,,52,42
2,0:40.0,M. Brooks misses 3-pt jump shot from 26 ft,,52,42
2,0:37.0,,Defensive rebound by D. Fox,52,42
2,0:34.0,,Shooting foul by M. Brooks (drawn by D. Fox),52,42
2,0:34.0,,D. Fox makes free throw 1 of 2,52,43
2,0:34.0,,N. Bjelica enters the game for W. Cauley-Stein,52,43
2,0:34.0,,D. Fox makes free throw 2 of 2,52,44
2,0:14.0,S. Mack misses 3-pt jump shot from 25 ft,,52,44
2,0:11.0,Offensive rebound by M. Brooks,,52,44
2,0:01.0,M. Conley misses 2-pt layup from 4 ft,,52,44
2,0:00.0,Offensive rebound by J. Jackson,,52,44
3,11:36.0,J. Jackson misses 3-pt jump shot from 25 ft,,52,44
3,11:33.0,,Defensive rebound by W. Cauley-Stein,52,44
3,11:20.0,,W. Cauley-Stein misses 2-pt jump shot from 19 ft,52,44
3,11:16.0,Defensive rebound by M. Gasol,,52,44
3,11:01.0,M. Conley misses 2-pt jump shot from 23 ft,,52,44
3,10:58.0,,Defensive rebound by B. Hield,52,44
3,10:54.0,,D. Fox makes 2-pt layup from 2 ft,52,46
3,10:47.0,G. Temple makes 3-pt jump shot from 24 ft (assist by M. Conley),,55,46
3,10:38.0,,B. Hield makes 2-pt layup from 1 ft (assist by D. Fox),55,48
3,10:37.0,Memphis full timeout,,55,48
3,10:13.0,M. Gasol misses 2-pt jump shot from 7 ft,,55,48
3,10:11.0,,Defensive rebound by W. Cauley-Stein,55,48
3,10:03.0,,Turnover by B. Hield (bad pass; steal by J. Jackson),55,48
3,9:58.0,Personal foul by W. Cauley-Stein (drawn by M. Gasol),,55,48
3,9:48.0,M. Gasol misses 2-pt jump shot from 19 ft,,55,48
3,9:45.0,Offensive rebound by K. Anderson,,55,48
3,9:44.0,K. Anderson misses 2-pt layup from 4 ft,,55,48
3,9:44.0,,Defensive rebound by J. Jackson,55,48
3,9:39.0,,D. Fox makes 2-pt layup from 6 ft,55,50
3,9:19.0,Shooting foul by N. Bjelica (drawn by M. Conley),,55,50
3,9:19.0,M. Conley makes free throw 1 of 2,,56,50
3,9:19.0,M. Conley makes free throw 2 of 2,,57,50
3,9:01.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),57,53
3,8:52.0,J. Jackson misses 2-pt jump shot from 14 ft (block by D. Fox),,57,53
3,8:52.0,,Defensive rebound by D. Fox,57,53
3,8:46.0,,D. Fox misses 2-pt jump shot from 8 ft,57,53
3,8:44.0,,Offensive rebound by D. Fox,57,53
3,8:41.0,,B. Hield misses 2-pt jump shot from 21 ft,57,53
3,8:38.0,Defensive rebound by M. Gasol,,57,53
3,8:16.0,G. Temple misses 2-pt jump shot from 12 ft (block by N. Bjelica),,57,53
3,8:16.0,,Defensive rebound by N. Bjelica,57,53
3,8:07.0,,Shooting foul by M. Conley (drawn by W. Cauley-Stein),57,53
3,8:07.0,,W. Cauley-Stein misses free throw 1 of 2,57,53
3,8:07.0,,Offensive rebound by Team,57,53
3,8:07.0,O. Casspi enters the game for K. Anderson,,57,53
3,8:07.0,S. Mack enters the game for J. Jackson,,57,53
3,8:07.0,,W. Cauley-Stein misses free throw 2 of 2,57,53
3,8:05.0,Defensive rebound by M. Gasol,,57,53
3,7:57.0,M. Conley makes 2-pt layup from 3 ft,,59,53
3,7:42.0,,N. Bjelica misses 2-pt layup from 9 ft,59,53
3,7:36.0,,Offensive rebound by W. Cauley-Stein,59,53
3,7:36.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,59,53
3,7:36.0,Defensive rebound by M. Gasol,,59,53
3,7:31.0,G. Temple misses 3-pt jump shot from 23 ft,,59,53
3,7:31.0,,Defensive rebound by N. Bjelica,59,53
3,7:18.0,,D. Fox makes 2-pt jump shot from 19 ft (assist by B. Hield),59,55
3,6:57.0,Shooting foul by W. Cauley-Stein (drawn by M. Conley),,59,55
3,6:57.0,M. Conley misses free throw 1 of 2,,59,55
3,6:57.0,Offensive rebound by Team,,59,55
3,6:57.0,,M. Bagley enters the game for N. Bjelica,59,55
3,6:57.0,M. Conley makes free throw 2 of 2,,60,55
3,6:49.0,,J. Jackson misses 3-pt jump shot from 26 ft,60,55
3,6:46.0,,Offensive rebound by W. Cauley-Stein,60,55
3,6:46.0,,Shooting foul by M. Conley (drawn by M. Bagley),60,55
3,6:46.0,,M. Bagley makes free throw 1 of 2,60,56
3,6:46.0,W. Selden enters the game for G. Temple,,60,56
3,6:46.0,,Y. Ferrell enters the game for J. Jackson,60,56
3,6:46.0,,M. Bagley makes free throw 2 of 2,60,57
3,6:26.0,M. Conley misses 3-pt jump shot from 25 ft,,60,57
3,6:23.0,,Defensive rebound by B. Hield,60,57
3,6:17.0,,B. Hield makes 2-pt jump shot from 11 ft,60,59
3,6:12.0,Memphis full timeout,,60,59
3,6:00.0,M. Gasol misses 2-pt jump shot from 6 ft,,60,59
3,5:57.0,,Defensive rebound by B. Hield,60,59
3,5:48.0,,M. Bagley misses 2-pt layup from 2 ft (block by M. Gasol),60,59
3,5:45.0,Defensive rebound by O. Casspi,,60,59
3,5:33.0,Turnover by S. Mack (bad pass; steal by Y. Ferrell),,60,59
3,5:29.0,,D. Fox makes 2-pt layup from 1 ft,60,61
3,5:07.0,Shooting foul by Y. Ferrell (drawn by S. Mack),,60,61
3,5:07.0,S. Mack makes free throw 1 of 2,,61,61
3,5:07.0,K. Anderson enters the game for O. Casspi,,61,61
3,5:07.0,D. Brooks enters the game for M. Conley,,61,61
3,5:07.0,,F. Mason enters the game for D. Fox,61,61
3,5:07.0,S. Mack misses free throw 2 of 2,,61,61
3,5:03.0,,Defensive rebound by W. Cauley-Stein,61,61
3,4:51.0,,Y. Ferrell misses 2-pt jump shot from 15 ft,61,61
3,4:48.0,,Offensive rebound by W. Cauley-Stein,61,61
3,4:43.0,,M. Bagley makes 2-pt hook shot from 7 ft (assist by Y. Ferrell),61,63
3,4:29.0,Offensive foul by K. Anderson (drawn by M. Bagley),,61,63
3,4:29.0,Turnover by K. Anderson (offensive foul),,61,63
3,4:20.0,,Y. Ferrell misses 2-pt layup from 3 ft,61,63
3,4:17.0,Defensive rebound by S. Mack,,61,63
3,4:11.0,W. Selden makes 3-pt jump shot from 23 ft (assist by S. Mack),,64,63
3,3:48.0,,M. Bagley misses 2-pt layup from 5 ft,64,63
3,3:45.0,Defensive rebound by K. Anderson,,64,63
3,3:40.0,W. Selden makes 3-pt jump shot from 23 ft (assist by S. Mack),,67,63
3,3:39.0,,Sacramento full timeout,67,63
3,3:39.0,,J. Jackson enters the game for Y. Ferrell,67,63
3,3:18.0,,Turnover by B. Hield (bad pass; steal by W. Selden),67,63
3,3:14.0,S. Mack makes 2-pt layup at rim (assist by W. Selden),,69,63
3,3:03.0,,F. Mason misses 2-pt layup from 2 ft,69,63
3,3:00.0,Defensive rebound by D. Brooks,,69,63
3,2:47.0,M. Gasol misses 3-pt jump shot from 25 ft,,69,63
3,2:45.0,,Defensive rebound by F. Mason,69,63
3,2:45.0,J. Jackson enters the game for M. Gasol,,69,63
3,2:45.0,,N. Bjelica enters the game for W. Cauley-Stein,69,63
3,2:29.0,,B. Hield misses 3-pt jump shot from 25 ft,69,63
3,2:26.0,,Offensive rebound by M. Bagley,69,63
3,2:22.0,,M. Bagley makes 2-pt layup from 2 ft,69,65
3,2:04.0,W. Selden misses 3-pt jump shot from 25 ft,,69,65
3,2:00.0,,Defensive rebound by B. Hield,69,65
3,1:55.0,,J. Jackson misses 3-pt jump shot from 23 ft,69,65
3,1:52.0,Defensive rebound by K. Anderson,,69,65
3,1:35.0,K. Anderson misses 2-pt jump shot from 19 ft,,69,65
3,1:33.0,,Defensive rebound by Team,69,65
3,1:20.0,,Shooting foul by J. Jackson (drawn by M. Bagley),69,65
3,1:20.0,,M. Bagley misses free throw 1 of 2,69,65
3,1:20.0,,Offensive rebound by Team,69,65
3,1:20.0,,M. Bagley makes free throw 2 of 2,69,66
3,1:01.0,Shooting foul by J. Jackson (drawn by J. Jackson),,69,66
3,1:01.0,J. Jackson makes free throw 1 of 2,,70,66
3,1:01.0,J. Jackson makes free throw 2 of 2,,71,66
3,0:41.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by F. Mason),71,69
3,0:34.0,W. Selden misses 3-pt jump shot from 27 ft,,71,69
3,0:33.0,,Defensive rebound by Team,71,69
3,0:33.0,Loose ball foul by K. Anderson (drawn by N. Bjelica),,71,69
3,0:33.0,,N. Bjelica makes free throw 1 of 2,71,70
3,0:33.0,M. Conley enters the game for K. Anderson,,71,70
3,0:33.0,,D. Fox enters the game for B. Hield,71,70
3,0:33.0,,N. Bjelica makes free throw 2 of 2,71,71
3,0:07.0,S. Mack misses 3-pt jump shot from 25 ft,,71,71
3,0:07.0,,Defensive rebound by Team,71,71
3,0:00.0,,D. Fox misses 2-pt jump shot from 9 ft (block by J. Jackson),71,71
3,0:00.0,,Offensive rebound by D. Fox,71,71
4,11:48.0,,Personal foul by D. Brooks (drawn by M. Bagley),71,71
4,11:42.0,,Shooting foul by J. Jackson (drawn by M. Bagley),71,71
4,11:42.0,,M. Bagley makes free throw 1 of 2,71,72
4,11:42.0,,M. Bagley misses free throw 2 of 2,71,72
4,11:38.0,Defensive rebound by D. Brooks,,71,72
4,11:30.0,M. Conley makes 3-pt jump shot from 25 ft (assist by G. Temple),,74,72
4,11:11.0,,Turnover by F. Mason (dbl dribble),74,72
4,10:55.0,J. Jackson makes 2-pt layup from 2 ft (assist by M. Conley),,76,72
4,10:42.0,,F. Mason makes 3-pt jump shot from 25 ft (assist by N. Bjelica),76,75
4,10:28.0,Shooting foul by N. Bjelica (drawn by D. Brooks),,76,75
4,10:28.0,D. Brooks makes free throw 1 of 2,,77,75
4,10:28.0,,B. Hield enters the game for F. Mason,77,75
4,10:28.0,D. Brooks makes free throw 2 of 2,,78,75
4,10:09.0,,N. Bjelica misses 3-pt jump shot from 24 ft,78,75
4,10:05.0,Defensive rebound by W. Selden,,78,75
4,9:56.0,D. Brooks misses 2-pt layup from 4 ft (block by N. Bjelica),,78,75
4,9:53.0,,Defensive rebound by M. Bagley,78,75
4,9:50.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by M. Bagley),78,78
4,9:38.0,Personal foul by M. Bagley (drawn by J. Jackson),,78,78
4,9:38.0,M. Gasol enters the game for D. Brooks,,78,78
4,9:38.0,S. Mack enters the game for J. Jackson,,78,78
4,9:38.0,,W. Cauley-Stein enters the game for M. Bagley,78,78
4,9:21.0,M. Conley makes 2-pt jump shot from 15 ft,,80,78
4,9:16.0,,D. Fox misses 2-pt jump shot from 2 ft,80,78
4,9:12.0,,Offensive rebound by B. Hield,80,78
4,9:12.0,,B. Hield makes 2-pt layup from 1 ft,80,80
4,8:57.0,Turnover by W. Selden (back court),,80,80
4,8:50.0,,B. Hield misses 2-pt jump shot from 19 ft,80,80
4,8:47.0,Defensive rebound by M. Gasol,,80,80
4,8:38.0,Turnover by M. Conley (bad pass; steal by N. Bjelica),,80,80
4,8:34.0,,D. Fox makes 2-pt dunk from 2 ft (assist by N. Bjelica),80,82
4,8:25.0,Personal foul by N. Bjelica (drawn by M. Conley),,80,82
4,8:25.0,K. Anderson enters the game for W. Selden,,80,82
4,8:15.0,M. Conley misses 3-pt jump shot from 25 ft,,80,82
4,8:13.0,,Defensive rebound by J. Jackson,80,82
4,8:04.0,,W. Cauley-Stein misses 2-pt jump shot from 6 ft (block by M. Gasol),80,82
4,8:02.0,Defensive rebound by S. Mack,,80,82
4,7:51.0,M. Gasol misses 2-pt jump shot from 16 ft,,80,82
4,7:48.0,,Defensive rebound by J. Jackson,80,82
4,7:43.0,,B. Hield misses 2-pt layup from 1 ft,80,82
4,7:41.0,Defensive rebound by M. Gasol,,80,82
4,7:35.0,M. Conley misses 3-pt jump shot from 24 ft,,80,82
4,7:34.0,Offensive rebound by Team,,80,82
4,7:34.0,Memphis full timeout,,80,82
4,7:24.0,Turnover by M. Gasol (lost ball; steal by W. Cauley-Stein),,80,82
4,7:21.0,,B. Hield makes 2-pt dunk from 2 ft (assist by D. Fox),80,84
4,6:56.0,M. Gasol misses 3-pt jump shot from 24 ft,,80,84
4,6:53.0,,Defensive rebound by J. Jackson,80,84
4,6:40.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),80,87
4,6:14.0,S. Mack misses 2-pt layup from 3 ft,,80,87
4,6:14.0,,Defensive rebound by Team,80,87
4,6:14.0,J. Jackson enters the game for S. Mack,,80,87
4,5:56.0,,D. Fox misses 2-pt jump shot from 12 ft,80,87
4,5:54.0,,Offensive rebound by Team,80,87
4,5:54.0,Memphis full timeout,,80,87
4,5:54.0,M. Brooks enters the game for M. Gasol,,80,87
4,5:43.0,,J. Jackson misses 3-pt jump shot from 25 ft,80,87
4,5:40.0,Defensive rebound by K. Anderson,,80,87
4,5:20.0,M. Conley misses 3-pt jump shot from 26 ft,,80,87
4,5:16.0,,Defensive rebound by W. Cauley-Stein,80,87
4,4:54.0,,B. Hield misses 2-pt jump shot from 7 ft,80,87
