QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
1,0:28.0,,Shooting foul by B. Caboclo (drawn by Z. Collins),28,27
1,0:28.0,D. Wright enters the game for J. Holiday,,28,27
1,0:28.0,,Z. Collins makes free throw 1 of 1,28,28
1,0:05.0,D. Wright misses 3-pt jump shot from 23 ft,,28,28
1,0:03.0,Offensive rebound by B. Caboclo,,28,28
1,0:01.0,B. Caboclo makes 2-pt layup from 2 ft,,30,28
1,0:00.0,,S. Curry misses 3-pt jump shot from 32 ft,30,28
1,0:00.0,,Offensive rebound by Team,30,28
2,11:44.0,D. Wright makes 2-pt layup from 1 ft,,32,28
2,11:20.0,,R. Hood misses 3-pt jump shot from 25 ft (block by J. Washburn),32,28
2,11:18.0,,Offensive rebound by S. Curry,32,28
2,11:18.0,,Turnover by Team (shot clock),32,28
2,11:05.0,Y. Watanabe makes 2-pt layup from 2 ft (assist by D. Wright),,34,28
2,10:43.0,,Turnover by S. Curry (bad pass; steal by J. Washburn),34,28
2,10:41.0,Shooting foul by E. Turner (drawn by D. Wright),,34,28
2,10:41.0,D. Wright makes free throw 1 of 2,,35,28
2,10:41.0,D. Wright misses free throw 2 of 2,,35,28
2,10:38.0,,Defensive rebound by E. Turner,35,28
2,10:25.0,,R. Hood misses 2-pt jump shot from 8 ft,35,28
2,10:24.0,Defensive rebound by Team,,35,28
2,10:24.0,,Loose ball foul by Z. Collins (drawn by B. Caboclo),35,28
2,10:03.0,B. Caboclo makes 3-pt jump shot from 24 ft (assist by J. Carter),,38,28
2,9:41.0,,Z. Collins makes 2-pt layup from 1 ft (assist by R. Hood),38,30
2,9:41.0,,Shooting foul by B. Caboclo (drawn by Z. Collins),38,30
2,9:41.0,,Z. Collins misses free throw 1 of 1,38,30
2,9:39.0,Defensive rebound by J. Washburn,,38,30
2,9:35.0,Personal foul by J. Layman (drawn by D. Wright),,38,30
2,9:27.0,Y. Watanabe misses 2-pt hook shot from 8 ft,,38,30
2,9:25.0,,Defensive rebound by E. Turner,38,30
2,9:21.0,,Personal foul by Y. Watanabe (drawn by J. Layman),38,30
2,9:15.0,,Personal foul by B. Caboclo (drawn by S. Curry),38,30
2,9:15.0,I. Rabb enters the game for B. Caboclo,,38,30
2,9:06.0,,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),38,32
2,8:57.0,Shooting foul by J. Layman (drawn by D. Wright),,38,32
2,8:57.0,D. Wright misses free throw 1 of 2,,38,32
2,8:57.0,Offensive rebound by Team,,38,32
2,8:57.0,T. Dorsey enters the game for J. Carter,,38,32
2,8:57.0,D. Wright makes free throw 2 of 2,,39,32
2,8:36.0,,R. Hood misses 2-pt hook shot from 10 ft,39,32
2,8:31.0,,Offensive rebound by J. Layman,39,32
2,8:31.0,,J. Layman misses 2-pt layup from 1 ft,39,32
2,8:30.0,Defensive rebound by D. Wright,,39,32
2,8:27.0,T. Dorsey makes 3-pt jump shot from 25 ft (assist by D. Wright),,42,32
2,8:12.0,,S. Curry misses 2-pt jump shot from 20 ft,42,32
2,8:11.0,,Offensive rebound by Team,42,32
2,8:00.0,,E. Turner misses 2-pt jump shot from 9 ft,42,32
2,7:58.0,Defensive rebound by T. Dorsey,,42,32
2,7:48.0,T. Dorsey misses 3-pt jump shot from 22 ft,,42,32
2,7:45.0,,Defensive rebound by E. Turner,42,32
2,7:39.0,,R. Hood makes 2-pt layup from 1 ft (assist by E. Turner),42,34
2,7:14.0,I. Rabb misses 2-pt jump shot from 16 ft,,42,34
2,7:11.0,,Defensive rebound by E. Turner,42,34
2,7:00.0,,E. Turner makes 2-pt jump shot from 12 ft,42,36
2,6:46.0,I. Rabb misses 2-pt layup from 3 ft,,42,36
2,6:45.0,Offensive rebound by I. Rabb,,42,36
2,6:45.0,Shooting foul by J. Layman (drawn by I. Rabb),,42,36
2,6:45.0,,Portland full timeout,42,36
2,6:45.0,J. Holiday enters the game for Y. Watanabe,,42,36
2,6:45.0,I. Rabb makes free throw 1 of 2,,43,36
2,6:45.0,I. Rabb makes free throw 2 of 2,,44,36
2,6:33.0,,J. Layman misses 3-pt jump shot from 25 ft,44,36
2,6:32.0,,Offensive rebound by Z. Collins,44,36
2,6:31.0,,Z. Collins misses 2-pt layup from 2 ft (block by D. Wright),44,36
2,6:31.0,,Offensive rebound by Z. Collins,44,36
2,6:30.0,,Z. Collins makes 2-pt dunk from 1 ft,44,38
2,6:07.0,T. Dorsey misses 2-pt layup from 2 ft (block by Z. Collins),,44,38
2,6:07.0,Offensive rebound by Team,,44,38
2,6:02.0,I. Rabb makes 2-pt jump shot from 4 ft,,46,38
2,5:38.0,,R. Hood makes 2-pt jump shot from 10 ft,46,40
2,5:29.0,D. Wright makes 2-pt layup from 1 ft,,48,40
2,5:20.0,,Turnover by E. Turner (bad pass; steal by I. Rabb),48,40
2,5:16.0,J. Holiday makes 2-pt layup from 2 ft (assist by J. Washburn),,50,40
2,5:15.0,,Portland full timeout,50,40
2,5:15.0,J. Carter enters the game for J. Washburn,,50,40
2,5:15.0,C. Parsons enters the game for D. Wright,,50,40
2,5:15.0,,M. Harkless enters the game for Z. Collins,50,40
2,5:15.0,,E. Freedom enters the game for R. Hood,50,40
2,5:15.0,,D. Lillard enters the game for J. Layman,50,40
2,4:54.0,,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),50,42
2,4:33.0,T. Dorsey misses 3-pt jump shot from 22 ft,,50,42
2,4:31.0,,Defensive rebound by M. Harkless,50,42
2,4:25.0,,D. Lillard makes 2-pt jump shot from 6 ft,50,44
2,4:25.0,,Shooting foul by J. Carter (drawn by D. Lillard),50,44
2,4:25.0,,D. Lillard makes free throw 1 of 1,50,45
2,4:01.0,T. Dorsey makes 2-pt layup from 3 ft (assist by J. Carter),,52,45
2,3:53.0,,E. Freedom misses 2-pt layup from 1 ft (block by C. Parsons),52,45
2,3:53.0,,Offensive rebound by Team,52,45
2,3:46.0,,E. Turner makes 2-pt jump shot from 17 ft,52,47
2,3:28.0,I. Rabb makes 2-pt hook shot from 5 ft (assist by T. Dorsey),,54,47
2,3:13.0,,D. Lillard misses 3-pt jump shot from 23 ft,54,47
2,3:11.0,Defensive rebound by I. Rabb,,54,47
2,3:07.0,T. Dorsey misses 3-pt jump shot from 25 ft,,54,47
2,3:03.0,,Defensive rebound by E. Turner,54,47
2,2:43.0,,D. Lillard misses 2-pt jump shot from 5 ft,54,47
2,2:42.0,,Offensive rebound by E. Freedom,54,47
2,2:41.0,,E. Freedom makes 2-pt layup from 2 ft,54,49
2,2:24.0,C. Parsons makes 2-pt hook shot from 4 ft,,56,49
2,2:14.0,,M. Harkless makes 2-pt layup from 1 ft (assist by D. Lillard),56,51
2,1:57.0,J. Holiday misses 2-pt jump shot from 17 ft,,56,51
2,1:56.0,,Defensive rebound by E. Turner,56,51
2,1:50.0,,D. Lillard makes 2-pt jump shot from 9 ft (assist by E. Turner),56,53
2,1:21.0,T. Dorsey misses 3-pt jump shot from 24 ft,,56,53
2,1:21.0,,Defensive rebound by D. Lillard,56,53
2,1:09.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by E. Turner),56,56
2,0:40.0,Shooting foul by E. Freedom (drawn by C. Parsons),,56,56
2,0:40.0,C. Parsons misses free throw 1 of 2,,56,56
2,0:40.0,Offensive rebound by Team,,56,56
2,0:40.0,D. Wright enters the game for J. Carter,,56,56
2,0:40.0,,R. Hood enters the game for M. Harkless,56,56
2,0:40.0,C. Parsons makes free throw 2 of 2,,57,56
2,0:35.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),57,58
2,0:35.0,,Shooting foul by I. Rabb (drawn by E. Freedom),57,58
2,0:35.0,,E. Freedom misses free throw 1 of 1,57,58
2,0:33.0,Defensive rebound by I. Rabb,,57,58
2,0:13.0,C. Parsons makes 2-pt jump shot from 4 ft,,59,58
2,0:01.0,,D. Lillard misses 2-pt layup from 1 ft,59,58
2,0:01.0,,Offensive rebound by E. Freedom,59,58
2,0:01.0,,E. Freedom makes 2-pt layup from 1 ft,59,60
2,0:00.0,Turnover by I. Rabb (bad pass; steal by D. Lillard),,59,60
2,0:00.0,,D. Lillard makes 2-pt jump shot from 19 ft,59,62
3,11:50.0,I. Rabb misses 2-pt jump shot from 13 ft,,59,62
3,11:47.0,,Defensive rebound by E. Freedom,59,62
3,11:34.0,,Turnover by R. Hood (bad pass; steal by D. Wright),59,62
3,11:24.0,Turnover by I. Rabb (lost ball; steal by M. Harkless),,59,62
3,11:15.0,,M. Harkless makes 2-pt layup from 1 ft (assist by D. Lillard),59,64
3,11:04.0,D. Wright misses 3-pt jump shot from 25 ft,,59,64
3,11:00.0,,Defensive rebound by A. Aminu,59,64
3,10:49.0,,E. Freedom misses 3-pt jump shot from 26 ft,59,64
3,10:46.0,Defensive rebound by J. Holiday,,59,64
3,10:29.0,T. Dorsey misses 2-pt jump shot from 7 ft,,59,64
3,10:27.0,,Defensive rebound by E. Freedom,59,64
3,10:19.0,,D. Lillard misses 2-pt jump shot from 21 ft,59,64
3,10:17.0,Defensive rebound by J. Holiday,,59,64
3,10:06.0,I. Rabb misses 2-pt hook shot from 3 ft (block by M. Harkless),,59,64
3,10:04.0,,Defensive rebound by E. Freedom,59,64
3,9:48.0,,Shooting foul by T. Dorsey (drawn by R. Hood),59,64
3,9:48.0,,R. Hood makes free throw 1 of 2,59,65
3,9:48.0,,R. Hood makes free throw 2 of 2,59,66
3,9:40.0,Turnover by D. Wright (bad pass; steal by E. Freedom),,59,66
3,9:33.0,,D. Lillard makes 2-pt layup from 1 ft,59,68
3,9:33.0,,Shooting foul by I. Rabb (drawn by D. Lillard),59,68
3,9:33.0,,D. Lillard makes free throw 1 of 1,59,69
3,9:30.0,Memphis full timeout,,59,69
3,9:20.0,J. Washburn makes 2-pt jump shot from 17 ft (assist by D. Wright),,61,69
3,8:55.0,,D. Lillard makes 3-pt jump shot from 25 ft,61,72
3,8:32.0,Turnover by J. Washburn (lost ball; steal by M. Harkless),,61,72
3,8:27.0,,D. Lillard misses 3-pt jump shot from 26 ft,61,72
3,8:25.0,,Offensive rebound by E. Freedom,61,72
3,8:25.0,,Shooting foul by I. Rabb (drawn by E. Freedom),61,72
3,8:25.0,,E. Freedom misses free throw 1 of 2,61,72
3,8:25.0,,Offensive rebound by Team,61,72
3,8:25.0,C. Parsons enters the game for J. Washburn,,61,72
3,8:25.0,,E. Freedom misses free throw 2 of 2,61,72
3,8:23.0,Defensive rebound by I. Rabb,,61,72
3,8:10.0,Personal foul by A. Aminu (drawn by I. Rabb),,61,72
3,8:04.0,Turnover by I. Rabb (off goaltending),,61,72
3,7:48.0,,R. Hood misses 2-pt jump shot from 20 ft,61,72
3,7:44.0,Defensive rebound by D. Wright,,61,72
3,7:40.0,T. Dorsey makes 3-pt jump shot from 26 ft (assist by D. Wright),,64,72
3,7:26.0,,Personal foul by J. Holiday (drawn by A. Aminu),64,72
3,7:17.0,,A. Aminu misses 3-pt jump shot from 25 ft,64,72
3,7:16.0,Defensive rebound by J. Holiday,,64,72
3,7:05.0,Turnover by J. Holiday (lost ball; steal by E. Freedom),,64,72
3,6:57.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by D. Lillard),64,74
3,6:34.0,J. Holiday misses 3-pt jump shot from 25 ft,,64,74
3,6:33.0,,Defensive rebound by E. Freedom,64,74
3,6:25.0,,Turnover by D. Lillard (lost ball; steal by I. Rabb),64,74
3,6:21.0,J. Holiday makes 2-pt dunk from 2 ft (assist by T. Dorsey),,66,74
3,5:53.0,,D. Lillard misses 3-pt jump shot from 23 ft,66,74
3,5:51.0,,Offensive rebound by E. Freedom,66,74
3,5:47.0,,E. Freedom makes 2-pt layup from 1 ft,66,76
3,5:28.0,Turnover by J. Holiday (lost ball; steal by M. Harkless),,66,76
3,5:18.0,,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),66,78
3,5:18.0,Memphis full timeout,,66,78
3,5:18.0,B. Caboclo enters the game for I. Rabb,,66,78
3,5:01.0,J. Holiday misses 3-pt jump shot from 23 ft,,66,78
3,4:58.0,,Defensive rebound by M. Harkless,66,78
3,4:52.0,,D. Lillard misses 3-pt jump shot from 25 ft,66,78
3,4:48.0,,Offensive rebound by M. Harkless,66,78
3,4:48.0,,M. Harkless makes 2-pt layup at rim,66,80
3,4:38.0,B. Caboclo misses 3-pt jump shot from 25 ft,,66,80
3,4:37.0,,Defensive rebound by D. Lillard,66,80
3,4:17.0,,A. Aminu misses 2-pt layup from 1 ft (block by D. Wright),66,80
3,4:15.0,Defensive rebound by B. Caboclo,,66,80
3,4:07.0,B. Caboclo misses 2-pt layup from 1 ft,,66,80
3,4:06.0,,Defensive rebound by Team,66,80
3,4:06.0,J. Carter enters the game for D. Wright,,66,80
3,3:49.0,,A. Aminu misses 2-pt jump shot from 8 ft,66,80
3,3:47.0,,Offensive rebound by E. Freedom,66,80
3,3:44.0,,E. Freedom misses 2-pt layup from 1 ft (block by J. Carter),66,80
3,3:42.0,Defensive rebound by J. Carter,,66,80
3,3:34.0,J. Holiday misses 3-pt jump shot from 23 ft,,66,80
3,3:32.0,,Defensive rebound by E. Freedom,66,80
3,3:23.0,,M. Harkless misses 3-pt jump shot from 25 ft,66,80
3,3:21.0,Defensive rebound by J. Holiday,,66,80
3,3:17.0,Personal foul by A. Aminu (drawn by C. Parsons),,66,80
3,3:17.0,D. Hannahs enters the game for T. Dorsey,,66,80
3,3:17.0,Y. Watanabe enters the game for J. Holiday,,66,80
3,3:17.0,,S. Curry enters the game for A. Aminu,66,80
3,3:17.0,,E. Turner enters the game for R. Hood,66,80
3,3:08.0,C. Parsons misses 2-pt jump shot from 16 ft,,66,80
3,3:05.0,,Defensive rebound by E. Freedom,66,80
3,2:52.0,,E. Freedom makes 2-pt layup from 2 ft (assist by M. Harkless),66,82
3,2:38.0,B. Caboclo misses 3-pt jump shot from 25 ft,,66,82
3,2:37.0,,Defensive rebound by E. Turner,66,82
3,2:33.0,,E. Freedom misses 2-pt jump shot from 2 ft (block by B. Caboclo),66,82
3,2:33.0,,Offensive rebound by Team,66,82
3,2:23.0,,S. Curry misses 3-pt jump shot from 24 ft,66,82
3,2:18.0,Defensive rebound by B. Caboclo,,66,82
3,2:12.0,D. Hannahs misses 2-pt layup from 2 ft,,66,82
3,2:11.0,,Defensive rebound by D. Lillard,66,82
3,1:47.0,,D. Lillard misses 2-pt layup from 3 ft,66,82
3,1:47.0,,Offensive rebound by E. Freedom,66,82
3,1:47.0,,E. Freedom misses 2-pt layup from 2 ft,66,82
3,1:47.0,,Offensive rebound by E. Freedom,66,82
3,1:47.0,,E. Freedom makes 2-pt layup from 2 ft,66,84
3,1:47.0,Violation by Team (def goaltending),,66,84
3,1:26.0,C. Parsons makes 3-pt jump shot from 26 ft,,69,84
3,0:59.0,,Turnover by E. Freedom (off goaltending),69,84
3,0:59.0,,Z. Collins enters the game for E. Freedom,69,84
3,0:43.0,C. Parsons misses 3-pt jump shot from 26 ft,,69,84
3,0:40.0,,Defensive rebound by D. Lillard,69,84
3,0:29.0,,D. Lillard misses 2-pt jump shot from 14 ft (block by B. Caboclo),69,84
3,0:26.0,Defensive rebound by J. Carter,,69,84
3,0:23.0,B. Caboclo misses 2-pt layup from 2 ft,,69,84
3,0:22.0,,Defensive rebound by E. Turner,69,84
3,0:05.0,,E. Turner makes 2-pt jump shot from 13 ft,69,86
3,0:00.0,J. Carter misses 2-pt layup from 2 ft,,69,86
3,0:00.0,Offensive rebound by Team,,69,86
4,11:43.0,,Z. Collins makes 2-pt hook shot from 2 ft (assist by E. Turner),69,88
4,11:18.0,J. Carter makes 2-pt jump shot from 21 ft,,71,88
4,10:53.0,,J. Layman makes 2-pt layup from 2 ft,71,90
4,10:47.0,Shooting foul by J. Layman (drawn by B. Caboclo),,71,90
4,10:47.0,B. Caboclo makes free throw 1 of 2,,72,90
4,10:47.0,B. Caboclo makes free throw 2 of 2,,73,90
4,10:24.0,,Z. Collins misses 2-pt jump shot from 13 ft,73,90
4,10:23.0,,Offensive rebound by Team,73,90
4,10:23.0,Loose ball foul by C. Parsons (drawn by J. Layman),,73,90
4,10:09.0,,S. Curry makes 3-pt jump shot from 22 ft (assist by E. Turner),73,93
4,9:51.0,Y. Watanabe misses 3-pt jump shot from 26 ft,,73,93
4,9:50.0,Offensive rebound by Team,,73,93
4,9:50.0,,Loose ball foul by J. Layman (drawn by B. Caboclo),73,93
4,9:50.0,J. Washburn enters the game for C. Parsons,,73,93
4,9:38.0,D. Hannahs misses 3-pt jump shot from 29 ft,,73,93
4,9:35.0,,Defensive rebound by R. Hood,73,93
4,9:28.0,,E. Turner makes 2-pt jump shot from 13 ft,73,95
4,9:15.0,J. Washburn misses 2-pt jump shot from 4 ft,,73,95
4,9:14.0,,Defensive rebound by S. Curry,73,95
4,9:09.0,,S. Curry misses 2-pt jump shot from 21 ft,73,95
4,9:07.0,Defensive rebound by Team,,73,95
4,9:07.0,D. Wright enters the game for J. Carter,,73,95
4,8:44.0,D. Hannahs makes 2-pt layup from 2 ft (assist by Y. Watanabe),,75,95
4,8:29.0,,E. Turner makes 2-pt jump shot from 17 ft,75,97
4,8:16.0,Y. Watanabe misses 2-pt jump shot from 15 ft,,75,97
4,8:12.0,,Defensive rebound by J. Layman,75,97
4,7:58.0,,S. Curry misses 2-pt layup from 2 ft,75,97
4,7:58.0,Defensive rebound by Team,,75,97
4,7:58.0,T. Dorsey enters the game for D. Hannahs,,75,97
4,7:58.0,J. Holiday enters the game for Y. Watanabe,,75,97
4,7:42.0,Turnover by B. Caboclo (bad pass),,75,97
4,7:26.0,,J. Layman makes 2-pt dunk at rim (assist by E. Turner),75,99
4,7:26.0,Memphis full timeout,,75,99
4,7:26.0,I. Rabb enters the game for J. Washburn,,75,99
4,7:26.0,,G. Trent enters the game for R. Hood,75,99
4,7:15.0,D. Wright misses 2-pt layup from 2 ft,,75,99
4,7:14.0,,Defensive rebound by J. Layman,75,99
4,7:07.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by J. Layman),75,102
4,6:57.0,Offensive foul by T. Dorsey (drawn by Z. Collins),,75,102
4,6:57.0,Turnover by T. Dorsey (offensive foul),,75,102
4,6:50.0,,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),75,104
4,6:26.0,B. Caboclo misses 3-pt jump shot from 26 ft,,75,104
4,6:25.0,,Defensive rebound by S. Curry,75,104
4,6:18.0,,S. Curry misses 3-pt jump shot from 25 ft,75,104
4,6:15.0,Defensive rebound by T. Dorsey,,75,104
4,6:12.0,T. Dorsey misses 3-pt jump shot from 26 ft,,75,104
4,6:08.0,,Defensive rebound by Z. Collins,75,104
4,6:02.0,,G. Trent misses 3-pt jump shot from 27 ft,75,104
4,5:59.0,Defensive rebound by I. Rabb,,75,104
4,5:51.0,J. Holiday misses 3-pt jump shot from 25 ft,,75,104
4,5:51.0,,Defensive rebound by Team,75,104
4,5:32.0,,Z. Collins misses 2-pt layup from 1 ft,75,104
4,5:29.0,Defensive rebound by I. Rabb,,75,104
4,5:26.0,Shooting foul by Z. Collins (drawn by B. Caboclo),,75,104
4,5:26.0,,Technical foul by Z. Collins,75,104
4,5:26.0,J. Holiday makes technical free throw,,76,104
4,5:26.0,B. Caboclo makes free throw 1 of 2,,77,104
4,5:26.0,J. Carter enters the game for T. Dorsey,,77,104
4,5:26.0,,A. Simons enters the game for S. Curry,77,104
4,5:26.0,B. Caboclo makes free throw 2 of 2,,78,104
4,5:08.0,,G. Trent misses 2-pt jump shot from 8 ft,78,104
4,5:06.0,,Offensive rebound by G. Trent,78,104
4,4:57.0,,Shooting foul by I. Rabb (drawn by Z. Collins),78,104
4,4:57.0,,Z. Collins makes free throw 1 of 2,78,105
4,4:57.0,D. Hannahs enters the game for J. Holiday,,78,105
4,4:57.0,,S. Labissière enters the game for J. Layman,78,105
4,4:57.0,,Z. Collins misses free throw 2 of 2,78,105
4,4:52.0,Defensive rebound by J. Carter,,78,105
4,4:32.0,I. Rabb misses 3-pt jump shot from 23 ft (block by S. Labissière),,78,105
4,4:29.0,,Defensive rebound by E. Turner,78,105
4,4:23.0,,Turnover by E. Turner (lost ball; steal by J. Carter),78,105
4,4:11.0,Shooting foul by S. Labissière (drawn by D. Hannahs),,78,105
4,4:11.0,,Portland full timeout,78,105
4,4:11.0,J. Washburn enters the game for B. Caboclo,,78,105
4,4:11.0,Y. Watanabe enters the game for D. Wright,,78,105
4,4:11.0,D. Hannahs makes free throw 1 of 2,,79,105
4,4:11.0,D. Hannahs makes free throw 2 of 2,,80,105
4,3:54.0,,S. Labissière misses 2-pt layup from 2 ft (block by I. Rabb),80,105
4,3:54.0,Defensive rebound by J. Carter,,80,105
4,3:41.0,J. Carter misses 2-pt layup from 3 ft,,80,105
4,3:38.0,Offensive rebound by Team,,80,105
4,3:31.0,D. Hannahs misses 2-pt jump shot from 8 ft,,80,105
4,3:30.0,,Defensive rebound by Z. Collins,80,105
4,3:18.0,,A. Simons misses 3-pt jump shot from 26 ft,80,105
4,3:15.0,Defensive rebound by I. Rabb,,80,105
4,3:04.0,Y. Watanabe makes 2-pt jump shot from 7 ft,,82,105
4,2:45.0,,G. Trent misses 3-pt jump shot from 25 ft,82,105
4,2:42.0,Defensive rebound by I. Rabb,,82,105
4,2:34.0,J. Carter misses 3-pt jump shot from 27 ft,,82,105
4,2:32.0,,Defensive rebound by E. Turner,82,105
4,2:22.0,,Z. Collins makes 3-pt jump shot from 26 ft (assist by E. Turner),82,108
4,2:05.0,Y. Watanabe misses 2-pt hook shot from 4 ft,,82,108
4,2:03.0,,Defensive rebound by S. Labissière,82,108
4,1:57.0,,A. Simons makes 3-pt jump shot from 23 ft (assist by E. Turner),82,111
4,1:54.0,D. Hannahs misses 3-pt jump shot from 23 ft,,82,111
4,1:51.0,,Defensive rebound by Z. Collins,82,111
