QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
1,8:42.0,D. Gallinari misses 3-pt jump shot from 27 ft,,7,6
1,8:39.0,Offensive rebound by Team,,7,6
1,8:26.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,10,6
1,8:20.0,,Turnover by S. Curry (back court),10,6
1,8:08.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by J. Green),,13,6
1,7:47.0,,A. Bogut makes 2-pt layup from 1 ft (assist by D. Green),13,8
1,7:27.0,J. Green misses 3-pt jump shot from 23 ft,,13,8
1,7:25.0,Offensive rebound by D. Gallinari,,13,8
1,7:23.0,D. Gallinari misses 3-pt jump shot from 30 ft,,13,8
1,7:23.0,Offensive rebound by Team,,13,8
1,7:23.0,,Loose ball foul by A. Bogut (drawn by J. Green),13,8
1,7:23.0,,K. Looney enters the game for A. Bogut,13,8
1,7:13.0,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,,15,8
1,7:02.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by K. Durant),15,10
1,6:50.0,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,,15,10
1,6:48.0,,Defensive rebound by K. Looney,15,10
1,6:39.0,,K. Looney makes 2-pt dunk from 1 ft (assist by S. Curry),15,12
1,6:39.0,LA Clippers full timeout,,15,12
1,6:24.0,D. Gallinari makes 2-pt layup from 3 ft (assist by L. Shamet),,17,12
1,6:10.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),17,15
1,5:49.0,L. Shamet makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),,20,15
1,5:29.0,,K. Durant misses 3-pt jump shot from 27 ft,20,15
1,5:27.0,Defensive rebound by P. Beverley,,20,15
1,5:22.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by K. Durant),,20,15
1,5:22.0,,Personal foul by D. Gallinari (drawn by K. Durant),20,15
1,5:22.0,L. Williams enters the game for S. Gilgeous-Alexander,,20,15
1,5:22.0,,A. Iguodala enters the game for K. Thompson,20,15
1,5:05.0,,Shooting foul by L. Williams (drawn by S. Curry),20,15
1,5:05.0,,S. Curry makes free throw 1 of 2,20,16
1,5:05.0,,S. Curry makes free throw 2 of 2,20,17
1,4:42.0,P. Beverley misses 2-pt jump shot from 11 ft,,20,17
1,4:41.0,Offensive rebound by Team,,20,17
1,4:41.0,Turnover by Team (shot clock),,20,17
1,4:28.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),20,20
1,4:08.0,D. Gallinari misses 3-pt jump shot from 27 ft,,20,20
1,3:58.0,Offensive rebound by P. Beverley,,20,20
1,3:58.0,P. Beverley makes 2-pt layup from 1 ft,,22,20
1,3:51.0,,A. Iguodala misses 2-pt jump shot from 11 ft,22,20
1,3:50.0,Defensive rebound by P. Beverley,,22,20
1,3:44.0,P. Beverley makes 3-pt jump shot from 27 ft,,25,20
1,3:28.0,,S. Curry misses 2-pt jump shot from 12 ft,25,20
1,3:27.0,,Offensive rebound by K. Looney,25,20
1,3:27.0,,K. Looney misses 2-pt layup at rim,25,20
1,3:26.0,,Offensive rebound by K. Looney,25,20
1,3:26.0,,Shooting foul by D. Gallinari (drawn by K. Looney),25,20
1,3:26.0,,K. Looney misses free throw 1 of 2,25,20
1,3:26.0,,Offensive rebound by Team,25,20
1,3:26.0,S. Gilgeous-Alexander enters the game for D. Gallinari,,25,20
1,3:26.0,M. Harrell enters the game for L. Shamet,,25,20
1,3:26.0,,K. Looney makes free throw 2 of 2,25,21
1,3:17.0,L. Williams misses 2-pt jump shot from 19 ft,,25,21
1,3:16.0,,Defensive rebound by S. Curry,25,21
1,3:10.0,,K. Durant makes 3-pt jump shot from 28 ft (assist by S. Curry),25,24
1,2:52.0,L. Williams makes 2-pt jump shot from 8 ft (assist by P. Beverley),,27,24
1,2:42.0,,K. Looney misses 2-pt hook shot from 5 ft,27,24
1,2:41.0,,Offensive rebound by K. Looney,27,24
1,2:37.0,,K. Durant makes 3-pt jump shot from 28 ft (assist by K. Looney),27,27
1,2:27.0,J. Green misses 3-pt jump shot from 26 ft,,27,27
1,2:25.0,Offensive rebound by P. Beverley,,27,27
1,2:16.0,L. Williams makes 2-pt jump shot from 16 ft (assist by M. Harrell),,29,27
1,2:07.0,,K. Durant makes 3-pt jump shot from 27 ft,29,30
1,1:53.0,Turnover by L. Williams (lost ball; steal by A. Iguodala),,29,30
1,1:51.0,,Personal take foul by P. Beverley (drawn by S. Curry),29,30
1,1:51.0,,Golden State full timeout,29,30
1,1:51.0,D. Gallinari enters the game for P. Beverley,,29,30
1,1:51.0,J. Robinson enters the game for J. Green,,29,30
1,1:51.0,,S. Curry makes free throw 1 of 2,29,31
1,1:51.0,,S. Curry makes free throw 2 of 2,29,32
1,1:34.0,M. Harrell makes 2-pt hook shot from 10 ft (assist by D. Gallinari),,31,32
1,1:14.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by K. Durant),31,35
1,1:00.0,D. Gallinari makes 3-pt jump shot from 28 ft (assist by L. Williams),,34,35
1,0:46.0,,S. Curry makes 2-pt jump shot from 14 ft (assist by A. Iguodala),34,37
1,0:46.0,,Shooting foul by S. Gilgeous-Alexander (drawn by S. Curry),34,37
1,0:46.0,P. Beverley enters the game for S. Gilgeous-Alexander,,34,37
1,0:46.0,,A. McKinnie enters the game for K. Durant,34,37
1,0:46.0,,S. Curry makes free throw 1 of 1,34,38
1,0:35.0,L. Williams misses 3-pt jump shot from 28 ft,,34,38
1,0:33.0,Offensive rebound by D. Gallinari,,34,38
1,0:18.0,J. Robinson misses 2-pt jump shot from 17 ft,,34,38
1,0:16.0,Offensive rebound by J. Robinson,,34,38
1,0:13.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by J. Robinson),,37,38
1,0:00.0,,A. McKinnie makes 3-pt jump shot from 27 ft (assist by A. Iguodala),37,41
2,11:44.0,M. Harrell makes 2-pt jump shot from 17 ft (assist by J. Robinson),,39,41
2,11:24.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by A. Iguodala),39,43
2,11:15.0,Shooting foul by A. McKinnie (drawn by L. Williams),,39,43
2,11:15.0,L. Williams makes free throw 1 of 2,,40,43
2,11:15.0,L. Williams makes free throw 2 of 2,,41,43
2,11:02.0,,Turnover by K. Thompson (lost ball; steal by G. Temple),41,43
2,10:57.0,L. Williams makes 2-pt layup from 1 ft (assist by G. Temple),,43,43
2,10:34.0,,K. Thompson makes 2-pt jump shot from 14 ft,43,45
2,10:17.0,D. Gallinari makes 2-pt jump shot from 20 ft (assist by M. Harrell),,45,45
2,10:09.0,,Personal foul by J. Robinson (drawn by K. Thompson),45,45
2,10:00.0,,K. Thompson misses 2-pt jump shot from 17 ft,45,45
2,9:58.0,Defensive rebound by J. Robinson,,45,45
2,9:52.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,47,45
2,9:33.0,,A. McKinnie makes 2-pt dunk from 1 ft (assist by S. Livingston),47,47
2,9:21.0,Turnover by L. Williams (bad pass; steal by A. Bogut),,47,47
2,9:12.0,,Personal foul by J. Robinson (drawn by A. Iguodala),47,47
2,9:08.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Iguodala),47,50
2,8:47.0,M. Harrell makes 2-pt jump shot from 12 ft (assist by L. Williams),,49,50
2,8:37.0,,S. Livingston misses 2-pt jump shot from 11 ft,49,50
2,8:36.0,Defensive rebound by Team,,49,50
2,8:33.0,,Violation by Team (kicked ball),49,50
2,8:33.0,P. Beverley enters the game for J. Robinson,,49,50
2,8:33.0,L. Shamet enters the game for G. Temple,,49,50
2,8:13.0,M. Harrell makes 2-pt hook shot from 9 ft,,51,50
2,7:59.0,,K. Thompson misses 2-pt jump shot from 23 ft,51,50
2,7:57.0,Defensive rebound by M. Harrell,,51,50
2,7:45.0,L. Williams misses 2-pt layup from 4 ft,,51,50
2,7:44.0,,Defensive rebound by A. McKinnie,51,50
2,7:35.0,,A. McKinnie misses 3-pt jump shot from 25 ft,51,50
2,7:33.0,Defensive rebound by D. Gallinari,,51,50
2,7:28.0,LA Clippers full timeout,,51,50
2,7:28.0,J. Green enters the game for M. Harrell,,51,50
2,7:28.0,,K. Durant enters the game for A. Bogut,51,50
2,7:28.0,,K. Looney enters the game for A. Iguodala,51,50
2,7:10.0,L. Williams makes 2-pt jump shot from 19 ft,,53,50
2,6:47.0,,K. Looney makes 2-pt layup from 2 ft (assist by S. Livingston),53,52
2,6:23.0,D. Gallinari misses 2-pt jump shot from 19 ft,,53,52
2,6:22.0,,Defensive rebound by A. McKinnie,53,52
2,6:10.0,,A. McKinnie misses 3-pt jump shot from 26 ft,53,52
2,6:08.0,Defensive rebound by D. Gallinari,,53,52
2,6:02.0,Personal foul by A. McKinnie (drawn by D. Gallinari),,53,52
2,6:02.0,,S. Curry enters the game for A. McKinnie,53,52
2,6:02.0,,D. Green enters the game for K. Thompson,53,52
2,5:51.0,J. Green makes 3-pt jump shot from 23 ft (assist by L. Williams),,56,52
2,5:31.0,,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),56,54
2,5:15.0,P. Beverley misses 3-pt jump shot from 22 ft,,56,54
2,5:13.0,,Defensive rebound by D. Green,56,54
2,5:04.0,,S. Livingston makes 2-pt jump shot from 12 ft,56,56
2,4:43.0,D. Gallinari makes 2-pt hook shot from 4 ft (assist by P. Beverley),,58,56
2,4:33.0,,D. Green misses 2-pt jump shot from 15 ft,58,56
2,4:32.0,Defensive rebound by L. Shamet,,58,56
2,4:27.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by L. Shamet),,61,56
2,4:26.0,,Golden State full timeout,61,56
2,4:26.0,,A. Iguodala enters the game for S. Livingston,61,56
2,4:26.0,,K. Thompson enters the game for K. Looney,61,56
2,4:12.0,,K. Thompson misses 3-pt jump shot from 26 ft,61,56
2,4:10.0,Defensive rebound by J. Green,,61,56
2,3:59.0,L. Williams makes 2-pt layup from 3 ft,,63,56
2,3:47.0,,K. Durant makes 2-pt jump shot from 20 ft (assist by D. Green),63,58
2,3:20.0,J. Green misses 2-pt jump shot from 20 ft,,63,58
2,3:18.0,Offensive rebound by D. Gallinari,,63,58
2,3:14.0,L. Shamet misses 3-pt jump shot from 26 ft,,63,58
2,3:13.0,Offensive rebound by Team,,63,58
2,3:13.0,,Loose ball foul by S. Curry (drawn by J. Green),63,58
2,3:05.0,D. Gallinari misses 3-pt jump shot from 27 ft,,63,58
2,3:03.0,,Defensive rebound by K. Thompson,63,58
2,2:48.0,,S. Curry misses 2-pt jump shot from 22 ft,63,58
2,2:46.0,Defensive rebound by P. Beverley,,63,58
2,2:34.0,D. Gallinari makes 2-pt jump shot from 10 ft,,65,58
2,2:34.0,Shooting foul by K. Thompson (drawn by D. Gallinari),,65,58
2,2:34.0,D. Gallinari misses free throw 1 of 1,,65,58
2,2:32.0,,Defensive rebound by D. Green,65,58
2,2:29.0,,Turnover by S. Curry (back court),65,58
2,2:19.0,L. Williams makes 2-pt layup from 3 ft,,67,58
2,2:11.0,,Personal foul by J. Green (drawn by K. Durant),67,58
2,2:07.0,,Turnover by D. Green (bad pass; steal by D. Gallinari),67,58
2,1:53.0,Turnover by L. Williams (bad pass; steal by D. Green),,67,58
2,1:50.0,,Personal take foul by L. Shamet (drawn by D. Green),67,58
2,1:40.0,,D. Green misses 2-pt jump shot from 10 ft,67,58
2,1:40.0,Defensive rebound by Team,,67,58
2,1:23.0,D. Gallinari misses 2-pt jump shot from 10 ft,,67,58
2,1:22.0,,Defensive rebound by K. Durant,67,58
2,1:19.0,,Shooting foul by J. Green (drawn by K. Durant),67,58
2,1:19.0,,K. Durant makes free throw 1 of 2,67,59
2,1:19.0,,K. Durant makes free throw 2 of 2,67,60
2,1:01.0,L. Williams makes 2-pt jump shot from 9 ft,,69,60
2,0:53.0,,K. Durant makes 3-pt jump shot from 26 ft,69,63
2,0:38.0,L. Williams makes 2-pt layup from 3 ft,,71,63
2,0:29.0,,K. Durant misses 3-pt jump shot from 31 ft,71,63
2,0:27.0,Defensive rebound by P. Beverley,,71,63
2,0:12.0,P. Beverley misses 3-pt jump shot from 26 ft,,71,63
2,0:10.0,Offensive rebound by P. Beverley,,71,63
2,0:07.0,L. Shamet misses 3-pt jump shot from 27 ft,,71,63
2,0:05.0,,Defensive rebound by A. Iguodala,71,63
2,0:00.0,,S. Curry misses 2-pt jump shot from 23 ft,71,63
2,0:00.0,,Offensive rebound by Team,71,63
3,11:40.0,Turnover by D. Gallinari (traveling),,71,63
3,11:34.0,,K. Durant misses 3-pt jump shot from 27 ft,71,63
3,11:32.0,Defensive rebound by S. Gilgeous-Alexander,,71,63
3,11:22.0,Personal take foul by A. Bogut (drawn by S. Gilgeous-Alexander),,71,63
3,11:15.0,,Violation by Team (kicked ball),71,63
3,11:05.0,D. Gallinari makes 3-pt jump shot from 25 ft,,74,63
3,10:53.0,,Offensive foul by D. Green (drawn by P. Beverley),74,63
3,10:53.0,,Turnover by D. Green (offensive foul),74,63
3,10:53.0,,Technical foul by D. Green,74,63
3,10:53.0,D. Gallinari makes technical free throw,,75,63
3,10:50.0,Personal foul by D. Green (drawn by S. Gilgeous-Alexander),,75,63
3,10:32.0,P. Beverley misses 3-pt jump shot from 26 ft,,75,63
3,10:30.0,,Defensive rebound by A. Bogut,75,63
3,10:21.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by K. Thompson),75,65
3,10:05.0,Turnover by P. Beverley (bad pass; steal by D. Green),,75,65
3,10:02.0,,Shooting foul by J. Green (drawn by D. Green),75,65
3,10:02.0,,D. Green misses free throw 1 of 2,75,65
3,10:02.0,,Offensive rebound by Team,75,65
3,10:02.0,,D. Green makes free throw 2 of 2,75,66
3,9:49.0,P. Beverley makes 3-pt jump shot from 29 ft (assist by J. Green),,78,66
3,9:32.0,,S. Curry misses 2-pt jump shot from 17 ft,78,66
3,9:30.0,Defensive rebound by P. Beverley,,78,66
3,9:09.0,J. Green makes 3-pt jump shot from 25 ft (assist by P. Beverley),,81,66
3,8:59.0,,Golden State full timeout,81,66
3,8:53.0,,S. Curry makes 2-pt layup from 7 ft (assist by A. Bogut),81,68
3,8:26.0,P. Beverley misses 3-pt jump shot from 28 ft,,81,68
3,8:24.0,,Defensive rebound by D. Green,81,68
3,8:15.0,Violation by Team (kicked ball),,81,68
3,8:15.0,,K. Looney enters the game for A. Bogut,81,68
3,8:04.0,,Shooting foul by S. Gilgeous-Alexander (drawn by K. Durant),81,68
3,8:04.0,,K. Durant makes free throw 1 of 3,81,69
3,8:04.0,,K. Durant makes free throw 2 of 3,81,70
3,8:04.0,,K. Durant makes free throw 3 of 3,81,71
3,7:50.0,J. Green makes 2-pt layup from 5 ft (assist by S. Gilgeous-Alexander),,83,71
3,7:39.0,,K. Thompson misses 2-pt jump shot from 17 ft,83,71
3,7:38.0,Defensive rebound by D. Gallinari,,83,71
3,7:33.0,Turnover by L. Shamet (step out of bounds),,83,71
3,7:24.0,,Personal foul by L. Shamet (drawn by K. Durant),83,71
3,7:22.0,,Personal foul by J. Green (drawn by K. Durant),83,71
3,7:22.0,LA Clippers full timeout,,83,71
3,7:22.0,M. Harrell enters the game for J. Green,,83,71
3,7:06.0,,K. Durant makes 2-pt jump shot from 19 ft,83,73
3,6:53.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,85,73
3,6:41.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Curry),85,75
3,6:34.0,Shooting foul by D. Green (drawn by S. Gilgeous-Alexander),,85,75
3,6:34.0,S. Gilgeous-Alexander makes free throw 1 of 2,,86,75
3,6:34.0,S. Gilgeous-Alexander makes free throw 2 of 2,,87,75
3,6:26.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),87,78
3,6:16.0,Personal foul by K. Thompson (drawn by S. Gilgeous-Alexander),,87,78
3,6:16.0,L. Williams enters the game for L. Shamet,,87,78
3,6:00.0,D. Gallinari misses 2-pt layup from 15 ft,,87,78
3,5:59.0,Offensive rebound by M. Harrell,,87,78
3,5:54.0,M. Harrell makes 2-pt layup at rim,,89,78
3,5:44.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),89,81
3,5:31.0,Personal foul by K. Looney (drawn by M. Harrell),,89,81
3,5:31.0,M. Harrell makes free throw 1 of 2,,90,81
3,5:31.0,M. Harrell makes free throw 2 of 2,,91,81
3,5:23.0,,K. Thompson misses 3-pt jump shot from 26 ft,91,81
3,5:21.0,Defensive rebound by M. Harrell,,91,81
3,5:09.0,D. Gallinari misses 3-pt jump shot from 23 ft,,91,81
3,5:07.0,,Defensive rebound by K. Durant,91,81
3,5:00.0,,K. Thompson misses 3-pt jump shot from 27 ft,91,81
3,4:58.0,Defensive rebound by P. Beverley,,91,81
3,4:53.0,P. Beverley misses 3-pt jump shot from 29 ft,,91,81
3,4:51.0,,Defensive rebound by D. Green,91,81
3,4:45.0,,K. Durant misses 3-pt jump shot from 23 ft,91,81
3,4:38.0,Defensive rebound by S. Gilgeous-Alexander,,91,81
3,4:27.0,M. Harrell makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),,93,81
3,4:13.0,,Personal foul by S. Gilgeous-Alexander (drawn by K. Durant),93,81
3,4:13.0,,K. Durant makes free throw 1 of 2,93,82
3,4:13.0,,A. Iguodala enters the game for K. Thompson,93,82
3,4:13.0,,K. Durant makes free throw 2 of 2,93,83
3,3:53.0,M. Harrell misses 2-pt jump shot from 12 ft,,93,83
3,3:50.0,,Defensive rebound by S. Curry,93,83
3,3:42.0,,K. Looney misses 2-pt layup from 3 ft,93,83
3,3:41.0,,Offensive rebound by A. Iguodala,93,83
3,3:38.0,,D. Green makes 2-pt hook shot from 11 ft (assist by A. Iguodala),93,85
3,3:17.0,LA Clippers full timeout,,93,85
3,3:17.0,L. Shamet enters the game for S. Gilgeous-Alexander,,93,85
3,3:13.0,Turnover by L. Williams (bad pass; steal by A. Iguodala),,93,85
3,3:08.0,,D. Green makes 2-pt layup from 2 ft,93,87
3,2:54.0,L. Williams misses 2-pt jump shot from 19 ft,,93,87
3,2:53.0,,Defensive rebound by D. Green,93,87
3,2:37.0,,A. Iguodala misses 3-pt jump shot from 23 ft,93,87
3,2:35.0,Defensive rebound by L. Shamet,,93,87
3,2:28.0,L. Williams makes 2-pt jump shot from 17 ft,,95,87
3,2:16.0,,K. Durant makes 2-pt layup from 4 ft (assist by A. Iguodala),95,89
3,2:16.0,,Shooting foul by M. Harrell (drawn by K. Durant),95,89
3,2:16.0,J. Robinson enters the game for P. Beverley,,95,89
3,2:16.0,,K. Durant makes free throw 1 of 1,95,90
3,1:54.0,M. Harrell misses 2-pt hook shot from 7 ft,,95,90
3,1:53.0,,Defensive rebound by K. Durant,95,90
3,1:51.0,,Personal foul by J. Robinson (drawn by K. Durant),95,90
3,1:51.0,,K. Durant makes free throw 1 of 2,95,91
3,1:51.0,G. Temple enters the game for J. Robinson,,95,91
3,1:51.0,,K. Durant makes free throw 2 of 2,95,92
3,1:41.0,Shooting foul by K. Looney (drawn by L. Williams),,95,92
3,1:41.0,L. Williams makes free throw 1 of 2,,96,92
3,1:41.0,J. Green enters the game for D. Gallinari,,96,92
3,1:41.0,,A. McKinnie enters the game for K. Durant,96,92
3,1:41.0,L. Williams makes free throw 2 of 2,,97,92
3,1:23.0,,A. McKinnie makes 2-pt jump shot from 9 ft (assist by D. Green),97,94
3,0:58.0,J. Green makes 3-pt jump shot from 26 ft (assist by L. Williams),,100,94
3,0:49.0,,A. McKinnie misses 3-pt jump shot from 24 ft,100,94
3,0:47.0,Defensive rebound by L. Williams,,100,94
3,0:40.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,102,94
3,0:34.0,,D. Green misses 3-pt jump shot from 27 ft,102,94
3,0:32.0,Defensive rebound by J. Green,,102,94
3,0:14.0,Shooting foul by D. Green (drawn by J. Green),,102,94
3,0:14.0,J. Green makes free throw 1 of 2,,103,94
3,0:14.0,P. Beverley enters the game for L. Williams,,103,94
3,0:14.0,,K. Durant enters the game for D. Green,103,94
3,0:14.0,,K. Thompson enters the game for K. Looney,103,94
3,0:14.0,J. Green makes free throw 2 of 2,,104,94
3,0:02.0,,S. Curry misses 2-pt jump shot from 23 ft,104,94
3,0:00.0,Defensive rebound by J. Green,,104,94
4,11:42.0,,K. Durant makes 3-pt jump shot from 29 ft (assist by A. Bogut),104,97
4,11:42.0,,Shooting foul by J. Green (drawn by K. Durant),104,97
4,11:42.0,D. Gallinari enters the game for J. Green,,104,97
4,11:42.0,,K. Durant makes free throw 1 of 1,104,98
4,11:28.0,Shooting foul by S. Livingston (drawn by G. Temple),,104,98
4,11:28.0,G. Temple makes free throw 1 of 2,,105,98
4,11:28.0,G. Temple makes free throw 2 of 2,,106,98
4,11:05.0,,K. Durant misses 2-pt jump shot from 8 ft,106,98
4,11:04.0,,Offensive rebound by A. Bogut,106,98
4,11:04.0,,A. Bogut makes 2-pt layup from 1 ft,106,100
4,10:50.0,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),,108,100
4,10:48.0,,Golden State full timeout,108,100
4,10:34.0,,K. Durant misses 2-pt jump shot from 20 ft,108,100
4,10:32.0,,Offensive rebound by A. Bogut,108,100
4,10:32.0,,A. Bogut misses 2-pt layup from 2 ft,108,100
4,10:31.0,Defensive rebound by L. Shamet,,108,100
4,10:17.0,D. Gallinari makes 2-pt layup from 5 ft (assist by L. Williams),,110,100
4,9:57.0,,A. Bogut makes 2-pt layup from 1 ft (assist by A. Iguodala),110,102
4,9:44.0,Offensive foul by M. Harrell (drawn by A. Bogut),,110,102
4,9:44.0,Turnover by M. Harrell (offensive foul),,110,102
4,9:29.0,,K. Durant misses 2-pt jump shot from 8 ft,110,102
4,9:27.0,,Offensive rebound by S. Livingston,110,102
4,9:26.0,,Turnover by K. Durant (out of bounds lost ball),110,102
4,9:14.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,112,102
4,8:57.0,,A. Iguodala misses 3-pt jump shot from 26 ft,112,102
4,8:55.0,,Offensive rebound by S. Livingston,112,102
4,8:51.0,,K. Durant misses 3-pt jump shot from 28 ft,112,102
4,8:49.0,Defensive rebound by L. Williams,,112,102
4,8:42.0,D. Gallinari misses 2-pt jump shot from 20 ft,,112,102
4,8:40.0,,Defensive rebound by K. Durant,112,102
4,8:33.0,,K. Thompson misses 3-pt jump shot from 25 ft,112,102
4,8:31.0,Defensive rebound by D. Gallinari,,112,102
4,8:24.0,Turnover by L. Williams (bad pass; steal by K. Durant),,112,102
4,8:18.0,,K. Thompson makes 2-pt layup from 1 ft (assist by K. Durant),112,104
4,8:03.0,Shooting foul by A. Iguodala (drawn by L. Williams),,112,104
4,8:03.0,L. Williams makes free throw 1 of 2,,113,104
4,8:03.0,,S. Curry enters the game for A. Bogut,113,104
4,8:03.0,,K. Looney enters the game for A. Iguodala,113,104
4,8:03.0,L. Williams makes free throw 2 of 2,,114,104
4,7:53.0,Violation by Team (kicked ball),,114,104
4,7:53.0,,D. Green enters the game for S. Livingston,114,104
4,7:48.0,,S. Curry misses 2-pt layup from 9 ft,114,104
4,7:47.0,,Offensive rebound by K. Looney,114,104
4,7:47.0,,K. Looney misses 2-pt layup from 1 ft,114,104
4,7:46.0,,Offensive rebound by K. Looney,114,104
4,7:46.0,,K. Looney misses 2-pt layup from 1 ft,114,104
4,7:45.0,Defensive rebound by M. Harrell,,114,104
4,7:40.0,L. Williams misses 2-pt jump shot from 19 ft,,114,104
4,7:38.0,,Defensive rebound by K. Thompson,114,104
4,7:32.0,,K. Durant makes 2-pt dunk from 1 ft (assist by K. Thompson),114,106
4,7:20.0,Personal foul by K. Looney (drawn by M. Harrell),,114,106
4,7:20.0,P. Beverley enters the game for G. Temple,,114,106
4,7:09.0,M. Harrell misses 2-pt hook shot from 11 ft,,114,106
4,7:05.0,,Defensive rebound by S. Curry,114,106
4,6:55.0,,D. Green makes 2-pt layup from 4 ft,114,108
4,6:55.0,Violation by Team (def goaltending),,114,108
4,6:29.0,D. Gallinari misses 3-pt jump shot from 29 ft,,114,108
4,6:29.0,Offensive rebound by Team,,114,108
4,6:29.0,Turnover by Team (shot clock),,114,108
4,6:18.0,,K. Thompson misses 3-pt jump shot from 24 ft,114,108
4,6:16.0,Defensive rebound by M. Harrell,,114,108
4,6:12.0,Personal foul by D. Green (drawn by M. Harrell),,114,108
4,6:02.0,D. Gallinari misses 2-pt layup from 9 ft,,114,108
4,6:02.0,,Defensive rebound by Team,114,108
4,6:02.0,S. Gilgeous-Alexander enters the game for L. Shamet,,114,108
4,5:55.0,,S. Curry makes 2-pt jump shot from 13 ft,114,110
4,5:55.0,,Shooting foul by S. Gilgeous-Alexander (drawn by S. Curry),114,110
4,5:55.0,,S. Curry makes free throw 1 of 1,114,111
4,5:33.0,D. Gallinari misses 3-pt jump shot from 26 ft (block by S. Curry),,114,111
4,5:32.0,Offensive rebound by Team,,114,111
4,5:30.0,Turnover by Team (shot clock),,114,111
4,5:25.0,,S. Curry misses 3-pt jump shot from 33 ft,114,111
4,5:23.0,Defensive rebound by L. Williams,,114,111
4,5:12.0,L. Williams misses 2-pt jump shot from 9 ft,,114,111
4,5:11.0,,Defensive rebound by K. Durant,114,111
4,5:00.0,,K. Durant misses 2-pt jump shot from 14 ft,114,111
4,4:59.0,,Offensive rebound by K. Looney,114,111
4,4:44.0,,K. Looney misses 2-pt layup from 3 ft (block by M. Harrell),114,111
4,4:44.0,Defensive rebound by Team,,114,111
4,4:44.0,LA Clippers full timeout,,114,111
