QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
4,0:08.0,Offensive rebound by Team,,103,104
4,0:08.0,Denver full timeout,,103,104
4,0:04.0,Turnover by N. Jokić (bad pass; steal by R. Gay),,103,104
4,0:04.0,,Personal foul by P. Millsap (drawn by R. Gay),103,104
4,0:04.0,,R. Gay misses free throw 1 of 2,103,104
4,0:04.0,,Offensive rebound by Team,103,104
4,0:04.0,,R. Gay misses free throw 2 of 2,103,104
4,0:03.0,Defensive rebound by W. Barton,,103,104
4,0:03.0,Denver full timeout,,103,104
4,0:02.0,Personal take foul by P. Mills (drawn by G. Harris),,103,104
4,0:00.0,G. Harris misses 2-pt jump shot from 20 ft,,103,104
4,0:00.0,Offensive rebound by Team,,103,104
