QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHICAGO_ACTION,WASHINGTON_SCORE,CHICAGO_SCORE
2,6:11.0,,L. Markkanen enters the game for W. Selden,42,42
2,5:58.0,,K. Dunn misses 2-pt layup from 3 ft,42,42
2,5:54.0,Defensive rebound by T. Ariza,,42,42
2,5:37.0,B. Beal makes 3-pt jump shot from 24 ft,,45,42
2,5:21.0,,L. Markkanen makes 2-pt jump shot from 21 ft (assist by K. Dunn),45,44
2,5:03.0,J. Parker makes 2-pt layup from 3 ft,,47,44
2,4:49.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by J. Green),47,44
2,4:49.0,,Offensive rebound by Team,47,44
2,4:42.0,,Personal foul by J. Parker (drawn by L. Markkanen),47,44
2,4:29.0,,Turnover by K. Dunn (bad pass; steal by B. Beal),47,44
2,4:23.0,J. Parker makes 2-pt dunk from 1 ft (assist by B. Portis),,49,44
2,4:06.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by K. Dunn),49,47
2,4:00.0,J. Parker makes 3-pt jump shot from 25 ft (assist by B. Beal),,52,47
2,3:44.0,,K. Dunn makes 2-pt layup from 2 ft,52,49
2,3:37.0,B. Beal misses 2-pt layup from 1 ft,,52,49
2,3:35.0,,Defensive rebound by T. Luwawu-Cabarrot,52,49
2,3:30.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by K. Dunn),52,52
2,3:12.0,J. Green makes 3-pt jump shot from 26 ft (assist by B. Beal),,55,52
2,2:56.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by L. Markkanen),55,54
2,2:43.0,J. Parker misses 2-pt layup from 1 ft,,55,54
2,2:41.0,,Defensive rebound by L. Markkanen,55,54
2,2:32.0,,A. Blakeney makes 2-pt layup from 4 ft (assist by L. Markkanen),55,56
2,2:15.0,T. Ariza misses 3-pt jump shot from 25 ft,,55,56
2,2:12.0,,Defensive rebound by K. Dunn,55,56
2,2:04.0,,K. Dunn makes 2-pt jump shot from 18 ft,55,58
2,1:44.0,J. Green misses 3-pt jump shot from 25 ft,,55,58
2,1:42.0,Offensive rebound by B. Portis,,55,58
2,1:39.0,B. Portis makes 2-pt hook shot from 5 ft,,57,58
2,1:19.0,,T. Luwawu-Cabarrot makes 2-pt dunk from 1 ft (assist by K. Dunn),57,60
2,1:05.0,B. Portis misses 2-pt layup from 3 ft,,57,60
2,1:03.0,,Defensive rebound by L. Markkanen,57,60
2,0:53.0,Defensive rebound by T. Ariza,,57,60
2,0:53.0,,R. Lopez misses 2-pt hook shot from 6 ft,57,60
2,0:42.0,Washington full timeout,,57,60
2,0:42.0,T. Brown enters the game for T. Ariza,,57,60
2,0:42.0,T. Satoranský enters the game for J. Parker,,57,60
2,0:42.0,,S. Harrison enters the game for K. Dunn,57,60
2,0:42.0,,W. Selden enters the game for R. Lopez,57,60
2,0:38.0,B. Portis misses 3-pt jump shot from 28 ft,,57,60
2,0:36.0,Offensive rebound by J. Green,,57,60
2,0:36.0,J. Green makes 2-pt layup from 1 ft,,59,60
2,0:16.0,,Turnover by W. Selden (bad pass; steal by T. Satoranský),59,60
2,0:06.0,Personal take foul by S. Harrison (drawn by B. Beal),,59,60
2,0:03.0,Shooting foul by S. Harrison (drawn by B. Beal),,59,60
2,0:03.0,B. Beal misses free throw 1 of 2,,59,60
2,0:03.0,Offensive rebound by Team,,59,60
2,0:03.0,C. Randle enters the game for J. Green,,59,60
2,0:03.0,,R. Lopez enters the game for W. Selden,59,60
2,0:03.0,B. Beal makes free throw 2 of 2,,60,60
2,0:01.0,,Personal foul by T. Satoranský (drawn by S. Harrison),60,60
2,0:00.0,,L. Markkanen misses 3-pt jump shot from 26 ft,60,60
2,0:00.0,,Offensive rebound by Team,60,60
3,11:42.0,B. Portis misses 2-pt jump shot from 8 ft,,60,60
3,11:40.0,,Defensive rebound by L. Markkanen,60,60
3,11:32.0,,Turnover by L. Markkanen (bad pass; steal by J. Green),60,60
3,11:30.0,Turnover by B. Beal (bad pass),,60,60
3,11:09.0,,S. Harrison misses 2-pt jump shot from 22 ft,60,60
3,11:07.0,Defensive rebound by J. Green,,60,60
3,10:51.0,B. Portis misses 2-pt hook shot from 5 ft,,60,60
3,10:49.0,,Defensive rebound by L. Markkanen,60,60
3,10:33.0,,R. Lopez misses 2-pt hook shot from 7 ft,60,60
3,10:31.0,Defensive rebound by B. Beal,,60,60
3,10:22.0,B. Beal misses 2-pt jump shot from 14 ft,,60,60
3,10:19.0,Offensive rebound by T. Brown,,60,60
3,10:18.0,T. Satoranský makes 3-pt jump shot from 26 ft (assist by T. Brown),,63,60
3,10:01.0,,L. Markkanen misses 2-pt jump shot from 15 ft,63,60
3,9:58.0,Defensive rebound by J. Green,,63,60
3,9:51.0,B. Beal misses 3-pt jump shot from 25 ft,,63,60
3,9:49.0,,Defensive rebound by A. Blakeney,63,60
3,9:42.0,,A. Blakeney misses 2-pt jump shot from 10 ft,63,60
3,9:40.0,Defensive rebound by T. Brown,,63,60
3,9:28.0,J. Green makes 2-pt jump shot from 18 ft (assist by T. Satoranský),,65,60
3,9:17.0,,Personal foul by J. Green (drawn by L. Markkanen),65,60
3,9:06.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by A. Blakeney),65,63
3,8:45.0,J. Green misses 3-pt jump shot from 24 ft,,65,63
3,8:42.0,,Defensive rebound by L. Markkanen,65,63
3,8:38.0,,K. Dunn makes 2-pt layup from 2 ft,65,65
3,8:38.0,,Shooting foul by T. Satoranský (drawn by K. Dunn),65,65
3,8:38.0,,K. Dunn makes free throw 1 of 1,65,66
3,8:24.0,J. Green misses 3-pt jump shot from 25 ft,,65,66
3,8:23.0,,Defensive rebound by Team,65,66
3,8:23.0,Loose ball foul by B. Portis (drawn by A. Blakeney),,65,66
3,8:13.0,,K. Dunn misses 3-pt jump shot from 25 ft,65,66
3,8:11.0,,Offensive rebound by R. Lopez,65,66
3,8:00.0,,K. Dunn misses 2-pt layup from 4 ft,65,66
3,7:57.0,,Offensive rebound by R. Lopez,65,66
3,7:57.0,,R. Lopez makes 2-pt layup from 1 ft,65,68
3,7:47.0,T. Satoranský misses 3-pt jump shot from 25 ft,,65,68
3,7:45.0,,Defensive rebound by A. Blakeney,65,68
3,7:28.0,,L. Markkanen misses 2-pt layup from 1 ft,65,68
3,7:26.0,Defensive rebound by T. Brown,,65,68
3,7:20.0,B. Beal misses 3-pt jump shot from 25 ft,,65,68
3,7:16.0,,Defensive rebound by S. Harrison,65,68
3,7:09.0,,Turnover by A. Blakeney (traveling),65,68
3,6:50.0,T. Satoranský misses 3-pt jump shot from 26 ft,,65,68
3,6:47.0,,Defensive rebound by K. Dunn,65,68
3,6:38.0,,K. Dunn misses 2-pt jump shot from 5 ft,65,68
3,6:35.0,Defensive rebound by J. Green,,65,68
3,6:33.0,Personal foul by L. Markkanen (drawn by B. Portis),,65,68
3,6:33.0,,Chicago full timeout,65,68
3,6:19.0,Turnover by T. Brown (lost ball; steal by K. Dunn),,65,68
3,6:15.0,,K. Dunn makes 2-pt layup from 1 ft,65,70
3,5:58.0,Turnover by J. Green (lost ball; steal by S. Harrison),,65,70
3,5:54.0,,S. Harrison makes 2-pt layup from 2 ft,65,72
3,5:38.0,T. Brown makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,68,72
3,5:12.0,,S. Harrison misses 2-pt layup from 4 ft (block by B. Beal),68,72
3,5:09.0,Defensive rebound by B. Beal,,68,72
3,5:07.0,T. Satoranský misses 3-pt jump shot from 24 ft,,68,72
3,5:04.0,Offensive rebound by B. Beal,,68,72
3,5:01.0,B. Beal misses 2-pt layup from 2 ft,,68,72
3,5:01.0,Offensive rebound by B. Beal,,68,72
3,4:50.0,B. Portis makes 3-pt jump shot from 23 ft (assist by T. Brown),,71,72
3,4:35.0,,L. Markkanen makes 3-pt jump shot from 27 ft (assist by K. Dunn),71,75
3,4:19.0,J. Green misses 3-pt jump shot from 23 ft,,71,75
3,4:18.0,,Defensive rebound by Team,71,75
3,4:18.0,J. Parker enters the game for J. Green,,71,75
3,4:18.0,,R. Arcidiacono enters the game for K. Dunn,71,75
3,4:18.0,,C. Felício enters the game for R. Lopez,71,75
3,3:57.0,,S. Harrison makes 2-pt layup from 2 ft (assist by R. Arcidiacono),71,77
3,3:35.0,T. Satoranský makes 2-pt dunk from 1 ft (assist by B. Beal),,73,77
3,3:13.0,,L. Markkanen makes 2-pt jump shot from 12 ft,73,79
3,2:57.0,B. Portis misses 3-pt jump shot from 25 ft,,73,79
3,2:54.0,,Defensive rebound by A. Blakeney,73,79
3,2:41.0,,L. Markkanen misses 3-pt jump shot from 25 ft,73,79
3,2:38.0,,Offensive rebound by S. Harrison,73,79
3,2:30.0,,S. Harrison makes 2-pt layup from 3 ft,73,81
3,2:30.0,Washington full timeout,,73,81
3,2:30.0,W. Johnson enters the game for T. Brown,,73,81
3,2:30.0,,T. Luwawu-Cabarrot enters the game for A. Blakeney,73,81
3,2:30.0,,W. Selden enters the game for S. Harrison,73,81
3,2:15.0,B. Beal makes 2-pt layup from 2 ft (assist by T. Satoranský),,75,81
3,1:52.0,,Turnover by W. Selden (bad pass; steal by T. Satoranský),75,81
3,1:46.0,B. Portis makes 2-pt dunk at rim (assist by T. Satoranský),,77,81
3,1:25.0,,L. Markkanen misses 2-pt jump shot from 1 ft,77,81
3,1:22.0,,Offensive rebound by L. Markkanen,77,81
3,1:22.0,,L. Markkanen misses 2-pt layup from 1 ft,77,81
3,1:21.0,,Offensive rebound by C. Felício,77,81
3,1:15.0,,Turnover by C. Felício (out of bounds lost ball),77,81
3,1:00.0,J. Parker misses 2-pt layup from 2 ft (block by C. Felício),,77,81
3,0:58.0,,Defensive rebound by W. Selden,77,81
3,0:54.0,,W. Selden misses 2-pt layup from 3 ft,77,81
3,0:54.0,,Offensive rebound by C. Felício,77,81
3,0:54.0,,C. Felício makes 2-pt layup from 1 ft,77,83
3,0:40.0,T. Satoranský misses 2-pt jump shot from 11 ft,,77,83
3,0:38.0,,Defensive rebound by L. Markkanen,77,83
3,0:33.0,,C. Felício misses 2-pt layup from 3 ft (block by B. Beal),77,83
3,0:33.0,,Offensive rebound by T. Luwawu-Cabarrot,77,83
3,0:33.0,,T. Luwawu-Cabarrot makes 2-pt layup from 3 ft,77,85
3,0:30.0,Shooting foul by T. Luwawu-Cabarrot (drawn by B. Beal),,77,85
3,0:30.0,B. Beal makes free throw 1 of 2,,78,85
3,0:30.0,T. Bryant enters the game for B. Portis,,78,85
3,0:30.0,C. Randle enters the game for T. Satoranský,,78,85
3,0:30.0,B. Beal makes free throw 2 of 2,,79,85
3,0:06.0,,Turnover by Team (shot clock),79,85
3,0:01.0,B. Beal makes 2-pt layup from 2 ft,,81,85
3,0:00.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 53 ft,81,85
3,0:00.0,,Offensive rebound by Team,81,85
4,11:48.0,,C. Felício misses 2-pt dunk from 2 ft,81,85
4,11:46.0,Defensive rebound by T. Bryant,,81,85
4,11:42.0,Turnover by B. Beal (lost ball; steal by W. Selden),,81,85
4,11:42.0,,Personal foul by B. Beal (drawn by W. Selden),81,85
4,11:29.0,,C. Felício misses 2-pt layup from 2 ft (block by T. Bryant),81,85
4,11:25.0,,Offensive rebound by C. Felício,81,85
4,11:24.0,,C. Felício makes 2-pt hook shot at rim,81,87
4,10:59.0,T. Bryant makes 3-pt jump shot from 25 ft (assist by J. Parker),,84,87
4,10:40.0,,Turnover by S. Harrison (bad pass; steal by C. Randle),84,87
4,10:34.0,C. Randle makes 2-pt layup from 1 ft,,86,87
4,10:16.0,,Turnover by C. Felício (3 sec),86,87
4,10:03.0,B. Beal misses 2-pt dunk from 1 ft,,86,87
4,10:01.0,,Defensive rebound by T. Luwawu-Cabarrot,86,87
4,9:57.0,,S. Harrison misses 2-pt layup from 2 ft,86,87
4,9:53.0,Defensive rebound by W. Johnson,,86,87
4,9:51.0,J. Parker misses 2-pt layup from 3 ft,,86,87
4,9:49.0,,Defensive rebound by C. Felício,86,87
4,9:35.0,,S. Harrison makes 2-pt dunk from 1 ft (assist by C. Felício),86,89
4,9:21.0,C. Randle makes 2-pt layup from 2 ft,,88,89
4,9:10.0,,W. Selden misses 3-pt jump shot from 27 ft,88,89
4,9:08.0,Defensive rebound by T. Bryant,,88,89
4,8:58.0,W. Johnson misses 3-pt jump shot from 24 ft,,88,89
4,8:55.0,,Defensive rebound by S. Harrison,88,89
4,8:52.0,,Chicago full timeout,88,89
4,8:52.0,T. Satoranský enters the game for B. Beal,,88,89
4,8:52.0,,K. Dunn enters the game for R. Arcidiacono,88,89
4,8:32.0,,S. Harrison misses 2-pt layup from 2 ft,88,89
4,8:30.0,Defensive rebound by T. Bryant,,88,89
4,8:22.0,J. Parker makes 3-pt jump shot from 26 ft,,91,89
4,8:02.0,,C. Felício makes 2-pt jump shot from 19 ft (assist by W. Selden),91,91
4,7:45.0,J. Parker makes 3-pt jump shot from 25 ft,,94,91
4,7:30.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by K. Dunn),94,94
4,7:09.0,Turnover by J. Parker (bad pass; steal by T. Luwawu-Cabarrot),,94,94
4,7:01.0,,C. Felício makes 2-pt dunk from 1 ft (assist by W. Selden),94,96
4,6:44.0,J. Parker misses 3-pt jump shot from 26 ft,,94,96
4,6:41.0,,Defensive rebound by K. Dunn,94,96
4,6:34.0,,K. Dunn misses 2-pt layup from 1 ft (block by J. Parker),94,96
4,6:31.0,Defensive rebound by C. Randle,,94,96
4,6:13.0,W. Johnson misses 2-pt jump shot from 14 ft,,94,96
4,6:10.0,,Defensive rebound by K. Dunn,94,96
4,5:57.0,,W. Selden misses 2-pt jump shot from 11 ft,94,96
4,5:54.0,Defensive rebound by W. Johnson,,94,96
4,5:48.0,C. Randle misses 3-pt jump shot from 24 ft,,94,96
4,5:43.0,Offensive rebound by J. Parker,,94,96
4,5:43.0,J. Parker makes 2-pt dunk at rim,,96,96
4,5:30.0,,K. Dunn makes 2-pt hook shot from 3 ft,96,98
4,5:30.0,Washington full timeout,,96,98
4,5:30.0,B. Beal enters the game for W. Johnson,,96,98
4,5:30.0,T. Brown enters the game for C. Randle,,96,98
4,5:30.0,,R. Lopez enters the game for C. Felício,96,98
4,5:30.0,,L. Markkanen enters the game for W. Selden,96,98
4,5:10.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Parker),,96,98
4,5:10.0,J. Parker makes free throw 1 of 2,,97,98
4,5:10.0,J. Parker makes free throw 2 of 2,,98,98
4,4:55.0,,K. Dunn makes 2-pt hook shot from 8 ft,98,100
4,4:37.0,B. Beal misses 3-pt jump shot from 27 ft,,98,100
4,4:33.0,Offensive rebound by J. Parker,,98,100
4,4:28.0,T. Brown misses 3-pt jump shot from 26 ft,,98,100
4,4:25.0,,Defensive rebound by K. Dunn,98,100
4,4:15.0,,R. Lopez misses 2-pt hook shot from 3 ft (block by T. Bryant),98,100
4,4:12.0,Defensive rebound by T. Bryant,,98,100
4,4:07.0,Turnover by B. Beal (bad pass; steal by T. Luwawu-Cabarrot),,98,100
4,4:01.0,,S. Harrison makes 3-pt jump shot from 24 ft (assist by K. Dunn),98,103
4,3:37.0,Turnover by T. Satoranský (bad pass; steal by S. Harrison),,98,103
4,3:36.0,,S. Harrison makes 2-pt layup at rim,98,105
4,3:36.0,,Shooting foul by B. Beal (drawn by S. Harrison),98,105
4,3:36.0,B. Portis enters the game for T. Bryant,,98,105
4,3:36.0,,S. Harrison makes free throw 1 of 1,98,106
4,3:24.0,Shooting foul by K. Dunn (drawn by B. Beal),,98,106
4,3:24.0,B. Beal makes free throw 1 of 2,,99,106
4,3:24.0,B. Beal makes free throw 2 of 2,,100,106
4,3:15.0,,K. Dunn misses 2-pt jump shot from 18 ft,100,106
4,3:11.0,Defensive rebound by B. Beal,,100,106
4,3:06.0,T. Satoranský makes 3-pt jump shot from 23 ft (assist by B. Beal),,103,106
4,3:06.0,,Chicago full timeout,103,106
4,3:06.0,,R. Arcidiacono enters the game for T. Luwawu-Cabarrot,103,106
4,2:52.0,,L. Markkanen makes 2-pt jump shot from 8 ft (assist by K. Dunn),103,108
4,2:38.0,B. Beal misses 3-pt jump shot from 25 ft,,103,108
4,2:34.0,Offensive rebound by T. Satoranský,,103,108
4,2:34.0,T. Satoranský makes 2-pt dunk at rim,,105,108
4,2:19.0,,K. Dunn misses 2-pt jump shot from 9 ft,105,108
4,2:14.0,Defensive rebound by Team,,105,108
4,1:57.0,B. Beal makes 2-pt layup from 2 ft,,107,108
4,1:41.0,,L. Markkanen misses 2-pt jump shot from 7 ft,107,108
