QUARTER,TIME_REMAINING,PHOENIX_ACTION,BOSTON_ACTION,PHOENIX_SCORE,BOSTON_SCORE
2,8:11.0,K. Oubre makes 2-pt layup from 2 ft (assist by J. Crawford),,40,45
2,8:11.0,,Boston full timeout,40,45
2,8:11.0,,K. Irving enters the game for G. Hayward,40,45
2,8:11.0,,R. Williams enters the game for D. Theis,40,45
2,7:57.0,,J. Brown misses 3-pt jump shot from 26 ft,40,45
2,7:56.0,,Offensive rebound by R. Williams,40,45
2,7:54.0,,Turnover by R. Williams (traveling),40,45
2,7:34.0,Offensive foul by J. Jackson (drawn by T. Rozier),,40,45
2,7:34.0,Turnover by J. Jackson (offensive foul),,40,45
2,7:34.0,D. Ayton enters the game for J. Crawford,,40,45
2,7:34.0,D. Booker enters the game for R. Holmes,,40,45
2,7:17.0,,R. Williams makes 2-pt dunk from 1 ft (assist by S. Ojeleye),40,47
2,7:00.0,D. Booker makes 3-pt jump shot from 25 ft,,43,47
2,6:45.0,,Personal foul by J. Jackson (drawn by K. Irving),43,47
2,6:33.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,43,47
2,6:32.0,Defensive rebound by K. Oubre,,43,47
2,6:28.0,K. Oubre misses 2-pt layup from 4 ft (block by T. Rozier),,43,47
2,6:27.0,Offensive rebound by Team,,43,47
2,6:20.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by D. Booker),,46,47
2,6:11.0,,Personal foul by M. Bridges (drawn by K. Irving),46,47
2,6:11.0,T. Warren enters the game for K. Oubre,,46,47
2,6:11.0,,J. Tatum enters the game for S. Ojeleye,46,47
2,6:04.0,,K. Irving makes 2-pt jump shot from 7 ft,46,49
2,5:45.0,J. Jackson misses 2-pt layup from 6 ft (block by R. Williams),,46,49
2,5:43.0,Offensive rebound by T. Warren,,46,49
2,5:41.0,T. Warren misses 2-pt jump shot from 6 ft,,46,49
2,5:39.0,Offensive rebound by D. Ayton,,46,49
2,5:39.0,D. Ayton makes 2-pt layup from 2 ft,,48,49
2,5:22.0,,Turnover by J. Tatum (lost ball; steal by D. Ayton),48,49
2,5:17.0,T. Warren misses 2-pt layup from 1 ft,,48,49
2,5:16.0,Offensive rebound by D. Booker,,48,49
2,5:16.0,D. Booker makes 2-pt layup at rim,,50,49
2,5:11.0,,Personal take foul by J. Jackson (drawn by T. Rozier),50,49
2,5:11.0,Phoenix full timeout,,50,49
2,5:11.0,K. Oubre enters the game for J. Jackson,,50,49
2,5:11.0,,G. Hayward enters the game for J. Brown,50,49
2,5:11.0,,M. Smart enters the game for T. Rozier,50,49
2,5:05.0,,M. Smart misses 3-pt jump shot from 26 ft,50,49
2,5:03.0,Defensive rebound by K. Oubre,,50,49
2,4:45.0,D. Booker misses 3-pt jump shot from 25 ft,,50,49
2,4:43.0,,Defensive rebound by J. Tatum,50,49
2,4:29.0,,G. Hayward misses 3-pt jump shot from 23 ft,50,49
2,4:27.0,Defensive rebound by K. Oubre,,50,49
2,4:15.0,Shooting foul by R. Williams (drawn by D. Booker),,50,49
2,4:15.0,D. Booker makes free throw 1 of 2,,51,49
2,4:15.0,,D. Theis enters the game for R. Williams,51,49
2,4:15.0,D. Booker makes free throw 2 of 2,,52,49
2,4:00.0,,Turnover by D. Theis (lost ball; steal by D. Booker),52,49
2,3:55.0,T. Warren makes 3-pt jump shot from 26 ft (assist by D. Booker),,55,49
2,3:42.0,,J. Tatum misses 2-pt layup from 1 ft,55,49
2,3:41.0,Defensive rebound by D. Ayton,,55,49
2,3:37.0,K. Oubre misses 2-pt layup from 3 ft (block by G. Hayward),,55,49
2,3:35.0,,Defensive rebound by M. Smart,55,49
2,3:31.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Smart),55,52
2,3:07.0,Turnover by D. Booker (lost ball; steal by M. Smart),,55,52
2,3:02.0,,J. Tatum makes 2-pt layup from 2 ft (assist by K. Irving),55,54
2,2:49.0,T. Warren misses 2-pt jump shot from 9 ft,,55,54
2,2:48.0,Offensive rebound by Team,,55,54
2,2:41.0,Turnover by D. Booker (bad pass),,55,54
2,2:29.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by K. Irving),55,57
2,2:26.0,Phoenix full timeout,,55,57
2,2:26.0,J. Crawford enters the game for M. Bridges,,55,57
2,2:11.0,D. Ayton makes 2-pt hook shot from 6 ft,,57,57
2,1:57.0,,K. Irving misses 3-pt jump shot from 25 ft,57,57
2,1:55.0,Defensive rebound by T. Warren,,57,57
2,1:41.0,D. Booker misses 2-pt layup from 4 ft (block by D. Theis),,57,57
2,1:39.0,,Defensive rebound by K. Irving,57,57
2,1:37.0,,K. Irving makes 2-pt layup from 1 ft,57,59
2,1:19.0,J. Crawford misses 2-pt jump shot from 8 ft,,57,59
2,1:18.0,Offensive rebound by D. Ayton,,57,59
2,1:18.0,D. Ayton misses 2-pt layup at rim,,57,59
2,1:17.0,,Defensive rebound by D. Theis,57,59
2,1:11.0,,J. Tatum misses 3-pt jump shot from 25 ft,57,59
2,1:09.0,Defensive rebound by D. Ayton,,57,59
2,0:53.0,D. Ayton makes 2-pt dunk from 2 ft,,59,59
2,0:44.0,,J. Tatum misses 2-pt layup from 1 ft,59,59
2,0:43.0,Defensive rebound by K. Oubre,,59,59
2,0:36.0,Offensive foul by T. Warren (drawn by M. Smart),,59,59
2,0:36.0,Turnover by T. Warren (offensive foul),,59,59
2,0:36.0,M. Bridges enters the game for J. Crawford,,59,59
2,0:30.0,,M. Smart misses 3-pt jump shot from 24 ft,59,59
2,0:28.0,,Offensive rebound by K. Irving,59,59
2,0:19.0,,D. Theis misses 3-pt jump shot from 25 ft,59,59
2,0:17.0,Defensive rebound by M. Bridges,,59,59
2,0:03.0,Turnover by T. Warren (bad pass; steal by G. Hayward),,59,59
2,0:00.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by G. Hayward),59,62
3,11:47.0,T. Warren makes 2-pt jump shot from 17 ft (assist by D. Booker),,61,62
3,11:31.0,,Turnover by D. Theis (lost ball; steal by T. Warren),61,62
3,11:30.0,Turnover by D. Melton (lost ball; steal by K. Irving),,61,62
3,11:29.0,,Turnover by K. Irving (out of bounds lost ball),61,62
3,11:16.0,Turnover by D. Ayton (3 sec),,61,62
3,10:58.0,,K. Irving misses 3-pt jump shot from 25 ft,61,62
3,10:57.0,Defensive rebound by D. Booker,,61,62
3,10:49.0,Shooting foul by D. Theis (drawn by D. Booker),,61,62
3,10:49.0,D. Booker misses free throw 1 of 2,,61,62
3,10:49.0,Offensive rebound by Team,,61,62
3,10:49.0,D. Booker misses free throw 2 of 2,,61,62
3,10:49.0,,Defensive rebound by M. Smart,61,62
3,10:37.0,,K. Irving misses 3-pt jump shot from 26 ft,61,62
3,10:35.0,Defensive rebound by M. Bridges,,61,62
3,10:26.0,Turnover by D. Booker (bad pass; steal by K. Irving),,61,62
3,10:13.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by K. Irving),61,65
3,9:57.0,D. Melton misses 2-pt jump shot from 19 ft,,61,65
3,9:56.0,,Defensive rebound by J. Tatum,61,65
3,9:49.0,,J. Tatum misses 2-pt jump shot from 7 ft,61,65
3,9:46.0,Defensive rebound by D. Ayton,,61,65
3,9:39.0,D. Ayton makes 2-pt layup from 1 ft (assist by D. Melton),,63,65
3,9:28.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by D. Theis),63,68
3,9:17.0,D. Booker misses 2-pt layup from 1 ft,,63,68
3,9:16.0,,Defensive rebound by J. Tatum,63,68
3,9:09.0,Violation by Team (delay of game),,63,68
3,9:09.0,,K. Irving makes technical free throw,63,69
3,9:04.0,,K. Irving misses 2-pt jump shot from 21 ft,63,69
3,9:03.0,,Offensive rebound by D. Theis,63,69
3,8:59.0,,J. Brown misses 3-pt jump shot from 26 ft,63,69
3,8:58.0,Defensive rebound by D. Ayton,,63,69
3,8:49.0,T. Warren misses 3-pt jump shot from 25 ft,,63,69
3,8:48.0,,Defensive rebound by M. Smart,63,69
3,8:43.0,,J. Tatum misses 2-pt layup from 5 ft (block by D. Booker),63,69
3,8:42.0,Defensive rebound by M. Bridges,,63,69
3,8:37.0,D. Booker makes 3-pt jump shot from 24 ft (assist by D. Melton),,66,69
3,8:16.0,,K. Irving misses 2-pt layup from 2 ft,66,69
3,8:14.0,Defensive rebound by M. Bridges,,66,69
3,8:10.0,D. Booker misses 3-pt jump shot from 26 ft,,66,69
3,8:08.0,Offensive rebound by D. Melton,,66,69
3,8:02.0,D. Booker misses 3-pt jump shot from 25 ft,,66,69
3,8:00.0,,Defensive rebound by J. Tatum,66,69
3,7:54.0,,J. Brown misses 3-pt jump shot from 24 ft,66,69
3,7:53.0,Defensive rebound by Team,,66,69
3,7:53.0,,Loose ball foul by D. Theis (drawn by D. Melton),66,69
3,7:37.0,D. Ayton makes 2-pt jump shot from 20 ft,,68,69
3,7:23.0,,K. Irving makes 2-pt layup from 2 ft,68,71
3,7:15.0,T. Warren misses 3-pt jump shot from 26 ft,,68,71
3,7:13.0,Offensive rebound by D. Ayton,,68,71
3,7:02.0,Turnover by D. Booker (bad pass; steal by D. Theis),,68,71
3,6:59.0,,Shooting foul by D. Melton (drawn by J. Tatum),68,71
3,6:59.0,,Boston full timeout,68,71
3,6:59.0,,G. Hayward enters the game for J. Brown,68,71
3,6:59.0,,J. Tatum makes free throw 1 of 2,68,72
3,6:59.0,,J. Tatum makes free throw 2 of 2,68,73
3,6:36.0,D. Booker misses 2-pt layup from 13 ft (block by J. Tatum),,68,73
3,6:34.0,Offensive rebound by D. Ayton,,68,73
3,6:33.0,D. Ayton misses 2-pt layup from 2 ft,,68,73
3,6:31.0,Offensive rebound by D. Booker,,68,73
3,6:30.0,D. Booker makes 2-pt layup from 3 ft,,70,73
3,6:16.0,,Turnover by M. Smart (bad pass; steal by D. Melton),70,73
3,6:11.0,M. Bridges misses 3-pt jump shot from 24 ft,,70,73
3,6:10.0,,Defensive rebound by G. Hayward,70,73
3,5:50.0,,J. Tatum misses 2-pt jump shot from 20 ft,70,73
3,5:48.0,Defensive rebound by D. Booker,,70,73
3,5:45.0,T. Warren makes 2-pt dunk from 1 ft (assist by D. Booker),,72,73
3,5:36.0,,M. Smart misses 3-pt jump shot from 27 ft,72,73
3,5:35.0,Defensive rebound by D. Ayton,,72,73
3,5:28.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),,75,73
3,5:09.0,,G. Hayward misses 3-pt jump shot from 26 ft,75,73
3,5:08.0,Defensive rebound by Team,,75,73
3,5:08.0,J. Jackson enters the game for D. Melton,,75,73
3,5:08.0,,R. Williams enters the game for D. Theis,75,73
3,4:56.0,Personal foul by G. Hayward (drawn by T. Warren),,75,73
3,4:56.0,R. Holmes enters the game for D. Ayton,,75,73
3,4:56.0,,T. Rozier enters the game for M. Smart,75,73
3,4:44.0,Turnover by D. Booker (bad pass; steal by R. Williams),,75,73
3,4:38.0,,Shooting foul by R. Holmes (drawn by K. Irving),75,73
3,4:38.0,,K. Irving makes free throw 1 of 2,75,74
3,4:38.0,,K. Irving makes free throw 2 of 2,75,75
3,4:15.0,D. Booker misses 2-pt layup from 2 ft (block by R. Williams),,75,75
3,4:14.0,Offensive rebound by R. Holmes,,75,75
3,4:14.0,R. Holmes misses 2-pt layup from 2 ft,,75,75
3,4:14.0,Offensive rebound by Team,,75,75
3,4:09.0,T. Warren makes 2-pt dunk from 1 ft (assist by J. Jackson),,77,75
3,3:55.0,,Personal foul by T. Warren (drawn by R. Williams),77,75
3,3:55.0,J. Crawford enters the game for D. Booker,,77,75
3,3:50.0,,Turnover by J. Tatum (traveling),77,75
3,3:32.0,T. Warren misses 2-pt layup from 2 ft (block by R. Williams),,77,75
3,3:31.0,,Defensive rebound by K. Irving,77,75
3,3:25.0,,J. Tatum misses 3-pt jump shot from 26 ft,77,75
3,3:24.0,,Offensive rebound by R. Williams,77,75
3,3:17.0,,Turnover by K. Irving (lost ball; steal by T. Warren),77,75
3,3:10.0,T. Warren misses 3-pt jump shot from 25 ft,,77,75
3,3:09.0,,Defensive rebound by Team,77,75
3,3:09.0,Loose ball foul by R. Holmes (drawn by J. Tatum),,77,75
3,3:09.0,K. Oubre enters the game for M. Bridges,,77,75
3,2:45.0,,T. Rozier misses 3-pt jump shot from 26 ft,77,75
3,2:43.0,Defensive rebound by K. Oubre,,77,75
3,2:33.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Crawford),,79,75
3,2:18.0,,K. Irving misses 2-pt layup from 3 ft (block by K. Oubre),79,75
3,2:16.0,Defensive rebound by J. Jackson,,79,75
3,2:09.0,J. Jackson makes 2-pt jump shot from 16 ft,,81,75
3,2:08.0,,Boston full timeout,81,75
3,2:08.0,,J. Brown enters the game for K. Irving,81,75
3,2:08.0,,S. Ojeleye enters the game for J. Tatum,81,75
3,2:08.0,,D. Theis enters the game for R. Williams,81,75
3,1:59.0,Violation by Team (kicked ball),,81,75
3,1:49.0,,D. Theis misses 2-pt jump shot from 17 ft,81,75
3,1:48.0,Defensive rebound by J. Crawford,,81,75
3,1:25.0,J. Jackson makes 2-pt jump shot from 16 ft,,83,75
3,1:09.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by D. Theis),83,78
3,0:50.0,K. Oubre misses 2-pt layup from 5 ft,,83,78
3,0:48.0,Offensive rebound by J. Crawford,,83,78
3,0:45.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Crawford),,85,78
3,0:45.0,Shooting foul by S. Ojeleye (drawn by T. Warren),,85,78
3,0:45.0,T. Warren makes free throw 1 of 1,,86,78
3,0:23.0,,Personal foul by T. Warren (drawn by G. Hayward),86,78
3,0:23.0,,G. Hayward makes free throw 1 of 2,86,79
3,0:23.0,D. Booker enters the game for J. Jackson,,86,79
3,0:23.0,,R. Williams enters the game for D. Theis,86,79
3,0:23.0,,G. Hayward makes free throw 2 of 2,86,80
3,0:03.0,K. Oubre misses 3-pt jump shot from 26 ft,,86,80
3,0:02.0,Offensive rebound by J. Crawford,,86,80
4,11:45.0,,G. Hayward misses 2-pt layup from 2 ft (block by K. Oubre),86,80
4,11:44.0,Defensive rebound by Team,,86,80
4,11:22.0,R. Holmes misses 2-pt jump shot from 9 ft,,86,80
4,11:21.0,,Defensive rebound by R. Williams,86,80
4,11:08.0,,Turnover by J. Brown (out of bounds lost ball),86,80
4,10:57.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by R. Holmes),,89,80
4,10:44.0,,Turnover by T. Rozier (lost ball; steal by K. Oubre),89,80
4,10:38.0,Turnover by J. Crawford (lost ball; steal by T. Rozier),,89,80
4,10:37.0,,Personal foul by J. Crawford (drawn by T. Rozier),89,80
4,10:19.0,,Personal foul by J. Jackson (drawn by T. Rozier),89,80
4,10:19.0,,M. Smart enters the game for J. Brown,89,80
4,10:13.0,,Turnover by M. Smart (bad pass),89,80
4,9:54.0,J. Crawford makes 3-pt jump shot from 26 ft,,92,80
4,9:53.0,,Boston full timeout,92,80
4,9:53.0,,K. Irving enters the game for G. Hayward,92,80
4,9:53.0,,J. Tatum enters the game for S. Ojeleye,92,80
4,9:30.0,,M. Smart misses 2-pt layup from 2 ft,92,80
4,9:29.0,,Offensive rebound by R. Williams,92,80
4,9:29.0,,R. Williams makes 2-pt layup at rim,92,82
4,9:14.0,Turnover by K. Oubre (lost ball; steal by M. Smart),,92,82
4,9:12.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by M. Smart),92,84
4,9:12.0,Phoenix full timeout,,92,84
4,9:12.0,D. Ayton enters the game for J. Crawford,,92,84
4,9:12.0,D. Booker enters the game for R. Holmes,,92,84
4,8:57.0,K. Oubre makes 2-pt dunk from 1 ft (assist by D. Booker),,94,84
4,8:33.0,,T. Rozier misses 3-pt jump shot from 27 ft,94,84
4,8:30.0,Defensive rebound by J. Jackson,,94,84
4,8:18.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),,97,84
4,8:04.0,,Turnover by M. Smart (bad pass),97,84
4,7:50.0,Turnover by D. Booker (bad pass; steal by M. Smart),,97,84
4,7:44.0,,K. Irving misses 3-pt jump shot from 27 ft,97,84
4,7:43.0,Defensive rebound by D. Booker,,97,84
4,7:28.0,D. Booker misses 3-pt jump shot from 25 ft (block by R. Williams),,97,84
4,7:27.0,Offensive rebound by D. Ayton,,97,84
4,7:25.0,M. Bridges misses 3-pt jump shot from 23 ft,,97,84
4,7:24.0,,Defensive rebound by R. Williams,97,84
4,7:08.0,,J. Tatum misses 3-pt jump shot from 27 ft,97,84
4,7:06.0,Defensive rebound by J. Jackson,,97,84
4,6:43.0,D. Ayton misses 2-pt layup from 3 ft (block by K. Irving),,97,84
4,6:41.0,Offensive rebound by J. Jackson,,97,84
4,6:38.0,J. Jackson misses 2-pt layup from 1 ft,,97,84
4,6:37.0,,Defensive rebound by J. Tatum,97,84
4,6:31.0,,T. Rozier misses 2-pt jump shot from 8 ft (block by D. Booker),97,84
4,6:30.0,,Offensive rebound by K. Irving,97,84
4,6:27.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by K. Irving),97,87
4,6:03.0,D. Booker misses 3-pt jump shot from 25 ft,,97,87
4,6:02.0,,Defensive rebound by M. Smart,97,87
4,5:56.0,,T. Rozier makes 3-pt jump shot from 26 ft,97,90
4,5:55.0,Phoenix full timeout,,97,90
4,5:55.0,T. Warren enters the game for M. Bridges,,97,90
4,5:55.0,,D. Theis enters the game for R. Williams,97,90
4,5:37.0,D. Ayton makes 2-pt hook shot from 7 ft (assist by K. Oubre),,99,90
4,5:11.0,Loose ball foul by K. Oubre (drawn by M. Smart),,99,90
4,5:00.0,,T. Rozier misses 3-pt jump shot from 24 ft,99,90
4,4:58.0,Defensive rebound by D. Ayton,,99,90
4,4:43.0,Shooting foul by J. Tatum (drawn by K. Oubre),,99,90
4,4:43.0,K. Oubre makes free throw 1 of 2,,100,90
4,4:43.0,,G. Hayward enters the game for T. Rozier,100,90
4,4:43.0,K. Oubre misses free throw 2 of 2,,100,90
4,4:41.0,,Defensive rebound by J. Tatum,100,90
4,4:31.0,,Shooting foul by D. Ayton (drawn by K. Irving),100,90
4,4:31.0,,K. Irving makes free throw 1 of 2,100,91
