QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,OKLAHOMA CITY_ACTION,NEW ORLEANS_SCORE,OKLAHOMA CITY_SCORE
3,4:46.0,Offensive rebound by Team,,70,85
3,4:32.0,J. Okafor misses 2-pt jump shot from 10 ft,,70,85
3,4:31.0,,Defensive rebound by R. Westbrook,70,85
3,4:24.0,,T. Ferguson misses 3-pt jump shot from 27 ft,70,85
3,4:21.0,Defensive rebound by J. Holiday,,70,85
3,4:12.0,J. Okafor makes 2-pt layup from 3 ft (assist by J. Holiday),,72,85
3,3:55.0,,J. Grant misses 2-pt jump shot from 2 ft,72,85
3,3:53.0,Defensive rebound by J. Holiday,,72,85
3,3:41.0,Turnover by J. Holiday (bad pass; steal by J. Grant),,72,85
3,3:37.0,,J. Grant makes 2-pt dunk from 1 ft,72,87
3,3:26.0,J. Okafor makes 2-pt dunk at rim,,74,87
3,3:07.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by R. Westbrook),74,90
3,3:07.0,C. Diallo enters the game for J. Holiday,,74,90
3,3:07.0,E. Payton enters the game for J. Okafor,,74,90
3,3:07.0,,P. George enters the game for S. Adams,74,90
3,3:07.0,,N. Noel enters the game for R. Westbrook,74,90
3,2:51.0,Turnover by E. Payton (bad pass; steal by D. Schröder),,74,90
3,2:36.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by J. Grant),74,93
3,2:20.0,Personal foul by N. Noel (drawn by F. Jackson),,74,93
3,2:09.0,F. Jackson misses 3-pt jump shot from 23 ft,,74,93
3,2:06.0,,Defensive rebound by N. Noel,74,93
3,1:56.0,,P. George makes 3-pt jump shot from 25 ft (assist by D. Schröder),74,96
3,1:46.0,E. Payton makes 2-pt jump shot from 6 ft,,76,96
3,1:36.0,,N. Noel makes 2-pt layup from 1 ft (assist by D. Schröder),76,98
3,1:21.0,E. Payton makes 2-pt jump shot from 4 ft,,78,98
3,1:05.0,,J. Grant misses 2-pt dunk from 1 ft,78,98
3,1:02.0,Defensive rebound by D. Miller,,78,98
3,1:00.0,K. Williams makes 2-pt layup from 1 ft (assist by D. Miller),,80,98
3,1:00.0,,Violation by Team (def goaltending),80,98
3,0:50.0,,Turnover by P. George (back court),80,98
3,0:50.0,S. Hill enters the game for D. Miller,,80,98
3,0:50.0,,P. Patterson enters the game for J. Grant,80,98
3,0:42.0,C. Diallo makes 2-pt jump shot from 22 ft (assist by E. Payton),,82,98
3,0:34.0,,P. George misses 3-pt jump shot from 30 ft,82,98
3,0:32.0,Defensive rebound by Team,,82,98
3,0:24.0,E. Payton misses 2-pt layup from 1 ft,,82,98
3,0:24.0,,Defensive rebound by N. Noel,82,98
3,0:00.0,,D. Schröder misses 2-pt jump shot from 17 ft,82,98
3,0:00.0,,Offensive rebound by Team,82,98
4,11:46.0,,N. Noel makes 2-pt dunk at rim (assist by P. George),82,100
4,11:31.0,F. Jackson makes 2-pt jump shot from 10 ft (assist by E. Payton),,84,100
4,11:24.0,,Turnover by P. Patterson (out of bounds lost ball),84,100
4,11:12.0,C. Diallo makes 2-pt jump shot from 7 ft (assist by F. Jackson),,86,100
4,10:52.0,,D. Schröder makes 2-pt layup from 2 ft,86,102
4,10:37.0,F. Jackson makes 2-pt jump shot from 11 ft (assist by E. Payton),,88,102
4,10:26.0,,N. Noel misses 2-pt jump shot from 8 ft,88,102
4,10:24.0,Defensive rebound by E. Payton,,88,102
4,10:14.0,C. Diallo makes 2-pt dunk at rim (assist by E. Payton),,90,102
4,10:14.0,,Oklahoma City full timeout,90,102
4,10:02.0,,P. George misses 2-pt layup from 2 ft,90,102
4,9:58.0,Defensive rebound by C. Diallo,,90,102
4,9:55.0,F. Jackson makes 2-pt layup from 1 ft (assist by E. Payton),,92,102
4,9:46.0,,D. Schröder makes 2-pt layup from 1 ft,92,104
4,9:27.0,F. Jackson misses 2-pt jump shot from 15 ft,,92,104
4,9:25.0,,Defensive rebound by A. Nader,92,104
4,9:05.0,,P. George misses 2-pt jump shot from 12 ft (block by E. Payton),92,104
4,9:02.0,,Offensive rebound by P. George,92,104
4,9:01.0,,Turnover by N. Noel (lost ball; steal by C. Diallo),92,104
4,8:55.0,Shooting foul by N. Noel (drawn by S. Hill),,92,104
4,8:55.0,S. Hill misses free throw 1 of 2,,92,104
4,8:55.0,Offensive rebound by Team,,92,104
4,8:55.0,J. Holiday enters the game for F. Jackson,,92,104
4,8:55.0,,S. Adams enters the game for P. George,92,104
4,8:55.0,,R. Westbrook enters the game for N. Noel,92,104
4,8:55.0,S. Hill makes free throw 2 of 2,,93,104
4,8:35.0,,D. Schröder misses 2-pt jump shot from 16 ft,93,104
4,8:32.0,Defensive rebound by K. Williams,,93,104
4,8:26.0,C. Diallo makes 2-pt layup from 1 ft (assist by E. Payton),,95,104
4,8:04.0,,Turnover by R. Westbrook (bad pass; steal by J. Holiday),95,104
4,7:49.0,J. Holiday makes 2-pt layup from 2 ft,,97,104
4,7:33.0,,S. Adams misses 2-pt hook shot from 4 ft,97,104
4,7:31.0,Defensive rebound by K. Williams,,97,104
4,7:25.0,S. Hill misses 3-pt jump shot from 25 ft,,97,104
4,7:22.0,,Defensive rebound by R. Westbrook,97,104
4,7:19.0,,P. Patterson makes 2-pt layup from 2 ft (assist by R. Westbrook),97,106
4,7:05.0,J. Holiday misses 3-pt jump shot from 23 ft,,97,106
4,7:04.0,,Defensive rebound by Team,97,106
4,7:04.0,Loose ball foul by K. Williams (drawn by R. Westbrook),,97,106
4,7:04.0,D. Miller enters the game for K. Williams,,97,106
4,6:54.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by R. Westbrook),97,109
4,6:38.0,D. Miller makes 3-pt jump shot from 25 ft (assist by E. Payton),,100,109
4,6:20.0,,Shooting foul by S. Hill (drawn by A. Nader),100,109
4,6:20.0,,A. Nader makes free throw 1 of 2,100,110
4,6:20.0,,P. George enters the game for D. Schröder,100,110
4,6:20.0,,A. Nader misses free throw 2 of 2,100,110
4,6:17.0,,Offensive rebound by A. Nader,100,110
4,6:17.0,,A. Nader misses 2-pt layup from 1 ft,100,110
4,6:15.0,Defensive rebound by J. Holiday,,100,110
4,6:10.0,C. Diallo makes 2-pt layup from 1 ft (assist by E. Payton),,102,110
4,5:57.0,,A. Nader misses 2-pt layup from 6 ft (block by E. Payton),102,110
4,5:57.0,,Offensive rebound by Team,102,110
4,5:57.0,,T. Ferguson enters the game for A. Nader,102,110
4,5:50.0,,R. Westbrook misses 2-pt jump shot from 13 ft,102,110
4,5:47.0,Defensive rebound by E. Payton,,102,110
4,5:38.0,J. Holiday misses 3-pt jump shot from 26 ft,,102,110
4,5:36.0,,Defensive rebound by P. George,102,110
4,5:30.0,,P. George makes 2-pt jump shot from 18 ft,102,112
4,5:12.0,D. Miller misses 3-pt jump shot from 23 ft,,102,112
4,5:10.0,,Defensive rebound by P. George,102,112
4,4:58.0,,R. Westbrook misses 2-pt jump shot from 15 ft,102,112
4,4:55.0,,Offensive rebound by P. Patterson,102,112
4,4:55.0,,P. Patterson makes 2-pt layup from 1 ft,102,114
4,4:55.0,New Orleans full timeout,,102,114
4,4:55.0,F. Jackson enters the game for E. Payton,,102,114
4,4:55.0,,J. Grant enters the game for P. Patterson,102,114
4,4:46.0,C. Diallo misses 2-pt layup from 2 ft,,102,114
4,4:44.0,,Defensive rebound by R. Westbrook,102,114
4,4:42.0,,Turnover by R. Westbrook (lost ball; steal by J. Holiday),102,114
4,4:37.0,C. Diallo misses 2-pt layup from 1 ft (block by P. George),,102,114
4,4:33.0,Offensive rebound by C. Diallo,,102,114
4,4:33.0,C. Diallo misses 2-pt layup from 2 ft,,102,114
4,4:30.0,,Defensive rebound by P. George,102,114
4,4:21.0,,R. Westbrook misses 2-pt layup from 2 ft,102,114
4,4:19.0,Defensive rebound by F. Jackson,,102,114
4,4:08.0,J. Holiday makes 2-pt layup from 1 ft,,104,114
4,3:49.0,,P. George misses 2-pt jump shot from 19 ft,104,114
4,3:46.0,Defensive rebound by C. Diallo,,104,114
