QUARTER,TIME_REMAINING,DENVER_ACTION,SACRAMENTO_ACTION,DENVER_SCORE,SACRAMENTO_SCORE
1,4:38.0,G. Harris makes 3-pt jump shot from 26 ft (assist by P. Millsap),,22,21
1,4:20.0,,B. Hield misses 2-pt jump shot from 21 ft,22,21
1,4:16.0,,Offensive rebound by N. Bjelica,22,21
1,4:16.0,,N. Bjelica makes 2-pt layup from 3 ft,22,23
1,4:08.0,Turnover by J. Murray (traveling),,22,23
1,4:08.0,,B. Bogdanović enters the game for N. Bjelica,22,23
1,4:08.0,,H. Giles enters the game for I. Shumpert,22,23
1,3:51.0,,Turnover by B. Hield (lost ball; steal by N. Jokić),22,23
1,3:48.0,N. Jokić makes 2-pt dunk from 1 ft,,24,23
1,3:37.0,,Personal foul by N. Jokić (drawn by B. Bogdanović),24,23
1,3:37.0,M. Morris enters the game for J. Murray,,24,23
1,3:23.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by H. Giles),24,26
1,3:06.0,T. Craig misses 3-pt jump shot from 25 ft,,24,26
1,3:04.0,,Defensive rebound by D. Fox,24,26
1,3:04.0,,Turnover by D. Fox (out of bounds lost ball),24,26
1,2:51.0,Shooting foul by B. Hield (drawn by P. Millsap),,24,26
1,2:51.0,Denver full timeout,,24,26
1,2:51.0,T. Lyles enters the game for N. Jokić,,24,26
1,2:51.0,P. Millsap misses free throw 1 of 2,,24,26
1,2:51.0,Offensive rebound by Team,,24,26
1,2:51.0,P. Millsap makes free throw 2 of 2,,25,26
1,2:51.0,,J. Jackson enters the game for W. Cauley-Stein,25,26
1,2:29.0,,H. Giles misses 2-pt hook shot from 10 ft,25,26
1,2:26.0,Defensive rebound by T. Lyles,,25,26
1,2:13.0,T. Lyles misses 3-pt jump shot from 24 ft,,25,26
1,2:13.0,,Defensive rebound by Team,25,26
1,2:00.0,,H. Giles makes 2-pt layup from 2 ft (assist by B. Hield),25,28
1,2:00.0,M. Beasley enters the game for T. Craig,,25,28
1,2:00.0,,Y. Ferrell enters the game for D. Fox,25,28
1,1:33.0,Turnover by M. Morris (back court),,25,28
1,1:15.0,,H. Giles makes 2-pt hook shot from 5 ft,25,30
1,0:55.0,G. Harris makes 2-pt layup from 3 ft,,27,30
1,0:55.0,Shooting foul by J. Jackson (drawn by G. Harris),,27,30
1,0:55.0,G. Harris makes free throw 1 of 1,,28,30
1,0:44.0,,J. Jackson misses 2-pt jump shot from 19 ft,28,30
1,0:40.0,Defensive rebound by M. Beasley,,28,30
1,0:24.0,Shooting foul by B. Bogdanović (drawn by T. Lyles),,28,30
1,0:24.0,T. Lyles makes free throw 1 of 2,,29,30
1,0:24.0,T. Lyles makes free throw 2 of 2,,30,30
1,0:01.0,,B. Hield misses 2-pt jump shot from 13 ft,30,30
1,0:01.0,Defensive rebound by M. Morris,,30,30
2,11:47.0,,Shooting foul by P. Millsap (drawn by B. Bogdanović),30,30
2,11:47.0,,B. Bogdanović makes free throw 1 of 2,30,31
2,11:47.0,,B. Bogdanović makes free throw 2 of 2,30,32
2,11:30.0,G. Harris misses 3-pt jump shot from 25 ft,,30,32
2,11:25.0,,Defensive rebound by H. Giles,30,32
2,11:22.0,,Y. Ferrell misses 2-pt layup from 2 ft (block by M. Beasley),30,32
2,11:18.0,Defensive rebound by T. Lyles,,30,32
2,11:17.0,M. Beasley misses 2-pt layup from 7 ft (block by N. Bjelica),,30,32
2,11:17.0,,Defensive rebound by Team,30,32
2,11:02.0,,B. Bogdanović makes 2-pt jump shot from 10 ft (assist by H. Giles),30,34
2,10:50.0,T. Lyles misses 3-pt jump shot from 26 ft,,30,34
2,10:46.0,,Defensive rebound by H. Giles,30,34
2,10:39.0,,B. Bogdanović makes 2-pt layup from 3 ft,30,36
2,10:39.0,Denver full timeout,,30,36
2,10:26.0,Shooting foul by H. Giles (drawn by P. Millsap),,30,36
2,10:26.0,P. Millsap makes free throw 1 of 2,,31,36
2,10:26.0,P. Millsap makes free throw 2 of 2,,32,36
2,10:11.0,,Offensive foul by N. Bjelica (drawn by M. Beasley),32,36
2,10:11.0,,Turnover by N. Bjelica (offensive foul),32,36
2,9:57.0,P. Millsap makes 2-pt jump shot from 13 ft,,34,36
2,9:46.0,,H. Giles misses 2-pt layup from 3 ft,34,36
2,9:46.0,,Offensive rebound by H. Giles,34,36
2,9:46.0,,H. Giles makes 2-pt layup at rim,34,38
2,9:46.0,,Shooting foul by P. Millsap (drawn by H. Giles),34,38
2,9:46.0,,H. Giles misses free throw 1 of 1,34,38
2,9:43.0,Defensive rebound by P. Millsap,,34,38
2,9:35.0,Turnover by G. Harris (lost ball; steal by Y. Ferrell),,34,38
2,9:30.0,,Y. Ferrell makes 3-pt jump shot from 25 ft,34,41
2,9:17.0,M. Morris misses 2-pt jump shot from 20 ft,,34,41
2,9:17.0,,Defensive rebound by B. Bogdanović,34,41
2,9:06.0,,B. Bogdanović misses 2-pt layup from 2 ft,34,41
2,9:01.0,Defensive rebound by P. Millsap,,34,41
2,8:55.0,M. Beasley misses 3-pt jump shot from 26 ft,,34,41
2,8:53.0,,Defensive rebound by B. Bogdanović,34,41
2,8:46.0,,Offensive foul by N. Bjelica (drawn by G. Harris),34,41
2,8:46.0,,Turnover by N. Bjelica (offensive foul),34,41
2,8:46.0,M. Plumlee enters the game for P. Millsap,,34,41
2,8:46.0,,K. Koufos enters the game for H. Giles,34,41
2,8:40.0,Offensive foul by M. Plumlee (drawn by Y. Ferrell),,34,41
2,8:40.0,Turnover by M. Plumlee (offensive foul),,34,41
2,8:30.0,,Personal foul by M. Beasley (drawn by B. Bogdanović),34,41
2,8:19.0,,B. Bogdanović makes 2-pt jump shot from 19 ft,34,43
2,8:04.0,G. Harris misses 2-pt jump shot from 10 ft,,34,43
2,8:01.0,,Defensive rebound by N. Bjelica,34,43
2,7:59.0,,N. Bjelica misses 3-pt jump shot from 25 ft,34,43
2,7:55.0,Defensive rebound by M. Plumlee,,34,43
2,7:44.0,M. Beasley makes 3-pt jump shot from 25 ft,,37,43
2,7:22.0,,K. Koufos misses 2-pt hook shot from 11 ft,37,43
2,7:20.0,Defensive rebound by G. Harris,,37,43
2,7:20.0,Shooting foul by K. Koufos (drawn by G. Harris),,37,43
2,7:20.0,G. Harris misses free throw 1 of 2,,37,43
2,7:20.0,Offensive rebound by Team,,37,43
2,7:20.0,J. Murray enters the game for M. Morris,,37,43
2,7:20.0,,I. Shumpert enters the game for N. Bjelica,37,43
2,7:20.0,G. Harris makes free throw 2 of 2,,38,43
2,7:01.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),38,46
2,6:38.0,G. Harris misses 3-pt jump shot from 25 ft,,38,46
2,6:35.0,,Defensive rebound by B. Bogdanović,38,46
2,6:30.0,,Shooting foul by M. Beasley (drawn by K. Koufos),38,46
2,6:30.0,,K. Koufos makes free throw 1 of 2,38,47
2,6:30.0,T. Craig enters the game for G. Harris,,38,47
2,6:30.0,N. Jokić enters the game for T. Lyles,,38,47
2,6:30.0,,K. Koufos makes free throw 2 of 2,38,48
2,6:15.0,N. Jokić makes 3-pt jump shot from 25 ft,,41,48
2,6:01.0,,J. Jackson misses 2-pt jump shot from 10 ft,41,48
2,5:58.0,Defensive rebound by M. Plumlee,,41,48
2,5:45.0,M. Beasley misses 2-pt jump shot from 16 ft,,41,48
2,5:44.0,,Defensive rebound by K. Koufos,41,48
2,5:37.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by I. Shumpert),41,51
2,5:30.0,Denver full timeout,,41,51
2,5:22.0,J. Murray misses 2-pt layup from 2 ft,,41,51
2,5:19.0,,Defensive rebound by J. Jackson,41,51
2,5:10.0,,K. Koufos makes 2-pt layup from 2 ft (assist by J. Jackson),41,53
2,5:00.0,N. Jokić makes 2-pt jump shot from 5 ft,,43,53
2,4:39.0,,Y. Ferrell makes 2-pt jump shot from 15 ft,43,55
2,4:26.0,N. Jokić misses 3-pt jump shot from 26 ft,,43,55
2,4:20.0,Offensive rebound by M. Plumlee,,43,55
2,4:20.0,M. Plumlee makes 2-pt dunk from 1 ft,,45,55
2,4:01.0,,Y. Ferrell makes 2-pt jump shot from 12 ft,45,57
2,3:50.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Murray),,48,57
2,3:34.0,,I. Shumpert misses 3-pt jump shot from 23 ft,48,57
2,3:30.0,Defensive rebound by N. Jokić,,48,57
2,3:28.0,M. Beasley makes 2-pt dunk from 1 ft (assist by J. Murray),,50,57
2,3:27.0,,Sacramento full timeout,50,57
2,3:27.0,G. Harris enters the game for M. Beasley,,50,57
2,3:27.0,J. Hernangómez enters the game for M. Plumlee,,50,57
2,3:27.0,,W. Cauley-Stein enters the game for B. Bogdanović,50,57
2,3:27.0,,D. Fox enters the game for Y. Ferrell,50,57
2,3:27.0,,B. Hield enters the game for K. Koufos,50,57
2,3:17.0,,D. Fox makes 2-pt layup from 2 ft,50,59
2,3:08.0,Turnover by G. Harris (offensive foul),,50,59
2,3:08.0,Offensive foul by G. Harris (drawn by I. Shumpert),,50,59
2,2:49.0,,B. Hield makes 3-pt jump shot from 26 ft,50,62
2,2:24.0,G. Harris misses 2-pt dunk from 2 ft,,50,62
2,2:24.0,,Defensive rebound by D. Fox,50,62
2,2:16.0,,D. Fox makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),50,64
2,1:58.0,Turnover by N. Jokić (bad pass; steal by J. Jackson),,50,64
2,1:53.0,,B. Hield misses 3-pt jump shot from 22 ft,50,64
2,1:49.0,Defensive rebound by J. Hernangómez,,50,64
2,1:46.0,Shooting foul by J. Jackson (drawn by N. Jokić),,50,64
2,1:46.0,,Technical foul by D. Fox,50,64
2,1:46.0,J. Murray misses technical free throw,,50,64
2,1:46.0,Offensive rebound by Team,,50,64
2,1:46.0,N. Jokić misses free throw 1 of 2,,50,64
2,1:46.0,Offensive rebound by Team,,50,64
2,1:46.0,M. Beasley enters the game for J. Hernangómez,,50,64
2,1:46.0,N. Jokić makes free throw 2 of 2,,51,64
2,1:20.0,,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),51,66
2,0:56.0,M. Beasley misses 3-pt jump shot from 26 ft,,51,66
2,0:50.0,,Defensive rebound by W. Cauley-Stein,51,66
2,0:46.0,,I. Shumpert misses 3-pt jump shot from 25 ft,51,66
2,0:42.0,,Offensive rebound by B. Hield,51,66
2,0:42.0,,J. Jackson misses 3-pt jump shot from 26 ft,51,66
2,0:42.0,Defensive rebound by Team,,51,66
2,0:35.0,Personal foul by D. Fox (drawn by J. Murray),,51,66
2,0:35.0,J. Murray makes free throw 1 of 2,,52,66
2,0:35.0,M. Plumlee enters the game for N. Jokić,,52,66
2,0:35.0,J. Murray makes free throw 2 of 2,,53,66
2,0:23.0,,B. Hield misses 3-pt jump shot from 25 ft,53,66
2,0:17.0,Defensive rebound by M. Plumlee,,53,66
2,0:00.0,J. Murray misses 3-pt jump shot from 26 ft,,53,66
2,0:00.0,Offensive rebound by Team,,53,66
3,11:46.0,,D. Fox misses 2-pt jump shot from 14 ft,53,66
3,11:43.0,Defensive rebound by M. Plumlee,,53,66
3,11:40.0,,Violation by Team (kicked ball),53,66
3,11:28.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by N. Jokić),,55,66
3,11:17.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by N. Bjelica),55,68
3,11:03.0,J. Murray misses 2-pt layup from 2 ft,,55,68
3,10:59.0,,Defensive rebound by W. Cauley-Stein,55,68
3,10:55.0,,B. Hield makes 2-pt jump shot from 16 ft (assist by I. Shumpert),55,70
3,10:27.0,J. Murray makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,58,70
3,10:16.0,,Personal foul by M. Plumlee (drawn by N. Bjelica),58,70
3,10:03.0,,I. Shumpert misses 2-pt jump shot from 19 ft,58,70
3,10:01.0,Defensive rebound by J. Murray,,58,70
3,9:54.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,61,70
3,9:43.0,,N. Bjelica misses 3-pt jump shot from 28 ft,61,70
3,9:40.0,Defensive rebound by N. Jokić,,61,70
3,9:35.0,Shooting foul by D. Fox (drawn by J. Murray),,61,70
3,9:35.0,J. Murray makes free throw 1 of 2,,62,70
3,9:35.0,J. Murray makes free throw 2 of 2,,63,70
3,9:11.0,,N. Bjelica misses 2-pt layup from 3 ft,63,70
3,9:09.0,Defensive rebound by J. Murray,,63,70
3,9:07.0,Personal foul by I. Shumpert (drawn by J. Hernangómez),,63,70
3,8:59.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Hernangómez),,66,70
3,8:58.0,,Sacramento full timeout,66,70
3,8:44.0,,Turnover by D. Fox (bad pass; steal by M. Plumlee),66,70
3,8:33.0,N. Jokić misses 3-pt jump shot from 25 ft,,66,70
3,8:28.0,,Defensive rebound by I. Shumpert,66,70
3,8:15.0,,I. Shumpert misses 3-pt jump shot from 25 ft,66,70
3,8:11.0,Defensive rebound by N. Jokić,,66,70
3,7:55.0,J. Murray misses 3-pt jump shot from 25 ft,,66,70
3,7:51.0,Offensive rebound by J. Hernangómez,,66,70
3,7:43.0,J. Murray makes 2-pt jump shot from 20 ft (assist by N. Jokić),,68,70
3,7:30.0,,B. Hield makes 2-pt jump shot from 15 ft (assist by D. Fox),68,72
3,7:30.0,,H. Giles enters the game for N. Bjelica,68,72
3,7:02.0,J. Murray misses 3-pt jump shot from 29 ft,,68,72
3,6:59.0,Offensive rebound by N. Jokić,,68,72
3,6:54.0,Turnover by J. Murray (lost ball; steal by D. Fox),,68,72
3,6:50.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),68,74
3,6:43.0,Personal foul by H. Giles (drawn by N. Jokić),,68,74
3,6:38.0,N. Jokić misses 2-pt layup from 2 ft,,68,74
3,6:36.0,,Defensive rebound by H. Giles,68,74
3,6:29.0,,B. Hield misses 3-pt jump shot from 26 ft,68,74
3,6:24.0,Defensive rebound by N. Jokić,,68,74
3,6:14.0,J. Hernangómez makes 2-pt dunk from 1 ft (assist by M. Plumlee),,70,74
3,5:54.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,70,74
3,5:50.0,Defensive rebound by J. Hernangómez,,70,74
3,5:42.0,Shooting foul by W. Cauley-Stein (drawn by J. Murray),,70,74
3,5:42.0,J. Murray misses free throw 1 of 2,,70,74
3,5:42.0,Offensive rebound by Team,,70,74
3,5:42.0,P. Millsap enters the game for M. Plumlee,,70,74
3,5:42.0,,B. Bogdanović enters the game for I. Shumpert,70,74
3,5:42.0,J. Murray makes free throw 2 of 2,,71,74
3,5:30.0,,H. Giles misses 3-pt jump shot from 23 ft,71,74
3,5:26.0,Defensive rebound by J. Hernangómez,,71,74
3,5:18.0,J. Murray makes 2-pt dunk from 1 ft (assist by N. Jokić),,73,74
3,5:00.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),73,76
3,4:45.0,J. Murray makes 2-pt jump shot from 18 ft,,75,76
3,4:28.0,,Shooting foul by P. Millsap (drawn by W. Cauley-Stein),75,76
3,4:28.0,,W. Cauley-Stein makes free throw 1 of 2,75,77
3,4:28.0,G. Harris enters the game for J. Hernangómez,,75,77
3,4:28.0,,Y. Ferrell enters the game for D. Fox,75,77
3,4:28.0,,W. Cauley-Stein makes free throw 2 of 2,75,78
3,4:07.0,T. Craig makes 2-pt jump shot from 7 ft (assist by J. Murray),,77,78
3,3:56.0,,W. Cauley-Stein misses 2-pt jump shot from 16 ft,77,78
3,3:54.0,Defensive rebound by G. Harris,,77,78
3,3:43.0,J. Murray misses 2-pt jump shot from 5 ft,,77,78
3,3:43.0,Offensive rebound by Team,,77,78
3,3:43.0,Turnover by J. Murray (traveling),,77,78
3,3:31.0,,W. Cauley-Stein misses 2-pt jump shot from 8 ft,77,78
3,3:29.0,Defensive rebound by N. Jokić,,77,78
3,3:17.0,T. Craig misses 3-pt jump shot from 25 ft,,77,78
3,3:15.0,,Defensive rebound by W. Cauley-Stein,77,78
3,3:06.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,77,78
3,3:03.0,Defensive rebound by T. Craig,,77,78
3,3:00.0,Turnover by J. Murray (bad pass),,77,78
3,2:39.0,,B. Hield misses 2-pt jump shot from 15 ft,77,78
3,2:37.0,Defensive rebound by P. Millsap,,77,78
3,2:27.0,J. Murray misses 2-pt layup from 4 ft,,77,78
3,2:23.0,Offensive rebound by J. Murray,,77,78
3,2:23.0,J. Murray makes 2-pt layup at rim,,79,78
3,2:18.0,,Shooting foul by J. Murray (drawn by Y. Ferrell),79,78
3,2:18.0,Denver full timeout,,79,78
3,2:18.0,M. Morris enters the game for N. Jokić,,79,78
3,2:18.0,M. Plumlee enters the game for J. Murray,,79,78
3,2:18.0,,N. Bjelica enters the game for W. Cauley-Stein,79,78
3,2:18.0,,Y. Ferrell misses free throw 1 of 2,79,78
3,2:18.0,,Offensive rebound by Team,79,78
3,2:18.0,,Y. Ferrell makes free throw 2 of 2,79,79
3,2:05.0,M. Morris misses 2-pt jump shot from 16 ft,,79,79
3,2:02.0,Offensive rebound by M. Plumlee,,79,79
3,1:59.0,M. Morris misses 3-pt jump shot from 26 ft,,79,79
3,1:53.0,Offensive rebound by T. Craig,,79,79
3,1:52.0,P. Millsap makes 2-pt layup from 1 ft (assist by T. Craig),,81,79
3,1:39.0,,N. Bjelica makes 2-pt dunk from 1 ft (assist by H. Giles),81,81
3,1:17.0,G. Harris misses 2-pt jump shot from 17 ft,,81,81
3,1:15.0,Offensive rebound by T. Craig,,81,81
3,1:13.0,M. Morris makes 3-pt jump shot from 26 ft (assist by T. Craig),,84,81
3,1:01.0,,Personal foul by T. Craig (drawn by B. Bogdanović),84,81
3,1:01.0,M. Beasley enters the game for T. Craig,,84,81
3,1:01.0,,J. Jackson enters the game for B. Bogdanović,84,81
3,0:52.0,,Personal foul by M. Morris (drawn by Y. Ferrell),84,81
3,0:52.0,,Y. Ferrell makes free throw 1 of 2,84,82
3,0:52.0,,Y. Ferrell misses free throw 2 of 2,84,82
3,0:49.0,Defensive rebound by M. Beasley,,84,82
3,0:30.0,M. Morris misses 3-pt jump shot from 25 ft,,84,82
3,0:27.0,,Defensive rebound by H. Giles,84,82
3,0:11.0,,B. Hield makes 2-pt layup from 2 ft,84,84
3,0:04.0,M. Morris misses 2-pt jump shot from 14 ft (block by J. Jackson),,84,84
3,0:00.0,,Defensive rebound by J. Jackson,84,84
4,11:49.0,G. Harris misses 3-pt jump shot from 25 ft,,84,84
4,11:46.0,Offensive rebound by P. Millsap,,84,84
4,11:40.0,P. Millsap misses 2-pt jump shot from 9 ft (block by J. Jackson),,84,84
4,11:37.0,,Defensive rebound by J. Jackson,84,84
4,11:31.0,,Personal foul by M. Plumlee (drawn by N. Bjelica),84,84
4,11:22.0,,H. Giles misses 2-pt jump shot from 13 ft,84,84
4,11:19.0,Defensive rebound by P. Millsap,,84,84
4,11:00.0,J. Murray makes 3-pt jump shot from 25 ft,,87,84
4,10:42.0,,N. Bjelica misses 3-pt jump shot from 25 ft,87,84
4,10:39.0,Defensive rebound by M. Beasley,,87,84
4,10:29.0,M. Beasley makes 2-pt jump shot from 13 ft (assist by J. Murray),,89,84
4,10:08.0,,Y. Ferrell makes 2-pt layup from 4 ft,89,86
4,9:54.0,M. Beasley misses 3-pt jump shot from 26 ft,,89,86
4,9:51.0,,Defensive rebound by J. Jackson,89,86
4,9:42.0,,Y. Ferrell misses 2-pt layup from 3 ft,89,86
4,9:39.0,,Offensive rebound by J. Jackson,89,86
4,9:39.0,,J. Jackson misses 2-pt layup from 3 ft,89,86
4,9:39.0,Defensive rebound by J. Murray,,89,86
4,9:28.0,M. Plumlee misses 2-pt layup from 3 ft,,89,86
4,9:24.0,,Defensive rebound by B. Bogdanović,89,86
4,9:23.0,,Turnover by B. Bogdanović (bad pass),89,86
4,9:04.0,Flagrant foul type 1 by H. Giles (drawn by M. Plumlee),,89,86
4,9:04.0,M. Plumlee makes flagrant free throw 1 of 2,,90,86
4,9:04.0,Offensive rebound by Team,,90,86
4,9:04.0,M. Plumlee misses flagrant free throw 2 of 2,,90,86
4,8:54.0,P. Millsap misses 2-pt jump shot from 12 ft,,90,86
4,8:52.0,,Defensive rebound by Team,90,86
4,8:27.0,,H. Giles misses 2-pt hook shot from 11 ft,90,86
4,8:27.0,,Offensive rebound by N. Bjelica,90,86
4,8:26.0,,N. Bjelica misses 2-pt layup from 1 ft,90,86
4,8:26.0,Defensive rebound by J. Murray,,90,86
4,8:12.0,M. Beasley misses 2-pt jump shot from 17 ft,,90,86
4,8:08.0,,Defensive rebound by B. Bogdanović,90,86
4,8:04.0,,N. Bjelica makes 3-pt jump shot from 28 ft (assist by B. Bogdanović),90,89
4,7:45.0,P. Millsap makes 3-pt jump shot from 26 ft (assist by J. Murray),,93,89
4,7:24.0,,B. Bogdanović misses 2-pt layup from 2 ft,93,89
4,7:24.0,Defensive rebound by Team,,93,89
4,7:24.0,,Loose ball foul by N. Bjelica (drawn by J. Murray),93,89
4,7:24.0,N. Jokić enters the game for M. Plumlee,,93,89
4,7:24.0,,W. Cauley-Stein enters the game for Y. Ferrell,93,89
4,7:24.0,,D. Fox enters the game for H. Giles,93,89
4,7:12.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,95,89
4,7:06.0,,Personal foul by J. Murray (drawn by B. Bogdanović),95,89
4,7:06.0,,Sacramento full timeout,95,89
4,7:06.0,,B. Hield enters the game for J. Jackson,95,89
4,6:57.0,,D. Fox misses 3-pt jump shot from 23 ft,95,89
4,6:52.0,Defensive rebound by P. Millsap,,95,89
4,6:38.0,J. Murray makes 3-pt jump shot from 25 ft (assist by P. Millsap),,98,89
4,6:27.0,,Shooting foul by M. Beasley (drawn by W. Cauley-Stein),98,89
4,6:27.0,,W. Cauley-Stein makes free throw 1 of 2,98,90
4,6:27.0,,W. Cauley-Stein misses free throw 2 of 2,98,90
4,6:24.0,Defensive rebound by N. Jokić,,98,90
4,6:05.0,J. Murray misses 3-pt jump shot from 26 ft,,98,90
4,5:59.0,Offensive rebound by N. Jokić,,98,90
4,5:59.0,N. Jokić misses 2-pt layup at rim,,98,90
4,5:59.0,Offensive rebound by N. Jokić,,98,90
4,5:56.0,N. Jokić makes 2-pt layup from 2 ft,,100,90
4,5:46.0,Violation by Team (kicked ball),,100,90
4,5:37.0,,B. Bogdanović misses 2-pt jump shot from 22 ft,100,90
4,5:37.0,Defensive rebound by Team,,100,90
4,5:22.0,Turnover by N. Jokić (out of bounds lost ball),,100,90
4,5:13.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),100,92
4,4:46.0,J. Murray misses 3-pt jump shot from 25 ft,,100,92
4,4:46.0,,Defensive rebound by Team,100,92
4,4:45.0,Loose ball foul by P. Millsap (drawn by B. Bogdanović),,100,92
