QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
1,4:51.0,A. Drummond makes 2-pt layup from 5 ft (assist by B. Brown),,15,13
1,4:37.0,,Turnover by J. Brown (traveling),15,13
1,4:37.0,W. Ellington enters the game for B. Brown,,15,13
1,4:24.0,A. Drummond makes 2-pt hook shot from 1 ft (assist by R. Jackson),,17,13
1,4:06.0,,Turnover by M. Smart (bad pass),17,13
1,3:53.0,Personal foul by G. Hayward (drawn by R. Jackson),,17,13
1,3:53.0,,B. Wanamaker enters the game for M. Smart,17,13
1,3:37.0,B. Griffin makes 3-pt jump shot from 25 ft,,20,13
1,3:25.0,,G. Hayward misses 3-pt jump shot from 26 ft,20,13
1,3:24.0,,Offensive rebound by Team,20,13
1,3:24.0,,Boston full timeout,20,13
1,3:24.0,L. Galloway enters the game for R. Jackson,,20,13
1,3:24.0,I. Smith enters the game for L. Kennard,,20,13
1,3:24.0,,S. Ojeleye enters the game for M. Morris,20,13
1,3:20.0,,D. Theis misses 2-pt jump shot from 18 ft,20,13
1,3:19.0,Defensive rebound by B. Griffin,,20,13
1,3:07.0,A. Drummond misses 2-pt layup from 2 ft,,20,13
1,3:06.0,Offensive rebound by B. Griffin,,20,13
1,3:05.0,B. Griffin makes 2-pt layup from 1 ft,,22,13
1,2:54.0,,Turnover by B. Wanamaker (bad pass; steal by A. Drummond),22,13
1,2:51.0,A. Drummond makes 2-pt dunk from 2 ft,,24,13
1,2:40.0,,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by G. Hayward),24,16
1,2:22.0,Shooting foul by J. Brown (drawn by A. Drummond),,24,16
1,2:22.0,A. Drummond makes free throw 1 of 2,,25,16
1,2:22.0,,A. Horford enters the game for D. Theis,25,16
1,2:22.0,A. Drummond makes free throw 2 of 2,,26,16
1,2:10.0,,G. Hayward makes 2-pt layup from 1 ft,26,18
1,2:01.0,B. Griffin makes 3-pt jump shot from 27 ft (assist by I. Smith),,29,18
1,1:43.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by S. Ojeleye),29,21
1,1:31.0,B. Griffin misses 3-pt jump shot from 26 ft,,29,21
1,1:29.0,,Defensive rebound by J. Brown,29,21
1,1:22.0,,J. Brown makes 2-pt jump shot from 10 ft,29,23
1,1:10.0,L. Galloway misses 3-pt jump shot from 25 ft,,29,23
1,1:09.0,,Defensive rebound by Team,29,23
1,1:09.0,T. Maker enters the game for B. Griffin,,29,23
1,0:58.0,,B. Wanamaker makes 3-pt jump shot from 26 ft (assist by A. Horford),29,26
1,0:41.0,W. Ellington misses 3-pt jump shot from 26 ft,,29,26
1,0:39.0,,Defensive rebound by J. Brown,29,26
1,0:35.0,,Personal foul by W. Ellington (drawn by J. Brown),29,26
1,0:35.0,,J. Tatum enters the game for G. Hayward,29,26
1,0:30.0,,A. Horford makes 2-pt jump shot from 21 ft (assist by B. Wanamaker),29,28
1,0:12.0,T. Maker misses 3-pt jump shot from 26 ft,,29,28
1,0:10.0,,Defensive rebound by J. Tatum,29,28
1,0:10.0,,G. Hayward enters the game for S. Ojeleye,29,28
1,0:00.0,,J. Brown misses 2-pt jump shot from 15 ft,29,28
1,0:00.0,,Offensive rebound by Team,29,28
2,11:41.0,Turnover by Z. Pachulia (bad pass; steal by J. Tatum),,29,28
2,11:29.0,,J. Brown makes 2-pt jump shot from 16 ft,29,30
2,11:16.0,L. Galloway misses 2-pt layup from 2 ft,,29,30
2,11:15.0,,Defensive rebound by J. Brown,29,30
2,11:06.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by S. Ojeleye),29,33
2,10:47.0,T. Maker misses 3-pt jump shot from 24 ft,,29,33
2,10:46.0,,Defensive rebound by B. Wanamaker,29,33
2,10:40.0,,S. Ojeleye makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),29,36
2,10:31.0,Detroit full timeout,,29,36
2,10:31.0,L. Kennard enters the game for L. Galloway,,29,36
2,10:21.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by L. Kennard),,31,36
2,10:06.0,,J. Brown makes 2-pt layup from 1 ft (assist by J. Tatum),31,38
2,9:43.0,I. Smith misses 2-pt jump shot from 22 ft,,31,38
2,9:41.0,,Defensive rebound by J. Brown,31,38
2,9:32.0,,B. Wanamaker makes 2-pt jump shot from 7 ft (assist by A. Horford),31,40
2,9:13.0,L. Kennard makes 2-pt jump shot from 14 ft,,33,40
2,8:54.0,,J. Tatum misses 2-pt jump shot from 11 ft,33,40
2,8:52.0,Defensive rebound by I. Smith,,33,40
2,8:40.0,T. Maker misses 3-pt jump shot from 23 ft,,33,40
2,8:39.0,,Defensive rebound by A. Horford,33,40
2,8:33.0,,J. Brown misses 2-pt layup from 4 ft (block by T. Maker),33,40
2,8:32.0,Defensive rebound by Z. Pachulia,,33,40
2,8:28.0,Personal foul by S. Ojeleye (drawn by I. Smith),,33,40
2,8:28.0,,D. Theis enters the game for A. Horford,33,40
2,8:20.0,L. Kennard misses 3-pt jump shot from 25 ft,,33,40
2,8:18.0,,Defensive rebound by B. Wanamaker,33,40
2,8:09.0,,J. Brown misses 3-pt jump shot from 24 ft,33,40
2,8:07.0,Defensive rebound by Z. Pachulia,,33,40
2,8:00.0,Shooting foul by D. Theis (drawn by Z. Pachulia),,33,40
2,8:00.0,Z. Pachulia makes free throw 1 of 2,,34,40
2,8:00.0,,M. Smart enters the game for B. Wanamaker,34,40
2,8:00.0,Z. Pachulia makes free throw 2 of 2,,35,40
2,7:46.0,,D. Theis makes 2-pt dunk from 1 ft (assist by J. Tatum),35,42
2,7:30.0,Z. Pachulia misses 2-pt hook shot from 8 ft,,35,42
2,7:28.0,Offensive rebound by T. Maker,,35,42
2,7:22.0,T. Maker makes 2-pt layup from 1 ft,,37,42
2,7:10.0,,J. Tatum misses 3-pt jump shot from 26 ft,37,42
2,7:08.0,,Offensive rebound by D. Theis,37,42
2,6:57.0,,J. Brown makes 2-pt layup at rim (assist by M. Smart),37,44
2,6:47.0,L. Kennard makes 3-pt jump shot from 22 ft (assist by I. Smith),,40,44
2,6:27.0,,Personal foul by Z. Pachulia (drawn by J. Brown),40,44
2,6:27.0,B. Griffin enters the game for W. Ellington,,40,44
2,6:27.0,R. Jackson enters the game for Z. Pachulia,,40,44
2,6:27.0,,M. Morris enters the game for J. Brown,40,44
2,6:16.0,,Turnover by M. Smart (discontinued dribble),40,44
2,5:56.0,B. Griffin makes 2-pt layup from 1 ft (assist by L. Kennard),,42,44
2,5:45.0,,M. Morris misses 3-pt jump shot from 23 ft,42,44
2,5:43.0,,Offensive rebound by M. Morris,42,44
2,5:39.0,,M. Smart misses 3-pt jump shot from 26 ft,42,44
2,5:36.0,,Offensive rebound by S. Ojeleye,42,44
2,5:36.0,,S. Ojeleye makes 2-pt dunk from 1 ft,42,46
2,5:27.0,Shooting foul by D. Theis (drawn by T. Maker),,42,46
2,5:27.0,T. Maker makes free throw 1 of 2,,43,46
2,5:27.0,T. Maker makes free throw 2 of 2,,44,46
2,5:12.0,,M. Smart makes 2-pt layup from 1 ft,44,48
2,4:49.0,B. Griffin misses 2-pt layup from 3 ft,,44,48
2,4:46.0,,Defensive rebound by S. Ojeleye,44,48
2,4:39.0,,J. Tatum misses 3-pt jump shot from 26 ft,44,48
2,4:37.0,Defensive rebound by L. Kennard,,44,48
2,4:24.0,B. Griffin makes 2-pt hook shot from 4 ft,,46,48
2,4:16.0,,Boston full timeout,46,48
2,4:16.0,A. Drummond enters the game for T. Maker,,46,48
2,4:16.0,W. Ellington enters the game for I. Smith,,46,48
2,4:16.0,,G. Hayward enters the game for S. Ojeleye,46,48
2,4:16.0,,A. Horford enters the game for D. Theis,46,48
2,4:11.0,,Shooting foul by W. Ellington (drawn by G. Hayward),46,48
2,4:11.0,,G. Hayward misses free throw 1 of 2,46,48
2,4:11.0,,Offensive rebound by Team,46,48
2,4:11.0,,G. Hayward makes free throw 2 of 2,46,49
2,3:56.0,A. Drummond makes 2-pt hook shot from 4 ft (assist by L. Kennard),,48,49
2,3:34.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by A. Horford),48,51
2,3:07.0,B. Griffin makes 3-pt jump shot from 33 ft (assist by R. Jackson),,51,51
2,2:52.0,,Turnover by M. Smart (bad pass; steal by A. Drummond),51,51
2,2:49.0,Shooting foul by M. Morris (drawn by L. Kennard),,51,51
2,2:49.0,L. Kennard misses free throw 1 of 2,,51,51
2,2:49.0,Offensive rebound by Team,,51,51
2,2:49.0,L. Kennard makes free throw 2 of 2,,52,51
2,2:49.0,,J. Brown enters the game for M. Smart,52,51
2,2:36.0,,Turnover by M. Morris (out of bounds lost ball),52,51
2,2:23.0,R. Jackson misses 2-pt layup from 2 ft,,52,51
2,2:21.0,,Defensive rebound by A. Horford,52,51
2,2:18.0,,G. Hayward makes 2-pt dunk at rim,52,53
2,1:56.0,R. Jackson misses 3-pt jump shot from 23 ft,,52,53
2,1:53.0,,Defensive rebound by J. Brown,52,53
2,1:43.0,,J. Tatum misses 2-pt jump shot from 9 ft,52,53
2,1:42.0,Defensive rebound by A. Drummond,,52,53
2,1:33.0,Turnover by R. Jackson (bad pass; steal by G. Hayward),,52,53
2,1:28.0,,J. Brown makes 2-pt layup from 1 ft (assist by G. Hayward),52,55
2,1:25.0,Shooting foul by M. Morris (drawn by A. Drummond),,52,55
2,1:25.0,A. Drummond misses free throw 1 of 2,,52,55
2,1:25.0,Offensive rebound by Team,,52,55
2,1:25.0,A. Drummond misses free throw 2 of 2,,52,55
2,1:22.0,,Defensive rebound by M. Morris,52,55
2,1:01.0,,A. Horford misses 2-pt layup from 6 ft,52,55
2,0:58.0,Defensive rebound by B. Griffin,,52,55
2,0:54.0,W. Ellington misses 3-pt jump shot from 26 ft,,52,55
2,0:50.0,A. Drummond misses 2-pt layup from 1 ft,,52,55
2,0:50.0,Offensive rebound by A. Drummond,,52,55
2,0:49.0,,Defensive rebound by A. Horford,52,55
2,0:40.0,,Personal foul by L. Kennard (drawn by G. Hayward),52,55
2,0:35.0,,Shooting foul by A. Drummond (drawn by G. Hayward),52,55
2,0:35.0,,G. Hayward makes free throw 1 of 2,52,56
2,0:35.0,,G. Hayward makes free throw 2 of 2,52,57
2,0:28.0,Offensive foul by A. Drummond (drawn by M. Morris),,52,57
2,0:28.0,Turnover by A. Drummond (offensive foul),,52,57
2,0:28.0,T. Maker enters the game for A. Drummond,,52,57
2,0:05.0,,M. Morris misses 2-pt jump shot from 10 ft,52,57
2,0:03.0,,Offensive rebound by M. Morris,52,57
2,0:02.0,,M. Morris misses 2-pt jump shot from 5 ft,52,57
2,0:02.0,,Offensive rebound by A. Horford,52,57
3,11:38.0,A. Drummond makes 2-pt layup from 2 ft (assist by B. Griffin),,54,57
3,11:15.0,,G. Hayward makes 3-pt jump shot from 27 ft (assist by J. Tatum),54,60
3,10:49.0,L. Kennard misses 2-pt hook shot from 5 ft,,54,60
3,10:47.0,,Defensive rebound by G. Hayward,54,60
3,10:32.0,,J. Tatum makes 2-pt layup from 1 ft (assist by M. Smart),54,62
3,10:18.0,Personal foul by M. Smart (drawn by B. Griffin),,54,62
3,10:05.0,B. Griffin misses 2-pt jump shot from 20 ft,,54,62
3,10:03.0,,Defensive rebound by A. Horford,54,62
3,9:56.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by G. Hayward),54,65
3,9:36.0,Turnover by R. Jackson (bad pass; steal by M. Smart),,54,65
3,9:30.0,,J. Tatum misses 3-pt jump shot from 27 ft,54,65
3,9:28.0,Defensive rebound by A. Drummond,,54,65
3,9:18.0,B. Brown makes 3-pt jump shot from 23 ft (assist by L. Kennard),,57,65
3,8:52.0,,A. Horford misses 3-pt jump shot from 27 ft,57,65
3,8:50.0,,Offensive rebound by J. Tatum,57,65
3,8:47.0,,J. Tatum misses 2-pt layup from 1 ft,57,65
3,8:46.0,Defensive rebound by B. Griffin,,57,65
3,8:32.0,Shooting foul by M. Smart (drawn by A. Drummond),,57,65
3,8:32.0,A. Drummond misses free throw 1 of 2,,57,65
3,8:32.0,Offensive rebound by Team,,57,65
3,8:32.0,A. Drummond makes free throw 2 of 2,,58,65
3,8:20.0,,M. Morris makes 2-pt jump shot from 6 ft,58,67
3,8:03.0,B. Griffin misses 2-pt jump shot from 14 ft,,58,67
3,8:02.0,,Defensive rebound by G. Hayward,58,67
3,7:50.0,,Personal foul by B. Brown (drawn by G. Hayward),58,67
3,7:44.0,,Personal foul by B. Brown (drawn by J. Tatum),58,67
3,7:42.0,,Personal foul by R. Jackson (drawn by G. Hayward),58,67
3,7:37.0,,G. Hayward misses 3-pt jump shot from 26 ft,58,67
3,7:35.0,,Offensive rebound by A. Horford,58,67
3,7:27.0,,M. Morris makes 2-pt jump shot from 7 ft,58,69
3,7:27.0,,Shooting foul by R. Jackson (drawn by M. Morris),58,69
3,7:27.0,,D. Theis enters the game for A. Horford,58,69
3,7:27.0,,M. Morris misses free throw 1 of 1,58,69
3,7:26.0,Defensive rebound by A. Drummond,,58,69
3,7:15.0,Turnover by R. Jackson (lost ball; steal by M. Smart),,58,69
3,7:12.0,,Offensive foul by G. Hayward (drawn by B. Griffin),58,69
3,7:12.0,,Turnover by G. Hayward (offensive foul),58,69
3,6:59.0,L. Kennard misses 3-pt jump shot from 27 ft,,58,69
3,6:57.0,,Defensive rebound by D. Theis,58,69
3,6:47.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by D. Theis),58,72
3,6:40.0,Detroit full timeout,,58,72
3,6:40.0,W. Ellington enters the game for B. Brown,,58,72
3,6:40.0,L. Galloway enters the game for L. Kennard,,58,72
3,6:20.0,W. Ellington misses 3-pt jump shot from 26 ft,,58,72
3,6:18.0,,Defensive rebound by M. Morris,58,72
3,6:15.0,,M. Morris misses 3-pt jump shot from 25 ft,58,72
3,6:13.0,Defensive rebound by R. Jackson,,58,72
3,6:09.0,Personal foul by J. Tatum (drawn by B. Griffin),,58,72
3,6:06.0,Personal foul by J. Tatum (drawn by B. Griffin),,58,72
3,6:01.0,Shooting foul by D. Theis (drawn by R. Jackson),,58,72
3,6:01.0,R. Jackson makes free throw 1 of 2,,59,72
3,6:01.0,R. Jackson makes free throw 2 of 2,,60,72
3,5:47.0,,M. Morris misses 3-pt jump shot from 26 ft,60,72
3,5:45.0,Defensive rebound by A. Drummond,,60,72
3,5:36.0,R. Jackson misses 2-pt layup from 3 ft,,60,72
3,5:34.0,Offensive rebound by A. Drummond,,60,72
3,5:33.0,A. Drummond misses 2-pt layup from 2 ft (block by D. Theis),,60,72
3,5:32.0,,Defensive rebound by J. Tatum,60,72
3,5:25.0,,Turnover by J. Tatum (out of bounds lost ball),60,72
3,5:25.0,,J. Brown enters the game for M. Morris,60,72
3,5:16.0,L. Galloway misses 3-pt jump shot from 25 ft,,60,72
3,5:13.0,,Defensive rebound by D. Theis,60,72
3,5:12.0,,Personal foul by A. Drummond (drawn by D. Theis),60,72
3,5:12.0,,Technical foul by D. Theis,60,72
3,5:12.0,R. Jackson makes technical free throw,,61,72
3,5:12.0,,D. Theis makes free throw 1 of 2,61,73
3,5:12.0,T. Maker enters the game for A. Drummond,,61,73
3,5:12.0,,D. Theis makes free throw 2 of 2,61,74
3,4:53.0,Personal foul by G. Hayward (drawn by B. Griffin),,61,74
3,4:53.0,B. Griffin misses free throw 1 of 2,,61,74
3,4:53.0,Offensive rebound by Team,,61,74
3,4:53.0,B. Griffin makes free throw 2 of 2,,62,74
3,4:44.0,,D. Theis misses 3-pt jump shot from 25 ft,62,74
3,4:42.0,Defensive rebound by T. Maker,,62,74
3,4:38.0,,Violation by Team (kicked ball),62,74
3,4:33.0,Personal foul by M. Smart (drawn by B. Griffin),,62,74
3,4:33.0,B. Griffin makes free throw 1 of 2,,63,74
3,4:33.0,B. Griffin makes free throw 2 of 2,,64,74
3,4:20.0,,Turnover by G. Hayward (lost ball; steal by W. Ellington),64,74
3,4:13.0,R. Jackson misses 3-pt jump shot from 27 ft,,64,74
3,4:11.0,,Defensive rebound by Team,64,74
3,4:11.0,,Boston full timeout,64,74
3,4:11.0,I. Smith enters the game for R. Jackson,,64,74
3,4:11.0,,S. Ojeleye enters the game for J. Tatum,64,74
3,3:57.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by D. Theis),64,77
3,3:36.0,B. Griffin makes 2-pt hook shot from 9 ft,,66,77
3,3:18.0,,Turnover by M. Smart (lost ball; steal by W. Ellington),66,77
3,3:12.0,I. Smith makes 2-pt layup from 1 ft (assist by W. Ellington),,68,77
3,3:00.0,,J. Brown makes 2-pt jump shot from 9 ft,68,79
3,2:48.0,W. Ellington misses 3-pt jump shot from 25 ft,,68,79
3,2:46.0,,Defensive rebound by J. Brown,68,79
3,2:32.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by G. Hayward),68,82
3,2:17.0,B. Griffin misses 3-pt jump shot from 25 ft,,68,82
3,2:15.0,Offensive rebound by B. Griffin,,68,82
3,2:13.0,Turnover by T. Maker (bad pass),,68,82
3,2:03.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by G. Hayward),68,85
3,1:47.0,Personal foul by J. Brown (drawn by B. Griffin),,68,85
3,1:47.0,Offensive rebound by Team,,68,85
3,1:47.0,B. Griffin misses free throw 1 of 2,,68,85
3,1:47.0,B. Griffin misses free throw 2 of 2,,68,85
3,1:46.0,,Defensive rebound by Team,68,85
3,1:46.0,Loose ball foul by T. Maker (drawn by S. Ojeleye),,68,85
3,1:46.0,,S. Ojeleye makes free throw 1 of 2,68,86
3,1:46.0,,S. Ojeleye misses free throw 2 of 2,68,86
3,1:45.0,Defensive rebound by B. Griffin,,68,86
3,1:23.0,Personal foul by J. Brown (drawn by B. Griffin),,68,86
3,1:23.0,B. Griffin makes free throw 1 of 2,,69,86
3,1:23.0,B. Griffin misses free throw 2 of 2,,69,86
3,1:22.0,,Defensive rebound by G. Hayward,69,86
3,1:04.0,,M. Smart misses 3-pt jump shot from 25 ft,69,86
3,1:02.0,Defensive rebound by Team,,69,86
3,1:02.0,,A. Horford enters the game for G. Hayward,69,86
3,1:02.0,,J. Tatum enters the game for D. Theis,69,86
3,0:48.0,B. Griffin misses 2-pt jump shot from 7 ft,,69,86
3,0:44.0,Offensive rebound by T. Maker,,69,86
3,0:44.0,T. Maker misses 2-pt dunk from 1 ft,,69,86
3,0:43.0,,Defensive rebound by M. Smart,69,86
3,0:37.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by A. Horford),69,89
3,0:23.0,W. Ellington makes 3-pt jump shot from 28 ft (assist by B. Griffin),,72,89
3,0:03.0,,J. Tatum misses 3-pt jump shot from 23 ft,72,89
3,0:01.0,,Offensive rebound by M. Smart,72,89
3,0:01.0,,M. Smart makes 2-pt jump shot from 1 ft,72,91
3,0:00.0,B. Griffin misses 3-pt jump shot from 61 ft (block by M. Smart),,72,91
3,0:00.0,Offensive rebound by Team,,72,91
4,11:45.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,72,91
4,11:43.0,Defensive rebound by A. Drummond,,72,91
4,11:27.0,W. Ellington misses 3-pt jump shot from 27 ft,,72,91
4,11:25.0,,Defensive rebound by A. Horford,72,91
4,11:12.0,,A. Horford makes 2-pt hook shot from 4 ft (assist by J. Tatum),72,93
4,11:12.0,Violation by Team (def goaltending),,72,93
4,11:01.0,Turnover by I. Smith (bad pass; steal by J. Brown),,72,93
4,10:58.0,,J. Brown makes 2-pt layup from 2 ft,72,95
4,10:44.0,T. Maker misses 3-pt jump shot from 23 ft,,72,95
4,10:41.0,,Defensive rebound by A. Horford,72,95
4,10:28.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by A. Horford),72,98
4,10:27.0,Detroit full timeout,,72,98
4,10:15.0,L. Kennard misses 2-pt jump shot from 20 ft,,72,98
4,10:13.0,,Defensive rebound by S. Ojeleye,72,98
4,10:03.0,,J. Brown misses 2-pt jump shot from 14 ft,72,98
4,10:02.0,Defensive rebound by A. Drummond,,72,98
4,9:49.0,I. Smith misses 2-pt layup from 5 ft,,72,98
4,9:47.0,,Defensive rebound by A. Horford,72,98
4,9:37.0,,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),72,100
4,9:18.0,L. Kennard misses 3-pt jump shot from 25 ft,,72,100
4,9:15.0,Offensive rebound by A. Drummond,,72,100
4,9:15.0,A. Drummond misses 2-pt layup from 1 ft,,72,100
4,9:14.0,Offensive rebound by I. Smith,,72,100
4,9:13.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by I. Smith),,75,100
4,8:55.0,,A. Horford misses 2-pt dunk at rim,75,100
4,8:52.0,Defensive rebound by I. Smith,,75,100
4,8:48.0,T. Maker misses 3-pt jump shot from 23 ft,,75,100
4,8:46.0,,Defensive rebound by J. Tatum,75,100
4,8:31.0,,J. Tatum misses 3-pt jump shot from 27 ft,75,100
4,8:31.0,Defensive rebound by I. Smith,,75,100
4,8:21.0,Shooting foul by S. Ojeleye (drawn by T. Maker),,75,100
4,8:21.0,T. Maker makes free throw 1 of 2,,76,100
4,8:21.0,R. Jackson enters the game for I. Smith,,76,100
4,8:21.0,,M. Morris enters the game for A. Horford,76,100
4,8:21.0,,D. Theis enters the game for S. Ojeleye,76,100
4,8:21.0,T. Maker makes free throw 2 of 2,,77,100
4,8:06.0,,Turnover by J. Tatum (bad pass; steal by L. Kennard),77,100
4,7:59.0,W. Ellington makes 2-pt layup from 1 ft (assist by T. Maker),,79,100
4,7:37.0,,D. Theis misses 2-pt layup from 1 ft,79,100
4,7:37.0,Defensive rebound by A. Drummond,,79,100
4,7:30.0,R. Jackson makes 3-pt jump shot from 26 ft,,82,100
4,7:30.0,,Boston full timeout,82,100
4,7:30.0,B. Griffin enters the game for T. Maker,,82,100
4,7:30.0,,G. Hayward enters the game for J. Brown,82,100
4,7:09.0,,Turnover by M. Morris (out of bounds lost ball),82,100
4,6:55.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,84,100
4,6:34.0,,D. Theis makes 2-pt dunk from 2 ft (assist by G. Hayward),84,102
4,6:15.0,Shooting foul by B. Wanamaker (drawn by R. Jackson),,84,102
4,6:15.0,R. Jackson misses free throw 1 of 2,,84,102
4,6:15.0,Offensive rebound by Team,,84,102
4,6:15.0,,A. Horford enters the game for D. Theis,84,102
4,6:15.0,,M. Smart enters the game for B. Wanamaker,84,102
4,6:15.0,R. Jackson makes free throw 2 of 2,,85,102
4,6:05.0,,Turnover by J. Tatum (back court),85,102
4,6:05.0,,J. Brown enters the game for J. Tatum,85,102
4,5:57.0,Shooting foul by M. Smart (drawn by A. Drummond),,85,102
4,5:57.0,A. Drummond makes free throw 1 of 2,,86,102
4,5:57.0,A. Drummond makes free throw 2 of 2,,87,102
4,5:44.0,,G. Hayward misses 2-pt jump shot from 3 ft,87,102
4,5:42.0,,Offensive rebound by M. Morris,87,102
4,5:32.0,,Turnover by M. Morris (lost ball; steal by A. Drummond),87,102
4,5:22.0,W. Ellington misses 3-pt jump shot from 25 ft,,87,102
4,5:21.0,,Defensive rebound by A. Horford,87,102
4,5:10.0,,Turnover by M. Smart (bad pass),87,102
4,4:59.0,Turnover by B. Griffin (bad pass; steal by J. Brown),,87,102
4,4:46.0,,A. Horford misses 2-pt jump shot from 13 ft,87,102
4,4:43.0,Defensive rebound by B. Griffin,,87,102
4,4:30.0,R. Jackson makes 3-pt jump shot from 24 ft,,90,102
4,4:17.0,,Turnover by M. Smart (bad pass; steal by A. Drummond),90,102
4,4:15.0,A. Drummond makes 2-pt dunk from 1 ft,,92,102
4,4:01.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by G. Hayward),92,105
4,3:55.0,Detroit full timeout,,92,105
4,3:52.0,Offensive foul by B. Griffin (drawn by J. Brown),,92,105
4,3:52.0,Turnover by B. Griffin (offensive foul),,92,105
4,3:39.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by G. Hayward),92,108
4,3:36.0,Flagrant foul type 1 by A. Horford (drawn by B. Griffin),,92,108
4,3:36.0,B. Griffin makes flagrant free throw 1 of 2,,93,108
4,3:36.0,B. Griffin makes flagrant free throw 2 of 2,,94,108
4,3:32.0,W. Ellington misses 3-pt jump shot from 26 ft,,94,108
