QUARTER,TIME_REMAINING,INDIANA_ACTION,MILWAUKEE_ACTION,INDIANA_SCORE,MILWAUKEE_SCORE
4,5:29.0,T. Young makes free throw 2 of 2,,85,102
4,5:07.0,,G. Antetokounmpo makes 2-pt dunk at rim,85,104
4,4:48.0,M. Turner misses 2-pt dunk from 3 ft (block by G. Antetokounmpo),,85,104
4,4:48.0,Offensive rebound by Team,,85,104
4,4:44.0,C. Joseph misses 2-pt layup from 3 ft (block by B. Lopez),,85,104
4,4:44.0,,Defensive rebound by Team,85,104
4,4:37.0,,Personal foul by C. Joseph (drawn by E. Bledsoe),85,104
4,4:37.0,,P. Gasol enters the game for G. Antetokounmpo,85,104
4,4:31.0,,T. Snell misses 2-pt layup from 2 ft,85,104
4,4:27.0,Defensive rebound by B. Bogdanović,,85,104
4,4:23.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,88,104
4,4:04.0,,K. Middleton misses 2-pt jump shot from 10 ft,88,104
4,3:58.0,Defensive rebound by M. Turner,,88,104
4,3:58.0,B. Bogdanović makes 2-pt layup from 1 ft,,90,104
4,3:58.0,,Milwaukee full timeout,90,104
4,3:58.0,,G. Antetokounmpo enters the game for P. Gasol,90,104
4,3:58.0,,M. Brogdon enters the game for T. Snell,90,104
4,3:44.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),90,106
4,3:29.0,M. Turner misses 3-pt jump shot from 27 ft,,90,106
4,3:25.0,,Defensive rebound by E. Bledsoe,90,106
4,3:19.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),90,108
4,3:06.0,W. Matthews misses 2-pt jump shot from 13 ft (block by B. Lopez),,90,108
4,3:04.0,Offensive rebound by W. Matthews,,90,108
4,3:04.0,T. Young misses 3-pt jump shot from 27 ft,,90,108
4,3:04.0,Offensive rebound by M. Turner,,90,108
4,3:04.0,Personal foul by K. Middleton (drawn by M. Turner),,90,108
4,3:04.0,M. Turner makes free throw 1 of 2,,91,108
4,3:04.0,M. Turner makes free throw 2 of 2,,92,108
4,2:48.0,,G. Antetokounmpo makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),92,110
4,2:37.0,B. Bogdanović misses 3-pt jump shot from 29 ft,,92,110
4,2:34.0,,Defensive rebound by G. Antetokounmpo,92,110
4,2:23.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),92,112
4,2:23.0,Indiana full timeout,,92,112
4,2:23.0,A. Holiday enters the game for B. Bogdanović,,92,112
4,2:23.0,T. Leaf enters the game for C. Joseph,,92,112
4,2:23.0,D. McDermott enters the game for W. Matthews,,92,112
4,2:23.0,K. O'Quinn enters the game for M. Turner,,92,112
4,2:23.0,E. Sumner enters the game for T. Young,,92,112
4,2:23.0,,P. Connaughton enters the game for G. Antetokounmpo,92,112
4,2:23.0,,D. DiVincenzo enters the game for M. Brogdon,92,112
4,2:23.0,,P. Gasol enters the game for B. Lopez,92,112
4,2:23.0,,T. Snell enters the game for K. Middleton,92,112
4,2:10.0,K. O'Quinn makes 2-pt jump shot from 17 ft (assist by E. Sumner),,94,112
4,1:56.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,94,112
4,1:51.0,,Offensive rebound by E. Bledsoe,94,112
4,1:39.0,,D. DiVincenzo makes 3-pt jump shot from 27 ft (assist by P. Connaughton),94,115
4,1:30.0,A. Holiday misses 3-pt jump shot from 27 ft,,94,115
4,1:29.0,,Defensive rebound by P. Connaughton,94,115
4,1:04.0,,T. Snell misses 3-pt jump shot from 23 ft,94,115
4,1:01.0,,Offensive rebound by D. DiVincenzo,94,115
4,1:01.0,,D. Wilson enters the game for E. Bledsoe,94,115
4,0:50.0,,D. DiVincenzo makes 2-pt jump shot from 20 ft,94,117
4,0:40.0,K. O'Quinn misses 2-pt layup from 3 ft (block by D. Wilson),,94,117
4,0:39.0,Offensive rebound by K. O'Quinn,,94,117
4,0:36.0,K. O'Quinn makes 2-pt layup from 3 ft,,96,117
4,0:19.0,,D. DiVincenzo misses 3-pt jump shot from 28 ft,96,117
4,0:13.0,Defensive rebound by T. Leaf,,96,117
4,0:11.0,A. Holiday makes 2-pt layup from 1 ft,,98,117
