QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
1,0:46.0,,T. Wallace misses 2-pt hook shot from 7 ft,26,25
1,0:45.0,Defensive rebound by D. Green,,26,25
1,0:38.0,Turnover by K. Durant (bad pass; steal by M. Scott),,26,25
1,0:35.0,,P. Beverley misses 3-pt jump shot from 25 ft,26,25
1,0:30.0,Defensive rebound by K. Durant,,26,25
1,0:06.0,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),,28,25
1,0:03.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,28,25
1,0:00.0,Defensive rebound by D. Green,,28,25
1,0:00.0,Technical foul by D. Rivers,,28,25
2,12:00.0,K. Durant misses technical free throw,,28,25
2,12:00.0,Offensive rebound by Team,,28,25
2,12:00.0,D. Cousins enters the game for K. Durant,,28,25
2,11:45.0,D. Cousins misses 2-pt jump shot from 22 ft,,28,25
2,11:40.0,,Defensive rebound by M. Scott,28,25
2,11:28.0,,Shooting foul by D. Cousins (drawn by P. Beverley),28,25
2,11:28.0,,P. Beverley makes free throw 1 of 2,28,26
2,11:28.0,,P. Beverley makes free throw 2 of 2,28,27
2,11:11.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by K. Thompson),,31,27
2,10:46.0,,M. Harrell misses 2-pt jump shot from 11 ft,31,27
2,10:43.0,Defensive rebound by D. Cousins,,31,27
2,10:31.0,D. Cousins misses 3-pt jump shot from 25 ft,,31,27
2,10:28.0,,Defensive rebound by M. Scott,31,27
2,10:22.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),31,30
2,10:12.0,Away from play foul by T. Wallace (drawn by A. Iguodala),,31,30
2,10:02.0,A. Iguodala misses 3-pt jump shot from 24 ft,,31,30
2,9:59.0,,Defensive rebound by M. Scott,31,30
2,9:39.0,,T. Wallace misses 2-pt jump shot from 5 ft,31,30
2,9:37.0,Defensive rebound by S. Livingston,,31,30
2,9:26.0,A. Iguodala misses 3-pt jump shot from 23 ft,,31,30
2,9:24.0,,Defensive rebound by T. Wallace,31,30
2,9:24.0,,Turnover by T. Wallace (traveling),31,30
2,9:15.0,Personal foul by M. Harrell (drawn by D. Cousins),,31,30
2,9:11.0,Personal foul by T. Wallace (drawn by K. Thompson),,31,30
2,9:06.0,A. Iguodala makes 2-pt dunk from 2 ft (assist by D. Green),,33,30
2,8:47.0,,P. Beverley misses 2-pt layup from 2 ft (block by D. Green),33,30
2,8:47.0,,Offensive rebound by M. Harrell,33,30
2,8:46.0,,Personal foul by K. Thompson (drawn by M. Harrell),33,30
2,8:41.0,,Turnover by P. Beverley (bad pass; steal by A. Iguodala),33,30
2,8:39.0,A. Iguodala makes 2-pt layup from 1 ft,,35,30
2,8:39.0,Shooting foul by P. Beverley (drawn by A. Iguodala),,35,30
2,8:39.0,,T. Harris enters the game for T. Wallace,35,30
2,8:39.0,A. Iguodala misses free throw 1 of 1,,35,30
2,8:37.0,,Defensive rebound by T. Harris,35,30
2,8:19.0,,Turnover by M. Harrell (lost ball; steal by A. Iguodala),35,30
2,8:14.0,D. Cousins misses 2-pt layup from 1 ft (block by M. Harrell),,35,30
2,8:10.0,,Defensive rebound by M. Scott,35,30
2,8:10.0,Technical foul by D. Green,,35,30
2,8:10.0,,T. Harris makes technical free throw,35,31
2,8:10.0,Q. Cook enters the game for A. Iguodala,,35,31
2,7:56.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,35,31
2,7:53.0,Defensive rebound by D. Green,,35,31
2,7:45.0,Shooting foul by P. Beverley (drawn by D. Cousins),,35,31
2,7:45.0,D. Cousins makes free throw 1 of 2,,36,31
2,7:45.0,S. Curry enters the game for D. Green,,36,31
2,7:45.0,D. Cousins misses free throw 2 of 2,,36,31
2,7:42.0,,Defensive rebound by M. Harrell,36,31
2,7:32.0,,LA Clippers full timeout,36,31
2,7:32.0,K. Durant enters the game for D. Cousins,,36,31
2,7:32.0,K. Looney enters the game for K. Thompson,,36,31
2,7:27.0,,T. Harris misses 2-pt jump shot from 13 ft,36,31
2,7:23.0,Defensive rebound by K. Durant,,36,31
2,7:09.0,S. Curry misses 3-pt jump shot from 23 ft,,36,31
2,7:07.0,,Defensive rebound by T. Harris,36,31
2,6:58.0,,Personal foul by Q. Cook (drawn by S. Gilgeous-Alexander),36,31
2,6:58.0,,A. Bradley enters the game for P. Beverley,36,31
2,6:44.0,,T. Harris makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),36,33
2,6:26.0,S. Curry misses 3-pt jump shot from 23 ft,,36,33
2,6:23.0,,Defensive rebound by S. Gilgeous-Alexander,36,33
2,6:14.0,,M. Harrell makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),36,35
2,6:01.0,K. Looney misses 2-pt layup from 2 ft,,36,35
2,5:59.0,,Defensive rebound by M. Harrell,36,35
2,5:47.0,,Shooting foul by Q. Cook (drawn by S. Gilgeous-Alexander),36,35
2,5:47.0,,S. Gilgeous-Alexander makes free throw 1 of 2,36,36
2,5:47.0,,S. Gilgeous-Alexander makes free throw 2 of 2,36,37
2,5:33.0,K. Durant makes 2-pt jump shot from 8 ft (assist by S. Livingston),,38,37
2,5:04.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,38,37
2,5:01.0,Defensive rebound by K. Durant,,38,37
2,4:55.0,Q. Cook misses 3-pt jump shot from 25 ft,,38,37
2,4:52.0,,Defensive rebound by M. Harrell,38,37
2,4:47.0,,Turnover by T. Harris (lost ball; steal by K. Durant),38,37
2,4:44.0,Q. Cook makes 2-pt layup from 1 ft,,40,37
2,4:44.0,Shooting foul by A. Bradley (drawn by Q. Cook),,40,37
2,4:44.0,D. Green enters the game for S. Livingston,,40,37
2,4:44.0,K. Thompson enters the game for K. Looney,,40,37
2,4:44.0,,M. Gortat enters the game for M. Harrell,40,37
2,4:44.0,Q. Cook makes free throw 1 of 1,,41,37
2,4:33.0,,T. Harris makes 3-pt jump shot from 26 ft,41,40
2,4:22.0,Golden State full timeout,,41,40
2,4:22.0,A. Iguodala enters the game for Q. Cook,,41,40
2,4:08.0,D. Green misses 3-pt jump shot from 25 ft,,41,40
2,4:04.0,,Defensive rebound by M. Gortat,41,40
2,3:47.0,,M. Scott misses 3-pt jump shot from 24 ft,41,40
2,3:46.0,Defensive rebound by Team,,41,40
2,3:31.0,K. Thompson makes 2-pt jump shot from 9 ft (assist by D. Green),,43,40
2,3:31.0,,P. Beverley enters the game for M. Scott,43,40
2,3:10.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 18 ft,43,42
2,3:00.0,Shooting foul by A. Bradley (drawn by S. Curry),,43,42
2,3:00.0,S. Curry makes free throw 1 of 2,,44,42
2,3:00.0,S. Curry makes free throw 2 of 2,,45,42
2,2:50.0,,M. Gortat makes 2-pt dunk from 1 ft,45,44
2,2:36.0,S. Curry makes 3-pt jump shot from 30 ft,,48,44
2,2:12.0,,A. Bradley misses 2-pt layup from 2 ft (block by K. Thompson),48,44
2,2:08.0,Defensive rebound by A. Iguodala,,48,44
2,2:07.0,K. Thompson misses 3-pt jump shot from 26 ft,,48,44
2,2:03.0,,Defensive rebound by T. Harris,48,44
2,1:40.0,,P. Beverley misses 2-pt jump shot from 9 ft,48,44
2,1:35.0,,Offensive rebound by M. Gortat,48,44
2,1:35.0,,M. Gortat makes 2-pt layup from 1 ft,48,46
2,1:27.0,Turnover by K. Durant (bad pass; steal by S. Gilgeous-Alexander),,48,46
2,1:19.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 10 ft,48,48
2,1:03.0,D. Green misses 3-pt jump shot from 25 ft,,48,48
2,1:00.0,,Defensive rebound by T. Harris,48,48
2,0:37.0,,T. Harris misses 2-pt jump shot from 14 ft,48,48
2,0:35.0,Defensive rebound by S. Curry,,48,48
2,0:33.0,Shooting foul by P. Beverley (drawn by D. Green),,48,48
2,0:33.0,D. Green misses free throw 1 of 2,,48,48
2,0:33.0,Offensive rebound by Team,,48,48
2,0:33.0,,M. Harrell enters the game for P. Beverley,48,48
2,0:33.0,,J. Robinson enters the game for M. Gortat,48,48
2,0:33.0,D. Green makes free throw 2 of 2,,49,48
2,0:14.0,,Personal foul by D. Green (drawn by S. Gilgeous-Alexander),49,48
2,0:14.0,,Technical foul by P. Beverley,49,48
2,0:14.0,S. Curry makes technical free throw,,50,48
2,0:14.0,,S. Gilgeous-Alexander makes free throw 1 of 2,50,49
2,0:14.0,Q. Cook enters the game for A. Iguodala,,50,49
2,0:14.0,,S. Thornwell enters the game for J. Robinson,50,49
2,0:14.0,,S. Gilgeous-Alexander makes free throw 2 of 2,50,50
2,0:03.0,D. Green makes 2-pt dunk from 1 ft (assist by S. Curry),,52,50
2,0:03.0,Technical foul by D. Green,,52,50
2,0:03.0,,T. Harris makes technical free throw,52,51
2,0:03.0,A. Iguodala enters the game for Q. Cook,,52,51
2,0:03.0,K. Looney enters the game for S. Curry,,52,51
2,0:00.0,,M. Harrell misses 3-pt jump shot from 26 ft,52,51
2,0:00.0,,Offensive rebound by Team,52,51
3,11:45.0,K. Thompson misses 2-pt jump shot from 14 ft,,52,51
3,11:39.0,,Defensive rebound by M. Scott,52,51
3,11:36.0,,A. Bradley misses 3-pt jump shot from 25 ft,52,51
3,11:34.0,,Offensive rebound by A. Bradley,52,51
3,11:33.0,,T. Harris misses 3-pt jump shot from 26 ft,52,51
3,11:33.0,,Offensive rebound by A. Bradley,52,51
3,11:26.0,,A. Bradley misses 2-pt layup at rim,52,51
3,11:25.0,Defensive rebound by K. Thompson,,52,51
3,11:22.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Cousins),,54,51
3,11:00.0,,M. Gortat misses 2-pt hook shot from 5 ft,54,51
3,10:59.0,Defensive rebound by K. Durant,,54,51
3,10:56.0,,Violation by Team (kicked ball),54,51
3,10:47.0,S. Curry misses 3-pt jump shot from 25 ft,,54,51
3,10:44.0,Offensive rebound by D. Cousins,,54,51
3,10:35.0,D. Cousins misses 2-pt jump shot from 10 ft,,54,51
3,10:33.0,,Defensive rebound by M. Gortat,54,51
3,10:28.0,,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,54,51
3,10:25.0,Defensive rebound by D. Cousins,,54,51
3,10:15.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,56,51
3,10:15.0,,LA Clippers full timeout,56,51
3,10:06.0,,Offensive foul by T. Harris (drawn by D. Cousins),56,51
3,10:06.0,,Turnover by T. Harris (offensive foul),56,51
3,9:52.0,K. Thompson misses 3-pt jump shot from 25 ft,,56,51
3,9:50.0,,Defensive rebound by T. Harris,56,51
3,9:44.0,,T. Harris misses 2-pt layup from 9 ft (block by D. Cousins),56,51
3,9:42.0,Defensive rebound by S. Curry,,56,51
3,9:36.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,58,51
3,9:29.0,,T. Harris misses 2-pt jump shot from 15 ft,58,51
3,9:25.0,,Offensive rebound by M. Scott,58,51
3,9:25.0,,M. Scott makes 2-pt layup at rim,58,53
3,9:21.0,K. Durant makes 2-pt jump shot from 17 ft (assist by S. Curry),,60,53
3,9:05.0,,M. Scott misses 3-pt jump shot from 25 ft,60,53
3,9:01.0,Defensive rebound by K. Thompson,,60,53
3,8:55.0,D. Green makes 2-pt jump shot from 18 ft (assist by D. Cousins),,62,53
3,8:42.0,,Shooting foul by D. Cousins (drawn by M. Gortat),62,53
3,8:42.0,,M. Gortat misses free throw 1 of 2,62,53
3,8:42.0,,Offensive rebound by Team,62,53
3,8:42.0,,T. Wallace enters the game for M. Scott,62,53
3,8:42.0,,M. Gortat misses free throw 2 of 2,62,53
3,8:39.0,Defensive rebound by D. Cousins,,62,53
3,8:30.0,K. Thompson misses 3-pt jump shot from 22 ft,,62,53
3,8:29.0,Offensive rebound by Team,,62,53
3,8:29.0,,Loose ball foul by T. Wallace (drawn by D. Cousins),62,53
3,8:20.0,S. Curry misses 2-pt jump shot from 12 ft,,62,53
3,8:17.0,,Defensive rebound by T. Harris,62,53
3,8:03.0,,A. Bradley misses 2-pt jump shot from 18 ft,62,53
3,8:01.0,Defensive rebound by D. Green,,62,53
3,7:56.0,D. Cousins makes 2-pt layup from 1 ft (assist by K. Durant),,64,53
3,7:42.0,,Turnover by T. Wallace (bad pass; steal by K. Durant),64,53
3,7:38.0,S. Curry makes 2-pt layup from 3 ft (assist by K. Thompson),,66,53
3,7:38.0,,LA Clippers full timeout,66,53
3,7:38.0,K. Looney enters the game for D. Cousins,,66,53
3,7:38.0,,P. Beverley enters the game for M. Gortat,66,53
3,7:38.0,,M. Harrell enters the game for T. Wallace,66,53
3,7:23.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by K. Thompson),66,53
3,7:05.0,D. Green misses 3-pt jump shot from 24 ft,,66,53
3,7:01.0,,Defensive rebound by P. Beverley,66,53
3,6:58.0,,Shooting foul by K. Looney (drawn by T. Harris),66,53
3,6:58.0,,T. Harris makes free throw 1 of 2,66,54
3,6:58.0,,T. Harris makes free throw 2 of 2,66,55
3,6:49.0,Personal foul by A. Bradley (drawn by S. Curry),,66,55
3,6:39.0,K. Durant makes 3-pt jump shot from 26 ft,,69,55
3,6:35.0,Technical foul by K. Durant,,69,55
3,6:35.0,,T. Harris makes technical free throw,69,56
3,6:29.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft,69,58
3,6:18.0,S. Curry makes 2-pt jump shot from 12 ft (assist by D. Green),,71,58
3,6:06.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,71,58
3,6:02.0,,Offensive rebound by S. Gilgeous-Alexander,71,58
3,6:02.0,,S. Gilgeous-Alexander makes 2-pt layup at rim,71,60
3,5:51.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,73,60
3,5:33.0,,Turnover by T. Harris (traveling),73,60
3,5:33.0,A. Iguodala enters the game for D. Green,,73,60
3,5:13.0,A. Iguodala misses 2-pt jump shot from 7 ft,,73,60
3,5:10.0,,Defensive rebound by M. Harrell,73,60
3,5:07.0,,Shooting foul by K. Durant (drawn by T. Harris),73,60
3,5:07.0,,T. Harris makes free throw 1 of 2,73,61
3,5:07.0,,T. Harris misses free throw 2 of 2,73,61
3,5:05.0,Defensive rebound by A. Iguodala,,73,61
3,4:51.0,S. Curry misses 3-pt jump shot from 26 ft,,73,61
3,4:48.0,,Defensive rebound by P. Beverley,73,61
3,4:41.0,,P. Beverley misses 3-pt jump shot from 27 ft,73,61
3,4:36.0,Defensive rebound by S. Curry,,73,61
3,4:32.0,Offensive foul by K. Thompson (drawn by P. Beverley),,73,61
3,4:32.0,Turnover by K. Thompson (offensive foul),,73,61
3,4:17.0,,A. Bradley makes 2-pt layup from 1 ft (assist by T. Harris),73,63
3,4:07.0,K. Looney misses 2-pt layup from 1 ft (block by M. Harrell),,73,63
3,4:05.0,,Defensive rebound by P. Beverley,73,63
3,3:55.0,,M. Harrell misses 2-pt layup from 1 ft,73,63
3,3:53.0,Defensive rebound by A. Iguodala,,73,63
3,3:47.0,K. Durant misses 3-pt jump shot from 25 ft,,73,63
3,3:43.0,,Defensive rebound by P. Beverley,73,63
3,3:32.0,,Shooting foul by S. Curry (drawn by T. Harris),73,63
3,3:32.0,,T. Harris makes free throw 1 of 2,73,64
3,3:32.0,A. McKinnie enters the game for K. Thompson,,73,64
3,3:32.0,,T. Harris makes free throw 2 of 2,73,65
3,3:22.0,S. Curry makes 2-pt layup from 2 ft,,75,65
3,3:07.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,75,67
3,2:53.0,S. Curry misses 3-pt jump shot from 30 ft,,75,67
3,2:50.0,,Defensive rebound by P. Beverley,75,67
3,2:42.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 7 ft,75,69
3,2:25.0,Shooting foul by M. Harrell (drawn by S. Curry),,75,69
3,2:25.0,S. Curry makes free throw 1 of 2,,76,69
3,2:25.0,S. Curry makes free throw 2 of 2,,77,69
3,2:04.0,,A. Bradley misses 2-pt layup from 5 ft (block by S. Curry),77,69
3,2:04.0,,Offensive rebound by Team,77,69
3,2:01.0,,T. Harris misses 3-pt jump shot from 25 ft (block by K. Durant),77,69
3,1:56.0,Defensive rebound by A. Iguodala,,77,69
3,1:55.0,S. Curry makes 2-pt layup from 1 ft (assist by A. Iguodala),,79,69
3,1:42.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by A. McKinnie),79,69
3,1:36.0,S. Curry makes 2-pt jump shot from 20 ft,,81,69
3,1:12.0,,Shooting foul by S. Curry (drawn by P. Beverley),81,69
3,1:12.0,D. Green enters the game for S. Curry,,81,69
3,1:12.0,,B. Marjanović enters the game for A. Bradley,81,69
3,1:12.0,,J. Motley enters the game for M. Harrell,81,69
3,1:12.0,,T. Wallace enters the game for T. Harris,81,69
3,1:12.0,,P. Beverley misses free throw 1 of 2,81,69
3,1:12.0,,Offensive rebound by Team,81,69
3,1:12.0,,P. Beverley makes free throw 2 of 2,81,70
3,0:53.0,Turnover by A. McKinnie (step out of bounds),,81,70
3,0:40.0,,J. Motley makes 2-pt jump shot from 6 ft (assist by P. Beverley),81,72
3,0:31.0,K. Durant misses 3-pt jump shot from 25 ft,,81,72
3,0:28.0,,Defensive rebound by P. Beverley,81,72
3,0:20.0,,Offensive foul by B. Marjanović (drawn by A. Iguodala),81,72
3,0:20.0,,Turnover by B. Marjanović (offensive foul),81,72
3,0:20.0,S. Curry enters the game for K. Looney,,81,72
3,0:20.0,K. Thompson enters the game for A. McKinnie,,81,72
3,0:20.0,,S. Thornwell enters the game for B. Marjanović,81,72
3,0:07.0,Turnover by S. Curry (bad pass; steal by S. Gilgeous-Alexander),,81,72
3,0:01.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by K. Durant),81,72
3,0:01.0,Defensive rebound by A. Iguodala,,81,72
4,11:51.0,,J. Robinson misses 3-pt jump shot from 25 ft,81,72
4,11:45.0,Defensive rebound by A. Iguodala,,81,72
4,11:30.0,Offensive foul by D. Cousins (drawn by T. Wallace),,81,72
4,11:30.0,Turnover by D. Cousins (offensive foul),,81,72
4,11:20.0,,Offensive foul by B. Marjanović (drawn by D. Cousins),81,72
4,11:20.0,,Turnover by B. Marjanović (offensive foul),81,72
4,11:05.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by D. Green),,84,72
4,10:47.0,,J. Motley misses 2-pt hook shot from 4 ft,84,72
4,10:46.0,Defensive rebound by D. Green,,84,72
4,10:45.0,Personal foul by J. Motley (drawn by D. Green),,84,72
4,10:33.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Green),,87,72
4,10:08.0,,J. Motley misses 2-pt layup from 3 ft,87,72
4,10:04.0,Defensive rebound by D. Green,,87,72
4,10:01.0,K. Thompson misses 2-pt jump shot from 10 ft (block by J. Motley),,87,72
4,9:59.0,,Defensive rebound by T. Wallace,87,72
4,9:54.0,,Turnover by J. Robinson (bad pass; steal by D. Cousins),87,72
4,9:52.0,Personal foul by T. Wallace (drawn by D. Cousins),,87,72
4,9:52.0,,T. Harris enters the game for B. Marjanović,87,72
4,9:45.0,Personal foul by J. Motley (drawn by D. Cousins),,87,72
4,9:37.0,Personal foul by T. Wallace (drawn by A. Iguodala),,87,72
4,9:37.0,,M. Harrell enters the game for J. Motley,87,72
4,9:25.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by D. Cousins),,90,72
4,9:05.0,,T. Harris misses 3-pt jump shot from 24 ft,90,72
4,9:03.0,Defensive rebound by D. Cousins,,90,72
4,8:51.0,D. Cousins misses 2-pt jump shot from 13 ft,,90,72
4,8:51.0,,Defensive rebound by T. Harris,90,72
4,8:51.0,,Personal foul by D. Cousins (drawn by T. Harris),90,72
4,8:51.0,K. Looney enters the game for D. Cousins,,90,72
4,8:51.0,,A. Bradley enters the game for J. Robinson,90,72
4,8:51.0,,S. Gilgeous-Alexander enters the game for T. Wallace,90,72
4,8:31.0,,A. Bradley misses 3-pt jump shot from 24 ft,90,72
4,8:27.0,Defensive rebound by K. Thompson,,90,72
4,8:14.0,A. Iguodala misses 3-pt jump shot from 23 ft,,90,72
4,8:12.0,,Defensive rebound by T. Harris,90,72
4,8:01.0,,Turnover by P. Beverley (bad pass; steal by K. Thompson),90,72
4,7:49.0,Personal foul by P. Beverley (drawn by K. Thompson),,90,72
