QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
4,3:45.0,B. Adebayo makes 2-pt hook shot from 2 ft (assist by G. Dragić),,106,99
4,3:45.0,Shooting foul by J. Green (drawn by B. Adebayo),,106,99
4,3:45.0,,T. Brown enters the game for J. Green,106,99
4,3:45.0,,B. Portis enters the game for J. Parker,106,99
4,3:45.0,B. Adebayo makes free throw 1 of 1,,107,99
4,3:26.0,,Turnover by T. Brown (lost ball; steal by D. Wade),107,99
4,3:20.0,Miami full timeout,,107,99
4,3:11.0,Shooting foul by T. Brown (drawn by J. Richardson),,107,99
4,3:11.0,J. Richardson makes free throw 1 of 2,,108,99
4,3:11.0,J. Richardson makes free throw 2 of 2,,109,99
4,3:02.0,,T. Brown misses 3-pt jump shot from 25 ft,109,99
4,2:59.0,,Offensive rebound by T. Brown,109,99
4,2:59.0,,Shooting foul by K. Olynyk (drawn by T. Brown),109,99
4,2:59.0,,T. Brown makes free throw 1 of 2,109,100
4,2:59.0,,T. Brown misses free throw 2 of 2,109,100
4,2:56.0,Defensive rebound by B. Adebayo,,109,100
4,2:38.0,Offensive foul by B. Adebayo (drawn by T. Bryant),,109,100
4,2:38.0,Turnover by B. Adebayo (offensive foul),,109,100
4,2:22.0,,T. Bryant misses 2-pt dunk from 7 ft (block by B. Adebayo),109,100
4,2:21.0,,Offensive rebound by T. Bryant,109,100
4,2:19.0,,T. Bryant makes 2-pt dunk from 2 ft,109,102
4,1:57.0,D. Wade misses 3-pt jump shot from 23 ft,,109,102
4,1:54.0,,Defensive rebound by T. Satoranský,109,102
4,1:48.0,,B. Portis makes 2-pt jump shot from 16 ft (assist by T. Satoranský),109,104
4,1:29.0,Turnover by B. Adebayo (off goaltending),,109,104
4,1:15.0,,T. Brown misses 2-pt layup from 1 ft,109,104
4,1:13.0,,Offensive rebound by T. Brown,109,104
4,1:13.0,,T. Brown makes 2-pt layup from 1 ft,109,106
4,0:51.0,B. Adebayo misses 2-pt layup from 3 ft,,109,106
4,0:51.0,Offensive rebound by Team,,109,106
4,0:39.0,D. Wade misses 3-pt jump shot from 29 ft,,109,106
4,0:36.0,,Defensive rebound by T. Bryant,109,106
4,0:26.0,,T. Satoranský misses 3-pt jump shot from 25 ft,109,106
4,0:22.0,Defensive rebound by B. Adebayo,,109,106
4,0:20.0,Personal take foul by T. Satoranský (drawn by J. Richardson),,109,106
4,0:20.0,Miami full timeout,,109,106
4,0:20.0,,C. Randle enters the game for B. Portis,109,106
4,0:16.0,K. Olynyk makes 2-pt dunk from 2 ft (assist by D. Wade),,111,106
4,0:16.0,,Washington full timeout,111,106
4,0:16.0,D. Jones enters the game for K. Olynyk,,111,106
4,0:16.0,,B. Portis enters the game for C. Randle,111,106
4,0:14.0,,T. Bryant misses 3-pt jump shot from 27 ft,111,106
4,0:10.0,,Offensive rebound by Team,111,106
4,0:07.0,,B. Beal misses 3-pt jump shot from 26 ft,111,106
4,0:06.0,,Offensive rebound by T. Bryant,111,106
4,0:06.0,,T. Bryant makes 2-pt dunk from 1 ft,111,108
4,0:00.0,Personal foul by T. Bryant (drawn by B. Adebayo),,111,108
4,0:00.0,B. Adebayo makes free throw 1 of 2,,112,108
4,0:00.0,B. Adebayo makes free throw 2 of 2,,113,108
