QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DETROIT_ACTION,MINNESOTA_SCORE,DETROIT_SCORE
1,0:56.0,Defensive rebound by T. Jones,,31,19
1,0:40.0,A. Wiggins makes 2-pt jump shot from 11 ft (assist by T. Jones),,33,19
1,0:24.0,,A. Drummond misses 2-pt layup from 2 ft,33,19
1,0:22.0,Defensive rebound by A. Tolliver,,33,19
1,0:07.0,D. Rose makes 2-pt jump shot from 7 ft,,35,19
1,0:03.0,,Personal foul by D. Rose (drawn by I. Smith),35,19
1,0:03.0,K. Bates-Diop enters the game for D. Rose,,35,19
1,0:03.0,J. Okogie enters the game for A. Wiggins,,35,19
1,0:00.0,,A. Drummond makes 3-pt jump shot from 28 ft (assist by L. Kennard),35,22
2,11:43.0,T. Gibson makes 2-pt jump shot from 5 ft (assist by D. Rose),,37,22
2,11:19.0,,I. Smith misses 2-pt layup from 5 ft,37,22
2,11:17.0,,Offensive rebound by T. Maker,37,22
2,11:16.0,,T. Maker makes 2-pt layup from 2 ft,37,24
2,10:59.0,T. Gibson makes 2-pt layup from 2 ft,,39,24
2,10:53.0,,Shooting foul by T. Jones (drawn by I. Smith),39,24
2,10:53.0,,I. Smith makes free throw 1 of 2,39,25
2,10:53.0,,I. Smith makes free throw 2 of 2,39,26
2,10:40.0,D. Rose misses 2-pt hook shot from 6 ft,,39,26
2,10:38.0,,Defensive rebound by I. Smith,39,26
2,10:34.0,,G. Robinson misses 3-pt jump shot from 26 ft,39,26
2,10:31.0,Defensive rebound by A. Tolliver,,39,26
2,10:24.0,T. Gibson makes 2-pt jump shot from 16 ft (assist by T. Jones),,41,26
2,10:09.0,,G. Robinson makes 2-pt layup from 2 ft (assist by I. Smith),41,28
2,9:52.0,T. Gibson misses 2-pt layup from 1 ft,,41,28
2,9:47.0,Offensive rebound by A. Tolliver,,41,28
2,9:47.0,A. Tolliver makes 2-pt layup at rim,,43,28
2,9:39.0,,T. Maker makes 2-pt dunk from 1 ft (assist by L. Kennard),43,30
2,9:22.0,T. Jones misses 2-pt jump shot from 20 ft,,43,30
2,9:19.0,,Defensive rebound by G. Robinson,43,30
2,9:08.0,,L. Kennard makes 2-pt jump shot from 14 ft,43,32
2,9:01.0,Minnesota full timeout,,43,32
2,8:47.0,A. Tolliver makes 2-pt jump shot from 20 ft,,45,32
2,8:29.0,,L. Kennard makes 2-pt jump shot from 21 ft (assist by T. Maker),45,34
2,8:10.0,T. Gibson misses 2-pt layup from 2 ft (block by L. Galloway),,45,34
2,8:08.0,,Defensive rebound by L. Galloway,45,34
2,8:02.0,,I. Smith makes 2-pt layup from 3 ft,45,36
2,7:48.0,Shooting foul by I. Smith (drawn by T. Jones),,45,36
2,7:48.0,T. Jones makes free throw 1 of 2,,46,36
2,7:48.0,K. Towns enters the game for T. Gibson,,46,36
2,7:48.0,,A. Drummond enters the game for T. Maker,46,36
2,7:48.0,T. Jones makes free throw 2 of 2,,47,36
2,7:31.0,,I. Smith makes 3-pt jump shot from 23 ft (assist by L. Kennard),47,39
2,7:21.0,K. Towns misses 3-pt jump shot from 25 ft,,47,39
2,7:18.0,Offensive rebound by K. Bates-Diop,,47,39
2,7:08.0,T. Jones misses 2-pt jump shot from 15 ft,,47,39
2,7:06.0,,Defensive rebound by Team,47,39
2,7:06.0,J. Teague enters the game for D. Rose,,47,39
2,6:52.0,,L. Kennard misses 2-pt layup from 2 ft (block by K. Bates-Diop),47,39
2,6:49.0,Defensive rebound by T. Jones,,47,39
2,6:44.0,J. Teague makes 3-pt jump shot from 29 ft,,50,39
2,6:25.0,,I. Smith makes 2-pt jump shot from 16 ft,50,41
2,6:08.0,K. Towns misses 2-pt layup from 2 ft (block by A. Drummond),,50,41
2,6:05.0,,Defensive rebound by I. Smith,50,41
2,5:59.0,,L. Kennard makes 2-pt layup from 2 ft,50,43
2,5:38.0,A. Tolliver misses 3-pt jump shot from 26 ft,,50,43
2,5:34.0,,Defensive rebound by L. Kennard,50,43
2,5:30.0,,Detroit full timeout,50,43
2,5:30.0,J. Okogie enters the game for K. Bates-Diop,,50,43
2,5:30.0,D. Šarić enters the game for T. Jones,,50,43
2,5:30.0,A. Wiggins enters the game for A. Tolliver,,50,43
2,5:30.0,,B. Griffin enters the game for G. Robinson,50,43
2,5:23.0,,L. Kennard misses 2-pt jump shot from 5 ft,50,43
2,5:23.0,Defensive rebound by Team,,50,43
2,5:23.0,,R. Jackson enters the game for L. Galloway,50,43
2,5:02.0,J. Teague misses 3-pt jump shot from 26 ft,,50,43
2,4:58.0,,Defensive rebound by L. Kennard,50,43
2,4:49.0,,A. Drummond misses 2-pt hook shot from 5 ft,50,43
2,4:48.0,,Offensive rebound by A. Drummond,50,43
2,4:48.0,,Turnover by A. Drummond (off goaltending),50,43
2,4:37.0,J. Teague misses 2-pt layup from 2 ft,,50,43
2,4:35.0,,Defensive rebound by I. Smith,50,43
2,4:12.0,,R. Jackson misses 2-pt jump shot from 11 ft,50,43
2,4:07.0,,Offensive rebound by A. Drummond,50,43
2,4:07.0,,A. Drummond misses 2-pt layup from 1 ft,50,43
2,4:07.0,Defensive rebound by A. Wiggins,,50,43
2,4:04.0,A. Wiggins makes 3-pt jump shot from 27 ft,,53,43
2,3:54.0,,B. Griffin makes 2-pt layup from 3 ft (assist by R. Jackson),53,45
2,3:39.0,Turnover by J. Teague (bad pass; steal by A. Drummond),,53,45
2,3:24.0,,L. Kennard makes 3-pt jump shot from 23 ft (assist by B. Griffin),53,48
2,3:11.0,Turnover by J. Teague (lost ball; steal by I. Smith),,53,48
2,3:08.0,,Shooting foul by A. Wiggins (drawn by L. Kennard),53,48
2,3:08.0,,L. Kennard makes free throw 1 of 2,53,49
2,3:08.0,,W. Ellington enters the game for I. Smith,53,49
2,3:08.0,,L. Kennard makes free throw 2 of 2,53,50
2,2:53.0,Turnover by A. Wiggins (lost ball; steal by W. Ellington),,53,50
2,2:46.0,,A. Drummond makes 2-pt dunk at rim (assist by W. Ellington),53,52
2,2:23.0,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Teague),,55,52
2,2:10.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by B. Griffin),55,55
2,1:48.0,Turnover by K. Towns (lost ball; steal by B. Griffin),,55,55
2,1:41.0,,L. Kennard makes 2-pt layup from 5 ft,55,57
2,1:35.0,Minnesota full timeout,,55,57
2,1:27.0,A. Wiggins makes 2-pt layup from 3 ft,,57,57
2,1:08.0,,W. Ellington misses 3-pt jump shot from 28 ft,57,57
2,1:05.0,Defensive rebound by D. Šarić,,57,57
2,1:01.0,K. Towns makes 3-pt jump shot from 28 ft (assist by J. Teague),,60,57
2,0:55.0,,B. Griffin makes 2-pt layup from 3 ft (assist by R. Jackson),60,59
2,0:45.0,K. Towns makes 2-pt layup from 3 ft (assist by J. Teague),,62,59
2,0:30.0,,Personal foul by K. Towns (drawn by B. Griffin),62,59
2,0:24.0,,Shooting foul by J. Teague (drawn by R. Jackson),62,59
2,0:24.0,,R. Jackson misses free throw 1 of 2,62,59
2,0:24.0,,Offensive rebound by Team,62,59
2,0:24.0,,B. Brown enters the game for B. Griffin,62,59
2,0:24.0,,T. Maker enters the game for L. Kennard,62,59
2,0:24.0,,R. Jackson makes free throw 2 of 2,62,60
2,0:06.0,Personal foul by B. Brown (drawn by J. Teague),,62,60
2,0:00.0,K. Towns misses 2-pt jump shot from 7 ft,,62,60
2,0:00.0,Offensive rebound by D. Šarić,,62,60
2,0:00.0,D. Šarić makes 2-pt layup at rim,,64,60
3,11:46.0,A. Wiggins makes 2-pt layup from 3 ft (assist by K. Towns),,66,60
3,11:22.0,,W. Ellington misses 3-pt jump shot from 26 ft,66,60
3,11:19.0,Defensive rebound by A. Wiggins,,66,60
3,11:12.0,J. Teague makes 2-pt layup from 4 ft,,68,60
3,10:55.0,,R. Jackson makes 2-pt jump shot from 3 ft,68,62
3,10:41.0,D. Šarić misses 2-pt jump shot from 6 ft (block by A. Drummond),,68,62
3,10:38.0,,Defensive rebound by B. Griffin,68,62
3,10:33.0,,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),68,64
3,10:17.0,D. Šarić misses 3-pt jump shot from 28 ft,,68,64
3,10:13.0,,Defensive rebound by W. Ellington,68,64
3,10:06.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by W. Ellington),68,66
3,9:50.0,Shooting foul by A. Drummond (drawn by K. Towns),,68,66
3,9:50.0,K. Towns makes free throw 1 of 2,,69,66
3,9:50.0,K. Towns makes free throw 2 of 2,,70,66
3,9:26.0,,W. Ellington misses 3-pt jump shot from 23 ft,70,66
3,9:23.0,,Offensive rebound by A. Drummond,70,66
3,9:22.0,,B. Brown makes 2-pt dunk at rim (assist by A. Drummond),70,68
3,9:10.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,73,68
3,9:10.0,Shooting foul by B. Brown (drawn by K. Towns),,73,68
3,9:10.0,K. Towns makes free throw 1 of 1,,74,68
3,8:57.0,,B. Griffin misses 2-pt layup from 3 ft,74,68
3,8:55.0,,Offensive rebound by B. Griffin,74,68
3,8:54.0,,B. Griffin misses 2-pt layup from 2 ft,74,68
3,8:54.0,Defensive rebound by A. Wiggins,,74,68
3,8:44.0,Offensive foul by K. Towns (drawn by W. Ellington),,74,68
3,8:44.0,Turnover by K. Towns (offensive foul),,74,68
3,8:33.0,,B. Brown makes 2-pt layup from 2 ft (assist by R. Jackson),74,70
3,8:11.0,Personal foul by B. Brown (drawn by D. Šarić),,74,70
3,8:05.0,K. Towns misses 3-pt jump shot from 27 ft,,74,70
3,8:02.0,,Defensive rebound by B. Griffin,74,70
3,7:49.0,,A. Drummond makes 2-pt hook shot from 2 ft,74,72
3,7:39.0,Turnover by K. Towns (traveling),,74,72
3,7:23.0,,B. Griffin misses 2-pt layup from 3 ft,74,72
3,7:22.0,,Offensive rebound by A. Drummond,74,72
3,7:22.0,,Shooting foul by K. Towns (drawn by A. Drummond),74,72
3,7:22.0,,A. Drummond makes free throw 1 of 2,74,73
3,7:22.0,,A. Drummond makes free throw 2 of 2,74,74
3,7:03.0,J. Okogie makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,77,74
3,6:52.0,,Personal foul by J. Okogie (drawn by R. Jackson),77,74
3,6:52.0,,Detroit full timeout,77,74
3,6:41.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by W. Ellington),77,76
3,6:21.0,A. Wiggins misses 2-pt jump shot from 17 ft,,77,76
3,6:17.0,,Defensive rebound by A. Drummond,77,76
3,6:11.0,,W. Ellington makes 3-pt jump shot from 28 ft (assist by A. Drummond),77,79
3,5:55.0,A. Wiggins misses 3-pt jump shot from 27 ft,,77,79
3,5:53.0,,Defensive rebound by R. Jackson,77,79
3,5:50.0,,Shooting foul by J. Teague (drawn by A. Drummond),77,79
3,5:50.0,,A. Drummond misses free throw 1 of 2,77,79
3,5:50.0,,Offensive rebound by Team,77,79
3,5:50.0,T. Gibson enters the game for J. Okogie,,77,79
3,5:50.0,D. Rose enters the game for D. Šarić,,77,79
3,5:50.0,,A. Drummond misses free throw 2 of 2,77,79
3,5:47.0,Defensive rebound by T. Gibson,,77,79
3,5:31.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Teague),,80,79
3,5:09.0,,W. Ellington misses 2-pt layup from 6 ft (block by A. Wiggins),80,79
3,5:05.0,Defensive rebound by K. Towns,,80,79
3,4:57.0,J. Teague makes 2-pt jump shot from 9 ft,,82,79
3,4:35.0,,B. Griffin makes 2-pt layup from 3 ft,82,81
3,4:16.0,Offensive foul by K. Towns (drawn by B. Griffin),,82,81
3,4:16.0,Turnover by K. Towns (offensive foul),,82,81
3,4:16.0,A. Tolliver enters the game for K. Towns,,82,81
3,4:16.0,,L. Kennard enters the game for B. Brown,82,81
3,4:16.0,,I. Smith enters the game for R. Jackson,82,81
3,4:03.0,,B. Griffin misses 3-pt jump shot from 23 ft,82,81
3,4:00.0,,Offensive rebound by A. Drummond,82,81
3,3:58.0,,Shooting foul by T. Gibson (drawn by A. Drummond),82,81
3,3:58.0,,A. Drummond makes free throw 1 of 2,82,82
3,3:58.0,,A. Drummond makes free throw 2 of 2,82,83
3,3:45.0,D. Rose misses 2-pt jump shot from 6 ft,,82,83
3,3:42.0,,Defensive rebound by A. Drummond,82,83
3,3:31.0,,W. Ellington misses 3-pt jump shot from 28 ft,82,83
3,3:29.0,Defensive rebound by J. Teague,,82,83
3,3:16.0,A. Tolliver misses 3-pt jump shot from 24 ft,,82,83
3,3:14.0,,Defensive rebound by A. Drummond,82,83
3,3:01.0,,I. Smith misses 3-pt jump shot from 26 ft,82,83
3,2:58.0,Defensive rebound by A. Tolliver,,82,83
3,2:52.0,J. Teague misses 2-pt layup from 3 ft,,82,83
3,2:50.0,,Defensive rebound by I. Smith,82,83
3,2:35.0,,I. Smith makes 2-pt jump shot from 18 ft,82,85
3,2:35.0,Minnesota full timeout,,82,85
3,2:35.0,K. Bates-Diop enters the game for J. Teague,,82,85
3,2:35.0,T. Jones enters the game for A. Wiggins,,82,85
3,2:35.0,,L. Galloway enters the game for W. Ellington,82,85
3,2:35.0,,G. Robinson enters the game for B. Griffin,82,85
3,2:12.0,T. Gibson misses 2-pt jump shot from 8 ft,,82,85
3,2:10.0,,Defensive rebound by G. Robinson,82,85
3,2:04.0,,L. Kennard misses 3-pt jump shot from 26 ft,82,85
3,2:02.0,Defensive rebound by T. Jones,,82,85
3,1:57.0,Offensive foul by T. Gibson (drawn by G. Robinson),,82,85
3,1:57.0,Turnover by T. Gibson (offensive foul),,82,85
3,1:44.0,,Shooting foul by T. Gibson (drawn by A. Drummond),82,85
3,1:44.0,,A. Drummond makes free throw 1 of 2,82,86
3,1:44.0,,A. Drummond makes free throw 2 of 2,82,87
3,1:29.0,D. Rose makes 2-pt layup from 3 ft,,84,87
3,1:09.0,,Turnover by A. Drummond (out of bounds lost ball),84,87
3,0:57.0,D. Rose makes 2-pt layup from 3 ft (assist by T. Gibson),,86,87
3,0:33.0,,L. Galloway misses 2-pt jump shot from 21 ft,86,87
3,0:30.0,Defensive rebound by A. Tolliver,,86,87
3,0:28.0,T. Gibson makes 2-pt dunk from 2 ft (assist by D. Rose),,88,87
3,0:05.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by I. Smith),88,90
3,0:01.0,Personal take foul by L. Kennard (drawn by D. Rose),,88,90
3,0:01.0,K. Towns enters the game for T. Gibson,,88,90
3,0:00.0,D. Rose misses 3-pt jump shot from 30 ft,,88,90
3,0:00.0,Offensive rebound by Team,,88,90
4,11:38.0,,L. Kennard makes 3-pt jump shot from 27 ft,88,93
4,11:20.0,D. Rose misses 2-pt hook shot from 3 ft,,88,93
4,11:18.0,,Defensive rebound by G. Robinson,88,93
4,11:08.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by I. Smith),88,96
4,11:08.0,,Shooting foul by D. Rose (drawn by L. Galloway),88,96
4,11:08.0,,L. Galloway makes free throw 1 of 1,88,97
4,10:50.0,K. Bates-Diop misses 3-pt jump shot from 24 ft,,88,97
4,10:47.0,,Defensive rebound by G. Robinson,88,97
4,10:37.0,,G. Robinson makes 2-pt dunk from 2 ft (assist by I. Smith),88,99
4,10:37.0,Minnesota full timeout,,88,99
4,10:37.0,K. Towns enters the game for K. Bates-Diop,,88,99
4,10:37.0,A. Wiggins enters the game for A. Tolliver,,88,99
4,10:37.0,,A. Drummond enters the game for G. Robinson,88,99
4,10:22.0,K. Towns makes 2-pt hook shot from 3 ft (assist by T. Jones),,90,99
4,10:07.0,,I. Smith makes 2-pt jump shot from 10 ft,90,101
4,10:07.0,,Flagrant foul type 2 by T. Gibson (drawn by A. Drummond),90,101
4,10:07.0,T. Gibson ejected from game,,90,101
4,10:07.0,,Technical foul by R. Saunders,90,101
4,10:07.0,,L. Galloway makes technical free throw,90,102
4,10:07.0,,A. Drummond makes free throw 1 of 1,90,103
4,10:07.0,D. Šarić enters the game for T. Gibson,,90,103
4,9:56.0,,T. Maker makes 3-pt jump shot from 28 ft (assist by I. Smith),90,106
4,9:40.0,Personal foul by A. Drummond (drawn by K. Towns),,90,106
4,9:40.0,J. Teague enters the game for D. Rose,,90,106
4,9:32.0,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Jones),,93,106
4,9:09.0,,I. Smith makes 2-pt layup from 4 ft,93,108
4,8:57.0,A. Wiggins misses 2-pt jump shot from 12 ft,,93,108
4,8:56.0,,Defensive rebound by Team,93,108
4,8:56.0,,B. Griffin enters the game for T. Maker,93,108
4,8:45.0,,I. Smith makes 2-pt layup from 1 ft,93,110
4,8:35.0,K. Towns misses 3-pt jump shot from 27 ft,,93,110
4,8:32.0,,Defensive rebound by L. Kennard,93,110
4,8:27.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by A. Drummond),93,113
4,8:25.0,Minnesota full timeout,,93,113
4,8:25.0,J. Okogie enters the game for T. Jones,,93,113
4,8:05.0,A. Wiggins misses 3-pt jump shot from 28 ft,,93,113
4,8:00.0,,Defensive rebound by A. Drummond,93,113
4,7:48.0,,I. Smith makes 2-pt layup from 4 ft,93,115
4,7:39.0,Shooting foul by L. Galloway (drawn by J. Teague),,93,115
4,7:39.0,J. Teague makes free throw 1 of 2,,94,115
4,7:39.0,J. Teague makes free throw 2 of 2,,95,115
4,7:20.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by B. Griffin),95,118
4,7:00.0,D. Šarić misses 2-pt jump shot from 14 ft,,95,118
4,7:00.0,,Defensive rebound by Team,95,118
4,7:00.0,Loose ball foul by K. Towns (drawn by A. Drummond),,95,118
4,6:54.0,,Personal foul by K. Towns (drawn by A. Drummond),95,118
4,6:54.0,G. Dieng enters the game for J. Okogie,,95,118
4,6:54.0,D. Rose enters the game for K. Towns,,95,118
4,6:44.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by B. Griffin),95,120
4,6:27.0,J. Teague misses 2-pt layup from 2 ft,,95,120
4,6:19.0,Offensive rebound by Team,,95,120
4,6:16.0,D. Šarić makes 3-pt jump shot from 27 ft (assist by J. Teague),,98,120
4,5:57.0,,Turnover by I. Smith (lost ball; steal by G. Dieng),98,120
4,5:50.0,G. Dieng misses 2-pt jump shot from 15 ft,,98,120
4,5:48.0,,Defensive rebound by L. Galloway,98,120
4,5:34.0,,A. Drummond makes 2-pt layup from 2 ft (assist by B. Griffin),98,122
4,5:34.0,,Shooting foul by D. Šarić (drawn by A. Drummond),98,122
4,5:34.0,,A. Drummond makes free throw 1 of 1,98,123
4,5:29.0,A. Wiggins misses 2-pt layup from 3 ft,,98,123
4,5:24.0,,Defensive rebound by B. Griffin,98,123
4,5:18.0,,L. Kennard misses 2-pt layup from 2 ft,98,123
4,5:15.0,Defensive rebound by G. Dieng,,98,123
4,5:12.0,Minnesota full timeout,,98,123
4,5:12.0,K. Bates-Diop enters the game for D. Rose,,98,123
4,5:12.0,T. Jones enters the game for D. Šarić,,98,123
4,5:12.0,C. Reynolds enters the game for J. Teague,,98,123
4,5:12.0,A. Tolliver enters the game for A. Wiggins,,98,123
4,5:05.0,T. Jones makes 2-pt layup from 3 ft,,100,123
4,5:05.0,Shooting foul by A. Drummond (drawn by T. Jones),,100,123
4,5:05.0,T. Jones makes free throw 1 of 1,,101,123
4,4:51.0,,L. Kennard makes 2-pt jump shot from 2 ft,101,125
4,4:37.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by A. Tolliver),,103,125
4,4:12.0,,L. Kennard misses 3-pt jump shot from 30 ft,103,125
4,4:10.0,,Offensive rebound by A. Drummond,103,125
4,3:58.0,,A. Drummond misses 2-pt jump shot from 10 ft,103,125
4,3:58.0,Defensive rebound by Team,,103,125
4,3:58.0,,Loose ball foul by A. Drummond (drawn by G. Dieng),103,125
4,3:47.0,A. Tolliver misses 3-pt jump shot from 29 ft,,103,125
4,3:45.0,,Defensive rebound by I. Smith,103,125
4,3:28.0,,Shooting foul by A. Tolliver (drawn by B. Griffin),103,125
4,3:28.0,,Offensive rebound by Team,103,125
4,3:28.0,,B. Griffin misses free throw 1 of 2,103,125
4,3:28.0,,J. Calderón enters the game for A. Drummond,103,125
4,3:28.0,,T. Maker enters the game for L. Kennard,103,125
4,3:28.0,,K. Thomas enters the game for I. Smith,103,125
4,3:28.0,,B. Griffin makes free throw 2 of 2,103,126
4,3:13.0,T. Jones misses 2-pt jump shot from 13 ft,,103,126
4,3:10.0,,Defensive rebound by B. Griffin,103,126
4,2:58.0,,T. Maker makes 2-pt layup from 5 ft (assist by J. Calderón),103,128
4,2:38.0,G. Dieng misses 2-pt jump shot from 11 ft,,103,128
4,2:37.0,Offensive rebound by Team,,103,128
4,2:37.0,Personal foul by B. Griffin (drawn by C. Reynolds),,103,128
4,2:37.0,,Detroit full timeout,103,128
4,2:37.0,,G. Robinson enters the game for B. Griffin,103,128
4,2:37.0,C. Reynolds makes free throw 1 of 2,,104,128
4,2:37.0,C. Reynolds makes free throw 2 of 2,,105,128
4,2:23.0,,J. Calderón misses 2-pt jump shot from 14 ft,105,128
4,2:21.0,Defensive rebound by G. Dieng,,105,128
