QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHILADELPHIA_ACTION,ATLANTA_SCORE,PHILADELPHIA_SCORE
2,11:47.0,Turnover by K. Bazemore (bad pass; steal by L. Shamet),,25,20
2,11:39.0,,R. Covington misses 3-pt jump shot from 26 ft,25,20
2,11:35.0,Defensive rebound by K. Huerter,,25,20
2,11:33.0,K. Bazemore makes 2-pt layup from 1 ft (assist by K. Huerter),,27,20
2,11:18.0,,L. Shamet misses 3-pt jump shot from 26 ft,27,20
2,11:15.0,,Offensive rebound by M. Muscala,27,20
2,11:14.0,,M. Muscala makes 2-pt jump shot from 7 ft,27,22
2,10:51.0,T. Young misses 3-pt jump shot from 26 ft,,27,22
2,10:48.0,,Defensive rebound by M. Muscala,27,22
2,10:36.0,,J. Embiid makes 2-pt hook shot from 7 ft (assist by M. Fultz),27,24
2,10:25.0,V. Carter misses 3-pt jump shot from 27 ft,,27,24
2,10:22.0,,Defensive rebound by M. Muscala,27,24
2,10:12.0,,J. Embiid misses 2-pt jump shot from 17 ft,27,24
2,10:09.0,Defensive rebound by K. Bazemore,,27,24
2,10:01.0,T. Young makes 3-pt jump shot from 28 ft (assist by V. Carter),,30,24
2,9:39.0,,Shooting foul by K. Bazemore (drawn by J. Embiid),30,24
2,9:39.0,,J. Embiid makes free throw 1 of 2,30,25
2,9:39.0,,J. Embiid makes free throw 2 of 2,30,26
2,9:19.0,T. Young misses 2-pt layup from 2 ft (block by J. Embiid),,30,26
2,9:16.0,,Defensive rebound by R. Covington,30,26
2,9:11.0,,Turnover by M. Fultz (bad pass),30,26
2,9:04.0,Personal foul by M. Fultz (drawn by A. Len),,30,26
2,9:04.0,T. Prince enters the game for K. Huerter,,30,26
2,8:57.0,V. Carter misses 3-pt jump shot from 25 ft,,30,26
2,8:52.0,Offensive rebound by A. Len,,30,26
2,8:52.0,A. Len makes 2-pt dunk from 1 ft,,32,26
2,8:37.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by R. Covington),32,29
2,8:28.0,T. Prince misses 2-pt jump shot from 10 ft,,32,29
2,8:26.0,Offensive rebound by A. Len,,32,29
2,8:25.0,Shooting foul by J. Embiid (drawn by A. Len),,32,29
2,8:25.0,A. Len makes free throw 1 of 2,,33,29
2,8:25.0,,A. Johnson enters the game for J. Embiid,33,29
2,8:25.0,,D. Šarić enters the game for M. Fultz,33,29
2,8:25.0,,B. Simmons enters the game for M. Muscala,33,29
2,8:25.0,A. Len misses free throw 2 of 2,,33,29
2,8:22.0,,Defensive rebound by A. Johnson,33,29
2,8:12.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by B. Simmons),33,32
2,7:55.0,V. Carter makes 2-pt layup from 2 ft (assist by T. Young),,35,32
2,7:42.0,,L. Shamet makes 2-pt jump shot from 15 ft (assist by A. Johnson),35,34
2,7:29.0,A. Len misses 3-pt jump shot from 23 ft,,35,34
2,7:26.0,,Defensive rebound by B. Simmons,35,34
2,7:23.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by B. Simmons),35,37
2,7:20.0,Atlanta full timeout,,35,37
2,7:20.0,D. Dedmon enters the game for A. Len,,35,37
2,7:04.0,K. Bazemore misses 2-pt jump shot from 9 ft,,35,37
2,7:01.0,,Defensive rebound by D. Šarić,35,37
2,6:54.0,,Turnover by B. Simmons (bad pass; steal by K. Bazemore),35,37
2,6:52.0,Shooting foul by L. Shamet (drawn by K. Bazemore),,35,37
2,6:52.0,K. Bazemore misses free throw 1 of 2,,35,37
2,6:52.0,Offensive rebound by Team,,35,37
2,6:52.0,D. Bembry enters the game for T. Young,,35,37
2,6:52.0,K. Bazemore misses free throw 2 of 2,,35,37
2,6:49.0,,Defensive rebound by B. Simmons,35,37
2,6:41.0,,D. Šarić misses 2-pt jump shot from 17 ft,35,37
2,6:37.0,Defensive rebound by D. Bembry,,35,37
2,6:26.0,K. Bazemore misses 2-pt jump shot from 16 ft,,35,37
2,6:23.0,,Defensive rebound by A. Johnson,35,37
2,6:13.0,,L. Shamet misses 2-pt layup from 6 ft,35,37
2,6:07.0,,Offensive rebound by A. Johnson,35,37
2,6:07.0,,A. Johnson misses 2-pt layup at rim,35,37
2,6:06.0,Defensive rebound by V. Carter,,35,37
2,6:06.0,T. Prince misses 3-pt jump shot from 26 ft,,35,37
2,6:06.0,,Defensive rebound by Team,35,37
2,6:06.0,,J. Redick enters the game for L. Shamet,35,37
2,6:00.0,,Personal foul by T. Prince (drawn by B. Simmons),35,37
2,5:54.0,,J. Redick misses 3-pt jump shot from 26 ft,35,37
2,5:51.0,Defensive rebound by V. Carter,,35,37
2,5:47.0,Personal foul by D. Šarić (drawn by D. Dedmon),,35,37
2,5:47.0,O. Spellman enters the game for V. Carter,,35,37
2,5:36.0,D. Bembry misses 3-pt jump shot from 25 ft,,35,37
2,5:33.0,,Defensive rebound by R. Covington,35,37
2,5:27.0,,B. Simmons makes 2-pt hook shot from 9 ft,35,39
2,5:12.0,,Violation by Team (kicked ball),35,39
2,5:06.0,Turnover by T. Prince (bad pass),,35,39
2,4:58.0,,J. Redick misses 2-pt jump shot from 21 ft,35,39
2,4:54.0,Defensive rebound by D. Dedmon,,35,39
2,4:43.0,O. Spellman makes 2-pt jump shot from 19 ft (assist by K. Bazemore),,37,39
2,4:22.0,,D. Šarić misses 2-pt layup from 3 ft,37,39
2,4:20.0,Defensive rebound by D. Dedmon,,37,39
2,4:02.0,O. Spellman misses 2-pt layup from 3 ft (block by J. Redick),,37,39
2,4:00.0,Offensive rebound by O. Spellman,,37,39
2,4:00.0,O. Spellman makes 2-pt layup from 1 ft,,39,39
2,4:00.0,,Philadelphia full timeout,39,39
2,4:00.0,,J. Embiid enters the game for R. Covington,39,39
2,4:00.0,,L. Shamet enters the game for A. Johnson,39,39
2,3:39.0,,D. Šarić misses 3-pt jump shot from 26 ft,39,39
2,3:33.0,Defensive rebound by T. Prince,,39,39
2,3:28.0,D. Dedmon misses 2-pt jump shot from 18 ft,,39,39
2,3:26.0,,Defensive rebound by J. Redick,39,39
2,3:21.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),39,42
2,2:57.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by D. Bembry),,41,42
2,2:38.0,,Personal foul by D. Dedmon (drawn by J. Embiid),41,42
2,2:25.0,,D. Šarić misses 3-pt jump shot from 23 ft,41,42
2,2:22.0,,Offensive rebound by D. Šarić,41,42
2,2:22.0,,D. Šarić misses 2-pt jump shot from 18 ft,41,42
2,2:22.0,Defensive rebound by D. Bembry,,41,42
2,2:12.0,O. Spellman misses 3-pt jump shot from 23 ft,,41,42
2,2:11.0,,Defensive rebound by Team,41,42
2,2:11.0,Loose ball foul by D. Dedmon (drawn by D. Šarić),,41,42
2,2:11.0,K. Huerter enters the game for K. Bazemore,,41,42
2,2:11.0,T. Young enters the game for D. Bembry,,41,42
2,2:05.0,,Offensive foul by J. Redick (drawn by T. Prince),41,42
2,2:05.0,,Turnover by J. Redick (offensive foul),41,42
2,2:05.0,M. Plumlee enters the game for O. Spellman,,41,42
2,1:52.0,Turnover by M. Plumlee (bad pass; steal by J. Redick),,41,42
2,1:48.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by L. Shamet),41,45
2,1:25.0,D. Dedmon misses 2-pt jump shot from 20 ft,,41,45
2,1:23.0,,Defensive rebound by J. Redick,41,45
2,1:23.0,,Personal foul by T. Young (drawn by J. Redick),41,45
2,1:23.0,,J. Redick makes free throw 1 of 2,41,46
2,1:23.0,,J. Redick makes free throw 2 of 2,41,47
2,1:04.0,M. Plumlee makes 2-pt hook shot from 7 ft (assist by T. Prince),,43,47
2,0:47.0,,B. Simmons misses 2-pt jump shot from 13 ft,43,47
2,0:46.0,,Offensive rebound by J. Embiid,43,47
2,0:44.0,,J. Embiid misses 2-pt jump shot from 5 ft,43,47
2,0:42.0,Defensive rebound by M. Plumlee,,43,47
2,0:39.0,D. Dedmon makes 2-pt layup from 1 ft (assist by T. Young),,45,47
2,0:30.0,,D. Šarić misses 3-pt jump shot from 27 ft,45,47
2,0:27.0,Defensive rebound by T. Prince,,45,47
2,0:09.0,T. Young makes 2-pt jump shot from 15 ft (assist by M. Plumlee),,47,47
2,0:04.0,,J. Redick misses 3-pt jump shot from 26 ft,47,47
2,0:01.0,Defensive rebound by T. Prince,,47,47
2,0:01.0,T. Prince misses 3-pt jump shot from 48 ft,,47,47
2,0:01.0,Offensive rebound by Team,,47,47
3,11:48.0,T. Prince misses 3-pt jump shot from 23 ft,,47,47
3,11:44.0,,Defensive rebound by D. Šarić,47,47
3,11:32.0,,J. Redick misses 3-pt jump shot from 26 ft,47,47
3,11:28.0,,Offensive rebound by D. Šarić,47,47
3,11:23.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),47,49
3,11:00.0,A. Len misses 3-pt jump shot from 24 ft,,47,49
3,10:57.0,Offensive rebound by V. Carter,,47,49
3,10:55.0,Turnover by V. Carter (bad pass; steal by R. Covington),,47,49
3,10:48.0,,J. Embiid misses 3-pt jump shot from 27 ft,47,49
3,10:46.0,,Offensive rebound by B. Simmons,47,49
3,10:38.0,,B. Simmons makes 2-pt jump shot from 6 ft,47,51
3,10:38.0,,Shooting foul by T. Prince (drawn by B. Simmons),47,51
3,10:38.0,,B. Simmons makes free throw 1 of 1,47,52
3,10:27.0,Personal foul by B. Simmons (drawn by T. Prince),,47,52
3,10:14.0,Turnover by K. Bazemore (bad pass),,47,52
3,10:07.0,,Personal foul by A. Len (drawn by J. Embiid),47,52
3,9:54.0,,Turnover by J. Embiid (bad pass),47,52
3,9:46.0,V. Carter makes 2-pt layup from 2 ft (assist by T. Young),,49,52
3,9:34.0,,J. Redick misses 2-pt jump shot from 21 ft,49,52
3,9:32.0,Defensive rebound by T. Young,,49,52
3,9:29.0,T. Young misses 3-pt jump shot from 29 ft,,49,52
3,9:26.0,,Defensive rebound by J. Redick,49,52
3,9:20.0,,Offensive foul by J. Redick (drawn by V. Carter),49,52
3,9:20.0,,Turnover by J. Redick (offensive foul),49,52
3,9:09.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Prince),,51,52
3,8:56.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),51,54
3,8:51.0,T. Prince misses 2-pt layup from 4 ft (block by B. Simmons),,51,54
3,8:51.0,,Defensive rebound by Team,51,54
3,8:40.0,,J. Embiid misses 2-pt jump shot from 13 ft,51,54
3,8:36.0,Defensive rebound by T. Prince,,51,54
3,8:27.0,T. Young misses 3-pt jump shot from 28 ft,,51,54
3,8:24.0,,Defensive rebound by B. Simmons,51,54
3,8:22.0,,R. Covington makes 2-pt dunk at rim (assist by B. Simmons),51,56
3,8:22.0,Atlanta full timeout,,51,56
3,8:09.0,T. Prince misses 3-pt jump shot from 23 ft,,51,56
3,8:06.0,,Defensive rebound by R. Covington,51,56
3,7:54.0,,Shooting foul by K. Bazemore (drawn by B. Simmons),51,56
3,7:54.0,,B. Simmons makes free throw 1 of 2,51,57
3,7:54.0,D. Dedmon enters the game for V. Carter,,51,57
3,7:54.0,O. Spellman enters the game for A. Len,,51,57
3,7:54.0,,B. Simmons makes free throw 2 of 2,51,58
3,7:39.0,K. Bazemore misses 2-pt layup from 3 ft,,51,58
3,7:37.0,,Defensive rebound by J. Embiid,51,58
3,7:33.0,,D. Šarić makes 2-pt layup from 2 ft (assist by B. Simmons),51,60
3,7:15.0,Turnover by T. Prince (bad pass; steal by D. Šarić),,51,60
3,7:08.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),51,63
3,7:07.0,Atlanta full timeout,,51,63
3,7:07.0,D. Bembry enters the game for T. Prince,,51,63
3,7:07.0,K. Huerter enters the game for T. Young,,51,63
3,6:58.0,K. Bazemore misses 2-pt layup from 7 ft,,51,63
3,6:57.0,Offensive rebound by O. Spellman,,51,63
3,6:57.0,O. Spellman misses 2-pt layup at rim,,51,63
3,6:55.0,Offensive rebound by O. Spellman,,51,63
3,6:55.0,O. Spellman makes 2-pt layup at rim,,53,63
3,6:37.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),53,65
3,6:19.0,O. Spellman misses 2-pt jump shot from 5 ft,,53,65
3,6:18.0,,Defensive rebound by J. Embiid,53,65
3,6:13.0,,R. Covington misses 3-pt jump shot from 27 ft,53,65
3,6:09.0,Defensive rebound by D. Dedmon,,53,65
3,5:57.0,D. Dedmon misses 2-pt jump shot from 13 ft,,53,65
3,5:54.0,,Defensive rebound by J. Redick,53,65
3,5:49.0,,J. Redick misses 2-pt jump shot from 16 ft,53,65
3,5:46.0,Defensive rebound by K. Huerter,,53,65
3,5:41.0,K. Bazemore misses 3-pt jump shot from 26 ft,,53,65
3,5:41.0,,Defensive rebound by D. Šarić,53,65
3,5:36.0,,Shooting foul by O. Spellman (drawn by B. Simmons),53,65
3,5:36.0,,A. Johnson enters the game for J. Embiid,53,65
3,5:36.0,,B. Simmons makes free throw 1 of 2,53,66
3,5:36.0,,L. Shamet enters the game for J. Redick,53,66
3,5:36.0,,B. Simmons makes free throw 2 of 2,53,67
3,5:25.0,D. Bembry makes 2-pt layup from 3 ft,,55,67
3,5:12.0,,L. Shamet misses 3-pt jump shot from 26 ft,55,67
3,5:09.0,,Offensive rebound by B. Simmons,55,67
3,5:07.0,,D. Šarić misses 3-pt jump shot from 25 ft,55,67
3,5:04.0,Defensive rebound by D. Bembry,,55,67
3,4:59.0,K. Huerter misses 3-pt jump shot from 27 ft,,55,67
3,4:55.0,,Defensive rebound by B. Simmons,55,67
3,4:49.0,,R. Covington misses 3-pt jump shot from 26 ft,55,67
3,4:47.0,,Offensive rebound by B. Simmons,55,67
3,4:44.0,,B. Simmons misses 2-pt layup from 4 ft,55,67
3,4:40.0,,Offensive rebound by B. Simmons,55,67
3,4:40.0,,B. Simmons makes 2-pt layup from 1 ft,55,69
3,4:40.0,,M. Fultz enters the game for D. Šarić,55,69
3,4:40.0,,M. Muscala enters the game for B. Simmons,55,69
3,4:18.0,Turnover by Team (shot clock),,55,69
3,4:18.0,,Philadelphia full timeout,55,69
3,3:55.0,,R. Covington misses 2-pt layup from 8 ft,55,69
3,3:53.0,Defensive rebound by K. Huerter,,55,69
3,3:51.0,K. Huerter misses 2-pt jump shot from 10 ft (block by A. Johnson),,55,69
3,3:49.0,,Defensive rebound by M. Fultz,55,69
3,3:49.0,,J. Embiid enters the game for A. Johnson,55,69
3,3:40.0,,Offensive foul by J. Embiid (drawn by K. Bazemore),55,69
3,3:40.0,,Turnover by J. Embiid (offensive foul),55,69
3,3:40.0,V. Carter enters the game for D. Dedmon,,55,69
3,3:40.0,M. Plumlee enters the game for O. Spellman,,55,69
3,3:25.0,K. Bazemore makes 2-pt jump shot from 15 ft,,57,69
3,3:09.0,,M. Fultz makes 3-pt jump shot from 29 ft,57,72
3,2:53.0,K. Bazemore makes 3-pt jump shot from 25 ft,,60,72
3,2:38.0,,L. Shamet makes 2-pt layup from 3 ft (assist by J. Embiid),60,74
3,2:20.0,Turnover by K. Huerter (bad pass),,60,74
3,2:20.0,T. Young enters the game for K. Bazemore,,60,74
3,2:20.0,,J. Redick enters the game for R. Covington,60,74
3,2:03.0,,Turnover by L. Shamet (bad pass; steal by V. Carter),60,74
3,1:58.0,T. Young misses 2-pt layup from 4 ft (block by M. Muscala),,60,74
3,1:55.0,,Defensive rebound by J. Redick,60,74
3,1:49.0,,M. Fultz makes 2-pt dunk from 1 ft (assist by J. Redick),60,76
3,1:34.0,Turnover by M. Plumlee (lost ball; steal by J. Redick),,60,76
3,1:22.0,,J. Embiid makes 2-pt jump shot from 14 ft (assist by M. Fultz),60,78
3,1:01.0,M. Plumlee misses 2-pt hook shot from 13 ft,,60,78
3,0:59.0,,Defensive rebound by J. Redick,60,78
3,0:52.0,,Turnover by J. Embiid (lost ball; steal by V. Carter),60,78
3,0:41.0,V. Carter misses 2-pt jump shot from 15 ft,,60,78
3,0:39.0,,Defensive rebound by J. Redick,60,78
3,0:32.0,,M. Fultz misses 3-pt jump shot from 28 ft,60,78
3,0:29.0,Defensive rebound by M. Plumlee,,60,78
3,0:21.0,T. Young misses 3-pt jump shot from 26 ft,,60,78
3,0:21.0,,Defensive rebound by J. Embiid,60,78
3,0:00.0,,M. Muscala misses 3-pt jump shot from 26 ft,60,78
3,0:00.0,,Offensive rebound by Team,60,78
4,11:41.0,,M. Fultz misses 2-pt jump shot from 15 ft,60,78
4,11:40.0,,Offensive rebound by Team,60,78
4,11:28.0,,J. Redick misses 3-pt jump shot from 26 ft,60,78
4,11:24.0,Defensive rebound by O. Spellman,,60,78
4,11:13.0,Personal foul by L. Shamet (drawn by T. Prince),,60,78
4,11:00.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),,62,78
4,10:41.0,,Turnover by J. Redick (bad pass; steal by D. Dedmon),62,78
4,10:36.0,Shooting foul by M. Fultz (drawn by T. Prince),,62,78
4,10:36.0,T. Prince makes free throw 1 of 2,,63,78
4,10:36.0,,R. Covington enters the game for L. Shamet,63,78
4,10:36.0,T. Prince makes free throw 2 of 2,,64,78
4,10:25.0,,Shooting foul by D. Dedmon (drawn by J. Embiid),64,78
4,10:25.0,,J. Embiid makes free throw 1 of 2,64,79
4,10:25.0,,J. Embiid makes free throw 2 of 2,64,80
4,10:13.0,D. Bembry makes 2-pt layup from 2 ft,,66,80
4,10:06.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by M. Fultz),66,83
4,9:59.0,Personal foul by J. Redick (drawn by D. Bembry),,66,83
4,9:59.0,K. Bazemore enters the game for D. Bembry,,66,83
4,9:57.0,D. Dedmon misses 3-pt jump shot from 25 ft,,66,83
4,9:53.0,,Defensive rebound by R. Covington,66,83
4,9:39.0,,M. Fultz makes 2-pt layup from 1 ft (assist by J. Redick),66,85
4,9:25.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Young),,69,85
4,9:18.0,,R. Covington misses 3-pt jump shot from 27 ft,69,85
4,9:13.0,Defensive rebound by K. Bazemore,,69,85
4,9:07.0,K. Bazemore misses 2-pt layup from 7 ft (block by R. Covington),,69,85
4,9:04.0,,Defensive rebound by J. Redick,69,85
4,8:58.0,,M. Muscala makes 3-pt jump shot from 24 ft (assist by M. Fultz),69,88
4,8:54.0,Atlanta full timeout,,69,88
4,8:54.0,,D. Šarić enters the game for J. Embiid,69,88
4,8:54.0,,L. Shamet enters the game for M. Fultz,69,88
4,8:54.0,,B. Simmons enters the game for J. Redick,69,88
4,8:46.0,Personal foul by B. Simmons (drawn by T. Prince),,69,88
4,8:35.0,K. Bazemore misses 2-pt jump shot from 10 ft,,69,88
4,8:32.0,,Defensive rebound by R. Covington,69,88
4,8:20.0,,M. Muscala misses 3-pt jump shot from 24 ft,69,88
4,8:16.0,Defensive rebound by K. Bazemore,,69,88
4,8:09.0,O. Spellman makes 3-pt jump shot from 26 ft (assist by T. Young),,72,88
