QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
1,2:47.0,K. Olynyk enters the game for J. Winslow,,12,18
1,2:47.0,,D. Bembry enters the game for V. Carter,12,18
1,2:47.0,,J. Collins enters the game for D. Hamilton,12,18
1,2:47.0,,D. Dedmon enters the game for A. Len,12,18
1,2:32.0,Turnover by T. Johnson (bad pass; steal by K. Huerter),,12,18
1,2:28.0,,K. Huerter misses 3-pt jump shot from 25 ft,12,18
1,2:24.0,,Offensive rebound by J. Collins,12,18
1,2:23.0,,Turnover by J. Collins (bad pass; steal by D. Jones),12,18
1,2:19.0,D. Jones makes 2-pt dunk from 1 ft (assist by D. Wade),,14,18
1,2:04.0,,J. Lin makes 2-pt jump shot from 13 ft,14,20
1,1:49.0,T. Johnson misses 2-pt layup from 1 ft,,14,20
1,1:45.0,,Defensive rebound by D. Dedmon,14,20
1,1:34.0,,Turnover by J. Lin (lost ball; steal by T. Johnson),14,20
1,1:26.0,D. Wade misses 2-pt jump shot from 16 ft,,14,20
1,1:23.0,,Defensive rebound by D. Dedmon,14,20
1,1:17.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by J. Lin),14,23
1,0:51.0,D. Wade makes 2-pt layup from 1 ft (assist by B. Adebayo),,16,23
1,0:51.0,Shooting foul by D. Bembry (drawn by D. Wade),,16,23
1,0:51.0,,T. Young enters the game for J. Lin,16,23
1,0:51.0,D. Wade misses free throw 1 of 1,,16,23
1,0:49.0,,Defensive rebound by D. Dedmon,16,23
1,0:35.0,,Turnover by K. Huerter (step out of bounds),16,23
1,0:24.0,T. Johnson misses 2-pt jump shot from 12 ft,,16,23
1,0:20.0,,Defensive rebound by J. Collins,16,23
2,11:49.0,Shooting foul by K. Huerter (drawn by D. Wade),,16,23
2,11:49.0,D. Wade makes free throw 1 of 2,,17,23
2,11:49.0,D. Wade misses free throw 2 of 2,,17,23
2,11:46.0,,Defensive rebound by K. Huerter,17,23
2,11:28.0,,Turnover by T. Young (bad pass; steal by D. Jones),17,23
2,11:16.0,D. Jones makes 2-pt dunk from 1 ft (assist by K. Olynyk),,19,23
2,11:04.0,,T. Young misses 2-pt jump shot from 22 ft,19,23
2,11:01.0,Defensive rebound by K. Olynyk,,19,23
2,10:55.0,T. Johnson misses 3-pt jump shot from 23 ft,,19,23
2,10:50.0,,Defensive rebound by J. Collins,19,23
2,10:43.0,,Turnover by K. Huerter (bad pass),19,23
2,10:32.0,Shooting foul by J. Collins (drawn by D. Wade),,19,23
2,10:32.0,D. Wade makes free throw 1 of 2,,20,23
2,10:32.0,D. Wade makes free throw 2 of 2,,21,23
2,10:16.0,,Turnover by D. Bembry (bad pass; steal by B. Adebayo),21,23
2,10:12.0,Shooting foul by D. Bembry (drawn by D. Jones),,21,23
2,10:12.0,D. Jones makes free throw 1 of 2,,22,23
2,10:12.0,,D. Hamilton enters the game for D. Bembry,22,23
2,10:12.0,D. Jones makes free throw 2 of 2,,23,23
2,10:01.0,,D. Dedmon misses 3-pt jump shot from 26 ft,23,23
2,9:58.0,Defensive rebound by T. Johnson,,23,23
2,9:49.0,K. Olynyk misses 3-pt jump shot from 22 ft,,23,23
2,9:48.0,,Defensive rebound by Team,23,23
2,9:48.0,Loose ball foul by B. Adebayo (drawn by J. Collins),,23,23
2,9:32.0,,K. Huerter misses 3-pt jump shot from 28 ft,23,23
2,9:27.0,Defensive rebound by D. Jones,,23,23
2,9:20.0,B. Adebayo makes 2-pt layup from 3 ft,,25,23
2,9:03.0,,Turnover by T. Young (bad pass; steal by D. Jones),25,23
2,8:52.0,B. Adebayo misses 2-pt hook shot from 10 ft,,25,23
2,8:50.0,Offensive rebound by K. Olynyk,,25,23
2,8:50.0,Turnover by K. Olynyk (lost ball; steal by T. Young),,25,23
2,8:48.0,,Turnover by T. Young (step out of bounds),25,23
2,8:48.0,,A. Len enters the game for D. Dedmon,25,23
2,8:46.0,D. Wade misses 2-pt jump shot from 15 ft,,25,23
2,8:42.0,,Defensive rebound by J. Collins,25,23
2,8:34.0,,Turnover by T. Young (bad pass; steal by B. Adebayo),25,23
2,8:28.0,B. Adebayo misses 2-pt layup from 2 ft,,25,23
2,8:26.0,,Defensive rebound by A. Len,25,23
2,8:22.0,,J. Collins makes 2-pt layup from 3 ft (assist by D. Hamilton),25,25
2,8:06.0,K. Olynyk misses 3-pt jump shot from 24 ft,,25,25
2,8:02.0,,Defensive rebound by D. Hamilton,25,25
2,7:58.0,,T. Young misses 2-pt layup from 2 ft,25,25
2,7:55.0,Defensive rebound by K. Olynyk,,25,25
2,7:50.0,Turnover by K. Olynyk (out of bounds lost ball),,25,25
2,7:44.0,,Atlanta full timeout,25,25
2,7:44.0,J. Richardson enters the game for T. Johnson,,25,25
2,7:44.0,J. Winslow enters the game for D. Wade,,25,25
2,7:44.0,,V. Carter enters the game for J. Collins,25,25
2,7:44.0,,J. Lin enters the game for T. Young,25,25
2,7:41.0,,K. Huerter misses 3-pt jump shot from 24 ft,25,25
2,7:37.0,Defensive rebound by J. Richardson,,25,25
2,7:31.0,Turnover by K. Olynyk (bad pass),,25,25
2,7:22.0,,J. Lin makes 2-pt jump shot from 4 ft,25,27
2,7:00.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Richardson),,28,27
2,6:37.0,,K. Huerter misses 2-pt layup from 2 ft,28,27
2,6:34.0,Defensive rebound by K. Olynyk,,28,27
2,6:21.0,J. Winslow makes 2-pt layup from 1 ft (assist by J. Richardson),,30,27
2,6:19.0,,Personal foul by B. Adebayo (drawn by J. Lin),30,27
2,6:19.0,H. Whiteside enters the game for B. Adebayo,,30,27
2,6:07.0,,Personal foul by H. Whiteside (drawn by D. Hamilton),30,27
2,5:54.0,,A. Len misses 2-pt layup from 3 ft,30,27
2,5:51.0,Defensive rebound by K. Olynyk,,30,27
2,5:42.0,Personal foul by V. Carter (drawn by H. Whiteside),,30,27
2,5:29.0,Turnover by J. Winslow (bad pass; steal by A. Len),,30,27
2,5:24.0,,Turnover by D. Hamilton (lost ball; steal by J. Winslow),30,27
2,5:19.0,D. Jones misses 3-pt jump shot from 24 ft,,30,27
2,5:16.0,,Defensive rebound by V. Carter,30,27
2,5:04.0,,D. Hamilton makes 2-pt layup from 3 ft (assist by J. Lin),30,29
2,5:04.0,,T. Dorsey enters the game for K. Huerter,30,29
2,4:40.0,K. Olynyk misses 3-pt jump shot from 23 ft,,30,29
2,4:37.0,,Defensive rebound by D. Hamilton,30,29
2,4:33.0,,D. Hamilton misses 2-pt layup from 7 ft,30,29
2,4:29.0,Defensive rebound by D. Jones,,30,29
2,4:29.0,J. Johnson enters the game for D. Jones,,30,29
2,4:23.0,Away from play foul by D. Hamilton (drawn by J. Richardson),,30,29
2,4:23.0,J. Richardson makes free throw 1 of 1,,31,29
2,4:23.0,R. McGruder enters the game for K. Olynyk,,31,29
2,4:14.0,J. Winslow misses 2-pt jump shot from 17 ft,,31,29
2,4:10.0,,Defensive rebound by V. Carter,31,29
2,4:04.0,,V. Carter makes 2-pt layup from 8 ft (assist by J. Lin),31,31
2,3:58.0,Miami full timeout,,31,31
2,3:58.0,,J. Collins enters the game for D. Hamilton,31,31
2,3:58.0,,T. Young enters the game for A. Len,31,31
2,3:49.0,Turnover by J. Richardson (lost ball; steal by J. Lin),,31,31
2,3:45.0,,Personal foul by J. Winslow (drawn by J. Collins),31,31
2,3:34.0,,Turnover by T. Dorsey (bad pass; steal by H. Whiteside),31,31
2,3:27.0,R. McGruder makes 2-pt layup from 1 ft (assist by J. Johnson),,33,31
2,3:07.0,,V. Carter makes 3-pt jump shot from 27 ft (assist by T. Dorsey),33,34
2,2:51.0,Turnover by H. Whiteside (bad pass; steal by V. Carter),,33,34
2,2:48.0,,Shooting foul by J. Johnson (drawn by T. Young),33,34
2,2:48.0,,T. Young misses free throw 1 of 2,33,34
2,2:48.0,,Offensive rebound by Team,33,34
2,2:48.0,D. Wade enters the game for J. Winslow,,33,34
2,2:48.0,,T. Young makes free throw 2 of 2,33,35
2,2:26.0,Turnover by D. Wade (bad pass; steal by T. Dorsey),,33,35
2,2:23.0,,J. Collins makes 2-pt layup from 2 ft (assist by T. Dorsey),33,37
2,2:23.0,,Shooting foul by J. Richardson (drawn by J. Collins),33,37
2,2:23.0,,D. Dedmon enters the game for V. Carter,33,37
2,2:23.0,,K. Huerter enters the game for J. Lin,33,37
2,2:23.0,,J. Collins makes free throw 1 of 1,33,38
2,2:15.0,J. Richardson makes 2-pt layup from 1 ft (assist by J. Johnson),,35,38
2,1:56.0,,Turnover by T. Dorsey (lost ball),35,38
2,1:56.0,,Loose ball foul by T. Dorsey (drawn by J. Richardson),35,38
2,1:56.0,J. Richardson misses free throw 1 of 2,,35,38
2,1:56.0,Offensive rebound by Team,,35,38
2,1:56.0,J. Richardson makes free throw 2 of 2,,36,38
2,1:39.0,,Turnover by J. Collins (traveling),36,38
2,1:30.0,J. Richardson misses 3-pt jump shot from 25 ft,,36,38
2,1:24.0,Offensive rebound by J. Johnson,,36,38
2,1:24.0,J. Johnson misses 2-pt layup at rim,,36,38
2,1:24.0,,Defensive rebound by D. Dedmon,36,38
2,1:20.0,,T. Young misses 2-pt jump shot from 9 ft,36,38
2,1:17.0,Defensive rebound by D. Wade,,36,38
2,1:09.0,H. Whiteside misses 3-pt jump shot from 26 ft,,36,38
2,1:09.0,,Defensive rebound by T. Young,36,38
2,0:52.0,,D. Dedmon misses 3-pt jump shot from 26 ft,36,38
2,0:48.0,Defensive rebound by H. Whiteside,,36,38
2,0:42.0,D. Wade misses 3-pt jump shot from 25 ft,,36,38
2,0:39.0,,Defensive rebound by J. Collins,36,38
2,0:32.0,,T. Young misses 2-pt layup from 2 ft,36,38
2,0:30.0,Defensive rebound by H. Whiteside,,36,38
2,0:11.0,Shooting foul by J. Collins (drawn by R. McGruder),,36,38
2,0:11.0,R. McGruder makes free throw 1 of 3,,37,38
2,0:11.0,R. McGruder misses free throw 2 of 3,,37,38
2,0:11.0,Offensive rebound by Team,,37,38
2,0:11.0,T. Johnson enters the game for J. Richardson,,37,38
2,0:11.0,D. Jones enters the game for H. Whiteside,,37,38
2,0:11.0,R. McGruder misses free throw 3 of 3,,37,38
2,0:11.0,,Defensive rebound by J. Collins,37,38
2,0:01.0,,T. Young misses 2-pt jump shot from 19 ft,37,38
2,0:01.0,,Offensive rebound by Team,37,38
3,11:37.0,J. Winslow misses 3-pt jump shot from 22 ft,,37,38
3,11:34.0,,Defensive rebound by J. Collins,37,38
3,11:20.0,,K. Huerter makes 2-pt jump shot from 6 ft,37,40
3,11:07.0,R. McGruder misses 3-pt jump shot from 25 ft,,37,40
3,11:04.0,,Defensive rebound by J. Collins,37,40
3,10:55.0,,T. Young misses 2-pt layup from 1 ft (block by R. McGruder),37,40
3,10:51.0,Defensive rebound by R. McGruder,,37,40
3,10:46.0,J. Richardson makes 2-pt layup from 1 ft (assist by J. Winslow),,39,40
3,10:46.0,Shooting foul by J. Collins (drawn by J. Richardson),,39,40
3,10:46.0,J. Richardson makes free throw 1 of 1,,40,40
3,10:33.0,,D. Bembry makes 2-pt layup from 1 ft (assist by K. Huerter),40,42
3,10:14.0,H. Whiteside misses 3-pt jump shot from 24 ft,,40,42
3,10:11.0,Offensive rebound by J. Johnson,,40,42
3,10:05.0,J. Richardson misses 2-pt jump shot from 18 ft,,40,42
3,10:04.0,Offensive rebound by Team,,40,42
3,10:04.0,Turnover by Team (shot clock),,40,42
3,9:51.0,,D. Bembry makes 2-pt layup from 2 ft (assist by K. Huerter),40,44
3,9:42.0,Offensive foul by H. Whiteside (drawn by K. Huerter),,40,44
3,9:42.0,Turnover by H. Whiteside (offensive foul),,40,44
3,9:22.0,,D. Bembry makes 3-pt jump shot from 26 ft (assist by K. Huerter),40,47
3,9:08.0,J. Winslow misses 2-pt layup from 7 ft (block by J. Collins),,40,47
3,9:05.0,,Defensive rebound by K. Huerter,40,47
3,9:02.0,,T. Young makes 3-pt jump shot from 28 ft (assist by K. Huerter),40,50
3,9:00.0,Miami full timeout,,40,50
3,8:42.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by R. McGruder),,43,50
3,8:16.0,,K. Huerter misses 2-pt layup from 7 ft,43,50
3,8:14.0,,Offensive rebound by D. Dedmon,43,50
3,8:12.0,,Personal foul by R. McGruder (drawn by T. Young),43,50
3,7:58.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by T. Young),43,52
3,7:40.0,H. Whiteside misses 2-pt layup from 1 ft (block by D. Dedmon),,43,52
3,7:36.0,,Defensive rebound by K. Huerter,43,52
3,7:33.0,,K. Huerter misses 3-pt jump shot from 26 ft,43,52
3,7:30.0,Defensive rebound by H. Whiteside,,43,52
3,7:22.0,J. Winslow makes 2-pt jump shot from 4 ft (assist by R. McGruder),,45,52
3,7:22.0,Shooting foul by D. Dedmon (drawn by J. Winslow),,45,52
3,7:22.0,J. Winslow misses free throw 1 of 1,,45,52
3,7:20.0,,Defensive rebound by D. Dedmon,45,52
3,7:05.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by D. Bembry),45,54
3,6:50.0,J. Johnson makes 2-pt jump shot from 4 ft (assist by J. Richardson),,47,54
3,6:29.0,,T. Young makes 3-pt jump shot from 33 ft,47,57
3,6:12.0,J. Richardson makes 2-pt jump shot from 18 ft (assist by J. Johnson),,49,57
3,5:48.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Young),49,59
3,5:48.0,,Shooting foul by J. Johnson (drawn by D. Dedmon),49,59
3,5:48.0,D. Jones enters the game for J. Johnson,,49,59
3,5:48.0,D. Wade enters the game for J. Richardson,,49,59
3,5:48.0,,V. Carter enters the game for J. Collins,49,59
3,5:48.0,,J. Lin enters the game for T. Young,49,59
3,5:48.0,,D. Dedmon makes free throw 1 of 1,49,60
3,5:32.0,J. Winslow misses 2-pt layup from 1 ft,,49,60
3,5:28.0,,Defensive rebound by V. Carter,49,60
3,5:23.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by J. Lin),49,63
3,5:22.0,Miami full timeout,,49,63
3,5:22.0,B. Adebayo enters the game for R. McGruder,,49,63
3,5:22.0,J. Richardson enters the game for H. Whiteside,,49,63
3,5:22.0,,D. Hamilton enters the game for D. Bembry,49,63
3,5:22.0,,A. Len enters the game for D. Dedmon,49,63
3,5:08.0,Shooting foul by D. Hamilton (drawn by D. Wade),,49,63
3,5:08.0,D. Wade makes free throw 1 of 2,,50,63
3,5:08.0,D. Wade misses free throw 2 of 2,,50,63
3,5:04.0,Offensive rebound by B. Adebayo,,50,63
3,4:59.0,J. Winslow misses 3-pt jump shot from 25 ft,,50,63
3,4:54.0,,Defensive rebound by K. Huerter,50,63
3,4:45.0,,A. Len misses 3-pt jump shot from 23 ft,50,63
3,4:42.0,Defensive rebound by D. Wade,,50,63
3,4:19.0,J. Winslow misses 2-pt jump shot from 17 ft,,50,63
3,4:16.0,,Defensive rebound by K. Huerter,50,63
3,4:07.0,,D. Hamilton makes 3-pt jump shot from 25 ft (assist by K. Huerter),50,66
3,3:44.0,J. Richardson misses 2-pt jump shot from 17 ft,,50,66
3,3:38.0,,Defensive rebound by D. Hamilton,50,66
3,3:33.0,,D. Hamilton misses 2-pt layup from 4 ft,50,66
3,3:30.0,,Offensive rebound by D. Hamilton,50,66
3,3:29.0,,J. Lin makes 3-pt jump shot from 26 ft (assist by D. Hamilton),50,69
3,3:11.0,Offensive foul by B. Adebayo (drawn by D. Hamilton),,50,69
3,3:11.0,Turnover by B. Adebayo (offensive foul),,50,69
3,3:11.0,T. Johnson enters the game for J. Winslow,,50,69
3,3:02.0,,D. Hamilton misses 3-pt jump shot from 24 ft,50,69
3,2:59.0,Defensive rebound by Team,,50,69
3,2:52.0,Shooting foul by A. Len (drawn by B. Adebayo),,50,69
3,2:52.0,B. Adebayo makes free throw 1 of 2,,51,69
3,2:52.0,B. Adebayo makes free throw 2 of 2,,52,69
3,2:41.0,,K. Huerter misses 3-pt jump shot from 25 ft,52,69
3,2:36.0,,Offensive rebound by D. Hamilton,52,69
3,2:25.0,,A. Len makes 2-pt jump shot from 13 ft (assist by D. Hamilton),52,71
3,2:12.0,D. Wade misses 2-pt jump shot from 16 ft,,52,71
3,2:08.0,,Defensive rebound by A. Len,52,71
3,2:05.0,,J. Lin makes 2-pt layup from 1 ft (assist by D. Hamilton),52,73
3,1:41.0,T. Johnson misses 2-pt jump shot from 19 ft,,52,73
3,1:38.0,,Defensive rebound by V. Carter,52,73
3,1:25.0,,J. Lin misses 2-pt layup from 1 ft (block by B. Adebayo),52,73
3,1:21.0,,Offensive rebound by K. Huerter,52,73
3,1:20.0,,V. Carter misses 3-pt jump shot from 25 ft,52,73
3,1:17.0,Defensive rebound by T. Johnson,,52,73
3,1:06.0,T. Johnson misses 3-pt jump shot from 26 ft,,52,73
3,0:59.0,,Defensive rebound by J. Lin,52,73
3,0:52.0,,J. Lin makes 2-pt jump shot from 12 ft,52,75
3,0:34.0,D. Wade makes 3-pt jump shot from 25 ft (assist by T. Johnson),,55,75
3,0:31.0,,J. Lin makes 2-pt jump shot from 22 ft,55,77
3,0:08.0,D. Jones makes 2-pt layup from 7 ft,,57,77
3,0:08.0,Shooting foul by A. Len (drawn by D. Jones),,57,77
3,0:08.0,D. Jones makes free throw 1 of 1,,58,77
3,0:00.0,,J. Lin makes 2-pt layup from 2 ft,58,79
4,11:40.0,,T. Young misses 2-pt jump shot from 17 ft,58,79
4,11:35.0,,Offensive rebound by J. Collins,58,79
4,11:35.0,,J. Collins makes 2-pt layup at rim,58,81
4,11:23.0,K. Olynyk makes 2-pt layup from 7 ft (assist by D. Wade),,60,81
4,11:23.0,Shooting foul by A. Len (drawn by K. Olynyk),,60,81
4,11:23.0,K. Olynyk misses free throw 1 of 1,,60,81
4,11:21.0,,Defensive rebound by J. Collins,60,81
4,11:05.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Hamilton),60,83
4,10:45.0,D. Jones misses 3-pt jump shot from 24 ft,,60,83
4,10:45.0,Offensive rebound by Team,,60,83
4,10:45.0,,Loose ball foul by J. Collins (drawn by B. Adebayo),60,83
4,10:39.0,K. Olynyk misses 3-pt jump shot from 25 ft,,60,83
4,10:34.0,Offensive rebound by D. Jones,,60,83
4,10:34.0,D. Jones makes 2-pt layup from 1 ft,,62,83
4,10:17.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Bembry),62,85
4,10:03.0,D. Jones misses 2-pt layup from 2 ft,,62,85
4,10:02.0,Offensive rebound by B. Adebayo,,62,85
4,10:02.0,B. Adebayo makes 2-pt layup from 1 ft,,64,85
4,10:02.0,,Atlanta full timeout,64,85
4,10:02.0,,V. Carter enters the game for J. Collins,64,85
4,10:02.0,,D. Dedmon enters the game for A. Len,64,85
4,9:50.0,,Turnover by D. Bembry (lost ball; steal by T. Johnson),64,85
4,9:39.0,K. Olynyk misses 3-pt jump shot from 24 ft,,64,85
4,9:35.0,Offensive rebound by B. Adebayo,,64,85
4,9:34.0,B. Adebayo makes 2-pt layup from 1 ft,,66,85
4,9:10.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Dedmon),66,88
4,8:46.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Wade),,68,88
4,8:19.0,,D. Dedmon misses 2-pt layup from 1 ft (block by T. Johnson),68,88
4,8:19.0,,Offensive rebound by Team,68,88
4,8:17.0,,Turnover by D. Hamilton (bad pass; steal by D. Wade),68,88
4,8:15.0,Personal foul by T. Young (drawn by T. Johnson),,68,88
4,8:15.0,,K. Huerter enters the game for D. Hamilton,68,88
4,8:06.0,B. Adebayo misses 2-pt jump shot from 10 ft,,68,88
4,8:02.0,,Defensive rebound by T. Young,68,88
4,7:45.0,,Turnover by K. Huerter (lost ball; steal by T. Johnson),68,88
4,7:34.0,Personal foul by D. Bembry (drawn by B. Adebayo),,68,88
4,7:27.0,T. Johnson misses 3-pt jump shot from 25 ft,,68,88
4,7:24.0,,Defensive rebound by D. Dedmon,68,88
4,7:16.0,,D. Bembry makes 2-pt jump shot from 10 ft,68,90
4,7:16.0,,Shooting foul by K. Olynyk (drawn by D. Bembry),68,90
4,7:16.0,J. Richardson enters the game for T. Johnson,,68,90
4,7:16.0,J. Winslow enters the game for D. Wade,,68,90
4,7:16.0,,D. Bembry makes free throw 1 of 1,68,91
4,7:08.0,Personal foul by V. Carter (drawn by K. Olynyk),,68,91
4,7:08.0,K. Olynyk misses free throw 1 of 2,,68,91
4,7:08.0,Offensive rebound by Team,,68,91
4,7:08.0,K. Olynyk makes free throw 2 of 2,,69,91
