QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
1,7:40.0,,Turnover by K. Kuzma (traveling),10,9
1,7:25.0,T. Gibson misses 2-pt jump shot from 7 ft,,10,9
1,7:22.0,,Defensive rebound by L. James,10,9
1,7:21.0,,L. James misses 2-pt layup from 2 ft (block by K. Towns),10,9
1,7:21.0,,Offensive rebound by Team,10,9
1,7:18.0,,B. Ingram makes 2-pt jump shot from 14 ft (assist by L. Ball),10,11
1,7:08.0,D. Rose misses 2-pt jump shot from 14 ft,,10,11
1,7:05.0,Offensive rebound by T. Gibson,,10,11
1,7:03.0,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Gibson),,13,11
1,6:56.0,,Offensive foul by K. Kuzma (drawn by K. Towns),13,11
1,6:56.0,,Turnover by K. Kuzma (offensive foul),13,11
1,6:56.0,,LA Lakers full timeout,13,11
1,6:45.0,J. Butler makes 3-pt jump shot from 25 ft (assist by D. Rose),,16,11
1,6:30.0,,B. Ingram misses 2-pt layup from 2 ft,16,11
1,6:27.0,,Offensive rebound by J. McGee,16,11
1,6:27.0,,J. McGee makes 2-pt layup from 1 ft,16,13
1,6:05.0,D. Rose misses 2-pt layup from 3 ft,,16,13
1,6:04.0,Offensive rebound by K. Towns,,16,13
1,6:04.0,Turnover by Team (shot clock),,16,13
1,5:49.0,,L. James makes 2-pt layup at rim,16,15
1,5:29.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by T. Gibson),,19,15
1,5:10.0,,B. Ingram misses 2-pt jump shot from 2 ft,19,15
1,5:07.0,Defensive rebound by A. Wiggins,,19,15
1,5:06.0,Shooting foul by L. Ball (drawn by D. Rose),,19,15
1,5:06.0,D. Rose makes free throw 1 of 2,,20,15
1,5:06.0,D. Rose makes free throw 2 of 2,,21,15
1,4:55.0,,L. James makes 2-pt layup from 1 ft (assist by L. Ball),21,17
1,4:37.0,D. Rose makes 3-pt jump shot from 26 ft (assist by J. Butler),,24,17
1,4:29.0,,J. McGee makes 2-pt dunk from 1 ft (assist by B. Ingram),24,19
1,4:06.0,K. Towns makes 2-pt hook shot from 7 ft (assist by J. Butler),,26,19
1,3:58.0,,K. Kuzma misses 3-pt jump shot from 25 ft,26,19
1,3:54.0,Defensive rebound by A. Wiggins,,26,19
1,3:51.0,A. Wiggins makes 2-pt layup from 2 ft,,28,19
1,3:28.0,,K. Kuzma misses 2-pt jump shot from 8 ft,28,19
1,3:23.0,Defensive rebound by K. Towns,,28,19
1,3:23.0,Turnover by K. Towns (bad pass; steal by L. Ball),,28,19
1,3:20.0,,L. Ball misses 2-pt layup from 2 ft (block by K. Towns),28,19
1,3:17.0,,Offensive rebound by L. Ball,28,19
1,3:15.0,,L. Ball misses 3-pt jump shot from 23 ft,28,19
1,3:13.0,Defensive rebound by T. Gibson,,28,19
1,3:08.0,Offensive foul by K. Towns (drawn by B. Ingram),,28,19
1,3:08.0,Turnover by K. Towns (offensive foul),,28,19
1,3:08.0,T. Jones enters the game for D. Rose,,28,19
1,3:08.0,,T. Chandler enters the game for L. Ball,28,19
1,3:08.0,,J. Hart enters the game for B. Ingram,28,19
1,3:08.0,,R. Rondo enters the game for J. McGee,28,19
1,2:56.0,,R. Rondo misses 2-pt jump shot from 14 ft,28,19
1,2:52.0,,Offensive rebound by J. Hart,28,19
1,2:44.0,,J. Hart makes 3-pt jump shot from 22 ft (assist by L. James),28,22
1,2:30.0,T. Gibson misses 2-pt hook shot from 8 ft,,28,22
1,2:28.0,,Defensive rebound by R. Rondo,28,22
1,2:23.0,,Personal foul by T. Jones (drawn by J. Hart),28,22
1,2:23.0,Minnesota full timeout,,28,22
1,2:23.0,J. Okogie enters the game for J. Butler,,28,22
1,2:23.0,A. Tolliver enters the game for T. Gibson,,28,22
1,2:11.0,,T. Chandler misses 2-pt dunk from 3 ft (block by A. Wiggins),28,22
1,2:08.0,,Offensive rebound by R. Rondo,28,22
1,2:05.0,,Turnover by R. Rondo (bad pass; steal by K. Towns),28,22
1,1:59.0,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),,30,22
1,1:44.0,,K. Kuzma makes 2-pt dunk from 2 ft,30,24
1,1:21.0,A. Tolliver misses 3-pt jump shot from 24 ft,,30,24
1,1:18.0,,Defensive rebound by L. James,30,24
1,1:15.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by L. James),30,27
1,1:01.0,K. Towns misses 3-pt jump shot from 26 ft,,30,27
1,1:01.0,,Defensive rebound by T. Chandler,30,27
1,0:49.0,,Turnover by R. Rondo (bad pass),30,27
1,0:49.0,,L. Stephenson enters the game for L. James,30,27
1,0:36.0,A. Wiggins makes 2-pt jump shot from 21 ft,,32,27
1,0:27.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by R. Rondo),32,30
1,0:06.0,Personal foul by J. Hart (drawn by A. Wiggins),,32,30
1,0:02.0,K. Towns misses 2-pt hook shot from 6 ft,,32,30
1,0:01.0,,Defensive rebound by J. Hart,32,30
2,11:49.0,T. Jones misses 2-pt jump shot from 13 ft,,32,30
2,11:45.0,,Defensive rebound by T. Chandler,32,30
2,11:30.0,,R. Rondo misses 2-pt jump shot from 7 ft,32,30
2,11:28.0,,Offensive rebound by T. Chandler,32,30
2,11:28.0,,T. Chandler misses 2-pt layup from 1 ft,32,30
2,11:28.0,Defensive rebound by Team,,32,30
2,11:16.0,Shooting foul by T. Chandler (drawn by G. Dieng),,32,30
2,11:16.0,G. Dieng makes free throw 1 of 2,,33,30
2,11:16.0,G. Dieng makes free throw 2 of 2,,34,30
2,11:06.0,,L. Stephenson misses 2-pt jump shot from 19 ft,34,30
2,11:03.0,Defensive rebound by G. Dieng,,34,30
2,10:45.0,J. Okogie misses 3-pt jump shot from 27 ft,,34,30
2,10:42.0,Offensive rebound by G. Dieng,,34,30
2,10:30.0,G. Dieng misses 2-pt jump shot from 7 ft,,34,30
2,10:28.0,,Defensive rebound by L. Stephenson,34,30
2,10:13.0,,L. Stephenson misses 2-pt layup from 1 ft,34,30
2,10:09.0,,Offensive rebound by T. Chandler,34,30
2,10:09.0,,T. Chandler misses 2-pt layup from 1 ft,34,30
2,10:08.0,Defensive rebound by G. Dieng,,34,30
2,10:05.0,G. Dieng makes 2-pt dunk from 1 ft (assist by T. Jones),,36,30
2,9:51.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Rondo),36,33
2,9:31.0,J. Butler makes 2-pt jump shot from 18 ft,,38,33
2,9:03.0,,L. Stephenson misses 3-pt jump shot from 26 ft,38,33
2,8:58.0,Defensive rebound by G. Dieng,,38,33
2,8:52.0,T. Jones misses 2-pt layup from 2 ft,,38,33
2,8:49.0,Offensive rebound by J. Butler,,38,33
2,8:49.0,Turnover by J. Okogie (traveling),,38,33
2,8:49.0,,B. Ingram enters the game for T. Chandler,38,33
2,8:49.0,,J. McGee enters the game for L. Stephenson,38,33
2,8:37.0,,J. McGee makes 2-pt dunk from 2 ft (assist by R. Rondo),38,35
2,8:14.0,J. Okogie misses 2-pt jump shot from 10 ft (block by B. Ingram),,38,35
2,8:12.0,,Defensive rebound by J. McGee,38,35
2,8:08.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by B. Ingram),38,38
2,8:01.0,Minnesota full timeout,,38,38
2,8:01.0,T. Gibson enters the game for T. Jones,,38,38
2,8:01.0,D. Rose enters the game for J. Okogie,,38,38
2,8:01.0,A. Wiggins enters the game for A. Tolliver,,38,38
2,7:43.0,T. Gibson makes 2-pt layup from 2 ft,,40,38
2,7:29.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by R. Rondo),40,40
2,7:14.0,J. Butler makes 2-pt jump shot from 17 ft,,42,40
2,7:05.0,,J. McGee makes 2-pt hook shot from 4 ft (assist by R. Rondo),42,42
2,6:50.0,G. Dieng misses 3-pt jump shot from 23 ft,,42,42
2,6:48.0,,Defensive rebound by R. Rondo,42,42
2,6:43.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,42,42
2,6:40.0,Defensive rebound by T. Gibson,,42,42
2,6:31.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by D. Rose),,45,42
2,6:09.0,,LA Lakers full timeout,45,42
2,6:09.0,K. Towns enters the game for G. Dieng,,45,42
2,6:09.0,,T. Chandler enters the game for K. Caldwell-Pope,45,42
2,6:09.0,,L. James enters the game for J. Hart,45,42
2,6:09.0,,K. Kuzma enters the game for J. McGee,45,42
2,5:57.0,,B. Ingram misses 3-pt jump shot from 23 ft,45,42
2,5:52.0,,Offensive rebound by R. Rondo,45,42
2,5:52.0,,R. Rondo makes 2-pt layup from 1 ft,45,44
2,5:52.0,Offensive foul by D. Rose (drawn by R. Rondo),,45,44
2,5:52.0,Turnover by D. Rose (offensive foul),,45,44
2,5:44.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. James),45,46
2,5:27.0,J. Butler makes 3-pt jump shot from 23 ft (assist by T. Gibson),,48,46
2,5:11.0,,R. Rondo misses 2-pt layup from 2 ft,48,46
2,5:08.0,,Offensive rebound by T. Chandler,48,46
2,5:08.0,,T. Chandler makes 2-pt layup from 1 ft,48,48
2,4:59.0,T. Gibson makes 3-pt jump shot from 24 ft (assist by D. Rose),,51,48
2,4:47.0,,Shooting foul by A. Wiggins (drawn by B. Ingram),51,48
2,4:47.0,,B. Ingram makes free throw 1 of 2,51,49
2,4:47.0,,L. Ball enters the game for R. Rondo,51,49
2,4:47.0,,B. Ingram makes free throw 2 of 2,51,50
2,4:29.0,J. Butler misses 2-pt jump shot from 8 ft (block by B. Ingram),,51,50
2,4:26.0,,Defensive rebound by B. Ingram,51,50
2,4:10.0,,L. Ball misses 2-pt jump shot from 21 ft,51,50
2,4:06.0,Defensive rebound by J. Butler,,51,50
2,4:00.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Butler),,53,50
2,3:45.0,,Offensive foul by T. Chandler (drawn by A. Wiggins),53,50
2,3:45.0,,Turnover by T. Chandler (offensive foul),53,50
2,3:32.0,T. Gibson makes 3-pt jump shot from 24 ft (assist by J. Butler),,56,50
2,3:24.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. James),56,53
2,3:11.0,Personal foul by L. Ball (drawn by T. Gibson),,56,53
2,3:11.0,,J. McGee enters the game for T. Chandler,56,53
2,3:07.0,Personal foul by K. Kuzma (drawn by K. Towns),,56,53
2,3:04.0,Turnover by K. Towns (3 sec),,56,53
2,2:43.0,,B. Ingram misses 2-pt layup from 3 ft,56,53
2,2:42.0,Defensive rebound by D. Rose,,56,53
2,2:37.0,D. Rose makes 3-pt jump shot from 26 ft,,59,53
2,2:23.0,,J. McGee makes 2-pt dunk from 1 ft (assist by B. Ingram),59,55
2,2:05.0,K. Towns makes 2-pt hook shot from 8 ft,,61,55
2,1:51.0,,L. James makes 2-pt layup from 1 ft,61,57
2,1:43.0,D. Rose makes 2-pt layup from 2 ft,,63,57
2,1:30.0,,Turnover by L. James (bad pass; steal by T. Gibson),63,57
2,1:14.0,D. Rose misses 2-pt layup from 3 ft,,63,57
2,1:07.0,Offensive rebound by A. Wiggins,,63,57
2,1:07.0,A. Wiggins makes 2-pt layup at rim,,65,57
2,0:56.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by L. Ball),65,59
2,0:40.0,T. Gibson makes 2-pt dunk from 1 ft (assist by K. Towns),,67,59
2,0:31.0,,L. James makes 3-pt jump shot from 28 ft,67,62
2,0:05.0,T. Gibson misses 2-pt layup from 3 ft,,67,62
2,0:05.0,,Defensive rebound by Team,67,62
2,0:05.0,Loose ball foul by K. Towns (drawn by K. Kuzma),,67,62
2,0:00.0,,K. Kuzma makes 3-pt jump shot from 27 ft (assist by L. James),67,65
3,11:43.0,T. Gibson misses 3-pt jump shot from 23 ft,,67,65
3,11:39.0,,Defensive rebound by L. Ball,67,65
3,11:25.0,,J. McGee misses 2-pt layup from 3 ft (block by J. Butler),67,65
3,11:22.0,Defensive rebound by T. Gibson,,67,65
3,11:07.0,A. Wiggins makes 2-pt layup at rim,,69,65
3,10:57.0,,Personal foul by T. Gibson (drawn by B. Ingram),69,65
3,10:54.0,,Personal foul by A. Wiggins (drawn by B. Ingram),69,65
3,10:44.0,,L. James misses 3-pt jump shot from 29 ft,69,65
3,10:39.0,Defensive rebound by K. Towns,,69,65
3,10:24.0,Turnover by D. Rose (lost ball; steal by L. Ball),,69,65
3,10:19.0,,B. Ingram misses 2-pt jump shot from 13 ft,69,65
3,10:14.0,Defensive rebound by T. Gibson,,69,65
3,9:58.0,K. Towns misses 2-pt hook shot from 6 ft,,69,65
3,9:55.0,,Defensive rebound by K. Kuzma,69,65
3,9:52.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),69,67
3,9:34.0,J. Butler misses 2-pt jump shot from 11 ft,,69,67
3,9:31.0,,Defensive rebound by L. James,69,67
3,9:27.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. James),69,70
3,9:17.0,Personal foul by B. Ingram (drawn by J. Butler),,69,70
3,9:10.0,D. Rose makes 2-pt jump shot from 20 ft,,71,70
3,8:56.0,,K. Kuzma misses 2-pt jump shot from 11 ft,71,70
3,8:53.0,,Offensive rebound by B. Ingram,71,70
3,8:42.0,,Turnover by B. Ingram (bad pass; steal by T. Gibson),71,70
3,8:22.0,T. Gibson misses 2-pt jump shot from 5 ft (block by L. James),,71,70
3,8:22.0,,Defensive rebound by Team,71,70
3,8:10.0,,Turnover by L. James (bad pass; steal by T. Gibson),71,70
3,7:59.0,D. Rose misses 2-pt jump shot from 4 ft,,71,70
3,7:55.0,Offensive rebound by K. Towns,,71,70
3,7:54.0,K. Towns misses 2-pt layup from 2 ft (block by L. James),,71,70
3,7:54.0,,Defensive rebound by B. Ingram,71,70
3,7:49.0,,L. Ball misses 3-pt jump shot from 25 ft,71,70
3,7:46.0,Defensive rebound by J. Butler,,71,70
3,7:36.0,J. Butler misses 2-pt jump shot from 18 ft,,71,70
3,7:36.0,,Defensive rebound by L. James,71,70
3,7:26.0,,L. James misses 2-pt layup from 3 ft,71,70
3,7:25.0,Defensive rebound by Team,,71,70
3,7:25.0,,T. Chandler enters the game for L. James,71,70
3,7:25.0,,J. Hart enters the game for J. McGee,71,70
3,7:11.0,A. Wiggins misses 3-pt jump shot from 26 ft,,71,70
3,7:08.0,,Defensive rebound by T. Chandler,71,70
3,7:00.0,,K. Kuzma makes 2-pt jump shot from 6 ft (assist by B. Ingram),71,72
3,6:45.0,Turnover by A. Wiggins (bad pass),,71,72
3,6:44.0,,LA Lakers full timeout,71,72
3,6:35.0,,L. Ball makes 2-pt dunk from 1 ft (assist by B. Ingram),71,74
3,6:10.0,J. Butler makes 3-pt jump shot from 25 ft,,74,74
3,5:59.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by L. Ball),74,77
3,5:49.0,K. Towns misses 3-pt jump shot from 25 ft,,74,77
3,5:46.0,,Defensive rebound by L. Ball,74,77
3,5:40.0,,L. Ball misses 3-pt jump shot from 27 ft,74,77
3,5:35.0,Defensive rebound by T. Gibson,,74,77
3,5:23.0,J. Butler misses 2-pt jump shot from 13 ft,,74,77
3,5:20.0,,Defensive rebound by T. Chandler,74,77
3,5:14.0,,J. Hart misses 3-pt jump shot from 26 ft,74,77
3,5:09.0,Defensive rebound by A. Wiggins,,74,77
3,5:00.0,D. Rose makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,77,77
3,4:42.0,,Turnover by L. Ball (bad pass; steal by A. Wiggins),77,77
3,4:42.0,,L. James enters the game for L. Ball,77,77
3,4:42.0,,R. Rondo enters the game for K. Kuzma,77,77
3,4:25.0,J. Butler makes 3-pt jump shot from 25 ft,,80,77
3,4:07.0,,B. Ingram makes 2-pt jump shot from 11 ft,80,79
3,3:47.0,Turnover by K. Towns (bad pass; steal by B. Ingram),,80,79
3,3:43.0,,Turnover by B. Ingram (bad pass; steal by A. Wiggins),80,79
3,3:39.0,J. Butler misses 3-pt jump shot from 22 ft,,80,79
3,3:34.0,,Defensive rebound by B. Ingram,80,79
3,3:23.0,,B. Ingram makes 2-pt layup from 4 ft,80,81
3,3:08.0,J. Butler makes 2-pt jump shot from 6 ft,,82,81
3,2:54.0,,L. James makes 2-pt jump shot from 20 ft (assist by R. Rondo),82,83
3,2:39.0,K. Towns misses 3-pt jump shot from 26 ft,,82,83
3,2:37.0,,Defensive rebound by L. James,82,83
3,2:34.0,,Turnover by L. James (lost ball; steal by J. Butler),82,83
3,2:29.0,A. Wiggins misses 3-pt jump shot from 25 ft,,82,83
3,2:29.0,Offensive rebound by T. Gibson,,82,83
3,2:29.0,Shooting foul by L. James (drawn by T. Gibson),,82,83
3,2:29.0,Minnesota full timeout,,82,83
3,2:29.0,J. Okogie enters the game for J. Butler,,82,83
3,2:29.0,T. Gibson misses free throw 1 of 2,,82,83
3,2:29.0,Offensive rebound by Team,,82,83
3,2:29.0,T. Gibson makes free throw 2 of 2,,83,83
3,2:12.0,,Personal foul by T. Gibson (drawn by T. Chandler),83,83
3,2:12.0,,K. Caldwell-Pope enters the game for B. Ingram,83,83
3,2:07.0,,Turnover by R. Rondo (bad pass; steal by A. Wiggins),83,83
3,1:58.0,K. Towns misses 2-pt jump shot from 9 ft,,83,83
3,1:53.0,,Defensive rebound by J. Hart,83,83
3,1:44.0,,Turnover by J. Hart (traveling),83,83
3,1:32.0,Shooting foul by T. Chandler (drawn by K. Towns),,83,83
3,1:32.0,K. Towns makes free throw 1 of 2,,84,83
3,1:32.0,T. Jones enters the game for D. Rose,,84,83
3,1:32.0,K. Towns makes free throw 2 of 2,,85,83
3,1:14.0,,R. Rondo misses 3-pt jump shot from 22 ft,85,83
3,1:11.0,Defensive rebound by T. Gibson,,85,83
3,0:58.0,K. Towns misses 2-pt hook shot from 4 ft,,85,83
3,0:57.0,,Defensive rebound by L. James,85,83
3,0:55.0,,J. Hart misses 3-pt jump shot from 26 ft,85,83
3,0:49.0,Defensive rebound by J. Okogie,,85,83
3,0:39.0,K. Towns misses 2-pt jump shot from 19 ft,,85,83
3,0:35.0,,Defensive rebound by L. James,85,83
3,0:32.0,,L. James misses 3-pt jump shot from 25 ft,85,83
3,0:30.0,Defensive rebound by Team,,85,83
3,0:30.0,G. Dieng enters the game for T. Gibson,,85,83
3,0:30.0,A. Tolliver enters the game for K. Towns,,85,83
3,0:10.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by T. Jones),,88,83
3,0:01.0,,J. Hart makes 3-pt jump shot from 24 ft (assist by R. Rondo),88,86
3,0:00.0,G. Dieng misses 3-pt jump shot from 48 ft,,88,86
3,0:00.0,Offensive rebound by Team,,88,86
4,11:39.0,,R. Rondo misses 2-pt jump shot from 18 ft,88,86
4,11:34.0,Defensive rebound by J. Okogie,,88,86
4,11:16.0,Turnover by A. Tolliver (out of bounds lost ball),,88,86
4,11:05.0,,Shooting foul by G. Dieng (drawn by J. Hart),88,86
4,11:05.0,,J. Hart makes free throw 1 of 2,88,87
4,11:05.0,,J. Hart makes free throw 2 of 2,88,88
4,10:48.0,J. Okogie misses 2-pt jump shot from 20 ft,,88,88
4,10:44.0,,Defensive rebound by K. Caldwell-Pope,88,88
4,10:40.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,88,88
4,10:36.0,Defensive rebound by T. Jones,,88,88
4,10:23.0,G. Dieng misses 2-pt jump shot from 20 ft,,88,88
4,10:20.0,,Defensive rebound by L. James,88,88
4,10:12.0,,Personal foul by A. Tolliver (drawn by R. Rondo),88,88
4,10:00.0,,L. James misses 2-pt jump shot from 19 ft,88,88
4,9:56.0,Defensive rebound by A. Tolliver,,88,88
4,9:46.0,Offensive foul by G. Dieng (drawn by K. Caldwell-Pope),,88,88
4,9:46.0,Turnover by G. Dieng (offensive foul),,88,88
4,9:46.0,,J. McGee enters the game for T. Chandler,88,88
4,9:36.0,,L. James makes 3-pt jump shot from 27 ft (assist by R. Rondo),88,91
4,9:13.0,J. Butler misses 2-pt layup from 4 ft,,88,91
4,9:11.0,,Defensive rebound by L. James,88,91
4,9:11.0,,Shooting foul by J. Okogie (drawn by L. James),88,91
4,9:11.0,,L. James misses free throw 1 of 2,88,91
4,9:11.0,,Offensive rebound by Team,88,91
4,9:11.0,D. Rose enters the game for G. Dieng,,88,91
4,9:11.0,K. Towns enters the game for A. Tolliver,,88,91
4,9:11.0,,L. James makes free throw 2 of 2,88,92
4,9:01.0,Turnover by T. Jones (bad pass; steal by J. Hart),,88,92
4,8:57.0,,Shooting foul by J. Butler (drawn by J. Hart),88,92
4,8:57.0,,J. Hart makes free throw 1 of 2,88,93
4,8:57.0,A. Wiggins enters the game for J. Okogie,,88,93
4,8:57.0,,J. Hart makes free throw 2 of 2,88,94
4,8:36.0,Turnover by K. Towns (3 sec),,88,94
4,8:36.0,T. Gibson enters the game for T. Jones,,88,94
4,8:20.0,,L. James misses 3-pt jump shot from 23 ft,88,94
4,8:17.0,Defensive rebound by Team,,88,94
4,8:17.0,,Loose ball foul by J. McGee (drawn by J. Butler),88,94
4,8:02.0,D. Rose makes 2-pt layup from 1 ft,,90,94
4,7:52.0,,R. Rondo misses 2-pt layup from 4 ft,90,94
4,7:48.0,Defensive rebound by J. Butler,,90,94
4,7:44.0,J. Butler makes 3-pt jump shot from 27 ft,,93,94
4,7:44.0,Shooting foul by J. Hart (drawn by J. Butler),,93,94
4,7:44.0,J. Butler makes free throw 1 of 1,,94,94
4,7:26.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),94,96
4,7:06.0,Personal foul by K. Caldwell-Pope (drawn by D. Rose),,94,96
4,7:06.0,,B. Ingram enters the game for K. Caldwell-Pope,94,96
4,7:06.0,,K. Kuzma enters the game for J. Hart,94,96
4,6:55.0,K. Towns misses 3-pt jump shot from 24 ft,,94,96
4,6:51.0,Offensive rebound by D. Rose,,94,96
4,6:48.0,T. Gibson makes 3-pt jump shot from 24 ft (assist by A. Wiggins),,97,96
4,6:34.0,,L. James makes 3-pt jump shot from 26 ft (assist by K. Kuzma),97,99
4,6:11.0,Offensive foul by K. Towns (drawn by B. Ingram),,97,99
4,6:11.0,Turnover by K. Towns (offensive foul),,97,99
4,6:11.0,,LA Lakers full timeout,97,99
4,6:00.0,,Turnover by B. Ingram (bad pass; steal by J. Butler),97,99
4,5:57.0,J. Butler makes 2-pt dunk from 1 ft,,99,99
4,5:35.0,,B. Ingram makes 2-pt jump shot from 14 ft,99,101
4,5:13.0,A. Wiggins misses 2-pt jump shot from 13 ft,,99,101
4,5:11.0,,Defensive rebound by K. Kuzma,99,101
4,5:02.0,,L. James misses 2-pt jump shot from 15 ft,99,101
4,4:58.0,Defensive rebound by K. Towns,,99,101
4,4:45.0,T. Gibson misses 2-pt layup from 2 ft,,99,101
4,4:41.0,Offensive rebound by T. Gibson,,99,101
4,4:41.0,T. Gibson makes 2-pt layup from 1 ft,,101,101
4,4:28.0,,K. Kuzma misses 3-pt jump shot from 23 ft,101,101
4,4:25.0,Defensive rebound by K. Towns,,101,101
4,4:15.0,J. Butler misses 2-pt jump shot from 12 ft,,101,101
4,4:12.0,Offensive rebound by T. Gibson,,101,101
4,4:10.0,T. Gibson misses 3-pt jump shot from 23 ft,,101,101
4,4:10.0,,Defensive rebound by R. Rondo,101,101
4,4:03.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by R. Rondo),101,104
4,4:00.0,Minnesota full timeout,,101,104
4,4:00.0,,LA Lakers full timeout,101,104
4,4:00.0,,T. Chandler enters the game for J. McGee,101,104
4,3:48.0,K. Towns misses 3-pt jump shot from 27 ft,,101,104
4,3:44.0,Offensive rebound by J. Butler,,101,104
4,3:37.0,D. Rose makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,104,104
4,3:20.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by B. Ingram),104,106
4,3:04.0,A. Wiggins misses 3-pt jump shot from 26 ft,,104,106
4,3:01.0,,Defensive rebound by L. James,104,106
4,2:42.0,,L. James makes 2-pt jump shot from 8 ft,104,108
4,2:39.0,Minnesota full timeout,,104,108
4,2:17.0,J. Butler misses 3-pt jump shot from 25 ft,,104,108
4,2:14.0,Offensive rebound by Team,,104,108
4,1:57.0,J. Butler misses 3-pt jump shot from 23 ft,,104,108
4,1:55.0,,Defensive rebound by R. Rondo,104,108
4,1:51.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by R. Rondo),104,111
4,1:35.0,D. Rose makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,107,111
4,1:16.0,,K. Kuzma misses 2-pt hook shot from 4 ft,107,111
4,1:15.0,Defensive rebound by K. Towns,,107,111
4,1:07.0,D. Rose makes 3-pt jump shot from 25 ft,,110,111
4,1:06.0,,LA Lakers full timeout,110,111
4,0:46.0,,L. James misses 3-pt jump shot from 26 ft,110,111
4,0:42.0,,Offensive rebound by L. James,110,111
4,0:30.0,,K. Kuzma misses 3-pt jump shot from 23 ft,110,111
4,0:28.0,,Offensive rebound by Team,110,111
4,0:15.0,,L. James misses 3-pt jump shot from 29 ft,110,111
4,0:12.0,,Offensive rebound by T. Chandler,110,111
