QUARTER,TIME_REMAINING,MINNESOTA_ACTION,OKLAHOMA CITY_ACTION,MINNESOTA_SCORE,OKLAHOMA CITY_SCORE
1,6:07.0,,R. Westbrook makes 2-pt jump shot from 10 ft,13,17
1,6:01.0,Minnesota full timeout,,13,17
1,6:01.0,,D. Schröder enters the game for T. Ferguson,13,17
1,5:53.0,A. Wiggins makes 2-pt layup from 1 ft,,15,17
1,5:41.0,,Offensive foul by P. George (drawn by R. Covington),15,17
1,5:41.0,,Turnover by P. George (offensive foul),15,17
1,5:29.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,17,17
1,5:29.0,Shooting foul by R. Westbrook (drawn by A. Wiggins),,17,17
1,5:29.0,A. Wiggins makes free throw 1 of 1,,18,17
1,5:12.0,,Turnover by P. George (bad pass; steal by T. Jones),18,17
1,5:06.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by R. Covington),,21,17
1,4:57.0,,D. Schröder misses 2-pt layup from 1 ft,21,17
1,4:53.0,Defensive rebound by T. Jones,,21,17
1,4:48.0,A. Wiggins misses 2-pt jump shot from 21 ft,,21,17
1,4:46.0,,Defensive rebound by R. Westbrook,21,17
1,4:41.0,,R. Westbrook misses 2-pt layup from 2 ft,21,17
1,4:39.0,Defensive rebound by K. Towns,,21,17
1,4:35.0,T. Gibson misses 2-pt layup from 1 ft,,21,17
1,4:32.0,,Defensive rebound by P. George,21,17
1,4:19.0,,P. George misses 2-pt jump shot from 14 ft,21,17
1,4:16.0,Defensive rebound by T. Gibson,,21,17
1,4:13.0,Turnover by T. Jones (bad pass),,21,17
1,4:13.0,D. Šarić enters the game for T. Gibson,,21,17
1,4:13.0,,Á. Abrines enters the game for P. George,21,17
1,3:56.0,,S. Adams misses 2-pt layup from 3 ft (block by K. Towns),21,17
1,3:54.0,,Offensive rebound by S. Adams,21,17
1,3:53.0,,S. Adams misses 2-pt layup from 1 ft,21,17
1,3:50.0,Defensive rebound by D. Šarić,,21,17
1,3:38.0,Shooting foul by S. Adams (drawn by K. Towns),,21,17
1,3:38.0,K. Towns makes free throw 1 of 2,,22,17
1,3:38.0,K. Towns makes free throw 2 of 2,,23,17
1,3:28.0,,R. Westbrook misses 2-pt layup from 2 ft,23,17
1,3:27.0,Defensive rebound by R. Covington,,23,17
1,3:16.0,R. Covington misses 3-pt jump shot from 25 ft,,23,17
1,3:13.0,,Defensive rebound by D. Schröder,23,17
1,3:02.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by D. Schröder),23,20
1,2:45.0,A. Wiggins makes 2-pt layup from 2 ft,,25,20
1,2:45.0,Shooting foul by Á. Abrines (drawn by A. Wiggins),,25,20
1,2:45.0,,Oklahoma City full timeout,25,20
1,2:45.0,,T. Ferguson enters the game for R. Westbrook,25,20
1,2:45.0,A. Wiggins makes free throw 1 of 1,,26,20
1,2:37.0,,S. Adams makes 2-pt dunk from 1 ft (assist by D. Schröder),26,22
1,2:17.0,K. Towns makes 3-pt jump shot from 27 ft (assist by T. Jones),,29,22
1,2:05.0,,Personal foul by R. Covington (drawn by J. Grant),29,22
1,2:05.0,J. Okogie enters the game for R. Covington,,29,22
1,2:05.0,,N. Noel enters the game for S. Adams,29,22
1,1:58.0,,D. Schröder misses 2-pt jump shot from 15 ft,29,22
1,1:55.0,Defensive rebound by K. Towns,,29,22
1,1:46.0,A. Wiggins misses 2-pt layup from 2 ft,,29,22
1,1:44.0,,Defensive rebound by Á. Abrines,29,22
1,1:40.0,,T. Ferguson misses 3-pt jump shot from 22 ft,29,22
1,1:38.0,Defensive rebound by D. Šarić,,29,22
1,1:24.0,Turnover by J. Okogie (lost ball; steal by T. Ferguson),,29,22
1,1:17.0,,Shooting foul by J. Okogie (drawn by D. Schröder),29,22
1,1:17.0,J. Bayless enters the game for T. Jones,,29,22
1,1:17.0,G. Dieng enters the game for K. Towns,,29,22
1,1:17.0,,P. Patterson enters the game for J. Grant,29,22
1,1:17.0,,D. Schröder misses free throw 1 of 2,29,22
1,1:17.0,,Offensive rebound by Team,29,22
1,1:17.0,,D. Schröder makes free throw 2 of 2,29,23
1,1:05.0,Shooting foul by T. Ferguson (drawn by A. Wiggins),,29,23
1,1:05.0,A. Wiggins makes free throw 1 of 2,,30,23
1,1:05.0,,H. Diallo enters the game for T. Ferguson,30,23
1,1:05.0,A. Wiggins makes free throw 2 of 2,,31,23
1,0:50.0,,Turnover by D. Schröder (bad pass; steal by J. Okogie),31,23
1,0:44.0,J. Bayless misses 2-pt layup from 2 ft,,31,23
1,0:41.0,Offensive rebound by D. Šarić,,31,23
1,0:41.0,D. Šarić makes 2-pt layup from 2 ft,,33,23
1,0:32.0,,D. Schröder makes 2-pt jump shot from 8 ft,33,25
1,0:07.0,Turnover by Team (shot clock),,33,25
1,0:03.0,,Turnover by D. Schröder (lost ball; steal by G. Dieng),33,25
1,0:00.0,J. Bayless misses 2-pt layup from 2 ft,,33,25
1,0:00.0,Offensive rebound by G. Dieng,,33,25
1,0:00.0,G. Dieng makes 2-pt dunk from 1 ft,,35,25
2,11:45.0,G. Dieng makes 2-pt dunk at rim (assist by J. Bayless),,37,25
2,11:34.0,,P. George misses 2-pt jump shot from 19 ft,37,25
2,11:31.0,Defensive rebound by A. Wiggins,,37,25
2,11:18.0,Turnover by D. Šarić (traveling),,37,25
2,11:08.0,Technical foul by D. Šarić,,37,25
2,11:08.0,,P. George makes technical free throw,37,26
2,10:57.0,,P. Patterson misses 2-pt jump shot from 9 ft,37,26
2,10:52.0,Defensive rebound by D. Šarić,,37,26
2,10:41.0,J. Okogie misses 3-pt jump shot from 23 ft,,37,26
2,10:39.0,,Defensive rebound by H. Diallo,37,26
2,10:36.0,,Shooting foul by J. Bayless (drawn by H. Diallo),37,26
2,10:36.0,,H. Diallo makes free throw 1 of 2,37,27
2,10:36.0,,H. Diallo makes free throw 2 of 2,37,28
2,10:22.0,,Violation by Team (kicked ball),37,28
2,10:18.0,J. Bayless makes 3-pt jump shot from 25 ft,,40,28
2,10:06.0,,D. Schröder misses 3-pt jump shot from 25 ft,40,28
2,10:03.0,Defensive rebound by J. Bayless,,40,28
2,10:00.0,Turnover by J. Bayless (bad pass),,40,28
2,10:00.0,,Oklahoma City full timeout,40,28
2,9:46.0,,D. Schröder makes 2-pt jump shot from 6 ft,40,30
2,9:18.0,J. Bayless misses 2-pt jump shot from 13 ft,,40,30
2,9:18.0,Offensive rebound by Team,,40,30
2,9:18.0,Turnover by Team (shot clock),,40,30
2,9:06.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by N. Noel),40,33
2,8:51.0,Shooting foul by P. Patterson (drawn by J. Okogie),,40,33
2,8:51.0,J. Okogie misses free throw 1 of 2,,40,33
2,8:51.0,Offensive rebound by Team,,40,33
2,8:51.0,R. Covington enters the game for A. Wiggins,,40,33
2,8:51.0,,R. Westbrook enters the game for H. Diallo,40,33
2,8:51.0,J. Okogie misses free throw 2 of 2,,40,33
2,8:49.0,,Defensive rebound by P. George,40,33
2,8:38.0,,R. Westbrook misses 2-pt jump shot from 14 ft,40,33
2,8:35.0,Defensive rebound by D. Šarić,,40,33
2,8:27.0,Turnover by D. Šarić (traveling),,40,33
2,8:23.0,,P. George misses 2-pt layup from 5 ft (block by J. Okogie),40,33
2,8:23.0,,Offensive rebound by Team,40,33
2,8:18.0,,P. George makes 2-pt jump shot from 5 ft,40,35
2,7:57.0,J. Bayless makes 3-pt jump shot from 24 ft,,43,35
2,7:51.0,,Shooting foul by R. Covington (drawn by R. Westbrook),43,35
2,7:51.0,,R. Westbrook makes free throw 1 of 2,43,36
2,7:51.0,K. Towns enters the game for R. Covington,,43,36
2,7:51.0,A. Wiggins enters the game for G. Dieng,,43,36
2,7:51.0,,R. Westbrook makes free throw 2 of 2,43,37
2,7:30.0,D. Šarić misses 2-pt jump shot from 13 ft,,43,37
2,7:26.0,,Defensive rebound by R. Westbrook,43,37
2,7:24.0,,P. George makes 2-pt dunk from 1 ft (assist by R. Westbrook),43,39
2,7:10.0,Minnesota full timeout,,43,39
2,7:10.0,,S. Adams enters the game for N. Noel,43,39
2,6:59.0,J. Bayless misses 3-pt jump shot from 26 ft,,43,39
2,6:56.0,,Defensive rebound by R. Westbrook,43,39
2,6:53.0,,R. Westbrook makes 2-pt layup from 2 ft,43,41
2,6:28.0,D. Šarić makes 2-pt jump shot from 21 ft (assist by J. Okogie),,45,41
2,6:12.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by R. Westbrook),45,44
2,6:12.0,T. Jones enters the game for J. Bayless,,45,44
2,5:52.0,T. Jones makes 2-pt jump shot from 8 ft (assist by A. Wiggins),,47,44
2,5:40.0,,P. George misses 2-pt jump shot from 12 ft,47,44
2,5:37.0,Defensive rebound by D. Šarić,,47,44
2,5:21.0,Shooting foul by S. Adams (drawn by K. Towns),,47,44
2,5:21.0,K. Towns makes free throw 1 of 2,,48,44
2,5:21.0,,Á. Abrines enters the game for P. Patterson,48,44
2,5:21.0,,J. Grant enters the game for D. Schröder,48,44
2,5:21.0,K. Towns makes free throw 2 of 2,,49,44
2,5:10.0,,J. Grant misses 3-pt jump shot from 24 ft,49,44
2,5:07.0,Defensive rebound by A. Wiggins,,49,44
2,5:01.0,Turnover by K. Towns (offensive foul),,49,44
2,5:01.0,Offensive foul by K. Towns (drawn by P. George),,49,44
2,4:47.0,,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),49,47
2,4:26.0,D. Šarić misses 3-pt jump shot from 26 ft,,49,47
2,4:23.0,,Defensive rebound by P. George,49,47
2,4:17.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),49,50
2,4:00.0,D. Šarić misses 3-pt jump shot from 23 ft,,49,50
2,3:58.0,,Defensive rebound by P. George,49,50
2,3:52.0,,P. George makes 2-pt jump shot from 7 ft,49,52
2,3:43.0,Minnesota full timeout,,49,52
2,3:43.0,T. Gibson enters the game for D. Šarić,,49,52
2,3:30.0,K. Towns misses 2-pt jump shot from 9 ft,,49,52
2,3:27.0,,Defensive rebound by J. Grant,49,52
2,3:15.0,,P. George misses 3-pt jump shot from 23 ft,49,52
2,3:11.0,,Offensive rebound by S. Adams,49,52
2,3:09.0,,S. Adams makes 2-pt layup from 1 ft,49,54
2,2:54.0,Personal foul by S. Adams (drawn by K. Towns),,49,54
2,2:40.0,J. Okogie misses 2-pt jump shot from 19 ft,,49,54
2,2:38.0,,Defensive rebound by P. George,49,54
2,2:36.0,,Personal foul by T. Jones (drawn by R. Westbrook),49,54
2,2:28.0,,J. Grant misses 3-pt jump shot from 23 ft,49,54
2,2:26.0,Defensive rebound by A. Wiggins,,49,54
2,2:16.0,T. Gibson makes 2-pt layup from 2 ft (assist by K. Towns),,51,54
2,2:09.0,,Personal foul by A. Wiggins (drawn by P. George),51,54
2,2:09.0,,N. Noel enters the game for S. Adams,51,54
2,2:01.0,,R. Westbrook misses 2-pt jump shot from 7 ft,51,54
2,1:58.0,,Offensive rebound by R. Westbrook,51,54
2,1:57.0,,R. Westbrook makes 2-pt jump shot from 11 ft,51,56
2,1:41.0,Personal foul by N. Noel (drawn by K. Towns),,51,56
2,1:34.0,Offensive foul by K. Towns (drawn by N. Noel),,51,56
2,1:34.0,Turnover by K. Towns (offensive foul),,51,56
2,1:34.0,G. Dieng enters the game for K. Towns,,51,56
2,1:25.0,,R. Westbrook misses 2-pt layup from 1 ft,51,56
2,1:22.0,,Offensive rebound by J. Grant,51,56
2,1:21.0,,Á. Abrines misses 3-pt jump shot from 25 ft,51,56
2,1:19.0,Defensive rebound by Team,,51,56
2,1:05.0,A. Wiggins makes 2-pt jump shot from 11 ft,,53,56
2,0:55.0,,P. George makes 2-pt jump shot from 14 ft,53,58
2,0:44.0,A. Wiggins misses 2-pt layup from 8 ft (block by N. Noel),,53,58
2,0:42.0,,Defensive rebound by N. Noel,53,58
2,0:37.0,,Shooting foul by A. Wiggins (drawn by P. George),53,58
2,0:37.0,,P. George makes free throw 1 of 3,53,59
2,0:37.0,,P. George makes free throw 2 of 3,53,60
2,0:37.0,,P. George makes free throw 3 of 3,53,61
2,0:31.0,T. Jones misses 2-pt jump shot from 8 ft,,53,61
2,0:28.0,,Defensive rebound by R. Westbrook,53,61
2,0:25.0,,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),53,63
2,0:01.0,J. Okogie misses 3-pt jump shot from 24 ft,,53,63
2,0:00.0,,Defensive rebound by R. Westbrook,53,63
3,11:35.0,K. Towns misses 2-pt jump shot from 18 ft,,53,63
3,11:32.0,,Defensive rebound by J. Grant,53,63
3,11:17.0,,S. Adams misses 2-pt hook shot from 9 ft,53,63
3,11:15.0,Defensive rebound by T. Jones,,53,63
3,11:00.0,Personal foul by R. Westbrook (drawn by A. Wiggins),,53,63
3,10:50.0,T. Gibson makes 2-pt dunk from 1 ft (assist by K. Towns),,55,63
3,10:20.0,,J. Grant misses 3-pt jump shot from 23 ft,55,63
3,10:18.0,Defensive rebound by R. Covington,,55,63
3,10:05.0,A. Wiggins makes 2-pt layup from 1 ft,,57,63
3,9:51.0,,Á. Abrines makes 2-pt layup from 2 ft,57,65
3,9:34.0,A. Wiggins misses 2-pt jump shot from 12 ft,,57,65
3,9:32.0,,Defensive rebound by R. Westbrook,57,65
3,9:28.0,,R. Westbrook makes 2-pt layup at rim,57,67
3,9:28.0,Violation by Team (def goaltending),,57,67
3,9:07.0,Turnover by A. Wiggins (out of bounds lost ball),,57,67
3,8:50.0,,Á. Abrines misses 3-pt jump shot from 25 ft,57,67
3,8:48.0,Defensive rebound by K. Towns,,57,67
3,8:35.0,K. Towns makes 3-pt jump shot from 23 ft (assist by R. Covington),,60,67
3,8:12.0,,J. Grant makes 2-pt dunk at rim (assist by P. George),60,69
3,8:12.0,,Shooting foul by T. Gibson (drawn by J. Grant),60,69
3,8:12.0,,J. Grant makes free throw 1 of 1,60,70
3,7:58.0,Shooting foul by J. Grant (drawn by K. Towns),,60,70
3,7:58.0,K. Towns makes free throw 1 of 2,,61,70
3,7:58.0,K. Towns makes free throw 2 of 2,,62,70
3,7:45.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),62,72
3,7:45.0,,Shooting foul by K. Towns (drawn by S. Adams),62,72
3,7:45.0,G. Dieng enters the game for K. Towns,,62,72
3,7:45.0,,S. Adams misses free throw 1 of 1,62,72
3,7:42.0,,Offensive rebound by P. George,62,72
3,7:39.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),62,74
3,7:18.0,T. Jones makes 3-pt jump shot from 25 ft,,65,74
3,7:02.0,,Turnover by R. Westbrook (bad pass; steal by R. Covington),65,74
3,6:57.0,T. Gibson makes 2-pt dunk at rim (assist by A. Wiggins),,67,74
3,6:38.0,,P. George makes 2-pt layup from 2 ft,67,76
3,6:13.0,T. Jones misses 3-pt jump shot from 24 ft,,67,76
3,6:10.0,,Defensive rebound by P. George,67,76
3,6:09.0,,Personal take foul by G. Dieng (drawn by R. Westbrook),67,76
3,6:09.0,,Oklahoma City full timeout,67,76
3,6:09.0,J. Okogie enters the game for A. Wiggins,,67,76
3,5:59.0,,S. Adams misses 2-pt hook shot from 2 ft,67,76
3,5:59.0,Defensive rebound by Team,,67,76
3,5:41.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by J. Okogie),,69,76
3,5:29.0,,P. George misses 2-pt jump shot from 15 ft,69,76
3,5:26.0,Defensive rebound by T. Gibson,,69,76
3,5:20.0,J. Okogie makes 3-pt jump shot from 25 ft (assist by T. Jones),,72,76
3,5:00.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),72,78
3,4:45.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. Jones),,75,78
3,4:37.0,,Offensive foul by S. Adams (drawn by J. Okogie),75,78
3,4:37.0,,Turnover by S. Adams (offensive foul),75,78
3,4:37.0,,D. Schröder enters the game for Á. Abrines,75,78
3,4:18.0,R. Covington misses 2-pt jump shot from 19 ft,,75,78
3,4:15.0,,Defensive rebound by R. Westbrook,75,78
3,4:04.0,,Turnover by R. Westbrook (lost ball; steal by T. Gibson),75,78
3,3:52.0,G. Dieng makes 2-pt jump shot from 20 ft,,77,78
3,3:30.0,,Turnover by R. Westbrook (lost ball; steal by J. Okogie),77,78
3,3:27.0,J. Okogie makes 2-pt layup from 1 ft (assist by T. Jones),,79,78
3,3:27.0,Shooting foul by J. Grant (drawn by J. Okogie),,79,78
3,3:27.0,,N. Noel enters the game for S. Adams,79,78
3,3:27.0,J. Okogie makes free throw 1 of 1,,80,78
3,3:20.0,,Oklahoma City full timeout,80,78
3,3:14.0,,P. George misses 3-pt jump shot from 25 ft,80,78
3,3:11.0,Defensive rebound by T. Gibson,,80,78
3,2:57.0,Personal foul by N. Noel (drawn by T. Jones),,80,78
3,2:49.0,J. Okogie misses 2-pt jump shot from 15 ft,,80,78
3,2:45.0,Offensive rebound by T. Gibson,,80,78
3,2:45.0,Turnover by T. Gibson (lost ball; steal by P. George),,80,78
3,2:29.0,,P. George misses 2-pt jump shot from 14 ft,80,78
3,2:26.0,Defensive rebound by R. Covington,,80,78
3,2:22.0,J. Okogie misses 3-pt jump shot from 25 ft,,80,78
3,2:18.0,,Defensive rebound by Team,80,78
3,2:18.0,,Á. Abrines enters the game for R. Westbrook,80,78
3,2:00.0,,N. Noel misses 2-pt layup from 2 ft,80,78
3,1:58.0,Defensive rebound by G. Dieng,,80,78
3,1:45.0,R. Covington misses 3-pt jump shot from 26 ft,,80,78
3,1:42.0,,Defensive rebound by J. Grant,80,78
3,1:36.0,,D. Schröder misses 2-pt jump shot from 16 ft,80,78
3,1:35.0,,Offensive rebound by Team,80,78
3,1:35.0,Loose ball foul by G. Dieng (drawn by N. Noel),,80,78
3,1:35.0,A. Wiggins enters the game for R. Covington,,80,78
3,1:35.0,,P. Patterson enters the game for J. Grant,80,78
3,1:27.0,,Turnover by D. Schröder (lost ball; steal by G. Dieng),80,78
3,1:22.0,J. Okogie misses 2-pt layup from 1 ft,,80,78
3,1:22.0,,Defensive rebound by Team,80,78
3,1:22.0,Loose ball foul by T. Gibson (drawn by Á. Abrines),,80,78
3,1:22.0,,Á. Abrines makes free throw 1 of 2,80,79
3,1:22.0,J. Bayless enters the game for T. Jones,,80,79
3,1:22.0,,Á. Abrines makes free throw 2 of 2,80,80
3,1:11.0,Def 3 sec tech foul by Team,,80,80
3,1:11.0,J. Bayless makes technical free throw,,81,80
3,0:57.0,A. Wiggins makes 2-pt jump shot from 11 ft,,83,80
3,0:34.0,,D. Schröder misses 2-pt layup from 2 ft (block by G. Dieng),83,80
3,0:33.0,,Offensive rebound by N. Noel,83,80
3,0:33.0,,Turnover by Team (shot clock),83,80
3,0:19.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by G. Dieng),,86,80
3,0:00.0,,P. George misses 2-pt jump shot from 23 ft,86,80
3,0:00.0,,Offensive rebound by Team,86,80
4,11:51.0,,P. Patterson misses 2-pt jump shot from 12 ft,86,80
4,11:48.0,Defensive rebound by D. Šarić,,86,80
4,11:33.0,Turnover by A. Wiggins (offensive foul),,86,80
4,11:33.0,Offensive foul by A. Wiggins (drawn by Á. Abrines),,86,80
4,11:22.0,,D. Schröder misses 3-pt jump shot from 26 ft,86,80
4,11:20.0,,Offensive rebound by P. Patterson,86,80
4,11:17.0,,Turnover by H. Diallo (offensive foul),86,80
4,11:17.0,,Offensive foul by H. Diallo (drawn by J. Okogie),86,80
4,11:05.0,D. Šarić misses 3-pt jump shot from 23 ft,,86,80
4,11:02.0,,Defensive rebound by N. Noel,86,80
4,10:50.0,,D. Schröder misses 3-pt jump shot from 26 ft,86,80
4,10:46.0,Defensive rebound by J. Okogie,,86,80
4,10:20.0,G. Dieng makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,89,80
4,10:03.0,,D. Schröder makes 3-pt jump shot from 26 ft,89,83
4,9:50.0,Personal foul by H. Diallo (drawn by G. Dieng),,89,83
4,9:42.0,J. Bayless misses 2-pt jump shot from 23 ft (block by H. Diallo),,89,83
4,9:39.0,,Defensive rebound by H. Diallo,89,83
4,9:38.0,,H. Diallo makes 2-pt dunk from 1 ft,89,85
4,9:29.0,A. Wiggins misses 2-pt layup from 3 ft (block by N. Noel),,89,85
4,9:29.0,,Defensive rebound by N. Noel,89,85
4,9:29.0,,Personal foul by J. Okogie (drawn by N. Noel),89,85
4,9:13.0,,Turnover by D. Schröder (bad pass; steal by J. Okogie),89,85
4,9:12.0,Personal foul by N. Noel (drawn by J. Okogie),,89,85
4,8:59.0,J. Okogie makes 2-pt jump shot from 19 ft,,91,85
4,8:48.0,,H. Diallo misses 3-pt jump shot from 27 ft,91,85
4,8:43.0,Defensive rebound by G. Dieng,,91,85
4,8:37.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Bayless),,94,85
4,8:13.0,,D. Schröder misses 2-pt layup from 3 ft (block by G. Dieng),94,85
4,8:09.0,Defensive rebound by J. Okogie,,94,85
4,8:09.0,Shooting foul by Á. Abrines (drawn by J. Okogie),,94,85
4,8:09.0,J. Okogie makes free throw 1 of 2,,95,85
4,8:09.0,,R. Westbrook enters the game for D. Schröder,95,85
4,8:09.0,J. Okogie misses free throw 2 of 2,,95,85
4,8:07.0,,Defensive rebound by R. Westbrook,95,85
4,7:57.0,,Shooting foul by G. Dieng (drawn by H. Diallo),95,85
4,7:57.0,,H. Diallo misses free throw 1 of 2,95,85
4,7:57.0,,Offensive rebound by Team,95,85
4,7:57.0,,H. Diallo makes free throw 2 of 2,95,86
4,7:46.0,J. Okogie misses 2-pt jump shot from 12 ft (block by Á. Abrines),,95,86
4,7:44.0,,Defensive rebound by H. Diallo,95,86
4,7:36.0,,R. Westbrook misses 2-pt jump shot from 20 ft,95,86
4,7:34.0,,Offensive rebound by N. Noel,95,86
4,7:29.0,,H. Diallo makes 2-pt hook shot from 4 ft (assist by N. Noel),95,88
4,7:28.0,Minnesota full timeout,,95,88
4,7:28.0,R. Covington enters the game for J. Okogie,,95,88
4,7:20.0,A. Wiggins misses 2-pt layup from 1 ft (block by H. Diallo),,95,88
4,7:17.0,Offensive rebound by A. Wiggins,,95,88
4,7:16.0,A. Wiggins makes 2-pt layup from 1 ft,,97,88
4,7:08.0,,Á. Abrines misses 3-pt jump shot from 26 ft,97,88
4,7:04.0,Defensive rebound by D. Šarić,,97,88
4,6:49.0,Turnover by J. Bayless (bad pass; steal by R. Westbrook),,97,88
4,6:48.0,,Shooting foul by J. Bayless (drawn by R. Westbrook),97,88
4,6:48.0,,P. George enters the game for H. Diallo,97,88
4,6:48.0,,J. Grant enters the game for N. Noel,97,88
4,6:48.0,,R. Westbrook misses free throw 1 of 2,97,88
4,6:48.0,,Offensive rebound by Team,97,88
4,6:48.0,,R. Westbrook misses free throw 2 of 2,97,88
4,6:46.0,Defensive rebound by A. Wiggins,,97,88
4,6:45.0,Personal foul by R. Westbrook (drawn by A. Wiggins),,97,88
4,6:30.0,A. Wiggins misses 3-pt jump shot from 26 ft,,97,88
4,6:28.0,,Defensive rebound by R. Westbrook,97,88
4,6:20.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by P. George),97,91
4,5:55.0,G. Dieng misses 2-pt layup from 5 ft (block by P. Patterson),,97,91
4,5:53.0,,Defensive rebound by P. George,97,91
4,5:51.0,,P. George makes 3-pt jump shot from 26 ft,97,94
4,5:48.0,Minnesota full timeout,,97,94
4,5:48.0,K. Towns enters the game for G. Dieng,,97,94
4,5:34.0,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Bayless),,100,94
4,5:20.0,,J. Grant makes 2-pt layup from 2 ft,100,96
4,4:53.0,K. Towns misses 2-pt jump shot from 12 ft (block by P. Patterson),,100,96
4,4:49.0,,Defensive rebound by R. Westbrook,100,96
4,4:40.0,,R. Westbrook makes 2-pt layup at rim (assist by P. George),100,98
4,4:30.0,J. Bayless misses 2-pt layup from 7 ft (block by Á. Abrines),,100,98
4,4:28.0,Offensive rebound by J. Bayless,,100,98
4,4:28.0,D. Šarić misses 3-pt jump shot from 23 ft (block by J. Grant),,100,98
4,4:28.0,Offensive rebound by Team,,100,98
4,4:28.0,T. Jones enters the game for J. Bayless,,100,98
4,4:28.0,,S. Adams enters the game for Á. Abrines,100,98
4,4:28.0,,D. Schröder enters the game for P. Patterson,100,98
4,4:17.0,R. Covington makes 2-pt layup from 3 ft (assist by A. Wiggins),,102,98
4,4:17.0,Shooting foul by D. Schröder (drawn by R. Covington),,102,98
4,4:17.0,R. Covington makes free throw 1 of 1,,103,98
4,4:03.0,,D. Schröder makes 2-pt jump shot from 7 ft (assist by R. Westbrook),103,100
