QUARTER,TIME_REMAINING,MIAMI_ACTION,BOSTON_ACTION,MIAMI_SCORE,BOSTON_SCORE
2,7:32.0,J. Winslow enters the game for D. Wade,,29,37
2,7:32.0,,J. Tatum enters the game for G. Hayward,29,37
2,7:19.0,D. Jones misses 3-pt jump shot from 23 ft,,29,37
2,7:17.0,Offensive rebound by Team,,29,37
2,7:12.0,J. Richardson makes 3-pt jump shot from 23 ft (assist by H. Whiteside),,32,37
2,6:48.0,,Turnover by J. Tatum (lost ball; steal by J. Richardson),32,37
2,6:44.0,D. Jones makes 2-pt dunk from 1 ft (assist by J. Richardson),,34,37
2,6:44.0,Shooting foul by J. Brown (drawn by D. Jones),,34,37
2,6:44.0,,Boston full timeout,34,37
2,6:44.0,,A. Horford enters the game for A. Baynes,34,37
2,6:44.0,,K. Irving enters the game for T. Rozier,34,37
2,6:44.0,D. Jones makes free throw 1 of 1,,35,37
2,6:32.0,,J. Brown makes 2-pt dunk from 1 ft (assist by J. Tatum),35,39
2,6:18.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Winslow),,37,39
2,6:10.0,,J. Brown misses 2-pt layup at rim (block by H. Whiteside),37,39
2,6:07.0,Defensive rebound by J. Winslow,,37,39
2,6:04.0,J. Winslow misses 3-pt jump shot from 27 ft,,37,39
2,6:01.0,,Defensive rebound by Team,37,39
2,5:45.0,,M. Smart misses 3-pt jump shot from 25 ft,37,39
2,5:44.0,Defensive rebound by Team,,37,39
2,5:31.0,D. Jones makes 2-pt dunk from 1 ft (assist by J. Winslow),,39,39
2,5:15.0,,Shooting foul by H. Whiteside (drawn by K. Irving),39,39
2,5:15.0,,K. Irving makes free throw 1 of 2,39,40
2,5:15.0,,M. Morris enters the game for J. Brown,39,40
2,5:15.0,,K. Irving misses free throw 2 of 2,39,40
2,5:15.0,Defensive rebound by D. Jones,,39,40
2,4:55.0,D. Waiters makes 2-pt layup from 4 ft,,41,40
2,4:42.0,,M. Morris misses 3-pt jump shot from 24 ft,41,40
2,4:39.0,,Offensive rebound by A. Horford,41,40
2,4:38.0,,M. Morris misses 3-pt jump shot from 23 ft,41,40
2,4:35.0,Defensive rebound by D. Jones,,41,40
2,4:26.0,Personal foul by M. Morris (drawn by H. Whiteside),,41,40
2,4:26.0,J. Johnson enters the game for D. Jones,,41,40
2,4:17.0,Turnover by J. Johnson (lost ball; steal by K. Irving),,41,40
2,4:13.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by K. Irving),41,43
2,3:51.0,J. Richardson misses 3-pt jump shot from 26 ft,,41,43
2,3:49.0,Offensive rebound by Team,,41,43
2,3:49.0,,Loose ball foul by M. Smart (drawn by H. Whiteside),41,43
2,3:49.0,Miami full timeout,,41,43
2,3:39.0,D. Waiters makes 3-pt jump shot from 27 ft (assist by J. Johnson),,44,43
2,3:21.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by M. Morris),44,46
2,3:02.0,J. Johnson misses 3-pt jump shot from 26 ft,,44,46
2,2:58.0,Offensive rebound by H. Whiteside,,44,46
2,2:57.0,H. Whiteside misses 2-pt hook shot from 6 ft,,44,46
2,2:55.0,,Defensive rebound by M. Morris,44,46
2,2:48.0,,A. Horford misses 3-pt jump shot from 23 ft,44,46
2,2:45.0,,Offensive rebound by Team,44,46
2,2:45.0,Loose ball foul by J. Johnson (drawn by M. Morris),,44,46
2,2:45.0,D. Wade enters the game for J. Winslow,,44,46
2,2:45.0,,K. Irving misses 3-pt jump shot from 25 ft,44,46
2,2:40.0,Defensive rebound by Team,,44,46
2,2:20.0,D. Waiters makes 2-pt layup from 3 ft (assist by D. Wade),,46,46
2,2:06.0,,M. Smart misses 3-pt jump shot from 26 ft,46,46
2,2:05.0,Defensive rebound by Team,,46,46
2,1:40.0,J. Johnson misses 2-pt jump shot from 16 ft,,46,46
2,1:37.0,Offensive rebound by H. Whiteside,,46,46
2,1:36.0,H. Whiteside misses 2-pt jump shot from 3 ft (block by A. Horford),,46,46
2,1:32.0,,Defensive rebound by A. Horford,46,46
2,1:30.0,,K. Irving makes 2-pt layup from 2 ft (assist by A. Horford),46,48
2,1:12.0,Personal foul by A. Horford (drawn by D. Wade),,46,48
2,1:12.0,D. Wade makes free throw 1 of 2,,47,48
2,1:12.0,D. Jones enters the game for J. Johnson,,47,48
2,1:12.0,D. Wade makes free throw 2 of 2,,48,48
2,0:51.0,,A. Horford misses 2-pt jump shot from 20 ft,48,48
2,0:49.0,Defensive rebound by H. Whiteside,,48,48
2,0:38.0,Turnover by D. Waiters (bad pass; steal by K. Irving),,48,48
2,0:35.0,,K. Irving makes 2-pt layup at rim,48,50
2,0:18.0,D. Waiters misses 3-pt jump shot from 28 ft,,48,50
2,0:17.0,Offensive rebound by D. Jones,,48,50
2,0:16.0,D. Jones misses 2-pt layup from 2 ft,,48,50
2,0:16.0,Offensive rebound by D. Jones,,48,50
2,0:15.0,D. Jones makes 2-pt dunk from 2 ft,,50,50
2,0:09.0,,Personal foul by D. Jones (drawn by K. Irving),50,50
2,0:04.0,,Turnover by K. Irving (lost ball; steal by H. Whiteside),50,50
2,0:00.0,D. Wade misses 2-pt layup from 2 ft,,50,50
2,0:00.0,Offensive rebound by Team,,50,50
3,11:48.0,,J. Tatum makes 2-pt jump shot from 18 ft,50,52
3,11:22.0,J. Richardson misses 3-pt jump shot from 27 ft,,50,52
3,11:18.0,,Defensive rebound by M. Smart,50,52
3,11:16.0,,Personal foul by J. Winslow (drawn by K. Irving),50,52
3,11:04.0,,J. Tatum makes 2-pt layup from 2 ft (assist by M. Morris),50,54
3,10:50.0,Turnover by J. Winslow (bad pass),,50,54
3,10:27.0,,K. Irving makes 2-pt layup from 3 ft,50,56
3,10:14.0,Turnover by J. Richardson (lost ball; steal by K. Irving),,50,56
3,10:10.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by K. Irving),50,59
3,10:08.0,Miami full timeout,,50,59
3,10:08.0,T. Johnson enters the game for R. McGruder,,50,59
3,10:08.0,D. Wade enters the game for J. Winslow,,50,59
3,9:53.0,Turnover by J. Johnson (lost ball; steal by K. Irving),,50,59
3,9:50.0,,Turnover by K. Irving (bad pass; steal by J. Richardson),50,59
3,9:40.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Wade),,53,59
3,9:23.0,,K. Irving misses 2-pt jump shot from 18 ft,53,59
3,9:20.0,,Offensive rebound by A. Horford,53,59
3,9:19.0,,M. Smart misses 3-pt jump shot from 23 ft,53,59
3,9:17.0,Defensive rebound by H. Whiteside,,53,59
3,9:00.0,T. Johnson misses 3-pt jump shot from 25 ft,,53,59
3,8:56.0,,Defensive rebound by J. Tatum,53,59
3,8:50.0,,J. Tatum makes 2-pt layup from 5 ft,53,61
3,8:28.0,J. Johnson misses 2-pt layup from 7 ft,,53,61
3,8:24.0,Offensive rebound by J. Johnson,,53,61
3,8:24.0,J. Johnson misses 2-pt layup from 4 ft (block by A. Horford),,53,61
3,8:23.0,,Defensive rebound by M. Smart,53,61
3,8:11.0,,A. Horford makes 2-pt jump shot from 11 ft,53,63
3,7:51.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),,56,63
3,7:34.0,,M. Morris misses 3-pt jump shot from 26 ft,56,63
3,7:33.0,Defensive rebound by J. Johnson,,56,63
3,7:23.0,Turnover by J. Johnson (bad pass; steal by M. Morris),,56,63
3,7:18.0,,K. Irving misses 2-pt layup from 1 ft,56,63
3,7:17.0,Defensive rebound by J. Johnson,,56,63
3,7:09.0,J. Richardson misses 2-pt hook shot from 8 ft,,56,63
3,7:06.0,,Defensive rebound by A. Horford,56,63
3,6:59.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by K. Irving),56,65
3,6:40.0,J. Richardson misses 2-pt layup from 4 ft (block by K. Irving),,56,65
3,6:39.0,Offensive rebound by H. Whiteside,,56,65
3,6:38.0,Turnover by H. Whiteside (bad pass; steal by M. Smart),,56,65
3,6:33.0,,K. Irving misses 2-pt jump shot from 2 ft,56,65
3,6:31.0,Defensive rebound by J. Richardson,,56,65
3,6:20.0,Personal foul by M. Smart (drawn by J. Richardson),,56,65
3,6:20.0,B. Adebayo enters the game for J. Johnson,,56,65
3,6:20.0,D. Jones enters the game for H. Whiteside,,56,65
3,6:12.0,D. Wade misses 3-pt jump shot from 27 ft,,56,65
3,6:11.0,,Defensive rebound by Team,56,65
3,6:01.0,,J. Tatum makes 2-pt jump shot from 16 ft (assist by K. Irving),56,67
3,6:00.0,Miami full timeout,,56,67
3,5:41.0,D. Wade misses 2-pt layup from 1 ft,,56,67
3,5:41.0,,Defensive rebound by Team,56,67
3,5:41.0,,Personal foul by D. Wade (drawn by M. Smart),56,67
3,5:27.0,,Turnover by A. Horford (bad pass; steal by J. Richardson),56,67
3,5:21.0,T. Johnson misses 3-pt jump shot from 26 ft,,56,67
3,5:20.0,,Defensive rebound by M. Smart,56,67
3,5:10.0,,M. Morris makes 2-pt layup from 2 ft (assist by M. Smart),56,69
3,5:10.0,,Shooting foul by T. Johnson (drawn by M. Morris),56,69
3,5:10.0,,M. Morris makes free throw 1 of 1,56,70
3,4:53.0,Personal foul by K. Irving (drawn by J. Richardson),,56,70
3,4:45.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Johnson),,58,70
3,4:22.0,,K. Irving makes 2-pt jump shot from 9 ft (assist by M. Smart),58,72
3,3:59.0,D. Wade makes 2-pt jump shot from 18 ft (assist by J. Richardson),,60,72
3,3:45.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by M. Smart),60,75
3,3:31.0,D. Jones misses 2-pt jump shot from 6 ft,,60,75
3,3:29.0,Offensive rebound by D. Jones,,60,75
3,3:26.0,J. Richardson misses 3-pt jump shot from 26 ft,,60,75
3,3:25.0,,Defensive rebound by J. Tatum,60,75
3,3:19.0,,Turnover by J. Tatum (bad pass; steal by J. Richardson),60,75
3,3:14.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Wade),,63,75
3,2:52.0,,A. Horford makes 2-pt jump shot from 15 ft (assist by K. Irving),63,77
3,2:33.0,J. Richardson misses 2-pt jump shot from 19 ft,,63,77
3,2:32.0,,Defensive rebound by K. Irving,63,77
3,2:24.0,,A. Horford misses 2-pt jump shot from 8 ft,63,77
3,2:23.0,,Offensive rebound by A. Horford,63,77
3,2:22.0,,A. Horford makes 2-pt layup from 4 ft,63,79
3,1:59.0,Turnover by B. Adebayo (lost ball; steal by K. Irving),,63,79
3,1:55.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by K. Irving),63,82
3,1:53.0,Miami full timeout,,63,82
3,1:53.0,D. Waiters enters the game for T. Johnson,,63,82
3,1:53.0,,J. Brown enters the game for K. Irving,63,82
3,1:53.0,,G. Hayward enters the game for M. Smart,63,82
3,1:53.0,,T. Rozier enters the game for J. Tatum,63,82
3,1:38.0,D. Jones misses 2-pt layup from 4 ft (block by A. Horford),,63,82
3,1:37.0,,Defensive rebound by T. Rozier,63,82
3,1:20.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by G. Hayward),63,84
3,1:03.0,D. Waiters makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,66,84
3,0:45.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by A. Horford),66,87
3,0:31.0,D. Waiters makes 2-pt layup from 5 ft,,68,87
3,0:16.0,,Turnover by A. Horford (out of bounds lost ball),68,87
3,0:02.0,J. Richardson misses 2-pt jump shot from 15 ft,,68,87
3,0:01.0,Offensive rebound by Team,,68,87
4,11:50.0,T. Johnson misses 2-pt jump shot from 9 ft (block by A. Baynes),,68,87
4,11:48.0,Offensive rebound by Team,,68,87
4,11:39.0,B. Adebayo misses 2-pt jump shot from 13 ft,,68,87
4,11:38.0,,Defensive rebound by J. Brown,68,87
4,11:20.0,,G. Hayward makes 3-pt jump shot from 27 ft,68,90
4,11:09.0,Shooting foul by G. Hayward (drawn by J. Winslow),,68,90
4,11:09.0,J. Winslow makes free throw 1 of 2,,69,90
4,11:09.0,J. Winslow makes free throw 2 of 2,,70,90
4,10:57.0,,J. Brown misses 2-pt jump shot from 15 ft,70,90
4,10:56.0,Defensive rebound by B. Adebayo,,70,90
4,10:46.0,D. Waiters misses 3-pt jump shot from 26 ft,,70,90
4,10:45.0,,Defensive rebound by J. Brown,70,90
4,10:37.0,,J. Brown makes 2-pt layup from 2 ft,70,92
4,10:26.0,B. Adebayo makes 2-pt hook shot from 6 ft (assist by J. Winslow),,72,92
4,10:17.0,,Personal foul by B. Adebayo (drawn by A. Baynes),72,92
4,10:12.0,,G. Hayward misses 3-pt jump shot from 27 ft,72,92
4,10:10.0,Defensive rebound by D. Jones,,72,92
4,10:06.0,J. Winslow makes 2-pt dunk from 1 ft (assist by B. Adebayo),,74,92
4,9:49.0,,Turnover by J. Brown (lost ball; steal by D. Waiters),74,92
4,9:45.0,D. Jones makes 2-pt layup from 1 ft,,76,92
4,9:26.0,,T. Rozier misses 2-pt jump shot from 17 ft,76,92
4,9:25.0,Defensive rebound by D. Jones,,76,92
4,9:12.0,T. Johnson misses 3-pt jump shot from 24 ft,,76,92
4,9:11.0,,Defensive rebound by Team,76,92
4,8:57.0,,A. Baynes misses 2-pt layup from 4 ft,76,92
4,8:56.0,Defensive rebound by J. Winslow,,76,92
4,8:55.0,Personal foul by A. Baynes (drawn by B. Adebayo),,76,92
4,8:42.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Winslow),,79,92
4,8:40.0,,Boston full timeout,79,92
4,8:26.0,,J. Brown makes 2-pt layup from 4 ft (assist by T. Rozier),79,94
4,8:09.0,Turnover by B. Adebayo (lost ball; steal by J. Brown),,79,94
4,8:07.0,,Personal foul by J. Winslow (drawn by J. Brown),79,94
4,8:05.0,Loose ball foul by J. Winslow (drawn by A. Baynes),,79,94
4,7:56.0,,T. Rozier misses 2-pt jump shot from 11 ft,79,94
4,7:55.0,Defensive rebound by T. Johnson,,79,94
4,7:47.0,D. Jones makes 2-pt dunk at rim (assist by D. Waiters),,81,94
4,7:26.0,,A. Baynes makes 2-pt jump shot from 15 ft (assist by G. Hayward),81,96
4,7:08.0,J. Winslow misses 3-pt jump shot from 23 ft,,81,96
4,7:06.0,Offensive rebound by B. Adebayo,,81,96
4,7:05.0,B. Adebayo makes 2-pt dunk from 1 ft,,83,96
4,6:48.0,,S. Ojeleye makes 3-pt jump shot from 26 ft (assist by T. Rozier),83,99
4,6:41.0,Shooting foul by T. Rozier (drawn by J. Winslow),,83,99
4,6:41.0,J. Winslow makes free throw 1 of 2,,84,99
4,6:41.0,J. Winslow makes free throw 2 of 2,,85,99
4,6:27.0,,J. Brown misses 2-pt layup from 4 ft (block by B. Adebayo),85,99
4,6:25.0,Defensive rebound by J. Winslow,,85,99
4,6:19.0,D. Waiters makes 2-pt layup from 1 ft,,87,99
4,6:13.0,,Turnover by S. Ojeleye (step out of bounds),87,99
4,6:13.0,,K. Irving enters the game for S. Ojeleye,87,99
4,6:02.0,D. Jones makes 3-pt jump shot from 23 ft (assist by J. Winslow),,90,99
4,5:45.0,,A. Baynes misses 3-pt jump shot from 27 ft,90,99
4,5:44.0,Defensive rebound by J. Winslow,,90,99
4,5:21.0,D. Waiters misses 3-pt jump shot from 26 ft,,90,99
4,5:19.0,,Defensive rebound by J. Brown,90,99
4,5:10.0,,Turnover by G. Hayward (bad pass; steal by D. Jones),90,99
4,5:07.0,Shooting foul by J. Brown (drawn by J. Winslow),,90,99
4,5:07.0,J. Winslow makes free throw 1 of 2,,91,99
4,5:07.0,,A. Horford enters the game for A. Baynes,91,99
4,5:07.0,,M. Morris enters the game for J. Brown,91,99
4,5:07.0,,M. Smart enters the game for G. Hayward,91,99
4,5:07.0,,J. Tatum enters the game for T. Rozier,91,99
4,5:07.0,J. Winslow makes free throw 2 of 2,,92,99
4,4:51.0,,K. Irving misses 3-pt jump shot from 26 ft,92,99
4,4:50.0,Defensive rebound by B. Adebayo,,92,99
4,4:32.0,D. Waiters makes 2-pt jump shot from 19 ft,,94,99
4,4:29.0,,Boston full timeout,94,99
4,4:11.0,,K. Irving makes 2-pt jump shot from 9 ft,94,101
4,3:56.0,Turnover by D. Waiters (out of bounds lost ball),,94,101
4,3:47.0,,K. Irving makes 2-pt layup from 2 ft,94,103
4,3:29.0,D. Jones misses 3-pt jump shot from 26 ft,,94,103
4,3:28.0,,Defensive rebound by J. Tatum,94,103
4,3:02.0,,J. Tatum misses 2-pt jump shot from 17 ft,94,103
4,3:01.0,Defensive rebound by Team,,94,103
4,2:52.0,Personal foul by A. Horford (drawn by B. Adebayo),,94,103
4,2:52.0,B. Adebayo makes free throw 1 of 2,,95,103
4,2:52.0,B. Adebayo misses free throw 2 of 2,,95,103
4,2:52.0,,Defensive rebound by A. Horford,95,103
4,2:36.0,,K. Irving makes 2-pt layup from 1 ft,95,105
4,2:22.0,J. Winslow misses 2-pt layup from 5 ft,,95,105
4,2:21.0,Offensive rebound by Team,,95,105
4,2:21.0,,Loose ball foul by K. Irving (drawn by B. Adebayo),95,105
4,2:21.0,B. Adebayo makes free throw 1 of 2,,96,105
4,2:21.0,J. Richardson enters the game for T. Johnson,,96,105
4,2:21.0,B. Adebayo makes free throw 2 of 2,,97,105
4,2:02.0,,Personal foul by B. Adebayo (drawn by A. Horford),97,105
4,1:48.0,,J. Tatum misses 2-pt jump shot from 19 ft,97,105
4,1:47.0,Defensive rebound by D. Waiters,,97,105
4,1:33.0,Shooting foul by M. Smart (drawn by B. Adebayo),,97,105
4,1:33.0,B. Adebayo makes free throw 1 of 2,,98,105
4,1:33.0,B. Adebayo makes free throw 2 of 2,,99,105
