QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SAN ANTONIO_ACTION,CLEVELAND_SCORE,SAN ANTONIO_SCORE
1,7:05.0,Offensive rebound by T. Thompson,,9,14
1,7:02.0,C. Sexton makes 2-pt layup at rim (assist by T. Thompson),,11,14
1,6:49.0,,Offensive foul by D. White (drawn by B. Knight),11,14
1,6:49.0,,Turnover by D. White (offensive foul),11,14
1,6:49.0,,San Antonio full timeout,11,14
1,6:49.0,,P. Mills enters the game for D. White,11,14
1,6:30.0,K. Love makes 3-pt jump shot from 25 ft (assist by C. Osman),,14,14
1,6:05.0,,L. Aldridge misses 2-pt jump shot from 9 ft,14,14
1,6:03.0,Defensive rebound by C. Osman,,14,14
1,5:43.0,K. Love makes 3-pt jump shot from 25 ft,,17,14
1,5:23.0,,Turnover by P. Mills (bad pass),17,14
1,5:23.0,J. Clarkson enters the game for B. Knight,,17,14
1,5:23.0,L. Nance enters the game for T. Thompson,,17,14
1,5:23.0,,R. Gay enters the game for J. Poeltl,17,14
1,5:02.0,C. Sexton makes 2-pt jump shot from 21 ft,,19,14
1,4:51.0,,D. DeRozan makes 2-pt layup from 2 ft,19,16
1,4:38.0,Turnover by C. Sexton (bad pass; steal by B. Forbes),,19,16
1,4:35.0,,P. Mills misses 3-pt jump shot from 25 ft,19,16
1,4:29.0,Defensive rebound by J. Clarkson,,19,16
1,4:18.0,C. Osman misses 3-pt jump shot from 23 ft,,19,16
1,4:14.0,,Defensive rebound by B. Forbes,19,16
1,4:07.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. DeRozan),19,19
1,3:41.0,K. Love makes 2-pt layup from 1 ft (assist by C. Osman),,21,19
1,3:28.0,,D. DeRozan makes 2-pt layup from 1 ft,21,21
1,3:14.0,Personal foul by B. Forbes (drawn by L. Nance),,21,21
1,3:14.0,D. Nwaba enters the game for K. Love,,21,21
1,3:14.0,,M. Belinelli enters the game for L. Aldridge,21,21
1,3:14.0,,J. Poeltl enters the game for B. Forbes,21,21
1,3:04.0,D. Nwaba misses 2-pt layup from 4 ft (block by J. Poeltl),,21,21
1,2:57.0,Offensive rebound by J. Clarkson,,21,21
1,2:57.0,J. Clarkson misses 2-pt jump shot from 9 ft,,21,21
1,2:56.0,Offensive rebound by D. Nwaba,,21,21
1,2:49.0,C. Osman misses 2-pt layup from 1 ft,,21,21
1,2:45.0,,Defensive rebound by R. Gay,21,21
1,2:31.0,,P. Mills misses 3-pt jump shot from 25 ft,21,21
1,2:30.0,,Offensive rebound by Team,21,21
1,2:30.0,Loose ball foul by L. Nance (drawn by J. Poeltl),,21,21
1,2:30.0,Cleveland full timeout,,21,21
1,2:30.0,M. Chriss enters the game for C. Osman,,21,21
1,2:30.0,,D. Bertāns enters the game for D. DeRozan,21,21
1,2:18.0,,P. Mills makes 3-pt jump shot from 26 ft,21,24
1,1:52.0,D. Nwaba makes 3-pt jump shot from 25 ft (assist by L. Nance),,24,24
1,1:49.0,,Turnover by R. Gay (inbound),24,24
1,1:49.0,N. Stauskas enters the game for C. Sexton,,24,24
1,1:47.0,Offensive foul by J. Clarkson (drawn by P. Mills),,24,24
1,1:47.0,Turnover by J. Clarkson (offensive foul),,24,24
1,1:40.0,,Turnover by P. Mills (bad pass; steal by M. Chriss),24,24
1,1:37.0,M. Chriss misses 2-pt layup from 4 ft,,24,24
1,1:32.0,D. Nwaba makes 2-pt dunk from 1 ft,,26,24
1,1:32.0,Offensive rebound by D. Nwaba,,26,24
1,1:17.0,,R. Gay misses 3-pt jump shot from 23 ft,26,24
1,1:15.0,Defensive rebound by D. Nwaba,,26,24
1,1:10.0,D. Nwaba makes 2-pt jump shot from 5 ft,,28,24
1,0:54.0,,M. Belinelli makes 3-pt jump shot from 26 ft,28,27
1,0:43.0,J. Clarkson misses 2-pt jump shot from 3 ft,,28,27
1,0:41.0,,Defensive rebound by R. Gay,28,27
1,0:37.0,,M. Belinelli misses 3-pt jump shot from 28 ft,28,27
1,0:33.0,Defensive rebound by J. Clarkson,,28,27
1,0:20.0,J. Clarkson misses 2-pt layup from 2 ft,,28,27
1,0:19.0,,Defensive rebound by D. Bertāns,28,27
1,0:02.0,,R. Gay misses 2-pt jump shot from 19 ft,28,27
1,0:02.0,Defensive rebound by M. Chriss,,28,27
2,11:45.0,N. Stauskas misses 3-pt jump shot from 25 ft,,28,27
2,11:41.0,,Defensive rebound by P. Mills,28,27
2,11:36.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by P. Mills),28,29
2,11:21.0,J. Clarkson makes 2-pt jump shot from 15 ft,,30,29
2,11:04.0,,P. Mills misses 3-pt jump shot from 25 ft,30,29
2,11:01.0,Defensive rebound by N. Stauskas,,30,29
2,10:54.0,N. Stauskas makes 2-pt jump shot from 10 ft,,32,29
2,10:38.0,,D. Bertāns misses 3-pt jump shot from 24 ft,32,29
2,10:34.0,Defensive rebound by M. Chriss,,32,29
2,10:23.0,J. Clarkson misses 2-pt jump shot from 16 ft,,32,29
2,10:20.0,Offensive rebound by L. Nance,,32,29
2,10:16.0,J. Clarkson misses 3-pt jump shot from 23 ft,,32,29
2,10:13.0,,Defensive rebound by R. Gay,32,29
2,10:02.0,,M. Belinelli misses 2-pt jump shot from 11 ft,32,29
2,9:59.0,Defensive rebound by J. Clarkson,,32,29
2,9:52.0,N. Stauskas misses 2-pt layup from 2 ft,,32,29
2,9:50.0,,Defensive rebound by M. Belinelli,32,29
2,9:40.0,,R. Gay makes 2-pt jump shot from 9 ft (assist by D. Bertāns),32,31
2,9:40.0,Cleveland full timeout,,32,31
2,9:40.0,T. Thompson enters the game for M. Chriss,,32,31
2,9:40.0,,L. Aldridge enters the game for P. Mills,32,31
2,9:40.0,,D. White enters the game for J. Poeltl,32,31
2,9:28.0,Personal foul by D. White (drawn by L. Nance),,32,31
2,9:28.0,,D. DeRozan enters the game for D. White,32,31
2,9:19.0,Personal foul by M. Belinelli (drawn by J. Clarkson),,32,31
2,9:19.0,B. Knight enters the game for N. Stauskas,,32,31
2,9:09.0,J. Clarkson makes 2-pt jump shot from 5 ft,,34,31
2,8:50.0,,Turnover by D. DeRozan (bad pass; steal by L. Nance),34,31
2,8:37.0,J. Clarkson misses 2-pt layup from 1 ft,,34,31
2,8:36.0,,Defensive rebound by D. Bertāns,34,31
2,8:33.0,,Personal foul by D. Nwaba (drawn by D. Bertāns),34,31
2,8:33.0,,B. Forbes enters the game for R. Gay,34,31
2,8:21.0,,Offensive foul by D. Bertāns (drawn by L. Nance),34,31
2,8:21.0,,Turnover by D. Bertāns (offensive foul),34,31
2,8:21.0,K. Love enters the game for L. Nance,,34,31
2,8:06.0,K. Love misses 2-pt jump shot from 19 ft,,34,31
2,8:04.0,,Defensive rebound by D. Bertāns,34,31
2,7:55.0,,M. Belinelli makes 2-pt layup from 1 ft,34,33
2,7:44.0,T. Thompson misses 2-pt jump shot from 6 ft,,34,33
2,7:43.0,,Defensive rebound by L. Aldridge,34,33
2,7:37.0,,B. Forbes makes 2-pt layup from 1 ft,34,35
2,7:37.0,Violation by Team (def goaltending),,34,35
2,7:18.0,J. Clarkson makes 2-pt layup from 1 ft (assist by B. Knight),,36,35
2,7:04.0,,Turnover by D. Bertāns (lost ball; steal by D. Nwaba),36,35
2,6:54.0,B. Knight makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,39,35
2,6:52.0,,San Antonio full timeout,39,35
2,6:52.0,C. Osman enters the game for J. Clarkson,,39,35
2,6:52.0,C. Sexton enters the game for D. Nwaba,,39,35
2,6:52.0,,D. Cunningham enters the game for D. Bertāns,39,35
2,6:37.0,,Personal foul by T. Thompson (drawn by L. Aldridge),39,35
2,6:27.0,,Turnover by M. Belinelli (lost ball; steal by B. Knight),39,35
2,6:25.0,B. Knight makes 2-pt layup from 1 ft,,41,35
2,6:04.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by B. Forbes),41,38
2,5:48.0,C. Sexton makes 3-pt jump shot from 25 ft,,44,38
2,5:25.0,,B. Forbes misses 3-pt jump shot from 25 ft,44,38
2,5:22.0,Defensive rebound by K. Love,,44,38
2,5:02.0,K. Love misses 2-pt jump shot from 17 ft,,44,38
2,4:59.0,,Defensive rebound by B. Forbes,44,38
2,4:51.0,,B. Forbes makes 2-pt layup from 1 ft,44,40
2,4:34.0,C. Osman misses 2-pt layup from 1 ft,,44,40
2,4:34.0,Offensive rebound by Team,,44,40
2,4:34.0,,Loose ball foul by D. DeRozan (drawn by T. Thompson),44,40
2,4:34.0,,P. Mills enters the game for M. Belinelli,44,40
2,4:26.0,K. Love misses 3-pt jump shot from 27 ft,,44,40
2,4:19.0,,Defensive rebound by P. Mills,44,40
2,4:09.0,,D. Cunningham misses 3-pt jump shot from 24 ft,44,40
2,4:04.0,Defensive rebound by K. Love,,44,40
2,4:01.0,K. Love makes 2-pt layup at rim,,46,40
2,3:49.0,,L. Aldridge misses 2-pt jump shot from 6 ft,46,40
2,3:46.0,Defensive rebound by T. Thompson,,46,40
2,3:41.0,Turnover by B. Knight (out of bounds lost ball),,46,40
2,3:22.0,,B. Forbes misses 3-pt jump shot from 26 ft,46,40
2,3:18.0,Defensive rebound by K. Love,,46,40
2,2:58.0,Turnover by K. Love (lost ball; steal by B. Forbes),,46,40
2,2:50.0,,D. Cunningham misses 2-pt jump shot from 8 ft,46,40
2,2:48.0,,Offensive rebound by D. Cunningham,46,40
2,2:46.0,,D. Cunningham misses 2-pt jump shot from 7 ft,46,40
2,2:42.0,Defensive rebound by B. Knight,,46,40
2,2:42.0,Shooting foul by D. DeRozan (drawn by K. Love),,46,40
2,2:42.0,K. Love makes free throw 1 of 2,,47,40
2,2:42.0,L. Nance enters the game for T. Thompson,,47,40
2,2:42.0,,R. Gay enters the game for D. Cunningham,47,40
2,2:42.0,,L. Walker enters the game for D. DeRozan,47,40
2,2:42.0,K. Love makes free throw 2 of 2,,48,40
2,2:24.0,,Personal foul by K. Love (drawn by L. Aldridge),48,40
2,2:21.0,,Personal foul by B. Knight (drawn by P. Mills),48,40
2,2:17.0,,B. Forbes misses 3-pt jump shot from 27 ft,48,40
2,2:14.0,Defensive rebound by C. Osman,,48,40
2,1:58.0,C. Osman misses 3-pt jump shot from 25 ft,,48,40
2,1:56.0,,Defensive rebound by B. Forbes,48,40
2,1:42.0,,L. Aldridge makes 2-pt hook shot from 7 ft (assist by R. Gay),48,42
2,1:25.0,K. Love makes 2-pt hook shot from 9 ft,,50,42
2,1:13.0,,P. Mills makes 2-pt layup from 1 ft,50,44
2,0:50.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by L. Nance),,53,44
2,0:33.0,,R. Gay misses 2-pt jump shot from 11 ft,53,44
2,0:31.0,Defensive rebound by K. Love,,53,44
2,0:10.0,Turnover by C. Sexton (bad pass),,53,44
2,0:02.0,,P. Mills misses 3-pt jump shot from 26 ft,53,44
2,0:02.0,Defensive rebound by L. Nance,,53,44
2,0:01.0,L. Nance misses 3-pt jump shot from 64 ft,,53,44
2,0:01.0,Offensive rebound by Team,,53,44
3,11:58.0,Violation by Team (delay of game),,53,44
3,11:44.0,T. Thompson makes 2-pt jump shot from 8 ft (assist by C. Sexton),,55,44
3,11:34.0,,Shooting foul by C. Osman (drawn by D. DeRozan),55,44
3,11:34.0,,D. DeRozan makes free throw 1 of 2,55,45
3,11:34.0,,D. DeRozan makes free throw 2 of 2,55,46
3,11:16.0,Offensive foul by B. Knight (drawn by D. White),,55,46
3,11:16.0,Turnover by B. Knight (offensive foul),,55,46
3,11:00.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by B. Forbes),55,48
3,10:35.0,C. Sexton makes 3-pt jump shot from 25 ft,,58,48
3,10:22.0,,D. DeRozan makes 2-pt layup at rim,58,50
3,10:07.0,Turnover by C. Osman (bad pass; steal by B. Forbes),,58,50
3,10:01.0,,B. Forbes misses 3-pt jump shot from 25 ft,58,50
3,9:59.0,,Offensive rebound by Team,58,50
3,9:48.0,,L. Aldridge misses 2-pt hook shot from 6 ft,58,50
3,9:45.0,,Offensive rebound by D. DeRozan,58,50
3,9:43.0,,D. DeRozan makes 2-pt jump shot from 8 ft,58,52
3,9:43.0,,Shooting foul by K. Love (drawn by D. DeRozan),58,52
3,9:43.0,,D. DeRozan makes free throw 1 of 1,58,53
3,9:22.0,K. Love misses 2-pt jump shot from 10 ft,,58,53
3,9:20.0,Offensive rebound by T. Thompson,,58,53
3,9:17.0,C. Osman makes 2-pt jump shot from 10 ft (assist by T. Thompson),,60,53
3,9:05.0,,D. DeRozan makes 2-pt layup from 1 ft,60,55
3,8:53.0,C. Sexton misses 3-pt jump shot from 26 ft,,60,55
3,8:51.0,,Defensive rebound by R. Gay,60,55
3,8:50.0,,Personal foul by T. Thompson (drawn by L. Aldridge),60,55
3,8:44.0,,D. DeRozan makes 2-pt jump shot from 21 ft,60,57
3,8:17.0,T. Thompson makes 2-pt hook shot from 2 ft,,62,57
3,7:58.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by B. Forbes),62,59
3,7:45.0,K. Love misses 2-pt hook shot from 9 ft,,62,59
3,7:43.0,,Defensive rebound by D. White,62,59
3,7:35.0,,D. White misses 2-pt jump shot from 10 ft,62,59
3,7:35.0,,Offensive rebound by Team,62,59
3,7:23.0,,D. DeRozan makes 2-pt jump shot from 16 ft (assist by B. Forbes),62,61
3,7:23.0,Cleveland full timeout,,62,61
3,7:08.0,Turnover by B. Knight (step out of bounds),,62,61
3,6:56.0,,B. Forbes makes 2-pt layup from 1 ft (assist by D. DeRozan),62,63
3,6:43.0,Turnover by T. Thompson (lost ball; steal by D. DeRozan),,62,63
3,6:39.0,,D. DeRozan makes 2-pt layup from 1 ft,62,65
3,6:19.0,B. Knight makes 3-pt jump shot from 25 ft (assist by C. Sexton),,65,65
3,6:01.0,,L. Aldridge makes 2-pt hook shot from 6 ft,65,67
3,5:44.0,C. Sexton makes 2-pt layup from 2 ft (assist by T. Thompson),,67,67
3,5:35.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. White),67,70
3,5:09.0,C. Sexton misses 3-pt jump shot from 25 ft,,67,70
3,5:06.0,,Defensive rebound by R. Gay,67,70
3,4:59.0,,R. Gay makes 2-pt layup from 3 ft,67,72
3,4:31.0,B. Knight makes 2-pt jump shot from 9 ft (assist by K. Love),,69,72
3,4:21.0,,D. DeRozan misses 2-pt jump shot from 18 ft,69,72
3,4:21.0,Defensive rebound by K. Love,,69,72
3,4:15.0,C. Osman misses 2-pt layup from 1 ft,,69,72
3,4:13.0,,Defensive rebound by R. Gay,69,72
3,4:04.0,,B. Forbes makes 2-pt jump shot from 16 ft,69,74
3,4:04.0,Cleveland full timeout,,69,74
3,4:04.0,J. Clarkson enters the game for B. Knight,,69,74
3,4:04.0,L. Nance enters the game for C. Osman,,69,74
3,4:04.0,D. Nwaba enters the game for T. Thompson,,69,74
3,4:04.0,,M. Belinelli enters the game for B. Forbes,69,74
3,4:04.0,,D. Bertāns enters the game for R. Gay,69,74
3,4:04.0,,P. Mills enters the game for D. White,69,74
3,3:45.0,J. Clarkson misses 3-pt jump shot from 24 ft,,69,74
3,3:44.0,Offensive rebound by L. Nance,,69,74
3,3:44.0,Shooting foul by M. Belinelli (drawn by L. Nance),,69,74
3,3:44.0,L. Nance makes free throw 1 of 2,,70,74
3,3:44.0,,J. Poeltl enters the game for L. Aldridge,70,74
3,3:44.0,L. Nance makes free throw 2 of 2,,71,74
3,3:28.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. DeRozan),71,76
3,3:06.0,J. Clarkson misses 2-pt layup from 1 ft,,71,76
3,3:05.0,,Defensive rebound by D. Bertāns,71,76
3,2:57.0,,P. Mills misses 3-pt jump shot from 24 ft,71,76
3,2:53.0,Defensive rebound by K. Love,,71,76
3,2:43.0,C. Sexton makes 2-pt jump shot from 6 ft,,73,76
3,2:19.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by D. DeRozan),73,79
3,2:08.0,Shooting foul by D. Bertāns (drawn by J. Clarkson),,73,79
3,2:08.0,J. Clarkson makes free throw 1 of 2,,74,79
3,2:08.0,M. Chriss enters the game for K. Love,,74,79
3,2:08.0,,B. Forbes enters the game for D. DeRozan,74,79
3,2:08.0,J. Clarkson misses free throw 2 of 2,,74,79
3,2:02.0,,Defensive rebound by P. Mills,74,79
3,1:50.0,,P. Mills misses 2-pt jump shot from 20 ft,74,79
3,1:47.0,Defensive rebound by L. Nance,,74,79
3,1:36.0,L. Nance makes 3-pt jump shot from 25 ft,,77,79
3,1:12.0,,Shooting foul by M. Chriss (drawn by J. Poeltl),77,79
3,1:12.0,,J. Poeltl misses free throw 1 of 2,77,79
3,1:12.0,,Offensive rebound by Team,77,79
3,1:12.0,,D. DeRozan enters the game for B. Forbes,77,79
3,1:12.0,,J. Poeltl misses free throw 2 of 2,77,79
3,1:09.0,Defensive rebound by M. Chriss,,77,79
3,0:55.0,J. Clarkson misses 2-pt jump shot from 5 ft (block by J. Poeltl),,77,79
3,0:51.0,Offensive rebound by J. Clarkson,,77,79
3,0:51.0,Turnover by J. Clarkson (bad pass; steal by D. DeRozan),,77,79
3,0:47.0,,Turnover by D. DeRozan (bad pass; steal by L. Nance),77,79
3,0:41.0,D. Nwaba makes 2-pt layup from 5 ft,,79,79
3,0:38.0,,Shooting foul by M. Chriss (drawn by D. DeRozan),79,79
3,0:38.0,,D. DeRozan makes free throw 1 of 2,79,80
3,0:38.0,,D. DeRozan makes free throw 2 of 2,79,81
3,0:31.0,C. Sexton makes 2-pt jump shot from 7 ft,,81,81
3,0:11.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. DeRozan),81,84
3,0:00.0,M. Chriss misses 2-pt jump shot from 7 ft (block by J. Poeltl),,81,84
3,0:00.0,Offensive rebound by L. Nance,,81,84
3,0:00.0,L. Nance misses 2-pt hook shot from 3 ft,,81,84
3,0:00.0,Offensive rebound by Team,,81,84
4,11:43.0,,M. Belinelli makes 2-pt jump shot from 9 ft (assist by D. Bertāns),81,86
4,11:28.0,L. Nance makes 2-pt jump shot from 9 ft,,83,86
4,11:23.0,,B. Forbes makes 2-pt layup from 5 ft (assist by D. White),83,88
4,11:23.0,Violation by Team (def goaltending),,83,88
4,11:23.0,,Shooting foul by N. Stauskas (drawn by B. Forbes),83,88
4,11:23.0,,B. Forbes misses free throw 1 of 1,83,88
4,11:18.0,Defensive rebound by L. Nance,,83,88
4,11:10.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by L. Nance),,86,88
4,10:50.0,,D. White makes 3-pt jump shot from 25 ft (assist by M. Belinelli),86,91
4,10:32.0,L. Nance makes 2-pt layup from 1 ft,,88,91
4,10:21.0,,M. Belinelli makes 2-pt layup at rim (assist by D. Bertāns),88,93
4,10:06.0,M. Chriss misses 3-pt jump shot from 24 ft,,88,93
4,10:06.0,,Defensive rebound by Team,88,93
4,10:00.0,,Personal foul by D. Nwaba (drawn by M. Belinelli),88,93
4,9:55.0,,Shooting foul by J. Clarkson (drawn by D. White),88,93
4,9:55.0,,D. White misses free throw 1 of 2,88,93
4,9:55.0,,Offensive rebound by Team,88,93
4,9:55.0,,D. White makes free throw 2 of 2,88,94
4,9:42.0,Personal foul by D. Bertāns (drawn by J. Clarkson),,88,94
4,9:30.0,J. Clarkson misses 2-pt jump shot from 19 ft,,88,94
4,9:26.0,,Defensive rebound by B. Forbes,88,94
4,9:13.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by M. Belinelli),88,97
4,9:12.0,Cleveland full timeout,,88,97
4,9:12.0,,L. Aldridge enters the game for J. Poeltl,88,97
4,8:54.0,N. Stauskas misses 3-pt jump shot from 25 ft,,88,97
4,8:49.0,Offensive rebound by L. Nance,,88,97
4,8:49.0,L. Nance makes 2-pt layup at rim,,90,97
4,8:40.0,,D. Bertāns misses 3-pt jump shot from 26 ft,90,97
4,8:37.0,Defensive rebound by N. Stauskas,,90,97
4,8:28.0,D. Nwaba makes 2-pt jump shot from 10 ft (assist by J. Clarkson),,92,97
4,8:07.0,,M. Belinelli misses 2-pt jump shot from 15 ft,92,97
4,8:04.0,Defensive rebound by N. Stauskas,,92,97
4,8:01.0,Shooting foul by L. Aldridge (drawn by M. Chriss),,92,97
4,8:01.0,M. Chriss makes free throw 1 of 2,,93,97
4,8:01.0,B. Knight enters the game for N. Stauskas,,93,97
4,8:01.0,,R. Gay enters the game for D. Bertāns,93,97
4,8:01.0,M. Chriss makes free throw 2 of 2,,94,97
4,7:39.0,,Turnover by M. Belinelli (bad pass; steal by J. Clarkson),94,97
4,7:35.0,B. Knight makes 2-pt layup from 2 ft (assist by J. Clarkson),,96,97
4,7:35.0,,San Antonio full timeout,96,97
4,7:35.0,K. Love enters the game for M. Chriss,,96,97
4,7:35.0,,D. DeRozan enters the game for M. Belinelli,96,97
4,7:19.0,,L. Aldridge misses 2-pt hook shot from 7 ft,96,97
4,7:17.0,Defensive rebound by L. Nance,,96,97
4,6:56.0,B. Knight misses 2-pt jump shot from 7 ft,,96,97
4,6:53.0,,Defensive rebound by R. Gay,96,97
4,6:34.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),96,100
4,6:16.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by B. Knight),,99,100
4,5:48.0,,R. Gay misses 2-pt jump shot from 12 ft,99,100
4,5:48.0,,Offensive rebound by Team,99,100
4,5:48.0,C. Osman enters the game for J. Clarkson,,99,100
4,5:48.0,C. Sexton enters the game for D. Nwaba,,99,100
4,5:48.0,,P. Mills enters the game for D. White,99,100
4,5:48.0,Violation by Team (kicked ball),,99,100
4,5:44.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by P. Mills),99,102
4,5:34.0,B. Knight makes 2-pt layup from 1 ft,,101,102
4,5:19.0,,R. Gay misses 3-pt jump shot from 26 ft,101,102
4,5:16.0,Defensive rebound by C. Sexton,,101,102
4,5:13.0,C. Osman makes 3-pt jump shot from 25 ft (assist by C. Sexton),,104,102
4,4:54.0,,D. DeRozan makes 2-pt layup from 19 ft,104,104
4,4:39.0,C. Sexton misses 2-pt jump shot from 2 ft (block by L. Aldridge),,104,104
4,4:39.0,,Defensive rebound by D. DeRozan,104,104
4,4:32.0,,D. DeRozan misses 2-pt layup from 2 ft,104,104
4,4:32.0,Defensive rebound by L. Nance,,104,104
4,4:26.0,Turnover by L. Nance (bad pass),,104,104
4,4:07.0,,L. Aldridge misses 2-pt jump shot from 13 ft,104,104
4,4:03.0,Defensive rebound by C. Osman,,104,104
4,3:50.0,C. Osman misses 2-pt jump shot from 8 ft,,104,104
4,3:48.0,,Defensive rebound by B. Forbes,104,104
4,3:39.0,,P. Mills misses 3-pt jump shot from 25 ft,104,104
4,3:33.0,,Offensive rebound by L. Aldridge,104,104
4,3:33.0,,L. Aldridge misses 2-pt layup from 1 ft (block by L. Nance),104,104
4,3:32.0,Defensive rebound by L. Nance,,104,104
4,3:32.0,C. Osman makes 2-pt layup from 2 ft (assist by L. Nance),,106,104
4,3:32.0,,San Antonio full timeout,106,104
4,3:32.0,,M. Belinelli enters the game for B. Forbes,106,104
4,3:16.0,,M. Belinelli misses 3-pt jump shot from 25 ft,106,104
4,3:13.0,Defensive rebound by K. Love,,106,104
4,3:08.0,C. Sexton misses 2-pt layup from 6 ft,,106,104
4,3:08.0,Offensive rebound by C. Sexton,,106,104
4,3:05.0,C. Sexton misses 2-pt layup from 2 ft,,106,104
4,3:04.0,,Defensive rebound by P. Mills,106,104
4,3:02.0,,Shooting foul by C. Osman (drawn by L. Aldridge),106,104
4,3:02.0,,L. Aldridge makes free throw 1 of 2,106,105
4,3:02.0,,L. Aldridge makes free throw 2 of 2,106,106
4,2:44.0,C. Osman misses 3-pt jump shot from 26 ft,,106,106
4,2:40.0,,Defensive rebound by L. Aldridge,106,106
4,2:30.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by P. Mills),106,109
4,2:05.0,C. Sexton misses 3-pt jump shot from 25 ft,,106,109
4,1:59.0,Offensive rebound by L. Nance,,106,109
4,1:58.0,Turnover by L. Nance (bad pass; steal by M. Belinelli),,106,109
4,1:57.0,,Offensive foul by L. Aldridge (drawn by C. Osman),106,109
4,1:57.0,,Turnover by L. Aldridge (offensive foul),106,109
4,1:57.0,Cleveland full timeout,,106,109
4,1:41.0,K. Love makes 2-pt hook shot from 4 ft,,108,109
4,1:27.0,,M. Belinelli makes 2-pt jump shot from 9 ft (assist by D. DeRozan),108,111
4,1:12.0,L. Nance makes 2-pt layup from 2 ft,,110,111
4,0:50.0,,R. Gay misses 2-pt jump shot from 10 ft,110,111
4,0:49.0,Defensive rebound by C. Osman,,110,111
4,0:49.0,Personal foul by R. Gay (drawn by C. Osman),,110,111
4,0:33.0,C. Osman misses 2-pt jump shot from 21 ft,,110,111
4,0:30.0,,Defensive rebound by M. Belinelli,110,111
4,0:14.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. DeRozan),110,114
