QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
1,7:31.0,,Offensive rebound by K. Leonard,10,8
1,7:19.0,,P. Siakam misses 2-pt jump shot from 15 ft,10,8
1,7:18.0,,Offensive rebound by Team,10,8
1,7:17.0,,Turnover by Team (shot clock),10,8
1,7:05.0,J. Redick misses 2-pt layup from 4 ft,,10,8
1,7:02.0,Offensive rebound by J. Butler,,10,8
1,7:02.0,J. Butler makes 2-pt layup from 1 ft,,12,8
1,6:46.0,,K. Lowry misses 3-pt jump shot from 25 ft,12,8
1,6:44.0,,Offensive rebound by D. Green,12,8
1,6:44.0,,Personal foul by M. Scott (drawn by D. Green),12,8
1,6:44.0,,D. Green makes free throw 1 of 2,12,9
1,6:44.0,J. Ennis enters the game for J. Embiid,,12,9
1,6:44.0,G. Monroe enters the game for J. Redick,,12,9
1,6:44.0,,S. Ibaka enters the game for P. Siakam,12,9
1,6:44.0,,D. Green makes free throw 2 of 2,12,10
1,6:25.0,M. Scott makes 2-pt jump shot from 16 ft (assist by J. Butler),,14,10
1,6:17.0,,Turnover by K. Lowry (bad pass; steal by B. Simmons),14,10
1,6:03.0,M. Scott makes 2-pt layup from 2 ft (assist by B. Simmons),,16,10
1,5:49.0,,K. Leonard misses 2-pt layup from 3 ft,16,10
1,5:49.0,,Offensive rebound by K. Leonard,16,10
1,5:49.0,,Personal foul by M. Scott (drawn by K. Leonard),16,10
1,5:49.0,,K. Leonard makes free throw 1 of 2,16,11
1,5:49.0,,P. Siakam enters the game for M. Gasol,16,11
1,5:49.0,,K. Leonard misses free throw 2 of 2,16,11
1,5:47.0,Defensive rebound by B. Simmons,,16,11
1,5:32.0,G. Monroe makes 2-pt hook shot from 4 ft (assist by J. Butler),,18,11
1,5:28.0,,Shooting foul by G. Monroe (drawn by K. Lowry),18,11
1,5:28.0,,K. Lowry makes free throw 1 of 2,18,12
1,5:28.0,T. Harris enters the game for J. Butler,,18,12
1,5:28.0,,K. Lowry makes free throw 2 of 2,18,13
1,5:12.0,Personal foul by P. Siakam (drawn by T. Harris),,18,13
1,4:58.0,M. Scott misses 2-pt jump shot from 13 ft,,18,13
1,4:54.0,Offensive rebound by G. Monroe,,18,13
1,4:52.0,G. Monroe misses 2-pt layup from 6 ft (block by K. Lowry),,18,13
1,4:52.0,,Defensive rebound by K. Leonard,18,13
1,4:47.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by K. Leonard),18,16
1,4:29.0,B. Simmons misses 2-pt jump shot from 3 ft,,18,16
1,4:27.0,,Defensive rebound by K. Lowry,18,16
1,4:25.0,,Turnover by D. Green (out of bounds lost ball),18,16
1,4:25.0,,Toronto full timeout,18,16
1,4:25.0,,N. Powell enters the game for S. Ibaka,18,16
1,4:10.0,Shooting foul by N. Powell (drawn by J. Ennis),,18,16
1,4:10.0,J. Embiid enters the game for G. Monroe,,18,16
1,4:10.0,,M. Gasol enters the game for D. Green,18,16
1,4:10.0,J. Ennis makes free throw 1 of 2,,19,16
1,4:10.0,J. Ennis misses free throw 2 of 2,,19,16
1,4:10.0,,Defensive rebound by M. Gasol,19,16
1,3:57.0,,P. Siakam makes 3-pt jump shot from 25 ft (assist by K. Lowry),19,19
1,3:37.0,Turnover by J. Embiid (out of bounds lost ball),,19,19
1,3:29.0,,Shooting foul by J. Embiid (drawn by P. Siakam),19,19
1,3:29.0,,P. Siakam makes free throw 1 of 2,19,20
1,3:29.0,J. Butler enters the game for J. Ennis,,19,20
1,3:29.0,J. Redick enters the game for B. Simmons,,19,20
1,3:29.0,,F. VanVleet enters the game for K. Lowry,19,20
1,3:29.0,,P. Siakam misses free throw 2 of 2,19,20
1,3:27.0,Defensive rebound by J. Embiid,,19,20
1,3:13.0,J. Embiid misses 3-pt jump shot from 26 ft,,19,20
1,3:09.0,,Defensive rebound by P. Siakam,19,20
1,2:58.0,,K. Leonard misses 2-pt jump shot from 4 ft,19,20
1,2:55.0,,Offensive rebound by N. Powell,19,20
1,2:54.0,,F. VanVleet makes 3-pt jump shot from 27 ft (assist by N. Powell),19,23
1,2:39.0,Turnover by J. Embiid (bad pass),,19,23
1,2:30.0,,P. Siakam misses 3-pt jump shot from 26 ft,19,23
1,2:26.0,Defensive rebound by M. Scott,,19,23
1,2:08.0,J. Butler misses 2-pt jump shot from 4 ft,,19,23
1,2:06.0,,Defensive rebound by K. Leonard,19,23
1,1:55.0,,Turnover by P. Siakam (out of bounds lost ball),19,23
1,1:37.0,J. Embiid makes 2-pt jump shot from 5 ft (assist by J. Butler),,21,23
1,1:18.0,,Offensive rebound by Team,21,23
1,1:18.0,,P. Siakam misses 2-pt jump shot from 6 ft,21,23
1,1:16.0,,Turnover by F. VanVleet (bad pass),21,23
1,1:05.0,J. Butler misses 2-pt hook shot from 2 ft,,21,23
1,1:02.0,,Defensive rebound by K. Leonard,21,23
1,0:56.0,,N. Powell misses 3-pt jump shot from 25 ft,21,23
1,0:53.0,Defensive rebound by J. Butler,,21,23
1,0:39.0,Turnover by J. Embiid (lost ball; steal by F. VanVleet),,21,23
1,0:34.0,,K. Leonard makes 2-pt dunk at rim (assist by N. Powell),21,25
1,0:25.0,Personal foul by M. Gasol (drawn by T. Harris),,21,25
1,0:25.0,T. Harris makes free throw 1 of 2,,22,25
1,0:25.0,J. Ennis enters the game for J. Redick,,22,25
1,0:25.0,T. Harris makes free throw 2 of 2,,23,25
1,0:08.0,,K. Leonard makes 2-pt layup from 1 ft,23,27
1,0:00.0,Shooting foul by N. Powell (drawn by J. Butler),,23,27
1,0:00.0,J. Butler makes free throw 1 of 3,,24,27
1,0:00.0,J. Butler makes free throw 2 of 3,,25,27
1,0:00.0,J. Butler makes free throw 3 of 3,,26,27
1,0:00.0,,N. Powell misses 3-pt jump shot from 71 ft,26,27
1,0:00.0,,Offensive rebound by Team,26,27
2,11:46.0,,P. Siakam misses 2-pt layup from 2 ft (block by J. Embiid),26,27
2,11:43.0,Defensive rebound by T. Harris,,26,27
2,11:38.0,J. Butler misses 2-pt layup from 1 ft,,26,27
2,11:36.0,,Defensive rebound by P. Siakam,26,27
2,11:26.0,,M. Gasol makes 2-pt jump shot from 13 ft (assist by P. Siakam),26,29
2,11:08.0,Personal foul by S. Ibaka (drawn by J. Redick),,26,29
2,11:01.0,T. Harris makes 2-pt jump shot from 14 ft (assist by J. Butler),,28,29
2,10:48.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by K. Lowry),28,31
2,10:24.0,T. Harris misses 2-pt jump shot from 17 ft,,28,31
2,10:22.0,,Defensive rebound by M. Gasol,28,31
2,10:13.0,,Personal foul by J. Redick (drawn by K. Lowry),28,31
2,10:06.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Lowry),28,33
2,9:47.0,Personal foul by S. Ibaka (drawn by J. Embiid),,28,33
2,9:47.0,,K. Leonard enters the game for P. Siakam,28,33
2,9:37.0,Turnover by J. Embiid (lost ball; steal by K. Leonard),,28,33
2,9:30.0,,M. Gasol makes 3-pt jump shot from 27 ft (assist by K. Leonard),28,36
2,9:27.0,Philadelphia full timeout,,28,36
2,9:19.0,J. Butler makes 2-pt jump shot from 13 ft,,30,36
2,9:03.0,,S. Ibaka misses 2-pt jump shot from 18 ft,30,36
2,8:59.0,Defensive rebound by T. Harris,,30,36
2,8:55.0,T. Harris makes 2-pt layup from 1 ft (assist by J. Butler),,32,36
2,8:31.0,,M. Gasol misses 3-pt jump shot from 26 ft,32,36
2,8:28.0,Defensive rebound by J. Embiid,,32,36
2,8:15.0,T. Harris misses 3-pt jump shot from 26 ft,,32,36
2,8:13.0,,Defensive rebound by M. Gasol,32,36
2,8:07.0,,K. Lowry misses 3-pt jump shot from 26 ft,32,36
2,8:05.0,Defensive rebound by J. Embiid,,32,36
2,7:50.0,Personal foul by K. Lowry (drawn by J. Butler),,32,36
2,7:50.0,G. Monroe enters the game for J. Butler,,32,36
2,7:50.0,B. Simmons enters the game for J. Embiid,,32,36
2,7:50.0,,D. Green enters the game for M. Gasol,32,36
2,7:50.0,,P. Siakam enters the game for F. VanVleet,32,36
2,7:40.0,J. Redick misses 3-pt jump shot from 23 ft,,32,36
2,7:38.0,,Defensive rebound by D. Green,32,36
2,7:32.0,,D. Green makes 3-pt jump shot from 28 ft (assist by K. Lowry),32,39
2,7:07.0,J. Ennis misses 3-pt jump shot from 26 ft,,32,39
2,7:06.0,,Defensive rebound by Team,32,39
2,7:06.0,Loose ball foul by G. Monroe (drawn by S. Ibaka),,32,39
2,6:46.0,,K. Leonard misses 3-pt jump shot from 26 ft,32,39
2,6:43.0,Defensive rebound by B. Simmons,,32,39
2,6:37.0,Turnover by B. Simmons (bad pass; steal by P. Siakam),,32,39
2,6:29.0,,K. Lowry makes 2-pt layup from 3 ft,32,41
2,6:29.0,,Shooting foul by J. Ennis (drawn by K. Lowry),32,41
2,6:29.0,,K. Lowry makes free throw 1 of 1,32,42
2,6:18.0,J. Ennis misses 3-pt jump shot from 23 ft,,32,42
2,6:14.0,,Defensive rebound by D. Green,32,42
2,6:00.0,,S. Ibaka makes 2-pt layup at rim (assist by P. Siakam),32,44
2,5:42.0,B. Simmons makes 2-pt hook shot from 4 ft (assist by J. Redick),,34,44
2,5:42.0,Shooting foul by K. Leonard (drawn by B. Simmons),,34,44
2,5:42.0,B. Simmons makes free throw 1 of 1,,35,44
2,5:29.0,,P. Siakam makes 2-pt jump shot from 19 ft,35,46
2,5:09.0,G. Monroe misses 3-pt jump shot from 23 ft,,35,46
2,5:06.0,,Defensive rebound by P. Siakam,35,46
2,5:06.0,J. Butler enters the game for G. Monroe,,35,46
2,5:06.0,J. Embiid enters the game for J. Redick,,35,46
2,5:06.0,,M. Gasol enters the game for S. Ibaka,35,46
2,4:52.0,,P. Siakam misses 2-pt jump shot from 17 ft,35,46
2,4:50.0,Defensive rebound by B. Simmons,,35,46
2,4:44.0,J. Butler misses 2-pt jump shot from 22 ft,,35,46
2,4:41.0,,Defensive rebound by M. Gasol,35,46
2,4:37.0,,Turnover by K. Lowry (lost ball; steal by B. Simmons),35,46
2,4:33.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Ennis),,37,46
2,4:21.0,,D. Green makes 3-pt jump shot from 28 ft (assist by K. Leonard),37,49
2,3:59.0,J. Butler misses 2-pt jump shot from 8 ft,,37,49
2,3:57.0,,Defensive rebound by K. Lowry,37,49
2,3:57.0,M. Scott enters the game for J. Ennis,,37,49
2,3:49.0,,Toronto full timeout,37,49
2,3:42.0,,K. Leonard misses 3-pt jump shot from 26 ft,37,49
2,3:39.0,Defensive rebound by J. Butler,,37,49
2,3:27.0,J. Embiid misses 3-pt jump shot from 27 ft,,37,49
2,3:25.0,Offensive rebound by Team,,37,49
2,3:25.0,,Loose ball foul by D. Green (drawn by J. Butler),37,49
2,3:25.0,J. Butler makes free throw 1 of 2,,38,49
2,3:25.0,J. Butler makes free throw 2 of 2,,39,49
2,3:12.0,,Personal foul by B. Simmons (drawn by K. Leonard),39,49
2,3:12.0,J. Redick enters the game for B. Simmons,,39,49
2,3:01.0,,Shooting foul by J. Embiid (drawn by K. Leonard),39,49
2,3:01.0,,K. Leonard makes free throw 1 of 2,39,50
2,3:01.0,,K. Leonard makes free throw 2 of 2,39,51
2,2:47.0,Turnover by T. Harris (bad pass; steal by D. Green),,39,51
2,2:43.0,,Turnover by D. Green (bad pass; steal by J. Butler),39,51
2,2:30.0,Turnover by J. Butler (bad pass; steal by M. Gasol),,39,51
2,2:10.0,,P. Siakam makes 2-pt jump shot from 7 ft,39,53
2,1:55.0,J. Redick misses 2-pt jump shot from 18 ft,,39,53
2,1:53.0,,Defensive rebound by K. Leonard,39,53
2,1:37.0,,D. Green misses 2-pt jump shot from 17 ft,39,53
2,1:36.0,,Offensive rebound by Team,39,53
2,1:35.0,,Personal foul by M. Scott (drawn by K. Leonard),39,53
2,1:35.0,,K. Leonard makes free throw 1 of 2,39,54
2,1:35.0,,K. Leonard makes free throw 2 of 2,39,55
2,1:23.0,T. Harris misses 2-pt jump shot from 4 ft,,39,55
2,1:21.0,,Defensive rebound by K. Leonard,39,55
2,1:19.0,,Personal foul by J. Redick (drawn by P. Siakam),39,55
2,1:19.0,,P. Siakam makes free throw 1 of 2,39,56
2,1:19.0,J. Ennis enters the game for M. Scott,,39,56
2,1:19.0,,S. Ibaka enters the game for M. Gasol,39,56
2,1:19.0,,P. Siakam makes free throw 2 of 2,39,57
2,1:05.0,J. Butler makes 2-pt jump shot from 12 ft,,41,57
2,0:43.0,,P. Siakam misses 3-pt jump shot from 25 ft,41,57
2,0:41.0,,Offensive rebound by D. Green,41,57
2,0:40.0,,D. Green makes 3-pt jump shot from 25 ft,41,60
2,0:33.0,J. Embiid misses 3-pt jump shot from 28 ft,,41,60
2,0:30.0,,Defensive rebound by K. Leonard,41,60
2,0:29.0,,Personal foul by J. Ennis (drawn by K. Leonard),41,60
2,0:29.0,,K. Leonard makes free throw 1 of 2,41,61
2,0:29.0,,K. Leonard makes free throw 2 of 2,41,62
2,0:11.0,Shooting foul by S. Ibaka (drawn by J. Butler),,41,62
2,0:11.0,J. Butler makes free throw 1 of 2,,42,62
2,0:11.0,,M. Gasol enters the game for S. Ibaka,42,62
2,0:11.0,J. Butler makes free throw 2 of 2,,43,62
2,0:02.0,,K. Leonard makes 2-pt dunk from 1 ft,43,64
2,0:00.0,J. Butler misses 3-pt jump shot from 52 ft,,43,64
2,0:00.0,Offensive rebound by Team,,43,64
3,11:42.0,,P. Siakam misses 2-pt jump shot from 8 ft (block by T. Harris),43,64
3,11:38.0,Defensive rebound by T. Harris,,43,64
3,11:26.0,T. Harris makes 2-pt jump shot from 14 ft,,45,64
3,11:06.0,,K. Leonard misses 2-pt jump shot from 14 ft,45,64
3,11:04.0,Defensive rebound by B. Simmons,,45,64
3,10:59.0,T. Harris misses 3-pt jump shot from 25 ft,,45,64
3,10:56.0,,Defensive rebound by K. Lowry,45,64
3,10:36.0,,K. Lowry misses 3-pt jump shot from 31 ft,45,64
3,10:32.0,Defensive rebound by J. Embiid,,45,64
3,10:23.0,J. Embiid makes 3-pt jump shot from 28 ft (assist by J. Butler),,48,64
3,10:04.0,,K. Leonard makes 2-pt jump shot from 22 ft (assist by P. Siakam),48,66
3,9:49.0,Turnover by J. Embiid (lost ball; steal by D. Green),,48,66
3,9:42.0,,D. Green misses 3-pt jump shot from 25 ft,48,66
3,9:39.0,Defensive rebound by J. Butler,,48,66
3,9:28.0,J. Butler makes 2-pt jump shot from 9 ft,,50,66
3,8:59.0,,K. Lowry misses 2-pt layup from 3 ft (block by T. Harris),50,66
3,8:59.0,,Offensive rebound by Team,50,66
3,8:59.0,,Turnover by Team (shot clock),50,66
3,8:50.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),,53,66
3,8:41.0,,Toronto full timeout,53,66
3,8:21.0,,K. Leonard misses 2-pt jump shot from 13 ft,53,66
3,8:18.0,Defensive rebound by B. Simmons,,53,66
3,8:13.0,Turnover by B. Simmons (bad pass; steal by P. Siakam),,53,66
3,8:09.0,,K. Lowry makes 2-pt layup from 1 ft,53,68
3,7:48.0,J. Butler makes 2-pt jump shot from 8 ft,,55,68
3,7:29.0,,K. Leonard makes 2-pt jump shot from 4 ft,55,70
3,7:09.0,J. Embiid makes 2-pt layup from 1 ft (assist by J. Butler),,57,70
3,7:00.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),57,73
3,6:58.0,Philadelphia full timeout,,57,73
3,6:44.0,Turnover by J. Redick (lost ball; steal by K. Lowry),,57,73
3,6:42.0,,Shooting foul by J. Butler (drawn by P. Siakam),57,73
3,6:42.0,,P. Siakam makes free throw 1 of 2,57,74
3,6:42.0,J. Ennis enters the game for J. Embiid,,57,74
3,6:42.0,M. Scott enters the game for J. Redick,,57,74
3,6:42.0,,S. Ibaka enters the game for M. Gasol,57,74
3,6:42.0,,P. Siakam makes free throw 2 of 2,57,75
3,6:23.0,J. Butler misses 2-pt jump shot from 13 ft,,57,75
3,6:20.0,,Defensive rebound by K. Lowry,57,75
3,6:19.0,,Shooting foul by J. Ennis (drawn by K. Lowry),57,75
3,6:19.0,,K. Lowry makes free throw 1 of 2,57,76
3,6:19.0,,K. Lowry makes free throw 2 of 2,57,77
3,5:59.0,T. Harris misses 2-pt jump shot from 8 ft,,57,77
3,5:54.0,,Defensive rebound by S. Ibaka,57,77
3,5:51.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Lowry),57,80
3,5:39.0,M. Scott makes 3-pt jump shot from 25 ft (assist by B. Simmons),,60,80
3,5:23.0,,P. Siakam misses 3-pt jump shot from 27 ft,60,80
3,5:21.0,Defensive rebound by M. Scott,,60,80
3,5:21.0,Personal foul by K. Lowry (drawn by M. Scott),,60,80
3,4:57.0,J. Ennis misses 2-pt jump shot from 3 ft (block by P. Siakam),,60,80
3,4:54.0,,Defensive rebound by P. Siakam,60,80
3,4:52.0,,Shooting foul by J. Ennis (drawn by P. Siakam),60,80
3,4:52.0,,P. Siakam makes free throw 1 of 2,60,81
3,4:52.0,,P. Siakam makes free throw 2 of 2,60,82
3,4:29.0,J. Butler misses 2-pt jump shot from 15 ft,,60,82
3,4:26.0,,Defensive rebound by K. Leonard,60,82
3,4:20.0,,Shooting foul by B. Simmons (drawn by P. Siakam),60,82
3,4:20.0,,P. Siakam makes free throw 1 of 2,60,83
3,4:20.0,J. Embiid enters the game for J. Butler,,60,83
3,4:20.0,J. Redick enters the game for T. Harris,,60,83
3,4:20.0,,M. Gasol enters the game for S. Ibaka,60,83
3,4:20.0,,P. Siakam makes free throw 2 of 2,60,84
3,4:09.0,M. Scott makes 3-pt jump shot from 28 ft (assist by J. Redick),,63,84
3,3:54.0,,P. Siakam misses 3-pt jump shot from 23 ft,63,84
3,3:51.0,Defensive rebound by B. Simmons,,63,84
3,3:51.0,Personal take foul by K. Lowry (drawn by B. Simmons),,63,84
3,3:38.0,Turnover by B. Simmons (lost ball; steal by M. Gasol),,63,84
3,3:34.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by M. Gasol),63,86
3,3:33.0,Philadelphia full timeout,,63,86
3,3:33.0,,S. Ibaka enters the game for K. Lowry,63,86
3,3:33.0,,F. VanVleet enters the game for P. Siakam,63,86
3,3:23.0,Personal foul by M. Gasol (drawn by J. Redick),,63,86
3,3:09.0,Turnover by J. Embiid (bad pass; steal by D. Green),,63,86
3,2:53.0,,K. Leonard misses 3-pt jump shot from 26 ft (block by B. Simmons),63,86
3,2:50.0,Defensive rebound by J. Embiid,,63,86
3,2:43.0,J. Embiid makes 3-pt jump shot from 24 ft (assist by B. Simmons),,66,86
3,2:22.0,,Shooting foul by J. Embiid (drawn by S. Ibaka),66,86
3,2:22.0,,S. Ibaka makes free throw 1 of 2,66,87
3,2:22.0,T. Harris enters the game for J. Ennis,,66,87
3,2:22.0,,S. Ibaka misses free throw 2 of 2,66,87
3,2:18.0,Defensive rebound by B. Simmons,,66,87
3,2:09.0,J. Embiid misses 3-pt jump shot from 26 ft,,66,87
3,2:06.0,,Defensive rebound by K. Leonard,66,87
3,2:00.0,,D. Green misses 3-pt jump shot from 23 ft,66,87
3,1:56.0,Defensive rebound by M. Scott,,66,87
3,1:53.0,Turnover by J. Embiid (bad pass),,66,87
3,1:29.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by F. VanVleet),66,90
3,1:15.0,T. Harris makes 2-pt jump shot from 13 ft,,68,90
3,0:55.0,,S. Ibaka misses 2-pt jump shot from 17 ft,68,90
3,0:54.0,Defensive rebound by M. Scott,,68,90
3,0:48.0,B. Simmons makes 2-pt layup at rim,,70,90
3,0:41.0,,K. Leonard makes 2-pt dunk from 1 ft,70,92
3,0:21.0,J. Redick misses 3-pt jump shot from 23 ft,,70,92
3,0:19.0,,Defensive rebound by D. Green,70,92
3,0:00.0,,F. VanVleet misses 3-pt jump shot from 30 ft,70,92
3,0:00.0,,Offensive rebound by Team,70,92
4,11:39.0,Turnover by J. Embiid (bad pass),,70,92
4,11:22.0,,S. Ibaka misses 2-pt jump shot from 18 ft,70,92
4,11:19.0,,Offensive rebound by S. Ibaka,70,92
4,11:14.0,,K. Lowry makes 3-pt jump shot from 26 ft,70,95
4,11:14.0,,Shooting foul by T. Harris (drawn by K. Lowry),70,95
4,11:14.0,,K. Lowry makes free throw 1 of 1,70,96
4,11:01.0,J. Butler misses 3-pt jump shot from 26 ft,,70,96
4,10:59.0,,Defensive rebound by P. Siakam,70,96
4,10:49.0,,Turnover by K. Lowry (bad pass; steal by J. Embiid),70,96
4,10:43.0,J. Ennis misses 3-pt jump shot from 24 ft,,70,96
4,10:40.0,,Defensive rebound by P. Siakam,70,96
4,10:36.0,,P. Siakam makes 2-pt layup from 1 ft,70,98
4,10:14.0,T. Harris misses 2-pt jump shot from 9 ft,,70,98
4,10:11.0,,Defensive rebound by K. Lowry,70,98
4,10:02.0,,M. Gasol makes 3-pt jump shot from 27 ft,70,101
4,9:49.0,J. Butler makes 2-pt jump shot from 11 ft,,72,101
4,9:49.0,Shooting foul by K. Lowry (drawn by J. Butler),,72,101
4,9:49.0,J. Butler makes free throw 1 of 1,,73,101
4,9:24.0,,F. VanVleet misses 3-pt jump shot from 25 ft,73,101
4,9:20.0,Defensive rebound by J. Butler,,73,101
4,9:17.0,J. Redick misses 2-pt jump shot from 19 ft,,73,101
4,9:14.0,,Defensive rebound by P. Siakam,73,101
4,9:05.0,,Personal foul by J. Redick (drawn by P. Siakam),73,101
4,9:05.0,A. Johnson enters the game for J. Embiid,,73,101
4,9:05.0,,K. Leonard enters the game for F. VanVleet,73,101
4,8:58.0,,Turnover by S. Ibaka (out of bounds lost ball),73,101
4,8:58.0,Philadelphia full timeout,,73,101
4,8:58.0,J. Bolden enters the game for J. Butler,,73,101
4,8:58.0,T. McConnell enters the game for T. Harris,,73,101
4,8:58.0,J. Simmons enters the game for J. Redick,,73,101
4,8:48.0,J. Simmons misses 2-pt jump shot from 8 ft,,73,101
4,8:45.0,,Defensive rebound by M. Gasol,73,101
4,8:32.0,,K. Leonard makes 2-pt layup from 1 ft (assist by M. Gasol),73,103
4,8:09.0,T. McConnell misses 2-pt jump shot from 11 ft,,73,103
4,8:07.0,,Defensive rebound by P. Siakam,73,103
4,7:59.0,,P. Siakam misses 2-pt jump shot from 7 ft,73,103
4,7:57.0,Defensive rebound by J. Ennis,,73,103
4,7:40.0,J. Bolden misses 3-pt jump shot from 23 ft,,73,103
4,7:38.0,,Defensive rebound by K. Leonard,73,103
4,7:22.0,,Personal foul by J. Bolden (drawn by K. Leonard),73,103
4,7:22.0,,N. Powell enters the game for K. Leonard,73,103
4,7:22.0,,F. VanVleet enters the game for P. Siakam,73,103
4,7:16.0,,F. VanVleet makes 2-pt jump shot from 20 ft,73,105
4,7:00.0,J. Simmons misses 2-pt jump shot from 16 ft,,73,105
4,6:58.0,,Defensive rebound by K. Lowry,73,105
4,6:51.0,,Turnover by S. Ibaka (bad pass; steal by A. Johnson),73,105
4,6:47.0,Shooting foul by M. Gasol (drawn by J. Simmons),,73,105
4,6:47.0,J. Simmons makes free throw 1 of 2,,74,105
4,6:47.0,,P. McCaw enters the game for M. Gasol,74,105
4,6:47.0,,J. Meeks enters the game for K. Lowry,74,105
4,6:47.0,J. Simmons makes free throw 2 of 2,,75,105
4,6:32.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by N. Powell),75,107
4,6:32.0,,Shooting foul by A. Johnson (drawn by S. Ibaka),75,107
4,6:32.0,Philadelphia full timeout,,75,107
4,6:32.0,B. Marjanović enters the game for J. Ennis,,75,107
4,6:32.0,,S. Ibaka makes free throw 1 of 1,75,108
4,6:19.0,Personal foul by S. Ibaka (drawn by B. Marjanović),,75,108
4,6:19.0,,E. Moreland enters the game for S. Ibaka,75,108
4,6:13.0,T. McConnell misses 2-pt jump shot from 11 ft,,75,108
4,6:10.0,Offensive rebound by A. Johnson,,75,108
4,6:08.0,J. Simmons misses 3-pt jump shot from 23 ft,,75,108
4,6:05.0,,Defensive rebound by N. Powell,75,108
4,6:00.0,,N. Powell makes 2-pt jump shot from 21 ft,75,110
4,5:37.0,T. McConnell misses 2-pt jump shot from 12 ft,,75,110
4,5:35.0,,Defensive rebound by Team,75,110
4,5:28.0,,Turnover by F. VanVleet (bad pass; steal by J. Simmons),75,110
4,5:21.0,J. Simmons makes 2-pt layup from 1 ft (assist by A. Johnson),,77,110
4,5:08.0,,F. VanVleet misses 3-pt jump shot from 26 ft,77,110
4,5:07.0,,Offensive rebound by Team,77,110
4,5:07.0,,J. Lin enters the game for F. VanVleet,77,110
4,4:59.0,,J. Meeks makes 3-pt jump shot from 24 ft (assist by E. Moreland),77,113
