QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
2,5:09.0,,Defensive rebound by D. Green,56,57
2,5:02.0,,Turnover by D. Green (bad pass),56,57
2,4:51.0,J. Holiday misses 3-pt jump shot from 26 ft,,56,57
2,4:49.0,,Defensive rebound by S. Curry,56,57
2,4:39.0,,S. Curry makes 3-pt jump shot from 27 ft,56,60
2,4:26.0,A. Davis misses 2-pt hook shot from 6 ft,,56,60
2,4:25.0,,Defensive rebound by Team,56,60
2,4:25.0,Loose ball foul by J. Randle (drawn by A. Iguodala),,56,60
2,4:25.0,,Offensive rebound by Team,56,60
2,4:25.0,,A. Iguodala misses free throw 1 of 2,56,60
2,4:25.0,,K. Looney enters the game for J. Bell,56,60
2,4:25.0,,K. Thompson enters the game for S. Curry,56,60
2,4:25.0,,A. Iguodala makes free throw 2 of 2,56,61
2,4:08.0,E. Moore misses 3-pt jump shot from 25 ft,,56,61
2,4:06.0,Offensive rebound by J. Randle,,56,61
2,4:06.0,J. Randle misses 2-pt layup from 2 ft,,56,61
2,4:05.0,Offensive rebound by Team,,56,61
2,4:05.0,,S. Curry enters the game for A. Iguodala,56,61
2,3:48.0,Turnover by Team (shot clock),,56,61
2,3:40.0,,K. Durant misses 2-pt jump shot from 20 ft,56,61
2,3:39.0,Defensive rebound by A. Davis,,56,61
2,3:27.0,Turnover by A. Davis (bad pass; steal by K. Durant),,56,61
2,3:15.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by S. Curry),56,64
2,3:09.0,New Orleans full timeout,,56,64
2,3:09.0,F. Jackson enters the game for E. Moore,,56,64
2,3:04.0,F. Jackson makes 3-pt jump shot from 22 ft (assist by J. Randle),,59,64
2,2:45.0,,S. Curry misses 2-pt jump shot from 6 ft,59,64
2,2:43.0,Defensive rebound by J. Randle,,59,64
2,2:29.0,J. Randle misses 2-pt layup from 3 ft,,59,64
2,2:28.0,Offensive rebound by J. Randle,,59,64
2,2:25.0,J. Randle makes 2-pt layup from 2 ft,,61,64
2,2:16.0,,Turnover by S. Curry (lost ball; steal by T. Frazier),61,64
2,2:10.0,J. Randle makes 2-pt layup from 3 ft (assist by T. Frazier),,63,64
2,1:56.0,,K. Thompson misses 2-pt jump shot from 20 ft,63,64
2,1:54.0,Defensive rebound by J. Randle,,63,64
2,1:42.0,A. Davis misses 2-pt hook shot from 9 ft,,63,64
2,1:41.0,,Defensive rebound by D. Green,63,64
2,1:37.0,,K. Thompson misses 3-pt jump shot from 28 ft,63,64
2,1:35.0,,Offensive rebound by K. Thompson,63,64
2,1:31.0,,K. Durant makes 2-pt layup from 3 ft (assist by K. Thompson),63,66
2,1:13.0,F. Jackson misses 3-pt jump shot from 25 ft,,63,66
2,1:11.0,,Defensive rebound by K. Looney,63,66
2,1:04.0,,K. Thompson makes 2-pt layup from 3 ft (assist by D. Green),63,68
2,0:53.0,A. Davis misses 2-pt jump shot from 15 ft,,63,68
2,0:52.0,,Defensive rebound by D. Green,63,68
2,0:47.0,,Personal foul by T. Frazier (drawn by K. Thompson),63,68
2,0:47.0,,K. Thompson misses free throw 1 of 2,63,68
2,0:47.0,,Offensive rebound by Team,63,68
2,0:47.0,,J. Evans enters the game for S. Curry,63,68
2,0:47.0,,K. Thompson misses free throw 2 of 2,63,68
2,0:45.0,Defensive rebound by T. Frazier,,63,68
2,0:31.0,Turnover by J. Holiday (bad pass; steal by K. Durant),,63,68
2,0:22.0,,D. Green makes 2-pt jump shot from 11 ft (assist by K. Thompson),63,70
2,0:22.0,,Shooting foul by A. Davis (drawn by D. Green),63,70
2,0:22.0,N. Mirotić enters the game for F. Jackson,,63,70
2,0:22.0,E. Moore enters the game for J. Randle,,63,70
2,0:22.0,,D. Green misses free throw 1 of 1,63,70
2,0:21.0,,Offensive rebound by D. Green,63,70
2,0:07.0,,K. Looney misses 2-pt jump shot from 22 ft,63,70
2,0:06.0,Defensive rebound by N. Mirotić,,63,70
2,0:01.0,Turnover by T. Frazier (lost ball; steal by J. Evans),,63,70
3,11:50.0,,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),63,72
3,11:27.0,T. Frazier makes 3-pt jump shot from 23 ft (assist by J. Holiday),,66,72
3,11:17.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by D. Green),66,75
3,11:08.0,Personal foul by D. Jones (drawn by N. Mirotić),,66,75
3,10:54.0,Shooting foul by K. Thompson (drawn by J. Holiday),,66,75
3,10:54.0,J. Holiday makes free throw 1 of 2,,67,75
3,10:54.0,J. Holiday makes free throw 2 of 2,,68,75
3,10:45.0,,S. Curry makes 3-pt jump shot from 26 ft,68,78
3,10:30.0,A. Davis misses 2-pt jump shot from 18 ft,,68,78
3,10:29.0,,Defensive rebound by K. Durant,68,78
3,10:24.0,,Turnover by K. Durant (bad pass),68,78
3,10:08.0,J. Holiday makes 2-pt layup from 5 ft,,70,78
3,9:58.0,,S. Curry misses 3-pt jump shot from 27 ft,70,78
3,9:56.0,Defensive rebound by N. Mirotić,,70,78
3,9:48.0,J. Holiday misses 3-pt jump shot from 27 ft,,70,78
3,9:46.0,,Defensive rebound by D. Green,70,78
3,9:34.0,,Turnover by K. Durant (bad pass; steal by J. Holiday),70,78
3,9:28.0,E. Moore misses 2-pt hook shot from 11 ft,,70,78
3,9:27.0,,Defensive rebound by D. Jones,70,78
3,9:19.0,,S. Curry misses 2-pt layup from 2 ft,70,78
3,9:18.0,Defensive rebound by A. Davis,,70,78
3,9:11.0,J. Holiday misses 3-pt jump shot from 28 ft,,70,78
3,9:09.0,,Defensive rebound by K. Thompson,70,78
3,8:57.0,,S. Curry makes 2-pt layup from 6 ft (assist by K. Durant),70,80
3,8:57.0,New Orleans full timeout,,70,80
3,8:34.0,J. Holiday misses 2-pt jump shot from 5 ft,,70,80
3,8:33.0,,Defensive rebound by D. Green,70,80
3,8:15.0,,K. Thompson misses 3-pt jump shot from 22 ft,70,80
3,8:13.0,Defensive rebound by N. Mirotić,,70,80
3,8:00.0,Turnover by T. Frazier (bad pass; steal by K. Thompson),,70,80
3,7:55.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Thompson),70,83
3,7:42.0,Shooting foul by D. Green (drawn by A. Davis),,70,83
3,7:42.0,,Violation by Team (delay of game),70,83
3,7:42.0,F. Jackson enters the game for T. Frazier,,70,83
3,7:42.0,A. Davis makes free throw 1 of 2,,71,83
3,7:42.0,A. Davis makes free throw 2 of 2,,72,83
3,7:32.0,,Personal foul by N. Mirotić (drawn by D. Green),72,83
3,7:28.0,,Personal foul by F. Jackson (drawn by D. Green),72,83
3,7:28.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Durant),72,86
3,7:08.0,N. Mirotić makes 3-pt jump shot from 32 ft (assist by J. Holiday),,75,86
3,6:54.0,,D. Green misses 3-pt jump shot from 27 ft,75,86
3,6:52.0,Defensive rebound by N. Mirotić,,75,86
3,6:44.0,A. Davis misses 3-pt jump shot from 26 ft,,75,86
3,6:42.0,,Defensive rebound by D. Green,75,86
3,6:26.0,,D. Jones misses 2-pt hook shot from 4 ft,75,86
3,6:25.0,Defensive rebound by N. Mirotić,,75,86
3,6:03.0,Shooting foul by K. Thompson (drawn by J. Holiday),,75,86
3,6:03.0,J. Holiday makes free throw 1 of 2,,76,86
3,6:03.0,J. Holiday misses free throw 2 of 2,,76,86
3,6:02.0,,Defensive rebound by D. Green,76,86
3,5:49.0,,D. Jones makes 2-pt dunk from 1 ft (assist by K. Durant),76,88
3,5:32.0,E. Moore makes 2-pt layup from 4 ft,,78,88
3,5:19.0,,S. Curry misses 3-pt jump shot from 26 ft,78,88
3,5:17.0,,Offensive rebound by D. Jones,78,88
3,5:08.0,,S. Curry makes 2-pt layup from 3 ft (assist by K. Durant),78,90
3,4:59.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Holiday),,81,90
3,4:38.0,,D. Jones makes 2-pt dunk from 2 ft (assist by D. Green),81,92
3,4:23.0,J. Holiday makes 2-pt layup from 2 ft,,83,92
3,4:15.0,,K. Durant misses 3-pt jump shot from 27 ft,83,92
3,4:12.0,Defensive rebound by N. Mirotić,,83,92
3,4:01.0,E. Moore makes 2-pt layup from 3 ft (assist by A. Davis),,85,92
3,4:01.0,,Golden State full timeout,85,92
3,4:01.0,J. Randle enters the game for A. Davis,,85,92
3,4:01.0,,J. Jerebko enters the game for D. Green,85,92
3,4:01.0,,K. Looney enters the game for D. Jones,85,92
3,4:01.0,,A. McKinnie enters the game for K. Thompson,85,92
3,4:01.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by A. McKinnie),85,95
3,3:39.0,Turnover by J. Holiday (lost ball; steal by J. Jerebko),,85,95
3,3:36.0,,K. Durant makes 2-pt dunk from 2 ft (assist by J. Jerebko),85,97
3,3:35.0,New Orleans full timeout,,85,97
3,3:25.0,N. Mirotić misses 3-pt jump shot from 28 ft,,85,97
3,3:23.0,,Defensive rebound by A. McKinnie,85,97
3,3:18.0,,A. McKinnie misses 3-pt jump shot from 27 ft,85,97
3,3:16.0,Defensive rebound by J. Holiday,,85,97
3,3:08.0,F. Jackson misses 3-pt jump shot from 26 ft,,85,97
3,3:06.0,,Defensive rebound by A. McKinnie,85,97
3,2:56.0,,Shooting foul by F. Jackson (drawn by A. McKinnie),85,97
3,2:56.0,,A. McKinnie misses free throw 1 of 2,85,97
3,2:56.0,,Offensive rebound by Team,85,97
3,2:56.0,S. Hill enters the game for E. Moore,,85,97
3,2:56.0,,A. McKinnie makes free throw 2 of 2,85,98
3,2:46.0,J. Randle makes 2-pt hook shot from 7 ft,,87,98
3,2:31.0,,K. Looney makes 2-pt dunk from 2 ft (assist by K. Durant),87,100
3,2:10.0,J. Holiday makes 2-pt jump shot from 12 ft,,89,100
3,2:01.0,,A. McKinnie makes 2-pt hook shot from 6 ft (assist by K. Looney),89,102
3,1:49.0,Personal foul by A. McKinnie (drawn by N. Mirotić),,89,102
3,1:49.0,N. Mirotić misses free throw 1 of 2,,89,102
3,1:49.0,Offensive rebound by Team,,89,102
3,1:49.0,,A. Iguodala enters the game for K. Durant,89,102
3,1:49.0,N. Mirotić makes free throw 2 of 2,,90,102
3,1:37.0,,Turnover by S. Curry (out of bounds lost ball),90,102
3,1:37.0,A. Davis enters the game for N. Mirotić,,90,102
3,1:28.0,J. Holiday misses 2-pt jump shot from 17 ft,,90,102
3,1:27.0,,Defensive rebound by A. McKinnie,90,102
3,1:12.0,,S. Curry makes 3-pt jump shot from 30 ft (assist by A. Iguodala),90,105
3,0:58.0,Shooting foul by J. Jerebko (drawn by J. Randle),,90,105
3,0:58.0,,Technical foul by J. Jerebko,90,105
3,0:58.0,J. Holiday makes technical free throw,,91,105
3,0:58.0,J. Randle misses free throw 1 of 2,,91,105
3,0:58.0,Offensive rebound by Team,,91,105
3,0:58.0,J. Randle makes free throw 2 of 2,,92,105
3,0:48.0,,S. Curry misses 3-pt jump shot from 28 ft,92,105
3,0:46.0,,Offensive rebound by J. Jerebko,92,105
3,0:37.0,,Shooting foul by J. Randle (drawn by J. Jerebko),92,105
3,0:37.0,,J. Jerebko makes free throw 1 of 2,92,106
3,0:37.0,,J. Jerebko makes free throw 2 of 2,92,107
3,0:37.0,,J. Evans enters the game for A. McKinnie,92,107
3,0:16.0,J. Holiday misses 2-pt jump shot from 7 ft (block by A. Iguodala),,92,107
3,0:14.0,Offensive rebound by Team,,92,107
3,0:14.0,Turnover by J. Holiday (bad pass; steal by A. Iguodala),,92,107
3,0:01.0,,A. Iguodala misses 2-pt jump shot from 12 ft,92,107
3,0:00.0,,Offensive rebound by Team,92,107
4,11:38.0,A. Davis misses 3-pt jump shot from 28 ft,,92,107
4,11:36.0,,Defensive rebound by K. Durant,92,107
4,11:22.0,,K. Durant makes 2-pt layup from 2 ft (assist by D. Green),92,109
4,11:10.0,E. Moore misses 2-pt jump shot from 6 ft,,92,109
4,11:09.0,,Defensive rebound by D. Green,92,109
4,11:00.0,,K. Thompson misses 2-pt layup from 4 ft (block by E. Moore),92,109
4,10:59.0,Defensive rebound by J. Randle,,92,109
4,10:50.0,Personal foul by J. Jerebko (drawn by J. Randle),,92,109
4,10:36.0,J. Holiday misses 2-pt layup from 4 ft,,92,109
4,10:35.0,Offensive rebound by A. Davis,,92,109
4,10:32.0,A. Davis makes 2-pt dunk from 1 ft,,94,109
4,10:22.0,,Shooting foul by A. Davis (drawn by K. Thompson),94,109
4,10:22.0,,K. Thompson makes free throw 1 of 2,94,110
4,10:22.0,,K. Thompson makes free throw 2 of 2,94,111
4,10:06.0,E. Moore makes 2-pt jump shot from 6 ft (assist by I. Clark),,96,111
4,10:00.0,,Personal foul by E. Moore (drawn by K. Thompson),96,111
4,9:56.0,,D. Green misses 3-pt jump shot from 27 ft,96,111
4,9:54.0,Defensive rebound by A. Davis,,96,111
4,9:39.0,I. Clark misses 3-pt jump shot from 28 ft,,96,111
4,9:37.0,Offensive rebound by J. Randle,,96,111
4,9:34.0,Shooting foul by D. Green (drawn by J. Randle),,96,111
4,9:34.0,J. Randle makes free throw 1 of 2,,97,111
4,9:34.0,J. Randle makes free throw 2 of 2,,98,111
4,9:14.0,,K. Thompson misses 2-pt jump shot from 20 ft,98,111
4,9:13.0,Defensive rebound by J. Randle,,98,111
4,8:57.0,I. Clark makes 3-pt jump shot from 26 ft (assist by A. Davis),,101,111
4,8:47.0,,Golden State full timeout,101,111
4,8:47.0,,K. Looney enters the game for J. Jerebko,101,111
4,8:31.0,,D. Green makes 2-pt jump shot from 14 ft (assist by K. Thompson),101,113
4,8:12.0,Turnover by I. Clark (bad pass),,101,113
4,8:02.0,,Turnover by A. Iguodala (bad pass),101,113
4,7:44.0,E. Moore misses 2-pt jump shot from 8 ft (block by D. Green),,101,113
4,7:43.0,Offensive rebound by E. Moore,,101,113
4,7:37.0,I. Clark misses 3-pt jump shot from 29 ft,,101,113
4,7:35.0,,Defensive rebound by D. Green,101,113
4,7:32.0,,K. Durant misses 2-pt jump shot from 13 ft,101,113
4,7:31.0,Defensive rebound by J. Randle,,101,113
4,7:16.0,Turnover by J. Randle (out of bounds lost ball),,101,113
4,7:16.0,,S. Curry enters the game for K. Thompson,101,113
