QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
1,5:39.0,Shooting foul by I. Mahinmi (drawn by J. Collins),,17,14
1,5:39.0,J. Collins misses free throw 1 of 2,,17,14
1,5:39.0,Offensive rebound by Team,,17,14
1,5:39.0,D. Bembry enters the game for T. Prince,,17,14
1,5:39.0,J. Lin enters the game for T. Young,,17,14
1,5:39.0,J. Collins makes free throw 2 of 2,,18,14
1,5:28.0,,T. Ariza misses 3-pt jump shot from 26 ft,18,14
1,5:25.0,Defensive rebound by J. Collins,,18,14
1,5:11.0,A. Len misses 2-pt layup from 4 ft,,18,14
1,5:10.0,Offensive rebound by J. Collins,,18,14
1,5:10.0,A. Len misses 2-pt layup from 1 ft,,18,14
1,5:10.0,Offensive rebound by A. Len,,18,14
1,5:09.0,Shooting foul by B. Beal (drawn by J. Collins),,18,14
1,5:09.0,J. Collins makes free throw 1 of 2,,19,14
1,5:09.0,J. Collins makes free throw 2 of 2,,20,14
1,5:09.0,O. Spellman enters the game for J. Collins,,20,14
1,4:54.0,,B. Beal misses 3-pt jump shot from 27 ft,20,14
1,4:50.0,,Offensive rebound by T. Satoranský,20,14
1,4:46.0,,T. Satoranský makes 2-pt jump shot from 8 ft,20,16
1,4:32.0,Turnover by J. Lin (bad pass; steal by T. Ariza),,20,16
1,4:12.0,,J. Green misses 3-pt jump shot from 27 ft,20,16
1,4:09.0,Defensive rebound by D. Bembry,,20,16
1,3:59.0,K. Huerter makes 3-pt jump shot from 25 ft (assist by O. Spellman),,23,16
1,3:43.0,,B. Beal misses 3-pt jump shot from 27 ft,23,16
1,3:40.0,Defensive rebound by J. Lin,,23,16
1,3:31.0,J. Lin makes 2-pt layup from 1 ft,,25,16
1,3:14.0,,T. Ariza misses 3-pt jump shot from 26 ft,25,16
1,3:11.0,,Offensive rebound by B. Beal,25,16
1,3:06.0,,Turnover by I. Mahinmi (bad pass; steal by K. Huerter),25,16
1,3:06.0,K. Bazemore enters the game for K. Huerter,,25,16
1,3:06.0,,C. Randle enters the game for T. Satoranský,25,16
1,2:54.0,O. Spellman makes 3-pt jump shot from 25 ft (assist by J. Lin),,28,16
1,2:52.0,,Washington full timeout,28,16
1,2:52.0,,S. Dekker enters the game for T. Ariza,28,16
1,2:34.0,,J. Green misses 2-pt jump shot from 17 ft,28,16
1,2:31.0,Defensive rebound by K. Bazemore,,28,16
1,2:23.0,O. Spellman misses 3-pt jump shot from 26 ft,,28,16
1,2:20.0,,Defensive rebound by B. Beal,28,16
1,2:15.0,,B. Beal makes 2-pt jump shot from 20 ft (assist by S. Dekker),28,18
1,2:03.0,J. Lin misses 3-pt jump shot from 27 ft,,28,18
1,1:59.0,,Defensive rebound by I. Mahinmi,28,18
1,1:55.0,,B. Beal misses 2-pt jump shot from 21 ft,28,18
1,1:51.0,Defensive rebound by J. Lin,,28,18
1,1:46.0,K. Bazemore makes 3-pt jump shot from 26 ft (assist by J. Lin),,31,18
1,1:31.0,,I. Mahinmi makes 2-pt dunk from 2 ft (assist by B. Beal),31,20
1,1:12.0,Shooting foul by C. Randle (drawn by J. Lin),,31,20
1,1:12.0,J. Lin makes free throw 1 of 2,,32,20
1,1:12.0,,O. Porter enters the game for B. Beal,32,20
1,1:12.0,J. Lin makes free throw 2 of 2,,33,20
1,0:57.0,,C. Randle misses 3-pt jump shot from 27 ft,33,20
1,0:53.0,Defensive rebound by O. Spellman,,33,20
1,0:44.0,Shooting foul by O. Porter (drawn by K. Bazemore),,33,20
1,0:44.0,K. Bazemore makes free throw 1 of 2,,34,20
1,0:44.0,K. Bazemore makes free throw 2 of 2,,35,20
1,0:31.0,,O. Porter misses 2-pt jump shot from 19 ft,35,20
1,0:27.0,Defensive rebound by O. Spellman,,35,20
1,0:07.0,D. Bembry misses 3-pt jump shot from 34 ft,,35,20
1,0:03.0,Offensive rebound by J. Lin,,35,20
1,0:00.0,K. Bazemore misses 3-pt jump shot from 30 ft,,35,20
1,0:00.0,Offensive rebound by Team,,35,20
2,11:43.0,O. Spellman misses 2-pt dunk from 4 ft,,35,20
2,11:41.0,Offensive rebound by O. Spellman,,35,20
2,11:39.0,O. Spellman makes 2-pt layup from 3 ft,,37,20
2,11:20.0,,J. Green makes 2-pt jump shot from 6 ft (assist by C. Randle),37,22
2,11:05.0,Turnover by K. Bazemore (bad pass; steal by I. Mahinmi),,37,22
2,11:02.0,,Offensive foul by O. Porter (drawn by J. Lin),37,22
2,11:02.0,,Turnover by O. Porter (offensive foul),37,22
2,10:46.0,O. Spellman makes 3-pt jump shot from 24 ft (assist by J. Lin),,40,22
2,10:25.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by C. Randle),40,24
2,10:25.0,,Shooting foul by K. Bazemore (drawn by I. Mahinmi),40,24
2,10:25.0,,I. Mahinmi makes free throw 1 of 1,40,25
2,10:02.0,O. Spellman makes 2-pt dunk from 1 ft (assist by K. Bazemore),,42,25
2,9:50.0,,J. Green misses 2-pt jump shot from 19 ft,42,25
2,9:47.0,Defensive rebound by D. Bembry,,42,25
2,9:44.0,Shooting foul by C. Randle (drawn by A. Len),,42,25
2,9:44.0,A. Len makes free throw 1 of 2,,43,25
2,9:44.0,,T. Ariza enters the game for S. Dekker,43,25
2,9:44.0,,B. Beal enters the game for I. Mahinmi,43,25
2,9:44.0,,T. Satoranský enters the game for C. Randle,43,25
2,9:44.0,A. Len makes free throw 2 of 2,,44,25
2,9:33.0,,Personal foul by D. Bembry (drawn by B. Beal),44,25
2,9:33.0,J. Collins enters the game for A. Len,,44,25
2,9:24.0,,O. Porter misses 3-pt jump shot from 26 ft,44,25
2,9:22.0,,Offensive rebound by O. Porter,44,25
2,9:18.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by J. Green),44,28
2,9:07.0,J. Collins misses 2-pt hook shot from 7 ft,,44,28
2,9:05.0,,Defensive rebound by O. Porter,44,28
2,8:55.0,,T. Ariza misses 3-pt jump shot from 24 ft,44,28
2,8:53.0,,Offensive rebound by T. Satoranský,44,28
2,8:53.0,,Shooting foul by J. Lin (drawn by T. Satoranský),44,28
2,8:53.0,,T. Satoranský misses free throw 1 of 2,44,28
2,8:53.0,,Offensive rebound by Team,44,28
2,8:53.0,,T. Satoranský makes free throw 2 of 2,44,29
2,8:41.0,Shooting foul by B. Beal (drawn by J. Collins),,44,29
2,8:41.0,J. Collins makes free throw 1 of 2,,45,29
2,8:41.0,K. Huerter enters the game for K. Bazemore,,45,29
2,8:41.0,T. Young enters the game for J. Lin,,45,29
2,8:41.0,,J. McRae enters the game for B. Beal,45,29
2,8:41.0,J. Collins makes free throw 2 of 2,,46,29
2,8:29.0,,O. Porter misses 2-pt jump shot from 3 ft,46,29
2,8:26.0,,Offensive rebound by O. Porter,46,29
2,8:25.0,,O. Porter makes 2-pt layup from 3 ft,46,31
2,8:10.0,Turnover by J. Collins (3 sec),,46,31
2,7:58.0,,T. Ariza misses 3-pt jump shot from 26 ft,46,31
2,7:55.0,Defensive rebound by J. Collins,,46,31
2,7:48.0,J. Collins makes 2-pt jump shot from 6 ft (assist by T. Young),,48,31
2,7:48.0,Shooting foul by T. Satoranský (drawn by J. Collins),,48,31
2,7:48.0,D. Dedmon enters the game for D. Bembry,,48,31
2,7:48.0,T. Prince enters the game for O. Spellman,,48,31
2,7:48.0,J. Collins makes free throw 1 of 1,,49,31
2,7:39.0,,Shooting foul by K. Huerter (drawn by J. McRae),49,31
2,7:39.0,,J. McRae misses free throw 1 of 2,49,31
2,7:39.0,,Offensive rebound by Team,49,31
2,7:39.0,,J. McRae makes free throw 2 of 2,49,32
2,7:28.0,T. Young misses 3-pt jump shot from 26 ft (block by T. Ariza),,49,32
2,7:23.0,,Defensive rebound by J. McRae,49,32
2,7:19.0,,J. Green misses 3-pt jump shot from 26 ft,49,32
2,7:16.0,Defensive rebound by T. Prince,,49,32
2,7:08.0,Shooting foul by T. Ariza (drawn by T. Young),,49,32
2,7:08.0,T. Young makes free throw 1 of 2,,50,32
2,7:08.0,T. Young makes free throw 2 of 2,,51,32
2,6:51.0,,J. McRae misses 2-pt layup from 1 ft,51,32
2,6:48.0,Defensive rebound by D. Dedmon,,51,32
2,6:46.0,Turnover by T. Prince (dbl dribble),,51,32
2,6:46.0,,Washington full timeout,51,32
2,6:26.0,,J. Green misses 2-pt hook shot from 8 ft,51,32
2,6:24.0,,Offensive rebound by T. Ariza,51,32
2,6:24.0,,T. Ariza makes 2-pt layup from 1 ft,51,34
2,6:24.0,,Shooting foul by D. Dedmon (drawn by T. Ariza),51,34
2,6:24.0,,T. Ariza makes free throw 1 of 1,51,35
2,6:00.0,J. Collins misses 2-pt jump shot from 14 ft,,51,35
2,5:57.0,,Defensive rebound by T. Satoranský,51,35
2,5:53.0,,Shooting foul by J. Collins (drawn by J. Green),51,35
2,5:53.0,,J. Green makes free throw 1 of 2,51,36
2,5:53.0,,J. Green makes free throw 2 of 2,51,37
2,5:29.0,T. Young misses 2-pt jump shot from 6 ft,,51,37
2,5:29.0,Offensive rebound by Team,,51,37
2,5:29.0,Turnover by Team (shot clock),,51,37
2,5:13.0,,J. Green makes 2-pt hook shot from 2 ft (assist by J. McRae),51,39
2,5:13.0,,Shooting foul by D. Dedmon (drawn by J. Green),51,39
2,5:13.0,,J. Green makes free throw 1 of 1,51,40
2,4:59.0,T. Prince misses 2-pt layup from 7 ft,,51,40
2,4:57.0,Offensive rebound by J. Collins,,51,40
2,4:57.0,J. Collins misses 2-pt layup from 8 ft,,51,40
2,4:56.0,Offensive rebound by J. Collins,,51,40
2,4:55.0,J. Collins makes 2-pt layup from 4 ft,,53,40
2,4:43.0,,O. Porter makes 2-pt layup from 2 ft (assist by J. Green),53,42
2,4:43.0,Violation by Team (def goaltending),,53,42
2,4:36.0,Shooting foul by J. Green (drawn by T. Young),,53,42
2,4:36.0,T. Young misses free throw 1 of 2,,53,42
2,4:36.0,Offensive rebound by Team,,53,42
2,4:36.0,T. Young makes free throw 2 of 2,,54,42
2,4:27.0,,J. McRae makes 3-pt jump shot from 24 ft (assist by T. Ariza),54,45
2,4:09.0,Turnover by T. Young (out of bounds lost ball),,54,45
2,4:01.0,,J. McRae makes 2-pt layup from 1 ft (assist by T. Satoranský),54,47
2,4:01.0,Atlanta full timeout,,54,47
2,4:01.0,J. Lin enters the game for T. Young,,54,47
2,3:43.0,Offensive foul by D. Dedmon (drawn by J. Green),,54,47
2,3:43.0,Turnover by D. Dedmon (offensive foul),,54,47
2,3:43.0,O. Spellman enters the game for D. Dedmon,,54,47
2,3:19.0,,J. Green misses 3-pt jump shot from 29 ft,54,47
2,3:19.0,,Offensive rebound by Team,54,47
2,3:19.0,,Turnover by Team (shot clock),54,47
2,3:11.0,J. Collins misses 2-pt hook shot from 9 ft,,54,47
2,3:08.0,,Defensive rebound by J. Green,54,47
2,3:04.0,,J. Green makes 2-pt layup from 2 ft,54,49
2,2:49.0,T. Prince makes 2-pt jump shot from 19 ft,,56,49
2,2:27.0,,J. Green misses 3-pt jump shot from 26 ft,56,49
2,2:24.0,,Offensive rebound by T. Satoranský,56,49
2,2:22.0,,J. McRae makes 2-pt dunk from 1 ft (assist by T. Satoranský),56,51
2,2:09.0,T. Prince misses 3-pt jump shot from 27 ft,,56,51
2,2:06.0,,Defensive rebound by T. Satoranský,56,51
2,2:02.0,,J. McRae makes 2-pt layup from 2 ft (assist by T. Satoranský),56,53
2,1:48.0,J. Collins makes 2-pt layup from 4 ft (assist by K. Huerter),,58,53
2,1:48.0,Shooting foul by O. Porter (drawn by J. Collins),,58,53
2,1:48.0,D. Bembry enters the game for T. Prince,,58,53
2,1:48.0,,C. Randle enters the game for O. Porter,58,53
2,1:48.0,J. Collins makes free throw 1 of 1,,59,53
2,1:32.0,,J. McRae misses 3-pt jump shot from 24 ft,59,53
2,1:27.0,Defensive rebound by J. Collins,,59,53
2,1:20.0,O. Spellman misses 2-pt layup from 3 ft (block by T. Satoranský),,59,53
2,1:17.0,,Defensive rebound by J. McRae,59,53
2,1:13.0,,J. McRae makes 2-pt layup from 1 ft (assist by C. Randle),59,55
2,1:13.0,,Shooting foul by J. Lin (drawn by J. McRae),59,55
2,1:13.0,,J. McRae makes free throw 1 of 1,59,56
2,1:00.0,J. Lin misses 3-pt jump shot from 26 ft,,59,56
2,0:57.0,,Defensive rebound by T. Satoranský,59,56
2,0:47.0,,T. Satoranský misses 2-pt layup from 1 ft,59,56
2,0:45.0,Defensive rebound by D. Bembry,,59,56
2,0:40.0,O. Spellman misses 3-pt jump shot from 26 ft,,59,56
2,0:37.0,Offensive rebound by K. Huerter,,59,56
2,0:35.0,J. Lin misses 2-pt jump shot from 19 ft,,59,56
2,0:31.0,,Defensive rebound by J. McRae,59,56
2,0:28.0,,Shooting foul by J. Lin (drawn by T. Satoranský),59,56
2,0:28.0,,T. Satoranský makes free throw 1 of 2,59,57
2,0:28.0,,T. Satoranský misses free throw 2 of 2,59,57
2,0:27.0,Defensive rebound by J. Collins,,59,57
2,0:09.0,D. Bembry makes 2-pt dunk from 2 ft (assist by J. Collins),,61,57
2,0:03.0,,T. Ariza misses 2-pt layup from 2 ft,61,57
2,0:01.0,Defensive rebound by J. Lin,,61,57
3,11:40.0,K. Huerter makes 3-pt jump shot from 27 ft (assist by T. Prince),,64,57
3,11:24.0,,T. Ariza misses 3-pt jump shot from 25 ft,64,57
3,11:20.0,Defensive rebound by O. Spellman,,64,57
3,11:08.0,D. Dedmon misses 3-pt jump shot from 23 ft,,64,57
3,11:07.0,,Defensive rebound by Team,64,57
3,10:56.0,,B. Beal misses 2-pt jump shot from 19 ft,64,57
3,10:52.0,Defensive rebound by K. Huerter,,64,57
3,10:47.0,K. Huerter misses 2-pt layup from 3 ft (block by O. Porter),,64,57
3,10:45.0,,Defensive rebound by T. Satoranský,64,57
3,10:42.0,,O. Porter misses 2-pt layup from 2 ft,64,57
3,10:42.0,Defensive rebound by T. Prince,,64,57
3,10:32.0,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Young),,66,57
3,10:17.0,,T. Bryant misses 2-pt jump shot from 20 ft,66,57
3,10:14.0,Defensive rebound by K. Huerter,,66,57
3,10:10.0,O. Spellman makes 3-pt jump shot from 24 ft (assist by K. Huerter),,69,57
3,10:08.0,,Washington full timeout,69,57
3,9:49.0,,O. Porter makes 2-pt layup from 3 ft (assist by T. Satoranský),69,59
3,9:35.0,Shooting foul by T. Ariza (drawn by D. Dedmon),,69,59
3,9:35.0,D. Dedmon misses free throw 1 of 2,,69,59
3,9:35.0,Offensive rebound by Team,,69,59
3,9:35.0,D. Dedmon makes free throw 2 of 2,,70,59
3,9:14.0,,B. Beal misses 2-pt jump shot from 5 ft,70,59
3,9:10.0,Defensive rebound by D. Dedmon,,70,59
3,9:04.0,O. Spellman makes 3-pt jump shot from 24 ft (assist by T. Young),,73,59
3,8:46.0,,T. Bryant makes 2-pt jump shot from 19 ft (assist by B. Beal),73,61
3,8:27.0,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Young),,75,61
3,8:26.0,,Washington full timeout,75,61
3,8:26.0,,J. Green enters the game for T. Bryant,75,61
3,8:16.0,,J. Green makes 2-pt dunk from 1 ft (assist by T. Satoranský),75,63
3,8:05.0,T. Young misses 3-pt jump shot from 30 ft,,75,63
3,8:02.0,,Defensive rebound by O. Porter,75,63
3,7:57.0,,B. Beal makes 2-pt layup from 2 ft,75,65
3,7:41.0,T. Young misses 2-pt layup from 4 ft,,75,65
3,7:41.0,Offensive rebound by D. Dedmon,,75,65
3,7:41.0,D. Dedmon makes 2-pt layup from 2 ft,,77,65
3,7:41.0,Shooting foul by B. Beal (drawn by D. Dedmon),,77,65
3,7:41.0,D. Dedmon makes free throw 1 of 1,,78,65
3,7:17.0,,J. Green makes 3-pt jump shot from 25 ft (assist by T. Ariza),78,68
3,6:55.0,Shooting foul by T. Satoranský (drawn by T. Prince),,78,68
3,6:55.0,T. Prince makes free throw 1 of 2,,79,68
3,6:55.0,T. Prince makes free throw 2 of 2,,80,68
3,6:46.0,,B. Beal makes 3-pt jump shot from 26 ft,80,71
3,6:21.0,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),,83,71
3,6:21.0,V. Carter enters the game for O. Spellman,,83,71
3,5:58.0,,B. Beal misses 2-pt jump shot from 21 ft,83,71
3,5:55.0,Defensive rebound by T. Young,,83,71
3,5:46.0,V. Carter makes 2-pt jump shot from 19 ft (assist by T. Young),,85,71
3,5:34.0,,Turnover by T. Ariza (bad pass; steal by V. Carter),85,71
3,5:28.0,T. Young makes 3-pt jump shot from 28 ft (assist by V. Carter),,88,71
3,5:27.0,,Washington full timeout,88,71
3,5:15.0,,T. Ariza misses 3-pt jump shot from 24 ft,88,71
3,5:12.0,Defensive rebound by D. Dedmon,,88,71
3,5:08.0,T. Young misses 2-pt layup from 3 ft (block by J. Green),,88,71
3,5:05.0,,Defensive rebound by O. Porter,88,71
3,5:02.0,,Personal foul by V. Carter (drawn by T. Ariza),88,71
3,5:02.0,A. Len enters the game for D. Dedmon,,88,71
3,5:02.0,,J. McRae enters the game for O. Porter,88,71
3,4:50.0,,J. Green makes 2-pt layup from 1 ft (assist by T. Satoranský),88,73
3,4:50.0,,Shooting foul by K. Huerter (drawn by J. Green),88,73
3,4:50.0,D. Bembry enters the game for K. Huerter,,88,73
3,4:50.0,,J. Green makes free throw 1 of 1,88,74
3,4:38.0,V. Carter makes 3-pt jump shot from 24 ft (assist by T. Young),,91,74
3,4:26.0,,J. Green makes 2-pt layup from 1 ft (assist by T. Ariza),91,76
3,4:07.0,V. Carter makes 3-pt jump shot from 27 ft (assist by A. Len),,94,76
3,4:00.0,,B. Beal misses 3-pt jump shot from 26 ft,94,76
3,3:58.0,,Offensive rebound by B. Beal,94,76
3,3:54.0,,J. Green misses 3-pt jump shot from 28 ft,94,76
3,3:50.0,Defensive rebound by A. Len,,94,76
3,3:36.0,V. Carter misses 3-pt jump shot from 29 ft,,94,76
3,3:32.0,,Defensive rebound by J. Green,94,76
3,3:27.0,,T. Ariza makes 3-pt jump shot from 27 ft (assist by T. Satoranský),94,79
3,3:26.0,Atlanta full timeout,,94,79
3,3:26.0,K. Bazemore enters the game for T. Prince,,94,79
3,3:26.0,J. Lin enters the game for T. Young,,94,79
3,3:14.0,Turnover by J. Lin (bad pass; steal by J. McRae),,94,79
3,3:04.0,,T. Ariza misses 3-pt jump shot from 25 ft,94,79
3,3:01.0,,Offensive rebound by T. Satoranský,94,79
3,2:54.0,,J. McRae misses 2-pt layup from 3 ft,94,79
3,2:52.0,,Offensive rebound by J. McRae,94,79
3,2:52.0,,J. McRae makes 2-pt layup from 3 ft,94,81
3,2:29.0,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Bembry),,97,81
3,2:15.0,,T. Ariza misses 3-pt jump shot from 26 ft,97,81
3,2:12.0,Defensive rebound by D. Bembry,,97,81
3,2:03.0,Loose ball foul by D. Bembry (drawn by T. Ariza),,97,81
3,2:03.0,Turnover by D. Bembry (turnover),,97,81
3,2:03.0,,O. Porter enters the game for T. Satoranský,97,81
3,1:50.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Green),97,84
3,1:21.0,J. Lin misses 3-pt jump shot from 28 ft,,97,84
3,1:19.0,,Defensive rebound by T. Ariza,97,84
3,1:13.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Green),97,87
3,0:56.0,K. Bazemore misses 2-pt layup from 3 ft,,97,87
3,0:52.0,,Defensive rebound by T. Ariza,97,87
3,0:45.0,,J. Green makes 2-pt layup from 2 ft,97,89
3,0:45.0,Atlanta full timeout,,97,89
3,0:45.0,O. Spellman enters the game for V. Carter,,97,89
3,0:35.0,J. Lin makes 2-pt layup from 2 ft,,99,89
3,0:23.0,,J. Green misses 3-pt jump shot from 26 ft,99,89
3,0:19.0,Defensive rebound by K. Bazemore,,99,89
3,0:01.0,D. Bembry misses 2-pt jump shot from 13 ft (block by J. McRae),,99,89
3,0:01.0,Offensive rebound by K. Bazemore,,99,89
3,0:01.0,K. Bazemore misses 2-pt jump shot from 22 ft,,99,89
3,0:00.0,Offensive rebound by Team,,99,89
4,11:48.0,,B. Beal misses 2-pt layup from 3 ft,99,89
4,11:45.0,,Offensive rebound by T. Bryant,99,89
4,11:43.0,,O. Porter makes 2-pt jump shot from 9 ft (assist by T. Bryant),99,91
4,11:31.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by V. Carter),,101,91
4,11:18.0,,T. Ariza makes 2-pt jump shot from 5 ft (assist by O. Porter),101,93
4,11:18.0,,Shooting foul by D. Dedmon (drawn by T. Ariza),101,93
4,11:18.0,,T. Ariza makes free throw 1 of 1,101,94
4,11:05.0,K. Bazemore makes 2-pt layup from 2 ft,,103,94
4,10:46.0,,Turnover by J. McRae (lost ball; steal by J. Lin),103,94
4,10:32.0,J. Lin makes 2-pt layup from 2 ft,,105,94
4,10:32.0,Shooting foul by T. Bryant (drawn by J. Lin),,105,94
4,10:32.0,J. Lin makes free throw 1 of 1,,106,94
4,10:23.0,,Personal foul by D. Dedmon (drawn by B. Beal),106,94
4,10:23.0,O. Spellman enters the game for D. Dedmon,,106,94
4,10:19.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Bryant),106,97
4,9:56.0,V. Carter makes 2-pt layup from 2 ft,,108,97
4,9:47.0,,Turnover by T. Ariza (lost ball; steal by K. Bazemore),108,97
4,9:47.0,,J. Green enters the game for T. Bryant,108,97
4,9:29.0,Turnover by V. Carter (lost ball; steal by J. McRae),,108,97
4,9:21.0,,J. McRae makes 3-pt jump shot from 25 ft (assist by T. Ariza),108,100
4,9:01.0,J. Lin makes 2-pt jump shot from 17 ft,,110,100
4,8:49.0,,J. Green makes 3-pt jump shot from 27 ft (assist by B. Beal),110,103
4,8:31.0,J. Lin misses 3-pt jump shot from 26 ft,,110,103
4,8:27.0,,Defensive rebound by T. Ariza,110,103
4,8:23.0,,Shooting foul by O. Spellman (drawn by B. Beal),110,103
4,8:23.0,,B. Beal makes free throw 1 of 2,110,104
4,8:23.0,,B. Beal misses free throw 2 of 2,110,104
4,8:20.0,Defensive rebound by O. Spellman,,110,104
4,8:01.0,O. Spellman misses 2-pt layup from 6 ft (block by J. McRae),,110,104
4,7:58.0,,Defensive rebound by J. Green,110,104
4,7:57.0,,Shooting foul by K. Bazemore (drawn by O. Porter),110,104
4,7:57.0,,O. Porter misses free throw 1 of 2,110,104
4,7:57.0,,Offensive rebound by Team,110,104
4,7:57.0,,O. Porter misses free throw 2 of 2,110,104
4,7:53.0,Defensive rebound by O. Spellman,,110,104
4,7:41.0,K. Bazemore makes 2-pt layup from 2 ft,,112,104
4,7:24.0,,Turnover by B. Beal (bad pass; steal by K. Bazemore),112,104
4,7:19.0,D. Bembry makes 2-pt layup from 2 ft (assist by J. Lin),,114,104
4,7:18.0,,Washington full timeout,114,104
4,7:18.0,D. Dedmon enters the game for D. Bembry,,114,104
4,7:18.0,K. Huerter enters the game for V. Carter,,114,104
4,7:18.0,T. Young enters the game for J. Lin,,114,104
4,7:05.0,,B. Beal misses 2-pt layup from 1 ft (block by K. Bazemore),114,104
4,7:01.0,,Offensive rebound by B. Beal,114,104
4,6:59.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by B. Beal),114,106
4,6:43.0,Shooting foul by O. Porter (drawn by K. Huerter),,114,106
4,6:43.0,K. Huerter makes free throw 1 of 2,,115,106
4,6:43.0,K. Huerter makes free throw 2 of 2,,116,106
4,6:27.0,,B. Beal makes 3-pt jump shot from 27 ft,116,109
4,6:06.0,T. Young misses 3-pt jump shot from 27 ft,,116,109
4,6:04.0,Offensive rebound by O. Spellman,,116,109
4,6:04.0,Turnover by O. Spellman (out of bounds lost ball),,116,109
