QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
4,7:46.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,81,85
4,7:20.0,,D. Green misses 2-pt layup from 2 ft,81,85
4,7:18.0,Defensive rebound by M. Brogdon,,81,85
4,7:14.0,Shooting foul by M. Gasol (drawn by G. Antetokounmpo),,81,85
4,7:14.0,G. Antetokounmpo makes free throw 1 of 2,,82,85
4,7:14.0,G. Hill enters the game for E. Bledsoe,,82,85
4,7:14.0,G. Antetokounmpo misses free throw 2 of 2,,82,85
4,7:14.0,,Defensive rebound by Team,82,85
4,7:11.0,,Toronto full timeout,82,85
4,7:11.0,N. Mirotić enters the game for K. Middleton,,82,85
4,7:11.0,,K. Lowry enters the game for D. Green,82,85
4,7:11.0,,P. Siakam enters the game for F. VanVleet,82,85
4,7:07.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),82,88
4,6:45.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,82,88
4,6:44.0,,Defensive rebound by K. Leonard,82,88
4,6:22.0,,M. Gasol misses 3-pt jump shot from 26 ft,82,88
4,6:22.0,Defensive rebound by N. Mirotić,,82,88
4,6:12.0,M. Brogdon misses 2-pt layup from 3 ft,,82,88
4,6:12.0,Offensive rebound by G. Antetokounmpo,,82,88
4,6:12.0,Shooting foul by K. Lowry (drawn by G. Antetokounmpo),,82,88
4,6:12.0,,F. VanVleet enters the game for K. Lowry,82,88
4,6:12.0,G. Antetokounmpo makes free throw 1 of 2,,83,88
4,6:12.0,K. Middleton enters the game for N. Mirotić,,83,88
4,6:12.0,G. Antetokounmpo misses free throw 2 of 2,,83,88
4,6:10.0,,Defensive rebound by M. Gasol,83,88
4,5:48.0,,P. Siakam misses 3-pt jump shot from 27 ft,83,88
4,5:45.0,Defensive rebound by M. Brogdon,,83,88
4,5:41.0,Offensive foul by G. Antetokounmpo (drawn by P. Siakam),,83,88
4,5:41.0,Turnover by G. Antetokounmpo (offensive foul),,83,88
4,5:41.0,N. Mirotić enters the game for G. Antetokounmpo,,83,88
4,5:26.0,,K. Leonard misses 2-pt jump shot from 12 ft,83,88
4,5:24.0,Defensive rebound by N. Mirotić,,83,88
4,5:11.0,B. Lopez makes 2-pt hook shot from 4 ft,,85,88
4,5:11.0,Shooting foul by M. Gasol (drawn by B. Lopez),,85,88
4,5:11.0,B. Lopez makes free throw 1 of 1,,86,88
4,4:54.0,,Personal foul by K. Middleton (drawn by K. Leonard),86,88
4,4:41.0,,F. VanVleet misses 3-pt jump shot from 27 ft,86,88
4,4:39.0,Defensive rebound by K. Middleton,,86,88
4,4:19.0,G. Hill makes 2-pt hook shot from 2 ft (assist by K. Middleton),,88,88
4,4:11.0,,Toronto full timeout,88,88
4,4:11.0,G. Antetokounmpo enters the game for N. Mirotić,,88,88
4,4:02.0,,Personal foul by B. Lopez (drawn by M. Gasol),88,88
4,3:48.0,,P. Siakam misses 2-pt layup from 3 ft (block by G. Antetokounmpo),88,88
4,3:45.0,Defensive rebound by B. Lopez,,88,88
4,3:32.0,Turnover by G. Hill (step out of bounds),,88,88
4,3:18.0,,F. VanVleet makes 3-pt jump shot from 26 ft (assist by M. Gasol),88,91
4,2:52.0,G. Hill makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,91,91
4,2:36.0,,Turnover by N. Powell (bad pass; steal by B. Lopez),91,91
4,2:31.0,G. Hill misses 2-pt layup from 3 ft,,91,91
4,2:29.0,,Defensive rebound by M. Gasol,91,91
4,2:17.0,,K. Leonard makes 2-pt jump shot from 16 ft,91,93
4,1:58.0,B. Lopez misses 3-pt jump shot from 29 ft,,91,93
4,1:54.0,,Defensive rebound by F. VanVleet,91,93
4,1:41.0,,K. Leonard misses 2-pt jump shot from 14 ft,91,93
4,1:41.0,,Offensive rebound by Team,91,93
4,1:41.0,Loose ball foul by G. Antetokounmpo (drawn by P. Siakam),,91,93
4,1:41.0,,P. Siakam makes free throw 1 of 2,91,94
4,1:41.0,E. Bledsoe enters the game for M. Brogdon,,91,94
4,1:41.0,N. Mirotić enters the game for G. Hill,,91,94
4,1:41.0,,P. Siakam misses free throw 2 of 2,91,94
4,1:38.0,Defensive rebound by K. Middleton,,91,94
4,1:18.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,91,94
4,1:15.0,,Defensive rebound by K. Leonard,91,94
4,1:13.0,,Personal foul by K. Middleton (drawn by K. Leonard),91,94
4,1:13.0,,K. Leonard makes free throw 1 of 2,91,95
4,1:13.0,,K. Leonard makes free throw 2 of 2,91,96
4,1:09.0,Personal foul by N. Powell (drawn by E. Bledsoe),,91,96
4,1:09.0,,D. Green enters the game for N. Powell,91,96
4,1:09.0,E. Bledsoe misses free throw 1 of 2,,91,96
4,1:09.0,Offensive rebound by Team,,91,96
4,1:09.0,M. Brogdon enters the game for N. Mirotić,,91,96
4,1:09.0,E. Bledsoe makes free throw 2 of 2,,92,96
4,0:47.0,,F. VanVleet misses 3-pt jump shot from 24 ft,92,96
4,0:45.0,Defensive rebound by G. Antetokounmpo,,92,96
4,0:38.0,M. Brogdon makes 2-pt layup at rim,,94,96
4,0:38.0,,Toronto full timeout,94,96
4,0:16.0,,F. VanVleet misses 2-pt jump shot from 18 ft,94,96
4,0:14.0,Defensive rebound by G. Antetokounmpo,,94,96
4,0:09.0,K. Middleton misses 3-pt jump shot from 26 ft,,94,96
4,0:09.0,,Defensive rebound by P. Siakam,94,96
4,0:07.0,,Personal take foul by G. Antetokounmpo (drawn by P. Siakam),94,96
4,0:07.0,,P. Siakam misses free throw 1 of 2,94,96
4,0:07.0,,Offensive rebound by Team,94,96
4,0:07.0,,P. Siakam misses free throw 2 of 2,94,96
4,0:07.0,Defensive rebound by K. Middleton,,94,96
4,0:07.0,Milwaukee full timeout,,94,96
4,0:07.0,N. Mirotić enters the game for E. Bledsoe,,94,96
4,0:03.0,K. Middleton misses 2-pt layup from 2 ft (block by F. VanVleet),,94,96
4,0:02.0,Offensive rebound by K. Middleton,,94,96
4,0:02.0,K. Middleton makes 2-pt layup at rim,,96,96
4,0:02.0,,Toronto full timeout,96,96
4,0:02.0,E. Bledsoe enters the game for N. Mirotić,,96,96
4,0:00.0,,P. Siakam misses 3-pt jump shot from 28 ft,96,96
4,0:00.0,,Offensive rebound by Team,96,96
1OT,4:36.0,M. Brogdon misses 3-pt jump shot from 26 ft,,96,96
1OT,4:33.0,Offensive rebound by G. Antetokounmpo,,96,96
1OT,4:32.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,96,96
1OT,4:32.0,Offensive rebound by Team,,96,96
1OT,4:24.0,K. Middleton misses 2-pt jump shot from 19 ft,,96,96
1OT,4:20.0,,Defensive rebound by M. Gasol,96,96
1OT,4:10.0,,K. Leonard misses 2-pt jump shot from 21 ft,96,96
1OT,4:07.0,Defensive rebound by G. Antetokounmpo,,96,96
1OT,3:45.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,96,96
1OT,3:44.0,,Defensive rebound by Team,96,96
1OT,3:44.0,Loose ball foul by B. Lopez (drawn by M. Gasol),,96,96
1OT,3:44.0,G. Hill enters the game for E. Bledsoe,,96,96
1OT,3:32.0,,D. Green makes 3-pt jump shot from 24 ft (assist by F. VanVleet),96,99
1OT,3:22.0,G. Antetokounmpo misses 2-pt layup from 4 ft (block by K. Leonard),,96,99
1OT,3:19.0,,Defensive rebound by Team,96,99
1OT,3:06.0,,M. Gasol misses 3-pt jump shot from 26 ft,96,99
1OT,3:05.0,Defensive rebound by G. Antetokounmpo,,96,99
1OT,2:48.0,Shooting foul by F. VanVleet (drawn by G. Antetokounmpo),,96,99
1OT,2:48.0,G. Antetokounmpo misses free throw 1 of 2,,96,99
1OT,2:48.0,Offensive rebound by Team,,96,99
1OT,2:48.0,G. Antetokounmpo misses free throw 2 of 2,,96,99
1OT,2:45.0,Offensive rebound by B. Lopez,,96,99
1OT,2:40.0,G. Hill makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,99,99
1OT,2:19.0,,Personal foul by K. Middleton (drawn by K. Leonard),99,99
1OT,2:06.0,,K. Leonard misses 2-pt jump shot from 17 ft,99,99
1OT,2:04.0,,Offensive rebound by P. Siakam,99,99
1OT,2:01.0,,P. Siakam makes 2-pt layup from 1 ft,99,101
1OT,1:46.0,Turnover by G. Antetokounmpo (lost ball; steal by P. Siakam),,99,101
1OT,1:29.0,,K. Leonard makes 2-pt jump shot from 15 ft,99,103
1OT,1:11.0,Turnover by M. Brogdon (bad pass; steal by K. Leonard),,99,103
1OT,0:56.0,,P. Siakam misses 2-pt layup from 1 ft,99,103
1OT,0:54.0,Defensive rebound by M. Brogdon,,99,103
1OT,0:43.0,M. Brogdon makes 2-pt jump shot from 5 ft (assist by G. Antetokounmpo),,101,103
1OT,0:34.0,,Toronto full timeout,101,103
1OT,0:19.0,,K. Leonard misses 3-pt jump shot from 29 ft,101,103
1OT,0:17.0,Defensive rebound by G. Hill,,101,103
1OT,0:14.0,Shooting foul by F. VanVleet (drawn by G. Hill),,101,103
1OT,0:14.0,G. Hill makes free throw 1 of 2,,102,103
1OT,0:14.0,,S. Ibaka enters the game for D. Green,102,103
1OT,0:14.0,G. Hill makes free throw 2 of 2,,103,103
1OT,0:14.0,,Toronto full timeout,103,103
1OT,0:14.0,Milwaukee full timeout,,103,103
1OT,0:14.0,,D. Green enters the game for S. Ibaka,103,103
1OT,0:00.0,,K. Leonard misses 2-pt jump shot from 18 ft,103,103
1OT,0:00.0,,Offensive rebound by Team,103,103
2OT,4:36.0,E. Bledsoe misses 2-pt jump shot from 10 ft,,103,103
2OT,4:33.0,,Defensive rebound by P. Siakam,103,103
2OT,4:24.0,,Personal foul by G. Antetokounmpo (drawn by P. Siakam),103,103
2OT,4:24.0,N. Mirotić enters the game for G. Antetokounmpo,,103,103
2OT,4:13.0,,Turnover by K. Leonard (bad pass; steal by K. Middleton),103,103
2OT,4:08.0,E. Bledsoe misses 2-pt layup from 1 ft,,103,103
2OT,4:05.0,Offensive rebound by K. Middleton,,103,103
2OT,4:05.0,K. Middleton misses 2-pt layup at rim,,103,103
2OT,4:03.0,Offensive rebound by G. Hill,,103,103
2OT,4:03.0,G. Hill makes 2-pt layup at rim,,105,103
2OT,3:47.0,,F. VanVleet misses 3-pt jump shot from 27 ft,105,103
2OT,3:45.0,,Offensive rebound by Team,105,103
2OT,3:42.0,,M. Gasol makes 3-pt jump shot from 27 ft (assist by F. VanVleet),105,106
2OT,3:29.0,Personal foul by F. VanVleet (drawn by E. Bledsoe),,105,106
2OT,3:29.0,M. Brogdon enters the game for G. Hill,,105,106
2OT,3:17.0,Turnover by E. Bledsoe (bad pass; steal by D. Green),,105,106
2OT,3:13.0,,K. Leonard makes 2-pt dunk from 1 ft,105,108
2OT,3:13.0,Milwaukee full timeout,,105,108
2OT,3:13.0,G. Hill enters the game for E. Bledsoe,,105,108
2OT,2:59.0,Shooting foul by F. VanVleet (drawn by B. Lopez),,105,108
2OT,2:59.0,B. Lopez makes free throw 1 of 2,,106,108
2OT,2:59.0,B. Lopez makes free throw 2 of 2,,107,108
2OT,2:43.0,,Shooting foul by N. Mirotić (drawn by M. Gasol),107,108
2OT,2:43.0,,M. Gasol makes free throw 1 of 2,107,109
2OT,2:43.0,,M. Gasol makes free throw 2 of 2,107,110
2OT,2:29.0,K. Middleton misses 2-pt hook shot from 3 ft,,107,110
2OT,2:26.0,Offensive rebound by B. Lopez,,107,110
2OT,2:26.0,B. Lopez makes 2-pt layup at rim,,109,110
2OT,2:21.0,,Personal foul by M. Brogdon (drawn by K. Leonard),109,110
2OT,2:11.0,,Turnover by K. Leonard (lost ball; steal by G. Hill),109,110
2OT,1:54.0,Turnover by K. Middleton (bad pass; steal by K. Leonard),,109,110
2OT,1:52.0,,K. Leonard makes 2-pt dunk from 1 ft,109,112
2OT,1:35.0,Shooting foul by P. Siakam (drawn by M. Brogdon),,109,112
2OT,1:35.0,M. Brogdon makes free throw 1 of 2,,110,112
2OT,1:35.0,M. Brogdon misses free throw 2 of 2,,110,112
2OT,1:33.0,,Defensive rebound by M. Gasol,110,112
2OT,1:16.0,,F. VanVleet misses 3-pt jump shot from 28 ft,110,112
2OT,1:14.0,,Offensive rebound by K. Leonard,110,112
2OT,0:59.0,,P. Siakam misses 3-pt jump shot from 23 ft,110,112
2OT,0:59.0,Defensive rebound by B. Lopez,,110,112
2OT,0:43.0,B. Lopez misses 2-pt layup from 5 ft (block by P. Siakam),,110,112
2OT,0:40.0,,Defensive rebound by D. Green,110,112
2OT,0:32.0,,K. Leonard makes 2-pt hook shot at rim,110,114
2OT,0:32.0,Milwaukee full timeout,,110,114
2OT,0:17.0,Turnover by K. Middleton (back court),,110,114
2OT,0:16.0,,Personal take foul by N. Mirotić (drawn by P. Siakam),110,114
2OT,0:16.0,,P. Siakam makes free throw 1 of 2,110,115
2OT,0:16.0,,P. Siakam makes free throw 2 of 2,110,116
2OT,0:10.0,M. Brogdon makes 2-pt dunk from 1 ft,,112,116
2OT,0:08.0,,Personal take foul by B. Lopez (drawn by K. Leonard),112,116
2OT,0:08.0,,K. Leonard makes free throw 1 of 2,112,117
2OT,0:08.0,,K. Leonard makes free throw 2 of 2,112,118
2OT,0:03.0,M. Brogdon misses 3-pt jump shot from 33 ft,,112,118
2OT,0:01.0,,Defensive rebound by Team,112,118
