QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
1,6:06.0,,A. Iguodala misses 3-pt jump shot from 27 ft,10,8
1,6:04.0,Defensive rebound by P. George,,10,8
1,5:55.0,S. Adams makes 2-pt layup from 2 ft (assist by P. George),,12,8
1,5:54.0,,Golden State full timeout,12,8
1,5:41.0,,Shooting foul by T. Ferguson (drawn by K. Thompson),12,8
1,5:41.0,Oklahoma City full timeout,,12,8
1,5:41.0,D. Schröder enters the game for T. Ferguson,,12,8
1,5:41.0,,K. Thompson misses free throw 1 of 2,12,8
1,5:41.0,,Offensive rebound by Team,12,8
1,5:41.0,,K. Thompson misses free throw 2 of 2,12,8
1,5:39.0,Defensive rebound by R. Westbrook,,12,8
1,5:29.0,J. Grant makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,14,8
1,5:10.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by D. Jones),14,10
1,4:56.0,P. George misses 3-pt jump shot from 29 ft,,14,10
1,4:53.0,Offensive rebound by J. Grant,,14,10
1,4:51.0,J. Grant misses 3-pt jump shot from 23 ft,,14,10
1,4:47.0,,Defensive rebound by K. Durant,14,10
1,4:43.0,,K. Durant makes 2-pt jump shot from 18 ft,14,12
1,4:19.0,J. Grant makes 2-pt layup from 3 ft (assist by R. Westbrook),,16,12
1,4:19.0,Shooting foul by K. Durant (drawn by J. Grant),,16,12
1,4:19.0,,J. Jerebko enters the game for Q. Cook,16,12
1,4:19.0,,K. Looney enters the game for D. Jones,16,12
1,4:19.0,J. Grant misses free throw 1 of 1,,16,12
1,4:17.0,Offensive rebound by S. Adams,,16,12
1,4:10.0,S. Adams misses 2-pt jump shot from 12 ft,,16,12
1,4:05.0,Offensive rebound by J. Grant,,16,12
1,4:05.0,J. Grant misses 2-pt layup at rim,,16,12
1,4:03.0,,Defensive rebound by K. Looney,16,12
1,4:02.0,,Personal foul by D. Schröder (drawn by K. Thompson),16,12
1,4:02.0,,S. Livingston enters the game for A. Iguodala,16,12
1,3:59.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Durant),16,14
1,3:51.0,D. Schröder makes 2-pt jump shot from 19 ft,,18,14
1,3:32.0,,K. Thompson misses 2-pt jump shot from 18 ft,18,14
1,3:27.0,Defensive rebound by P. George,,18,14
1,3:25.0,R. Westbrook misses 2-pt jump shot from 16 ft,,18,14
1,3:16.0,,Defensive rebound by K. Thompson,18,14
1,3:13.0,,Shooting foul by R. Westbrook (drawn by K. Durant),18,14
1,3:13.0,,D. Lee enters the game for K. Thompson,18,14
1,3:13.0,,K. Durant makes free throw 1 of 2,18,15
1,3:13.0,,K. Durant makes free throw 2 of 2,18,16
1,3:00.0,P. George misses 2-pt layup from 4 ft (block by K. Durant),,18,16
1,2:58.0,Offensive rebound by D. Schröder,,18,16
1,2:46.0,D. Schröder misses 2-pt jump shot from 11 ft,,18,16
1,2:45.0,,Defensive rebound by K. Looney,18,16
1,2:32.0,,K. Durant misses 2-pt jump shot from 15 ft,18,16
1,2:31.0,,Offensive rebound by K. Looney,18,16
1,2:31.0,,K. Looney misses 2-pt layup from 1 ft (block by R. Westbrook),18,16
1,2:30.0,Defensive rebound by P. George,,18,16
1,2:24.0,Personal foul by J. Jerebko (drawn by S. Adams),,18,16
1,2:24.0,T. Luwawu-Cabarrot enters the game for R. Westbrook,,18,16
1,2:20.0,Turnover by P. George (traveling),,18,16
1,2:05.0,,Turnover by K. Durant (lost ball; steal by J. Grant),18,16
1,1:56.0,P. George makes 2-pt dunk from 2 ft,,20,16
1,1:44.0,,D. Lee misses 3-pt jump shot from 27 ft,20,16
1,1:42.0,Defensive rebound by P. George,,20,16
1,1:38.0,P. George misses 3-pt jump shot from 29 ft,,20,16
1,1:37.0,Offensive rebound by S. Adams,,20,16
1,1:29.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,20,16
1,1:27.0,,Defensive rebound by K. Looney,20,16
1,1:13.0,,J. Jerebko misses 3-pt jump shot from 24 ft,20,16
1,1:11.0,Defensive rebound by J. Grant,,20,16
1,1:04.0,Turnover by D. Schröder (bad pass; steal by K. Looney),,20,16
1,0:53.0,,D. Lee misses 2-pt jump shot from 10 ft,20,16
1,0:52.0,,Offensive rebound by K. Durant,20,16
1,0:50.0,,K. Durant makes 2-pt layup from 2 ft,20,18
1,0:35.0,P. George makes 3-pt jump shot from 26 ft,,23,18
1,0:20.0,,Turnover by K. Durant (bad pass),23,18
1,0:20.0,N. Noel enters the game for S. Adams,,23,18
1,0:01.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 30 ft,,23,18
1,0:00.0,Offensive rebound by Team,,23,18
2,11:45.0,,K. Thompson misses 2-pt layup from 2 ft,23,18
2,11:44.0,Defensive rebound by T. Luwawu-Cabarrot,,23,18
2,11:30.0,Shooting foul by K. Looney (drawn by D. Schröder),,23,18
2,11:30.0,D. Schröder makes free throw 1 of 2,,24,18
2,11:30.0,D. Schröder makes free throw 2 of 2,,25,18
2,11:16.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by K. Looney),25,20
2,10:58.0,D. Schröder misses 2-pt jump shot from 23 ft,,25,20
2,10:56.0,,Defensive rebound by J. Jerebko,25,20
2,10:50.0,,K. Thompson makes 3-pt jump shot from 26 ft,25,23
2,10:32.0,H. Diallo misses 3-pt jump shot from 23 ft,,25,23
2,10:30.0,Offensive rebound by H. Diallo,,25,23
2,10:30.0,Shooting foul by J. Jerebko (drawn by H. Diallo),,25,23
2,10:30.0,H. Diallo misses free throw 1 of 2,,25,23
2,10:30.0,Offensive rebound by Team,,25,23
2,10:30.0,H. Diallo makes free throw 2 of 2,,26,23
2,10:20.0,,K. Thompson misses 3-pt jump shot from 27 ft,26,23
2,10:18.0,,Offensive rebound by J. Jerebko,26,23
2,10:15.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by J. Jerebko),26,26
2,10:15.0,Oklahoma City full timeout,,26,26
2,9:56.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by H. Diallo),,29,26
2,9:45.0,,Offensive foul by S. Livingston (drawn by H. Diallo),29,26
2,9:45.0,,Turnover by S. Livingston (offensive foul),29,26
2,9:39.0,Personal foul by S. Livingston (drawn by N. Noel),,29,26
2,9:31.0,D. Schröder misses 2-pt jump shot from 7 ft (block by K. Looney),,29,26
2,9:30.0,,Defensive rebound by D. Lee,29,26
2,9:25.0,,D. Lee makes 3-pt jump shot from 23 ft (assist by K. Thompson),29,29
2,9:24.0,Oklahoma City full timeout,,29,29
2,9:24.0,S. Adams enters the game for N. Noel,,29,29
2,9:15.0,P. Patterson misses 3-pt jump shot from 26 ft,,29,29
2,9:11.0,,Defensive rebound by K. Thompson,29,29
2,8:55.0,,D. Lee makes 2-pt jump shot from 16 ft (assist by K. Looney),29,31
2,8:40.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,29,31
2,8:36.0,,Defensive rebound by K. Looney,29,31
2,8:30.0,,J. Jerebko misses 3-pt jump shot from 28 ft,29,31
2,8:25.0,Defensive rebound by S. Adams,,29,31
2,8:20.0,D. Schröder makes 2-pt jump shot from 14 ft,,31,31
2,8:20.0,Personal foul by K. Looney (drawn by D. Schröder),,31,31
2,8:20.0,R. Westbrook enters the game for T. Luwawu-Cabarrot,,31,31
2,8:20.0,D. Schröder makes free throw 1 of 1,,32,31
2,8:10.0,,Offensive foul by K. Thompson (drawn by H. Diallo),32,31
2,8:10.0,,Turnover by K. Thompson (offensive foul),32,31
2,7:55.0,D. Schröder makes 2-pt jump shot from 9 ft,,34,31
2,7:47.0,,S. Livingston misses 2-pt jump shot from 11 ft,34,31
2,7:42.0,Defensive rebound by S. Adams,,34,31
2,7:36.0,D. Schröder misses 2-pt jump shot from 9 ft (block by K. Looney),,34,31
2,7:32.0,Offensive rebound by S. Adams,,34,31
2,7:29.0,R. Westbrook misses 3-pt jump shot from 25 ft,,34,31
2,7:26.0,,Defensive rebound by J. Jerebko,34,31
2,7:25.0,,D. Lee misses 2-pt layup from 2 ft,34,31
2,7:22.0,Defensive rebound by D. Schröder,,34,31
2,7:19.0,P. Patterson misses 3-pt jump shot from 26 ft,,34,31
2,7:13.0,,Defensive rebound by K. Thompson,34,31
2,7:09.0,,K. Thompson misses 3-pt jump shot from 27 ft,34,31
2,7:04.0,Defensive rebound by R. Westbrook,,34,31
2,7:02.0,D. Schröder makes 3-pt jump shot from 29 ft (assist by R. Westbrook),,37,31
2,7:00.0,,Golden State full timeout,37,31
2,7:00.0,P. George enters the game for H. Diallo,,37,31
2,7:00.0,J. Grant enters the game for P. Patterson,,37,31
2,7:00.0,,Q. Cook enters the game for D. Lee,37,31
2,7:00.0,,K. Durant enters the game for S. Livingston,37,31
2,7:00.0,,D. Jones enters the game for K. Looney,37,31
2,6:46.0,,Personal foul by R. Westbrook (drawn by K. Thompson),37,31
2,6:38.0,,Q. Cook makes 2-pt layup from 3 ft,37,33
2,6:31.0,D. Schröder makes 2-pt layup from 1 ft,,39,33
2,6:18.0,,Turnover by D. Jones (bad pass; steal by P. George),39,33
2,6:11.0,P. George makes 2-pt layup from 6 ft,,41,33
2,6:11.0,Shooting foul by D. Jones (drawn by P. George),,41,33
2,6:11.0,,A. Iguodala enters the game for J. Jerebko,41,33
2,6:11.0,P. George misses free throw 1 of 1,,41,33
2,6:09.0,Offensive rebound by S. Adams,,41,33
2,6:07.0,P. George misses 3-pt jump shot from 26 ft,,41,33
2,6:03.0,,Defensive rebound by Q. Cook,41,33
2,5:55.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by Q. Cook),41,35
2,5:35.0,S. Adams makes 2-pt layup from 2 ft (assist by D. Schröder),,43,35
2,5:20.0,,D. Jones makes 2-pt layup from 1 ft (assist by K. Thompson),43,37
2,5:10.0,S. Adams makes 2-pt hook shot from 9 ft (assist by D. Schröder),,45,37
2,4:50.0,,Q. Cook misses 3-pt jump shot from 29 ft,45,37
2,4:46.0,Defensive rebound by S. Adams,,45,37
2,4:40.0,R. Westbrook misses 2-pt jump shot from 11 ft,,45,37
2,4:37.0,Offensive rebound by S. Adams,,45,37
2,4:37.0,Personal foul by K. Thompson (drawn by S. Adams),,45,37
2,4:37.0,S. Adams makes free throw 1 of 2,,46,37
2,4:37.0,H. Diallo enters the game for D. Schröder,,46,37
2,4:37.0,,D. Lee enters the game for K. Thompson,46,37
2,4:37.0,S. Adams makes free throw 2 of 2,,47,37
2,4:24.0,,Turnover by D. Jones (bad pass; steal by R. Westbrook),47,37
2,4:17.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by P. George),,50,37
2,4:08.0,,Golden State full timeout,50,37
2,4:08.0,,K. Looney enters the game for D. Jones,50,37
2,3:58.0,,K. Durant misses 2-pt jump shot from 12 ft (block by H. Diallo),50,37
2,3:55.0,Defensive rebound by H. Diallo,,50,37
2,3:53.0,P. George makes 2-pt dunk from 2 ft (assist by H. Diallo),,52,37
2,3:35.0,,K. Durant makes 2-pt jump shot from 12 ft,52,39
2,3:16.0,R. Westbrook misses 2-pt jump shot from 17 ft,,52,39
2,3:15.0,,Defensive rebound by Q. Cook,52,39
2,2:57.0,,K. Looney makes 2-pt dunk from 3 ft,52,41
2,2:57.0,,Shooting foul by H. Diallo (drawn by K. Looney),52,41
2,2:57.0,D. Schröder enters the game for H. Diallo,,52,41
2,2:57.0,,K. Looney misses free throw 1 of 1,52,41
2,2:52.0,Defensive rebound by R. Westbrook,,52,41
2,2:42.0,P. George misses 2-pt jump shot from 6 ft,,52,41
2,2:41.0,,Defensive rebound by K. Looney,52,41
2,2:33.0,,K. Durant misses 3-pt jump shot from 26 ft,52,41
2,2:31.0,Defensive rebound by J. Grant,,52,41
2,2:25.0,R. Westbrook misses 3-pt jump shot from 26 ft,,52,41
2,2:23.0,,Defensive rebound by K. Durant,52,41
2,2:17.0,,Shooting foul by S. Adams (drawn by K. Looney),52,41
2,2:17.0,,K. Looney misses free throw 1 of 2,52,41
2,2:17.0,,Offensive rebound by Team,52,41
2,2:17.0,,K. Looney makes free throw 2 of 2,52,42
2,2:03.0,D. Schröder makes 2-pt layup from 3 ft (assist by S. Adams),,54,42
2,1:50.0,,Q. Cook makes 2-pt jump shot from 17 ft (assist by A. Iguodala),54,44
2,1:34.0,S. Adams makes 2-pt jump shot from 6 ft,,56,44
2,1:20.0,,Offensive foul by D. Lee (drawn by D. Schröder),56,44
2,1:20.0,,Turnover by D. Lee (offensive foul),56,44
2,1:04.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,58,44
2,0:50.0,,Shooting foul by P. George (drawn by A. Iguodala),58,44
2,0:50.0,,A. Iguodala makes free throw 1 of 2,58,45
2,0:50.0,,A. Iguodala makes free throw 2 of 2,58,46
2,0:39.0,Turnover by R. Westbrook (bad pass; steal by D. Lee),,58,46
2,0:30.0,,Turnover by A. Iguodala (bad pass),58,46
2,0:10.0,J. Grant misses 3-pt jump shot from 23 ft,,58,46
2,0:07.0,Offensive rebound by S. Adams,,58,46
2,0:05.0,P. George makes 2-pt layup from 2 ft (assist by R. Westbrook),,60,46
2,0:00.0,,K. Looney misses 3-pt jump shot from 39 ft,60,46
2,0:00.0,,Offensive rebound by Team,60,46
3,11:50.0,,K. Durant makes 3-pt jump shot from 26 ft,60,49
3,11:29.0,S. Adams misses 2-pt layup from 3 ft (block by D. Jones),,60,49
3,11:27.0,,Defensive rebound by K. Durant,60,49
3,11:15.0,,Turnover by Q. Cook (bad pass; steal by S. Adams),60,49
3,11:08.0,H. Diallo makes 2-pt layup from 3 ft (assist by P. George),,62,49
3,10:47.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by K. Thompson),62,51
3,10:47.0,,Shooting foul by H. Diallo (drawn by K. Durant),62,51
3,10:47.0,,K. Durant makes free throw 1 of 1,62,52
3,10:34.0,Turnover by P. George (bad pass; steal by Q. Cook),,62,52
3,10:28.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by Q. Cook),62,54
3,10:05.0,Oklahoma City full timeout,,62,54
3,10:01.0,P. George misses 3-pt jump shot from 24 ft,,62,54
3,9:59.0,,Defensive rebound by K. Durant,62,54
3,9:54.0,,K. Thompson makes 2-pt layup from 2 ft (assist by A. Iguodala),62,56
3,9:39.0,R. Westbrook misses 3-pt jump shot from 26 ft,,62,56
3,9:37.0,,Defensive rebound by K. Durant,62,56
3,9:31.0,,K. Thompson makes 3-pt jump shot from 31 ft (assist by Q. Cook),62,59
3,9:09.0,R. Westbrook makes 2-pt layup from 3 ft,,64,59
3,8:50.0,,K. Thompson misses 3-pt jump shot from 26 ft,64,59
3,8:48.0,Defensive rebound by J. Grant,,64,59
3,8:42.0,Shooting foul by Q. Cook (drawn by R. Westbrook),,64,59
3,8:42.0,R. Westbrook misses free throw 1 of 2,,64,59
3,8:42.0,Offensive rebound by Team,,64,59
3,8:42.0,R. Westbrook misses free throw 2 of 2,,64,59
3,8:42.0,Offensive rebound by Team,,64,59
3,8:39.0,,Loose ball foul by K. Durant (drawn by S. Adams),64,59
3,8:38.0,R. Westbrook misses 2-pt layup from 3 ft (block by D. Jones),,64,59
3,8:36.0,Offensive rebound by J. Grant,,64,59
3,8:33.0,J. Grant misses 2-pt layup from 3 ft (block by D. Jones),,64,59
3,8:31.0,Offensive rebound by P. George,,64,59
3,8:29.0,P. George makes 3-pt jump shot from 27 ft,,67,59
3,8:16.0,,Shooting foul by H. Diallo (drawn by K. Thompson),67,59
3,8:16.0,,K. Thompson makes free throw 1 of 2,67,60
3,8:16.0,,K. Thompson misses free throw 2 of 2,67,60
3,8:15.0,Defensive rebound by R. Westbrook,,67,60
3,7:58.0,S. Adams misses 2-pt jump shot from 6 ft (block by K. Durant),,67,60
3,7:58.0,Offensive rebound by Team,,67,60
3,7:54.0,P. George misses 3-pt jump shot from 25 ft,,67,60
3,7:52.0,,Defensive rebound by Q. Cook,67,60
3,7:46.0,,K. Durant misses 3-pt jump shot from 25 ft,67,60
3,7:44.0,Defensive rebound by P. George,,67,60
3,7:43.0,Technical foul by P. George,,67,60
3,7:43.0,,K. Thompson makes technical free throw,67,61
3,7:32.0,Offensive foul by R. Westbrook (drawn by D. Jones),,67,61
3,7:32.0,Turnover by R. Westbrook (offensive foul),,67,61
3,7:18.0,,K. Thompson misses 3-pt jump shot from 26 ft,67,61
3,7:17.0,Defensive rebound by R. Westbrook,,67,61
3,7:09.0,H. Diallo misses 3-pt jump shot from 24 ft,,67,61
3,7:07.0,Offensive rebound by S. Adams,,67,61
3,7:07.0,S. Adams makes 2-pt layup from 1 ft,,69,61
3,6:42.0,,Q. Cook makes 3-pt jump shot from 26 ft (assist by A. Iguodala),69,64
3,6:25.0,Shooting foul by K. Thompson (drawn by J. Grant),,69,64
3,6:25.0,J. Grant makes free throw 1 of 2,,70,64
3,6:25.0,D. Schröder enters the game for H. Diallo,,70,64
3,6:25.0,J. Grant misses free throw 2 of 2,,70,64
3,6:24.0,,Defensive rebound by K. Thompson,70,64
3,6:05.0,,K. Durant misses 2-pt jump shot from 11 ft,70,64
3,6:04.0,Defensive rebound by R. Westbrook,,70,64
3,5:59.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,73,64
3,5:45.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Jones),73,66
3,5:29.0,Turnover by R. Westbrook (bad pass; steal by D. Jones),,73,66
3,5:26.0,,Personal foul by D. Schröder (drawn by Q. Cook),73,66
3,5:26.0,,D. Lee enters the game for K. Thompson,73,66
3,5:18.0,,D. Lee makes 3-pt jump shot from 27 ft (assist by K. Durant),73,69
3,5:01.0,J. Grant makes 2-pt dunk from 2 ft (assist by D. Schröder),,75,69
3,4:45.0,,K. Durant makes 2-pt jump shot from 19 ft,75,71
3,4:32.0,D. Schröder misses 2-pt jump shot from 18 ft,,75,71
3,4:31.0,,Defensive rebound by K. Durant,75,71
3,4:25.0,,D. Lee misses 3-pt jump shot from 31 ft,75,71
3,4:23.0,Defensive rebound by J. Grant,,75,71
3,4:18.0,P. George makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,78,71
3,4:16.0,,Golden State full timeout,78,71
3,4:16.0,N. Noel enters the game for S. Adams,,78,71
3,4:16.0,,S. Livingston enters the game for A. Iguodala,78,71
3,4:16.0,,K. Looney enters the game for D. Jones,78,71
3,4:03.0,,Personal foul by P. George (drawn by K. Durant),78,71
3,4:00.0,,Turnover by K. Durant (bad pass; steal by D. Schröder),78,71
3,3:58.0,Personal foul by K. Looney (drawn by D. Schröder),,78,71
3,3:38.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by J. Grant),,81,71
3,3:14.0,,D. Lee makes 2-pt jump shot from 19 ft (assist by K. Durant),81,73
3,3:03.0,P. George misses 2-pt jump shot from 18 ft,,81,73
3,3:02.0,,Defensive rebound by Q. Cook,81,73
3,2:42.0,,Q. Cook misses 2-pt layup from 2 ft (block by N. Noel),81,73
3,2:40.0,,Offensive rebound by K. Looney,81,73
3,2:37.0,,S. Livingston misses 2-pt jump shot from 14 ft,81,73
3,2:36.0,Defensive rebound by R. Westbrook,,81,73
3,2:28.0,D. Schröder makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,84,73
3,2:16.0,,K. Durant misses 2-pt jump shot from 12 ft,84,73
3,2:12.0,Defensive rebound by J. Grant,,84,73
3,2:09.0,D. Schröder misses 3-pt jump shot from 26 ft,,84,73
3,2:05.0,,Defensive rebound by D. Lee,84,73
3,2:00.0,,D. Lee makes 2-pt layup from 2 ft (assist by Q. Cook),84,75
3,1:51.0,R. Westbrook misses 3-pt jump shot from 26 ft,,84,75
3,1:49.0,Offensive rebound by N. Noel,,84,75
3,1:49.0,Shooting foul by Q. Cook (drawn by P. George),,84,75
3,1:49.0,P. George makes free throw 1 of 2,,85,75
3,1:49.0,T. Luwawu-Cabarrot enters the game for J. Grant,,85,75
3,1:49.0,P. Patterson enters the game for R. Westbrook,,85,75
3,1:49.0,,J. Jerebko enters the game for Q. Cook,85,75
3,1:49.0,P. George misses free throw 2 of 2,,85,75
3,1:47.0,,Defensive rebound by K. Durant,85,75
3,1:39.0,,Shooting foul by P. George (drawn by K. Looney),85,75
3,1:39.0,,K. Looney misses free throw 1 of 2,85,75
3,1:39.0,,Offensive rebound by Team,85,75
3,1:39.0,,K. Looney makes free throw 2 of 2,85,76
3,1:23.0,N. Noel makes 2-pt layup from 2 ft,,87,76
3,1:08.0,,Turnover by K. Durant (bad pass; steal by P. George),87,76
3,1:02.0,Turnover by P. George (bad pass; steal by J. Jerebko),,87,76
3,0:55.0,,D. Lee misses 3-pt jump shot from 27 ft,87,76
3,0:54.0,,Offensive rebound by J. Jerebko,87,76
3,0:51.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by J. Jerebko),87,78
3,0:51.0,,Shooting foul by D. Schröder (drawn by K. Durant),87,78
3,0:51.0,,K. Durant makes free throw 1 of 1,87,79
3,0:34.0,P. Patterson misses 2-pt jump shot from 20 ft,,87,79
3,0:29.0,,Defensive rebound by K. Durant,87,79
3,0:12.0,,K. Durant misses 2-pt jump shot from 12 ft,87,79
3,0:08.0,,Offensive rebound by K. Looney,87,79
3,0:03.0,,K. Durant misses 2-pt jump shot from 20 ft,87,79
3,0:01.0,Defensive rebound by D. Schröder,,87,79
4,11:42.0,D. Schröder makes 2-pt layup from 4 ft,,89,79
4,11:27.0,,S. Livingston makes 2-pt layup from 1 ft (assist by K. Looney),89,81
4,11:10.0,H. Diallo misses 2-pt jump shot from 6 ft,,89,81
4,11:09.0,,Defensive rebound by J. Jerebko,89,81
4,11:02.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Thompson),89,81
4,11:02.0,,K. Thompson makes free throw 1 of 2,89,82
4,11:02.0,,K. Thompson makes free throw 2 of 2,89,83
4,10:41.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 10 ft,,89,83
4,10:40.0,,Defensive rebound by Team,89,83
4,10:27.0,,K. Thompson makes 2-pt layup from 4 ft (assist by S. Livingston),89,85
4,10:15.0,N. Noel makes 2-pt dunk from 2 ft (assist by D. Schröder),,91,85
4,10:08.0,,S. Livingston misses 2-pt jump shot from 14 ft,91,85
4,10:07.0,Defensive rebound by P. Patterson,,91,85
4,9:49.0,D. Schröder makes 2-pt jump shot from 9 ft,,93,85
4,9:36.0,,K. Thompson misses 2-pt layup from 2 ft (block by N. Noel),93,85
4,9:35.0,Defensive rebound by H. Diallo,,93,85
4,9:30.0,H. Diallo misses 2-pt layup from 1 ft (block by S. Livingston),,93,85
4,9:27.0,Offensive rebound by H. Diallo,,93,85
4,9:19.0,D. Schröder makes 3-pt jump shot from 26 ft,,96,85
4,8:59.0,,J. Jerebko misses 3-pt jump shot from 26 ft,96,85
4,8:57.0,Defensive rebound by H. Diallo,,96,85
4,8:33.0,D. Schröder misses 2-pt layup from 6 ft,,96,85
4,8:32.0,Offensive rebound by N. Noel,,96,85
4,8:32.0,N. Noel misses 2-pt layup from 1 ft,,96,85
4,8:31.0,Offensive rebound by P. Patterson,,96,85
4,8:26.0,H. Diallo misses 2-pt jump shot from 6 ft,,96,85
4,8:25.0,,Defensive rebound by K. Looney,96,85
4,8:18.0,,J. Jerebko misses 3-pt jump shot from 23 ft,96,85
4,8:16.0,Defensive rebound by P. Patterson,,96,85
4,7:55.0,Offensive foul by P. Patterson (drawn by K. Thompson),,96,85
4,7:55.0,Turnover by P. Patterson (offensive foul),,96,85
4,7:55.0,,Golden State full timeout,96,85
4,7:55.0,J. Grant enters the game for P. Patterson,,96,85
4,7:55.0,R. Westbrook enters the game for D. Schröder,,96,85
4,7:55.0,,Q. Cook enters the game for D. Lee,96,85
4,7:55.0,,K. Durant enters the game for S. Livingston,96,85
4,7:55.0,,A. Iguodala enters the game for K. Looney,96,85
4,7:43.0,,K. Thompson misses 2-pt jump shot from 11 ft,96,85
4,7:42.0,Defensive rebound by N. Noel,,96,85
4,7:29.0,Turnover by R. Westbrook (bad pass; steal by J. Jerebko),,96,85
4,7:24.0,,J. Jerebko misses 2-pt layup from 4 ft,96,85
4,7:23.0,Defensive rebound by H. Diallo,,96,85
4,7:17.0,Oklahoma City full timeout,,96,85
4,7:17.0,S. Adams enters the game for H. Diallo,,96,85
4,7:17.0,P. George enters the game for N. Noel,,96,85
4,7:17.0,,D. Jones enters the game for J. Jerebko,96,85
4,7:07.0,J. Grant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,99,85
4,6:50.0,,Personal foul by P. George (drawn by D. Jones),99,85
