QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
3,7:56.0,,D. Smith makes 2-pt layup at rim (assist by W. Matthews),68,62
3,7:48.0,Personal foul by D. Smith (drawn by B. Griffin),,68,62
3,7:31.0,R. Jackson misses 3-pt jump shot from 26 ft,,68,62
3,7:29.0,,Defensive rebound by D. Smith,68,62
3,7:12.0,,N. Vonleh misses 3-pt jump shot from 24 ft,68,62
3,7:10.0,Defensive rebound by R. Bullock,,68,62
3,6:55.0,Turnover by B. Griffin (bad pass; steal by N. Vonleh),,68,62
3,6:44.0,,K. Knox makes 2-pt jump shot from 16 ft,68,64
3,6:27.0,Personal foul by N. Vonleh (drawn by B. Griffin),,68,64
3,6:16.0,B. Griffin makes 2-pt layup from 1 ft,,70,64
3,6:16.0,Shooting foul by D. Jordan (drawn by B. Griffin),,70,64
3,6:16.0,B. Griffin misses free throw 1 of 1,,70,64
3,6:14.0,,Defensive rebound by N. Vonleh,70,64
3,5:58.0,,D. Smith makes 3-pt jump shot from 25 ft,70,67
3,5:38.0,R. Bullock misses 2-pt layup from 3 ft (block by W. Matthews),,70,67
3,5:36.0,,Defensive rebound by N. Vonleh,70,67
3,5:33.0,,D. Smith misses 2-pt layup from 2 ft (block by B. Brown),70,67
3,5:31.0,,Offensive rebound by D. Smith,70,67
3,5:23.0,,Offensive foul by D. Jordan (drawn by B. Brown),70,67
3,5:23.0,,Turnover by D. Jordan (offensive foul),70,67
3,5:23.0,,M. Robinson enters the game for D. Jordan,70,67
3,5:15.0,R. Jackson makes 3-pt jump shot from 26 ft,,73,67
3,4:57.0,,D. Smith misses 3-pt jump shot from 26 ft,73,67
3,4:55.0,Defensive rebound by A. Drummond,,73,67
3,4:48.0,Offensive foul by A. Drummond (drawn by W. Matthews),,73,67
3,4:48.0,Turnover by A. Drummond (offensive foul),,73,67
3,4:35.0,,W. Matthews misses 2-pt jump shot from 13 ft,73,67
3,4:33.0,Defensive rebound by A. Drummond,,73,67
3,4:16.0,B. Brown misses 3-pt jump shot from 25 ft,,73,67
3,4:15.0,,Defensive rebound by Team,73,67
3,4:15.0,,D. Dotson enters the game for W. Matthews,73,67
3,4:15.0,,L. Thomas enters the game for N. Vonleh,73,67
3,4:04.0,,K. Knox misses 2-pt jump shot from 22 ft,73,67
3,4:02.0,,Offensive rebound by M. Robinson,73,67
3,3:50.0,,D. Smith misses 3-pt jump shot from 25 ft,73,67
3,3:48.0,Defensive rebound by B. Griffin,,73,67
3,3:35.0,Turnover by R. Jackson (bad pass; steal by D. Dotson),,73,67
3,3:31.0,,Offensive foul by K. Knox (drawn by R. Bullock),73,67
3,3:31.0,,Turnover by K. Knox (offensive foul),73,67
3,3:31.0,Technical foul by D. Fizdale,,73,67
3,3:31.0,R. Jackson makes technical free throw,,74,67
3,3:31.0,L. Galloway enters the game for B. Brown,,74,67
3,3:31.0,S. Johnson enters the game for B. Griffin,,74,67
3,3:09.0,R. Jackson misses 2-pt jump shot from 20 ft,,74,67
3,3:06.0,,Defensive rebound by K. Knox,74,67
3,3:00.0,,L. Thomas misses 2-pt jump shot from 22 ft,74,67
3,2:58.0,,Offensive rebound by D. Dotson,74,67
3,2:56.0,,K. Knox misses 3-pt jump shot from 25 ft,74,67
3,2:54.0,,Offensive rebound by D. Smith,74,67
3,2:50.0,,D. Smith makes 2-pt layup at rim,74,69
3,2:33.0,R. Jackson misses 3-pt jump shot from 23 ft,,74,69
3,2:31.0,,Defensive rebound by Team,74,69
3,2:31.0,Loose ball foul by A. Drummond (drawn by L. Thomas),,74,69
3,2:31.0,,New York full timeout,74,69
3,2:31.0,J. Calderón enters the game for R. Bullock,,74,69
3,2:31.0,L. Kennard enters the game for R. Jackson,,74,69
3,2:20.0,,Personal foul by L. Kennard (drawn by K. Knox),74,69
3,2:10.0,,Turnover by K. Knox (bad pass; steal by A. Drummond),74,69
3,2:04.0,S. Johnson misses 2-pt layup from 1 ft (block by K. Knox),,74,69
3,2:02.0,Offensive rebound by A. Drummond,,74,69
3,2:00.0,A. Drummond misses 2-pt layup from 1 ft,,74,69
3,1:59.0,Offensive rebound by A. Drummond,,74,69
3,1:59.0,A. Drummond makes 2-pt layup from 1 ft,,76,69
3,1:51.0,,D. Smith makes 2-pt jump shot from 21 ft,76,71
3,1:31.0,J. Calderón makes 2-pt jump shot from 19 ft,,78,71
3,1:11.0,,D. Smith misses 2-pt layup from 2 ft (block by A. Drummond),78,71
3,1:09.0,Defensive rebound by L. Kennard,,78,71
3,0:58.0,Shooting foul by L. Thomas (drawn by A. Drummond),,78,71
3,0:58.0,A. Drummond misses free throw 1 of 2,,78,71
3,0:58.0,Offensive rebound by Team,,78,71
3,0:58.0,,K. Allen enters the game for K. Knox,78,71
3,0:58.0,,A. Trier enters the game for D. Smith,78,71
3,0:58.0,A. Drummond misses free throw 2 of 2,,78,71
3,0:56.0,,Defensive rebound by A. Trier,78,71
3,0:36.0,,K. Allen misses 3-pt jump shot from 25 ft,78,71
3,0:34.0,Defensive rebound by A. Drummond,,78,71
3,0:15.0,S. Johnson misses 2-pt layup from 2 ft,,78,71
3,0:13.0,Offensive rebound by Team,,78,71
3,0:12.0,L. Galloway misses 2-pt jump shot from 21 ft,,78,71
3,0:11.0,Offensive rebound by Team,,78,71
3,0:11.0,Turnover by Team (shot clock),,78,71
3,0:07.0,,Personal foul by J. Calderón (drawn by K. Allen),78,71
3,0:01.0,,A. Trier misses 3-pt jump shot from 25 ft,78,71
3,0:01.0,Defensive rebound by A. Drummond,,78,71
4,11:36.0,B. Griffin misses 2-pt jump shot from 14 ft,,78,71
4,11:34.0,Offensive rebound by Z. Pachulia,,78,71
4,11:29.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by L. Kennard),,81,71
4,11:18.0,,Personal foul by Z. Pachulia (drawn by M. Robinson),81,71
4,11:02.0,,D. Dotson misses 2-pt layup from 2 ft,81,71
4,11:00.0,Defensive rebound by B. Griffin,,81,71
4,10:50.0,Personal foul by L. Thomas (drawn by B. Griffin),,81,71
4,10:42.0,L. Kennard makes 2-pt jump shot from 12 ft (assist by B. Griffin),,83,71
4,10:42.0,,New York full timeout,83,71
4,10:32.0,,K. Allen makes 2-pt jump shot from 15 ft,83,73
4,10:15.0,L. Kennard misses 3-pt jump shot from 22 ft,,83,73
4,10:13.0,,Defensive rebound by L. Thomas,83,73
4,10:08.0,,A. Trier misses 3-pt jump shot from 26 ft,83,73
4,10:06.0,Defensive rebound by Z. Pachulia,,83,73
4,9:51.0,Shooting foul by M. Robinson (drawn by Z. Pachulia),,83,73
4,9:51.0,Z. Pachulia makes free throw 1 of 2,,84,73
4,9:51.0,Z. Pachulia makes free throw 2 of 2,,85,73
4,9:42.0,,K. Allen makes 3-pt jump shot from 24 ft (assist by D. Dotson),85,76
4,9:29.0,Turnover by B. Griffin (lost ball; steal by K. Allen),,85,76
4,9:26.0,,Offensive foul by K. Allen (drawn by J. Calderón),85,76
4,9:26.0,,Turnover by K. Allen (offensive foul),85,76
4,9:26.0,,D. Smith enters the game for A. Trier,85,76
4,9:18.0,Offensive foul by B. Griffin (drawn by K. Allen),,85,76
4,9:18.0,Turnover by B. Griffin (offensive foul),,85,76
4,9:09.0,,Turnover by D. Smith (bad pass),85,76
4,8:54.0,L. Kennard misses 2-pt layup from 2 ft (block by M. Robinson),,85,76
4,8:53.0,,Defensive rebound by Team,85,76
4,8:39.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by D. Smith),85,79
4,8:28.0,Detroit full timeout,,85,79
4,8:28.0,R. Bullock enters the game for J. Calderón,,85,79
4,8:28.0,R. Jackson enters the game for L. Kennard,,85,79
4,8:13.0,R. Bullock misses 3-pt jump shot from 26 ft,,85,79
4,8:11.0,,Defensive rebound by M. Robinson,85,79
4,7:52.0,,D. Dotson makes 3-pt jump shot from 27 ft (assist by K. Allen),85,82
4,7:34.0,Z. Pachulia makes 2-pt layup at rim (assist by R. Jackson),,87,82
4,7:34.0,Shooting foul by L. Thomas (drawn by Z. Pachulia),,87,82
4,7:34.0,Z. Pachulia makes free throw 1 of 1,,88,82
4,7:14.0,,D. Dotson misses 3-pt jump shot from 26 ft,88,82
4,7:12.0,Defensive rebound by R. Bullock,,88,82
4,6:57.0,R. Jackson makes 2-pt jump shot from 7 ft,,90,82
4,6:57.0,,K. Knox enters the game for K. Allen,90,82
4,6:31.0,,D. Smith misses 3-pt jump shot from 25 ft,90,82
4,6:29.0,Defensive rebound by Z. Pachulia,,90,82
4,6:13.0,Turnover by B. Griffin (bad pass),,90,82
4,6:13.0,A. Drummond enters the game for Z. Pachulia,,90,82
4,6:13.0,,D. Jordan enters the game for D. Dotson,90,82
4,6:13.0,,W. Matthews enters the game for M. Robinson,90,82
4,5:56.0,,Turnover by D. Smith (out of bounds lost ball),90,82
4,5:45.0,B. Griffin misses 3-pt jump shot from 26 ft,,90,82
4,5:43.0,,Defensive rebound by K. Knox,90,82
4,5:37.0,,K. Knox misses 3-pt jump shot from 27 ft,90,82
4,5:35.0,Defensive rebound by R. Bullock,,90,82
4,5:19.0,R. Jackson misses 2-pt layup from 1 ft,,90,82
4,5:17.0,,Defensive rebound by K. Knox,90,82
4,5:13.0,,W. Matthews misses 3-pt jump shot from 23 ft,90,82
4,5:11.0,Defensive rebound by R. Bullock,,90,82
4,4:45.0,B. Griffin makes 3-pt jump shot from 24 ft (assist by R. Jackson),,93,82
4,4:29.0,,D. Jordan makes 2-pt hook shot from 6 ft (assist by W. Matthews),93,84
4,4:08.0,B. Griffin makes 2-pt layup from 11 ft,,95,84
4,4:08.0,Shooting foul by D. Jordan (drawn by B. Griffin),,95,84
4,4:08.0,,M. Robinson enters the game for D. Jordan,95,84
4,4:08.0,B. Griffin misses free throw 1 of 1,,95,84
4,4:06.0,,Defensive rebound by Team,95,84
4,3:57.0,,D. Smith misses 3-pt jump shot from 25 ft,95,84
4,3:55.0,,Offensive rebound by M. Robinson,95,84
4,3:50.0,,W. Matthews misses 2-pt jump shot from 10 ft,95,84
4,3:48.0,Defensive rebound by A. Drummond,,95,84
4,3:31.0,R. Jackson misses 2-pt layup from 1 ft,,95,84
4,3:29.0,,Defensive rebound by M. Robinson,95,84
4,3:26.0,,K. Knox misses 3-pt jump shot from 26 ft,95,84
4,3:24.0,Defensive rebound by A. Drummond,,95,84
4,3:18.0,Detroit full timeout,,95,84
4,3:08.0,B. Griffin misses 2-pt layup at rim,,95,84
4,3:06.0,,Defensive rebound by M. Robinson,95,84
4,3:00.0,,D. Smith makes 2-pt layup from 1 ft,95,86
4,2:34.0,R. Bullock makes 3-pt jump shot from 27 ft (assist by B. Griffin),,98,86
4,2:20.0,,Personal foul by S. Johnson (drawn by D. Smith),98,86
4,2:11.0,,L. Thomas misses 3-pt jump shot from 25 ft,98,86
4,2:09.0,Defensive rebound by B. Griffin,,98,86
4,1:57.0,Personal foul by L. Thomas (drawn by R. Jackson),,98,86
4,1:57.0,R. Jackson makes free throw 1 of 2,,99,86
4,1:57.0,R. Jackson makes free throw 2 of 2,,100,86
4,1:48.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Smith),100,89
4,1:37.0,Shooting foul by W. Matthews (drawn by A. Drummond),,100,89
4,1:37.0,A. Drummond misses free throw 1 of 2,,100,89
4,1:37.0,Offensive rebound by Team,,100,89
4,1:37.0,A. Drummond makes free throw 2 of 2,,101,89
4,1:28.0,,D. Smith misses 2-pt layup from 3 ft (block by A. Drummond),101,89
4,1:27.0,,Offensive rebound by Team,101,89
4,1:25.0,,Turnover by K. Knox (back court),101,89
4,1:12.0,R. Jackson misses 3-pt jump shot from 26 ft,,101,89
