QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MILWAUKEE_ACTION,LA LAKERS_SCORE,MILWAUKEE_SCORE
1,7:10.0,K. Kuzma misses 3-pt jump shot from 27 ft,,11,15
1,7:07.0,,Defensive rebound by P. Connaughton,11,15
1,7:03.0,,P. Connaughton misses 2-pt layup from 2 ft,11,15
1,7:00.0,Defensive rebound by M. Muscala,,11,15
1,6:55.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by M. Muscala),,14,15
1,6:55.0,,Milwaukee full timeout,14,15
1,6:55.0,K. Caldwell-Pope enters the game for M. Muscala,,14,15
1,6:41.0,,P. Connaughton misses 3-pt jump shot from 27 ft,14,15
1,6:37.0,Defensive rebound by K. Caldwell-Pope,,14,15
1,6:27.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,14,15
1,6:23.0,,Defensive rebound by K. Middleton,14,15
1,6:19.0,,T. Snell misses 2-pt layup from 3 ft (block by J. McGee),14,15
1,6:15.0,,Offensive rebound by T. Snell,14,15
1,6:03.0,,P. Connaughton makes 3-pt jump shot from 26 ft (assist by B. Lopez),14,18
1,5:42.0,Shooting foul by T. Snell (drawn by R. Bullock),,14,18
1,5:42.0,R. Bullock makes free throw 1 of 2,,15,18
1,5:42.0,R. Bullock makes free throw 2 of 2,,16,18
1,5:33.0,,Shooting foul by K. Caldwell-Pope (drawn by E. Bledsoe),16,18
1,5:33.0,,E. Bledsoe makes free throw 1 of 2,16,19
1,5:33.0,,D. Wilson enters the game for T. Snell,16,19
1,5:33.0,,E. Bledsoe misses free throw 2 of 2,16,19
1,5:24.0,,Offensive rebound by K. Middleton,16,19
1,5:24.0,,K. Middleton makes 2-pt layup at rim,16,21
1,5:13.0,Turnover by R. Rondo (bad pass; steal by E. Bledsoe),,16,21
1,5:08.0,,Shooting foul by R. Bullock (drawn by E. Bledsoe),16,21
1,5:08.0,,E. Bledsoe misses free throw 1 of 2,16,21
1,5:08.0,,Offensive rebound by Team,16,21
1,5:08.0,LA Lakers full timeout,,16,21
1,5:08.0,J. Hart enters the game for R. Bullock,,16,21
1,5:08.0,,G. Hill enters the game for P. Connaughton,16,21
1,5:08.0,,E. Bledsoe makes free throw 2 of 2,16,22
1,4:49.0,Shooting foul by D. Wilson (drawn by K. Kuzma),,16,22
1,4:49.0,K. Kuzma misses free throw 1 of 2,,16,22
1,4:49.0,Offensive rebound by Team,,16,22
1,4:49.0,,P. Connaughton enters the game for E. Bledsoe,16,22
1,4:49.0,K. Kuzma makes free throw 2 of 2,,17,22
1,4:39.0,,K. Middleton misses 3-pt jump shot from 26 ft,17,22
1,4:36.0,,Offensive rebound by B. Lopez,17,22
1,4:35.0,,K. Middleton makes 2-pt layup from 2 ft (assist by B. Lopez),17,24
1,4:24.0,J. Hart makes 3-pt jump shot from 27 ft (assist by R. Rondo),,20,24
1,4:14.0,,Shooting foul by J. McGee (drawn by B. Lopez),20,24
1,4:14.0,,B. Lopez makes free throw 1 of 2,20,25
1,4:14.0,M. Wagner enters the game for J. McGee,,20,25
1,4:14.0,,B. Lopez makes free throw 2 of 2,20,26
1,3:59.0,K. Kuzma misses 2-pt hook shot from 4 ft,,20,26
1,3:55.0,,Defensive rebound by B. Lopez,20,26
1,3:48.0,,G. Hill misses 3-pt jump shot from 24 ft,20,26
1,3:44.0,Defensive rebound by R. Rondo,,20,26
1,3:30.0,K. Kuzma misses 2-pt layup from 1 ft (block by B. Lopez),,20,26
1,3:26.0,,Defensive rebound by D. Wilson,20,26
1,3:14.0,,D. Wilson makes 3-pt jump shot from 23 ft (assist by K. Middleton),20,29
1,2:55.0,R. Rondo makes 2-pt hook shot from 8 ft,,22,29
1,2:45.0,,P. Connaughton makes 2-pt layup from 2 ft (assist by K. Middleton),22,31
1,2:32.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Rondo),,24,31
1,2:18.0,,D. Wilson misses 3-pt jump shot from 27 ft,24,31
1,2:14.0,Defensive rebound by M. Wagner,,24,31
1,2:13.0,Turnover by M. Wagner (bad pass; steal by B. Lopez),,24,31
1,2:01.0,,Turnover by B. Lopez (bad pass; steal by R. Rondo),24,31
1,1:57.0,Turnover by J. Hart (step out of bounds),,24,31
1,1:57.0,A. Caruso enters the game for K. Kuzma,,24,31
1,1:57.0,,T. Frazier enters the game for B. Lopez,24,31
1,1:57.0,,N. Mirotić enters the game for K. Middleton,24,31
1,1:46.0,,N. Mirotić misses 3-pt jump shot from 26 ft,24,31
1,1:43.0,Defensive rebound by M. Wagner,,24,31
1,1:35.0,M. Wagner misses 3-pt jump shot from 28 ft,,24,31
1,1:30.0,,Defensive rebound by P. Connaughton,24,31
1,1:14.0,,G. Hill makes 2-pt layup from 2 ft,24,33
1,1:05.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,24,33
1,1:00.0,,Defensive rebound by N. Mirotić,24,33
1,0:46.0,Violation by Team (kicked ball),,24,33
1,0:46.0,,T. Snell enters the game for G. Hill,24,33
1,0:37.0,,P. Connaughton misses 3-pt jump shot from 26 ft,24,33
1,0:33.0,,Offensive rebound by N. Mirotić,24,33
1,0:33.0,,N. Mirotić makes 2-pt layup at rim,24,35
1,0:29.0,R. Rondo misses 3-pt jump shot from 30 ft,,24,35
1,0:29.0,,Defensive rebound by T. Snell,24,35
1,0:08.0,,N. Mirotić misses 3-pt jump shot from 28 ft (block by K. Caldwell-Pope),24,35
1,0:04.0,,Offensive rebound by N. Mirotić,24,35
1,0:02.0,,D. Wilson misses 2-pt jump shot from 15 ft,24,35
1,0:02.0,Defensive rebound by J. Hart,,24,35
2,11:45.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by T. Snell),24,37
2,11:37.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by A. Caruso),,26,37
2,11:30.0,,N. Mirotić misses 3-pt jump shot from 25 ft,26,37
2,11:26.0,Defensive rebound by K. Caldwell-Pope,,26,37
2,11:11.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,26,37
2,11:08.0,Offensive rebound by A. Caruso,,26,37
2,11:01.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,28,37
2,10:51.0,,Turnover by D. Wilson (bad pass; steal by A. Caruso),28,37
2,10:43.0,Turnover by J. Hart (out of bounds lost ball),,28,37
2,10:43.0,,E. Bledsoe enters the game for T. Frazier,28,37
2,10:21.0,,D. Wilson misses 3-pt jump shot from 27 ft,28,37
2,10:21.0,Defensive rebound by Team,,28,37
2,10:21.0,,Loose ball foul by T. Snell (drawn by K. Caldwell-Pope),28,37
2,10:21.0,,Violation by Team (delay of game),28,37
2,10:21.0,,G. Hill enters the game for T. Snell,28,37
2,10:16.0,Offensive foul by J. Williams (drawn by P. Connaughton),,28,37
2,10:16.0,Turnover by J. Williams (offensive foul),,28,37
2,10:03.0,,E. Bledsoe misses 2-pt layup from 1 ft (block by M. Wagner),28,37
2,9:58.0,Defensive rebound by M. Wagner,,28,37
2,9:55.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by J. Hart),,31,37
2,9:44.0,,N. Mirotić misses 2-pt jump shot from 11 ft,31,37
2,9:41.0,Defensive rebound by J. Hart,,31,37
2,9:33.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by J. Hart),,34,37
2,9:14.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by E. Bledsoe),34,39
2,8:59.0,A. Caruso misses 2-pt jump shot from 20 ft,,34,39
2,8:57.0,,Defensive rebound by P. Connaughton,34,39
2,8:34.0,,G. Hill misses 3-pt jump shot from 26 ft,34,39
2,8:31.0,,Offensive rebound by N. Mirotić,34,39
2,8:29.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,34,39
2,8:25.0,Defensive rebound by J. Hart,,34,39
2,8:18.0,J. Hart misses 3-pt jump shot from 28 ft,,34,39
2,8:18.0,,Defensive rebound by E. Bledsoe,34,39
2,8:06.0,,Shooting foul by K. Caldwell-Pope (drawn by N. Mirotić),34,39
2,8:06.0,,N. Mirotić makes free throw 1 of 2,34,40
2,8:06.0,K. Kuzma enters the game for J. Williams,,34,40
2,8:06.0,,K. Middleton enters the game for D. Wilson,34,40
2,8:06.0,,N. Mirotić makes free throw 2 of 2,34,41
2,8:06.0,,B. Lopez enters the game for N. Mirotić,34,41
2,7:45.0,M. Wagner makes 2-pt layup at rim (assist by K. Kuzma),,36,41
2,7:36.0,,B. Lopez makes 3-pt jump shot from 29 ft (assist by K. Middleton),36,44
2,7:23.0,M. Wagner misses 3-pt jump shot from 26 ft,,36,44
2,7:20.0,,Defensive rebound by P. Connaughton,36,44
2,7:11.0,,Shooting foul by J. Hart (drawn by B. Lopez),36,44
2,7:11.0,,B. Lopez misses free throw 1 of 2,36,44
2,7:11.0,,Offensive rebound by Team,36,44
2,7:11.0,R. Bullock enters the game for J. Hart,,36,44
2,7:11.0,J. McGee enters the game for M. Wagner,,36,44
2,7:11.0,,D. Wilson enters the game for P. Connaughton,36,44
2,7:11.0,,B. Lopez makes free throw 2 of 2,36,45
2,6:49.0,A. Caruso misses 2-pt layup from 1 ft (block by B. Lopez),,36,45
2,6:43.0,Offensive rebound by J. McGee,,36,45
2,6:42.0,J. McGee makes 2-pt dunk from 1 ft,,38,45
2,6:38.0,,E. Bledsoe makes 2-pt layup from 3 ft,38,47
2,6:28.0,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,,38,47
2,6:26.0,Offensive rebound by K. Kuzma,,38,47
2,6:17.0,A. Caruso misses 2-pt jump shot from 6 ft,,38,47
2,6:17.0,,Defensive rebound by Team,38,47
2,6:17.0,Loose ball foul by J. McGee (drawn by E. Bledsoe),,38,47
2,6:17.0,,Milwaukee full timeout,38,47
2,6:17.0,R. Rondo enters the game for A. Caruso,,38,47
2,6:17.0,,P. Connaughton enters the game for G. Hill,38,47
2,6:04.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by P. Connaughton),38,49
2,5:41.0,Turnover by K. Kuzma (lost ball; steal by E. Bledsoe),,38,49
2,5:35.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,38,49
2,5:30.0,Defensive rebound by R. Rondo,,38,49
2,5:24.0,K. Kuzma misses 2-pt hook shot from 2 ft (block by B. Lopez),,38,49
2,5:22.0,Offensive rebound by Team,,38,49
2,5:15.0,J. McGee misses 2-pt jump shot from 17 ft,,38,49
2,5:12.0,,Defensive rebound by K. Middleton,38,49
2,4:52.0,,Shooting foul by J. McGee (drawn by B. Lopez),38,49
2,4:52.0,,B. Lopez misses free throw 1 of 2,38,49
2,4:52.0,,Offensive rebound by Team,38,49
2,4:52.0,,T. Frazier enters the game for E. Bledsoe,38,49
2,4:52.0,,B. Lopez makes free throw 2 of 2,38,50
2,4:41.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by K. Kuzma),,41,50
2,4:30.0,,K. Middleton misses 2-pt layup from 1 ft,41,50
2,4:27.0,Defensive rebound by J. McGee,,41,50
2,4:24.0,Turnover by R. Rondo (bad pass),,41,50
2,4:12.0,,Turnover by K. Middleton (bad pass; steal by K. Kuzma),41,50
2,4:09.0,Shooting foul by K. Middleton (drawn by K. Kuzma),,41,50
2,4:09.0,K. Kuzma makes free throw 1 of 2,,42,50
2,4:09.0,K. Kuzma makes free throw 2 of 2,,43,50
2,3:53.0,,B. Lopez misses 3-pt jump shot from 26 ft,43,50
2,3:53.0,Defensive rebound by Team,,43,50
2,3:37.0,K. Kuzma makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,46,50
2,3:20.0,,Offensive foul by B. Lopez (drawn by K. Kuzma),46,50
2,3:20.0,,Turnover by B. Lopez (offensive foul),46,50
2,3:20.0,,N. Mirotić enters the game for D. Wilson,46,50
2,3:04.0,J. McGee misses 2-pt hook shot from 7 ft,,46,50
2,3:02.0,Offensive rebound by Team,,46,50
2,3:02.0,LA Lakers full timeout,,46,50
2,2:53.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,48,50
2,2:42.0,,K. Middleton misses 2-pt hook shot from 8 ft,48,50
2,2:42.0,Defensive rebound by Team,,48,50
2,2:25.0,J. McGee misses 2-pt dunk from 1 ft,,48,50
2,2:22.0,,Defensive rebound by T. Frazier,48,50
2,2:17.0,,P. Connaughton makes 2-pt dunk from 2 ft (assist by T. Frazier),48,52
2,2:07.0,Shooting foul by B. Lopez (drawn by K. Kuzma),,48,52
2,2:07.0,K. Kuzma makes free throw 1 of 2,,49,52
2,2:07.0,,E. Bledsoe enters the game for T. Frazier,49,52
2,2:07.0,,D. Wilson enters the game for B. Lopez,49,52
2,2:07.0,K. Kuzma makes free throw 2 of 2,,50,52
2,1:58.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by E. Bledsoe),50,54
2,1:40.0,K. Caldwell-Pope makes 3-pt jump shot from 28 ft (assist by R. Bullock),,53,54
2,1:28.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by D. Wilson),53,56
2,1:21.0,R. Rondo misses 2-pt layup from 2 ft,,53,56
2,1:17.0,,Defensive rebound by E. Bledsoe,53,56
2,1:17.0,M. Wagner enters the game for J. McGee,,53,56
2,0:52.0,,Turnover by K. Middleton (lost ball; steal by K. Caldwell-Pope),53,56
2,0:48.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by R. Rondo),,56,56
2,0:45.0,,K. Middleton makes 2-pt layup from 2 ft,56,58
2,0:38.0,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Rondo),,58,58
2,0:28.0,,Shooting foul by R. Rondo (drawn by K. Middleton),58,58
2,0:28.0,,K. Middleton makes free throw 1 of 2,58,59
2,0:28.0,,K. Middleton makes free throw 2 of 2,58,60
2,0:04.0,K. Kuzma misses 3-pt jump shot from 26 ft,,58,60
2,0:02.0,,Defensive rebound by P. Connaughton,58,60
2,0:01.0,,Personal foul by K. Caldwell-Pope (drawn by E. Bledsoe),58,60
2,0:01.0,,E. Bledsoe misses free throw 1 of 2,58,60
2,0:01.0,,Offensive rebound by Team,58,60
2,0:01.0,J. McGee enters the game for K. Caldwell-Pope,,58,60
2,0:01.0,,T. Frazier enters the game for K. Middleton,58,60
2,0:01.0,,E. Bledsoe makes free throw 2 of 2,58,61
2,0:00.0,Turnover by R. Rondo (bad pass; steal by E. Bledsoe),,58,61
2,0:00.0,,N. Mirotić misses 3-pt jump shot from 29 ft,58,61
2,0:00.0,,Offensive rebound by Team,58,61
3,11:42.0,,N. Mirotić misses 2-pt jump shot from 3 ft,58,61
3,11:39.0,Defensive rebound by J. McGee,,58,61
3,11:26.0,M. Muscala misses 3-pt jump shot from 27 ft,,58,61
3,11:23.0,,Defensive rebound by K. Middleton,58,61
3,11:13.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by T. Snell),58,64
3,11:05.0,Turnover by R. Rondo (bad pass; steal by B. Lopez),,58,64
3,10:58.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,58,64
3,10:55.0,Defensive rebound by R. Rondo,,58,64
3,10:44.0,M. Muscala misses 3-pt jump shot from 27 ft,,58,64
3,10:41.0,,Defensive rebound by E. Bledsoe,58,64
3,10:30.0,,B. Lopez makes 3-pt jump shot from 30 ft (assist by K. Middleton),58,67
3,10:21.0,Shooting foul by T. Snell (drawn by R. Bullock),,58,67
3,10:21.0,R. Bullock makes free throw 1 of 2,,59,67
3,10:21.0,,P. Connaughton enters the game for T. Snell,59,67
3,10:21.0,R. Bullock makes free throw 2 of 2,,60,67
3,10:10.0,,Turnover by E. Bledsoe (traveling),60,67
3,9:57.0,R. Rondo makes 2-pt layup from 3 ft,,62,67
3,9:48.0,,B. Lopez misses 3-pt jump shot from 32 ft,62,67
3,9:47.0,,Offensive rebound by K. Middleton,62,67
3,9:41.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by P. Connaughton),62,69
3,9:31.0,K. Kuzma makes 3-pt jump shot from 27 ft,,65,69
3,9:10.0,,E. Bledsoe misses 2-pt jump shot from 10 ft,65,69
3,9:08.0,,Offensive rebound by B. Lopez,65,69
3,9:06.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by B. Lopez),65,72
3,8:52.0,J. McGee misses 2-pt hook shot from 14 ft,,65,72
3,8:50.0,,Defensive rebound by K. Middleton,65,72
3,8:39.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by P. Connaughton),65,75
3,8:39.0,LA Lakers full timeout,,65,75
3,8:29.0,R. Bullock makes 3-pt jump shot from 27 ft (assist by R. Rondo),,68,75
3,8:17.0,,E. Bledsoe misses 2-pt layup from 1 ft (block by J. McGee),68,75
3,8:13.0,Defensive rebound by R. Bullock,,68,75
3,8:08.0,M. Muscala makes 2-pt jump shot from 14 ft (assist by R. Rondo),,70,75
3,7:56.0,,K. Middleton makes 3-pt jump shot from 26 ft,70,78
3,7:46.0,K. Kuzma misses 2-pt layup from 3 ft,,70,78
3,7:43.0,,Defensive rebound by B. Lopez,70,78
3,7:38.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,70,78
3,7:35.0,Defensive rebound by K. Kuzma,,70,78
3,7:27.0,R. Rondo makes 3-pt jump shot from 27 ft,,73,78
3,7:09.0,,K. Middleton makes 3-pt jump shot from 29 ft,73,81
3,7:00.0,K. Kuzma misses 3-pt jump shot from 28 ft,,73,81
3,6:57.0,,Defensive rebound by N. Mirotić,73,81
3,6:41.0,,P. Connaughton misses 3-pt jump shot from 24 ft,73,81
3,6:38.0,Defensive rebound by K. Kuzma,,73,81
3,6:29.0,R. Rondo misses 2-pt layup from 3 ft,,73,81
3,6:26.0,,Defensive rebound by K. Middleton,73,81
3,6:25.0,,Shooting foul by K. Kuzma (drawn by E. Bledsoe),73,81
3,6:25.0,,E. Bledsoe misses free throw 1 of 2,73,81
3,6:25.0,,Offensive rebound by Team,73,81
3,6:25.0,M. Wagner enters the game for J. McGee,,73,81
3,6:25.0,J. Williams enters the game for M. Muscala,,73,81
3,6:25.0,,D. Wilson enters the game for N. Mirotić,73,81
3,6:25.0,,E. Bledsoe makes free throw 2 of 2,73,82
3,6:08.0,R. Rondo misses 3-pt jump shot from 27 ft,,73,82
3,6:04.0,,Defensive rebound by D. Wilson,73,82
3,5:56.0,,B. Lopez misses 3-pt jump shot from 29 ft,73,82
3,5:54.0,,Offensive rebound by E. Bledsoe,73,82
3,5:53.0,,E. Bledsoe makes 2-pt layup from 1 ft,73,84
3,5:50.0,,Violation by Team (kicked ball),73,84
3,5:43.0,J. Williams misses 3-pt jump shot from 24 ft,,73,84
3,5:39.0,,Defensive rebound by E. Bledsoe,73,84
3,5:33.0,,Turnover by E. Bledsoe (bad pass),73,84
3,5:33.0,K. Caldwell-Pope enters the game for J. Williams,,73,84
3,5:33.0,,G. Hill enters the game for E. Bledsoe,73,84
3,5:26.0,K. Kuzma misses 3-pt jump shot from 30 ft,,73,84
3,5:22.0,,Defensive rebound by K. Middleton,73,84
3,5:16.0,,B. Lopez misses 3-pt jump shot from 27 ft,73,84
3,5:15.0,,Offensive rebound by Team,73,84
3,5:10.0,,B. Lopez makes 2-pt layup from 1 ft (assist by P. Connaughton),73,86
3,5:03.0,M. Wagner makes 2-pt layup from 2 ft (assist by R. Rondo),,75,86
3,5:03.0,Shooting foul by G. Hill (drawn by M. Wagner),,75,86
3,5:03.0,,Milwaukee full timeout,75,86
3,5:03.0,M. Wagner makes free throw 1 of 1,,76,86
3,4:47.0,,Turnover by B. Lopez (traveling),76,86
3,4:40.0,Turnover by M. Wagner (traveling),,76,86
3,4:26.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by K. Middleton),76,88
3,4:13.0,R. Bullock misses 2-pt jump shot from 15 ft,,76,88
3,4:10.0,,Defensive rebound by B. Lopez,76,88
3,3:48.0,,K. Middleton makes 2-pt jump shot from 20 ft,76,90
3,3:39.0,Turnover by K. Kuzma (bad pass),,76,90
3,3:39.0,,N. Mirotić enters the game for B. Lopez,76,90
3,3:17.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by G. Hill),76,93
3,2:55.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,76,93
3,2:52.0,,Defensive rebound by P. Connaughton,76,93
3,2:40.0,,Shooting foul by M. Wagner (drawn by N. Mirotić),76,93
3,2:40.0,,N. Mirotić makes free throw 1 of 3,76,94
3,2:40.0,,N. Mirotić makes free throw 2 of 3,76,95
3,2:40.0,,N. Mirotić misses free throw 3 of 3,76,95
3,2:40.0,Defensive rebound by K. Kuzma,,76,95
3,2:40.0,A. Caruso enters the game for R. Bullock,,76,95
3,2:40.0,J. Hart enters the game for R. Rondo,,76,95
3,2:40.0,J. McGee enters the game for M. Wagner,,76,95
3,2:40.0,,T. Frazier enters the game for K. Middleton,76,95
3,2:27.0,Turnover by A. Caruso (bad pass; steal by G. Hill),,76,95
3,2:23.0,,G. Hill makes 2-pt layup from 2 ft,76,97
3,2:08.0,K. Kuzma misses 2-pt layup from 15 ft,,76,97
3,2:08.0,,Defensive rebound by P. Connaughton,76,97
3,1:47.0,,G. Hill misses 3-pt jump shot from 27 ft,76,97
3,1:44.0,Defensive rebound by J. McGee,,76,97
3,1:36.0,K. Kuzma misses 3-pt jump shot from 27 ft,,76,97
3,1:32.0,,Defensive rebound by D. Wilson,76,97
3,1:17.0,,P. Connaughton makes 2-pt dunk from 2 ft,76,99
3,1:13.0,Personal take foul by T. Frazier (drawn by A. Caruso),,76,99
3,1:13.0,R. Rondo enters the game for K. Kuzma,,76,99
3,1:13.0,,E. Bledsoe enters the game for G. Hill,76,99
3,1:13.0,,T. Snell enters the game for N. Mirotić,76,99
3,1:06.0,Personal foul by T. Frazier (drawn by A. Caruso),,76,99
3,1:06.0,A. Caruso makes free throw 1 of 2,,77,99
3,1:06.0,A. Caruso makes free throw 2 of 2,,78,99
3,0:50.0,,D. Wilson misses 2-pt dunk from 5 ft (block by R. Rondo),78,99
3,0:48.0,,Offensive rebound by D. Wilson,78,99
3,0:47.0,,P. Connaughton misses 3-pt jump shot from 29 ft,78,99
3,0:41.0,,Offensive rebound by D. Wilson,78,99
3,0:41.0,,D. Wilson misses 2-pt dunk from 1 ft,78,99
3,0:40.0,Defensive rebound by J. McGee,,78,99
3,0:32.0,J. Hart makes 3-pt jump shot from 25 ft (assist by R. Rondo),,81,99
3,0:19.0,,D. Wilson misses 3-pt jump shot from 23 ft,81,99
3,0:16.0,Defensive rebound by A. Caruso,,81,99
3,0:00.0,K. Caldwell-Pope makes 3-pt jump shot from 34 ft,,84,99
4,11:40.0,R. Rondo makes 2-pt jump shot from 12 ft,,86,99
4,11:25.0,,Turnover by D. Wilson (bad pass; steal by R. Rondo),86,99
4,11:22.0,Shooting foul by T. Snell (drawn by A. Caruso),,86,99
4,11:22.0,A. Caruso makes free throw 1 of 2,,87,99
4,11:22.0,A. Caruso makes free throw 2 of 2,,88,99
4,11:11.0,,Personal foul by R. Rondo (drawn by B. Lopez),88,99
4,11:04.0,,T. Frazier misses 3-pt jump shot from 23 ft,88,99
4,11:00.0,Defensive rebound by J. McGee,,88,99
4,10:56.0,A. Caruso misses 2-pt layup from 3 ft,,88,99
4,10:53.0,,Defensive rebound by T. Frazier,88,99
4,10:52.0,,Turnover by T. Frazier (lost ball; steal by A. Caruso),88,99
4,10:43.0,Shooting foul by B. Lopez (drawn by K. Caldwell-Pope),,88,99
4,10:43.0,K. Caldwell-Pope makes free throw 1 of 2,,89,99
4,10:43.0,K. Caldwell-Pope makes free throw 2 of 2,,90,99
4,10:19.0,,T. Frazier misses 3-pt jump shot from 23 ft,90,99
4,10:19.0,Defensive rebound by J. McGee,,90,99
4,10:09.0,R. Rondo makes 2-pt jump shot from 13 ft,,92,99
4,10:08.0,,Milwaukee full timeout,92,99
4,10:08.0,,G. Hill enters the game for T. Frazier,92,99
4,10:08.0,,K. Middleton enters the game for T. Snell,92,99
4,9:48.0,,K. Middleton makes 2-pt jump shot from 6 ft,92,101
4,9:36.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Rondo),,95,101
4,9:29.0,,Offensive foul by K. Middleton (drawn by K. Caldwell-Pope),95,101
4,9:29.0,,Turnover by K. Middleton (offensive foul),95,101
4,9:18.0,R. Rondo misses 2-pt jump shot from 3 ft,,95,101
4,9:15.0,Offensive rebound by A. Caruso,,95,101
4,9:13.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,95,101
