QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
1,5:34.0,,Personal foul by C. Osman (drawn by L. Markkanen),12,14
1,5:34.0,J. Clarkson enters the game for R. Hood,,12,14
1,5:28.0,,Z. LaVine makes 2-pt layup from 3 ft,12,16
1,5:14.0,A. Žižić makes 2-pt dunk from 1 ft (assist by C. Osman),,14,16
1,5:03.0,,K. Dunn misses 2-pt jump shot from 17 ft,14,16
1,5:01.0,Defensive rebound by A. Žižić,,14,16
1,4:45.0,J. Clarkson makes 2-pt jump shot from 14 ft (assist by A. Žižić),,16,16
1,4:22.0,,Shooting foul by A. Žižić (drawn by R. Lopez),16,16
1,4:22.0,,R. Lopez makes free throw 1 of 2,16,17
1,4:22.0,L. Nance enters the game for A. Žižić,,16,17
1,4:22.0,,R. Lopez makes free throw 2 of 2,16,18
1,4:08.0,C. Sexton misses 2-pt layup from 1 ft (block by R. Lopez),,16,18
1,4:05.0,Offensive rebound by L. Nance,,16,18
1,4:03.0,A. Burks misses 3-pt jump shot from 26 ft,,16,18
1,4:01.0,,Defensive rebound by Z. LaVine,16,18
1,3:55.0,,Turnover by Z. LaVine (bad pass),16,18
1,3:55.0,,B. Portis enters the game for R. Lopez,16,18
1,3:33.0,C. Sexton misses 2-pt jump shot from 16 ft,,16,18
1,3:30.0,,Defensive rebound by Z. LaVine,16,18
1,3:19.0,,Z. LaVine misses 2-pt layup from 1 ft,16,18
1,3:16.0,Defensive rebound by J. Clarkson,,16,18
1,3:12.0,A. Burks makes 2-pt dunk from 1 ft (assist by J. Clarkson),,18,18
1,2:56.0,,W. Selden makes 3-pt jump shot from 24 ft (assist by K. Dunn),18,21
1,2:35.0,L. Nance misses 2-pt jump shot from 6 ft,,18,21
1,2:32.0,Offensive rebound by L. Nance,,18,21
1,2:32.0,L. Nance misses 2-pt layup at rim,,18,21
1,2:30.0,Offensive rebound by L. Nance,,18,21
1,2:28.0,C. Osman makes 2-pt layup from 1 ft (assist by J. Clarkson),,20,21
1,2:20.0,,K. Dunn misses 3-pt jump shot from 25 ft,20,21
1,2:17.0,Defensive rebound by A. Burks,,20,21
1,2:04.0,C. Osman makes 3-pt jump shot from 22 ft (assist by J. Clarkson),,23,21
1,1:49.0,,W. Selden makes 3-pt jump shot from 24 ft (assist by K. Dunn),23,24
1,1:41.0,Cleveland full timeout,,23,24
1,1:41.0,D. Adel enters the game for A. Burks,,23,24
1,1:41.0,M. Dellavedova enters the game for C. Sexton,,23,24
1,1:41.0,,R. Arcidiacono enters the game for K. Dunn,23,24
1,1:41.0,,J. Parker enters the game for L. Markkanen,23,24
1,1:28.0,M. Dellavedova makes 2-pt layup from 2 ft,,25,24
1,1:08.0,,Personal foul by L. Nance (drawn by B. Portis),25,24
1,1:08.0,C. Frye enters the game for C. Osman,,25,24
1,0:59.0,,J. Parker misses 3-pt jump shot from 25 ft,25,24
1,0:56.0,Defensive rebound by M. Dellavedova,,25,24
1,0:43.0,L. Nance misses 3-pt jump shot from 22 ft,,25,24
1,0:40.0,,Defensive rebound by W. Selden,25,24
1,0:35.0,,Z. LaVine misses 2-pt layup from 2 ft (block by C. Frye),25,24
1,0:35.0,,Offensive rebound by Team,25,24
1,0:30.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by W. Selden),25,27
1,0:06.0,J. Clarkson misses 2-pt jump shot from 7 ft,,25,27
1,0:06.0,Offensive rebound by J. Clarkson,,25,27
1,0:05.0,J. Clarkson makes 2-pt layup at rim,,27,27
1,0:00.0,,Z. LaVine makes 2-pt layup from 1 ft,27,29
2,11:44.0,D. Adel makes 3-pt jump shot from 25 ft (assist by C. Frye),,30,29
2,11:30.0,,B. Portis misses 2-pt layup from 1 ft,30,29
2,11:26.0,Defensive rebound by C. Frye,,30,29
2,11:20.0,J. Clarkson misses 3-pt jump shot from 24 ft,,30,29
2,11:18.0,,Defensive rebound by R. Arcidiacono,30,29
2,11:03.0,,A. Blakeney makes 2-pt jump shot from 19 ft (assist by J. Parker),30,31
2,10:40.0,C. Frye misses 2-pt jump shot from 16 ft,,30,31
2,10:38.0,,Defensive rebound by B. Portis,30,31
2,10:17.0,,A. Blakeney makes 2-pt jump shot from 14 ft,30,33
2,10:00.0,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,33,33
2,9:43.0,,J. Parker makes 2-pt jump shot from 16 ft (assist by B. Portis),33,35
2,9:28.0,J. Clarkson misses 3-pt jump shot from 26 ft,,33,35
2,9:25.0,,Defensive rebound by J. Parker,33,35
2,9:20.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,33,35
2,9:17.0,Defensive rebound by J. Clarkson,,33,35
2,9:09.0,J. Clarkson makes 2-pt layup from 5 ft,,35,35
2,9:09.0,Shooting foul by J. Parker (drawn by J. Clarkson),,35,35
2,9:09.0,R. Hood enters the game for D. Adel,,35,35
2,9:09.0,A. Žižić enters the game for L. Nance,,35,35
2,9:09.0,J. Clarkson makes free throw 1 of 1,,36,35
2,8:53.0,,J. Parker makes 2-pt dunk from 1 ft (assist by A. Blakeney),36,37
2,8:44.0,Cleveland full timeout,,36,37
2,8:44.0,C. Osman enters the game for C. Frye,,36,37
2,8:34.0,C. Osman misses 2-pt layup from 1 ft (block by S. Harrison),,36,37
2,8:34.0,,Defensive rebound by Team,36,37
2,8:14.0,,Turnover by S. Harrison (bad pass; steal by R. Hood),36,37
2,8:11.0,C. Osman makes 2-pt layup from 2 ft (assist by R. Hood),,38,37
2,7:56.0,,J. Parker misses 3-pt jump shot from 25 ft,38,37
2,7:54.0,Defensive rebound by J. Clarkson,,38,37
2,7:46.0,Turnover by J. Clarkson (traveling),,38,37
2,7:33.0,,B. Portis misses 2-pt hook shot from 7 ft,38,37
2,7:32.0,Defensive rebound by A. Žižić,,38,37
2,7:27.0,R. Hood makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,41,37
2,7:25.0,,Chicago full timeout,41,37
2,7:25.0,,K. Dunn enters the game for S. Harrison,41,37
2,7:25.0,,L. Markkanen enters the game for J. Parker,41,37
2,7:17.0,,B. Portis misses 3-pt jump shot from 26 ft,41,37
2,7:14.0,Defensive rebound by A. Žižić,,41,37
2,7:02.0,R. Hood misses 3-pt jump shot from 23 ft,,41,37
2,6:56.0,,Defensive rebound by L. Markkanen,41,37
2,6:50.0,,A. Blakeney misses 2-pt jump shot from 13 ft,41,37
2,6:47.0,Defensive rebound by C. Osman,,41,37
2,6:42.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,41,37
2,6:38.0,,Defensive rebound by K. Dunn,41,37
2,6:31.0,,B. Portis misses 2-pt layup from 2 ft (block by A. Žižić),41,37
2,6:28.0,,Offensive rebound by R. Arcidiacono,41,37
2,6:26.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),41,40
2,6:10.0,J. Clarkson makes 2-pt dunk at rim (assist by M. Dellavedova),,43,40
2,5:56.0,,A. Blakeney misses 2-pt jump shot from 18 ft,43,40
2,5:54.0,Defensive rebound by C. Osman,,43,40
2,5:42.0,C. Osman misses 2-pt layup from 2 ft,,43,40
2,5:40.0,,Defensive rebound by B. Portis,43,40
2,5:38.0,,A. Blakeney misses 2-pt layup from 2 ft,43,40
2,5:38.0,Defensive rebound by M. Dellavedova,,43,40
2,5:38.0,Personal foul by B. Portis (drawn by M. Dellavedova),,43,40
2,5:38.0,A. Burks enters the game for J. Clarkson,,43,40
2,5:38.0,C. Sexton enters the game for M. Dellavedova,,43,40
2,5:38.0,,Z. LaVine enters the game for R. Arcidiacono,43,40
2,5:38.0,,W. Selden enters the game for A. Blakeney,43,40
2,5:23.0,C. Osman misses 3-pt jump shot from 26 ft,,43,40
2,5:20.0,,Defensive rebound by Z. LaVine,43,40
2,5:08.0,,L. Markkanen misses 2-pt jump shot from 15 ft,43,40
2,5:05.0,Defensive rebound by A. Žižić,,43,40
2,4:54.0,Turnover by A. Burks (bad pass; steal by W. Selden),,43,40
2,4:51.0,,B. Portis makes 2-pt layup from 1 ft (assist by W. Selden),43,42
2,4:51.0,Cleveland full timeout,,43,42
2,4:51.0,,R. Lopez enters the game for B. Portis,43,42
2,4:41.0,Personal foul by K. Dunn (drawn by C. Sexton),,43,42
2,4:28.0,C. Osman misses 3-pt jump shot from 26 ft,,43,42
2,4:27.0,,Defensive rebound by Team,43,42
2,4:15.0,,Z. LaVine makes 2-pt layup from 4 ft,43,44
2,4:00.0,C. Sexton makes 2-pt jump shot from 5 ft,,45,44
2,3:47.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),45,47
2,3:24.0,R. Hood misses 3-pt jump shot from 22 ft,,45,47
2,3:22.0,,Defensive rebound by Z. LaVine,45,47
2,3:10.0,,Z. LaVine misses 2-pt jump shot from 19 ft,45,47
2,3:08.0,Defensive rebound by C. Osman,,45,47
2,2:50.0,A. Burks misses 2-pt jump shot from 6 ft,,45,47
2,2:48.0,,Defensive rebound by W. Selden,45,47
2,2:43.0,,L. Markkanen misses 3-pt jump shot from 26 ft,45,47
2,2:40.0,Defensive rebound by A. Žižić,,45,47
2,2:29.0,A. Žižić misses 2-pt jump shot from 17 ft,,45,47
2,2:26.0,,Defensive rebound by Z. LaVine,45,47
2,2:21.0,,Shooting foul by A. Žižić (drawn by Z. LaVine),45,47
2,2:21.0,,Z. LaVine makes free throw 1 of 2,45,48
2,2:21.0,L. Nance enters the game for A. Žižić,,45,48
2,2:21.0,,J. Parker enters the game for R. Lopez,45,48
2,2:21.0,,Z. LaVine makes free throw 2 of 2,45,49
2,2:07.0,R. Hood makes 2-pt layup from 1 ft (assist by A. Burks),,47,49
2,1:53.0,,J. Parker makes 2-pt layup from 2 ft (assist by Z. LaVine),47,51
2,1:42.0,Personal foul by W. Selden (drawn by C. Osman),,47,51
2,1:42.0,,R. Arcidiacono enters the game for K. Dunn,47,51
2,1:32.0,Turnover by A. Burks (bad pass),,47,51
2,1:20.0,,J. Parker makes 2-pt layup from 2 ft,47,53
2,1:20.0,,Shooting foul by L. Nance (drawn by J. Parker),47,53
2,1:20.0,,J. Parker misses free throw 1 of 1,47,53
2,1:18.0,Defensive rebound by L. Nance,,47,53
2,1:03.0,Personal foul by J. Parker (drawn by C. Osman),,47,53
2,1:03.0,C. Osman makes free throw 1 of 2,,48,53
2,1:03.0,C. Osman makes free throw 2 of 2,,49,53
2,0:40.0,,R. Arcidiacono misses 2-pt jump shot from 18 ft,49,53
2,0:38.0,Defensive rebound by A. Burks,,49,53
2,0:31.0,A. Burks misses 2-pt jump shot from 12 ft,,49,53
2,0:29.0,,Defensive rebound by W. Selden,49,53
2,0:26.0,,Turnover by W. Selden (bad pass),49,53
2,0:04.0,R. Hood makes 2-pt layup from 1 ft (assist by C. Sexton),,51,53
2,0:00.0,,Z. LaVine misses 3-pt jump shot from 32 ft,51,53
2,0:00.0,,Offensive rebound by Team,51,53
3,11:44.0,C. Sexton misses 2-pt jump shot from 14 ft,,51,53
3,11:40.0,,Defensive rebound by L. Markkanen,51,53
3,11:32.0,,Z. LaVine makes 2-pt layup from 1 ft,51,55
3,11:32.0,,Shooting foul by R. Hood (drawn by Z. LaVine),51,55
3,11:32.0,,Z. LaVine makes free throw 1 of 1,51,56
3,11:11.0,C. Osman misses 2-pt layup from 1 ft,,51,56
3,11:07.0,Offensive rebound by A. Žižić,,51,56
3,11:07.0,A. Žižić makes 2-pt dunk from 1 ft,,53,56
3,10:53.0,,L. Markkanen misses 2-pt layup from 2 ft,53,56
3,10:48.0,,Offensive rebound by R. Lopez,53,56
3,10:48.0,,R. Lopez misses 2-pt layup at rim,53,56
3,10:46.0,,Offensive rebound by R. Lopez,53,56
3,10:46.0,,R. Lopez makes 2-pt layup at rim,53,58
3,10:30.0,A. Burks makes 3-pt jump shot from 23 ft (assist by C. Sexton),,56,58
3,10:19.0,,K. Dunn misses 2-pt jump shot from 13 ft,56,58
3,10:14.0,,Offensive rebound by R. Lopez,56,58
3,10:14.0,,R. Lopez makes 2-pt layup at rim,56,60
3,10:01.0,Shooting foul by W. Selden (drawn by R. Hood),,56,60
3,10:01.0,R. Hood makes free throw 1 of 2,,57,60
3,10:01.0,R. Hood makes free throw 2 of 2,,58,60
3,9:38.0,,K. Dunn misses 3-pt jump shot from 26 ft,58,60
3,9:35.0,Defensive rebound by C. Osman,,58,60
3,9:29.0,A. Burks misses 3-pt jump shot from 23 ft,,58,60
3,9:25.0,,Defensive rebound by L. Markkanen,58,60
3,9:24.0,Violation by Team (kicked ball),,58,60
3,9:18.0,,Z. LaVine misses 2-pt jump shot from 22 ft,58,60
3,9:14.0,Defensive rebound by C. Sexton,,58,60
3,8:57.0,A. Žižić misses 2-pt layup from 4 ft (block by R. Lopez),,58,60
3,8:54.0,,Defensive rebound by L. Markkanen,58,60
3,8:44.0,,L. Markkanen misses 2-pt layup from 2 ft,58,60
3,8:39.0,,Offensive rebound by W. Selden,58,60
3,8:39.0,,W. Selden misses 2-pt layup at rim,58,60
3,8:38.0,Defensive rebound by R. Hood,,58,60
3,8:36.0,C. Sexton misses 3-pt jump shot from 25 ft,,58,60
3,8:34.0,,Defensive rebound by L. Markkanen,58,60
3,8:29.0,,W. Selden misses 3-pt jump shot from 25 ft,58,60
3,8:26.0,Defensive rebound by A. Žižić,,58,60
3,8:17.0,Personal foul by K. Dunn (drawn by C. Sexton),,58,60
3,8:17.0,M. Dellavedova enters the game for C. Sexton,,58,60
3,8:11.0,A. Žižić misses 2-pt layup from 3 ft (block by R. Lopez),,58,60
3,8:10.0,Offensive rebound by C. Osman,,58,60
3,8:09.0,C. Osman misses 2-pt layup from 3 ft (block by W. Selden),,58,60
3,8:08.0,Offensive rebound by C. Osman,,58,60
3,8:02.0,A. Burks makes 3-pt jump shot from 25 ft (assist by C. Osman),,61,60
3,7:38.0,,Z. LaVine misses 2-pt jump shot from 8 ft,61,60
3,7:36.0,Defensive rebound by A. Žižić,,61,60
3,7:29.0,R. Hood misses 2-pt layup from 4 ft,,61,60
3,7:25.0,,Defensive rebound by R. Lopez,61,60
3,7:23.0,,Shooting foul by M. Dellavedova (drawn by L. Markkanen),61,60
3,7:23.0,,L. Markkanen makes free throw 1 of 2,61,61
3,7:23.0,,L. Markkanen makes free throw 2 of 2,61,62
3,7:15.0,R. Hood misses 2-pt jump shot from 15 ft,,61,62
3,7:10.0,,Defensive rebound by Z. LaVine,61,62
3,7:06.0,,Turnover by Z. LaVine (bad pass; steal by C. Osman),61,62
3,7:04.0,Shooting foul by L. Markkanen (drawn by C. Osman),,61,62
3,7:04.0,C. Osman makes free throw 1 of 2,,62,62
3,7:04.0,C. Osman misses free throw 2 of 2,,62,62
3,7:00.0,,Defensive rebound by W. Selden,62,62
3,6:42.0,,Shooting foul by A. Burks (drawn by R. Lopez),62,62
3,6:42.0,,Chicago full timeout,62,62
3,6:42.0,,R. Lopez misses free throw 1 of 2,62,62
3,6:42.0,,Offensive rebound by Team,62,62
3,6:42.0,,R. Lopez misses free throw 2 of 2,62,62
3,6:40.0,Defensive rebound by A. Burks,,62,62
3,6:24.0,A. Žižić makes 2-pt hook shot from 5 ft (assist by M. Dellavedova),,64,62
3,6:02.0,,L. Markkanen misses 2-pt jump shot from 6 ft,64,62
3,5:58.0,Defensive rebound by M. Dellavedova,,64,62
3,5:51.0,A. Burks makes 2-pt layup from 2 ft (assist by M. Dellavedova),,66,62
3,5:37.0,,Z. LaVine misses 3-pt jump shot from 25 ft,66,62
3,5:34.0,Defensive rebound by C. Osman,,66,62
3,5:22.0,Turnover by C. Osman (bad pass; steal by K. Dunn),,66,62
3,5:20.0,,Shooting foul by M. Dellavedova (drawn by Z. LaVine),66,62
3,5:20.0,,Z. LaVine makes free throw 1 of 2,66,63
3,5:20.0,,B. Portis enters the game for R. Lopez,66,63
3,5:20.0,,Z. LaVine makes free throw 2 of 2,66,64
3,4:56.0,A. Burks misses 3-pt jump shot from 26 ft,,66,64
3,4:53.0,,Defensive rebound by L. Markkanen,66,64
3,4:41.0,,L. Markkanen misses 2-pt jump shot from 10 ft,66,64
3,4:38.0,Defensive rebound by A. Burks,,66,64
3,4:33.0,Personal foul by Z. LaVine (drawn by A. Žižić),,66,64
3,4:22.0,M. Dellavedova makes 2-pt layup from 1 ft,,68,64
3,4:07.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),68,67
3,3:55.0,M. Dellavedova makes 3-pt jump shot from 26 ft,,71,67
3,3:41.0,,Personal foul by C. Osman (drawn by K. Dunn),71,67
3,3:41.0,,K. Dunn makes free throw 1 of 2,71,68
3,3:41.0,J. Clarkson enters the game for R. Hood,,71,68
3,3:41.0,,K. Dunn makes free throw 2 of 2,71,69
3,3:31.0,C. Osman makes 2-pt layup from 1 ft (assist by M. Dellavedova),,73,69
3,3:11.0,,Turnover by K. Dunn (bad pass; steal by A. Žižić),73,69
3,2:49.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,73,69
3,2:47.0,,Defensive rebound by Z. LaVine,73,69
3,2:40.0,,B. Portis misses 2-pt jump shot from 22 ft,73,69
3,2:37.0,Defensive rebound by M. Dellavedova,,73,69
3,2:35.0,Cleveland full timeout,,73,69
3,2:35.0,L. Nance enters the game for A. Žižić,,73,69
3,2:35.0,,R. Arcidiacono enters the game for K. Dunn,73,69
3,2:35.0,,A. Blakeney enters the game for Z. LaVine,73,69
3,2:31.0,Shooting foul by B. Portis (drawn by A. Burks),,73,69
3,2:31.0,A. Burks makes free throw 1 of 2,,74,69
3,2:31.0,A. Burks makes free throw 2 of 2,,75,69
3,2:06.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by R. Arcidiacono),75,72
3,1:51.0,Turnover by C. Osman (bad pass; steal by L. Markkanen),,75,72
3,1:39.0,,W. Selden makes 2-pt layup from 3 ft (assist by A. Blakeney),75,74
3,1:19.0,Personal foul by L. Markkanen (drawn by M. Dellavedova),,75,74
3,1:19.0,M. Dellavedova makes free throw 1 of 2,,76,74
3,1:19.0,D. Adel enters the game for A. Burks,,76,74
3,1:19.0,,S. Harrison enters the game for W. Selden,76,74
3,1:19.0,M. Dellavedova makes free throw 2 of 2,,77,74
3,1:06.0,,B. Portis makes 2-pt layup from 5 ft (assist by R. Arcidiacono),77,76
3,0:48.0,C. Osman misses 2-pt layup from 2 ft,,77,76
3,0:48.0,,Defensive rebound by L. Markkanen,77,76
3,0:39.0,,B. Portis misses 2-pt layup from 2 ft,77,76
3,0:37.0,Defensive rebound by L. Nance,,77,76
3,0:23.0,J. Clarkson makes 2-pt jump shot from 17 ft,,79,76
3,0:02.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by A. Blakeney),79,79
3,0:00.0,M. Dellavedova misses 3-pt jump shot from 46 ft,,79,79
3,0:00.0,Offensive rebound by Team,,79,79
4,11:44.0,,B. Portis makes 2-pt jump shot from 11 ft (assist by R. Arcidiacono),79,81
4,11:32.0,Turnover by L. Nance (bad pass; steal by S. Harrison),,79,81
4,11:28.0,,S. Harrison misses 2-pt layup from 2 ft (block by D. Adel),79,81
4,11:25.0,Defensive rebound by J. Clarkson,,79,81
4,11:19.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by D. Adel),,82,81
4,11:05.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,82,81
4,11:03.0,Defensive rebound by A. Žižić,,82,81
4,10:53.0,J. Clarkson makes 2-pt layup from 2 ft,,84,81
4,10:51.0,,Chicago full timeout,84,81
4,10:51.0,C. Sexton enters the game for M. Dellavedova,,84,81
4,10:29.0,,R. Arcidiacono makes 2-pt jump shot from 6 ft,84,83
4,10:08.0,J. Clarkson makes 2-pt jump shot from 18 ft (assist by C. Sexton),,86,83
4,9:57.0,,B. Portis misses 3-pt jump shot from 25 ft,86,83
4,9:54.0,Defensive rebound by J. Clarkson,,86,83
4,9:43.0,A. Žižić makes 2-pt layup at rim (assist by L. Nance),,88,83
4,9:25.0,,A. Blakeney misses 2-pt jump shot from 15 ft,88,83
4,9:23.0,Defensive rebound by D. Adel,,88,83
4,9:12.0,D. Adel makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,91,83
4,9:11.0,,Chicago full timeout,91,83
4,9:11.0,,K. Dunn enters the game for R. Arcidiacono,91,83
4,9:11.0,,Z. LaVine enters the game for A. Blakeney,91,83
4,9:11.0,,R. Lopez enters the game for S. Harrison,91,83
4,9:11.0,,L. Markkanen enters the game for J. Parker,91,83
4,9:11.0,,W. Selden enters the game for B. Portis,91,83
4,8:54.0,,Z. LaVine misses 3-pt jump shot from 25 ft,91,83
4,8:49.0,Defensive rebound by A. Žižić,,91,83
4,8:29.0,Personal foul by K. Dunn (drawn by D. Adel),,91,83
4,8:22.0,C. Sexton misses 2-pt layup from 2 ft (block by K. Dunn),,91,83
4,8:19.0,Offensive rebound by C. Sexton,,91,83
4,8:15.0,D. Adel misses 2-pt layup from 3 ft,,91,83
4,8:11.0,Offensive rebound by A. Žižić,,91,83
4,8:11.0,A. Žižić misses 2-pt layup from 1 ft,,91,83
4,8:10.0,,Defensive rebound by Z. LaVine,91,83
4,8:01.0,,W. Selden makes 2-pt jump shot from 18 ft,91,85
4,7:34.0,L. Nance misses 2-pt jump shot from 15 ft,,91,85
4,7:31.0,,Defensive rebound by L. Markkanen,91,85
4,7:23.0,,L. Markkanen misses 3-pt jump shot from 26 ft,91,85
4,7:19.0,Defensive rebound by J. Clarkson,,91,85
4,7:17.0,Personal foul by L. Markkanen (drawn by L. Nance),,91,85
4,7:17.0,C. Osman enters the game for D. Adel,,91,85
4,7:04.0,Turnover by L. Nance (bad pass),,91,85
4,6:55.0,,Shooting foul by A. Žižić (drawn by L. Markkanen),91,85
4,6:55.0,,L. Markkanen makes free throw 1 of 2,91,86
4,6:55.0,R. Hood enters the game for L. Nance,,91,86
4,6:55.0,,L. Markkanen makes free throw 2 of 2,91,87
4,6:37.0,R. Hood makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,94,87
4,6:19.0,,R. Lopez misses 2-pt hook shot from 7 ft,94,87
4,6:16.0,,Offensive rebound by R. Lopez,94,87
4,6:15.0,,R. Lopez makes 2-pt dunk from 1 ft,94,89
4,5:52.0,R. Hood misses 3-pt jump shot from 23 ft,,94,89
4,5:48.0,,Defensive rebound by K. Dunn,94,89
4,5:42.0,,Z. LaVine misses 2-pt layup from 2 ft,94,89
4,5:42.0,,Offensive rebound by L. Markkanen,94,89
4,5:42.0,,L. Markkanen misses 2-pt layup at rim,94,89
4,5:42.0,,Offensive rebound by Z. LaVine,94,89
4,5:42.0,,Z. LaVine makes 2-pt layup at rim,94,91
4,5:42.0,Cleveland full timeout,,94,91
4,5:42.0,A. Burks enters the game for J. Clarkson,,94,91
4,5:29.0,Turnover by C. Sexton (lost ball; steal by K. Dunn),,94,91
4,5:27.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by W. Selden),94,93
4,5:27.0,,Shooting foul by C. Osman (drawn by L. Markkanen),94,93
4,5:27.0,,L. Markkanen makes free throw 1 of 1,94,94
4,5:13.0,C. Osman makes 2-pt layup from 2 ft,,96,94
4,5:02.0,,Turnover by R. Lopez (bad pass; steal by R. Hood),96,94
4,4:47.0,C. Osman misses 3-pt jump shot from 26 ft,,96,94
4,4:47.0,,Defensive rebound by Team,96,94
4,4:47.0,M. Dellavedova enters the game for C. Sexton,,96,94
4,4:29.0,,K. Dunn makes 2-pt jump shot from 5 ft,96,96
4,4:13.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,96,96
4,4:12.0,,Defensive rebound by L. Markkanen,96,96
4,3:52.0,,R. Lopez makes 2-pt dunk from 1 ft (assist by K. Dunn),96,98
4,3:28.0,C. Osman misses 3-pt jump shot from 22 ft,,96,98
4,3:24.0,Offensive rebound by A. Žižić,,96,98
4,3:10.0,R. Hood makes 2-pt jump shot from 17 ft,,98,98
4,2:56.0,,Turnover by K. Dunn (traveling),98,98
4,2:40.0,M. Dellavedova makes 2-pt jump shot from 7 ft,,100,98
4,2:21.0,,Personal foul by R. Hood (drawn by L. Markkanen),100,98
4,2:09.0,,R. Lopez misses 2-pt hook shot from 1 ft,100,98
4,2:06.0,Defensive rebound by A. Burks,,100,98
4,1:54.0,A. Žižić misses 2-pt hook shot from 5 ft,,100,98
4,1:51.0,,Defensive rebound by R. Lopez,100,98
4,1:43.0,,Turnover by Z. LaVine (out of bounds lost ball),100,98
4,1:43.0,Cleveland full timeout,,100,98
4,1:22.0,R. Hood misses 2-pt jump shot from 19 ft,,100,98
4,1:19.0,,Defensive rebound by Z. LaVine,100,98
4,1:07.0,,W. Selden makes 3-pt jump shot from 25 ft (assist by K. Dunn),100,101
